region,state,year,milk_produced
Mountain,Utah,1975,919e6
Mountain,Nevada,1975,168e6
Pacific,Washington,1975,2322e6
Pacific,Oregon,1975,99e7
Pacific,California,1975,10853e6
Pacific,Alaska,1975,17e6
Pacific,Hawaii,1975,146e6
Northeast,Maine,1976,628e6
Northeast,New Hampshire,1976,335e6
Northeast,Vermont,1976,2093e6
Northeast,Massachusetts,1976,598e6
Northeast,Rhode Island,1976,6e7
Northeast,Connecticut,1976,616e6
Northeast,New York,1976,10198e6
Northeast,New Jersey,1976,545e6
Northeast,Pennsylvania,1976,7507e6
Northeast,Delaware,1976,135e6
Northeast,Maryland,1976,1549e6
Lake States,Michigan,1976,462e7
Lake States,Wisconsin,1976,20296e6
Lake States,Minnesota,1976,9239e6
Corn Belt,Ohio,1976,4435e6
Corn Belt,Indiana,1976,224e7
Corn Belt,Illinois,1976,2485e6
Corn Belt,Iowa,1976,3954e6
Corn Belt,Missouri,1976,2919e6
Northern Plains,North Dakota,1976,948e6
Northern Plains,South Dakota,1976,165e7
Northern Plains,Nebraska,1976,1409e6
Northern Plains,Kansas,1976,1447e6
Appalachian,Virginia,1976,1877e6
Appalachian,West Virginia,1976,356e6
Appalachian,North Carolina,1976,158e7
Appalachian,Kentucky,1976,2383e6
Appalachian,Tennessee,1976,2096e6
Southeast,South Carolina,1976,525e6
Southeast,Georgia,1976,1303e6
Southeast,Florida,1976,2023e6
Southeast,Alabama,1976,682e6
Delta States,Mississippi,1976,862e6
Delta States,Arkansas,1976,71e7
Delta States,Louisiana,1976,1088e6
Southern Plains,Oklahoma,1976,1102e6
Southern Plains,Texas,1976,3309e6
Mountain,Montana,1976,275e6
Mountain,Idaho,1976,1554e6
Mountain,Wyoming,1976,113e6
Mountain,Colorado,1976,835e6
Mountain,New Mexico,1976,405e6
Mountain,Arizona,1976,882e6
Mountain,Utah,1976,924e6
Mountain,Nevada,1976,191e6
Pacific,Washington,1976,2428e6
Pacific,Oregon,1976,1024e6
Pacific,California,1976,11583e6
Pacific,Alaska,1976,16e6
Pacific,Hawaii,1976,148e6
Northeast,Maine,1977,638e6
Northeast,New Hampshire,1977,339e6
Northeast,Vermont,1977,21e8
Northeast,Massachusetts,1977,597e6
Northeast,Rhode Island,1977,57e6
Northeast,Connecticut,1977,624e6
Northeast,New York,1977,10224e6
Northeast,New Jersey,1977,549e6
Northeast,Pennsylvania,1977,7791e6
Northeast,Delaware,1977,139e6
Northeast,Maryland,1977,1575e6
Lake States,Michigan,1977,4761e6
Lake States,Wisconsin,1977,21041e6
Lake States,Minnesota,1977,9483e6
Corn Belt,Ohio,1977,4455e6
Corn Belt,Indiana,1977,2248e6
Corn Belt,Illinois,1977,2515e6
Corn Belt,Iowa,1977,403e7
Corn Belt,Missouri,1977,2918e6
Northern Plains,North Dakota,1977,954e6
Northern Plains,South Dakota,1977,1652e6
Northern Plains,Nebraska,1977,1344e6
Northern Plains,Kansas,1977,1442e6
Appalachian,Virginia,1977,1894e6
Appalachian,West Virginia,1977,35e7
Appalachian,North Carolina,1977,1583e6
Appalachian,Kentucky,1977,2426e6
Appalachian,Tennessee,1977,2181e6
Southeast,South Carolina,1977,525e6
Southeast,Georgia,1977,1301e6
Southeast,Florida,1977,1993e6
Southeast,Alabama,1977,684e6
Delta States,Mississippi,1977,858e6
Delta States,Arkansas,1977,725e6
Delta States,Louisiana,1977,1089e6
Southern Plains,Oklahoma,1977,112e7
Southern Plains,Texas,1977,3372e6
Mountain,Montana,1977,296e6
Mountain,Idaho,1977,16e8
Mountain,Wyoming,1977,124e6
Mountain,Colorado,1977,848e6
Mountain,New Mexico,1977,426e6
Mountain,Arizona,1977,914e6
Mountain,Utah,1977,936e6
Mountain,Nevada,1977,198e6
Pacific,Washington,1977,2549e6
Pacific,Oregon,1977,1052e6
Pacific,California,1977,11968e6
Pacific,Alaska,1977,16e6
Pacific,Hawaii,1977,15e7
Northeast,Maine,1978,641e6
Northeast,New Hampshire,1978,341e6
Northeast,Vermont,1978,2136e6
Northeast,Massachusetts,1978,572e6
Northeast,Rhode Island,1978,55e6
Northeast,Connecticut,1978,614e6
Northeast,New York,1978,10408e6
Northeast,New Jersey,1978,525e6
Northeast,Pennsylvania,1978,7881e6
Northeast,Delaware,1978,129e6
Northeast,Maryland,1978,154e7
Lake States,Michigan,1978,4793e6
Lake States,Wisconsin,1978,21252e6
Lake States,Minnesota,1978,9089e6
Corn Belt,Ohio,1978,4275e6
Corn Belt,Indiana,1978,2178e6
Corn Belt,Illinois,1978,2399e6
Corn Belt,Iowa,1978,396e7
Corn Belt,Missouri,1978,2719e6
Northern Plains,North Dakota,1978,903e6
Northern Plains,South Dakota,1978,154e7
Northern Plains,Nebraska,1978,1269e6
Northern Plains,Kansas,1978,1372e6
Appalachian,Virginia,1978,1873e6
Appalachian,West Virginia,1978,345e6
Appalachian,North Carolina,1978,1544e6
Appalachian,Kentucky,1978,2274e6
Appalachian,Tennessee,1978,2073e6
Southeast,South Carolina,1978,513e6
Southeast,Georgia,1978,1308e6
Southeast,Florida,1978,1972e6
Southeast,Alabama,1978,631e6
Delta States,Mississippi,1978,836e6
Delta States,Arkansas,1978,729e6
Delta States,Louisiana,1978,1063e6
Southern Plains,Oklahoma,1978,109e7
Southern Plains,Texas,1978,3433e6
Mountain,Montana,1978,306e6
Mountain,Idaho,1978,1633e6
Mountain,Wyoming,1978,12e7
Mountain,Colorado,1978,872e6
Mountain,New Mexico,1978,458e6
Mountain,Arizona,1978,906e6
Mountain,Utah,1978,94e7
Mountain,Nevada,1978,187e6
Pacific,Washington,1978,2675e6
Pacific,Oregon,1978,1065e6
Pacific,California,1978,11859e6
Pacific,Alaska,1978,15e6
Pacific,Hawaii,1978,15e7
Northeast,Maine,1979,641e6
Northeast,New Hampshire,1979,341e6
Northeast,Vermont,1979,2179e6
Northeast,Massachusetts,1979,566e6
Northeast,Rhode Island,1979,5e7
Northeast,Connecticut,1979,606e6
Northeast,New York,1979,1063e7
Northeast,New Jersey,1979,494e6
Northeast,Pennsylvania,1979,8084e6
Northeast,Delaware,1979,127e6
Northeast,Maryland,1979,152e7
Lake States,Michigan,1979,483e7
Lake States,Wisconsin,1979,2185e7
Lake States,Minnesota,1979,9145e6
Corn Belt,Ohio,1979,4265e6
Corn Belt,Indiana,1979,2175e6
Corn Belt,Illinois,1979,2391e6
Corn Belt,Iowa,1979,3858e6
Corn Belt,Missouri,1979,2714e6
Northern Plains,North Dakota,1979,874e6
Northern Plains,South Dakota,1979,1549e6
Northern Plains,Nebraska,1979,126e7
Northern Plains,Kansas,1979,133e7
Appalachian,Virginia,1979,1937e6
Appalachian,West Virginia,1979,35e7
Appalachian,North Carolina,1979,1565e6
Appalachian,Kentucky,1979,222e7
Appalachian,Tennessee,1979,2091e6
Southeast,South Carolina,1979,524e6
Southeast,Georgia,1979,1338e6
Southeast,Florida,1979,1996e6
Southeast,Alabama,1979,606e6
Delta States,Mississippi,1979,814e6
Delta States,Arkansas,1979,727e6
Delta States,Louisiana,1979,1022e6
Southern Plains,Oklahoma,1979,107e7
Southern Plains,Texas,1979,3377e6
Mountain,Montana,1979,297e6
Mountain,Idaho,1979,1721e6
Mountain,Wyoming,1979,119e6
Mountain,Colorado,1979,857e6
Mountain,New Mexico,1979,507e6
Mountain,Arizona,1979,941e6
Mountain,Utah,1979,948e6
Mountain,Nevada,1979,199e6
Pacific,Washington,1979,2817e6
Pacific,Oregon,1979,1103e6
Pacific,California,1979,12563e6
Pacific,Alaska,1979,13e6
Pacific,Hawaii,1979,15e7
Northeast,Maine,1980,665e6
Northeast,New Hampshire,1980,347e6
Northeast,Vermont,1980,2289e6
Northeast,Massachusetts,1980,57e7
Northeast,Rhode Island,1980,47e6
Northeast,Connecticut,1980,612e6
Northeast,New York,1980,10974e6
Northeast,New Jersey,1980,494e6
Northeast,Pennsylvania,1980,8496e6
Northeast,Delaware,1980,125e6
Northeast,Maryland,1980,152e7
Lake States,Michigan,1980,497e7
Lake States,Wisconsin,1980,2238e7
Lake States,Minnesota,1980,9535e6
Corn Belt,Ohio,1980,431e7
Corn Belt,Indiana,1980,221e7
Corn Belt,Illinois,1980,254e7
Corn Belt,Iowa,1980,3994e6
Corn Belt,Missouri,1980,2826e6
Northern Plains,North Dakota,1980,939e6
Northern Plains,South Dakota,1980,1669e6
Northern Plains,Nebraska,1980,1315e6
Northern Plains,Kansas,1980,133e7
Appalachian,Virginia,1980,1974e6
Appalachian,West Virginia,1980,35e7
Appalachian,North Carolina,1980,1631e6
Appalachian,Kentucky,1980,2219e6
Appalachian,Tennessee,1980,2241e6
Southeast,South Carolina,1980,541e6
Southeast,Georgia,1980,1367e6
Southeast,Florida,1980,2028e6
Southeast,Alabama,1980,61e7
Delta States,Mississippi,1980,817e6
Delta States,Arkansas,1980,74e7
Delta States,Louisiana,1980,1012e6
Southern Plains,Oklahoma,1980,111e7
Southern Plains,Texas,1980,3625e6
Mountain,Montana,1980,314e6
Mountain,Idaho,1980,1947e6
Mountain,Wyoming,1980,132e6
Mountain,Colorado,1980,858e6
Mountain,New Mexico,1980,602e6
Mountain,Arizona,1980,1031e6
Mountain,Utah,1980,1028e6
Mountain,Nevada,1980,219e6
Pacific,Washington,1980,2942e6
Pacific,Oregon,1980,1169e6
Pacific,California,1980,13577e6
Pacific,Alaska,1980,13e6
Pacific,Hawaii,1980,152e6
Northeast,Maine,1981,698e6
Northeast,New Hampshire,1981,346e6
Northeast,Vermont,1981,2298e6
Northeast,Massachusetts,1981,578e6
Northeast,Rhode Island,1981,46e6
Northeast,Connecticut,1981,624e6
Northeast,New York,1981,11069e6
Northeast,New Jersey,1981,494e6
Northeast,Pennsylvania,1981,8965e6
Northeast,Delaware,1981,124e6
Northeast,Maryland,1981,1556e6
Lake States,Michigan,1981,5103e6
Lake States,Wisconsin,1981,23e9
Lake States,Minnesota,1981,10061e6
Corn Belt,Ohio,1981,4385e6
Corn Belt,Indiana,1981,2282e6
Corn Belt,Illinois,1981,2604e6
Corn Belt,Iowa,1981,4056e6
Corn Belt,Missouri,1981,2877e6
Northern Plains,North Dakota,1981,995e6
Northern Plains,South Dakota,1981,1757e6
Northern Plains,Nebraska,1981,14e8
Northern Plains,Kansas,1981,1397e6
Appalachian,Virginia,1981,2015e6
Appalachian,West Virginia,1981,35e7
Appalachian,North Carolina,1981,1654e6
Appalachian,Kentucky,1981,2281e6
Appalachian,Tennessee,1981,23e8
Southeast,South Carolina,1981,552e6
Southeast,Georgia,1981,1396e6
Southeast,Florida,1981,2082e6
Southeast,Alabama,1981,62e7
Delta States,Mississippi,1981,86e7
Delta States,Arkansas,1981,792e6
Delta States,Louisiana,1981,996e6
Southern Plains,Oklahoma,1981,115e7
Southern Plains,Texas,1981,3665e6
Mountain,Montana,1981,331e6
Mountain,Idaho,1981,2162e6
Mountain,Wyoming,1981,136e6
Mountain,Colorado,1981,928e6
Mountain,New Mexico,1981,671e6
Mountain,Arizona,1981,1133e6
Mountain,Utah,1981,111e7
Mountain,Nevada,1981,223e6
Pacific,Washington,1981,3017e6
Pacific,Oregon,1981,122e7
Pacific,California,1981,14248e6
Pacific,Alaska,1981,13e6
Pacific,Hawaii,1981,15e7
Northeast,Maine,1982,727e6
Northeast,New Hampshire,1982,365e6
Northeast,Vermont,1982,2385e6
Northeast,Massachusetts,1982,602e6
Northeast,Rhode Island,1982,46e6
Northeast,Connecticut,1982,644e6
Northeast,New York,1982,11097e6
Northeast,New Jersey,1982,492e6
Northeast,Pennsylvania,1982,9264e6
Northeast,Delaware,1982,137e6
Northeast,Maryland,1982,1581e6
Lake States,Michigan,1982,5253e6
Lake States,Wisconsin,1982,2323e7
Lake States,Minnesota,1982,10341e6
Corn Belt,Ohio,1982,455e7
Corn Belt,Indiana,1982,2334e6
Corn Belt,Illinois,1982,2657e6
Corn Belt,Iowa,1982,4004e6
Corn Belt,Missouri,1982,2905e6
Northern Plains,North Dakota,1982,102e7
Northern Plains,South Dakota,1982,1762e6
Northern Plains,Nebraska,1982,134e7
Northern Plains,Kansas,1982,1356e6
Appalachian,Virginia,1982,2059e6
Appalachian,West Virginia,1982,349e6
Appalachian,North Carolina,1982,1686e6
Appalachian,Kentucky,1982,2364e6
Appalachian,Tennessee,1982,2326e6
Southeast,South Carolina,1982,567e6
Southeast,Georgia,1982,1412e6
Southeast,Florida,1982,2109e6
Southeast,Alabama,1982,58e7
Delta States,Mississippi,1982,9e8
Delta States,Arkansas,1982,828e6
Delta States,Louisiana,1982,975e6
Southern Plains,Oklahoma,1982,1165e6
Southern Plains,Texas,1982,378e7
Mountain,Montana,1982,341e6
Mountain,Idaho,1982,2253e6
Mountain,Wyoming,1982,137e6
Mountain,Colorado,1982,972e6
Mountain,New Mexico,1982,812e6
Mountain,Arizona,1982,1202e6
Mountain,Utah,1982,1162e6
Mountain,Nevada,1982,225e6
Pacific,Washington,1982,3222e6
Pacific,Oregon,1982,1301e6
Pacific,California,1982,14528e6
Pacific,Alaska,1982,14e6
Pacific,Hawaii,1982,144e6
Northeast,Maine,1983,736e6
Northeast,New Hampshire,1983,379e6
Northeast,Vermont,1983,249e7
Northeast,Massachusetts,1983,613e6
Northeast,Rhode Island,1983,45e6
Northeast,Connecticut,1983,655e6
Northeast,New York,1983,11648e6
Northeast,New Jersey,1983,5e8
Northeast,Pennsylvania,1983,951e7
Northeast,Delaware,1983,137e6
Northeast,Maryland,1983,1606e6
Lake States,Michigan,1983,5528e6
Lake States,Wisconsin,1983,238e8
Lake States,Minnesota,1983,10913e6
Corn Belt,Ohio,1983,4755e6
Corn Belt,Indiana,1983,2364e6
Corn Belt,Illinois,1983,2706e6
Corn Belt,Iowa,1983,4036e6
Corn Belt,Missouri,1983,31e8
Northern Plains,North Dakota,1983,109e7
Northern Plains,South Dakota,1983,1771e6
Northern Plains,Nebraska,1983,1415e6
Northern Plains,Kansas,1983,1382e6
Appalachian,Virginia,1983,207e7
Appalachian,West Virginia,1983,365e6
Appalachian,North Carolina,1983,1711e6
Appalachian,Kentucky,1983,2414e6
Appalachian,Tennessee,1983,225e7
Southeast,South Carolina,1983,573e6
Southeast,Georgia,1983,1395e6
Southeast,Florida,1983,2113e6
Southeast,Alabama,1983,573e6
Delta States,Mississippi,1983,883e6
Delta States,Arkansas,1983,845e6
Delta States,Louisiana,1983,954e6
Southern Plains,Oklahoma,1983,1183e6
Southern Plains,Texas,1983,3985e6
Mountain,Montana,1983,355e6
Mountain,Idaho,1983,2303e6
Mountain,Wyoming,1983,136e6
Mountain,Colorado,1983,987e6
Mountain,New Mexico,1983,938e6
Mountain,Arizona,1983,1237e6
Mountain,Utah,1983,1171e6
Mountain,Nevada,1983,227e6
Pacific,Washington,1983,3482e6
Pacific,Oregon,1983,1363e6
Pacific,California,1983,14733e6
Pacific,Alaska,1983,14e6
Pacific,Hawaii,1983,149e6
Northeast,Maine,1984,694e6
Northeast,New Hampshire,1984,361e6
Northeast,Vermont,1984,2311e6
Northeast,Massachusetts,1984,573e6
Northeast,Rhode Island,1984,44e6
Northeast,Connecticut,1984,611e6
Northeast,New York,1984,11443e6
Northeast,New Jersey,1984,474e6
Northeast,Pennsylvania,1984,9423e6
Northeast,Delaware,1984,132e6
Northeast,Maryland,1984,153e7
Lake States,Michigan,1984,535e7
Lake States,Wisconsin,1984,23501e6
Lake States,Minnesota,1984,10331e6
Corn Belt,Ohio,1984,465e7
Corn Belt,Indiana,1984,2279e6
Corn Belt,Illinois,1984,256e7
Corn Belt,Iowa,1984,3805e6
Corn Belt,Missouri,1984,2754e6
Northern Plains,North Dakota,1984,1055e6
Northern Plains,South Dakota,1984,1622e6
Northern Plains,Nebraska,1984,1225e6
Northern Plains,Kansas,1984,1225e6
Appalachian,Virginia,1984,1967e6
Appalachian,West Virginia,1984,369e6
Appalachian,North Carolina,1984,1649e6
Appalachian,Kentucky,1984,2106e6
Appalachian,Tennessee,1984,2152e6
Southeast,South Carolina,1984,541e6
Southeast,Georgia,1984,1274e6
Southeast,Florida,1984,1898e6
Southeast,Alabama,1984,536e6
Delta States,Mississippi,1984,847e6
Delta States,Arkansas,1984,808e6
Delta States,Louisiana,1984,893e6
Southern Plains,Oklahoma,1984,113e7
Southern Plains,Texas,1984,3848e6
Mountain,Montana,1984,341e6
Mountain,Idaho,1984,219e7
Mountain,Wyoming,1984,132e6
Mountain,Colorado,1984,956e6
Mountain,New Mexico,1984,1006e6
Mountain,Arizona,1984,1222e6
Mountain,Utah,1984,1039e6
Mountain,Nevada,1984,235e6
Pacific,Washington,1984,3468e6
Pacific,Oregon,1984,1338e6
Pacific,California,1984,15292e6
Pacific,Alaska,1984,14e6
Pacific,Hawaii,1984,148e6
Northeast,Maine,1985,673e6
Northeast,New Hampshire,1985,364e6
Northeast,Vermont,1985,241e7
Northeast,Massachusetts,1985,596e6
Northeast,Rhode Island,1985,44e6
Northeast,Connecticut,1985,62e7
Northeast,New York,1985,11732e6
Northeast,New Jersey,1985,487e6
Northeast,Pennsylvania,1985,9983e6
Northeast,Delaware,1985,147e6
