num_id,id,name,category,orderable,sell_value,sell_currency,buy_value,buy_currency,sources,customizable,recipe,recipe_id,games_id,id_full,image_url
30,acorn,Acorn,Usables,NA,200,bells,NA,NA,NA,NA,NA,NA,nh,item-acorn,https://villagerdb.com/images/items/thumb/acorn.55cdd99.png
31,acoustic-guitar,Acoustic Guitar,Furniture,NA,3210,bells,12840,bells,NA,TRUE,8,softwood,nh,item-acoustic-guitar,https://villagerdb.com/images/items/thumb/acoustic-guitar.2d70f9e.png
31,acoustic-guitar,Acoustic Guitar,Furniture,NA,3210,bells,12840,bells,NA,TRUE,3,iron-nugget,nh,item-acoustic-guitar,https://villagerdb.com/images/items/thumb/acoustic-guitar.2d70f9e.png
32,admirals-photo,Admiral's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
33,admirals-poster,Admiral's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
34,adventure-dress,Adventure Dress,Dresses,NA,700,bells,2800,bells,NA,NA,NA,NA,nh,item-adventure-dress,https://villagerdb.com/images/items/full/adventure-dress.e5556a8.png
35,aerobics-leggings,Aerobics Leggings,Socks,NA,175,bells,700,bells,NA,NA,NA,NA,nh,item-aerobics-leggings,https://villagerdb.com/images/items/full/aerobics-leggings.14cd346.png
38,after-school-jacket,After-school Jacket,Tops,NA,262,bells,1050,bells,NA,NA,NA,NA,nh,item-after-school-jacket,https://villagerdb.com/images/items/full/after-school-jacket.1867222.png
40,agent-kk,Agent K.K.,Music,TRUE,800,bells,3200,bells,NA,NA,NA,NA,nh,NA,NA
41,agent-ss-photo,Agent S's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
42,agent-ss-poster,Agent S's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
43,agness-photo,Agnes's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
44,agness-poster,Agnes's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
45,agrias-butterfly-model,Agrias Butterfly Model,Furniture,NA,9000,bells,NA,NA,NA,NA,NA,NA,nh,item-agrias-butterfly-model,https://villagerdb.com/images/items/thumb/agrias-butterfly-model.e4ca430.png
46,agrias-butterfly,Agrias Butterfly,Bugs,FALSE,3000,bells,12000,bells,NA,NA,NA,NA,nh,item-agrias-butterfly,https://villagerdb.com/images/items/thumb/agrias-butterfly.4936e2a.png
47,air-circulator,Air Circulator,Furniture,NA,275,bells,1100,bells,NA,NA,NA,NA,nh,item-air-circulator,https://villagerdb.com/images/items/thumb/air-circulator.7bd4f37.png
48,air-conditioner,Air Conditioner,Furniture,NA,15750,bells,63000,bells,NA,NA,NA,NA,nh,item-air-conditioner,https://villagerdb.com/images/items/thumb/air-conditioner.328dcb9.png
55,alfonsos-photo,Alfonso's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
56,alfonsos-poster,Alfonso's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
57,alices-photo,Alice's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
58,alices-poster,Alice's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
59,allis-photo,Alli's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
60,allis-poster,Alli's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
62,aloha-kk,Aloha K.K.,Music,TRUE,800,bells,3200,bells,NA,NA,NA,NA,nh,NA,NA
76,alpinist-dress,Alpinist Dress,Dresses,TRUE,630,bells,2520,bells,NA,NA,NA,NA,nh,item-alpinist-dress,https://villagerdb.com/images/items/full/alpinist-dress.46c499a.png
77,alpinist-hat,Alpinist Hat,Hats,NA,500,bells,2000,bells,NA,NA,NA,NA,nh,item-alpinist-hat,https://villagerdb.com/images/items/full/alpinist-hat.ba865e8.png
78,alpinist-overalls,Alpinist Overalls,Dresses,NA,630,bells,2520,bells,NA,NA,NA,NA,nh,item-alpinist-overalls,https://villagerdb.com/images/items/full/alpinist-overalls.238fbbf.png
79,als-photo,Al's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
80,als-poster,Al's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
81,alto-saxophone,Alto Saxophone,Furniture,NA,850,bells,3400,bells,NA,NA,NA,NA,nh,item-alto-saxophone,https://villagerdb.com/images/items/thumb/alto-saxophone.efadc81.png
82,aluminum-briefcase,Aluminum Briefcase,Furniture,NA,25000,bells,100000,bells,NA,NA,NA,NA,nh,item-aluminum-briefcase,https://villagerdb.com/images/items/thumb/aluminum-briefcase.5781d35.png
83,aluminum-rug,Aluminum Rug,Flooring,NA,375,bells,1500,bells,NA,NA,NA,NA,nh,NA,NA
86,amber,Amber,Fossils,FALSE,1200,bells,NA,NA,Underground (dig spot),NA,NA,NA,nh,item-amber,https://villagerdb.com/images/items/thumb/amber.5dcc331.png
87,amelias-photo,Amelia's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
88,amelias-poster,Amelia's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
93,ammonite,Ammonite,Fossils,FALSE,1100,bells,NA,NA,Underground (dig spot),NA,NA,NA,nh,item-ammonite,https://villagerdb.com/images/items/thumb/ammonite.2724f54.png
94,amp,Amp,Furniture,TRUE,1275,bells,5100,bells,Nook's Cranny,FALSE,NA,NA,nh,item-amp,https://villagerdb.com/images/items/thumb/amp.63f1df1.png
95,anabelles-photo,Anabelle's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
96,anabelles-poster,Anabelle's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
97,analog-kitchen-scale,Analog Kitchen Scale,Furniture,NA,275,bells,1100,bells,NA,NA,NA,NA,nh,item-analog-kitchen-scale,https://villagerdb.com/images/items/thumb/analog-kitchen-scale.edc922a.png
98,anatomical-model,Anatomical Model,Furniture,TRUE,875,bells,3500,bells,NA,NA,NA,NA,nh,item-anatomical-model,https://villagerdb.com/images/items/thumb/anatomical-model.694fb2e.png
99,anchor-statue,Anchor Statue,Furniture,NA,1400,bells,5600,bells,NA,NA,NA,NA,nh,item-anchor-statue,https://villagerdb.com/images/items/thumb/anchor-statue.784fe28.png
101,anchovy-model,Anchovy Model,Furniture,NA,600,bells,NA,NA,NA,NA,NA,NA,nh,item-anchovy-model,https://villagerdb.com/images/items/thumb/anchovy-model.5786f18.png
102,anchovy,Anchovy,Fish,FALSE,200,bells,NA,NA,"North: Small Shadows at Sea, All Year (4am-9pm)",NA,NA,NA,nh,item-anchovy,https://villagerdb.com/images/items/thumb/anchovy.dba0237.png
102,anchovy,Anchovy,Fish,FALSE,200,bells,NA,NA,"South: Small Shadows at Sea, All Year (4am-9pm)",NA,NA,NA,nh,item-anchovy,https://villagerdb.com/images/items/thumb/anchovy.dba0237.png
103,anchovys-photo,Anchovy's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
104,anchovys-poster,Anchovy's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
105,ancient-administrator-hat,Ancient Administrator Hat,Hats,NA,800,bells,3200,bells,NA,NA,NA,NA,nh,item-ancient-administrator-hat,https://villagerdb.com/images/items/full/ancient-administrator-hat.8a25a8c.png
106,ancient-belted-robe,Ancient Belted Robe,Dresses,NA,910,bells,3640,bells,NA,NA,NA,NA,nh,item-ancient-belted-robe,https://villagerdb.com/images/items/full/ancient-belted-robe.b2df95e.png
108,ancient-sashed-robe,Ancient Sashed Robe,Dresses,NA,630,bells,2520,bells,NA,NA,NA,NA,nh,item-ancient-sashed-robe,https://villagerdb.com/images/items/full/ancient-sashed-robe.aaa58bf.png
111,ancient-wall,Ancient Wall,Wallpaper,NA,750,bells,3000,bells,NA,NA,NA,NA,nh,NA,NA
112,angelfish-model,Angelfish Model,Furniture,NA,9000,bells,NA,NA,NA,NA,NA,NA,nh,item-angelfish-model,https://villagerdb.com/images/items/thumb/angelfish-model.45ab44c.png
113,angelfish,Angelfish,Fish,FALSE,3000,bells,NA,NA,"North: Small Shadows on River, May-Oct (4pm-9am)",NA,NA,NA,nh,item-angelfish,https://villagerdb.com/images/items/thumb/angelfish.59d0504.png
113,angelfish,Angelfish,Fish,FALSE,3000,bells,NA,NA,"South: Small Shadows on River, Nov-Apr (4pm-9am)",NA,NA,NA,nh,item-angelfish,https://villagerdb.com/images/items/thumb/angelfish.59d0504.png
114,angled-signpost,Angled Signpost,Furniture,NA,600,bells,2400,bells,NA,TRUE,2,hardwood,nh,item-angled-signpost,https://villagerdb.com/images/items/thumb/angled-signpost.d6b791b.png
114,angled-signpost,Angled Signpost,Furniture,NA,600,bells,2400,bells,NA,TRUE,3,softwood,nh,item-angled-signpost,https://villagerdb.com/images/items/thumb/angled-signpost.d6b791b.png
115,anguss-photo,Angus's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
116,anguss-poster,Angus's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
117,anicottis-photo,Anicotti's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
118,anicottis-poster,Anicotti's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
119,animal-city,Animal City,Music,NA,800,bells,3200,bells,NA,NA,NA,NA,nh,NA,NA
120,animal-print-coat,Animal-print Coat,Tops,NA,580,bells,2320,bells,NA,NA,NA,NA,nh,item-animal-print-coat,https://villagerdb.com/images/items/full/animal-print-coat.9756d66.png
121,animal-stripes-skirt,Animal-stripes Skirt,Bottoms,TRUE,275,bells,1100,bells,NA,NA,NA,NA,nh,item-animal-stripes-skirt,https://villagerdb.com/images/items/full/animal-stripes-skirt.623de44.png
122,animal-stripes-tee,Animal-stripes Tee,Tops,NA,240,bells,960,bells,NA,NA,NA,NA,nh,item-animal-stripes-tee,https://villagerdb.com/images/items/full/animal-stripes-tee.1b4ab41.png
124,ankhas-photo,Ankha's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
125,ankhas-poster,Ankha's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
127,ankylo-skull,Ankylo Skull,Fossils,FALSE,3500,bells,NA,NA,Underground (dig spot),NA,NA,NA,nh,item-ankylo-skull,https://villagerdb.com/images/items/thumb/ankylo-skull.12aecbf.png
128,ankylo-tail,Ankylo Tail,Fossils,FALSE,2500,bells,NA,NA,Underground (dig spot),NA,NA,NA,nh,item-ankylo-tail,https://villagerdb.com/images/items/thumb/ankylo-tail.d926a5b.png
129,ankylo-torso,Ankylo Torso,Fossils,FALSE,3000,bells,NA,NA,Underground (dig spot),NA,NA,NA,nh,item-ankylo-torso,https://villagerdb.com/images/items/thumb/ankylo-torso.9c9813a.png
130,annalisas-photo,Annalisa's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
131,annalisas-poster,Annalisa's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
132,annalises-photo,Annalise's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
133,annalises-poster,Annalise's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
134,annyeong-tee,Annyeong Tee,Tops,TRUE,160,bells,640,bells,Nook Shopping,NA,NA,NA,nh,item-annyeong-tee,https://villagerdb.com/images/items/full/annyeong-tee.628f8e0.png
135,anomalocaris,Anomalocaris,Fossils,FALSE,2000,bells,NA,NA,Underground (dig spot),NA,NA,NA,nh,item-anomalocaris,https://villagerdb.com/images/items/thumb/anomalocaris.58e5284.png
136,anorak-jacket,Anorak Jacket,Tops,TRUE,350,bells,1400,bells,Able Sisters,NA,NA,NA,nh,item-anorak-jacket,https://villagerdb.com/images/items/full/anorak-jacket.411373f.png
137,ant-farm,Ant Farm,Furniture,NA,350,bells,1400,bells,NA,NA,NA,NA,nh,item-ant-farm,https://villagerdb.com/images/items/thumb/ant-farm.a4b7bd0.png
138,ant-model,Ant Model,Furniture,NA,240,bells,NA,NA,NA,NA,NA,NA,nh,item-ant-model,https://villagerdb.com/images/items/thumb/ant-model.a4e39e0.png
139,ant,Ant,Bugs,FALSE,80,bells,320,bells,NA,NA,NA,NA,nh,item-ant,https://villagerdb.com/images/items/thumb/ant.654241e.png
140,anthurium-plant,Anthurium Plant,Furniture,TRUE,247,bells,990,bells,NA,NA,NA,NA,nh,item-anthurium-plant,https://villagerdb.com/images/items/thumb/anthurium-plant.486b1e2.png
141,antique-bed,Antique Bed,Furniture,TRUE,7000,bells,28000,bells,NA,NA,NA,NA,nh,item-antique-bed,https://villagerdb.com/images/items/thumb/antique-bed.44de40a.png
142,antique-boots,Antique Boots,Shoes,NA,660,bells,2640,bells,NA,NA,NA,NA,nh,item-antique-boots,https://villagerdb.com/images/items/full/antique-boots.1ece19a.png
143,antique-bureau,Antique Bureau,Furniture,TRUE,5000,bells,20000,bells,NA,NA,NA,NA,nh,item-antique-bureau,https://villagerdb.com/images/items/thumb/antique-bureau.dd47c41.png
144,antique-chair,Antique Chair,Furniture,TRUE,2500,bells,10000,bells,NA,NA,NA,NA,nh,item-antique-chair,https://villagerdb.com/images/items/thumb/antique-chair.92bec1c.png
145,antique-clock,Antique Clock,Furniture,TRUE,11000,bells,44000,bells,NA,NA,NA,NA,nh,item-antique-clock,https://villagerdb.com/images/items/thumb/antique-clock.b70c34c.png
146,antique-console-table,Antique Console Table,Furniture,TRUE,4250,bells,17000,bells,NA,NA,NA,NA,nh,item-antique-console-table,https://villagerdb.com/images/items/thumb/antique-console-table.4f90323.png
147,antique-mini-table,Antique Mini Table,Furniture,TRUE,1675,bells,6700,bells,Nook's Cranny,NA,NA,NA,nh,item-antique-mini-table,https://villagerdb.com/images/items/thumb/antique-mini-table.cb20989.png
148,antique-phone,Antique Phone,Furniture,NA,4000,bells,16000,bells,NA,NA,NA,NA,nh,item-antique-phone,https://villagerdb.com/images/items/thumb/antique-phone.66cecb2.png
150,antique-table,Antique Table,Furniture,TRUE,6250,bells,25000,bells,NA,NA,NA,NA,nh,item-antique-table,https://villagerdb.com/images/items/thumb/antique-table.a3c9dcc.png
151,antique-vanity,Antique Vanity,Furniture,TRUE,7750,bells,31000,bells,NA,NA,NA,NA,nh,item-antique-vanity,https://villagerdb.com/images/items/thumb/antique-vanity.ed5f291.png
152,antique-wardrobe,Antique Wardrobe,Furniture,TRUE,9250,bells,37000,bells,NA,NA,NA,NA,nh,item-antique-wardrobe,https://villagerdb.com/images/items/thumb/antique-wardrobe.470a3de.png
153,antonios-photo,Antonio's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
154,antonios-poster,Antonio's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
155,ao-dai,Áo Dài,Dresses,TRUE,630,bells,2520,bells,NA,NA,NA,NA,nh,item-ao-dai,https://villagerdb.com/images/items/full/ao-dai.d0e274f.png
160,apollos-photo,Apollo's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
161,apollos-poster,Apollo's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
162,apple-chair,Apple Chair,Furniture,NA,2480,bells,9920,bells,NA,NA,NA,NA,nh,item-apple-chair,https://villagerdb.com/images/items/thumb/apple-chair.e9dacd0.png
163,apple-dress,Apple Dress,Dresses,FALSE,1600,bells,6400,bells,NA,FALSE,8,apple,nh,item-apple-dress,https://villagerdb.com/images/items/full/apple-dress.effc3f8.png
164,apple-hat,Apple Hat,Hats,NA,1000,bells,4000,bells,NA,NA,NA,NA,nh,item-apple-hat,https://villagerdb.com/images/items/full/apple-hat.f53c0b3.png
165,apple-rug,Apple Rug,Flooring,NA,1200,bells,4800,bells,NA,NA,NA,NA,nh,NA,NA
166,apple-umbrella,Apple Umbrella,Umbrellas,NA,1400,bells,5600,bells,NA,NA,NA,NA,nh,item-apple-umbrella,https://villagerdb.com/images/items/full/apple-umbrella.d43dbbb.png
167,apple-wall,Apple Wall,Wallpaper,NA,4000,bells,16000,bells,NA,NA,NA,NA,nh,NA,NA
168,apple,Apple,Fruit,FALSE,100,bells,400,bells,Shaking fruit tree,NA,NA,NA,nh,item-apple,https://villagerdb.com/images/items/thumb/apple.2b0f79c.png
168,apple,Apple,Fruit,FALSE,100,bells,400,bells,Nook's Cranny,NA,NA,NA,nh,item-apple,https://villagerdb.com/images/items/thumb/apple.2b0f79c.png
169,apples-photo,Apple's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
170,apples-poster,Apple's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
171,apron-skirt,Apron Skirt,Bottoms,NA,175,bells,700,bells,NA,NA,NA,NA,nh,item-apron-skirt,https://villagerdb.com/images/items/full/apron-skirt.fa97145.png
172,apron,Apron,Tops,TRUE,210,bells,840,bells,Able Sisters,NA,NA,NA,nh,item-apron,https://villagerdb.com/images/items/full/apron.1559aa7.png
175,aqua-tile-flooring,Aqua Tile Flooring,Flooring,TRUE,225,bells,900,bells,Nook's Cranny,NA,NA,NA,nh,NA,NA
176,aqua-tile-wall,Aqua Tile Wall,Wallpaper,NA,355,bells,1420,bells,NA,NA,NA,NA,nh,NA,NA
177,aquarius-fragment,Aquarius Fragment,Usables,NA,500,bells,NA,NA,NA,NA,NA,NA,nh,item-aquarius-fragment,https://villagerdb.com/images/items/thumb/aquarius-fragment.03ea684.png
178,aquarius-urn,Aquarius Urn,Furniture,NA,22125,bells,88500,bells,NA,NA,NA,NA,nh,item-aquarius-urn,https://villagerdb.com/images/items/thumb/aquarius-urn.d3492c0.png
179,arabesque-flooring,Arabesque Flooring,Flooring,NA,530,bells,2120,bells,NA,NA,NA,NA,nh,NA,NA
180,aran-knit-cap,Aran-knit Cap,Hats,TRUE,220,bells,880,bells,NA,NA,NA,NA,nh,item-aran-knit-cap,https://villagerdb.com/images/items/full/aran-knit-cap.05679ab.png
181,aran-knit-cardigan,Aran-knit Cardigan,Tops,NA,325,bells,1300,bells,NA,NA,NA,NA,nh,item-aran-knit-cardigan,https://villagerdb.com/images/items/full/aran-knit-cardigan.fcc01b3.png
182,aran-knit-socks,Aran-knit Socks,Socks,NA,180,bells,720,bells,NA,NA,NA,NA,nh,item-aran-knit-socks,https://villagerdb.com/images/items/full/aran-knit-socks.a224c4f.png
183,aran-knit-sweater,Aran-knit Sweater,Tops,NA,300,bells,1200,bells,NA,NA,NA,NA,nh,item-aran-knit-sweater,https://villagerdb.com/images/items/full/aran-knit-sweater.02a497c.png
184,arapaima-model,Arapaima Model,Furniture,NA,30000,bells,NA,NA,NA,NA,NA,NA,nh,item-arapaima-model,https://villagerdb.com/images/items/thumb/arapaima-model.11495d1.png
185,arapaima,Arapaima,Fish,FALSE,10000,bells,NA,NA,"North: Huge Shadows on River, June-Sep (4pm-9am)",NA,NA,NA,nh,item-arapaima,https://villagerdb.com/images/items/thumb/arapaima.3e7876c.png
185,arapaima,Arapaima,Fish,FALSE,10000,bells,NA,NA,"South: Huge Shadows on River, Dec-Mar (4pm-9am)",NA,NA,NA,nh,item-arapaima,https://villagerdb.com/images/items/thumb/arapaima.3e7876c.png
187,arcade-combat-game,Arcade Combat Game,Furniture,NA,16000,bells,64000,bells,NA,NA,NA,NA,nh,item-arcade-combat-game,https://villagerdb.com/images/items/thumb/arcade-combat-game.cb8ac28.png
188,arcade-fighting-game,Arcade Fighting Game,Furniture,NA,16000,bells,64000,bells,NA,NA,NA,NA,nh,item-arcade-fighting-game,https://villagerdb.com/images/items/thumb/arcade-fighting-game.e2a4a74.png
190,arcade-mahjong-game,Arcade Mahjong Game,Furniture,TRUE,16000,bells,64000,bells,NA,NA,NA,NA,nh,item-arcade-mahjong-game,https://villagerdb.com/images/items/thumb/arcade-mahjong-game.1d71499.png
191,arcade-seat,Arcade Seat,Furniture,NA,325,bells,1300,bells,NA,NA,NA,NA,nh,item-arcade-seat,https://villagerdb.com/images/items/thumb/arcade-seat.2eb8a8e.png
192,archaeopteryx,Archaeopteryx,Fossils,FALSE,1300,bells,NA,NA,Underground (dig spot),NA,NA,NA,nh,item-archaeopteryx,https://villagerdb.com/images/items/thumb/archaeopteryx.c316303.png
194,arched-brick-flooring,Arched-brick Flooring,Flooring,TRUE,275,bells,1100,bells,Nook's Cranny,NA,NA,NA,nh,NA,NA
195,arched-window-wall,Arched-window Wall,Wallpaper,TRUE,537,bells,2150,bells,Nook's Cranny,NA,NA,NA,nh,NA,NA
198,archelon-skull,Archelon Skull,Fossils,FALSE,4000,bells,NA,NA,Underground (dig spot),NA,NA,NA,nh,item-archelon-skull,https://villagerdb.com/images/items/thumb/archelon-skull.b8b81ce.png
199,archelon-tail,Archelon Tail,Fossils,FALSE,3500,bells,NA,NA,Underground (dig spot),NA,NA,NA,nh,item-archelon-tail,https://villagerdb.com/images/items/thumb/archelon-tail.4459ec6.png
205,argyle-crew-socks,Argyle Crew Socks,Socks,NA,180,bells,720,bells,NA,NA,NA,NA,nh,item-argyle-crew-socks,https://villagerdb.com/images/items/full/argyle-crew-socks.6264a56.png
209,argyle-sweater,Argyle Sweater,Tops,NA,300,bells,1200,bells,NA,NA,NA,NA,nh,item-argyle-sweater,https://villagerdb.com/images/items/full/argyle-sweater.cc0b0fa.png
211,argyle-tile-flooring,Argyle Tile Flooring,Flooring,TRUE,437,bells,1750,bells,Nook's Cranny,NA,NA,NA,nh,NA,NA
212,argyle-vest,Argyle Vest,Tops,TRUE,360,bells,1440,bells,Able Sisters,NA,NA,NA,nh,item-argyle-vest,https://villagerdb.com/images/items/full/argyle-vest.ca97cb5.png
213,aries-fragment,Aries Fragment,Usables,NA,500,bells,NA,NA,NA,NA,NA,NA,nh,item-aries-fragment,https://villagerdb.com/images/items/thumb/aries-fragment.6f9dc5b.png
214,aries-rocking-chair,Aries Rocking Chair,Furniture,FALSE,12125,bells,48500,bells,NA,FALSE,3,star-fragment,nh,item-aries-rocking-chair,https://villagerdb.com/images/items/thumb/aries-rocking-chair.a32efc6.png
214,aries-rocking-chair,Aries Rocking Chair,Furniture,FALSE,12125,bells,48500,bells,NA,FALSE,2,aries-fragment,nh,item-aries-rocking-chair,https://villagerdb.com/images/items/thumb/aries-rocking-chair.a32efc6.png
214,aries-rocking-chair,Aries Rocking Chair,Furniture,FALSE,12125,bells,48500,bells,NA,FALSE,1,gold-nugget,nh,item-aries-rocking-chair,https://villagerdb.com/images/items/thumb/aries-rocking-chair.a32efc6.png
214,aries-rocking-chair,Aries Rocking Chair,Furniture,FALSE,12125,bells,48500,bells,NA,FALSE,5,stone,nh,item-aries-rocking-chair,https://villagerdb.com/images/items/thumb/aries-rocking-chair.a32efc6.png
216,armor-shoes,Armor Shoes,Shoes,NA,3000,bells,12000,bells,NA,NA,NA,NA,nh,item-armor-shoes,https://villagerdb.com/images/items/full/armor-shoes.dfa1b25.png
218,aroma-pot,Aroma Pot,Furniture,FALSE,600,bells,NA,NA,NA,TRUE,3,clay,nh,item-aroma-pot,https://villagerdb.com/images/items/thumb/aroma-pot.8c2a92f.png
219,arowana-model,Arowana Model,Furniture,NA,30000,bells,NA,NA,NA,NA,NA,NA,nh,item-arowana-model,https://villagerdb.com/images/items/thumb/arowana-model.e05090e.png
220,arowana,Arowana,Fish,FALSE,10000,bells,NA,NA,"North: Large Shadows on River, June-Sep (4pm-9am)",NA,NA,NA,nh,item-arowana,https://villagerdb.com/images/items/thumb/arowana.362db99.png
220,arowana,Arowana,Fish,FALSE,10000,bells,NA,NA,"South: Large Shadows on River, Dec-Mar (4pm-9am)",NA,NA,NA,nh,item-arowana,https://villagerdb.com/images/items/thumb/arowana.362db99.png
222,artisanal-bug-cage,Artisanal Bug Cage,Furniture,NA,450,bells,1800,bells,NA,NA,NA,NA,nh,item-artisanal-bug-cage,https://villagerdb.com/images/items/thumb/artisanal-bug-cage.46f1375.png
223,artsy-parquet-flooring,Artsy Parquet Flooring,Flooring,TRUE,450,bells,1800,bells,Nook's Cranny,NA,NA,NA,nh,NA,NA
225,asteroid,Asteroid,Furniture,NA,4000,bells,16000,bells,NA,NA,NA,NA,nh,item-asteroid,https://villagerdb.com/images/items/thumb/asteroid.affc3a0.png
226,astrids-photo,Astrid's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
227,astrids-poster,Astrid's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
233,astro-dress,Astro Dress,Dresses,NA,625,bells,2500,bells,NA,NA,NA,NA,nh,item-astro-dress,https://villagerdb.com/images/items/full/astro-dress.8f9dba0.png
242,astronaut-suit,Astronaut Suit,Furniture,NA,6250,bells,25000,bells,NA,NA,NA,NA,nh,item-astronaut-suit,https://villagerdb.com/images/items/thumb/astronaut-suit.1ce42bc.png
