company,industry,name,score,rank
USAA,Financial Services,CITIZENSHIP,78.26,5
USAA,Financial Services,VISION,80.43,28
USAA,Financial Services,CULTURE,80.87,10
The Home Depot,Retail,TRUST,79.92,10
The Home Depot,Retail,ETHICS,79.79,11
The Home Depot,Retail,GROWTH,82.28,12
The Home Depot,Retail,P&S,81.37,20
The Home Depot,Retail,CITIZENSHIP,75.19,21
The Home Depot,Retail,VISION,81.78,15
The Home Depot,Retail,CULTURE,79.06,24
Publix Supermarkets,Groceries,TRUST,80.83,6
Publix Supermarkets,Groceries,ETHICS,79.97,10
Publix Supermarkets,Groceries,GROWTH,81.29,23
Publix Supermarkets,Groceries,P&S,79.07,37
Publix Supermarkets,Groceries,CITIZENSHIP,76.65,15
Publix Supermarkets,Groceries,VISION,79.51,37
Publix Supermarkets,Groceries,CULTURE,78.54,28
Subaru,Automotive,TRUST,77.69,31
Subaru,Automotive,ETHICS,78.89,20
Subaru,Automotive,GROWTH,81.35,22
Subaru,Automotive,P&S,80.68,25
Subaru,Automotive,CITIZENSHIP,76.75,13
Subaru,Automotive,VISION,80.07,30
Subaru,Automotive,CULTURE,79.43,19
Apple,Tech,TRUST,75.44,54
Apple,Tech,ETHICS,77.55,34
Apple,Tech,GROWTH,81.92,16
Apple,Tech,P&S,83.7,5
Apple,Tech,CITIZENSHIP,72.29,49
Apple,Tech,VISION,82.2,12
Apple,Tech,CULTURE,77.88,34
Netflix,Tech,TRUST,78.46,23
Netflix,Tech,ETHICS,76.78,43
Netflix,Tech,GROWTH,81.4,21
Netflix,Tech,P&S,81.44,18
Netflix,Tech,CITIZENSHIP,73.58,33
Netflix,Tech,VISION,81.83,14
Netflix,Tech,CULTURE,77.83,35
General Electric,Industrial,TRUST,78.39,24
General Electric,Industrial,ETHICS,77.99,30
General Electric,Industrial,GROWTH,79.51,37
General Electric,Industrial,P&S,82,13
General Electric,Industrial,CITIZENSHIP,73.23,38
General Electric,Industrial,VISION,80.46,27
General Electric,Industrial,CULTURE,80.85,12
3M Company,Industrial,TRUST,75.8,50
3M Company,Industrial,ETHICS,76,49
3M Company,Industrial,GROWTH,79.2,44
3M Company,Industrial,P&S,84.3,3
3M Company,Industrial,CITIZENSHIP,73.2,41
3M Company,Industrial,VISION,78.4,49
3M Company,Industrial,CULTURE,77.9,33
The Kroger Company,Groceries,TRUST,80.27,8
The Kroger Company,Groceries,ETHICS,77.19,39
The Kroger Company,Groceries,GROWTH,81.48,20
The Kroger Company,Groceries,P&S,80.69,24
The Kroger Company,Groceries,CITIZENSHIP,76.8,11
The Kroger Company,Groceries,VISION,80.05,32
The Kroger Company,Groceries,CULTURE,77.9,32
Costco,Retail,TRUST,79.01,19
Costco,Retail,ETHICS,78.53,24
Costco,Retail,GROWTH,80.63,33
Costco,Retail,P&S,79.2,36
Costco,Retail,CITIZENSHIP,74.42,26
Costco,Retail,VISION,79.14,42
Costco,Retail,CULTURE,79.31,20
LG Corporation,Tech,TRUST,78.16,27
LG Corporation,Tech,ETHICS,78.12,26
LG Corporation,Tech,GROWTH,81.28,24
LG Corporation,Tech,P&S,80.41,29
LG Corporation,Tech,CITIZENSHIP,73.98,30
LG Corporation,Tech,VISION,79.04,46
LG Corporation,Tech,CULTURE,76.77,44
Chick-fil-A,Food & Beverage,TRUST,79.12,17
Chick-fil-A,Food & Beverage,ETHICS,78.8,21
Chick-fil-A,Food & Beverage,GROWTH,80.56,34
Chick-fil-A,Food & Beverage,P&S,80.63,26
Chick-fil-A,Food & Beverage,CITIZENSHIP,73.65,32
Chick-fil-A,Food & Beverage,VISION,83.47,7
Chick-fil-A,Food & Beverage,CULTURE,77,41
Adidas,Retail,TRUST,77.42,32
Adidas,Retail,ETHICS,76.45,47
Adidas,Retail,GROWTH,79.33,40
Adidas,Retail,P&S,81.14,21
Adidas,Retail,CITIZENSHIP,75.34,20
Adidas,Retail,VISION,80.09,29
Adidas,Retail,CULTURE,78.34,29
Walgreens,Retail,TRUST,81.32,4
Walgreens,Retail,ETHICS,80.3,8
Walgreens,Retail,GROWTH,81.21,25
Walgreens,Retail,P&S,80.24,31
Walgreens,Retail,CITIZENSHIP,77.7,7
Walgreens,Retail,VISION,81.5,18
Walgreens,Retail,CULTURE,78.74,27
Google,Tech,TRUST,75.52,52
Google,Tech,ETHICS,75.56,50
Google,Tech,GROWTH,83.23,6
Google,Tech,P&S,81.49,17
Google,Tech,CITIZENSHIP,72.16,52
Google,Tech,VISION,81.57,16
Google,Tech,CULTURE,80.61,13
Target,Retail,TRUST,78.8,21
Target,Retail,ETHICS,78.62,23
Target,Retail,GROWTH,79.41,38
Target,Retail,P&S,78.67,39
Target,Retail,CITIZENSHIP,75.48,19
Target,Retail,VISION,81.31,20
Target,Retail,CULTURE,77.18,39
UnitedHealth Group,Healthcare,TRUST,76.08,46
UnitedHealth Group,Healthcare,ETHICS,78.07,28
UnitedHealth Group,Healthcare,GROWTH,81.67,19
UnitedHealth Group,Healthcare,P&S,78.65,40
UnitedHealth Group,Healthcare,CITIZENSHIP,75.07,22
UnitedHealth Group,Healthcare,VISION,81.23,22
UnitedHealth Group,Healthcare,CULTURE,77.4,38
Lowe's,Retail,TRUST,79.48,15
Lowe's,Retail,ETHICS,78.18,25
Lowe's,Retail,GROWTH,80.2,35
Lowe's,Retail,P&S,78.21,46
Lowe's,Retail,CITIZENSHIP,74.61,24
Lowe's,Retail,VISION,79.77,34
Lowe's,Retail,CULTURE,77.93,31
Unilever,Consumer Goods,TRUST,76.61,36
Unilever,Consumer Goods,ETHICS,75.23,52
Unilever,Consumer Goods,GROWTH,80.97,28
Unilever,Consumer Goods,P&S,79.86,34
Unilever,Consumer Goods,CITIZENSHIP,74.05,29
Unilever,Consumer Goods,VISION,79.81,33
Unilever,Consumer Goods,CULTURE,77.63,37
CVS (CVS Health),Retail,TRUST,78.38,25
CVS (CVS Health),Retail,ETHICS,78.64,22
CVS (CVS Health),Retail,GROWTH,77.44,54
CVS (CVS Health),Retail,P&S,78.42,43
CVS (CVS Health),Retail,CITIZENSHIP,75.95,18
CVS (CVS Health),Retail,VISION,79.75,35
CVS (CVS Health),Retail,CULTURE,76.42,47
Procter & Gamble Co.,Consumer Goods,TRUST,76.1,45
Procter & Gamble Co.,Consumer Goods,ETHICS,74.6,58
Procter & Gamble Co.,Consumer Goods,GROWTH,80.7,32
Procter & Gamble Co.,Consumer Goods,P&S,81.4,19
Procter & Gamble Co.,Consumer Goods,CITIZENSHIP,73.2,40
Procter & Gamble Co.,Consumer Goods,VISION,78.4,50
Procter & Gamble Co.,Consumer Goods,CULTURE,77.7,36
Dell,Tech,TRUST,75.84,49
Dell,Tech,ETHICS,77.68,31
Dell,Tech,GROWTH,77.91,50
Dell,Tech,P&S,80.4,30
Dell,Tech,CITIZENSHIP,73.74,31
Dell,Tech,VISION,79.46,39
Dell,Tech,CULTURE,77.94,30
FedEx Corporation,Logistics,TRUST,76.48,39
FedEx Corporation,Logistics,ETHICS,76.91,41
FedEx Corporation,Logistics,GROWTH,80.85,30
FedEx Corporation,Logistics,P&S,77.21,56
FedEx Corporation,Logistics,CITIZENSHIP,74.28,27
FedEx Corporation,Logistics,VISION,81.28,21
FedEx Corporation,Logistics,CULTURE,79.51,18
The Kraft Heinz Company,Food & Beverage,TRUST,76.95,34
The Kraft Heinz Company,Food & Beverage,ETHICS,76.71,45
The Kraft Heinz Company,Food & Beverage,GROWTH,79.19,43
The Kraft Heinz Company,Food & Beverage,P&S,80.09,32
The Kraft Heinz Company,Food & Beverage,CITIZENSHIP,73.48,36
The Kraft Heinz Company,Food & Beverage,VISION,78.53,47
The Kraft Heinz Company,Food & Beverage,CULTURE,74.53,57
Ford Motor Company,Automotive,TRUST,75.46,53
Ford Motor Company,Automotive,ETHICS,77.59,33
Ford Motor Company,Automotive,GROWTH,79.22,42
Ford Motor Company,Automotive,P&S,78.25,45
Ford Motor Company,Automotive,CITIZENSHIP,72.84,42
Ford Motor Company,Automotive,VISION,79.53,36
Ford Motor Company,Automotive,CULTURE,78.91,26
Nestle,Consumer Goods,TRUST,76.28,43
Nestle,Consumer Goods,ETHICS,75.2,53
Nestle,Consumer Goods,GROWTH,79.28,41
Nestle,Consumer Goods,P&S,79.33,35
Nestle,Consumer Goods,CITIZENSHIP,72.54,45
Nestle,Consumer Goods,VISION,78.14,52
Nestle,Consumer Goods,CULTURE,77.11,40
Starbucks Corporation,Food & Beverage,TRUST,73.38,63
Starbucks Corporation,Food & Beverage,ETHICS,77.51,35
Starbucks Corporation,Food & Beverage,GROWTH,81.11,26
Starbucks Corporation,Food & Beverage,P&S,81.1,23
Starbucks Corporation,Food & Beverage,CITIZENSHIP,70.63,64
Starbucks Corporation,Food & Beverage,VISION,82.3,10
Starbucks Corporation,Food & Beverage,CULTURE,75.7,52
Pfizer,Pharma,TRUST,73.93,61
Pfizer,Pharma,ETHICS,74.62,60
Pfizer,Pharma,GROWTH,80.75,31
Pfizer,Pharma,P&S,78.59,42
Pfizer,Pharma,CITIZENSHIP,73.41,37
Pfizer,Pharma,VISION,79.11,44
Pfizer,Pharma,CULTURE,76.48,46
Stellantis,Automotive,TRUST,76.44,40
Stellantis,Automotive,ETHICS,77.34,37
Stellantis,Automotive,GROWTH,77.16,55
Stellantis,Automotive,P&S,76.32,58
Stellantis,Automotive,CITIZENSHIP,76.67,14
Stellantis,Automotive,VISION,75.26,67
Stellantis,Automotive,CULTURE,76.9,43
American Express,Financial Services,TRUST,76.18,44
American Express,Financial Services,ETHICS,78.09,27
American Express,Financial Services,GROWTH,78.36,49
American Express,Financial Services,P&S,78.18,48
American Express,Financial Services,CITIZENSHIP,72.38,48
American Express,Financial Services,VISION,79.43,40
American Express,Financial Services,CULTURE,76.69,45
PepsiCo,Consumer Goods,TRUST,76.29,42
PepsiCo,Consumer Goods,ETHICS,78,29
PepsiCo,Consumer Goods,GROWTH,79.11,45
PepsiCo,Consumer Goods,P&S,77.78,53
PepsiCo,Consumer Goods,CITIZENSHIP,72.1,53
PepsiCo,Consumer Goods,VISION,79.14,43
PepsiCo,Consumer Goods,CULTURE,79.07,23
JPMorgan Chase & Co.,Financial Services,TRUST,77.01,33
JPMorgan Chase & Co.,Financial Services,ETHICS,77.25,38
JPMorgan Chase & Co.,Financial Services,GROWTH,79.01,46
JPMorgan Chase & Co.,Financial Services,P&S,77.99,50
JPMorgan Chase & Co.,Financial Services,CITIZENSHIP,72.41,47
JPMorgan Chase & Co.,Financial Services,VISION,79.5,38
JPMorgan Chase & Co.,Financial Services,CULTURE,74.46,58
Hobby Lobby,Retail,TRUST,77.98,30
Hobby Lobby,Retail,ETHICS,76.46,46
Hobby Lobby,Retail,GROWTH,75.31,67
Hobby Lobby,Retail,P&S,77.57,55
Hobby Lobby,Retail,CITIZENSHIP,72.62,44
Hobby Lobby,Retail,VISION,78.31,51
Hobby Lobby,Retail,CULTURE,74.08,60
T-Mobile,Telecom,TRUST,73.54,62
T-Mobile,Telecom,ETHICS,76.9,42
T-Mobile,Telecom,GROWTH,79.99,36
T-Mobile,Telecom,P&S,77.9,52
T-Mobile,Telecom,CITIZENSHIP,72.53,46
T-Mobile,Telecom,VISION,80.65,24
T-Mobile,Telecom,CULTURE,76.31,49
Best Buy,Retail,TRUST,78.14,28
Best Buy,Retail,ETHICS,74.97,55
Best Buy,Retail,GROWTH,75.27,69
Best Buy,Retail,P&S,78.08,49
Best Buy,Retail,CITIZENSHIP,72.19,51
Best Buy,Retail,VISION,74.38,76
Best Buy,Retail,CULTURE,75.09,54
General Motors,Automotive,TRUST,75.85,48
General Motors,Automotive,ETHICS,74.8,56
General Motors,Automotive,GROWTH,78.47,48
General Motors,Automotive,P&S,77.98,51
General Motors,Automotive,CITIZENSHIP,70.64,63
General Motors,Automotive,VISION,79.42,41
General Motors,Automotive,CULTURE,76.99,42
Yum! Brands,Food & Beverage,TRUST,76.33,41
Yum! Brands,Food & Beverage,ETHICS,76.29,48
Yum! Brands,Food & Beverage,GROWTH,77.75,51
Yum! Brands,Food & Beverage,P&S,76.19,59
Yum! Brands,Food & Beverage,CITIZENSHIP,73.23,39
Yum! Brands,Food & Beverage,VISION,76.92,56
Yum! Brands,Food & Beverage,CULTURE,72.92,66
Nordstrom,Retail,TRUST,76.78,35
Nordstrom,Retail,ETHICS,77.61,32
Nordstrom,Retail,GROWTH,73.15,77
Nordstrom,Retail,P&S,78.79,38
Nordstrom,Retail,CITIZENSHIP,70.13,66
Nordstrom,Retail,VISION,77.39,54
Nordstrom,Retail,CULTURE,76.33,48
State Farm Insurance,Financial Services,TRUST,74.58,59
State Farm Insurance,Financial Services,ETHICS,75.33,51
State Farm Insurance,Financial Services,GROWTH,75.78,64
State Farm Insurance,Financial Services,P&S,76.07,62
State Farm Insurance,Financial Services,CITIZENSHIP,72.75,43
State Farm Insurance,Financial Services,VISION,77.34,55
State Farm Insurance,Financial Services,CULTURE,74.28,59
Nike,Retail,TRUST,72.53,66
Nike,Retail,ETHICS,70.83,75
Nike,Retail,GROWTH,77.06,56
Nike,Retail,P&S,81.59,16
Nike,Retail,CITIZENSHIP,67.64,79
Nike,Retail,VISION,78.5,48
Nike,Retail,CULTURE,73.35,62
Progressive Corporation,Insurance,TRUST,72.96,65
Progressive Corporation,Insurance,ETHICS,74.75,57
Progressive Corporation,Insurance,GROWTH,76.95,58
Progressive Corporation,Insurance,P&S,75.91,64
Progressive Corporation,Insurance,CITIZENSHIP,71.17,60
Progressive Corporation,Insurance,VISION,79.11,45
Progressive Corporation,Insurance,CULTURE,75.77,51
The Coca-Cola Company,Food & Beverage,TRUST,75.66,51
The Coca-Cola Company,Food & Beverage,ETHICS,75.19,54
The Coca-Cola Company,Food & Beverage,GROWTH,79.38,39
The Coca-Cola Company,Food & Beverage,P&S,77.65,54
The Coca-Cola Company,Food & Beverage,CITIZENSHIP,71.42,56
The Coca-Cola Company,Food & Beverage,VISION,75.58,64
The Coca-Cola Company,Food & Beverage,CULTURE,79.01,25
Spotify,Media,TRUST,74.67,57
Spotify,Media,ETHICS,71.88,68
Spotify,Media,GROWTH,78.51,47
Spotify,Media,P&S,78.21,47
Spotify,Media,CITIZENSHIP,71.22,59
Spotify,Media,VISION,75.61,63
Spotify,Media,CULTURE,75.2,53
Citigroup,Financial Services,TRUST,71.93,72
Citigroup,Financial Services,ETHICS,72.13,66
Citigroup,Financial Services,GROWTH,77.55,53
Citigroup,Financial Services,P&S,76.09,61
Citigroup,Financial Services,CITIZENSHIP,70.27,65
Citigroup,Financial Services,VISION,76.92,57
Citigroup,Financial Services,CULTURE,74.88,56
Kohl's,Retail,TRUST,76.56,38
Kohl's,Retail,ETHICS,78.95,17
Kohl's,Retail,GROWTH,73.7,75
Kohl's,Retail,P&S,73.76,71
Kohl's,Retail,CITIZENSHIP,71.56,55
Kohl's,Retail,VISION,75.26,68
Kohl's,Retail,CULTURE,72.9,67
Royal Dutch Shell,Energy,TRUST,72.29,67
Royal Dutch Shell,Energy,ETHICS,71.16,74
Royal Dutch Shell,Energy,GROWTH,77.06,57
Royal Dutch Shell,Energy,P&S,76.89,57
Royal Dutch Shell,Energy,CITIZENSHIP,69.74,70
Royal Dutch Shell,Energy,VISION,74.78,72
Royal Dutch Shell,Energy,CULTURE,76.2,50
Macy's,Retail,TRUST,74.11,60
Macy's,Retail,ETHICS,73.84,62
Macy's,Retail,GROWTH,73.11,79
Macy's,Retail,P&S,76.06,63
Macy's,Retail,CITIZENSHIP,71.57,54
Macy's,Retail,VISION,74.43,75
Macy's,Retail,CULTURE,72.64,68
Wendy's,Food & Beverage,TRUST,74.77,56
Wendy's,Food & Beverage,ETHICS,76.77,44
Wendy's,Food & Beverage,GROWTH,75.3,68
Wendy's,Food & Beverage,P&S,73.53,74
Wendy's,Food & Beverage,CITIZENSHIP,73.52,34
Wendy's,Food & Beverage,VISION,77.75,53
Wendy's,Food & Beverage,CULTURE,73.37,61
The Walt Disney Company,Media,TRUST,70.52,80
The Walt Disney Company,Media,ETHICS,71.4,72
The Walt Disney Company,Media,GROWTH,77.68,52
The Walt Disney Company,Media,P&S,78.28,44
The Walt Disney Company,Media,CITIZENSHIP,70.75,62
The Walt Disney Company,Media,VISION,76.87,58
The Walt Disney Company,Media,CULTURE,71.89,71
Delta Air Lines,Airline,TRUST,74.65,58
Delta Air Lines,Airline,ETHICS,72.2,65
Delta Air Lines,Airline,GROWTH,76.04,61
Delta Air Lines,Airline,P&S,73.86,70
Delta Air Lines,Airline,CITIZENSHIP,71.01,61
Delta Air Lines,Airline,VISION,73.52,81
Delta Air Lines,Airline,CULTURE,75.07,55
Verizon Communications,Telecom,TRUST,71.98,71
Verizon Communications,Telecom,ETHICS,71.51,70
Verizon Communications,Telecom,GROWTH,75.32,66
Verizon Communications,Telecom,P&S,76.1,60
Verizon Communications,Telecom,CITIZENSHIP,66.91,82
Verizon Communications,Telecom,VISION,76.31,59
Verizon Communications,Telecom,CULTURE,72.4,70
DoorDash,Food Delivery,TRUST,71.9,73
DoorDash,Food Delivery,ETHICS,74.63,59
DoorDash,Food Delivery,GROWTH,75.92,62
DoorDash,Food Delivery,P&S,74.13,69
DoorDash,Food Delivery,CITIZENSHIP,71.3,57
DoorDash,Food Delivery,VISION,75.22,69
DoorDash,Food Delivery,CULTURE,73.24,64
"Electronic Arts, Inc.",Tech,TRUST,71.38,76
"Electronic Arts, Inc.",Tech,ETHICS,71.26,73
"Electronic Arts, Inc.",Tech,GROWTH,73.82,73
"Electronic Arts, Inc.",Tech,P&S,75.37,66
"Electronic Arts, Inc.",Tech,CITIZENSHIP,69.8,69
"Electronic Arts, Inc.",Tech,VISION,73.61,80
"Electronic Arts, Inc.",Tech,CULTURE,70.81,75
Chipotle,Food & Beverage,TRUST,71.27,78
Chipotle,Food & Beverage,ETHICS,72.08,67
Chipotle,Food & Beverage,GROWTH,75.38,65
Chipotle,Food & Beverage,P&S,73.34,75
Chipotle,Food & Beverage,CITIZENSHIP,69.51,73
Chipotle,Food & Beverage,VISION,72.97,84
Chipotle,Food & Beverage,CULTURE,70,78
AT&T,Telecom,TRUST,72.05,69
AT&T,Telecom,ETHICS,70.57,77
AT&T,Telecom,GROWTH,73.15,78
AT&T,Telecom,P&S,74.74,67
AT&T,Telecom,CITIZENSHIP,69.52,72
AT&T,Telecom,VISION,74.77,73
AT&T,Telecom,CULTURE,71.6,73
Johnson & Johnson,Pharma,TRUST,70.1,81
Johnson & Johnson,Pharma,ETHICS,71.43,71
Johnson & Johnson,Pharma,GROWTH,74.49,70
Johnson & Johnson,Pharma,P&S,75.89,65
Johnson & Johnson,Pharma,CITIZENSHIP,67.98,77
Johnson & Johnson,Pharma,VISION,74.79,71
Johnson & Johnson,Pharma,CULTURE,73.27,63
Robinhood,Tech,TRUST,71.31,77
Robinhood,Tech,ETHICS,69.65,82
Robinhood,Tech,GROWTH,73.8,74
Robinhood,Tech,P&S,73.59,73
Robinhood,Tech,CITIZENSHIP,69.65,71
Robinhood,Tech,VISION,73.99,78
Robinhood,Tech,CULTURE,71.35,74
Dollar Tree,Retail,TRUST,75.87,47
Dollar Tree,Retail,ETHICS,72.65,63
Dollar Tree,Retail,GROWTH,73.6,76
Dollar Tree,Retail,P&S,66.97,93
Dollar Tree,Retail,CITIZENSHIP,71.25,58
Dollar Tree,Retail,VISION,75.97,62
Dollar Tree,Retail,CULTURE,69.29,83
Grubhub Inc.,Food Delivery,TRUST,70.94,79
Grubhub Inc.,Food Delivery,ETHICS,70.54,78
Grubhub Inc.,Food Delivery,GROWTH,74.41,71
Grubhub Inc.,Food Delivery,P&S,72.79,76
Grubhub Inc.,Food Delivery,CITIZENSHIP,67.81,78
Grubhub Inc.,Food Delivery,VISION,75.48,65
Grubhub Inc.,Food Delivery,CULTURE,69.64,80
Big Lots,Retail,TRUST,76.59,37
Big Lots,Retail,ETHICS,74.4,61
Big Lots,Retail,GROWTH,70.87,88
Big Lots,Retail,P&S,68.08,91
Big Lots,Retail,CITIZENSHIP,69.98,68
Big Lots,Retail,VISION,74.08,77
Big Lots,Retail,CULTURE,70.58,76
Walmart,Retail,TRUST,72.04,70
Walmart,Retail,ETHICS,68.75,85
Walmart,Retail,GROWTH,76.91,59
Walmart,Retail,P&S,71.47,83
Walmart,Retail,CITIZENSHIP,67.57,80
Walmart,Retail,VISION,76.14,60
Walmart,Retail,CULTURE,67.36,87
Shein,Retail,TRUST,71.83,74
Shein,Retail,ETHICS,69.26,83
Shein,Retail,GROWTH,75.86,63
Shein,Retail,P&S,69.95,87
Shein,Retail,CITIZENSHIP,68.14,76
Shein,Retail,VISION,75.08,70
Shein,Retail,CULTURE,69.32,82
Bank of America,Financial Services,TRUST,68.57,86
Bank of America,Financial Services,ETHICS,70.46,79
Bank of America,Financial Services,GROWTH,72.63,82
Bank of America,Financial Services,P&S,72.1,77
Bank of America,Financial Services,CITIZENSHIP,66.37,84
Bank of America,Financial Services,VISION,74.72,74
Bank of America,Financial Services,CULTURE,72.43,69
Goldman Sachs,Financial Services,TRUST,67.35,88
Goldman Sachs,Financial Services,ETHICS,69.01,84
Goldman Sachs,Financial Services,GROWTH,76.22,60
Goldman Sachs,Financial Services,P&S,74.65,68
Goldman Sachs,Financial Services,CITIZENSHIP,66.15,85
Goldman Sachs,Financial Services,VISION,75.4,66
Goldman Sachs,Financial Services,CULTURE,72.97,65
Burger King,Food & Beverage,TRUST,72.12,68
Burger King,Food & Beverage,ETHICS,70.58,76
Burger King,Food & Beverage,GROWTH,71.96,84
Burger King,Food & Beverage,P&S,71.66,81
Burger King,Food & Beverage,CITIZENSHIP,69.5,74
Burger King,Food & Beverage,VISION,73.83,79
Burger King,Food & Beverage,CULTURE,67.28,88
Spectrum,Telecom,TRUST,68.75,85
Spectrum,Telecom,ETHICS,69.68,81
Spectrum,Telecom,GROWTH,72.98,80
Spectrum,Telecom,P&S,72.09,78
Spectrum,Telecom,CITIZENSHIP,66.44,83
Spectrum,Telecom,VISION,76.05,61
Spectrum,Telecom,CULTURE,71.79,72
eBay,Ecommerce,TRUST,71.73,75
eBay,Ecommerce,ETHICS,67.49,87
eBay,Ecommerce,GROWTH,71.6,85
