county_fips_code,study_year,unr_16,funr_16,munr_16,unr_20to64,funr_20to64,munr_20to64,flfpr_20to64,flfpr_20to64_under6,flfpr_20to64_6to17,flfpr_20to64_under6_6to17,mlfpr_20to64,pr_f,pr_p,mhi_2018,me_2018,fme_2018,mme_2018,total_pop,one_race,one_race_w,one_race_b,one_race_i,one_race_a,one_race_h,one_race_other,two_races,hispanic,households,h_under6_both_work,h_under6_f_work,h_under6_m_work,h_under6_single_m,h_6to17_both_work,h_6to17_fwork,h_6to17_mwork,h_6to17_single_m,emp_m,memp_m,femp_m,emp_service,memp_service,femp_service,emp_sales,memp_sales,femp_sales,emp_n,memp_n,femp_n,emp_p,memp_p,femp_p,mcsa,mfccsa,mc_infant,mc_toddler,mc_preschool,mfcc_infant,mfcc_toddler,mfcc_preschool
1003,2016,6.29,6.48,6.12,6.2,6.5,5.9,68.6,72.5,74.4,63.2,81,9.3,13,53933.25,29960.7,23997.75,36810.9,199510,98,86.4,9.3,0.7,0.7,0,0.9,2,4.4,75149,5835,3674,335,3252,13305,6638,1011,6192,34.18,30.22,38.7,17.11,14.9,19.64,26.75,17.89,36.89,10.52,18.84,1,11.44,18.15,3.77,100.11,105.67,113.18,113.18,105.67,106.24,106.24,105.67
1003,2017,5.5,5.49,5.52,5.3,5.3,5.3,68.6,71.8,76.4,63.1,80.2,8.2,11.8,54138.86,31061.71,24789.01,37906.06,203360,98.4,86.5,9.5,0.8,0.7,0,0.8,1.6,4.4,76133,5739,3870,529,2719,14288,6098,1342,5984,35.74,32.34,39.55,18.15,16.45,20.06,25.64,17,35.3,9.69,17.29,1.19,10.78,16.92,3.9,104.28,107.1,116.79,116.79,108.45,107.1,107.1,107.1
1003,2018,4.44,4.14,4.72,4.1,3.9,4.3,70.1,71.3,78.3,66.7,80,7.3,10.6,55962,31394,25308,39793,208107,98.3,86.3,9.5,0.7,0.8,0,1,1.7,4.5,78622,6007,3871,469,2408,15587,5238,1040,6312,36.33,33.53,39.32,18.11,14.85,21.6,24.1,15.32,33.52,9.78,17.67,1.33,11.68,18.63,4.23,108.45,108.53,120.41,120.41,111.23,107.96,108.53,108.53
1005,2008,9.14,11.63,7.26,9.3,12.1,7.2,59.6,75.9,76.6,62.52,61.1,20.9,25.4,37385.35,21710.85,19155.55,24526.05,29396,99.4,50,46.9,0.4,0.5,0,1.7,0.6,4,10527,441,236,0,739,1314,353,216,2020,25.21,21.48,30.38,15.29,12.63,18.97,20.08,12.13,31.09,10.66,17.36,1.36,28.77,36.4,18.2,69.24,69.91,75.75,75.75,70.41,74.03,74.03,71.97
1005,2009,9.77,11.08,8.7,9.6,10.5,8.9,60.5,75.5,75.47,61.59,58,20.5,24.7,38068.29,24161.67,19645.47,28463.76,29663,99.2,51.4,46.3,0.5,0.1,0,0.9,0.8,4.3,10645,589,284,21,916,1308,474,218,2107,25.66,22.26,29.97,14.07,8.37,21.26,18.95,11.64,28.17,11.64,19.27,2,29.69,38.46,18.61,70.91,71.11,78.42,78.42,73.41,74.54,74.54,72.83
1005,2010,9.59,10.32,8.91,9,10,8.1,64.8,72.8,75.21,61.39,54.2,19.9,25,38534.04,23588.6,19619.08,27081.36,27699,98.7,49.7,46.6,0.3,0.2,0,1.9,1.3,4.6,9795,520,267,21,756,1344,372,162,1753,26.58,25.62,27.63,15.65,9.6,22.26,21.34,13.09,30.36,10.34,18.27,1.69,26.08,33.43,18.05,72.58,72.31,81.09,81.09,76.41,75.06,75.06,73.68
1005,2011,12.99,12.37,13.58,13.2,12.4,13.9,67.7,75,74.71,60.97,54.8,19.1,24.7,38125.92,22753.92,19315.52,28143.36,27546,97.9,49.3,45.9,0.3,0.5,0,1.8,2.1,4.9,9589,461,198,31,1068,1173,327,32,1759,26.98,26.68,27.29,14.72,8.55,21.14,24.61,15.84,33.73,8.98,16.15,1.52,24.71,32.77,16.32,74.25,73.51,83.76,83.76,79.42,75.57,75.57,74.54
1005,2012,13.5,11.96,15.05,13.3,11.7,14.9,66.8,69.2,73.44,59.94,52.4,20.2,26.1,35077.9,23673.1,19712,29282,27469,97.9,49,46,0.1,0.8,0,2.1,2.1,5,9423,416,160,33,1199,1110,386,35,1670,28.06,23.22,32.85,16.66,10.91,22.36,23.77,16.28,31.18,10.69,20.51,0.96,20.82,29.07,12.65,75.91,74.71,86.43,86.43,82.42,76.08,76.08,75.4
1005,2013,14.3,13.45,15.11,14.1,13.1,15.1,68.3,70.8,73.06,59.63,54.5,20.8,26.7,35543.88,23755.68,19795.32,28880.28,27321,98.2,47.4,46.4,0.2,0.6,0,3.6,1.8,4.9,9200,361,157,38,1222,1052,473,59,1640,26.28,21.04,31.66,17.7,11.86,23.69,24.43,17.38,31.66,10.87,21.04,0.46,20.71,28.69,12.53,77.58,75.91,89.09,89.09,85.42,76.6,76.6,76.25
1005,2014,14.2,13.2,15.08,14.2,13.2,15,67.2,69.3,72.31,59.01,55.1,19.1,24.1,37772.04,23176.9,20120.92,28156.78,27119,98,47.2,46.3,0.2,0.8,0,3.5,2,4.7,9145,425,170,19,1175,1054,571,42,1650,26.98,20.62,33.86,17.7,13.25,22.51,24.08,18.12,30.52,10.77,20.15,0.63,20.47,27.86,12.48,79.25,77.11,91.76,91.76,88.43,77.11,77.11,77.11
1005,2015,17.65,14.37,20.47,17.8,14.1,21,64.1,79.1,71.8,58.6,54.4,19.5,26.7,34941.84,23711.14,20614.88,28544.74,26932,98.7,47.4,46.8,0.2,0.9,0,3.4,1.3,4.6,9222,358,181,26,1156,1001,422,116,1636,26.8,18.45,35.79,16.15,13.46,19.03,23.12,16.34,30.43,10.84,20.53,0.41,23.09,31.22,14.34,79.25,75.68,90.37,90.37,86.76,78.25,78.25,77.11
1005,2016,12.82,12.17,13.39,12.8,11.8,13.6,63.2,57.9,71.6,70.3,54.4,20,26.4,35653.8,24332.7,21665.7,29009.4,26614,99.4,46.7,47.9,0.2,0.5,0,4.1,0.6,4.3,9122,308,257,19,1083,1019,459,84,1649,26.71,18.45,36.13,15.51,14.42,16.75,22.18,16.11,29.11,11.84,21.29,1.07,23.75,29.72,16.94,79.25,74.26,88.98,88.98,85.09,79.4,79.4,77.11
1005,2017,12.44,12.69,12.22,12.9,12.9,12.9,62.4,58.6,70.2,72.5,54.5,20.5,27.2,34369.04,23501.51,20165.34,29913.26,26201,99.2,46.6,48,0.2,0.6,0,3.7,0.8,4.2,9191,334,312,25,885,925,472,87,1755,25.01,17.07,34.19,16.83,16.38,17.35,22.63,15.96,30.35,11.47,20.58,0.92,24.07,30.02,17.18,79.25,72.83,87.59,87.59,83.42,80.54,80.54,77.11
1005,2018,9.52,9.46,9.58,9.6,9.3,9.8,60.8,63.4,69.9,66.2,52.3,21.5,28.9,34186,24612,20396,30610,25782,98.6,47.4,47.6,0.3,0.4,0,3,1.4,4.3,9186,355,315,20,762,830,442,90,1776,25.93,19.32,33.36,14.64,14.02,15.35,19.83,9.92,30.97,13.05,23.66,1.12,26.55,33.08,19.2,79.25,71.4,86.2,86.2,81.75,81.68,81.68,77.11
1007,2008,3.85,4.4,3.43,3.7,3.9,3.6,68.6,61.6,70.1,56.12,77.1,9.9,13,50464.3,30963.75,24715.8,37304.85,21473,99.68,76.34,23,0.11,0.19,0,0.03,0.32,0.91,7816,404,227,146,426,1398,498,42,754,22.61,18.07,28.34,13.53,8.32,20.1,21.1,8.85,36.53,17.88,30.39,2.11,24.87,34.36,12.91,81.09,76.25,86.59,86.59,82.92,76.25,76.25,76.25
1007,2009,4.8,5.05,4.61,3.9,2.8,4.7,63.6,66.2,69.05,55.29,71.2,8.3,11.9,48246.12,30902.04,22090.77,37979.37,21464,99.7,76.3,23.1,0.1,0.2,0,0,0.3,0.9,7525,550,263,37,461,951,984,52,774,20.35,17.07,24.69,13.9,7.74,22.02,22.4,10.12,38.6,18.69,29.69,4.16,24.66,35.38,10.53,83.42,77.11,89.26,89.26,85.09,77.11,77.11,77.11
1007,2010,9.13,10.85,7.99,7.7,7.4,7.8,63.9,72.1,68.82,55.1,78.9,9.4,12.6,48453.2,31206.32,21985.48,38008.56,22610,99.8,84.2,15.3,0.2,0.2,0,0,0.2,0.6,7441,571,137,157,340,1316,615,60,902,20.08,16.59,25.47,13.22,8.62,20.34,22.87,11.97,39.73,18.57,29.03,2.36,25.26,33.79,12.09,85.76,77.97,91.93,91.93,87.26,77.97,77.97,77.97
1007,2011,9.61,11.57,8.03,8.9,10.1,7.9,68.1,66.6,68.36,54.73,70.9,11.7,15.7,45366.72,28694.4,19965.12,35178.08,22746,99.8,76.7,22.7,0.3,0.1,0,0,0.2,1.6,7225,522,261,86,288,1207,583,66,921,21.46,15.77,28.85,13.55,8.71,19.83,25.49,13.27,41.35,16.68,28.56,1.26,22.83,33.71,8.71,88.09,78.83,94.6,94.6,89.43,78.83,78.83,78.83
1007,2012,10.5,13.27,8.31,9.9,12.2,8.1,62.3,61.1,67.2,53.8,65.3,13.1,16.5,40506.4,26265.8,18995.9,34443.2,22769,98.9,76.7,21.8,0.4,0.1,0,0,1.1,1.8,7386,386,386,120,457,1138,641,141,926,20.85,14.46,29.71,13.46,7.48,21.76,23.39,13.52,37.07,15.45,25.26,1.84,26.85,39.27,9.61,90.43,79.68,97.27,97.27,91.6,79.68,79.68,79.68
1007,2013,12.21,14.59,10.52,11.6,13.2,10.4,56,61.3,66.86,53.53,63.8,15.1,18.1,39362.76,25411.32,17640.72,32185.08,22754,99,76.7,21.7,0.5,0.1,0,0,1,1.9,7091,374,415,107,419,936,698,168,890,21.28,15.44,29.86,13.79,8.78,21.15,22.91,11.39,39.85,14.44,22.02,3.28,27.59,42.36,5.86,92.77,80.54,99.94,99.94,93.77,80.54,80.54,80.54
1007,2014,10.9,15.43,7.46,10.9,16.3,6.7,56.9,63.4,66.16,52.97,59.6,13,17,40263.04,27261.08,18679.32,33059.28,22653,98.7,76.7,21.2,0.7,0.1,0,0,1.3,2,7078,310,476,154,230,1221,690,127,867,21.37,16.21,28.73,16.99,11.04,25.47,19.74,12.25,30.42,16.8,24.71,5.5,25.11,35.79,9.87,95.1,81.4,102.61,102.61,95.94,81.4,81.4,81.4
1007,2015,8.31,11.82,5.69,7.8,11.7,4.9,58.1,63.3,65.7,52.6,61.7,12.8,16.8,40998.68,27526.08,19675.72,33061.4,22604,98.6,76.7,21.4,0.4,0.1,0,0,1.4,2.2,7027,418,523,41,365,1252,605,165,731,21.55,15.15,30.72,17.92,11.48,27.14,17.76,11.05,27.38,19.04,27.67,6.66,23.74,34.65,8.1,96.77,82.82,103.17,103.17,97.33,82.82,82.82,82.82
1007,2016,7.15,9.47,5.36,6.7,9.5,4.6,56.5,55.5,61.7,62.8,60.9,11.7,16.5,41764.8,28039.2,20552.7,33567.45,22572,98.6,77,21.2,0.4,0.1,0,0,1.4,2.2,7048,458,464,7,323,1076,619,133,638,21.3,16.36,28.01,17.74,13.1,24.05,19.14,10.36,31.09,16.63,25.21,4.95,25.2,34.97,11.9,98.44,84.25,103.72,103.72,98.72,84.25,84.25,84.25
1007,2017,8.18,8.99,7.54,7.9,8.9,7.2,57.5,48.3,71.3,62.8,59.8,11.9,15.2,44706.12,30883.52,22708.41,35362.99,22580,99.2,76.7,22.1,0.4,0,0,0,0.8,2.4,6916,557,406,6,399,1217,451,85,880,24.37,17.14,33.71,17.64,15.65,20.21,19.67,12.22,29.3,15.9,26.09,2.72,22.43,28.91,14.06,100.11,85.68,104.28,104.28,100.11,85.68,85.68,85.68
1007,2018,7.51,9.01,6.26,7.2,8.7,5.9,59.5,56.6,70.5,58.4,59.1,10.5,14,45340,28231,22416,34771,22527,99.2,76.7,22.3,0,0.2,0,0,0.8,2.4,6840,556,324,6,413,1448,356,88,713,21.92,14.7,30.78,18.72,13.98,24.54,18.9,10.33,29.44,17.45,29.61,2.5,23.02,31.38,12.74,101.78,87.11,104.83,104.83,101.5,87.11,87.11,87.11
1009,2008,5.03,6.49,3.86,5.1,6.6,3.9,65.7,72.3,68.5,59.21,82.9,8.8,12,53048.35,30284.1,22770,37967.25,56550,98.4,94.7,1.2,0.7,0.2,0.1,1.6,1.6,6.9,18909,1560,1034,57,1205,4080,2023,314,1708,23.54,18.74,29.68,17.53,11.7,24.98,23.5,15.32,33.98,16.22,28.03,1.1,19.22,26.22,10.26,105.3,94.79,120.64,120.64,110.12,105.3,105.3,94.79
1009,2009,5.67,5.78,5.58,5.5,5.9,5.2,64.3,65.5,67.48,58.33,80.9,8.3,11,53125.02,31494.06,24713.91,38537.46,56804,98.7,94.8,1,0.8,0.4,0,1.7,1.3,7.3,19228,1565,1176,33,914,4047,2229,283,1581,23.52,18.99,29.29,16.31,11.13,22.91,24,14.96,35.5,18.28,31.57,1.36,17.89,23.36,10.94,104.26,94.79,122.36,122.36,111.16,105.13,105.13,94.79
1009,2010,7.53,7.99,7.16,7.3,7.8,7,64.9,64.1,67.25,58.14,82.8,10,13.4,52836.84,32695.76,25056,38942.36,56692,98.9,95.1,1.3,0.4,0.4,0,1.6,1.1,7.5,20605,1623,1095,33,1027,4140,2125,230,1904,24.66,19.99,30.64,16.03,11.88,21.34,25.63,16.62,37.16,15.76,26.86,1.54,17.93,24.65,9.32,103.23,94.79,124.08,124.08,112.19,104.95,104.95,94.79
1009,2011,9.11,8.31,9.75,8.8,7.8,9.6,65.1,64.6,66.8,57.75,80.4,10.2,13.7,50852.48,31410.4,24404.8,38304,57140,98.7,95.3,1.4,0.6,0.1,0,1.3,1.3,7.8,20954,1511,1052,52,1060,4008,1908,282,1807,25.23,19.95,31.66,16.1,11.33,21.93,24.7,16.12,35.17,15.91,27.72,1.48,18.06,24.87,9.75,102.2,94.79,125.81,125.81,113.23,104.78,104.78,94.79
1009,2012,10,9.09,10.76,9.7,8.8,10.5,63.3,61.4,65.67,56.77,79.9,10.9,14.7,49711.2,32011.1,24511.3,37371.4,57466,98.5,94.9,1.3,0.4,0.2,0,1.8,1.5,8.1,21031,1670,1184,66,912,3991,1912,163,1905,27.32,21.49,34.49,13.95,9.64,19.27,24.54,16.37,34.59,15.15,26.44,1.25,19.04,26.06,10.4,101.16,94.79,127.53,127.53,114.26,104.61,104.61,94.79
1009,2013,9.74,8.96,10.34,9.5,8.9,10,60.7,58.9,65.33,56.48,78.1,12,15.8,47676.6,32497.2,25158.6,36538.56,57623,98.3,95.3,1.4,0.3,0.1,0,1.2,1.7,8.3,21108,1456,1096,96,1038,3813,2100,211,1924,26.77,20.93,34.16,13.67,9.63,18.77,24.72,16.1,35.65,14.55,24.94,1.39,20.3,28.4,10.03,100.13,94.79,129.25,129.25,115.29,104.44,104.44,94.79
1009,2014,9.3,8.95,9.51,9,8.6,9.4,58.8,58.5,64.65,55.89,76.9,13.2,17.3,47073.54,32442.36,25312.8,36826.52,57645,98.4,95.3,1.5,0.5,0.1,0,1,1.6,8.5,20934,1384,984,95,1131,3509,2294,208,1900,27.48,19.87,37.29,13.98,9.44,19.83,23.77,16.59,33.01,13.72,23.59,1,21.06,30.52,8.87,99.09,94.79,130.98,130.98,116.33,104.26,104.26,94.79
1009,2015,7.67,6.92,8.27,7.6,6.7,8.3,58.2,61.9,64.2,55.5,73.7,12.3,16.7,48561.78,32688.28,25063.7,38499.2,57710,98.3,95.1,1.5,0.6,0.1,0,1,1.7,8.6,20816,1290,984,201,927,3308,2254,514,1921,28.54,21.25,37.51,14.14,10.31,18.86,23.88,15.67,33.98,13.5,23.73,0.9,19.95,29.05,8.75,105.99,95.07,142.75,142.75,126.96,105.41,105.41,99.09
1009,2016,5.95,6.33,5.66,5.7,5.9,5.5,56.7,61.6,67.1,52.2,72.3,12.2,16.5,48522.6,33382.65,27420.75,39070.5,57704,98.4,95.4,1.6,0.3,0.2,0,0.9,1.6,8.7,20619,1269,1114,226,898,3122,2298,648,1953,29.35,20.43,40.86,12.62,9.88,16.15,23.72,15.2,34.71,14.56,25.31,0.68,19.76,29.18,7.6,112.88,95.36,154.53,154.53,137.58,106.56,106.56,103.4
1009,2017,4.86,5.29,4.52,4.5,4.8,4.2,55.9,60.2,68.3,50.8,71.6,11.1,15.6,48834.36,33379.21,27560.74,40294.63,57667,98.3,95.5,1.6,0.4,0.1,0,0.7,1.7,9,20690,1186,1046,215,951,3028,2340,671,1761,28.52,19.15,40.83,12.9,9.64,17.18,23.33,14.9,34.42,15.77,27.22,0.7,19.49,29.09,6.85,119.78,95.65,166.31,166.31,148.21,107.71,107.71,107.71
1009,2018,4.08,4.78,3.54,3.7,4.1,3.4,56.3,73.1,62.1,50.9,71,10.2,14.4,48695,33435,27579,40197,57645,98.4,95.5,1.5,0.2,0.3,0,0.8,1.6,9.1,20600,1400,1094,193,782,2684,2443,667,1602,29.91,20.16,42.53,13,10.56,16.17,21.4,12.6,32.8,15.74,27.14,0.98,19.94,29.54,7.52,126.67,95.94,178.08,178.08,158.84,108.86,112.02,112.02
1011,2008,8.44,13.09,5.35,6.8,13.67,2.16,67.46,67.3,63.59,61.56,70.43,29.8,32.43,29424.28,22227.71,19097.92,24117.16,11006,99.83,24.5,74.79,0.13,0.29,0,0.04,0.17,2.34,3935,135,129,4,474,444,92,20,854,18.33,13.93,23.56,21.18,17.77,25.23,16.83,9.66,25.37,14.66,23.97,3.59,29,34.68,22.24,80.92,81.4,104.95,104.95,85.92,83.45,83.45,81.4
1011,2009,10.67,15.89,7.06,8.7,16.8,2.9,66.5,66.3,62.64,60.65,69,29.8,32.3,30664.53,23061.87,19674.72,25050.87,10917,99.9,24.4,75,0.1,0.3,0,0,0.1,2.3,3929,134,139,0,521,450,49,0,844,16.92,10.05,27.88,15.39,14.02,17.57,22.85,15.8,34.09,13.92,20.23,3.87,30.92,39.89,16.6,83.42,85.68,105.11,105.11,87.59,87.39,87.39,85.68
1011,2010,11.21,15.24,7.89,10.9,14.7,7.8,69.5,68.1,62.43,60.44,66.4,22.6,25.3,36658.32,24669.72,23353.12,29139.2,10923,99.2,23.7,74.2,0.2,0.4,0.6,0,0.8,1.6,3732,124,53,0,515,452,73,4,818,21.21,13.79,31,15.5,16.18,14.6,24.27,14.16,37.62,11.86,18.11,3.6,27.17,37.77,13.18,85.92,89.96,105.28,105.28,89.26,91.33,91.33,89.96
