year,semi_final,edition,jury_or_televoting,from_country,to_country,points,duplicate
1975,f,1975f,J,Norway,Israel,5,NA
1975,f,1975f,J,Norway,Italy,6,NA
1975,f,1975f,J,Norway,Luxembourg,0,NA
1975,f,1975f,J,Norway,Malta,2,NA
1975,f,1975f,J,Norway,Monaco,0,NA
1975,f,1975f,J,Norway,Norway,0,x
1975,f,1975f,J,Norway,Portugal,0,NA
1975,f,1975f,J,Norway,Spain,3,NA
1975,f,1975f,J,Norway,Sweden,8,NA
1975,f,1975f,J,Norway,Switzerland,1,NA
1975,f,1975f,J,Norway,The Netherlands,12,NA
1975,f,1975f,J,Norway,Turkey,0,NA
1975,f,1975f,J,Norway,United Kingdom,7,NA
1975,f,1975f,J,Norway,Yugoslavia,0,NA
1975,f,1975f,J,Portugal,Belgium,0,NA
1975,f,1975f,J,Portugal,Finland,0,NA
1975,f,1975f,J,Portugal,France,12,NA
1975,f,1975f,J,Portugal,Germany,0,NA
1975,f,1975f,J,Portugal,Ireland,4,NA
1975,f,1975f,J,Portugal,Israel,0,NA
1975,f,1975f,J,Portugal,Italy,10,NA
1975,f,1975f,J,Portugal,Luxembourg,8,NA
1975,f,1975f,J,Portugal,Malta,0,NA
1975,f,1975f,J,Portugal,Monaco,3,NA
1975,f,1975f,J,Portugal,Norway,0,NA
1975,f,1975f,J,Portugal,Portugal,0,x
1975,f,1975f,J,Portugal,Spain,0,NA
1975,f,1975f,J,Portugal,Sweden,6,NA
1975,f,1975f,J,Portugal,Switzerland,2,NA
1975,f,1975f,J,Portugal,The Netherlands,7,NA
1975,f,1975f,J,Portugal,Turkey,0,NA
1975,f,1975f,J,Portugal,United Kingdom,5,NA
1975,f,1975f,J,Portugal,Yugoslavia,1,NA
1975,f,1975f,J,Spain,Belgium,0,NA
1975,f,1975f,J,Spain,Finland,1,NA
1975,f,1975f,J,Spain,France,8,NA
1975,f,1975f,J,Spain,Germany,4,NA
1975,f,1975f,J,Spain,Ireland,3,NA
1975,f,1975f,J,Spain,Israel,0,NA
1975,f,1975f,J,Spain,Italy,7,NA
1975,f,1975f,J,Spain,Luxembourg,6,NA
1975,f,1975f,J,Spain,Malta,0,NA
1975,f,1975f,J,Spain,Monaco,0,NA
1975,f,1975f,J,Spain,Norway,0,NA
1975,f,1975f,J,Spain,Portugal,2,NA
1975,f,1975f,J,Spain,Spain,0,x
1975,f,1975f,J,Spain,Sweden,5,NA
1975,f,1975f,J,Spain,Switzerland,0,NA
1975,f,1975f,J,Spain,The Netherlands,12,NA
1975,f,1975f,J,Spain,Turkey,0,NA
1975,f,1975f,J,Spain,United Kingdom,10,NA
1975,f,1975f,J,Spain,Yugoslavia,0,NA
1975,f,1975f,J,Sweden,Belgium,2,NA
1975,f,1975f,J,Sweden,Finland,3,NA
1975,f,1975f,J,Sweden,France,8,NA
1975,f,1975f,J,Sweden,Germany,0,NA
1975,f,1975f,J,Sweden,Ireland,10,NA
1975,f,1975f,J,Sweden,Israel,6,NA
1975,f,1975f,J,Sweden,Italy,1,NA
1975,f,1975f,J,Sweden,Luxembourg,4,NA
1975,f,1975f,J,Sweden,Malta,0,NA
1975,f,1975f,J,Sweden,Monaco,0,NA
1975,f,1975f,J,Sweden,Norway,0,NA
1975,f,1975f,J,Sweden,Portugal,0,NA
1975,f,1975f,J,Sweden,Spain,0,NA
1975,f,1975f,J,Sweden,Sweden,0,x
1975,f,1975f,J,Sweden,Switzerland,0,NA
1975,f,1975f,J,Sweden,The Netherlands,12,NA
1975,f,1975f,J,Sweden,Turkey,0,NA
1975,f,1975f,J,Sweden,United Kingdom,5,NA
1975,f,1975f,J,Sweden,Yugoslavia,7,NA
1975,f,1975f,J,Switzerland,Belgium,0,NA
1975,f,1975f,J,Switzerland,Finland,12,NA
1975,f,1975f,J,Switzerland,France,3,NA
1975,f,1975f,J,Switzerland,Germany,0,NA
1975,f,1975f,J,Switzerland,Ireland,7,NA
1975,f,1975f,J,Switzerland,Israel,2,NA
1975,f,1975f,J,Switzerland,Italy,10,NA
1975,f,1975f,J,Switzerland,Luxembourg,0,NA
1975,f,1975f,J,Switzerland,Malta,4,NA
1975,f,1975f,J,Switzerland,Monaco,0,NA
1975,f,1975f,J,Switzerland,Norway,0,NA
1975,f,1975f,J,Switzerland,Portugal,0,NA
1975,f,1975f,J,Switzerland,Spain,5,NA
1975,f,1975f,J,Switzerland,Sweden,1,NA
1975,f,1975f,J,Switzerland,Switzerland,0,x
1975,f,1975f,J,Switzerland,The Netherlands,6,NA
1975,f,1975f,J,Switzerland,Turkey,0,NA
1975,f,1975f,J,Switzerland,United Kingdom,8,NA
1975,f,1975f,J,Switzerland,Yugoslavia,0,NA
1975,f,1975f,J,The Netherlands,Belgium,5,NA
1975,f,1975f,J,The Netherlands,Finland,0,NA
1975,f,1975f,J,The Netherlands,France,8,NA
1975,f,1975f,J,The Netherlands,Germany,0,NA
1975,f,1975f,J,The Netherlands,Ireland,6,NA
1975,f,1975f,J,The Netherlands,Israel,10,NA
1975,f,1975f,J,The Netherlands,Italy,0,NA
1975,f,1975f,J,The Netherlands,Luxembourg,12,NA
1975,f,1975f,J,The Netherlands,Malta,1,NA
1975,f,1975f,J,The Netherlands,Monaco,0,NA
1975,f,1975f,J,The Netherlands,Norway,2,NA
1975,f,1975f,J,The Netherlands,Portugal,0,NA
1975,f,1975f,J,The Netherlands,Spain,0,NA
1975,f,1975f,J,The Netherlands,Sweden,0,NA
1975,f,1975f,J,The Netherlands,Switzerland,7,NA
1975,f,1975f,J,The Netherlands,The Netherlands,0,x
1975,f,1975f,J,The Netherlands,Turkey,0,NA
1975,f,1975f,J,The Netherlands,United Kingdom,4,NA
1975,f,1975f,J,The Netherlands,Yugoslavia,3,NA
1975,f,1975f,J,Turkey,Belgium,0,NA
1975,f,1975f,J,Turkey,Finland,0,NA
1975,f,1975f,J,Turkey,France,1,NA
1975,f,1975f,J,Turkey,Germany,0,NA
1975,f,1975f,J,Turkey,Ireland,0,NA
1975,f,1975f,J,Turkey,Israel,6,NA
1975,f,1975f,J,Turkey,Italy,10,NA
1975,f,1975f,J,Turkey,Luxembourg,5,NA
1975,f,1975f,J,Turkey,Malta,2,NA
1975,f,1975f,J,Turkey,Monaco,0,NA
1975,f,1975f,J,Turkey,Norway,0,NA
1975,f,1975f,J,Turkey,Portugal,12,NA
1975,f,1975f,J,Turkey,Spain,3,NA
1975,f,1975f,J,Turkey,Sweden,8,NA
1975,f,1975f,J,Turkey,Switzerland,7,NA
1975,f,1975f,J,Turkey,The Netherlands,4,NA
1975,f,1975f,J,Turkey,Turkey,0,x
1975,f,1975f,J,Turkey,United Kingdom,0,NA
1975,f,1975f,J,Turkey,Yugoslavia,0,NA
1975,f,1975f,J,United Kingdom,Belgium,0,NA
1975,f,1975f,J,United Kingdom,Finland,4,NA
1975,f,1975f,J,United Kingdom,France,8,NA
1975,f,1975f,J,United Kingdom,Germany,0,NA
1975,f,1975f,J,United Kingdom,Ireland,6,NA
1975,f,1975f,J,United Kingdom,Israel,1,NA
1975,f,1975f,J,United Kingdom,Italy,10,NA
1975,f,1975f,J,United Kingdom,Luxembourg,3,NA
1975,f,1975f,J,United Kingdom,Malta,0,NA
1975,f,1975f,J,United Kingdom,Monaco,2,NA
1975,f,1975f,J,United Kingdom,Norway,0,NA
1975,f,1975f,J,United Kingdom,Portugal,0,NA
1975,f,1975f,J,United Kingdom,Spain,0,NA
1975,f,1975f,J,United Kingdom,Sweden,7,NA
1975,f,1975f,J,United Kingdom,Switzerland,5,NA
1975,f,1975f,J,United Kingdom,The Netherlands,12,NA
1975,f,1975f,J,United Kingdom,Turkey,0,NA
1975,f,1975f,J,United Kingdom,United Kingdom,0,x
1975,f,1975f,J,United Kingdom,Yugoslavia,0,NA
1975,f,1975f,J,Yugoslavia,Belgium,3,NA
1975,f,1975f,J,Yugoslavia,Finland,5,NA
1975,f,1975f,J,Yugoslavia,France,0,NA
1975,f,1975f,J,Yugoslavia,Germany,0,NA
1975,f,1975f,J,Yugoslavia,Ireland,1,NA
1975,f,1975f,J,Yugoslavia,Israel,0,NA
1975,f,1975f,J,Yugoslavia,Italy,10,NA
1975,f,1975f,J,Yugoslavia,Luxembourg,7,NA
1975,f,1975f,J,Yugoslavia,Malta,2,NA
1975,f,1975f,J,Yugoslavia,Monaco,0,NA
1975,f,1975f,J,Yugoslavia,Norway,0,NA
1975,f,1975f,J,Yugoslavia,Portugal,0,NA
1975,f,1975f,J,Yugoslavia,Spain,4,NA
1975,f,1975f,J,Yugoslavia,Sweden,6,NA
1975,f,1975f,J,Yugoslavia,Switzerland,0,NA
1975,f,1975f,J,Yugoslavia,The Netherlands,8,NA
1975,f,1975f,J,Yugoslavia,Turkey,0,NA
1975,f,1975f,J,Yugoslavia,United Kingdom,12,NA
1975,f,1975f,J,Yugoslavia,Yugoslavia,0,x
1976,f,1976f,J,Austria,Austria,0,x
1976,f,1976f,J,Austria,Belgium,3,NA
1976,f,1976f,J,Austria,Finland,7,NA
1976,f,1976f,J,Austria,France,12,NA
1976,f,1976f,J,Austria,Germany,0,NA
1976,f,1976f,J,Austria,Greece,0,NA
1976,f,1976f,J,Austria,Ireland,2,NA
1976,f,1976f,J,Austria,Israel,6,NA
1976,f,1976f,J,Austria,Italy,1,NA
1976,f,1976f,J,Austria,Luxembourg,0,NA
1976,f,1976f,J,Austria,Monaco,5,NA
1976,f,1976f,J,Austria,Norway,0,NA
1976,f,1976f,J,Austria,Portugal,0,NA
1976,f,1976f,J,Austria,Spain,0,NA
1976,f,1976f,J,Austria,Switzerland,8,NA
1976,f,1976f,J,Austria,The Netherlands,4,NA
1976,f,1976f,J,Austria,United Kingdom,10,NA
1976,f,1976f,J,Austria,Yugoslavia,0,NA
1976,f,1976f,J,Belgium,Austria,3,NA
1976,f,1976f,J,Belgium,Belgium,0,x
1976,f,1976f,J,Belgium,Finland,0,NA
1976,f,1976f,J,Belgium,France,10,NA
1976,f,1976f,J,Belgium,Germany,1,NA
1976,f,1976f,J,Belgium,Greece,2,NA
1976,f,1976f,J,Belgium,Ireland,0,NA
1976,f,1976f,J,Belgium,Israel,5,NA
1976,f,1976f,J,Belgium,Italy,0,NA
1976,f,1976f,J,Belgium,Luxembourg,6,NA
1976,f,1976f,J,Belgium,Monaco,8,NA
1976,f,1976f,J,Belgium,Norway,0,NA
1976,f,1976f,J,Belgium,Portugal,0,NA
1976,f,1976f,J,Belgium,Spain,0,NA
1976,f,1976f,J,Belgium,Switzerland,7,NA
1976,f,1976f,J,Belgium,The Netherlands,4,NA
1976,f,1976f,J,Belgium,United Kingdom,12,NA
1976,f,1976f,J,Belgium,Yugoslavia,0,NA
1976,f,1976f,J,Finland,Austria,5,NA
1976,f,1976f,J,Finland,Belgium,12,NA
1976,f,1976f,J,Finland,Finland,0,x
1976,f,1976f,J,Finland,France,3,NA
1976,f,1976f,J,Finland,Germany,0,NA
1976,f,1976f,J,Finland,Greece,4,NA
1976,f,1976f,J,Finland,Ireland,0,NA
1976,f,1976f,J,Finland,Israel,8,NA
1976,f,1976f,J,Finland,Italy,6,NA
1976,f,1976f,J,Finland,Luxembourg,0,NA
1976,f,1976f,J,Finland,Monaco,2,NA
1976,f,1976f,J,Finland,Norway,0,NA
1976,f,1976f,J,Finland,Portugal,1,NA
1976,f,1976f,J,Finland,Spain,0,NA
1976,f,1976f,J,Finland,Switzerland,7,NA
1976,f,1976f,J,Finland,The Netherlands,0,NA
1976,f,1976f,J,Finland,United Kingdom,10,NA
1976,f,1976f,J,Finland,Yugoslavia,0,NA
1976,f,1976f,J,France,Austria,0,NA
1976,f,1976f,J,France,Belgium,5,NA
1976,f,1976f,J,France,Finland,0,NA
1976,f,1976f,J,France,France,0,x
1976,f,1976f,J,France,Germany,2,NA
1976,f,1976f,J,France,Greece,8,NA
1976,f,1976f,J,France,Ireland,3,NA
1976,f,1976f,J,France,Israel,0,NA
1976,f,1976f,J,France,Italy,10,NA
1976,f,1976f,J,France,Luxembourg,0,NA
1976,f,1976f,J,France,Monaco,0,NA
1976,f,1976f,J,France,Norway,0,NA
1976,f,1976f,J,France,Portugal,12,NA
1976,f,1976f,J,France,Spain,1,NA
1976,f,1976f,J,France,Switzerland,6,NA
1976,f,1976f,J,France,The Netherlands,0,NA
1976,f,1976f,J,France,United Kingdom,7,NA
1976,f,1976f,J,France,Yugoslavia,4,NA
1976,f,1976f,J,Germany,Austria,10,NA
1976,f,1976f,J,Germany,Belgium,0,NA
1976,f,1976f,J,Germany,Finland,6,NA
1976,f,1976f,J,Germany,France,12,NA
1976,f,1976f,J,Germany,Germany,0,x
1976,f,1976f,J,Germany,Greece,0,NA
1976,f,1976f,J,Germany,Ireland,1,NA
1976,f,1976f,J,Germany,Israel,3,NA
1976,f,1976f,J,Germany,Italy,0,NA
1976,f,1976f,J,Germany,Luxembourg,0,NA
1976,f,1976f,J,Germany,Monaco,7,NA
1976,f,1976f,J,Germany,Norway,0,NA
1976,f,1976f,J,Germany,Portugal,0,NA
1976,f,1976f,J,Germany,Spain,0,NA
1976,f,1976f,J,Germany,Switzerland,5,NA
1976,f,1976f,J,Germany,The Netherlands,4,NA
1976,f,1976f,J,Germany,United Kingdom,8,NA
1976,f,1976f,J,Germany,Yugoslavia,2,NA
1976,f,1976f,J,Greece,Austria,6,NA
1976,f,1976f,J,Greece,Belgium,0,NA
1976,f,1976f,J,Greece,Finland,0,NA
1976,f,1976f,J,Greece,France,5,NA
1976,f,1976f,J,Greece,Germany,0,NA
1976,f,1976f,J,Greece,Greece,0,x
1976,f,1976f,J,Greece,Ireland,8,NA
1976,f,1976f,J,Greece,Israel,0,NA
1976,f,1976f,J,Greece,Italy,10,NA
1976,f,1976f,J,Greece,Luxembourg,0,NA
1976,f,1976f,J,Greece,Monaco,0,NA
1976,f,1976f,J,Greece,Norway,0,NA
1976,f,1976f,J,Greece,Portugal,4,NA
1976,f,1976f,J,Greece,Spain,1,NA
1976,f,1976f,J,Greece,Switzerland,2,NA
1976,f,1976f,J,Greece,The Netherlands,7,NA
1976,f,1976f,J,Greece,United Kingdom,12,NA
1976,f,1976f,J,Greece,Yugoslavia,3,NA
1976,f,1976f,J,Ireland,Austria,10,NA
1976,f,1976f,J,Ireland,Belgium,0,NA
1976,f,1976f,J,Ireland,Finland,5,NA
1976,f,1976f,J,Ireland,France,7,NA
1976,f,1976f,J,Ireland,Germany,0,NA
1976,f,1976f,J,Ireland,Greece,0,NA
1976,f,1976f,J,Ireland,Ireland,0,x
1976,f,1976f,J,Ireland,Israel,4,NA
1976,f,1976f,J,Ireland,Italy,12,NA
1976,f,1976f,J,Ireland,Luxembourg,6,NA
1976,f,1976f,J,Ireland,Monaco,8,NA
1976,f,1976f,J,Ireland,Norway,0,NA
1976,f,1976f,J,Ireland,Portugal,0,NA
1976,f,1976f,J,Ireland,Spain,0,NA
1976,f,1976f,J,Ireland,Switzerland,1,NA
1976,f,1976f,J,Ireland,The Netherlands,2,NA
1976,f,1976f,J,Ireland,United Kingdom,3,NA
1976,f,1976f,J,Ireland,Yugoslavia,0,NA
1976,f,1976f,J,Israel,Austria,10,NA
1976,f,1976f,J,Israel,Belgium,1,NA
1976,f,1976f,J,Israel,Finland,6,NA
1976,f,1976f,J,Israel,France,5,NA
1976,f,1976f,J,Israel,Germany,0,NA
1976,f,1976f,J,Israel,Greece,0,NA
1976,f,1976f,J,Israel,Ireland,3,NA
1976,f,1976f,J,Israel,Israel,0,x
1976,f,1976f,J,Israel,Italy,2,NA
1976,f,1976f,J,Israel,Luxembourg,0,NA
1976,f,1976f,J,Israel,Monaco,7,NA
1976,f,1976f,J,Israel,Norway,0,NA
1976,f,1976f,J,Israel,Portugal,0,NA
1976,f,1976f,J,Israel,Spain,0,NA
1976,f,1976f,J,Israel,Switzerland,4,NA
1976,f,1976f,J,Israel,The Netherlands,8,NA
1976,f,1976f,J,Israel,United Kingdom,12,NA
1976,f,1976f,J,Israel,Yugoslavia,0,NA
1976,f,1976f,J,Italy,Austria,0,NA
1976,f,1976f,J,Italy,Belgium,8,NA
1976,f,1976f,J,Italy,Finland,0,NA
1976,f,1976f,J,Italy,France,6,NA
1976,f,1976f,J,Italy,Germany,0,NA
1976,f,1976f,J,Italy,Greece,5,NA
1976,f,1976f,J,Italy,Ireland,12,NA
1976,f,1976f,J,Italy,Israel,10,NA
1976,f,1976f,J,Italy,Italy,0,x
1976,f,1976f,J,Italy,Luxembourg,0,NA
1976,f,1976f,J,Italy,Monaco,7,NA
1976,f,1976f,J,Italy,Norway,0,NA
1976,f,1976f,J,Italy,Portugal,1,NA
1976,f,1976f,J,Italy,Spain,3,NA
1976,f,1976f,J,Italy,Switzerland,0,NA
1976,f,1976f,J,Italy,The Netherlands,2,NA
1976,f,1976f,J,Italy,United Kingdom,4,NA
1976,f,1976f,J,Italy,Yugoslavia,0,NA
1976,f,1976f,J,Luxembourg,Austria,5,NA
1976,f,1976f,J,Luxembourg,Belgium,0,NA
1976,f,1976f,J,Luxembourg,Finland,0,NA
1976,f,1976f,J,Luxembourg,France,10,NA
1976,f,1976f,J,Luxembourg,Germany,2,NA
1976,f,1976f,J,Luxembourg,Greece,0,NA
1976,f,1976f,J,Luxembourg,Ireland,3,NA
1976,f,1976f,J,Luxembourg,Israel,7,NA
1976,f,1976f,J,Luxembourg,Italy,0,NA
1976,f,1976f,J,Luxembourg,Luxembourg,0,x
1976,f,1976f,J,Luxembourg,Monaco,12,NA
1976,f,1976f,J,Luxembourg,Norway,0,NA
1976,f,1976f,J,Luxembourg,Portugal,6,NA
1976,f,1976f,J,Luxembourg,Spain,0,NA
1976,f,1976f,J,Luxembourg,Switzerland,1,NA
1976,f,1976f,J,Luxembourg,The Netherlands,4,NA
1976,f,1976f,J,Luxembourg,United Kingdom,8,NA
1976,f,1976f,J,Luxembourg,Yugoslavia,0,NA
1976,f,1976f,J,Monaco,Austria,5,NA
