event,host_city,year,host_country,event_url,section,artist,song,artist_url,image_url,artist_country,country_emoji,running_order,total_points,rank,rank_ordinal,qualified,winner
Turin 2022,Turin,2022,Italy,https://eurovision.tv/event/turin-2022,grand-final,Malik Harris,Rockstars,https://eurovision.tv/participant/malik-harris-22,https://static.eurovision.tv/hb-cgi/images/963abc38-84dc-49cc-bc9e-a496b1800825/avatar_small.jpg,Germany,:flag_de:,13,6,25,25th,FALSE,FALSE
Turin 2022,Turin,2022,Italy,https://eurovision.tv/event/turin-2022,grand-final,Kalush Orchestra,Stefania,https://eurovision.tv/participant/kalush-orchestra-22,https://static.eurovision.tv/hb-cgi/images/963164d0-060d-4667-96b6-0b0cf1f797e6/avatar_small.jpg,Ukraine,:flag_ua:,12,631,1,1st,FALSE,TRUE
Turin 2022,Turin,2022,Italy,https://eurovision.tv/event/turin-2022,grand-final,S10,De Diepte,https://eurovision.tv/participant/s10-22,https://static.eurovision.tv/hb-cgi/images/96316719-75b2-415a-a60d-1c2dbdbd7eee/avatar_small.jpg,Netherlands,:flag_nl:,11,171,11,11th,FALSE,FALSE
Turin 2022,Turin,2022,Italy,https://eurovision.tv/event/turin-2022,grand-final,Ochman,River,https://eurovision.tv/participant/ochman-22,https://static.eurovision.tv/hb-cgi/images/9637a08e-e943-40d2-a45d-e877479c04fb/avatar_small.jpg,Poland,:flag_pl:,23,151,12,12th,FALSE,FALSE
Turin 2022,Turin,2022,Italy,https://eurovision.tv/event/turin-2022,grand-final,Stefan,Hope,https://eurovision.tv/participant/stefan-22,https://static.eurovision.tv/hb-cgi/images/96368f35-845d-4f6b-ac5f-73a4d41ff45d/avatar_small.jpg,Estonia,:flag_ee:,25,141,13,13th,FALSE,FALSE
Turin 2022,Turin,2022,Italy,https://eurovision.tv/event/turin-2022,grand-final,Monika Liu,Sentimentai,https://eurovision.tv/participant/monika-liu-22,https://static.eurovision.tv/hb-cgi/images/96301c95-81f1-444c-a503-b7dad4df419b/avatar_small.jpg,Lithuania,:flag_lt:,14,128,14,14th,FALSE,FALSE
Turin 2022,Turin,2022,Italy,https://eurovision.tv/event/turin-2022,grand-final,Sheldon Riley,Not The Same,https://eurovision.tv/participant/sheldon-riley-22,https://static.eurovision.tv/hb-cgi/images/96361946-8d32-40d8-ada1-8164b06724c7/avatar_small.jpg,Australia,:flag_au:,21,125,15,15th,FALSE,FALSE
Turin 2022,Turin,2022,Italy,https://eurovision.tv/event/turin-2022,grand-final,Nadir Rustamli,Fade To Black,https://eurovision.tv/participant/nadir-rustamli-22,https://static.eurovision.tv/hb-cgi/images/96361940-3ccb-4df9-87b7-c50d561cc2f4/avatar_small.jpg,Azerbaijan,:flag_az:,15,106,16,16th,FALSE,FALSE
Turin 2022,Turin,2022,Italy,https://eurovision.tv/event/turin-2022,grand-final,Marius Bear,Boys Do Cry,https://eurovision.tv/participant/marius-bear-22,https://static.eurovision.tv/hb-cgi/images/96302a24-552a-4dfc-8e2d-16ff0209fe55/avatar_small.jpg,Switzerland,:flag_ch:,5,78,17,17th,FALSE,FALSE
Turin 2022,Turin,2022,Italy,https://eurovision.tv/event/turin-2022,grand-final,WRS,Llámame,https://eurovision.tv/participant/wrs-22,https://static.eurovision.tv/hb-cgi/images/9637a233-132f-4113-8a99-9ee3d67fb00e/avatar_small.jpg,Romania,:flag_ro:,2,65,18,18th,FALSE,FALSE
Turin 2022,Turin,2022,Italy,https://eurovision.tv/event/turin-2022,grand-final,Jérémie Makiese,Miss You,https://eurovision.tv/participant/jeremie-makiese-22,https://static.eurovision.tv/hb-cgi/images/96379fd9-2682-4b95-a4e2-babc5cfb9f27/avatar_small.jpg,Belgium,:flag_be:,16,64,19,19th,FALSE,FALSE
Turin 2022,Turin,2022,Italy,https://eurovision.tv/event/turin-2022,grand-final,Cornelia Jakobs,Hold Me Closer,https://eurovision.tv/participant/cornelia-jakobs-22,https://static.eurovision.tv/hb-cgi/images/96379f67-88a7-4b95-8ed2-f862ca54f57b/avatar_small.jpg,Sweden,:flag_se:,20,438,4,4th,FALSE,FALSE
Turin 2022,Turin,2022,Italy,https://eurovision.tv/event/turin-2022,grand-final,Konstrakta,In Corpore Sano,https://eurovision.tv/participant/konstrakta-22,https://static.eurovision.tv/hb-cgi/images/9636193b-e487-410e-8429-b36cbbf7ea5c/avatar_small.jpg,Serbia,:flag_rs:,24,312,5,5th,FALSE,FALSE
Turin 2022,Turin,2022,Italy,https://eurovision.tv/event/turin-2022,grand-final,Zdob şi Zdub & Advahov Brothers,Trenulețul,https://eurovision.tv/participant/zdob-si-zdub-and-fratii-advahov-22,https://static.eurovision.tv/hb-cgi/images/96318be3-1473-4ad6-8270-e18043886fd9/avatar_small.jpg,Moldova,:flag_md:,19,253,7,7th,FALSE,FALSE
Turin 2022,Turin,2022,Italy,https://eurovision.tv/event/turin-2022,grand-final,Amanda Georgiadi Tenfjord,Die Together,https://eurovision.tv/participant/amanda-georgiadi-tenfjord-22,https://static.eurovision.tv/hb-cgi/images/9633696f-e238-4d32-8c27-c99ee0cecb6c/avatar_small.jpg,Greece,:flag_gr:,17,215,8,8th,FALSE,FALSE
Turin 2022,Turin,2022,Italy,https://eurovision.tv/event/turin-2022,grand-final,MARO,"Saudade, Saudade",https://eurovision.tv/participant/maro-22,https://static.eurovision.tv/hb-cgi/images/96336bae-9891-466a-b723-a3281c80f61d/avatar_small.jpg,Portugal,:flag_pt:,3,207,9,9th,FALSE,FALSE
Turin 2022,Turin,2022,Italy,https://eurovision.tv/event/turin-2022,grand-final,Subwoolfer,Give That Wolf A Banana,https://eurovision.tv/participant/subwoolfer-22,https://static.eurovision.tv/hb-cgi/images/96336df0-62dc-45a6-85ed-84ad27da5f3d/avatar_small.jpg,Norway,:flag_no:,7,182,10,10th,FALSE,FALSE
Turin 2022,Turin,2022,Italy,https://eurovision.tv/event/turin-2022,grand-final,Rosa Linn,Snap,https://eurovision.tv/participant/rosa-linn-22,https://static.eurovision.tv/hb-cgi/images/96336d8d-6b40-42b1-b25f-f99eafffc244/avatar_small.jpg,Armenia,:flag_am:,8,61,20,20th,FALSE,FALSE
Turin 2022,Turin,2022,Italy,https://eurovision.tv/event/turin-2022,grand-final,The Rasmus,Jezebel,https://eurovision.tv/participant/the-rasmus-22,https://static.eurovision.tv/hb-cgi/images/96361946-4dda-4369-ae2f-5132e71b49ee/avatar_small.jpg,Finland,:flag_fi:,4,38,21,21st,FALSE,FALSE
Turin 2022,Turin,2022,Italy,https://eurovision.tv/event/turin-2022,grand-final,We Are Domi,Lights Off,https://eurovision.tv/participant/we-are-domi-22,https://static.eurovision.tv/hb-cgi/images/963bae35-203e-4a2c-8d80-b54054831f2a/avatar_small.jpg,Czech Republic,:flag_cz:,1,38,22,22nd,FALSE,FALSE
Turin 2022,Turin,2022,Italy,https://eurovision.tv/event/turin-2022,grand-final,Systur,Með Hækkandi Sól,https://eurovision.tv/participant/systur-22,https://static.eurovision.tv/hb-cgi/images/96336e44-88f3-497e-9cc7-fa57d3bbce04/avatar_small.jpg,Iceland,:flag_is:,18,20,23,23rd,FALSE,FALSE
Rotterdam 2021,Rotterdam,2021,Netherlands,https://eurovision.tv/event/rotterdam-2021,first-semi-final,Destiny,Je Me Casse,https://eurovision.tv/participant/destiny-2021,https://static.eurovision.tv/hb-cgi/images/92f1a818-cc76-4466-b494-f5b137a514e5/avatar_small.jpg,Malta,:flag_mt:,16,325,1,1st,TRUE,FALSE
Rotterdam 2021,Rotterdam,2021,Netherlands,https://eurovision.tv/event/rotterdam-2021,first-semi-final,Go_A,Shum,https://eurovision.tv/participant/go-a-2021,https://static.eurovision.tv/hb-cgi/images/92f1ab17-2246-44a1-a495-155e51acbb78/avatar_small.jpg,Ukraine,:flag_ua:,15,267,2,2nd,TRUE,FALSE
Rotterdam 2021,Rotterdam,2021,Netherlands,https://eurovision.tv/event/rotterdam-2021,first-semi-final,Manizha,Russian Woman,https://eurovision.tv/participant/manizha-2021,https://static.eurovision.tv/hb-cgi/images/92e74384-875b-4608-abf9-ad344db17de0/avatar_small.jpg,Russia,:flag_ru:,3,225,3,3rd,TRUE,FALSE
Rotterdam 2021,Rotterdam,2021,Netherlands,https://eurovision.tv/event/rotterdam-2021,first-semi-final,The Roop,Discoteque,https://eurovision.tv/participant/the-roop-2021,https://static.eurovision.tv/hb-cgi/images/92f1a7d3-5db6-4131-ad8c-0aa4e204c735/avatar_small.jpg,Lithuania,:flag_lt:,1,203,4,4th,TRUE,FALSE
Rotterdam 2021,Rotterdam,2021,Netherlands,https://eurovision.tv/event/rotterdam-2021,first-semi-final,Eden Alene,Set Me Free,https://eurovision.tv/participant/eden-alene-2021,https://static.eurovision.tv/hb-cgi/images/92f1a70a-b901-40c7-8c96-5b2d875a6ab5/avatar_small.jpg,Israel,:flag_il:,12,192,5,5th,TRUE,FALSE
Rotterdam 2021,Rotterdam,2021,Netherlands,https://eurovision.tv/event/rotterdam-2021,first-semi-final,Elena Tsagrinou,El Diablo,https://eurovision.tv/participant/elena-tsagrinou-2021,https://static.eurovision.tv/hb-cgi/images/92efad53-4a42-4ee0-9a0c-609c6f031b19/avatar_small.jpg,Cyprus,:flag_cy:,8,170,6,6th,TRUE,FALSE
Rotterdam 2021,Rotterdam,2021,Netherlands,https://eurovision.tv/event/rotterdam-2021,first-semi-final,Tusse,Voices,https://eurovision.tv/participant/tusse-2021,https://static.eurovision.tv/hb-cgi/images/92fb67ff-3d74-49dc-aa8a-2df9fd614c2d/avatar_small.jpg,Sweden,:flag_se:,4,142,7,7th,TRUE,FALSE
Rotterdam 2021,Rotterdam,2021,Netherlands,https://eurovision.tv/event/rotterdam-2021,first-semi-final,Efendi,Mata Hari,https://eurovision.tv/participant/efendi-2021,https://static.eurovision.tv/hb-cgi/images/92f0dcd1-b608-4ed3-88b8-7678ac4a034d/avatar_small.jpg,Azerbaijan,:flag_az:,14,138,8,8th,TRUE,FALSE
Rotterdam 2021,Rotterdam,2021,Netherlands,https://eurovision.tv/event/rotterdam-2021,first-semi-final,Hooverphonic,The Wrong Place,https://eurovision.tv/participant/hooverphonic-2021,https://static.eurovision.tv/hb-cgi/images/92de8a0a-1507-4677-ba7a-d52be4c4a9d4/avatar_small.jpg,Belgium,:flag_be:,11,117,9,9th,TRUE,FALSE
Rotterdam 2021,Rotterdam,2021,Netherlands,https://eurovision.tv/event/rotterdam-2021,first-semi-final,TIX,Fallen Angel,https://eurovision.tv/participant/tix-2021,https://static.eurovision.tv/hb-cgi/images/92c78b55-4caa-4d8f-9781-7dfee7983b30/avatar_small.jpg,Norway,:flag_no:,9,115,10,10th,TRUE,FALSE
Rotterdam 2021,Rotterdam,2021,Netherlands,https://eurovision.tv/event/rotterdam-2021,first-semi-final,Albina,Tick-Tock,https://eurovision.tv/participant/albina-2021,https://static.eurovision.tv/hb-cgi/images/92efad9d-e949-4062-bca0-15b0401c117c/avatar_small.jpg,Croatia,:flag_hr:,10,110,11,11th,FALSE,FALSE
Rotterdam 2021,Rotterdam,2021,Netherlands,https://eurovision.tv/event/rotterdam-2021,first-semi-final,ROXEN,Amnesia,https://eurovision.tv/participant/roxen-2021,https://static.eurovision.tv/hb-cgi/images/92eef245-916b-4fb1-acfe-f7fdb9a69ec1/avatar_small.jpg,Romania,:flag_ro:,13,85,12,12th,FALSE,FALSE
Rotterdam 2021,Rotterdam,2021,Netherlands,https://eurovision.tv/event/rotterdam-2021,first-semi-final,Ana Soklič,Amen,https://eurovision.tv/participant/ana-soklic-2021,https://static.eurovision.tv/hb-cgi/images/92f1a9de-4a8c-4bbf-9022-0008033edd55/avatar_small.jpg,Slovenia,:flag_si:,2,44,13,13th,FALSE,FALSE
Rotterdam 2021,Rotterdam,2021,Netherlands,https://eurovision.tv/event/rotterdam-2021,first-semi-final,Montaigne,Technicolour,https://eurovision.tv/participant/montaigne-2021,https://static.eurovision.tv/hb-cgi/images/92efaedb-04de-4c5a-bdbd-5ade09cf98f5/avatar_small.jpg,Australia,:flag_au:,5,28,14,14th,FALSE,FALSE
Rotterdam 2021,Rotterdam,2021,Netherlands,https://eurovision.tv/event/rotterdam-2021,first-semi-final,Vasil,Here I Stand,https://eurovision.tv/participant/vasil-2021,https://static.eurovision.tv/hb-cgi/images/92f1a87b-04e7-43c6-a4dc-0a37196df51d/avatar_small.jpg,North Macedonia,:flag_mk:,6,23,15,15th,FALSE,FALSE
Rotterdam 2021,Rotterdam,2021,Netherlands,https://eurovision.tv/event/rotterdam-2021,first-semi-final,Lesley Roy,MAPS,https://eurovision.tv/participant/lesley-roy-2021,https://static.eurovision.tv/hb-cgi/images/92f1a6d6-4c19-44dd-989c-dd7f4097d264/avatar_small.jpg,Ireland,:flag_ie:,7,20,16,16th,FALSE,FALSE
Rotterdam 2021,Rotterdam,2021,Netherlands,https://eurovision.tv/event/rotterdam-2021,second-semi-final,Gjon's Tears,Tout l'Univers,https://eurovision.tv/participant/gjons-tears-2021,https://static.eurovision.tv/hb-cgi/images/92f1aa88-d6c7-49fa-91f8-ad1981b355bb/avatar_small.jpg,Switzerland,:flag_ch:,16,291,1,1st,TRUE,FALSE
Rotterdam 2021,Rotterdam,2021,Netherlands,https://eurovision.tv/event/rotterdam-2021,second-semi-final,Daði og Gagnamagnið,10 Years,https://eurovision.tv/participant/dadi-og-gagnamagnid-2021,https://static.eurovision.tv/hb-cgi/images/92f1a684-36e3-4fe4-8195-7f991d707b90/avatar_small.jpg,Iceland,:flag_is:,8,288,2,2nd,TRUE,FALSE
Rotterdam 2021,Rotterdam,2021,Netherlands,https://eurovision.tv/event/rotterdam-2021,second-semi-final,VICTORIA,Growing Up Is Getting Old,https://eurovision.tv/participant/victoria-2021,https://static.eurovision.tv/hb-cgi/images/92efadcb-9dcd-4efc-82ad-4aa1d398e028/avatar_small.jpg,Bulgaria,:flag_bg:,13,250,3,3rd,TRUE,FALSE
Rotterdam 2021,Rotterdam,2021,Netherlands,https://eurovision.tv/event/rotterdam-2021,second-semi-final,The Black Mamba,Love Is On My Side,https://eurovision.tv/participant/the-black-mamba-2021,https://static.eurovision.tv/hb-cgi/images/92f1a915-efe2-4c27-8cfb-688f0febe9e6/avatar_small.jpg,Portugal,:flag_pt:,12,239,4,4th,TRUE,FALSE
Rotterdam 2021,Rotterdam,2021,Netherlands,https://eurovision.tv/event/rotterdam-2021,second-semi-final,Blind Channel,Dark Side,https://eurovision.tv/participant/blind-channel-2021,https://static.eurovision.tv/hb-cgi/images/92efac7c-4877-460d-a155-4c0c01c794c4/avatar_small.jpg,Finland,:flag_fi:,14,234,5,5th,TRUE,FALSE
