year,date,encounter_sequence,encounter_number,begin_time,end_time,duration,vessel,observers,pods_or_ecotype,ids_encountered,location,begin_latitude,begin_longitude,end_latitude,end_longitude,encounter_summary,nmfs_permit,link
2023,2023-05-06,4,19,01:15:00,01:26:00,660s (~11 minutes),Mike 1,Mark Malleson,Transients,NA,Oak Bay,48.4338340759277,-123.267669677734,48.4566650390625,-123.25666809082,"As Mark approached Oak Bay from the east after leaving the group of 18 Bigg's at Middle Bank (see Encounter 18), he heard that the three inbound whales near Trial Island had been confirmed as the T101s; two brothers T101A and T101B along with their mother, T101. Moments later, he saw the two large fins on the horizon passing through Mayor Channel abeam the Oak Bay Beach Hotel and his apartment.
The flood current was racing northward through Oak Bay, and when Mark finally re-sighted the trio again at 1315, they were well ahead of him, entering Baynes Channel at 1315. They were doing close to 9 knots over the bottom with 4 or 5 breaths followed by a short “long” dive of around three minutes. Once he got a few left and right shots of each whale, Mark ended the encounter after 11 minutes at 1326, just north of Ten Mile Point light.",21238/ DFO SARA 388,https://whaleresearch.wixsite.com/2023encounters/2023-19
2023,2023-05-06,2,18,11:48:00,12:48:00,3600s (~1 hours),Mike 1,Mark Malleson,Transients,NA,Middle Bank,48.3571662902832,-123.118667602539,48.3858337402344,-123.145500183105,"At 1053 Mark had left the T002Cs along with T065A5 and the T023Cs to document a group of 18 Bigg’s that were milling around Middle Bank. The south wind against the ebb current made for slow going but Mike 1 arrived with the spread grouping at 1148. He saw T063, T065, T065A2, T125A, and T128 milling about a quarter mile to the west of the others, who were also milling about with lots of direction changes.
Mark got word that Joe and 4Ever Wild had confirmed that T023 and the T023Ds were present; the rest of the T065As and the T065Bs made up the rest of the gang. Prior to his arrival, all of the animals had been milling together in the area for nearly an hour but were now beginning to disperse slightly. While Mark sat patiently waiting for opportunistic identification shots of the animals as they milled about in the choppy water, he spotted a bull nearly 0.75 nm to the north moving quickly northbound. He decided to leave the group to confirm which bull it was and assumed the rest would eventually follow him. Once Mark got abeam of the animal, he confirmed it was T125A. Cruising at a steady 8 knots north and with no sign of any others following suit, Mark decided to end the encounter at 1248 and head toward Oak Bay, and yet another group of Bigg’s were reported coming in from the west passing between Trial Island and the Victoria Golf Club in Enterprise Channel.
Note: Later, reports from the commercial whale-watch fleet reported that the large pod had split into three separate northbound groups from Middle Bank. T125A and T128 travelled northwest across Johnstone Reef to Cordova Channel alone, T065 led her kin (T063, the T065As, and the T065Bs) up San Juan Island’s western shoreline until they too split at Kellett Bluff, Henry Island, and the T023s made their way through the San Juans via Cattle Pass and Upright Channel before emerging into Rosario Strait near Obstruction Island by early evening.",21238/ DFO SARA 388,https://whaleresearch.wixsite.com/2023encounters/2023-18
2023,2023-05-06,01,17,09:25:00,10:53:00,5280s (~1.47 hours),Mike 1,Mark Malleson,Transients,NA,Kelp Reef,48.5185012817383,-123.257499694824,48.5713348388672,-123.240837097168,"Mark received a report from George Hamilton at 0817 that a group of approximately seven Bigg’s killer whales passed by Ten Mile Point heading north with one bull and a very young calf. Mark skipped breakfast and mobilized Mike 1, departing Victoria Harbour at 0900. He caught up to the group at 0925, 1.5 nm southwest of Kelp Reef. He immediately recognized T002C1 and could see the other three members of the family were present, along with what appeared to be at least another matriline of 5 or 6 whales with a fairly young calf. The group was fairly close together, heading towards the Kelp Reef marker, and with consultation from Joe, was able to confirm that dispersee T065A5 was with them along with the T023Cs. Mark could see T023C had a fairly new calf and got confirmation that she had indeed been seen in the Broughton Archipelago with a new one on April 24th.
As they passed Kelp Reef, the group split into their respective matrilines, with the T002Cs paralleling the T023Cs and the young male T065A5 a half mile to the west of them, closer to the Darcy Island shoreline. At 1053 Mark ended the encounter off the south end of Sidney Island as he felt he had collected sufficient pictures of the group, especially of the new addition to the T023Cs. Ten minutes after he left the whales, reports from commercial whale-watch boats on-scene were that he missed a double harbour porpoise kill! Mark continued south toward Middle Bank, where a group of 18 Bigg’s had been reported milling.
EncSeq:3
Enc#:17
ObservBegin:01:00 PM
ObservEnd:01:15 PM
Vessel:Orcinus
Staff:Dave Ellifrit
Pods:Transients
LocationDescr:New Channel
Start Latitude:48 38.74
Start Longitude:123 07.80
End Latitude:48 38.06
End Longitude:123 06.09
EncSummary:
Dave chatted with Mark on the phone after Mark’s encounter 17 with the T2Cs, T23Cs, and T65A5 on the Canadian side of Haro Strait. There was a newish calf with T23C that colleagues of ours wanted more confirmation photos of. Mark got rights of the calf before he left but thought there might be an opportunity for Dave to get lefts afterwards. Dave then headed down to Snug Harbor and left in the boat at 1230. Most of the whales had had been reported to have made their way over toward Danger Shoals but the T2Cs had apparently disappeared in Haro Strait. “Orcinus” made it on scene by 1300 as the whales headed east in New Channel in a tight group. The whales had been on a lengthy long dive prior to arrival and finally surfaced near the shoreline off the northeast end of Spieden Island right around the corner from Green Point. Dave got one pass on the T23Cs and T65A5 and got a couple “just good enough” left eyepatches on the calf before they went on another long dive. When they surfaced again, they had zagged several hundred yards to the north over towards the west side of Flattop Island. The encounter ended there at 1315.",21238/ DFO SARA 388,https://whaleresearch.wixsite.com/2023encounters/2023-17
2023,2023-05-02,1,16,12:25:00,04:08:00,-29820s (~-8.28 hours),Orcinus,Dave Ellifrit,Transients,NA,Rosario Strait,48.5429992675781,-122.754333496094,48.7024993896484,-122.751335144043,"Dave was working in the ID office when he heard over the radio that “Spirit of Orca” had found a large group of Bigg’s killer whales heading north off the southeast tip of Lopez Island. Dave then headed down to Snug Harbor and left in the boat around 1050. After topping off at Roche Harbor, Dave took the inside route through Spieden Channel, down San Juan Channel, then up Wasp Passage and through Harney Channel. Heading for Peavine Pass, it got a little lumpy with the breeze coming out of East Sound but Rosario Strait ended up being really calm. After exiting Peavine Pass, “Orcinus” headed down the east shoreline of Blakely Island and finally arrived on scene at 1225 mid-Rosario Strait just north of the ferry route between Anacortes and Thatcher Pass.

There was a large number of milling of whales heading slowly north in one loose group. The front part of the group was fairly tight but there were many whales lagging a little behind them. There was lots of splashing and rolling from the younger whales and it was soon obvious that this was a large social gathering. Young whales were falling out of the water all over the place, often while vocalizing in the air. The group consisted of the T36As, T65As (minus T65A5), T75Bs, T99s, T123s, and the T124As (minus the T124A2s), plus T125A and T128. T125A and T128 were near the rear and were taking long dives. When he did appear, T128 appeared to be following T123 around. After an extremely long dive, T125A popped up nearby and began to drift a small ways away from the others. As the front main part of the group continued to roll its was up Rosario Strait, some of the trailers began to spread out slightly. T128 joined T125A and the two of them continued to slowly mill in the general vicinity to the southwest of the main group. Some of the T123s and maybe a couple others also moved a little west of the main group. The T123s, T125A, and T128 eventually moved back toward and were absorbed into the main group. The whales continued up Rosario Strait past Obstruction and Peavine Passes with the calves in the group playing and breaching the whole way. By the time the whales made it to Buoy Bay, the group had broken up some again with the main group including the T36s, T123s, T124As, T125A, and T128 moving closer to the Orcas Island shoreline. As this group moved slowly northeast parallel to the Orcas shoreline and past the Peapod Rocks, the T65As grouped up and paralleled them just on the west side of the Peapods. T65A3, who had been with the larger group closer to the Orcas island shoreline, rejoined his family. The T75Bs and T99s were a hundred yards or so behind the T65As and passed through and to the east of the Peapods.
“Orcinus” moved back to the main group as they approached Lawrence Point. The T123s had drifted off and disappeared but the T36As and T124As were still loosely traveling together with T125A and T128 either mixed in with them or in the general area. The T36A and T124A calves continued to play and breach and squeak as they rounded Lawrence Point. They passed north through a big tide rip with lots and lots of Bonaparte’s gulls off the point. The T65As could still be seen to the northeast of the T36As and T124As. All the whales in sight angled north-northwest as they made it to the Barnes and Clark Islands. The encounter ended at 1608 about a quarter mile east of the north end of Clark Island. The SR3 research vessel “Helen” later reported that all the groups present that day, including the T123s, grouped up again north of Sucia Island in the early evening.",21238/ DFO SARA 388,https://whaleresearch.wixsite.com/2023encounters/2023-16
2023,2023-04-29,1,15,12:28:00,02:30:00,-35880s (~-9.97 hours),Orcinus,Dave Ellifrit,J,NA,San Juan Channel,48.4823341369629,-122.955833435059,48.4705009460449,-122.960670471191,"Dave received a call from Lodie saying that her neighbor was seeing a few orcas off of Eagle Point. There was also a report of J pod off Fisherman Bay in San Juan Channel. Dave then headed down to the boat and left Snug Harbor in “Orcinus” at 1120. Dave decided to head down the west side of San Juan Island first to see if he could find the whales off Eagle Point. Haro Strait was a little breezy and no whales were found on the way down so “Orcinus” headed through Cattle Pass and up San Juan Channel. J pod was still a little south of Fisherman Bay and the encounter began at 1228. The J11s, J14s, J17s, and J19s were in a tight group moving slowly south. Since J pod appeared to be resting and were not arching enough for good ID photos, Dave stayed for three series of surfacings to make sure all were photographed before deciding to go look for the remaining whales. The J16s were likely the whales seen off Eagle Pt. and they were still out there somewhere in southern Haro Strait. “Orcinus” headed back out of Cattle Pass and searched southwest past Salmon Bank. The seas were a bit lumpy which made sighting things difficult but Dave slogged on to about halfway between Salmon and Hein banks before heading back toward South Beach. After not finding anything, Dave returned to the J pod whales in San Juan Channel by about 1350. J pod had split up some more with the smaller group near Harbor Rock off Cape San Juan. This was the J14s and the J22s, who had shown up from somewhere. The J14s and J22s began some rather intense milling a little east of Harbor Rock. It was unclear whether they were fishing or something else was going on but they eventually moved around Cape San Juan toward Cattle Pass. While this group was milling, the J11s, J17s, and J19s had started coming back from a little ways to the north. They arrived to the same area and, after surfacing from a long dive, also began milling. This was a more relaxed and indecisive milling with several whales briefly logging at the surface. The whales became non-directional and milled about for several series of surfacings. Finally, after a long dive, they committed south and all came up together pointed south out of the pass. The encounter ended there at 1430. After “Orcinus” had left, it was reported that the J16s had shown up off Whale Rock.",21238/ DFO SARA 388,https://whaleresearch.wixsite.com/2023encounters/2023-15
2023,2023-04-10,1,64,03:24:00,06:03:00,9540s (~2.65 hours),Orcinus,"Dave Ellifrit, Michael Weiss,Federica Spina, Molly Henling",Transients,NA,Haro Strait and Spieden Channel,48.5741653442383,-123.171333312988,48.6496658325195,-123.163833618164,"San Juan Island was socked in with fog for most of the day. In the afternoon, as the fog began to lift, the team heard reports over the radio of a group of whales on the west side, heading north from San Juan County Park. The team ran down to the beach, where they photographed the whales as they swam past very close to shore. The team IDed the whales as the T49As, without T49A1 or T49A2. The team met up at Snug to see if they could get some drone footage of the whales, and got off the dock at 15:24. When the team left Snug, the whales were hunting a seal just outside the harbor in Mitchell Bay. The team launched the drone and observed the whales processing and sharing their kill, before heading north towards Open Bay. The whales picked up speed and rounded Kellet Bluff, heading up Henry Island. They cut inshore of Battleship, taking a moment to rest in a kelp bed before heading east through Spieden Channel. The whales slowly made their way past Barren Island and Davison Head, before taking a turn and heading northeast towards Green Point. The team saw that there were several Steller sea lions on the point, and hoped the whales might attempt a hunt. However, after approaching the south side of Spieden, the whales made a turn and headed back west along the Spieden shoreline, making a few harbor seal kills as they went. As the whales passed Sentinel Rock, the group split, with T49A, T49A3, and T49A6 moving further west while T49A4 and T49A5 hunted together to the east. The trio reached Danger Shoal and then turned back around to meet up with the other two. After meeting back up, the whales headed towards the western tip of Spieden. T49A6 went off on his own back east, before porpoising back towards the rest of the group. As the main group rounded Spieden, they happened upon a seal in the shallows. The whales swiped at the seal and attempted to catch it, but the lucky seal managed to hurl itself out of the water and onto the safety of the rock. T49A6 followed behind a couple minutes later, apparently eager to catch up with the rest of the family. The whales spread out and milled near Spieden Bluff. As the light started to fade, the team ended the encounter at 18:03 and headed home.",27038/ DFO SARA 388,https://whaleresearch.wixsite.com/2023encounters/2023-64
2023,2023-04-08,1,14,04:22:00,05:45:00,4980s (~1.38 hours),Mike 1,"Mark Malleson,Brendon Bissonnette","J, L",NA,East Sooke,48.3108329772949,-123.664001464844,48.300666809082,-123.747329711914,"While out scanning the western Strait of Juan de Fuca from shore at Sheringham Point, at ~ 1400, Mark received a report that the Southern Resident killer whales who were seen traveling east into rough seas earlier in the day had flipped and were now heading west into calmer water. Mark quickly rushed back to Victoria and met Brendon at the dock, and they departed on Mike 1 at 1529. 
The encounter began at 1622 when Mark spotted the first pair of whales east of Secretary Island. Brendon identified these whales as L72 and her son, L105. These two were part of a subgroup of L pod encountered off Monterey Bay, California, along with members of K pod on March 18th. Mark and Brendon soon spotted more fins up ahead and to the south, leading them to believe that more than one pod was present. They decided to work their way ahead to the nearest animals, which proved to be another mother-son pair, L91, and L122. From there, the closest and largest group could be seen several hundred meters to the south, so they ventured over, and Brendon identified two mixed groups: one containing J40, J45, L83, L110, and L115, while the other group consisted of the L4s (minus L55, L109 & L118), J35s and J44. Soon, the two groups merged into one large social band with spy hops and tail-slaps. L115 was noted to be particularly animated and breached three times in quick succession.
After photographing and identifying these animals, Mark and Brendon moved to a small trailing group, which turned out to be J16, J26, and J42. Missing matriline member, J36, was later encountered a couple of hundred meters away alongside J53. 
Mark and Brendon could see more blows to the northeast and a few animals to the southeast, and the decision was made to move to the lead animals, which were identified as the J19s. They could not see any blows ahead of them and concluded that the rest of the unidentified whales in their survey were likely sprinkled throughout the already-observed whales, simply in smaller units. As Mike 1 ventured eastwards, Brendon spotted two more groupings to the southeast. The first group turned out to be a boisterous pairing of J39 and L109. The next set of whales were the J22s and J37s, trailing slightly behind the two sprouting bulls. 
Mark decided to take one last look at a lone whale nearby in the hopes that the animal was not previously identified, and luck was on their side as Brendon identified the female as J46. After a quick proof-of-presence photo, they ended the encounter with the westbound whales south of Sooke at 1745 and began making way for Victoria in a waning southeasterly wind.",21238/ DFO SARA 388,https://whaleresearch.wixsite.com/2023encounters/2023-14
2023,2023-03-25,1,13,09:30:00,02:55:00,-23700s (~-6.58 hours),Orcinus,Dave Ellifrit,J,NA,Haro Strait,48.5881652832031,-123.203163146973,48.7113342285156,-123.272163391113,"After receiving reports of J pod in Haro Strait from various sources, Dave headed down to Snug Harbor and left in the boat at 0930. About ten minutes later the first whales were found off Kellett Bluff and the encounter began 0940. J22, J41, and J58 were all milling and foraging off the bluff, spread out at first but they eventually came together to mill and possibly share a fish. The SR3 research vessel “Helen” reported that J19 and J40 were several hundred yards north of the whales off the bluff but Dave was never able to make it to them. After J22, J41, and J58 finally moved on toward the north end of Henry Island, there was a big gap between groups heading north. It was over 25 minutes before the next group began rolling around the south end of Kellett Bluff. This was the J31s, J35, J57, and J46. They hugged the bluff before oozing offshore and spreading out a little north of the bird rookery. J46, J56, and J57 remained tight and were socializing as they moved north. J31 and J35 would occasionally move off for brief periods before moving back to the socializing threesome. Once Dave was finished with this group, other whales were hard to find and it was another ten minutes before J27 was spotted more than a half mile west out in the strait. Another whale was several hundred yards to the northwest of J27. This was J44. J27 and J44 once came loosely together briefly before spreading out again as they traveled up Haro. And then whales became really hard to find. The very few whales in sight had already been photographed and more were not materializing. After a heads up almost an hour later about some whales all the way over on the Canadian side south of Gooch Island, that was the next place to go. There were a few spread out whales in the area with J37 and J59 being most obvious. J49 was also around but he soon disappeared. There was another female in the general vicinity of the J37s and this was J16. J16 briefly came tightly together with J37 and J59 as they headed north before moving away again. J42 was also seen in the distance to the north. Reports of whales heading up the Stuart Island shoreline drew Dave back across the strait to the American side. All three of the J35s were encountered in a tight group on the way back across and were at least three quarters of a mile west of Turn Point. J36 was also somewhere in the general area heading north by herself. After another half hour gap between whales, J26 appeared northwest of Turn Point. He actively chased a salmon for about five minutes before catching it and turning back north. About ten minutes later, J27 brought up the rear heading slowly north by himself. All of J pod seemed to have moved north towards Swanson Channel by that point and the encounter ended at 1455 mid-Haro Strait a little south of the south end of Swanson Channel.",21238/ DFO SARA 388,https://whaleresearch.wixsite.com/2023encounters/2023-13
2023,2023-03-23,1,12,12:55:00,02:51:00,-36240s (~-10.07 hours),Orcinus,"Dave Ellifrit,Katie Jones",Transients,NA,Boundary Pass and Spieden Channel,48.6575012207031,-123.13200378418,48.6241683959961,-123.11499786377,"Dave was working in the photo-ID office again when he heard over the radio that Mark, again, had found a big batch of Bigg’s killer whales heading east on the north side of Stuart Island. The day was pretty breezy out of the southeast but there might be a lee up there so Dave called Katie and they met at Snug Harbor. Leaving the harbor at about 1225, we headed east in the relatively calm Spieden Channel and rounded Green Point which was lumpy with tidal action as expected. The seas were building in San Juan Channel but were relatively calm north of Spieden Channel. We got on scene at 1255 north of the east end of Johns Island. Mark had reported that T19, T19B, the T34s, T37, the T37Bs, and the T49As (minus T49A2) were present and they were in three groups when we got there. The T34s and T37s were in the lead in a tight group heading southeast into what used to be relatively calm seas but was now a 1-2 ft. lump that could get cameras wet. T19B and T49A1 were following the T34s and T37s by about fifty yards. Another group that included the rest of the T49As (minus T49A2 who was not present) and T19 were traveling in the same direction several hundred yards to the north-northwest of the others. As the front group made its way toward the east end of Spieden Island, they turned inshore toward it. We then moved over to get shots of the T49As and T19 group. They continued southeast for a while before they turned east and pointed toward the area north of Flattop Island. This group appeared to be spreading out a little and were perhaps going to begin foraging so we headed back toward the other whales closer to Spieden. T19B and T49A1 were still together and steaming southeast into a stiff breeze. The T34s and T37s had stalled a little and were now behind T19B and T49A1. They were tight and lingering at surface before circling the boat and going on a long dive. The whole group was down for almost seven minutes before surfacing a couple of hundred yards away right on the shoreline of northeast Spieden Island. They were now in hunt mode as two large but scared Steller sea lions immediately hopped out of the water onto the shoreline near the whales. The T34s and T37s then committed to heading toward Green Point. T49A1 and T19B also started charging that direction. The T49As and T19 also reappeared heading back toward Green Point too. All the whales had rounded Green Point by about 1410 and were heading southwest towards the north shoreline of San Juan Island. The T34s and T37s were in the lead again with T19B and T49A1 following. At about 1415, the T34s and T37s began milling like they had something off the San Juan Island shoreline in eastern Spieden Channel. We soon saw they had a Steller sea lion and the attack began. The T19s and T49As must have dropped back further to the northeast into the sloppier seas as we lost track of them while we observed the T34s and T37s attack the sea lion. The T34s and T37s continued to beat up the sea lion in a slightly unspectacular manner for nearly a half hour before subduing it. There was some milling while T37 did a belly flop and there was a big spyhop by another whale. The T34s and T37s then began moving back east toward San Juan Channel so we ended the encounter there at 1450.",21238/ DFO SARA 388,https://whaleresearch.wixsite.com/2023encounters/2023-12
2023,2023-03-22,1,11,08:12:00,08:55:00,2580s (~43 minutes),Mike 1,"Mark Malleson,Brendon Bissonnette",Transients,NA,Victoria Harbor,48.4198341369629,-123.393333435059,48.4025001525879,-123.413497924805,"At 0640, Mark received a report from a neighbour that some killer whales had passed by Harling Point at 0640 and was heading west for Victoria Harbour. He met Brendon at Mike 1, and they left the dock at 0803. While taxiing out of the inner harbour, Mark received another report that the whales had been re-sighted, this time inside the mouth of the outer harbour. Upon rounding the marker at Shoal Point, Mark and Brendon spotted the dorsal fin of a large bull abeam of McLoughlin Point, and the encounter began at 0812.
The first whale to surface was T049C, a 25-year-old bull with a history of visiting Victoria's harbour. Moments later, a sprouter surfaced nearby, and Brendon identified him as T049A2, the 16-year-old nephew of T049C. This pair has been observed traveling together on several occasions in the past and had recently been sighted the day before heading west in the San Juan Islands. 
On March 13th, CWR staff observed T049A2 with his older brother, T049A1, heading north past Ten Mile Point (see Encounter 9)/
Over the course of the next couple of surfacings, the two whales began angling east towards the Ogden Point cruise ship terminal, situated next to Victoria harbour's breakwater. Mike 1 trolled over to join them as a few gulls flocked to the previous location of the whales, suggesting that a successful predation had likely taken place and they were prey sharing as they crossed to the east side of the harbour. T049A2 and T049C briefly investigated the cruise ship terminal before doubling back and rounding the end of the breakwater. T049A2 emerged in a large spyhop once the pair had pushed slightly offshore. The team spotted blood in the water at 0846 and watched as the two whales made short work of a second presumed seal kill. 
After shadowing the whales ~1 nm to the southwest of the breakwater, Mark and Brendon decided to end the encounter at 0857, leaving T049A2 and T049C on a southwesterly track towards Race Rocks.
* The pair were later observed making it slightly northeast of Race Rocks before they turned back towards Victoria harbour, headed east along Victoria's waterfront, and turned north through Oak Bay before turning back south on their reciprocal heading when they were slightly north of Ten Mile Point.",21238/ DFO SARA 388,https://whaleresearch.wixsite.com/2023encounters/2023-11
2023,2023-03-21,1,10,01:06:00,02:45:00,5940s (~1.65 hours),Orcinus,Dave Ellifrit,Transients,NA,Sidney Channel and lower Gulf Islands,48.5568351745605,-123.280830383301,48.6691665649414,-123.352836608887,"Dave was working in CWR’s photo-ID office when he heard over the radio that Mark Malleson had found a small group of transients (T87 and the T124A2s) heading north off Gordon Head on his way home from a PoW trip. Dave ran down to Snug Harbor and left in the boat at 1245. Mark stuck around long enough for “Orcinus” to arrive on scene off the southwest corner of D’Arcy Island and the encounter started at 1306. T87 and the T124A2s were traveling northwest towards the James Island side of Sidney Channel. They were traveling in a mostly tight formation although occasionally an individual would drift a ways away before coming back. Long dives were usually in the 5-7 minute range. There was one instance of milling off of the southeast side of James Island but it was uncertain whether they got something there. The four whales continued northwest up Sidney Channel on the James Island side. Once north of James Island, the group turned north and traveled in the direction of Moresby Island. The whales passed the tip of Sidney Spit and were approaching the west end of Forrest Island when they went on a long dive. After five minutes or so, T124A2A came up for a few non-directional surfacings by himself. Then he went down again and T124A2 began surfacing by herself. When T124A2 went back down on a long dive, T124A2B began surfacing. T87 surfaced a couple hundred yards to the northwest but he turned around and came slowly back towards where the T124A2s were milling. It was obvious they had a seal pinned on the bottom there. T124A2 charged briefly to the west while T87 did a half breach and followed it up with a tail lob. A kill must have been made as the four whales came back together and began heading north again. While the prey was never seen, there was a strong whiff of blubber oil as they whales passed by (and under) the boat. The foursome seemed to be prey sharing and there was one quick spyhop out of T124A2B. The encounter ended at 1445 as the whales looked like they were angling northwest around the corner of Dock Island. Later, Dave was already back on shore and running errands when he received a report of another group probable Bigg’s heading north off of Lime Kiln. Mark, who was at the end of his afternoon trip, planned to find these whales on his way home. Dave made it to the Snug Harbor parking lot where he read a text from Mark saying he had found the T99s close in to Bellevue Point. Thinking maybe there would be potential for a decent pass-by from the deck, Dave headed to CWR. Dave alerted Kelley and the two of them were talking on the deck while waiting for something to show up. Mark had left already and there no signs of any whales coming. While chatting, Kelley and Dave were distracted by the flop and splash of what we thought might have been a flatfish or rockfish (something brown and fish-like, not a mink) closer to the beach than the reef. Right afterwards, a series of small fluke prints appeared in quick succession pointed away from shore. Then more small fluke prints appeared heading north. Finally, after some moments of confusion over what was happening, a small whale surfaced behind the trees (luckily no leaves yet). This was T99D but his wake was being paralleled by calf-sized fluke prints. It really looked like the youngest members of the T99s may have been chasing a bottom fish. T99 came up nearby T99D heading north while T99B was milling and logging just north of CWR. T99C was further offshore. All the T99s headed north and were out of sight by 1625.",21238/ DFO SARA 388,https://whaleresearch.wixsite.com/2023encounters/2023-10
2023,2023-03-13,1,9,05:50:00,06:32:00,2520s (~42 minutes),Mike 1,Mark Malleson,Transients,NA,Ten Mile Point,48.4729995727539,-123.279502868652,48.5258331298828,-123.295829772949,"At 1640 Mark received a shore-based report of two or three eastbound killer whales passing the shoreline along the Victoria Golf Course in Oak Bay. He alerted Joe, and they set out to catch up to the animals on Mike 1. Subsequent reports put the whales through Baynes Channel and traveling north offshore of Ten Mile Point, where Mark and Joe arrived on scene with two bulls approaching the Johnstone Reef marker at 1750. 
They quickly confirmed the two were, in fact, brothers T049A1 and T049A2, who do not often travel with their mother and four younger siblings. As wandering bulls, they are sometimes encountered together and sometimes alone or with other matrilines. Interestingly, T049A2 dispersed much earlier than his elder brother. T049A1’s most recently documented foray into the Salish Sea was with the T124A2 matriline in Puget Sound in February, while T049A2 was last observed here when the pair were together in the Strait of Georgia throughout January.
The two whales were traveling north across Johnstone Reef when Mike 1 reached them and continued on toward Zero Rock throughout the encounter. They averaged five knots and, for 10-12 minutes in the middle of the encounter, were traveling shoulder to shoulder. They passed west of the Zero Rock marker, and with no sign of predation at the frequent seal haul out, Mark and Joe ended the encounter at 1832 and headed for home, the whales still making good time north, now aiming at Sidney Channel.",21238/ DFO SARA 388,https://whaleresearch.wixsite.com/2023encounters/2023-09
2023,2023-03-08,1,8,01:29:00,02:37:00,4080s (~1.13 hours),Mike 1,Mark Malleson,Transients,NA,Boundary Pass,48.714168548584,-123.12816619873,48.6988334655762,-123.131164550781,"Mark left Victoria harbour at 1145, tempted to head north to follow up on a 0729 shore sighting from his friend and colleague Rachelle Hayden. She saw a large group of killer whales heading southeast and spread out in the Strait of Georgia a few miles northeast of the east entrance to Active Pass. With a logical assumption that it would be J pod with a large spread out group, less than two hours later, at 1018, she confirmed that it was not by spotting all of J pod northbound as they went into Porlier Pass from Trincomali Channel. As Mark got up to speed once he exited Victoria Harbour, he received a report at 1156 that Bigg's were being heard on the SIMRES (Saturna Island Marine Research and Education Society) hydrophone at Saturna Island, so he decided to commit to a search into Boundary Pass to look for them. At 1339 Mark stopped for a binocular scan once he was northeast of Turn Point and spotted several blows and dorsal fins in the middle of Boundary Pass. There were many animals fairly spread out and nondirectional but seemed quite animated, especially the juveniles who were playing with each other and zig-zagging around as the rest of the animals could be seen in several groups making up what looked like well over 20 individuals in total. The first bull that Mark saw looked like T060C but was soon confirmed as the 23-year-old T123A, who has a similar fin shape and almost identical notch in the trailing edge of the top third of his fin. As Mark had seen the T060s a few days ago on March 3, with the T109B's, he had them on his brain! The 21-year-old bull T002C1 also appeared, and a third bull, 31-year-old T124C, was out on the periphery of the aggregation of the animals. The distinctive fin of T037 was seen, so Mark figured the T034's were likely there with the rest of the old gal's team, the T037B's. Soon, T034 paraded past Mike 1 in tandem with the very distinctive nicked-up fin of T099B. T036A1 then appeared with her distinctive nicks in her fin, so the list added up to close to 30 individuals! Four young ones under two years old were in the mix: T002C5, T036A5, T099E, and the newest one, just a few months old, T037B3. Mark decided to end the encounter at 1437 as a couple of the commercial whale watch boats had arrived, and he felt he had proof of presence of all matrilines present. He heard later that the T002Cs had split from the group and were last seen hunting porpoises in San Juan Channel while the rest of the group were generally still milling about in the middle of Boundary Pass. After further review of the roll call, it turned out to be a count of 27 individuals! A true Bigg's Fest.",21238/ DFO SARA 388,https://whaleresearch.wixsite.com/2023encounters/2023-08
2023,2023-03-03,1,7,10:05:00,12:00:00,6900s (~1.92 hours),Mike 1,"Mark Malleson,Joe Zelwietro",Transients,NA,Chain Islands,48.4253349304199,-123.276168823242,48.3928337097168,-123.297996520996,"Mark received word early in the morning that a large group of killer whales, including one bull and several young animals, was approaching Ten Mile Point along the Saanich, BC waterfront. He met Joe at the boat, and with Fin in tow they departed Victoria just after 0930. As they approached Oak Bay, the crew stopped for a scan and Mark instantly spotted some blows along the north edge of the Chain Islets. The encounter began at 1005 as the whales turned south and passed through the Chain Islets. They were quite animated at the surface, and at first glance it appeared that the bull was T060C and that he and family were travelling with at least one other matriline. Sure enough, photos quickly revealed T002B and the T109Bs! The T109Bs are rare visitors to the Salish Sea, though they are not uncommon in September in recent years. T002B is a wandering female who spends much of her time travelling with the T060 matriline, though she spent most of the ensuing encounter alongside T109B and her youngsters. The whales passed close to Great Chain, but seemed more interested in socializing than foraging. Though it is possible they nabbed a harbour seal against the rocks in the commotion of surface-active behaviour, no obvious predation was observed, nor was there any period of prey-sharing. The animals made their way southwest from the rocks toward Trial Island, where a building flood current left them treading water for the next little while. The youngest three, T060G, T109B4 and T109B5 consistently surfaced ahead of the others after a dive sequence, and were quite playful, while T060C and T060F were together to the eastern periphery of the group for most of the encounter. Mark and Joe dropped back to shadow the animals at a distance for the next 40-50 minutes in hopes of documenting a predation or other behaviour change, but with no sign of any and building southeasterly seas they ended the encounter at noon and headed home. The whales had not yet reached Trial Island, though later reports from commercial whale-watchers placed them nearing Constance Bank by 1400, still meandering southwest.",21238/ DFO SARA 388,https://whaleresearch.wixsite.com/2023encounters/2023-07
