Category: Nature,Category: Type,Category: Reporting Level,Location: Suburb
Animal,Attack,Attack On An Animal,TINGALPA
Animal,Dog,,INALA
Animal,Attack,Attack On A Person,JINDALEE
Animal,Dog,Fencing Issues,BRACKEN RIDGE
Animal,Dog,Defecating In Public,EVERTON PARK
Animal,Dog,Odour,NORTHGATE
Animal,Cat Trapping,,INALA
Animal,Attack,Not An Attack,WYNNUM WEST
Animal,Other Animal,Odour,ELLEN GROVE
Animal,Other Animal,Fox,FIG TREE POCKET
Animal,Cat Trapping,,INALA
Animal,Attack,Attack On A Person,WYNNUM WEST
Animal,Cat Trapping,,HOLLAND PARK
Animal,Attack,Attack On A Person,CARINDALE
Animal,Attack,Not An Attack,FIG TREE POCKET
Animal,Dog,Fencing Issues,GORDON PARK
Animal,Cat Trapping,,ANNERLEY
Animal,Dog,Fencing Issues,CHERMSIDE
Animal,Attack,Attack On An Animal,MCDOWALL
Animal,Attack,Menacing,FOREST LAKE
Animal,Other Animal,Fencing Issues,STAFFORD HEIGHTS
Animal,Other Animal,Nuisance Animal,MURARRIE
Animal,Attack,Menacing,BRIGHTON
Animal,Attack,Attack On A Person,BARDON
Animal,Attack,Attack On A Person,COOPERS PLAINS
Animal,Dog,Too Many Animals,BANYO
Animal,Attack,Attack On An Animal,CAMP HILL
Animal,Dog,Too Many Animals,CARINDALE
Animal,Dog,Fencing Issues,ACACIA RIDGE
Animal,Other Animal,Nuisance Animal,BULIMBA
Animal,Attack,Attack On A Person,KHOLO
Animal,Cat Trapping,,STAFFORD HEIGHTS
Animal,Other Animal,Deer,PULLENVALE
Animal,Attack,Attack On An Animal,BRIGHTON
Animal,Dog,Fencing Issues,CARSELDINE
Animal,Attack,Not An Attack,KANGAROO POINT
Animal,Dog,Too Many Animals,NEWMARKET
Animal,Dog,Defecating In Public,HEMMANT
Animal,Other Animal,Fox,HOLLAND PARK
Animal,Attack,Attack On A Person,BULIMBA
Animal,Cat Trapping,,ENOGGERA
Animal,Cat,,WYNNUM WEST
Animal,Attack,Not An Attack,WYNNUM
Animal,Attack,Not An Attack,PADDINGTON
Animal,Cat,,WYNNUM WEST
Animal,Cat,,WYNNUM WEST
Animal,Dog,Too Many Animals,MITCHELTON
Animal,Dog,Fencing Issues,KANGAROO POINT
Animal,Dog,Unregistered,LOTA
Animal,Dog,Fencing Issues,LOTA
Animal,Other Animal,Pest / Feral Animal,WOOLLOONGABBA
Animal,Dog,Fencing Issues,BRACKEN RIDGE
Animal,Other Animal,Fox,CANNON HILL
Animal,Dog,Fencing Issues,WINDSOR
Animal,Dog,Fencing Issues,WINDSOR
Animal,Dog,Fencing Issues,GEEBUNG
Animal,Dog,Fencing Issues,ZILLMERE
Animal,Dog,Fencing Issues,DUTTON PARK
Animal,Attack,Attack On A Person,UPPER MOUNT GRAVATT
Animal,Other Animal,Nuisance Animal,BRIGHTON
Animal,Other Animal,Fox,KHOLO
Animal,Attack,Not An Attack,WYNNUM WEST
Animal,Attack,Menacing,NEW FARM
Animal,Attack,Attack On An Animal,ST LUCIA
Animal,Other Animal,Nuisance Animal,NUDGEE BEACH
Animal,Attack,Attack On A Person,BANYO
Animal,Dog,Fencing Issues,PALLARA
Animal,Dog,Defecating In Public,TENERIFFE
Animal,Other Animal,Nuisance Animal,WYNNUM
Animal,Dog,Too Many Animals,EAST BRISBANE
Animal,Dog,Fencing Issues,SPRING HILL
Animal,Attack,Attack On A Person,FOREST LAKE
Animal,Dog,Too Many Animals,SANDGATE
Animal,Attack,Menacing,WEST END
Animal,Attack,Attack On An Animal,EVERTON PARK
Animal,Attack,Not An Attack,COORPAROO
Animal,Attack,Attack On A Person,WYNNUM WEST
Animal,Attack,Menacing,VIRGINIA
Animal,Dog,Defecating In Public,ANNERLEY
Animal,Other Animal,Fencing Issues,BANYO
Animal,Dog,Fencing Issues,INALA
Animal,Dog,Fencing Issues,INALA
Animal,Dog,Too Many Animals,TOOWONG
Animal,Attack,Menacing,NUNDAH
Animal,Dog,Fencing Issues,ROCHEDALE
Animal,Attack,Not An Attack,ELLEN GROVE
Animal,Cat,,ASPLEY
Animal,Dog,Unregistered,MOGGILL
Animal,Dog,Too Many Animals,GORDON PARK
Animal,Cat Trapping,,BOWEN HILLS
Animal,Attack,Attack On An Animal,CARINA HEIGHTS
Animal,Dog,Fencing Issues,CARINA HEIGHTS
Animal,Attack,Attack On An Animal,GRANGE
Animal,Dog,Fencing Issues,MANSFIELD
Animal,Attack,Attack On A Person,ST LUCIA
Animal,Dog,Defecating In Public,HIGHGATE HILL
Animal,Dog,Fencing Issues,DEAGON
Animal,Dog,Fencing Issues,MITCHELTON
Animal,Dog,Fencing Issues,STAFFORD HEIGHTS
Animal,Cat Trapping,,STAFFORD HEIGHTS
Animal,Dog,Too Many Animals,ANSTEAD
Animal,Attack,Attack On An Animal,MCDOWALL
Animal,Attack,Attack On An Animal,EVERTON PARK
Animal,Other Animal,Nuisance Animal,FOREST LAKE
Animal,Dog,Fencing Issues,EIGHT MILE PLAINS
Animal,Attack,Attack On An Animal,FERNY GROVE
Animal,Attack,Attack On An Animal,STAFFORD HEIGHTS
Animal,Attack,Attack On A Person,MOUNT OMMANEY
Animal,Attack,Attack On A Person,VIRGINIA
Animal,Dog,Fencing Issues,MOUNT GRAVATT
Animal,Attack,Attack On A Person,CHELMER
Animal,Dog,Fencing Issues,WOOLLOONGABBA
Animal,Dog,Odour,FOREST LAKE
Animal,Attack,Not An Attack,FOREST LAKE
Animal,Attack,Attack On A Person,MOGGILL
Animal,Attack,Attack On A Person,NEWSTEAD
Animal,Cat Trapping,,KENMORE
Animal,Attack,Attack On A Person,SANDGATE
Animal,Dog,Defecating In Public,VIRGINIA
Animal,Other Animal,Deer,JINDALEE
Animal,Dog,Unregistered,SANDGATE
Animal,Dog,Fencing Issues,HEMMANT
Animal,Cat Trapping,,CANNON HILL
Animal,Dog,Odour,CARINDALE
Animal,Attack,Not An Attack,MITCHELTON
Animal,Attack,Attack On An Animal,MANLY WEST
Animal,Dog,Defecating In Public,CLAYFIELD
Animal,Dog,Defecating In Public,HENDRA
Animal,Other Animal,Fox,
Animal,Other Animal,Fox,
Animal,Dog,Fencing Issues,WESTLAKE
Animal,Cat Trapping,,SUNNYBANK
Animal,Attack,Menacing,DARRA
Animal,Dog,Too Many Animals,GREENSLOPES
Animal,Attack,Attack On An Animal,LOTA
Animal,Attack,Attack On An Animal,CARINA
Animal,Cat,,UPPER MOUNT GRAVATT
Animal,Cat Trapping,,FOREST LAKE
Animal,Cat Trapping,,UPPER MOUNT GRAVATT
Animal,Attack,Not An Attack,ROBERTSON
Animal,Attack,Attack On An Animal,CHELMER
Animal,Dog,Fencing Issues,CAMP HILL
Animal,Attack,Attack On An Animal,CHERMSIDE
Animal,Cat Trapping,,SALISBURY
Animal,Attack,Attack On An Animal,BRIGHTON
Animal,Attack,Attack On An Animal,THE GAP
Animal,Dog,Fencing Issues,ELLEN GROVE
Animal,Dog,Fencing Issues,PADDINGTON
Animal,Dog,Fencing Issues,NORMAN PARK
Animal,Dog,Too Many Animals,NORMAN PARK
Animal,Other Animal,Fox,CAMP HILL
Animal,Attack,Attack On A Person,SUNNYBANK
Animal,Dog,Fencing Issues,RIVERHILLS
Animal,Dog,Fencing Issues,KEPERRA
Animal,Dog,Unregistered,MITCHELTON
Animal,Dog,Fencing Issues,ENOGGERA
Animal,Cat Trapping,,STAFFORD
Animal,Dog,Too Many Animals,CARINDALE
Animal,Dog,Defecating In Public,STRETTON
Animal,Dog,Defecating In Public,STRETTON
Animal,Dog,Odour,BELMONT
Animal,Attack,Attack On An Animal,INDOOROOPILLY
Animal,Other Animal,,ACACIA RIDGE
Animal,Attack,Not An Attack,HOLLAND PARK
Animal,Attack,Menacing,NUDGEE
Animal,Dog,Defecating In Public,THE GAP
Animal,Dog,Unregistered,INALA
Animal,Attack,Not An Attack,FOREST LAKE
Animal,Other Animal,Nuisance Animal,HENDRA
Animal,Attack,Attack On A Person,ZILLMERE
Animal,Cat,,SUNNYBANK
Animal,Attack,Attack On An Animal,HEMMANT
Animal,Dog,Fencing Issues,CARINA HEIGHTS
Animal,Dog,Defecating In Public,MOOROOKA
Animal,Cat Trapping,,KEPERRA
Animal,Other Animal,Nuisance Animal,MOUNT GRAVATT EAST
Animal,Dog,Fencing Issues,MORNINGSIDE
Animal,Other Animal,Deer,PULLENVALE
Animal,Cat Trapping,,COOPERS PLAINS
Animal,Attack,Attack On An Animal,BRIGHTON
Animal,Dog,,KURABY
Animal,Cat,,KURABY
Animal,Dog,Fencing Issues,UPPER MOUNT GRAVATT
Animal,Dog,Fencing Issues,ANNERLEY
Animal,Dog,Too Many Animals,FOREST LAKE
Animal,Attack,Attack On An Animal,ASPLEY
Animal,Dog,Fencing Issues,FIG TREE POCKET
Animal,Dog,Defecating In Public,ACACIA RIDGE
Animal,Dog,Defecating In Public,ACACIA RIDGE
Animal,Dog,Fencing Issues,CHERMSIDE
Animal,Attack,Attack On A Person,SUNNYBANK
Animal,Attack,Attack On An Animal,WYNNUM
Animal,Attack,Attack On An Animal,MORNINGSIDE
Animal,Other Animal,Deer,PULLENVALE
Animal,Dog,Fencing Issues,STAFFORD HEIGHTS
Animal,Dog,Fencing Issues,SEVENTEEN MILE ROCKS
Animal,Attack,Attack On A Person,ELLEN GROVE
Animal,Other Animal,Fox,WYNNUM
Animal,Cat,,FOREST LAKE
Animal,Cat Trapping,,WYNNUM
Animal,Dog,Fencing Issues,BRIGHTON
Animal,Attack,Attack On An Animal,SEVEN HILLS
Animal,Other Animal,Nuisance Animal,SUNNYBANK HILLS
Animal,Attack,Attack On An Animal,BRIGHTON
Animal,Dog,Fencing Issues,EIGHT MILE PLAINS
Animal,Dog,Unregistered,SUNNYBANK HILLS
Animal,Other Animal,Pest / Feral Animal,WOOLLOONGABBA
Animal,Attack,Attack On An Animal,INALA
Animal,Attack,Not An Attack,INALA
Animal,Dog,Fencing Issues,KENMORE
Animal,Attack,Attack On An Animal,THE GAP
Animal,Attack,Attack On A Person,SUNNYBANK HILLS
Animal,Attack,Attack On An Animal,DEAGON
Animal,Other Animal,Too Many Animals,INALA
Animal,Dog,Too Many Animals,CARINDALE
Animal,Other Animal,Pest / Feral Animal,RUNCORN
Animal,Cat,,CHERMSIDE WEST
Animal,Dog,Too Many Animals,SEVEN HILLS
Animal,Dog,Too Many Animals,WYNNUM
Animal,Attack,Dangerous,JAMBOREE HEIGHTS
Animal,Dog,Defecating In Public,ELLEN GROVE
Animal,Dog,Defecating In Public,ELLEN GROVE
Animal,Attack,Attack On An Animal,PARKINSON
Animal,Dog,Fencing Issues,INALA
Animal,Dog,Too Many Animals,ROCKLEA
Animal,Dog,Defecating In Public,HOLLAND PARK WEST
Animal,Dog,Fencing Issues,KEPERRA
Animal,Dog,Fencing Issues,SUNNYBANK HILLS
Animal,Other Animal,Nuisance Animal,JAMBOREE HEIGHTS
Animal,Cat Trapping,,BANYO
Animal,Attack,Attack On A Person,SANDGATE
Animal,Other Animal,Rabbit,RED HILL
Animal,Other Animal,Fox,CAMP HILL
Animal,Attack,Not An Attack,DOOLANDELLA
Animal,Attack,Menacing,WINDSOR
Animal,Cat Trapping,,ENOGGERA
Animal,Other Animal,Fox,SALISBURY
Animal,Other Animal,Nuisance Animal,DURACK
Animal,Attack,Not An Attack,WYNNUM
Animal,Other Animal,Nuisance Animal,DURACK
Animal,Dog,Too Many Animals,FOREST LAKE
Animal,Dog,Defecating In Public,BOWEN HILLS
Animal,Attack,Attack On An Animal,COORPAROO
Animal,Dog,Fencing Issues,AUCHENFLOWER
Animal,Other Animal,Fox,FIG TREE POCKET
Animal,Other Animal,Fox,HOLLAND PARK
Animal,Other Animal,Pest / Feral Animal,ARCHERFIELD
Animal,Other Animal,Pest / Feral Animal,BOONDALL
Animal,Dog,Fencing Issues,KENMORE
Animal,Other Animal,Nuisance Animal,HOLLAND PARK
Animal,Other Animal,Fencing Issues,CHERMSIDE
Animal,Other Animal,Nuisance Animal,ALGESTER
Animal,Dog,Defecating In Public,WEST END
Animal,Attack,Attack On A Person,KEDRON
Animal,Dog,Fencing Issues,PALLARA
Animal,Dog,Unregistered,ASPLEY
Animal,Attack,Not An Attack,ASCOT
Animal,Dog,,YERONGA
Animal,Attack,Attack On A Person,CALAMVALE
Animal,Cat Trapping,,ANNERLEY
Animal,Attack,Attack On A Person,GRACEVILLE
Animal,Dog,Fencing Issues,WINDSOR
Animal,Dog,Fencing Issues,SANDGATE
Animal,Dog,Too Many Animals,WYNNUM
Animal,Dog,Fencing Issues,NUNDAH
Animal,Other Animal,Fox,FIG TREE POCKET
Animal,Other Animal,Deer,PULLENVALE
Animal,Dog,Fencing Issues,INALA
Animal,Cat Trapping,,BRACKEN RIDGE
Animal,Dog,Fencing Issues,FAIRFIELD
Animal,Other Animal,Fox,WYNNUM
Animal,Dog,Too Many Animals,NUDGEE BEACH
Animal,Attack,Attack On A Person,DEAGON
Animal,Attack,Attack On An Animal,MILTON
Animal,Attack,Dangerous,JAMBOREE HEIGHTS
Animal,Attack,Attack On A Person,PADDINGTON
Animal,Dog,Too Many Animals,FIG TREE POCKET
Animal,Dog,Too Many Animals,FIG TREE POCKET
Animal,Dog,Fencing Issues,ENOGGERA
Animal,Attack,Attack On An Animal,NEW FARM
Animal,Dog,Too Many Animals,EAST BRISBANE
Animal,Dog,Fencing Issues,INALA
Animal,Attack,Not An Attack,ROCKLEA
Animal,Dog,Fencing Issues,STAFFORD HEIGHTS
Animal,Dog,Defecating In Public,BELMONT
Animal,Dog,Defecating In Public,ELLEN GROVE
Animal,Other Animal,Nuisance Animal,NORTHGATE
Animal,Dog,Fencing Issues,BOWEN HILLS
Animal,Other Animal,Deer,KENMORE HILLS
Animal,Other Animal,Nuisance Animal,CANNON HILL
Animal,Cat,,CALAMVALE
Animal,Cat Trapping,,FAIRFIELD
Animal,Dog,Fencing Issues,PALLARA
Animal,Cat,,RIVERHILLS
Animal,Dog,Fencing Issues,NUDGEE
Animal,Other Animal,Fox,CHELMER
Animal,Attack,Attack On A Person,EAST BRISBANE
Animal,Cat Trapping,,KELVIN GROVE
Animal,Attack,Menacing,WYNNUM WEST
Animal,Other Animal,,UPPER BROOKFIELD
Animal,Dog,Fencing Issues,WESTLAKE
Animal,Attack,Menacing,BANYO
Animal,Attack,Not An Attack,ALGESTER
Animal,Attack,Attack On An Animal,MACGREGOR
Animal,Dog,Fencing Issues,BANYO
Animal,Dog,Fencing Issues,GREENSLOPES
Animal,Dog,Fencing Issues,BOONDALL
Animal,Dog,Unregistered,BARDON
Animal,Attack,Attack On An Animal,WYNNUM WEST
Animal,Dog,Defecating In Public,CAMP HILL
Animal,Dog,Fencing Issues,KEDRON
Animal,Attack,Dangerous,JAMBOREE HEIGHTS
Animal,Dog,Fencing Issues,ASPLEY
Animal,Other Animal,Deer,BROOKFIELD
Animal,Dog,Odour,TARRAGINDI
Animal,Cat Trapping,,BRACKEN RIDGE
Animal,Other Animal,Fencing Issues,HIGHGATE HILL
Animal,Attack,Attack On An Animal,BANYO
Animal,Dog,Too Many Animals,BULIMBA
Animal,Other Animal,,CORINDA
Animal,Attack,Attack On An Animal,CHERMSIDE WEST
Animal,Cat Trapping,,SUNNYBANK HILLS
Animal,Dog,Fencing Issues,LOTA
Animal,Attack,Not An Attack,GREENSLOPES
Animal,Dog,Fencing Issues,SALISBURY
Animal,Attack,Attack On A Person,ANSTEAD
Animal,Other Animal,Fox,KHOLO
Animal,Attack,Attack On An Animal,MURARRIE
Animal,Attack,Attack On A Person,DURACK
Animal,Other Animal,,COORPAROO
Animal,Cat,,MANLY WEST
Animal,Cat,,LUTWYCHE
Animal,Dog,Fencing Issues,INALA
Animal,Attack,Attack On An Animal,CARSELDINE
Animal,Cat Trapping,,CHERMSIDE WEST
Animal,Dog,Too Many Animals,TARRAGINDI
Animal,Attack,Not An Attack,CARINA
Animal,Attack,Attack On An Animal,RUNCORN
Animal,Dog,Defecating In Public,HIGHGATE HILL
Animal,Cat Trapping,,DARRA
Animal,Attack,Attack On A Person,INALA
Animal,Cat Trapping,,ALDERLEY
Animal,Dog,Fencing Issues,MOOROOKA
Animal,Attack,Attack On A Person,WYNNUM
Animal,Cat Trapping,,WOOLLOONGABBA
Animal,Attack,Attack On A Person,ASCOT
Animal,Dog,Unregistered,INALA
Animal,Other Animal,Deer,JINDALEE
Animal,Dog,Fencing Issues,TARINGA
Animal,Other Animal,Wild Dog,WACOL
Animal,Attack,Attack On A Person,FOREST LAKE
Animal,Dog,Fencing Issues,HIGHGATE HILL
Animal,Attack,Attack On An Animal,HOLLAND PARK WEST
Animal,Other Animal,,JINDALEE
Animal,Attack,Not An Attack,MOGGILL
Animal,Attack,Menacing,COOPERS PLAINS
Animal,Cat,,INALA
Animal,Attack,Attack On A Person,RUNCORN
Animal,Attack,Menacing,FOREST LAKE
Animal,Dog,Fencing Issues,ACACIA RIDGE
Animal,Dog,Fencing Issues,ACACIA RIDGE
Animal,Attack,Attack On A Person,SALISBURY
Animal,Cat Trapping,,ACACIA RIDGE
Animal,Other Animal,Fox,FOREST LAKE
Animal,Attack,Menacing,BRACKEN RIDGE
Animal,Other Animal,Nuisance Animal,ACACIA RIDGE
Animal,Dog,Fencing Issues,KARANA DOWNS
Animal,Dog,Fencing Issues,ASPLEY
Animal,Attack,Attack On An Animal,BANYO
Animal,Dog,,ANNERLEY
Animal,Attack,Not An Attack,MITCHELTON
Animal,Cat Trapping,,BURBANK
Animal,Attack,Not An Attack,WEST END
Animal,Attack,Not An Attack,ALDERLEY
Animal,Attack,Attack On An Animal,CARINA
Animal,Attack,Attack On An Animal,BRACKEN RIDGE
Animal,Dog,Fencing Issues,INALA
Animal,Dog,Fencing Issues,CARINA HEIGHTS
Animal,Dog,Fencing Issues,ACACIA RIDGE
Animal,Attack,Attack On A Person,ASHGROVE
Animal,Cat Trapping,,MOOROOKA
Animal,Other Animal,,MOUNT OMMANEY
Animal,Dog,,FIG TREE POCKET
Animal,Dog,Fencing Issues,PADDINGTON
Animal,Other Animal,Deer,MOUNT OMMANEY
Animal,Other Animal,Fox,KARANA DOWNS
Animal,Dog,,HIGHGATE HILL
Animal,Attack,Attack On An Animal,DEAGON
Animal,Dog,Fencing Issues,STAFFORD
Animal,Dog,Fencing Issues,CHERMSIDE
Animal,Attack,Attack On A Person,FAIRFIELD
Animal,Dog,Fencing Issues,WINDSOR
Animal,Cat Trapping,,BULIMBA
Animal,Cat Trapping,,WYNNUM WEST
Animal,Dog,Too Many Animals,KEPERRA
Animal,Other Animal,Nuisance Animal,ELLEN GROVE
Animal,Attack,Not An Attack,CARINA
Animal,Attack,Not An Attack,JINDALEE
Animal,Attack,Attack On An Animal,FIG TREE POCKET
Animal,Attack,Attack On An Animal,DOOLANDELLA
Animal,Attack,Attack On An Animal,BRACKEN RIDGE
Animal,Dog,Fencing Issues,MITCHELTON
Animal,Attack,Menacing,STAFFORD HEIGHTS
Animal,Dog,Fencing Issues,GUMDALE
Animal,Dog,Fencing Issues,WOOLOOWIN
Animal,Dog,Fencing Issues,ASPLEY
Animal,Attack,Attack On An Animal,TARRAGINDI
Animal,Cat Trapping,,BELMONT
Animal,Cat Trapping,,INALA
Animal,Attack,Attack On A Person,MACKENZIE
Animal,Other Animal,Deer,MOUNT OMMANEY
Animal,Attack,Attack On An Animal,BALD HILLS
Animal,Dog,Unregistered,ELLEN GROVE
Animal,Attack,Attack On An Animal,OXLEY
Animal,Dog,Too Many Animals,KALINGA
Animal,Dog,Unregistered,DURACK
Animal,Dog,Fencing Issues,CANNON HILL
Animal,Cat Trapping,,CLAYFIELD
Animal,Other Animal,Defecating In Public,KURABY
Animal,Attack,Not An Attack,FOREST LAKE
Animal,Dog,Fencing Issues,MURARRIE
Animal,Cat,,OXLEY
Animal,Dog,Fencing Issues,GRACEVILLE
Animal,Attack,Attack On An Animal,MOOROOKA
Animal,Dog,Fencing Issues,CAMP HILL
Animal,Dog,Fencing Issues,MANLY WEST
Animal,Attack,Menacing,FOREST LAKE
Animal,Attack,Menacing,ZILLMERE
Animal,Dog,Too Many Animals,TENERIFFE
Animal,Attack,Attack On An Animal,MCDOWALL
Animal,Other Animal,Fox,PULLENVALE
Animal,Dog,Fencing Issues,RIVERHILLS
Animal,Other Animal,Fencing Issues,FOREST LAKE
Animal,Cat Trapping,,ENOGGERA
Animal,Attack,Not An Attack,MOUNT GRAVATT EAST
Animal,Attack,Attack On An Animal,SANDGATE
Animal,Attack,Attack On An Animal,BOONDALL
Animal,Cat Trapping,,CORINDA
Animal,Other Animal,Fox,NORMAN PARK
Animal,Attack,Menacing,BRACKEN RIDGE
Animal,Dog,Defecating In Public,FITZGIBBON
Animal,Attack,Attack On An Animal,INALA
Animal,Other Animal,Nuisance Animal,BULIMBA
Animal,Dog,,UPPER BROOKFIELD
Animal,Attack,Attack On A Person,DURACK
Animal,Dog,Unregistered,WYNNUM WEST
Animal,Attack,Not An Attack,MOGGILL
Animal,Dog,Too Many Animals,FIG TREE POCKET
Animal,Other Animal,Deer,PULLENVALE
Animal,Attack,Attack On An Animal,THE GAP
Animal,Dog,Fencing Issues,CHERMSIDE WEST
Animal,Other Animal,Pest / Feral Animal,PADDINGTON
Animal,Attack,Attack On An Animal,MOOROOKA
Animal,Dog,Fencing Issues,PADDINGTON
Animal,Dog,Defecating In Public,TARRAGINDI
Animal,Other Animal,Nuisance Animal,THE GAP
Animal,Cat Trapping,,WINDSOR
Animal,Dog,Fencing Issues,THE GAP
Animal,Attack,Menacing,ROCKLEA
Animal,Dog,Fencing Issues,CAMP HILL
Animal,Other Animal,Deer,PULLENVALE
Animal,Attack,Attack On A Person,WYNNUM
Animal,Dog,,FAIRFIELD
Animal,Dog,Fencing Issues,BANYO
Animal,Attack,Attack On An Animal,INALA
Animal,Attack,Attack On A Person,PADDINGTON
Animal,Attack,Attack On A Person,DREWVALE
Animal,Dog,Fencing Issues,ASHGROVE
Animal,Attack,Attack On A Person,ASPLEY
Animal,Other Animal,Fox,FIG TREE POCKET
Animal,Dog,Fencing Issues,GEEBUNG
Animal,Attack,Attack On An Animal,MOUNT GRAVATT EAST
Animal,Dog,Fencing Issues,DOOLANDELLA
Animal,Cat Trapping,,KANGAROO POINT
Animal,Attack,Attack On An Animal,ASHGROVE
Animal,Attack,Attack On An Animal,ASHGROVE
Animal,Attack,Attack On An Animal,KELVIN GROVE
Animal,Attack,Attack On A Person,ASHGROVE
Animal,Other Animal,Fox,MOUNT GRAVATT EAST
Animal,Attack,Attack On A Person,ROCKLEA
Animal,Attack,Attack On A Person,TARRAGINDI
Animal,Dog,Odour,FOREST LAKE
Animal,Dog,Fencing Issues,HAWTHORNE
Animal,Dog,Fencing Issues,DEAGON
Animal,Dog,Fencing Issues,DEAGON
Animal,Other Animal,Deer,KENMORE HILLS
Animal,Cat,,CAMP HILL
Animal,Cat Trapping,,FOREST LAKE
Animal,Dog,Too Many Animals,WEST END
Animal,Dog,Fencing Issues,SUNNYBANK HILLS
Animal,Dog,Fencing Issues,MORNINGSIDE
Animal,Other Animal,Nuisance Animal,HOLLAND PARK
Animal,Dog,Defecating In Public,MORNINGSIDE
Animal,Other Animal,Odour,HOLLAND PARK
Animal,Attack,Attack On A Person,OXLEY
Animal,Attack,Attack On A Person,ALDERLEY
Animal,Dog,Fencing Issues,CARSELDINE
Animal,Dog,Fencing Issues,ZILLMERE
Animal,Attack,Attack On An Animal,MURARRIE
Animal,Attack,Not An Attack,BANYO
Animal,Attack,Menacing,NEW FARM
Animal,Other Animal,Deer,JINDALEE
Animal,Other Animal,Wild Dog,MOGGILL
Animal,Attack,Attack On An Animal,YERONGA
Animal,Other Animal,Deer,ROCKLEA
Animal,Dog,Insufficient Space,CARINA
Animal,Cat,,WYNNUM
Animal,Other Animal,Deer,JINDALEE
Animal,Dog,Fencing Issues,WYNNUM
Animal,Attack,Menacing,STAFFORD HEIGHTS
Animal,Dog,Fencing Issues,GEEBUNG
Animal,Attack,Menacing,CHERMSIDE
Animal,Other Animal,Fox,INDOOROOPILLY
Animal,Other Animal,Fox,UPPER KEDRON
Animal,Dog,Fencing Issues,ELLEN GROVE
Animal,Cat Trapping,,INALA
Animal,Other Animal,Fencing Issues,STAFFORD HEIGHTS
Animal,Dog,Fencing Issues,THE GAP
Animal,Other Animal,Odour,BRIDGEMAN DOWNS
Animal,Dog,Fencing Issues,COOPERS PLAINS
Animal,Dog,Fencing Issues,PARKINSON
Animal,Attack,Attack On An Animal,ANNERLEY
Animal,Other Animal,Fox,MURARRIE
Animal,Attack,Attack On A Person,MITCHELTON
Animal,Dog,Fencing Issues,CHERMSIDE WEST
Animal,Attack,Attack On An Animal,MOUNT GRAVATT EAST
Animal,Dog,Fencing Issues,SALISBURY
Animal,Other Animal,Fox,FIG TREE POCKET
Animal,Other Animal,Fox,KHOLO
Animal,Cat Trapping,,WAKERLEY
Animal,Dog,Fencing Issues,ELLEN GROVE
Animal,Attack,Not An Attack,WESTLAKE
Animal,Dog,Fencing Issues,WYNNUM WEST
Animal,Cat,,BANYO
Animal,Dog,Fencing Issues,TINGALPA
Animal,Attack,Attack On An Animal,GRANGE
Animal,Dog,Defecating In Public,FITZGIBBON
Animal,Cat Trapping,,CARINDALE
Animal,Attack,Attack On An Animal,GEEBUNG
