Category: Nature,Category: Type,Category: Reporting Level,Location: Suburb
Animal,Attack,,CARINA
Animal,Other Animal,Nuisance Animal,TINGALPA
Animal,Attack,Attack On An Animal,CHERMSIDE WEST
Animal,Attack,Attack On An Animal,CARSELDINE
Animal,Attack,Menacing,DEAGON
Animal,Attack,Attack On A Person,DEAGON
Animal,Dog,Fencing Issues,DARRA
Animal,Dog,Fencing Issues,CARINDALE
Animal,Dog,Defecating In Public,ASPLEY
Animal,Dog,Defecating In Public,ASPLEY
Animal,Dog,Fencing Issues,WESTLAKE
Animal,Dog,Fencing Issues,WESTLAKE
Animal,Cat,,ELLEN GROVE
Animal,Dog,Fencing Issues,FITZGIBBON
Animal,Dog,Fencing Issues,BRIGHTON
Animal,Dog,,BRIGHTON
Animal,Attack,Menacing,KEPERRA
Animal,Attack,Attack On A Person,TENERIFFE
Animal,Cat,,INALA
Animal,Other Animal,Fox,PULLENVALE
Animal,Cat Trapping,,YERONGA
Animal,Dog,Fencing Issues,KELVIN GROVE
Animal,Attack,Not An Attack,BRIGHTON
Animal,Dog,Fencing Issues,WAVELL HEIGHTS
Animal,Dog,Fencing Issues,STAFFORD
Animal,Dog,Too Many Animals,ACACIA RIDGE
Animal,Dog,Fencing Issues,ACACIA RIDGE
Animal,Cat Trapping,,UPPER MOUNT GRAVATT
Animal,Dog,Fencing Issues,BARDON
Animal,Cat Trapping,,ZILLMERE
Animal,Dog,Fencing Issues,BELLBOWRIE
Animal,Dog,Fencing Issues,BELLBOWRIE
Animal,Other Animal,Nuisance Animal,RUNCORN
Animal,Dog,Fencing Issues,ACACIA RIDGE
Animal,Dog,Fencing Issues,WACOL
Animal,Dog,Fencing Issues,WACOL
Animal,Attack,Attack On A Person,KENMORE
Animal,Other Animal,Odour,EAST BRISBANE
Animal,Dog,Fencing Issues,CAMP HILL
Animal,Attack,Attack On An Animal,BRACKEN RIDGE
Animal,Dog,Fencing Issues,SALISBURY
Animal,Attack,Attack On A Person,GREENSLOPES
Animal,Attack,Menacing,KEDRON
Animal,Attack,Dangerous,JAMBOREE HEIGHTS
Animal,Dog,Fencing Issues,THE GAP
Animal,Attack,Attack On A Person,BARDON
Animal,Attack,Attack On An Animal,UPPER KEDRON
Animal,Dog,Fencing Issues,ANNERLEY
Animal,Dog,Fencing Issues,DARRA
Animal,Cat Trapping,,ARCHERFIELD
Animal,Attack,Attack On A Person,RICHLANDS
Animal,Attack,Menacing,MANLY WEST
Animal,Cat Trapping,,WOOLLOONGABBA
Animal,Cat Trapping,,CORINDA
Animal,Attack,Attack On An Animal,PALLARA
Animal,Dog,Fencing Issues,ASHGROVE
Animal,Attack,Menacing,MOUNT OMMANEY
Animal,Attack,Attack On A Person,CHERMSIDE
Animal,Other Animal,Defecating In Public,GORDON PARK
Animal,Dog,Fencing Issues,STAFFORD HEIGHTS
Animal,Dog,Fencing Issues,BARDON
Animal,Dog,Fencing Issues,STAFFORD HEIGHTS
Animal,Attack,Menacing,UPPER MOUNT GRAVATT
Animal,Attack,Attack On An Animal,GRACEVILLE
Animal,Dog,Fencing Issues,TARRAGINDI
Animal,Attack,Menacing,BANYO
Animal,Attack,Attack On An Animal,BRACKEN RIDGE
Animal,Other Animal,Nuisance Animal,DARRA
Animal,Dog,Fencing Issues,RED HILL
Animal,Other Animal,,PULLENVALE
Animal,Dog,Fencing Issues,ENOGGERA
Animal,Cat Trapping,,SUNNYBANK
Animal,Dog,,WYNNUM WEST
Animal,Cat Trapping,,CLAYFIELD
Animal,Dog,Fencing Issues,PALLARA
Animal,Cat Trapping,,KURABY
Animal,Dog,Fencing Issues,MANLY WEST
Animal,Attack,Attack On An Animal,CARINA
Animal,Dog,Fencing Issues,FERNY GROVE
Animal,Cat Trapping,,ROBERTSON
Animal,Dog,Defecating In Public,MITCHELTON
Animal,Attack,Attack On An Animal,UPPER KEDRON
Animal,Cat Trapping,,BOONDALL
Animal,Attack,Attack On A Person,MOOROOKA
Animal,Attack,Attack On An Animal,BRACKEN RIDGE
Animal,Other Animal,Nuisance Animal,JINDALEE
Animal,Dog,Too Many Animals,GRACEVILLE
Animal,Dog,Fencing Issues,ROCHEDALE
Animal,Dog,Fencing Issues,WESTLAKE
Animal,Other Animal,Nuisance Animal,SHORNCLIFFE
Animal,Cat Trapping,,MOUNT GRAVATT EAST
Animal,Dog,Fencing Issues,CAMP HILL
Animal,Dog,Too Many Animals,CAMP HILL
Animal,Attack,Attack On An Animal,UPPER KEDRON
Animal,Attack,Attack On An Animal,UPPER KEDRON
Animal,Attack,Attack On An Animal,NUDGEE
Animal,Dog,Too Many Animals,MOUNT CROSBY
Animal,Dog,Fencing Issues,MOOROOKA
Animal,Dog,Fencing Issues,GREENSLOPES
Animal,Attack,Attack On A Person,KANGAROO POINT
Animal,Dog,Fencing Issues,WOOLOOWIN
Animal,Dog,Fencing Issues,WAVELL HEIGHTS
Animal,Cat Trapping,,BRACKEN RIDGE
Animal,Attack,Menacing,TARRAGINDI
Animal,Attack,Not An Attack,BARDON
Animal,Dog,Fencing Issues,ASPLEY
Animal,Dog,Fencing Issues,BRIGHTON
Animal,Cat Trapping,,RICHLANDS
Animal,Dog,Fencing Issues,STAFFORD HEIGHTS
Animal,Dog,Fencing Issues,ZILLMERE
Animal,Cat Trapping,,KEPERRA
Animal,Attack,Attack On An Animal,BULIMBA
Animal,Cat,,DREWVALE
Animal,Cat,,TINGALPA
Animal,Cat,,DREWVALE
Animal,Dog,Defecating In Public,GREENSLOPES
Animal,Cat,,DREWVALE
Animal,Dog,Too Many Animals,KANGAROO POINT
Animal,Dog,Too Many Animals,KANGAROO POINT
Animal,Attack,Attack On A Person,SALISBURY
Animal,Attack,Menacing,FITZGIBBON
Animal,Dog,Fencing Issues,WYNNUM
Animal,Attack,Attack On An Animal,BANYO
Animal,Dog,Fencing Issues,CARINA HEIGHTS
Animal,Dog,Too Many Animals,CHAPEL HILL
Animal,Dog,Fencing Issues,ASHGROVE
Animal,Dog,Fencing Issues,ACACIA RIDGE
Animal,Cat Trapping,,UPPER BROOKFIELD
Animal,Attack,Menacing,MOUNT GRAVATT EAST
Animal,Cat,,COORPAROO
Animal,Other Animal,Fox,BROOKFIELD
Animal,Other Animal,Fox,CARINA
Animal,Cat,,BRIGHTON
Animal,Attack,Not An Attack,OXLEY
Animal,Attack,Dangerous,STRETTON
Animal,Other Animal,Nuisance Animal,AUCHENFLOWER
Animal,Dog,Fencing Issues,BRIGHTON
Animal,Cat Trapping,,COOPERS PLAINS
Animal,Other Animal,Fox,BRIGHTON
Animal,Other Animal,,PULLENVALE
Animal,Attack,Menacing,INALA
Animal,Attack,Not An Attack,CALAMVALE
Animal,Other Animal,Nuisance Animal,TINGALPA
Animal,Attack,,KEPERRA
Animal,Cat,,GAYTHORNE
Animal,Dog,Odour,ANNERLEY
Animal,Dog,Fencing Issues,TOOWONG
Animal,Dog,Fencing Issues,TOOWONG
Animal,Dog,Too Many Animals,FIG TREE POCKET
Animal,Dog,Fencing Issues,KARANA DOWNS
Animal,Other Animal,Deer,MOUNT OMMANEY
Animal,Other Animal,Fox,KARANA DOWNS
Animal,Attack,Attack On An Animal,DEAGON
Animal,Dog,Fencing Issues,INALA
Animal,Dog,Fencing Issues,INALA
Animal,Attack,Menacing,GAYTHORNE
Animal,Cat Trapping,,MITCHELTON
Animal,Dog,Fencing Issues,CHERMSIDE
Animal,Other Animal,Nuisance Animal,MITCHELTON
Animal,Dog,Fencing Issues,NUNDAH
Animal,Dog,Fencing Issues,WILSTON
Animal,Dog,Fencing Issues,STAFFORD
Animal,Other Animal,Fox,MURARRIE
Animal,Attack,Not An Attack,CARINA
Animal,Dog,Fencing Issues,COORPAROO
Animal,Dog,Fencing Issues,STAFFORD
Animal,Cat,,KEDRON
Animal,Other Animal,Fox,GUMDALE
Animal,Dog,Fencing Issues,MITCHELTON
Animal,Dog,Fencing Issues,ACACIA RIDGE
Animal,Attack,Not An Attack,RICHLANDS
Animal,Other Animal,Fox,MOGGILL
Animal,Attack,Attack On A Person,KEDRON
Animal,Attack,Attack On An Animal,BRACKEN RIDGE
Animal,Dog,Fencing Issues,BULIMBA
Animal,Other Animal,Odour,EAST BRISBANE
Animal,Dog,Unregistered,MITCHELTON
Animal,Dog,,NORMAN PARK
Animal,Cat,,STAFFORD HEIGHTS
Animal,Attack,Attack On A Person,KEPERRA
Animal,Other Animal,Nuisance Animal,ACACIA RIDGE
Animal,Dog,Fencing Issues,ASHGROVE
Animal,Other Animal,Nuisance Animal,AUCHENFLOWER
Animal,Cat Trapping,,BOONDALL
Animal,Attack,Attack On An Animal,EIGHT MILE PLAINS
Animal,Dog,Surrender,CALAMVALE
Animal,Attack,Not An Attack,HOLLAND PARK WEST
Animal,Dog,Fencing Issues,CARINA
Animal,Other Animal,Nuisance Animal,HOLLAND PARK
Animal,Attack,Not An Attack,EIGHT MILE PLAINS
Animal,Attack,Not An Attack,MITCHELTON
Animal,Dog,Fencing Issues,BALD HILLS
Animal,Attack,Dangerous,TARRAGINDI
Animal,Attack,Attack On A Person,ACACIA RIDGE
Animal,Attack,Not An Attack,WEST END
Animal,Dog,Fencing Issues,BARDON
Animal,Cat,,BRIDGEMAN DOWNS
Animal,Other Animal,Nuisance Animal,ACACIA RIDGE
Animal,Dog,Fencing Issues,INALA
Animal,Other Animal,,BROOKFIELD
Animal,Other Animal,,PALLARA
Animal,Dog,Fencing Issues,MANLY WEST
Animal,Other Animal,Odour,CARINA
Animal,Attack,Attack On An Animal,MITCHELTON
Animal,Attack,Attack On An Animal,CHAPEL HILL
Animal,Dog,Fencing Issues,WAVELL HEIGHTS
Animal,Other Animal,Nuisance Animal,FOREST LAKE
Animal,Attack,Dangerous,SALISBURY
Animal,Dog,Fencing Issues,MOUNT GRAVATT EAST
Animal,Cat Trapping,,NORTHGATE
Animal,Attack,Attack On An Animal,OXLEY
Animal,Attack,Attack On An Animal,DARRA
Animal,Other Animal,Fencing Issues,WAVELL HEIGHTS
Animal,Attack,Not An Attack,SANDGATE
Animal,Attack,Attack On An Animal,GRANGE
Animal,Attack,Attack On A Person,CARINDALE
Animal,Dog,Fencing Issues,GORDON PARK
Animal,Cat,,EVERTON PARK
Animal,Cat Trapping,,WYNNUM
Animal,Attack,Attack On A Person,ACACIA RIDGE
Animal,Dog,Fencing Issues,DARRA
Animal,Attack,,MOGGILL
Animal,Dog,Fencing Issues,ROCHEDALE
Animal,Other Animal,Nuisance Animal,INALA
Animal,Attack,Not An Attack,NEW FARM
Animal,Other Animal,Nuisance Animal,KENMORE
Animal,Dog,Defecating In Public,ROBERTSON
Animal,Other Animal,Fox,WACOL
Animal,Attack,Attack On An Animal,OXLEY
Animal,Dog,Fencing Issues,TARRAGINDI
Animal,Dog,Fencing Issues,WYNNUM
Animal,Attack,Attack On An Animal,FOREST LAKE
Animal,Other Animal,Fox,
Animal,Cat Trapping,,GREENSLOPES
Animal,Other Animal,Fox,ANSTEAD
Animal,Other Animal,Fox,
Animal,Cat,,BOONDALL
Animal,Attack,Attack On A Person,CANNON HILL
Animal,Cat Trapping,,CHERMSIDE
Animal,Dog,Fencing Issues,ZILLMERE
Animal,Attack,Attack On An Animal,CARINA
Animal,Dog,Fencing Issues,KEPERRA
Animal,Other Animal,Nuisance Animal,OXLEY
Animal,Other Animal,Deer,MOUNT OMMANEY
Animal,Attack,Not An Attack,ALGESTER
Animal,Dog,Fencing Issues,MANSFIELD
Animal,Dog,Fencing Issues,GEEBUNG
Animal,Dog,Unregistered,ACACIA RIDGE
Animal,Dog,Unregistered,ACACIA RIDGE
Animal,Dog,Unregistered,ACACIA RIDGE
Animal,Dog,Unregistered,ACACIA RIDGE
Animal,Dog,Unregistered,ACACIA RIDGE
Animal,Attack,Attack On An Animal,HEMMANT
Animal,Dog,Fencing Issues,KEDRON
Animal,Cat Trapping,,ENOGGERA
Animal,Dog,Too Many Animals,ASHGROVE
Animal,Other Animal,Nuisance Animal,BARDON
Animal,Dog,Fencing Issues,ASHGROVE
Animal,Other Animal,Fox,MANLY WEST
Animal,Dog,Fencing Issues,ROCKLEA
Animal,Other Animal,Nuisance Animal,AUCHENFLOWER
Animal,Dog,Fencing Issues,LOTA
Animal,Other Animal,Unregistered,BRISBANE CITY
Animal,Dog,Fencing Issues,CARSELDINE
Animal,Dog,Fencing Issues,CARSELDINE
Animal,Dog,Unregistered,ALDERLEY
Animal,Attack,Menacing,CHERMSIDE
Animal,Dog,Fencing Issues,ELLEN GROVE
Animal,Dog,Fencing Issues,ELLEN GROVE
Animal,Dog,Fencing Issues,DURACK
Animal,Attack,Attack On An Animal,MILTON
Animal,Dog,Fencing Issues,WYNNUM
Animal,Dog,Fencing Issues,WYNNUM
Animal,Attack,Menacing,WYNNUM
Animal,Dog,Too Many Animals,KEPERRA
Animal,Dog,,BANYO
Animal,Attack,Menacing,INALA
Animal,Dog,Fencing Issues,INALA
Animal,Attack,Attack On A Person,NORTHGATE
Animal,Other Animal,Too Many Animals,ACACIA RIDGE
Animal,Attack,,TARRAGINDI
Animal,Cat Trapping,,SANDGATE
Animal,Other Animal,,MURARRIE
Animal,Other Animal,Nuisance Animal,CARINDALE
Animal,Dog,Defecating In Public,SANDGATE
Animal,Other Animal,Pest / Feral Animal,WYNNUM
Animal,Dog,Fencing Issues,RED HILL
Animal,Dog,,ALDERLEY
Animal,Cat Trapping,,INDOOROOPILLY
Animal,Dog,Fencing Issues,MITCHELTON
Animal,Other Animal,Fencing Issues,PULLENVALE
Animal,Dog,,FOREST LAKE
Animal,Other Animal,Odour,KURABY
Animal,Attack,Attack On An Animal,WESTLAKE
Animal,Other Animal,,TENNYSON
Animal,Dog,Fencing Issues,WYNNUM
Animal,Attack,Attack On An Animal,ZILLMERE
Animal,Other Animal,Fox,BOONDALL
Animal,Other Animal,Odour,HOLLAND PARK
Animal,Dog,Defecating In Public,CHAPEL HILL
Animal,Dog,Fencing Issues,ZILLMERE
Animal,Attack,Menacing,WINDSOR
Animal,Attack,Attack On An Animal,MITCHELTON
