Category: Nature,Category: Type,Category: Reporting Level,Location: Suburb
Animal,Dog,Insufficient Space,GRACEVILLE
Animal,Dog,Fencing Issues,INALA
Animal,Other Animal,Feral Cat,ROCKLEA
Animal,Cat Trapping,,ST LUCIA
Animal,Attack,Attack On An Animal,THE GAP
Animal,Other Animal,Nuisance Animal,ALGESTER
Animal,Dog,Fencing Issues,SEVEN HILLS
Animal,Cat Trapping,,ACACIA RIDGE
Animal,Attack,Not An Attack,MILTON
Animal,Attack,Menacing,MANLY
Animal,Other Animal,Fencing Issues,MOUNT CROSBY
Animal,Attack,Not An Attack,CHANDLER
Animal,Other Animal,Pest / Feral Animal,COORPAROO
Animal,Dog,Too Many Animals,MORNINGSIDE
Animal,Attack,Attack On An Animal,CHERMSIDE WEST
Animal,Dog,,UPPER MOUNT GRAVATT
Animal,Attack,Attack On A Person,HAMILTON
Animal,Attack,Attack On An Animal,BANYO
Animal,Attack,Attack On A Person,DARRA
Animal,Attack,Not An Attack,BRACKEN RIDGE
Animal,Cat Trapping,,ELLEN GROVE
Animal,Cat,,KURABY
Animal,Other Animal,Fox,PULLENVALE
Animal,Cat Trapping,,BOONDALL
Animal,Attack,Attack On An Animal,KENMORE
Animal,Cat,,COOPERS PLAINS
Animal,Attack,Attack On A Person,ACACIA RIDGE
Animal,Other Animal,Fox,BELMONT
Animal,Attack,Menacing,NORMAN PARK
Animal,Dog,Unregistered,ALDERLEY
Animal,Other Animal,Fox,MANLY WEST
Animal,Cat Trapping,,KURABY
Animal,Dog,Odour,MURARRIE
Animal,Dog,Defecating In Public,WISHART
Animal,Cat Trapping,,UPPER MOUNT GRAVATT
Animal,Attack,Not An Attack,RIVERHILLS
Animal,Cat Trapping,,BRIDGEMAN DOWNS
Animal,Dog,Fencing Issues,MANLY
Animal,Dog,Unregistered,GORDON PARK
Animal,Dog,Fencing Issues,BRIGHTON
Animal,Dog,Fencing Issues,BRIGHTON
Animal,Dog,Fencing Issues,
Animal,Attack,Not An Attack,GREENSLOPES
Animal,Cat,,GAYTHORNE
Animal,Attack,Not An Attack,HERSTON
Animal,Dog,Defecating In Public,NORTHGATE
Animal,Other Animal,Fencing Issues,ARCHERFIELD
Animal,Other Animal,Fencing Issues,ARCHERFIELD
Animal,Cat Trapping,,WYNNUM
Animal,Dog,Fencing Issues,INALA
Animal,Other Animal,Nuisance Animal,CLAYFIELD
Animal,Cat Trapping,,BOONDALL
Animal,Attack,Attack On An Animal,NEW FARM
Animal,Cat Trapping,,ACACIA RIDGE
Animal,Cat Trapping,,NEW FARM
Animal,Cat Trapping,,SANDGATE
Animal,Attack,Attack On A Person,SALISBURY
Animal,Dog,Fencing Issues,ZILLMERE
Animal,Other Animal,Nuisance Animal,FERNY GROVE
Animal,Attack,Attack On An Animal,CHERMSIDE WEST
Animal,Cat Trapping,,COORPAROO
Animal,Cat Trapping,,CHERMSIDE
Animal,Attack,Attack On A Person,FOREST LAKE
Animal,Other Animal,Fox,THE GAP
Animal,Cat Trapping,,MANSFIELD
Animal,Attack,Menacing,MANLY WEST
Animal,Attack,Attack On An Animal,HOLLAND PARK
Animal,Attack,,TARINGA
Animal,Dog,Fencing Issues,WESTLAKE
Animal,Other Animal,Nuisance Animal,FOREST LAKE
Animal,Cat Trapping,,SUNNYBANK
Animal,Other Animal,Nuisance Animal,ACACIA RIDGE
Animal,Dog,Fencing Issues,ZILLMERE
Animal,Dog,Fencing Issues,KARANA DOWNS
Animal,Dog,,STAFFORD
Animal,Dog,Unregistered,
Animal,Dog,Fencing Issues,BROOKFIELD
Animal,Attack,Attack On An Animal,THE GAP
Animal,Cat Trapping,,EAGLE FARM
Animal,Cat Trapping,,EAGLE FARM
Animal,Attack,Attack On An Animal,ASPLEY
Animal,Attack,Menacing,WYNNUM WEST
Animal,Attack,Not An Attack,HOLLAND PARK
Animal,Dog,Defecating In Public,UPPER MOUNT GRAVATT
Animal,Attack,Menacing,CANNON HILL
Animal,Cat Trapping,,NEW FARM
Animal,Dog,Fencing Issues,SALISBURY
Animal,Dog,Unregistered,ZILLMERE
Animal,Attack,Attack On An Animal,MANLY
Animal,Attack,Attack On A Person,BURBANK
Animal,Attack,Attack On An Animal,GREENSLOPES
Animal,Dog,Unregistered,MORNINGSIDE
Animal,Attack,Not An Attack,CHERMSIDE
Animal,Dog,Fencing Issues,WINDSOR
Animal,Dog,Fencing Issues,KENMORE HILLS
Animal,Dog,Surrender,INALA
Animal,Attack,Attack On An Animal,CARSELDINE
Animal,Other Animal,Fox,PULLENVALE
Animal,Attack,Menacing,CARINA
Animal,Attack,Attack On An Animal,WAVELL HEIGHTS
Animal,Cat Trapping,,RED HILL
Animal,Other Animal,Defecating In Public,CARINDALE
Animal,Dog,Fencing Issues,FERNY GROVE
Animal,Dog,Fencing Issues,WYNNUM WEST
Animal,Attack,Attack On An Animal,TARRAGINDI
Animal,Dog,Fencing Issues,MANSFIELD
Animal,Dog,Fencing Issues,BOONDALL
Animal,Dog,Defecating In Public,DUTTON PARK
Animal,Cat Trapping,,COORPAROO
Animal,Other Animal,Wild Dog,KHOLO
Animal,Dog,Too Many Animals,GORDON PARK
Animal,Other Animal,Rabbit,TINGALPA
Animal,Attack,Not An Attack,WAVELL HEIGHTS
Animal,Dog,Fencing Issues,ZILLMERE
Animal,Attack,Menacing,SANDGATE
Animal,Cat Trapping,,STAFFORD HEIGHTS
Animal,Other Animal,Nuisance Animal,MOUNT GRAVATT EAST
Animal,Dog,Fencing Issues,DURACK
Animal,Other Animal,Fencing Issues,HEMMANT
Animal,Other Animal,Odour,EVERTON PARK
Animal,Dog,Defecating In Public,STAFFORD
Animal,Other Animal,Fox,FITZGIBBON
Animal,Cat Trapping,,NORMAN PARK
Animal,Other Animal,Deer,ANSTEAD
Animal,Dog,Fencing Issues,BRACKEN RIDGE
Animal,Attack,Attack On A Person,MANSFIELD
Animal,Cat Trapping,,ANNERLEY
Animal,Attack,Not An Attack,CORINDA
Animal,Dog,Fencing Issues,THE GAP
Animal,Other Animal,Nuisance Animal,FOREST LAKE
Animal,Attack,Not An Attack,MOUNT GRAVATT EAST
Animal,Attack,Attack On An Animal,BALD HILLS
Animal,Attack,Attack On An Animal,GRACEVILLE
Animal,Dog,Fencing Issues,WYNNUM
Animal,Dog,Fencing Issues,JINDALEE
Animal,Other Animal,Fox,MOUNT OMMANEY
Animal,Cat Trapping,,SUNNYBANK HILLS
Animal,Cat Trapping,,COORPAROO
Animal,Cat Trapping,,BRACKEN RIDGE
Animal,Dog,Fencing Issues,CHERMSIDE
Animal,Cat Trapping,,COORPAROO
Animal,Other Animal,Rabbit,RED HILL
Animal,Dog,Defecating In Public,NUNDAH
Animal,Attack,Attack On An Animal,CARINA
Animal,Attack,Attack On A Person,WYNNUM
Animal,Dog,Fencing Issues,MANSFIELD
Animal,Other Animal,Nuisance Animal,WAVELL HEIGHTS
Animal,Attack,Menacing,MANSFIELD
Animal,Dog,Unregistered,CHAPEL HILL
Animal,Other Animal,Fencing Issues,WILLAWONG
Animal,Other Animal,Fox,KARANA DOWNS
Animal,Dog,Fencing Issues,BROOKFIELD
Animal,Dog,Defecating In Public,THE GAP
Animal,Attack,Attack On A Person,MOUNT GRAVATT EAST
Animal,Attack,Attack On An Animal,MANSFIELD
Animal,Attack,Attack On An Animal,WYNNUM
Animal,Dog,Fencing Issues,STAFFORD HEIGHTS
Animal,Other Animal,Nuisance Animal,HIGHGATE HILL
Animal,Cat Trapping,,INALA
Animal,Attack,Menacing,ALDERLEY
Animal,Other Animal,Fox,HOLLAND PARK WEST
Animal,Dog,Fencing Issues,BALMORAL
Animal,Dog,Defecating In Public,CHERMSIDE
Animal,Attack,Not An Attack,DURACK
Animal,Attack,Menacing,WILSTON
Animal,Cat Trapping,,ACACIA RIDGE
Animal,Attack,Attack On A Person,MURARRIE
Animal,Dog,Fencing Issues,GORDON PARK
Animal,Attack,Attack On An Animal,KARANA DOWNS
Animal,Other Animal,Nuisance Animal,ELLEN GROVE
Animal,Other Animal,Pest / Feral Animal,WOOLLOONGABBA
Animal,Cat,,ASHGROVE
Animal,Dog,Fencing Issues,CHERMSIDE
Animal,Dog,Fencing Issues,ROCKLEA
Animal,Attack,Attack On A Person,BROOKFIELD
Animal,Dog,Fencing Issues,BROOKFIELD
Animal,Dog,Fencing Issues,CARINA
Animal,Dog,Unregistered,UPPER KEDRON
Animal,Attack,Attack On A Person,EVERTON PARK
Animal,Other Animal,Nuisance Animal,RED HILL
Animal,Dog,Defecating In Public,TARRAGINDI
Animal,Attack,Attack On A Person,GEEBUNG
Animal,Dog,Fencing Issues,TAIGUM
Animal,Other Animal,Pest / Feral Animal,DURACK
Animal,Dog,Too Many Animals,CLAYFIELD
Animal,Dog,Fencing Issues,KEPERRA
Animal,Cat,,SINNAMON PARK
Animal,Attack,Attack On An Animal,GUMDALE
Animal,Other Animal,Fencing Issues,PETRIE TERRACE
Animal,Attack,Attack On A Person,HOLLAND PARK
Animal,Other Animal,Nuisance Animal,HERSTON
Animal,Cat Trapping,,INALA
Animal,Dog,Unregistered,WYNNUM WEST
Animal,Dog,Fencing Issues,WYNNUM WEST
Animal,Attack,Not An Attack,NORTHGATE
Animal,Cat,,SEVENTEEN MILE ROCKS
Animal,Dog,Fencing Issues,WINDSOR
Animal,Attack,Attack On An Animal,FOREST LAKE
Animal,Attack,Attack On An Animal,WAKERLEY
Animal,Cat Trapping,,MANLY WEST
Animal,Dog,Fencing Issues,BRACKEN RIDGE
Animal,Attack,Attack On A Person,COORPAROO
Animal,Attack,Attack On A Person,SUNNYBANK
Animal,Dog,Fencing Issues,DURACK
Animal,Attack,Dangerous,INALA
Animal,Attack,Attack On A Person,BRACKEN RIDGE
Animal,Dog,Fencing Issues,RUNCORN
Animal,Other Animal,Fox,MACKENZIE
Animal,Other Animal,Fox,MOOROOKA
Animal,Dog,Too Many Animals,ZILLMERE
Animal,Dog,Fencing Issues,WOOLLOONGABBA
Animal,Dog,Too Many Animals,MOUNT GRAVATT EAST
Animal,Dog,Too Many Animals,MOUNT GRAVATT EAST
Animal,Dog,Unregistered,MOUNT GRAVATT EAST
Animal,Dog,Too Many Animals,FOREST LAKE
Animal,Other Animal,Pest / Feral Animal,CHERMSIDE WEST
Animal,Attack,Attack On An Animal,CHERMSIDE
Animal,Dog,Unregistered,INALA
Animal,Dog,Fencing Issues,PINJARRA HILLS
Animal,Attack,Not An Attack,STRETTON
Animal,Cat Trapping,,MOUNT GRAVATT EAST
Animal,Dog,Fencing Issues,SALISBURY
Animal,Cat Trapping,,INALA
Animal,Dog,Fencing Issues,KENMORE HILLS
Animal,Cat Trapping,,BRACKEN RIDGE
Animal,Dog,Fencing Issues,NUDGEE
Animal,Other Animal,Rabbit,MOUNT OMMANEY
Animal,Attack,Attack On A Person,FAIRFIELD
Animal,Dog,Odour,KEDRON
Animal,Attack,Attack On A Person,WAKERLEY
Animal,Attack,Attack On An Animal,STONES CORNER
Animal,Attack,Menacing,STAFFORD HEIGHTS
Animal,Dog,Unregistered,ANNERLEY
Animal,Dog,Unregistered,CALAMVALE
Animal,Other Animal,Fencing Issues,HAMILTON
Animal,Attack,Attack On An Animal,MURARRIE
Animal,Dog,Too Many Animals,LOTA
Animal,Dog,Defecating In Public,PADDINGTON
Animal,Attack,Attack On A Person,MITCHELTON
Animal,Attack,Attack On An Animal,ASPLEY
Animal,Dog,Fencing Issues,CARINA
Animal,Dog,Fencing Issues,PADDINGTON
Animal,Attack,Attack On A Person,WINDSOR
Animal,Other Animal,Fox,KARANA DOWNS
Animal,Other Animal,Too Many Animals,SALISBURY
Animal,Dog,Defecating In Public,TOOWONG
Animal,Attack,Attack On An Animal,FOREST LAKE
Animal,Dog,Odour,CALAMVALE
Animal,Dog,Fencing Issues,GAYTHORNE
Animal,Dog,Fencing Issues,WYNNUM
Animal,Other Animal,Deer,UPPER BROOKFIELD
Animal,Cat,,THE GAP
Animal,Cat Trapping,,TARINGA
Animal,Attack,Menacing,GAYTHORNE
Animal,Dog,Fencing Issues,NUNDAH
Animal,Other Animal,Fox,ANSTEAD
Animal,Other Animal,Nuisance Animal,CARSELDINE
Animal,Dog,Unregistered,ROCKLEA
Animal,Dog,Fencing Issues,ZILLMERE
Animal,Dog,Fencing Issues,CHERMSIDE WEST
Animal,Dog,Too Many Animals,WACOL
Animal,Cat Trapping,,STAFFORD
Animal,Dog,Odour,COOPERS PLAINS
Animal,Attack,Attack On An Animal,STAFFORD HEIGHTS
Animal,Dog,Fencing Issues,ELLEN GROVE
Animal,Dog,Fencing Issues,MURARRIE
Animal,Attack,Not An Attack,MOOROOKA
Animal,Attack,Attack On An Animal,ALDERLEY
Animal,Dog,Fencing Issues,WINDSOR
Animal,Other Animal,Fox,KARANA DOWNS
Animal,Attack,Menacing,TAIGUM
Animal,Dog,Fencing Issues,INALA
Animal,Cat Trapping,,ACACIA RIDGE
Animal,Dog,Defecating In Public,MCDOWALL
Animal,Attack,Attack On An Animal,MORNINGSIDE
Animal,Dog,Fencing Issues,STAFFORD
Animal,Attack,Not An Attack,PINJARRA HILLS
Animal,Dog,Fencing Issues,STAFFORD
Animal,Other Animal,Too Many Animals,ACACIA RIDGE
Animal,Cat Trapping,,ROBERTSON
Animal,Dog,Defecating In Public,
Animal,Dog,Odour,NATHAN
Animal,Dog,Fencing Issues,KEDRON
Animal,Other Animal,Fox,BROOKFIELD
Animal,Other Animal,Fox,CHUWAR
Animal,Dog,Defecating In Public,STRETTON
Animal,Other Animal,Pest / Feral Animal,SUNNYBANK
Animal,Dog,Fencing Issues,SUNNYBANK
Animal,Other Animal,Feral Pig,UPPER BROOKFIELD
Animal,Attack,Menacing,MOUNT GRAVATT EAST
Animal,Attack,Attack On A Person,DURACK
Animal,Attack,Menacing,NUNDAH
Animal,Dog,Fencing Issues,NEW FARM
Animal,Attack,Attack On An Animal,ASPLEY
Animal,Other Animal,Odour,MOUNT CROSBY
Animal,Dog,Fencing Issues,PULLENVALE
Animal,Dog,Fencing Issues,BOONDALL
Animal,Other Animal,Nuisance Animal,BANYO
Animal,Dog,Unregistered,PALLARA
Animal,Other Animal,Fox,THE GAP
Animal,Dog,Fencing Issues,CHERMSIDE
Animal,Dog,Fencing Issues,ASHGROVE
Animal,Dog,Fencing Issues,CARINA HEIGHTS
Animal,Other Animal,Nuisance Animal,BROOKFIELD
Animal,Other Animal,Nuisance Animal,BROOKFIELD
Animal,Other Animal,Nuisance Animal,BROOKFIELD
Animal,Attack,Attack On A Person,OXLEY
Animal,Cat Trapping,,ST LUCIA
Animal,Dog,Fencing Issues,SPRING HILL
Animal,Dog,Fencing Issues,OXLEY
Animal,Dog,Too Many Animals,WYNNUM WEST
Animal,Dog,Fencing Issues,CHAPEL HILL
Animal,Dog,Fencing Issues,RIVERHILLS
Animal,Attack,Attack On A Person,TINGALPA
Animal,Dog,Too Many Animals,SUNNYBANK
Animal,Cat,,KURABY
Animal,Cat Trapping,,BOONDALL
Animal,Attack,Attack On An Animal,PADDINGTON
Animal,Dog,Fencing Issues,COORPAROO
Animal,Cat Trapping,,BRACKEN RIDGE
Animal,Dog,Odour,TOOWONG
Animal,Attack,Attack On An Animal,MANSFIELD
Animal,Dog,Fencing Issues,ROCKLEA
Animal,Attack,Not An Attack,ROCKLEA
Animal,Dog,Too Many Animals,ANNERLEY
Animal,Attack,Attack On An Animal,KENMORE
Animal,Attack,Attack On A Person,CHERMSIDE WEST
Animal,Dog,Fencing Issues,WYNNUM WEST
Animal,Dog,Fencing Issues,DREWVALE
Animal,Attack,Attack On A Person,BANYO
Animal,Dog,Too Many Animals,TARRAGINDI
Animal,Dog,Defecating In Public,ASPLEY
Animal,Attack,Attack On An Animal,BRIDGEMAN DOWNS
Animal,Cat Trapping,,BRIGHTON
Animal,Dog,Fencing Issues,EAST BRISBANE
Animal,Cat,,GREENSLOPES
Animal,Other Animal,Nuisance Animal,RICHLANDS
Animal,Dog,Fencing Issues,CHERMSIDE
Animal,Attack,Not An Attack,GRACEVILLE
Animal,Dog,Fencing Issues,WINDSOR
Animal,Dog,Fencing Issues,ASCOT
Animal,Other Animal,Nuisance Animal,ELLEN GROVE
Animal,Attack,Not An Attack,MANSFIELD
Animal,Dog,Fencing Issues,WAVELL HEIGHTS
Animal,Dog,Fencing Issues,COOPERS PLAINS
Animal,Attack,Attack On An Animal,TARRAGINDI
Animal,Attack,Menacing,ZILLMERE
Animal,Attack,Menacing,CARSELDINE
Animal,Dog,Fencing Issues,ALGESTER
Animal,Dog,Fencing Issues,ZILLMERE
Animal,Other Animal,Fox,ROCKLEA
Animal,Dog,Defecating In Public,PETRIE TERRACE
Animal,Other Animal,Pest / Feral Animal,COORPAROO
Animal,Attack,Attack On A Person,ELLEN GROVE
Animal,Attack,Attack On A Person,CLAYFIELD
Animal,Attack,Attack On A Person,PADDINGTON
Animal,Attack,Attack On An Animal,BALD HILLS
Animal,Dog,Fencing Issues,COORPAROO
Animal,Dog,Fencing Issues,RIVERHILLS
Animal,Cat Trapping,,WINDSOR
Animal,Other Animal,Nuisance Animal,CARINA HEIGHTS
Animal,Dog,Fencing Issues,CAMP HILL
Animal,Cat Trapping,,MANSFIELD
Animal,Dog,Fencing Issues,NORMAN PARK
Animal,Dog,Fencing Issues,PULLENVALE
Animal,Dog,Fencing Issues,FOREST LAKE
Animal,Other Animal,Fox,PULLENVALE
Animal,Other Animal,Rabbit,RED HILL
Animal,Attack,Attack On A Person,NUDGEE
Animal,Attack,Attack On A Person,NEWMARKET
Animal,Cat,,JINDALEE
Animal,Other Animal,Fencing Issues,WOOLLOONGABBA
Animal,Cat Trapping,,CHERMSIDE
Animal,Dog,Fencing Issues,BOONDALL
Animal,Dog,Defecating In Public,MILTON
Animal,Other Animal,Pest / Feral Animal,HOLLAND PARK
Animal,Attack,Attack On A Person,COORPAROO
Animal,Cat,,MURARRIE
Animal,Attack,Menacing,HAWTHORNE
Animal,Dog,Fencing Issues,CHERMSIDE WEST
Animal,Attack,Attack On An Animal,CARINA
Animal,Dog,Defecating In Public,GRACEVILLE
Animal,Attack,Attack On A Person,GUMDALE
Animal,Cat Trapping,,WISHART
Animal,Dog,Fencing Issues,WEST END
Animal,Dog,Defecating In Public,CARINA
Animal,Cat Trapping,,GAYTHORNE
Animal,Other Animal,Too Many Animals,EVERTON PARK
Animal,Cat Trapping,,INALA
Animal,Other Animal,Wild Dog,UPPER BROOKFIELD
Animal,Cat Trapping,,ELLEN GROVE
Animal,Attack,Attack On An Animal,INDOOROOPILLY
Animal,Dog,Unregistered,
Animal,Attack,Not An Attack,HEATHWOOD
Animal,Dog,Fencing Issues,WAVELL HEIGHTS
Animal,Other Animal,Fox,BELLBOWRIE
Animal,Attack,Attack On A Person,CHELMER
Animal,Attack,Attack On An Animal,FIG TREE POCKET
Animal,Dog,Odour,NEW FARM
Animal,Cat,,HENDRA
Animal,Attack,Not An Attack,MANLY WEST
Animal,Cat Trapping,,MANLY
Animal,Dog,Too Many Animals,BOONDALL
Animal,Attack,Menacing,INALA
Animal,Attack,Attack On An Animal,BARDON
Animal,Dog,Unregistered,MCDOWALL
Animal,Dog,Fencing Issues,TINGALPA
Animal,Cat Trapping,,MACGREGOR
Animal,Other Animal,Rabbit,ANNERLEY
Animal,Attack,Attack On An Animal,KENMORE
Animal,Dog,Fencing Issues,NUNDAH
Animal,Dog,Fencing Issues,MOUNT GRAVATT EAST
Animal,Other Animal,Wild Dog,KENMORE HILLS
Animal,Cat Trapping,,HAWTHORNE
Animal,Dog,Fencing Issues,WYNNUM WEST
Animal,Cat Trapping,,TAIGUM
Animal,Other Animal,Nuisance Animal,WINDSOR
Animal,Attack,Attack On A Person,GUMDALE
Animal,Cat Trapping,,KURABY
Animal,Dog,Unregistered,
Animal,Cat Trapping,,GEEBUNG
Animal,Dog,Defecating In Public,CAMP HILL
Animal,Dog,Unregistered,UPPER KEDRON
Animal,Cat,,HEMMANT
Animal,Cat Trapping,,TARINGA
Animal,Cat Trapping,,ASPLEY
Animal,Dog,Too Many Animals,GEEBUNG
Animal,Attack,Attack On An Animal,STAFFORD HEIGHTS
Animal,Dog,Fencing Issues,STONES CORNER
Animal,Attack,Not An Attack,WYNNUM
Animal,Attack,Menacing,COOPERS PLAINS
Animal,Other Animal,Fox,BELMONT
Animal,Dog,Fencing Issues,FAIRFIELD
Animal,Attack,Attack On An Animal,FITZGIBBON
Animal,Attack,Attack On A Person,ACACIA RIDGE
Animal,Other Animal,Deer,PULLENVALE
Animal,Dog,Unregistered,
Animal,Attack,Dangerous,ROCKLEA
Animal,Dog,Fencing Issues,EAST BRISBANE
Animal,Dog,Unregistered,PARKINSON
Animal,Attack,Not An Attack,MANLY WEST
Animal,Attack,Menacing,SHERWOOD
Animal,Attack,Attack On A Person,NUNDAH
Animal,Other Animal,Fox,BELLBOWRIE
Animal,Cat Trapping,,VIRGINIA
Animal,Other Animal,Pest / Feral Animal,NEW FARM
Animal,Attack,Not An Attack,EAST BRISBANE
Animal,Dog,Defecating In Public,COOPERS PLAINS
Animal,Other Animal,Fox,CHERMSIDE WEST
Animal,Other Animal,Odour,KEPERRA
Animal,Other Animal,Deer,PULLENVALE
Animal,Attack,Not An Attack,MOOROOKA
Animal,Attack,Not An Attack,MOUNT CROSBY
Animal,Dog,Fencing Issues,SEVEN HILLS
Animal,Attack,Attack On An Animal,THE GAP
Animal,Dog,Defecating In Public,DUTTON PARK
Animal,Cat Trapping,,FOREST LAKE
Animal,Other Animal,Pest / Feral Animal,OXLEY
Animal,Attack,Attack On An Animal,KEPERRA
Animal,Dog,Too Many Animals,HOLLAND PARK WEST
Animal,Cat Trapping,,INALA
Animal,Cat Trapping,,ANNERLEY
Animal,Other Animal,Fox,CARINDALE
Animal,Dog,Unregistered,
Animal,Attack,Attack On An Animal,ASCOT
Animal,Cat,,MOUNT GRAVATT EAST
Animal,Attack,Attack On An Animal,FERNY GROVE
Animal,Dog,Defecating In Public,BULIMBA
Animal,Attack,Menacing,WAVELL HEIGHTS
Animal,Attack,Attack On An Animal,BOONDALL
Animal,Dog,Fencing Issues,WYNNUM
Animal,Dog,Defecating In Public,WYNNUM WEST
Animal,Cat,,CALAMVALE
Animal,Dog,Fencing Issues,BOONDALL
Animal,Other Animal,Fox,MACKENZIE
Animal,Attack,Attack On A Person,GEEBUNG
Animal,Attack,Not An Attack,FORTITUDE VALLEY
Animal,Dog,Unregistered,BRACKEN RIDGE
Animal,Dog,Unregistered,BRACKEN RIDGE
Animal,Cat,,NEW FARM
Animal,Dog,Fencing Issues,WYNNUM
Animal,Attack,Attack On A Person,ACACIA RIDGE
Animal,Attack,Menacing,CLAYFIELD
Animal,Other Animal,Pest / Feral Animal,NUDGEE
Animal,Attack,Menacing,JAMBOREE HEIGHTS
Animal,Attack,Attack On A Person,GUMDALE
Animal,Attack,Not An Attack,ALGESTER
Animal,Cat,,KEPERRA
Animal,Attack,Attack On An Animal,INDOOROOPILLY
Animal,Cat,,BRIDGEMAN DOWNS
Animal,Other Animal,Feral Cat,BRACKEN RIDGE
Animal,Dog,Unregistered,GORDON PARK
Animal,Attack,Attack On A Person,SHORNCLIFFE
Animal,Attack,Not An Attack,ASCOT
Animal,Cat Trapping,,GEEBUNG
Animal,Other Animal,Fox,HEMMANT
Animal,Cat Trapping,,OXLEY
Animal,Attack,Attack On An Animal,CALAMVALE
Animal,Other Animal,Nuisance Animal,EVERTON PARK
Animal,Dog,Fencing Issues,INALA
Animal,Cat Trapping,,INALA
Animal,Cat,,EVERTON PARK
Animal,Dog,Fencing Issues,SUNNYBANK HILLS
Animal,Dog,Unregistered,HEMMANT
Animal,Dog,Fencing Issues,WOOLLOONGABBA
Animal,Cat,,BRACKEN RIDGE
Animal,Other Animal,Rabbit,TINGALPA
Animal,Attack,Attack On A Person,MANLY WEST
Animal,Other Animal,Fox,WYNNUM
Animal,Dog,Fencing Issues,BRIDGEMAN DOWNS
Animal,Attack,Attack On An Animal,ROCKLEA
Animal,Dog,Fencing Issues,MOUNT GRAVATT
Animal,Attack,Attack On An Animal,KALINGA
Animal,Attack,Menacing,HEATHWOOD
Animal,Dog,Defecating In Public,DUTTON PARK
Animal,Other Animal,Nuisance Animal,OXLEY
Animal,Cat Trapping,,TARINGA
Animal,Dog,Defecating In Public,LUTWYCHE
Animal,Other Animal,Nuisance Animal,ASPLEY
Animal,Other Animal,Fencing Issues,PADDINGTON
Animal,Other Animal,Nuisance Animal,HENDRA
Animal,Dog,Fencing Issues,KARANA DOWNS
Animal,Other Animal,Fox,SUNNYBANK
Animal,Dog,Fencing Issues,FERNY GROVE
Animal,Dog,Too Many Animals,BROOKFIELD
Animal,Dog,Defecating In Public,DOOLANDELLA
Animal,Attack,Attack On An Animal,DREWVALE
Animal,Attack,Not An Attack,DARRA
Animal,Attack,Menacing,STAFFORD HEIGHTS
Animal,Dog,Defecating In Public,UPPER MOUNT GRAVATT
Animal,Dog,Fencing Issues,SUNNYBANK HILLS
Animal,Other Animal,Nuisance Animal,BRISBANE CITY
Animal,Cat Trapping,,INALA
Animal,Attack,Attack On A Person,WYNNUM
Animal,Other Animal,Fox,CHELMER
Animal,Other Animal,Nuisance Animal,RED HILL
