"Category: Nature","Category: Type","Category: Reporting Level","Location: Suburb"
"Animal","Other Animal","Deer","MOUNT OMMANEY"
"Animal","Dog","Fencing Issues","KENMORE HILLS"
"Animal","Cat Trapping","","WYNNUM WEST"
"Animal","Attack","Attack On An Animal","JINDALEE"
"Animal","Dog","Fencing Issues","KEPERRA"
"Animal","Dog","Fencing Issues","NUNDAH"
"Animal","Other Animal","Fox","BOONDALL"
"Animal","Dog","Wandering","WYNNUM"
"Animal","Attack","Attack On An Animal","CALAMVALE"
"Animal","Attack","","MOGGILL"
"Animal","Other Animal","Fox","BOONDALL"
"Animal","Dog","Fencing Issues","ANNERLEY"
"Animal","Dog","Wandering","HOLLAND PARK WEST"
"Animal","Attack","Not An Attack","ASCOT"
"Animal","Cat","Wandering","NORTHGATE"
"Animal","Dog","Wandering","CARINA"
"Animal","Dog","Wandering","BULIMBA"
"Animal","Dog","Wandering","ELLEN GROVE"
"Animal","Other Animal","Nuisance Animal","UPPER MOUNT GRAVATT"
"Animal","Cat Trapping","","COORPAROO"
"Animal","Attack","Attack On A Person","HERSTON"
"Animal","Cat","Wandering","BRACKEN RIDGE"
"Animal","Dog","Fencing Issues","MOUNT CROSBY"
"Animal","Other Animal","Fox","CHELMER"
"Animal","Dog","Wandering","SUNNYBANK HILLS"
"Animal","Dog","Wandering","BARDON"
"Animal","Dog","Fencing Issues","ARCHERFIELD"
"Animal","Dog","Wandering","BRACKEN RIDGE"
"Animal","Other Animal","","HAMILTON"
"Animal","Cat Trapping","","CALAMVALE"
"Animal","Cat Trapping","","RUNCORN"
"Animal","Dog","Wandering","ALGESTER"
"Animal","Cat","Wandering","THE GAP"
"Animal","Dog","Fencing Issues","CARINA HEIGHTS"
"Animal","Cat","Wandering","ANNERLEY"
"Animal","Cat","Wandering","TAIGUM"
"Animal","Other Animal","Feral Cat","CLAYFIELD"
"Animal","Attack","Attack On An Animal","KENMORE HILLS"
"Animal","Other Animal","","BELLBOWRIE"
"Animal","Other Animal","","MOUNT CROSBY"
"Animal","Other Animal","Unregistered","BELLBOWRIE"
"Animal","Dog","Defecating In Public","SUNNYBANK HILLS"
"Animal","Dog","Fencing Issues","EVERTON PARK"
"Animal","Cat","Wandering",""
"Animal","Dog","Too Many Animals","SALISBURY"
"Animal","Cat Trapping","","MOGGILL"
"Animal","Dog","Defecating In Public","UPPER KEDRON"
"Animal","Dog","Too Many Animals","ELLEN GROVE"
"Animal","Attack","Menacing","MORNINGSIDE"
"Animal","Cat","Wandering","UPPER KEDRON"
"Animal","Dog","","ST LUCIA"
"Animal","Attack","Attack On A Person","KEDRON"
"Animal","Dog","Wandering","GORDON PARK"
"Animal","Attack","Attack On A Person","ACACIA RIDGE"
"Animal","Attack","Attack On An Animal","STAFFORD HEIGHTS"
"Animal","Other Animal","Fox","ASHGROVE"
"Animal","Dog","","KEPERRA"
"Animal","Dog","Wandering","NUDGEE"
"Animal","Dog","Wandering","NORMAN PARK"
"Animal","Attack","","CHAPEL HILL"
"Animal","Dog","Wandering","CARINA"
"Animal","Dog","Fencing Issues","RIVERHILLS"
"Animal","Attack","","KEPERRA"
"Animal","Cat","Wandering","MOGGILL"
"Animal","Attack","Attack On An Animal","FOREST LAKE"
"Animal","Dog","Wandering","CANNON HILL"
"Animal","Dog","Fencing Issues","CALAMVALE"
"Animal","Dog","Unregistered","ACACIA RIDGE"
"Animal","Dog","Fencing Issues","TOOWONG"
"Animal","Dog","Wandering","SHERWOOD"
"Animal","Attack","Menacing","DURACK"
"Animal","Cat","Wandering","BRIGHTON"
"Animal","Dog","Wandering","CAMP HILL"
"Animal","Cat Trapping","","NEWSTEAD"
"Animal","Attack","Attack On A Person","ACACIA RIDGE"
"Animal","Attack","Attack On An Animal","INDOOROOPILLY"
"Animal","Dog","Wandering","INDOOROOPILLY"
"Animal","Dog","Odour","TOOWONG"
"Animal","Other Animal","Fox","WYNNUM WEST"
"Animal","Cat Trapping","","PALLARA"
"Animal","Dog","Wandering","KARANA DOWNS"
"Animal","Cat Trapping","","FITZGIBBON"
"Animal","Cat Trapping","","RED HILL"
"Animal","Other Animal","Fox","SEVEN HILLS"
"Animal","Attack","Attack On An Animal","DEAGON"
"Animal","Attack","","EVERTON PARK"
"Animal","Attack","Attack On An Animal","ACACIA RIDGE"
"Animal","Dog","Wandering","EVERTON PARK"
"Animal","Other Animal","Fox","CHANDLER"
"Animal","Dog","Fencing Issues","WISHART"
"Animal","Other Animal","Fox","ROCKLEA"
"Animal","Attack","Attack On A Person","ACACIA RIDGE"
"Animal","Attack","Not An Attack","CHERMSIDE"
"Animal","Attack","Attack On An Animal","CARSELDINE"
"Animal","Other Animal","Fox","SEVEN HILLS"
"Animal","Cat Trapping","","CARINA"
"Animal","Cat","Wandering","CHERMSIDE"
"Animal","Attack","Attack On A Person","BRIGHTON"
"Animal","Attack","Attack On An Animal","ROCKLEA"
"Animal","Dog","Odour","YERONGA"
"Animal","Attack","","STRETTON"
"Animal","Dog","Wandering","BRACKEN RIDGE"
"Animal","Attack","Not An Attack","DARRA"
"Animal","Attack","Attack On A Person","SUNNYBANK"
"Animal","Dog","Too Many Animals","KHOLO"
"Animal","Dog","Wandering",""
"Animal","Dog","Fencing Issues","FITZGIBBON"
"Animal","Dog","Wandering","NUDGEE BEACH"
"Animal","Cat","Wandering","MACGREGOR"
"Animal","Dog","","KEDRON"
"Animal","Attack","Attack On An Animal","LOTA"
"Animal","Attack","Menacing","INALA"
"Animal","Other Animal","","GUMDALE"
"Animal","Dog","Wandering","NUDGEE BEACH"
"Animal","Dog","Wandering","NUDGEE BEACH"
"Animal","Dog","Wandering","NUDGEE BEACH"
"Animal","Attack","Attack On An Animal","FIG TREE POCKET"
"Animal","Dog","Wandering","WINDSOR"
"Animal","Attack","Attack On An Animal","INALA"
"Animal","Attack","Attack On A Person","HENDRA"
"Animal","Dog","Wandering",""
"Animal","Dog","Unregistered","ROCKLEA"
"Animal","Dog","Wandering","FERNY GROVE"
"Animal","Cat","Wandering","BULIMBA"
"Animal","Dog","","INALA"
"Animal","Dog","","ASCOT"
"Animal","Dog","Wandering","BALD HILLS"
"Animal","Cat Trapping","","RICHLANDS"
"Animal","Dog","Fencing Issues","CARINA"
"Animal","Attack","","BRACKEN RIDGE"
"Animal","Attack","","CARINDALE"
"Animal","Cat Trapping","","KEDRON"
"Animal","Dog","Wandering","CARINDALE"
"Animal","Attack","Menacing","KARANA DOWNS"
"Animal","Attack","Attack On A Person","INALA"
"Animal","Attack","Attack On A Person","COOPERS PLAINS"
"Animal","Dog","Wandering","TARRAGINDI"
"Animal","Attack","","FERNY GROVE"
"Animal","Cat Trapping","","ROCHEDALE"
"Animal","Attack","Attack On An Animal","SUNNYBANK"
"Animal","Dog","Wandering","CANNON HILL"
"Animal","Cat","Wandering","TINGALPA"
"Animal","Dog","Fencing Issues","MOOROOKA"
"Animal","Cat Trapping","","ARCHERFIELD"
"Animal","Cat","Wandering","SANDGATE"
"Animal","Attack","Menacing","NATHAN"
"Animal","Attack","Not An Attack","BRACKEN RIDGE"
"Animal","Cat","Wandering","BALD HILLS"
"Animal","Cat","","BALD HILLS"
"Animal","Cat Trapping","","CARINA"
"Animal","Attack","Attack On A Person","MOOROOKA"
"Animal","Cat Trapping","","CAMP HILL"
"Animal","Dog","Wandering","CARINDALE"
"Animal","Dog","Too Many Animals","WAKERLEY"
"Animal","Dog","Wandering","UPPER MOUNT GRAVATT"
"Animal","Cat Trapping","","ROBERTSON"
"Animal","Dog","Unregistered",""
"Animal","Dog","Unregistered","UPPER MOUNT GRAVATT"
"Animal","Attack","Attack On A Person","ROCHEDALE"
"Animal","Other Animal","Deer","PULLENVALE"
"Animal","Cat Trapping","","ST LUCIA"
"Animal","Dog","Wandering","YERONGA"
"Animal","Attack","Attack On An Animal","CALAMVALE"
"Animal","Attack","Attack On An Animal","RUNCORN"
"Animal","Dog","Wandering","CLAYFIELD"
"Animal","Dog","","TINGALPA"
"Animal","Attack","Attack On A Person","NORTHGATE"
"Animal","Cat Trapping","","KELVIN GROVE"
"Animal","Dog","Wandering","MOOROOKA"
"Animal","Dog","Wandering","INDOOROOPILLY"
"Animal","Dog","","SUNNYBANK HILLS"
"Animal","Other Animal","Fox","TARRAGINDI"
"Animal","Dog","Fencing Issues","CARINA HEIGHTS"
"Animal","Cat Trapping","","CHERMSIDE WEST"
"Animal","Cat","Wandering","CHERMSIDE WEST"
"Animal","Other Animal","Nuisance Animal","HOLLAND PARK"
"Animal","Other Animal","","BRIGHTON"
"Animal","Other Animal","Fox","HAWTHORNE"
"Animal","Dog","Wandering","CARINDALE"
"Animal","Dog","Fencing Issues","WISHART"
"Animal","Other Animal","Fox","BROOKFIELD"
"Animal","Attack","Not An Attack","NUDGEE BEACH"
"Animal","Attack","Attack On An Animal","PADDINGTON"
"Animal","Other Animal","Fox","BURBANK"
"Animal","Dog","Fencing Issues","MIDDLE PARK"
"Animal","Dog","Wandering","EIGHT MILE PLAINS"
"Animal","Dog","Defecating In Public","OXLEY"
"Animal","Dog","Defecating In Public","CARSELDINE"
"Animal","Attack","Attack On An Animal","ASHGROVE"
"Animal","Attack","Menacing","BALMORAL"
"Animal","Dog","Unregistered","DOOLANDELLA"
"Animal","Attack","Attack On An Animal","ALGESTER"
"Animal","Cat Trapping","","MURARRIE"
"Animal","Cat Trapping","","TAIGUM"
"Animal","Dog","Wandering","CARINDALE"
"Animal","Attack","Attack On An Animal","HOLLAND PARK WEST"
"Animal","Dog","Unregistered",""
"Animal","Other Animal","Nuisance Animal","EVERTON PARK"
"Animal","Attack","Not An Attack","STAFFORD HEIGHTS"
"Animal","Attack","Attack On A Person","STONES CORNER"
"Animal","Attack","","CANNON HILL"
"Animal","Other Animal","Fox","FIG TREE POCKET"
"Animal","Attack","Attack On A Person","TARINGA"
"Animal","Dog","Wandering","MANSFIELD"
"Animal","Cat Trapping","","SUNNYBANK HILLS"
"Animal","Other Animal","Fox","HOLLAND PARK WEST"
"Animal","Cat Trapping","","HENDRA"
"Animal","Dog","Wandering","ASPLEY"
"Animal","Dog","Fencing Issues","HOLLAND PARK WEST"
"Animal","Dog","Fencing Issues","WEST END"
"Animal","Attack","","FIG TREE POCKET"
"Animal","Dog","Wandering","CHERMSIDE WEST"
"Animal","Cat Trapping","","INDOOROOPILLY"
"Animal","Dog","Wandering","FOREST LAKE"
"Animal","Attack","","WESTLAKE"
"Animal","Attack","Not An Attack","ASHGROVE"
"Animal","Cat Trapping","","INALA"
"Animal","Attack","Attack On An Animal","AUCHENFLOWER"
"Animal","Dog","Wandering","BRACKEN RIDGE"
"Animal","Dog","Wandering","TOOWONG"
"Animal","Dog","Wandering","CHERMSIDE WEST"
"Animal","Attack","Attack On An Animal","OXLEY"
"Animal","Cat","Wandering","MOOROOKA"
"Animal","Dog","Wandering","CARINDALE"
"Animal","Dog","Fencing Issues","STRETTON"
"Animal","Dog","Fencing Issues","STRETTON"
"Animal","Attack","Menacing","ZILLMERE"
"Animal","Attack","Attack On A Person","DUTTON PARK"
"Animal","Dog","Fencing Issues","DOOLANDELLA"
"Animal","Dog","Fencing Issues","DOOLANDELLA"
"Animal","Attack","Not An Attack","WESTLAKE"
"Animal","Dog","Too Many Animals","CORINDA"
"Animal","Dog","Wandering","LOTA"
"Animal","Other Animal","","TENNYSON"
"Animal","Cat Trapping","","MOGGILL"
"Animal","Other Animal","Odour","MOGGILL"
"Animal","Dog","Fencing Issues","BRACKEN RIDGE"
"Animal","Attack","Attack On An Animal","BRIDGEMAN DOWNS"
"Animal","Dog","Wandering","ANSTEAD"
"Animal","Dog","","INALA"
"Animal","Dog","Fencing Issues","HEATHWOOD"
"Animal","Dog","Unregistered","SUNNYBANK HILLS"
"Animal","Other Animal","Wild Dog","PULLENVALE"
"Animal","Cat","Wandering","MANLY WEST"
"Animal","Dog","Unregistered","SALISBURY"
"Animal","Cat","Wandering","HAMILTON"
"Animal","Cat","Wandering","MOOROOKA"
"Animal","Attack","","DARRA"
"Animal","Cat Trapping","","HAMILTON"
"Animal","Attack","Attack On An Animal","UPPER KEDRON"
"Animal","Attack","Attack On A Person","SUNNYBANK"
"Animal","Cat","Wandering","SUNNYBANK"
"Animal","Cat","Wandering","WYNNUM"
"Animal","Cat","Wandering","HEMMANT"
"Animal","Dog","Wandering","BULIMBA"
"Animal","Dog","Defecating In Public","FORTITUDE VALLEY"
"Animal","Other Animal","","BALD HILLS"
"Animal","Cat Trapping","","KALINGA"
"Animal","Attack","","UPPER KEDRON"
"Animal","Attack","Not An Attack","BARDON"
"Animal","Cat Trapping","","ST LUCIA"
"Animal","Other Animal","Nuisance Animal","SUNNYBANK HILLS"
"Animal","Dog","Wandering","CAMP HILL"
"Animal","Dog","Unregistered",""
"Animal","Attack","Attack On A Person","ELLEN GROVE"
"Animal","Dog","Fencing Issues","BRACKEN RIDGE"
"Animal","Dog","Fencing Issues","MANLY WEST"
"Animal","Dog","Fencing Issues","MANLY WEST"
"Animal","Other Animal","Wandering","MANLY WEST"
"Animal","Cat","Wandering","EVERTON PARK"
"Animal","Dog","Wandering","NUDGEE BEACH"
"Animal","Dog","Wandering","NUDGEE BEACH"
"Animal","Dog","Wandering","NUDGEE BEACH"
"Animal","Dog","Fencing Issues","ROBERTSON"
"Animal","Dog","","HEMMANT"
"Animal","Cat Trapping","","SUNNYBANK"
"Animal","Other Animal","Fox","WYNNUM"
"Animal","Attack","Attack On A Person","NEWSTEAD"
"Animal","Other Animal","Fox","DUTTON PARK"
"Animal","Other Animal","Fox","FIG TREE POCKET"
"Animal","Other Animal","Nuisance Animal","KEDRON"
"Animal","Cat Trapping","","WYNNUM WEST"
"Animal","Attack","Attack On An Animal","FOREST LAKE"
"Animal","Attack","","FOREST LAKE"
"Animal","Other Animal","Fox","SUMNER"
"Animal","Cat","Wandering","STAFFORD HEIGHTS"
"Animal","Dog","Odour","CORINDA"
"Animal","Attack","Attack On A Person","STAFFORD HEIGHTS"
"Animal","Other Animal","Nuisance Animal","VIRGINIA"
"Animal","Other Animal","Deer","BROOKFIELD"
"Animal","Other Animal","Nuisance Animal","ASPLEY"
"Animal","Dog","Fencing Issues","KURABY"
"Animal","Attack","Not An Attack","MOUNT CROSBY"
"Animal","Dog","Fencing Issues","ROCKLEA"
"Animal","Dog","Fencing Issues","HOLLAND PARK WEST"
"Animal","Cat Trapping","","NORTHGATE"
"Animal","Dog","Fencing Issues","BANYO"
"Animal","Attack","","CHAPEL HILL"
"Animal","Dog","Fencing Issues","BRACKEN RIDGE"
"Animal","Attack","Not An Attack","BELLBOWRIE"
"Animal","Dog","Wandering","LOTA"
"Animal","Dog","Too Many Animals","WAVELL HEIGHTS"
"Animal","Dog","","RED HILL"
"Animal","Dog","Unregistered","RED HILL"
"Animal","Dog","Wandering","DOOLANDELLA"
"Animal","Dog","Wandering","EIGHT MILE PLAINS"
"Animal","Dog","Wandering",""
"Animal","Dog","Fencing Issues","EVERTON PARK"
"Animal","Other Animal","Nuisance Animal","EAST BRISBANE"
"Animal","Dog","","ELLEN GROVE"
"Animal","Dog","Wandering","BALD HILLS"
"Animal","Dog","Fencing Issues","BRACKEN RIDGE"
"Animal","Cat","Wandering","CARSELDINE"
"Animal","Dog","","MANLY WEST"
"Animal","Cat","Wandering","MANLY WEST"
"Animal","Dog","Fencing Issues","WOOLOOWIN"
"Animal","Dog","Unregistered","MORNINGSIDE"
"Animal","Cat","","CALAMVALE"
"Animal","Other Animal","Fox","CHANDLER"
"Animal","Attack","Attack On A Person","ASPLEY"
"Animal","Dog","Fencing Issues","BANYO"
"Animal","Attack","","RUNCORN"
"Animal","Dog","Too Many Animals","SALISBURY"
"Animal","Other Animal","Fox","NATHAN"
"Animal","Attack","Menacing","KEPERRA"
"Animal","Dog","Fencing Issues","GRACEVILLE"
"Animal","Cat","Wandering","MORNINGSIDE"
"Animal","Dog","Fencing Issues","STAFFORD HEIGHTS"
"Animal","Cat","Wandering","MOUNT OMMANEY"
"Animal","Dog","Wandering","CARINA"
"Animal","Attack","","EVERTON PARK"
"Animal","Dog","Fencing Issues","RUNCORN"
"Animal","Dog","Wandering","YERONGA"
"Animal","Dog","Fencing Issues","WYNNUM WEST"
"Animal","Dog","Fencing Issues","SEVENTEEN MILE ROCKS"
"Animal","Other Animal","Fox","TARRAGINDI"
"Animal","Attack","Menacing","INALA"
"Animal","Cat Trapping","","ROBERTSON"
"Animal","Dog","Wandering","NORTHGATE"
"Animal","Dog","Wandering","CARINDALE"
"Animal","Attack","","BALD HILLS"
"Animal","Dog","Unregistered","SUNNYBANK HILLS"
"Animal","Attack","Not An Attack","ELLEN GROVE"
"Animal","Attack","Not An Attack","NUNDAH"
"Animal","Attack","Attack On An Animal","BANYO"
"Animal","Dog","Fencing Issues","SPRING HILL"
"Animal","Other Animal","Fox","TARRAGINDI"
"Animal","Attack","Attack On An Animal","MANSFIELD"
"Animal","Cat Trapping","","BRACKEN RIDGE"
"Animal","Attack","","DURACK"
"Animal","Cat","Wandering","FITZGIBBON"
"Animal","Dog","Fencing Issues","BELMONT"
"Animal","Attack","Not An Attack","WINDSOR"
"Animal","Dog","Fencing Issues","MOUNT GRAVATT EAST"
"Animal","Other Animal","","HOLLAND PARK"
"Animal","Dog","Fencing Issues","AUCHENFLOWER"
"Animal","Attack","Not An Attack","STAFFORD HEIGHTS"
"Animal","Attack","","INALA"
"Animal","Cat Trapping","","BOONDALL"
"Animal","Dog","Fencing Issues","THE GAP"
"Animal","Attack","Menacing","PINKENBA"
"Animal","Other Animal","","DEAGON"
"Animal","Cat Trapping","","BURBANK"
"Animal","Cat","Wandering","INALA"
"Animal","Attack","Attack On A Person","ANSTEAD"
"Animal","Attack","","INALA"
"Animal","Attack","Attack On A Person","INALA"
"Animal","Dog","Odour","HIGHGATE HILL"
"Animal","Cat","Wandering","INALA"
"Animal","Attack","Attack On A Person","NEWMARKET"
"Animal","Attack","Attack On An Animal","MOUNT CROSBY"
"Animal","Attack","Not An Attack","CARINA"
"Animal","Attack","Not An Attack","INALA"
"Animal","Other Animal","Nuisance Animal","OXLEY"
"Animal","Attack","Attack On An Animal","UPPER MOUNT GRAVATT"
"Animal","Other Animal","Fox","BURBANK"
"Animal","Dog","Wandering","ASHGROVE"
"Animal","Dog","Defecating In Public","HAMILTON"
"Animal","Cat","Wandering","ASPLEY"
"Animal","Dog","Fencing Issues","MITCHELTON"
"Animal","Dog","Too Many Animals","SANDGATE"
"Animal","Cat","","SANDGATE"
"Animal","Cat","Wandering","ROBERTSON"
"Animal","Other Animal","","EVERTON PARK"
"Animal","Dog","Wandering","YERONGA"
"Animal","Other Animal","Unregistered","BRIDGEMAN DOWNS"
"Animal","Attack","Attack On A Person","ZILLMERE"
"Animal","Other Animal","","MOUNT CROSBY"
"Animal","Cat Trapping","","CARINA HEIGHTS"
"Animal","Attack","Attack On An Animal","BRISBANE CITY"
"Animal","Dog","Wandering","INDOOROOPILLY"
"Animal","Dog","Fencing Issues","INALA"
"Animal","Dog","Too Many Animals","KALINGA"
"Animal","Cat Trapping","","CARINA"
"Animal","Dog","Too Many Animals","NUNDAH"
"Animal","Cat Trapping","","STAFFORD HEIGHTS"
"Animal","Other Animal","Fox","BURBANK"
"Animal","Attack","Not An Attack","NUNDAH"
"Animal","Attack","Attack On An Animal","KENMORE"
"Animal","Dog","Odour","DEAGON"
"Animal","Dog","Fencing Issues","STRETTON"
"Animal","Dog","Fencing Issues","STRETTON"
"Animal","Dog","Wandering","STRETTON"
"Animal","Dog","Defecating In Public","BELLBOWRIE"
"Animal","Cat","","CARINA HEIGHTS"
"Animal","Cat Trapping","","CALAMVALE"
"Animal","Attack","Attack On An Animal","MOUNT OMMANEY"
"Animal","Dog","Fencing Issues","ASPLEY"
"Animal","Attack","Not An Attack","CHERMSIDE WEST"
"Animal","Attack","","WINDSOR"
"Animal","Attack","","ASHGROVE"
"Animal","Dog","Fencing Issues","SEVEN HILLS"
"Animal","Dog","Wandering","UPPER MOUNT GRAVATT"
"Animal","Attack","Not An Attack","BULIMBA"
"Animal","Attack","","YERONGA"
"Animal","Cat","Wandering","WISHART"
"Animal","Attack","","COOPERS PLAINS"
"Animal","Attack","Menacing","HENDRA"
"Animal","Cat","Wandering","MOUNT OMMANEY"
"Animal","Cat Trapping","","MOOROOKA"
"Animal","Other Animal","","MACKENZIE"
"Animal","Other Animal","","MACKENZIE"
"Animal","Dog","","WINDSOR"
"Animal","Cat","","FITZGIBBON"
"Animal","Dog","Fencing Issues","CARINA HEIGHTS"
"Animal","Attack","Attack On An Animal","WEST END"
"Animal","Attack","Menacing","SHORNCLIFFE"
"Animal","Dog","Fencing Issues","NEW FARM"
"Animal","Attack","Attack On A Person","WISHART"
"Animal","Attack","","VIRGINIA"
"Animal","Dog","Unregistered","ACACIA RIDGE"
"Animal","Other Animal","Odour","ROCHEDALE"
"Animal","Attack","Attack On A Person","TARRAGINDI"
"Animal","Attack","","DOOLANDELLA"
"Animal","Cat Trapping","","ANNERLEY"
"Animal","Cat","Wandering","MILTON"
"Animal","Dog","Wandering","BULIMBA"
"Animal","Attack","Not An Attack","BRACKEN RIDGE"
"Animal","Attack","Menacing","HIGHGATE HILL"
"Animal","Attack","Attack On A Person","BANYO"
"Animal","Attack","Menacing","INALA"
"Animal","Dog","Fencing Issues","STAFFORD HEIGHTS"
"Animal","Cat","Wandering","COOPERS PLAINS"
"Animal","Cat","Wandering","COOPERS PLAINS"
"Animal","Dog","Wandering","NUDGEE BEACH"
"Animal","Dog","Fencing Issues","FIG TREE POCKET"
"Animal","Attack","Attack On A Person","CORINDA"
"Animal","Dog","Wandering","BRACKEN RIDGE"
"Animal","Dog","Fencing Issues","ELLEN GROVE"
"Animal","Dog","Wandering","INALA"
"Animal","Dog","","SUMNER"
"Animal","Dog","Unregistered",""
"Animal","Dog","Unregistered",""
"Animal","Dog","Wandering","SUNNYBANK HILLS"
"Animal","Dog","Fencing Issues","GREENSLOPES"
"Animal","Other Animal","Wandering","MOUNT GRAVATT EAST"
"Animal","Attack","Attack On A Person","CAMP HILL"
"Animal","Dog","Dog","GAYTHORNE"
"Animal","Dog","Odour","COORPAROO"
"Animal","Dog","Fencing Issues","RIVERHILLS"
"Animal","Dog","Unregistered","ALGESTER"
"Animal","Dog","Fencing Issues","MOOROOKA"
"Animal","Other Animal","Fox","MANLY WEST"
"Animal","Dog","Fencing Issues","RUNCORN"
"Animal","Attack","","CARINA HEIGHTS"
"Animal","Cat","Wandering","DREWVALE"
"Animal","Attack","Not An Attack","INALA"
"Animal","Cat","Wandering","INALA"
"Animal","Dog","Wandering","DURACK"
"Animal","Dog","Unregistered","BRIGHTON"
"Animal","Dog","Wandering","EVERTON PARK"
"Animal","Other Animal","Fox","WYNNUM"
"Animal","Attack","Attack On An Animal","DUTTON PARK"
"Animal","Attack","Not An Attack","INDOOROOPILLY"
"Animal","Cat Trapping","","ALGESTER"
"Animal","Attack","Not An Attack","ASCOT"
"Animal","Dog","Fencing Issues","ZILLMERE"
"Animal","Dog","Fencing Issues","ZILLMERE"
"Animal","Dog","Fencing Issues","DEAGON"
"Animal","Attack","","BRISBANE CITY"
"Animal","Attack","Attack On A Person","MOOROOKA"
"Animal","Dog","Fencing Issues","MANLY WEST"
"Animal","Cat","","CHERMSIDE"
"Animal","Dog","Defecating In Public","COORPAROO"
"Animal","Dog","Wandering","CALAMVALE"
"Animal","Attack","Attack On A Person","NEW FARM"
"Animal","Attack","","SUMNER"
"Animal","Other Animal","Nuisance Animal","FOREST LAKE"
"Animal","Other Animal","Unregistered","KURABY"
"Animal","Attack","","CALAMVALE"
"Animal","Attack","Attack On A Person","CALAMVALE"
"Animal","Attack","Attack On A Person","BELLBOWRIE"
"Animal","Attack","Attack On An Animal","GREENSLOPES"
"Animal","Attack","Attack On An Animal","CARSELDINE"
"Animal","Dog","Wandering","MCDOWALL"
"Animal","Dog","","CARINA"
"Animal","Cat Trapping","","ALBION"
"Animal","Attack","Attack On A Person","GREENSLOPES"
"Animal","Dog","Too Many Animals","WOOLLOONGABBA"
"Animal","Cat Trapping","","WISHART"
"Animal","Dog","Defecating In Public","CARINDALE"
"Animal","Other Animal","Fox","MANLY WEST"
"Animal","Other Animal","","WYNNUM WEST"
