Category: Nature,Category: Type,Category: Reporting Level,Location: Suburb
Animal,Attack,Attack On A Person,GORDON PARK
Animal,Other Animal,Nuisance Animal,STAFFORD
Animal,Attack,Menacing,ROCKLEA
Animal,Dog,Defecating In Public,
Animal,Dog,Unregistered,SANDGATE
Animal,Attack,Not An Attack,BRACKEN RIDGE
Animal,Attack,Attack On An Animal,ASCOT
Animal,Cat Trapping,,HOLLAND PARK WEST
Animal,Attack,Attack On A Person,CARINA HEIGHTS
Animal,Cat Trapping,,SUNNYBANK
Animal,Attack,,NORTHGATE
Animal,Dog,Unregistered,STRETTON
Animal,Dog,Unregistered,STRETTON
Animal,Other Animal,Fox,RIVERHILLS
Animal,Cat Trapping,,COORPAROO
Animal,Attack,Not An Attack,BELMONT
Animal,Dog,Fencing Issues,MITCHELTON
Animal,Cat,,ZILLMERE
Animal,Attack,Attack On A Person,JAMBOREE HEIGHTS
Animal,Other Animal,,INALA
Animal,Dog,Unregistered,MANSFIELD
Animal,Cat Trapping,,EAST BRISBANE
Animal,Attack,Attack On An Animal,SINNAMON PARK
Animal,Other Animal,Fox,RANSOME
Animal,Cat Trapping,,CHAPEL HILL
Animal,Attack,Dangerous,GUMDALE
Animal,Dog,Fencing Issues,CAMP HILL
Animal,Dog,,GRANGE
Animal,Attack,Not An Attack,ALGESTER
Animal,Cat Trapping,,ACACIA RIDGE
Animal,Attack,Not An Attack,FIG TREE POCKET
Animal,Dog,Fencing Issues,ASHGROVE
Animal,Other Animal,Fox,SALISBURY
Animal,Cat Trapping,,ANNERLEY
Animal,Attack,Not An Attack,STRETTON
Animal,Attack,Attack On An Animal,SALISBURY
Animal,Attack,,BRACKEN RIDGE
Animal,Dog,Fencing Issues,WYNNUM
Animal,Dog,Unregistered,LOTA
Animal,Dog,Fencing Issues,SHERWOOD
Animal,Other Animal,Odour,TARRAGINDI
Animal,Attack,,KENMORE
Animal,Cat Trapping,,ANNERLEY
Animal,Dog,,MANLY
Animal,Other Animal,Rabbit,ST LUCIA
Animal,Attack,,WYNNUM WEST
Animal,Cat Trapping,,DARRA
Animal,Dog,Fencing Issues,DARRA
Animal,Dog,Defecating In Public,HAMILTON
Animal,Cat,,RUNCORN
Animal,Cat,,ALGESTER
Animal,Dog,Fencing Issues,SUNNYBANK HILLS
Animal,Attack,Not An Attack,BRIDGEMAN DOWNS
Animal,Attack,Menacing,ELLEN GROVE
Animal,Dog,Fencing Issues,BRIGHTON
Animal,Other Animal,Fox,GEEBUNG
Animal,Dog,Unregistered,BALD HILLS
Animal,Other Animal,Pest / Feral Animal,BRIGHTON
Animal,Attack,Menacing,SANDGATE
Animal,Dog,Fencing Issues,INALA
Animal,Other Animal,Pest / Feral Animal,BELMONT
Animal,Dog,Fencing Issues,MITCHELTON
Animal,Dog,Fencing Issues,MANLY WEST
Animal,Dog,Fencing Issues,BRACKEN RIDGE
Animal,Attack,Attack On A Person,SUNNYBANK HILLS
Animal,Dog,Fencing Issues,INALA
Animal,Dog,Fencing Issues,HERSTON
Animal,Attack,Attack On An Animal,SUNNYBANK HILLS
Animal,Dog,Fencing Issues,BROOKFIELD
Animal,Dog,Fencing Issues,DURACK
Animal,Dog,Unregistered,MOUNT GRAVATT EAST
Animal,Attack,Menacing,KEDRON
Animal,Dog,Unregistered,TINGALPA
Animal,Dog,Unregistered,TINGALPA
Animal,Cat Trapping,,MOUNT GRAVATT EAST
Animal,Dog,Fencing Issues,MOUNT GRAVATT EAST
Animal,Dog,Unregistered,
Animal,Attack,Attack On An Animal,CHERMSIDE WEST
Animal,Dog,Fencing Issues,ZILLMERE
Animal,Other Animal,Wild Dog,UPPER BROOKFIELD
Animal,Other Animal,Nuisance Animal,HAWTHORNE
Animal,Attack,Attack On A Person,NEW FARM
Animal,Attack,Attack On An Animal,STAFFORD HEIGHTS
Animal,Dog,Defecating In Public,ASHGROVE
Animal,Cat Trapping,,BANYO
Animal,Attack,Attack On An Animal,WAVELL HEIGHTS
Animal,Attack,Attack On A Person,COOPERS PLAINS
Animal,Cat Trapping,,ASPLEY
Animal,Other Animal,,INALA
Animal,Cat,,ACACIA RIDGE
Animal,Cat Trapping,,TOOWONG
Animal,Dog,Unregistered,COORPAROO
Animal,Dog,Fencing Issues,STAFFORD
Animal,Cat Trapping,,SUNNYBANK
Animal,Attack,Attack On An Animal,ASPLEY
Animal,Dog,Fencing Issues,MORNINGSIDE
Animal,Attack,Attack On A Person,RED HILL
Animal,Dog,Fencing Issues,ELLEN GROVE
Animal,Other Animal,Fox,MOUNT CROSBY
Animal,Other Animal,Odour,CAMP HILL
Animal,Attack,Attack On An Animal,SANDGATE
Animal,Attack,Menacing,BARDON
Animal,Attack,Attack On An Animal,CANNON HILL
Animal,Other Animal,Pest / Feral Animal,SUNNYBANK HILLS
Animal,Dog,Defecating In Public,LOTA
Animal,Attack,Attack On A Person,ALGESTER
Animal,Dog,Fencing Issues,PALLARA
Animal,Dog,Fencing Issues,WAVELL HEIGHTS
Animal,Other Animal,Fox,SALISBURY
Animal,Attack,Menacing,THE GAP
Animal,Attack,Attack On An Animal,BRACKEN RIDGE
Animal,Dog,,WESTLAKE
Animal,Dog,Fencing Issues,SALISBURY
Animal,Cat,,OXLEY
Animal,Dog,Fencing Issues,DARRA
Animal,Dog,Fencing Issues,DARRA
Animal,Cat Trapping,,EIGHT MILE PLAINS
Animal,Other Animal,Too Many Animals,WEST END
Animal,Other Animal,Nuisance Animal,CARINDALE
Animal,Dog,,UPPER BROOKFIELD
Animal,Dog,Fencing Issues,HOLLAND PARK
Animal,Cat Trapping,,ACACIA RIDGE
Animal,Cat,,VIRGINIA
Animal,Dog,Fencing Issues,BANYO
Animal,Attack,Attack On A Person,ASHGROVE
Animal,Dog,Fencing Issues,MOUNT GRAVATT
Animal,Attack,,NEW FARM
Animal,Attack,Attack On An Animal,SINNAMON PARK
Animal,Other Animal,Pest / Feral Animal,ELLEN GROVE
Animal,Attack,Attack On An Animal,FITZGIBBON
Animal,Attack,Attack On An Animal,COOPERS PLAINS
Animal,Cat,,DOOLANDELLA
Animal,Attack,Dangerous,GUMDALE
Animal,Dog,Defecating In Public,FOREST LAKE
Animal,Dog,Too Many Animals,DUTTON PARK
Animal,Cat Trapping,,RED HILL
Animal,Attack,Menacing,KANGAROO POINT
Animal,Attack,Attack On An Animal,KURABY
Animal,Attack,,INDOOROOPILLY
Animal,Dog,Fencing Issues,MURARRIE
Animal,Cat Trapping,,INALA
Animal,Cat Trapping,,SUNNYBANK
Animal,Attack,Attack On An Animal,CHERMSIDE WEST
Animal,Attack,Not An Attack,MOUNT GRAVATT
Animal,Attack,Attack On An Animal,KARAWATHA
Animal,Attack,Attack On An Animal,NUDGEE BEACH
Animal,Other Animal,Fox,KEDRON
Animal,Dog,,MITCHELTON
Animal,Attack,Attack On A Person,MACKENZIE
Animal,Dog,Defecating In Public,NUDGEE BEACH
Animal,Cat Trapping,,CHERMSIDE
Animal,Cat,,HOLLAND PARK WEST
Animal,Attack,Attack On An Animal,ANNERLEY
Animal,Cat Trapping,,FOREST LAKE
Animal,Cat Trapping,,WISHART
Animal,Dog,Fencing Issues,CARINA
Animal,Dog,Fencing Issues,RIVERHILLS
Animal,Attack,Attack On A Person,LUTWYCHE
Animal,Dog,Fencing Issues,RIVERHILLS
Animal,Other Animal,Fox,THE GAP
Animal,Dog,Fencing Issues,TARRAGINDI
Animal,Other Animal,Deer,UPPER BROOKFIELD
Animal,Cat Trapping,,MANLY WEST
Animal,Cat Trapping,,ROCKLEA
Animal,Attack,Menacing,FOREST LAKE
Animal,Dog,Fencing Issues,HEMMANT
Animal,Dog,Fencing Issues,LUTWYCHE
Animal,Attack,Attack On An Animal,SUNNYBANK HILLS
Animal,Other Animal,Deer,PULLENVALE
Animal,Dog,Fencing Issues,CARINA
Animal,Attack,,MOOROOKA
Animal,Other Animal,Fox,SEVEN HILLS
Animal,Other Animal,Nuisance Animal,WINDSOR
Animal,Dog,,KEPERRA
Animal,Other Animal,,SALISBURY
Animal,Dog,Fencing Issues,MANLY
Animal,Attack,Not An Attack,SINNAMON PARK
Animal,Dog,Too Many Animals,BALD HILLS
Animal,Other Animal,Fox,RIVERHILLS
Animal,Dog,Too Many Animals,MOGGILL
Animal,Dog,Fencing Issues,WYNNUM
Animal,Attack,,THE GAP
Animal,Dog,Defecating In Public,KANGAROO POINT
Animal,Dog,Too Many Animals,WYNNUM WEST
Animal,Other Animal,Rabbit,WYNNUM WEST
Animal,Dog,Fencing Issues,STAFFORD
Animal,Attack,,NEW FARM
Animal,Attack,Attack On An Animal,BRACKEN RIDGE
Animal,Dog,Unregistered,ENOGGERA
Animal,Other Animal,Fox,NORMAN PARK
Animal,Cat Trapping,,LOTA
Animal,Dog,Fencing Issues,HOLLAND PARK
Animal,Dog,Fencing Issues,BRIGHTON
Animal,Dog,Fencing Issues,BRIGHTON
Animal,Dog,Fencing Issues,
Animal,Cat,,CARSELDINE
Animal,Dog,Defecating In Public,HAMILTON
Animal,Cat Trapping,,PETRIE TERRACE
Animal,Dog,,
Animal,Dog,Fencing Issues,STAFFORD
Animal,Dog,Defecating In Public,NUDGEE BEACH
Animal,Attack,Not An Attack,MILTON
Animal,Cat Trapping,,SEVENTEEN MILE ROCKS
Animal,Dog,Unregistered,ASHGROVE
Animal,Dog,Fencing Issues,BROOKFIELD
Animal,Attack,Attack On A Person,KEDRON
Animal,Dog,Too Many Animals,MCDOWALL
Animal,Attack,,BULIMBA
Animal,Attack,Attack On An Animal,WYNNUM
Animal,Dog,Unregistered,ENOGGERA
Animal,Dog,,HOLLAND PARK
Animal,Other Animal,Rabbit,FIG TREE POCKET
Animal,Attack,Menacing,DARRA
Animal,Attack,,NATHAN
Animal,Cat Trapping,,YERONGA
Animal,Other Animal,Fox,YERONGA
Animal,Dog,Defecating In Public,HOLLAND PARK
Animal,Dog,Fencing Issues,MOUNT CROSBY
Animal,Cat,,KENMORE
Animal,Attack,,JAMBOREE HEIGHTS
Animal,Dog,,COORPAROO
Animal,Other Animal,Fox,CHELMER
Animal,Dog,,NEW FARM
Animal,Attack,,BULIMBA
Animal,Dog,Unregistered,
Animal,Dog,Fencing Issues,WYNNUM
Animal,Dog,Unregistered,DEAGON
Animal,Other Animal,Fox,PULLENVALE
Animal,Dog,Fencing Issues,SUNNYBANK HILLS
Animal,Cat,,HERSTON
Animal,Other Animal,Odour,HAWTHORNE
Animal,Dog,Too Many Animals,OXLEY
Animal,Attack,Not An Attack,TOOWONG
Animal,Dog,Fencing Issues,KENMORE
Animal,Cat Trapping,,WILLAWONG
Animal,Cat Trapping,,SALISBURY
Animal,Attack,Not An Attack,NORMAN PARK
Animal,Cat,,BRIDGEMAN DOWNS
Animal,Attack,Attack On An Animal,GEEBUNG
Animal,Cat,,NORTHGATE
Animal,Attack,,WAVELL HEIGHTS
Animal,Dog,Unregistered,GRANGE
Animal,Other Animal,,HOLLAND PARK
Animal,Dog,,ELLEN GROVE
Animal,Other Animal,Fox,BROOKFIELD
Animal,Attack,,EAST BRISBANE
Animal,Other Animal,Deer,MOUNT OMMANEY
Animal,Other Animal,Fencing Issues,PADDINGTON
Animal,Cat Trapping,,UPPER MOUNT GRAVATT
Animal,Cat Trapping,,UPPER MOUNT GRAVATT
Animal,Cat,,RUNCORN
Animal,Attack,Attack On An Animal,GREENSLOPES
Animal,Dog,Fencing Issues,FITZGIBBON
Animal,Dog,Unregistered,KARANA DOWNS
Animal,Dog,,EIGHT MILE PLAINS
Animal,Dog,,SANDGATE
Animal,Attack,Attack On A Person,FIG TREE POCKET
Animal,Dog,Fencing Issues,CHELMER
Animal,Other Animal,Odour,CAMP HILL
Animal,Attack,,KENMORE
Animal,Dog,Fencing Issues,BRIGHTON
Animal,Cat,,UPPER KEDRON
Animal,Attack,,KEPERRA
Animal,Other Animal,,COORPAROO
Animal,Attack,Menacing,SUNNYBANK HILLS
Animal,Attack,Not An Attack,EAST BRISBANE
Animal,Dog,Fencing Issues,TARRAGINDI
Animal,Cat,,COORPAROO
Animal,Dog,Fencing Issues,COOPERS PLAINS
Animal,Dog,Fencing Issues,NEWMARKET
Animal,Other Animal,Fox,THE GAP
Animal,Other Animal,Odour,INALA
Animal,Dog,Odour,LUTWYCHE
Animal,Dog,Too Many Animals,PADDINGTON
Animal,Other Animal,Fox,NATHAN
Animal,Attack,Attack On An Animal,MOUNT CROSBY
Animal,Attack,Attack On An Animal,FITZGIBBON
Animal,Other Animal,Fox,CARINA
Animal,Attack,Attack On An Animal,KURABY
Animal,Attack,Not An Attack,ACACIA RIDGE
Animal,Attack,Not An Attack,COORPAROO
Animal,Other Animal,Pest / Feral Animal,ELLEN GROVE
Animal,Attack,Attack On A Person,AUCHENFLOWER
Animal,Attack,Menacing,EIGHT MILE PLAINS
Animal,Attack,Not An Attack,WESTLAKE
Animal,Dog,Fencing Issues,UPPER MOUNT GRAVATT
Animal,Cat,,HOLLAND PARK
Animal,Dog,Fencing Issues,RANSOME
Animal,Dog,,SUNNYBANK HILLS
Animal,Cat,,HERSTON
Animal,Dog,Fencing Issues,BRACKEN RIDGE
Animal,Dog,Defecating In Public,MORNINGSIDE
Animal,Attack,,FOREST LAKE
Animal,Attack,Menacing,FAIRFIELD
Animal,Other Animal,Nuisance Animal,ASHGROVE
Animal,Attack,,ROCHEDALE
Animal,Dog,,
Animal,Dog,,WYNNUM
Animal,Dog,Fencing Issues,EAST BRISBANE
Animal,Dog,Defecating In Public,TENERIFFE
Animal,Attack,Not An Attack,SUNNYBANK HILLS
Animal,Other Animal,Nuisance Animal,BELLBOWRIE
Animal,Attack,Attack On An Animal,OXLEY
Animal,Attack,Not An Attack,WAVELL HEIGHTS
Animal,Dog,Fencing Issues,GRACEVILLE
Animal,Attack,Attack On An Animal,GUMDALE
Animal,Other Animal,Deer,CHERMSIDE
Animal,Attack,,BRACKEN RIDGE
Animal,Cat Trapping,,BELMONT
Animal,Other Animal,,KEDRON
Animal,Dog,Fencing Issues,BRIGHTON
Animal,Cat,,MOUNT GRAVATT EAST
Animal,Cat Trapping,,WYNNUM
Animal,Cat Trapping,,THE GAP
Animal,Attack,Attack On A Person,BALD HILLS
Animal,Attack,Attack On A Person,TINGALPA
Animal,Cat,,NEW FARM
Animal,Dog,Fencing Issues,MOUNT GRAVATT
Animal,Dog,Fencing Issues,SANDGATE
Animal,Dog,Fencing Issues,SANDGATE
Animal,Dog,,EVERTON PARK
Animal,Dog,Fencing Issues,EAST BRISBANE
Animal,Dog,,GRACEVILLE
Animal,Attack,Not An Attack,CARINDALE
Animal,Dog,Fencing Issues,HOLLAND PARK WEST
Animal,Dog,Fencing Issues,MURARRIE
Animal,Attack,Attack On A Person,MURARRIE
Animal,Attack,,KEPERRA
Animal,Cat,,MORNINGSIDE
Animal,Dog,Defecating In Public,BRIDGEMAN DOWNS
Animal,Dog,,BALD HILLS
Animal,Dog,Fencing Issues,HOLLAND PARK
Animal,Other Animal,,ACACIA RIDGE
Animal,Attack,Attack On An Animal,ASPLEY
Animal,Other Animal,Nuisance Animal,WEST END
Animal,Dog,Fencing Issues,MOUNT GRAVATT EAST
Animal,Dog,,TOOWONG
Animal,Cat,,MOGGILL
Animal,Other Animal,Fox,CARINA
Animal,Other Animal,Fox,RIVERHILLS
Animal,Attack,,GREENSLOPES
Animal,Attack,Attack On A Person,MCDOWALL
Animal,Cat,,CARINA HEIGHTS
Animal,Dog,Fencing Issues,ASHGROVE
Animal,Cat,,EAST BRISBANE
Animal,Attack,Attack On An Animal,THE GAP
Animal,Dog,Fencing Issues,MORNINGSIDE
Animal,Attack,Menacing,TARINGA
Animal,Attack,Attack On An Animal,SUNNYBANK HILLS
Animal,Cat,,RIVERHILLS
Animal,Other Animal,Fox,BELLBOWRIE
Animal,Attack,,FOREST LAKE
Animal,Attack,Attack On An Animal,SUNNYBANK HILLS
Animal,Other Animal,Rabbit,WYNNUM WEST
Animal,Dog,,FAIRFIELD
Animal,Dog,Fencing Issues,KEDRON
Animal,Other Animal,Nuisance Animal,ST LUCIA
Animal,Dog,Fencing Issues,COOPERS PLAINS
Animal,Dog,Fencing Issues,UPPER MOUNT GRAVATT
Animal,Dog,Fencing Issues,
Animal,Cat Trapping,,ELLEN GROVE
Animal,Cat Trapping,,GEEBUNG
Animal,Other Animal,Fox,CHERMSIDE WEST
Animal,Other Animal,Nuisance Animal,NUDGEE BEACH
Animal,Attack,Menacing,CHANDLER
Animal,Attack,Attack On A Person,NORTHGATE
Animal,Attack,Attack On An Animal,CHAPEL HILL
Animal,Attack,Attack On An Animal,MANSFIELD
Animal,Dog,Odour,BOONDALL
Animal,Attack,Not An Attack,TOOWONG
Animal,Dog,Fencing Issues,MOUNT GRAVATT EAST
Animal,Dog,Fencing Issues,FITZGIBBON
Animal,Dog,Unregistered,CORINDA
Animal,Attack,Attack On A Person,DOOLANDELLA
Animal,Attack,Attack On A Person,WYNNUM
Animal,Dog,Fencing Issues,ZILLMERE
Animal,Cat,,HENDRA
Animal,Attack,Not An Attack,HOLLAND PARK
Animal,Other Animal,Fox,BELMONT
Animal,Attack,Attack On An Animal,NUDGEE
Animal,Attack,Attack On A Person,MOUNT GRAVATT EAST
Animal,Other Animal,Fox,WILLAWONG
Animal,Dog,Fencing Issues,FOREST LAKE
Animal,Other Animal,Fox,MOUNT CROSBY
Animal,Attack,Attack On A Person,SEVENTEEN MILE ROCKS
Animal,Dog,Unregistered,FOREST LAKE
Animal,Attack,Attack On An Animal,PALLARA
Animal,Cat Trapping,,WYNNUM
Animal,Other Animal,Nuisance Animal,MORNINGSIDE
Animal,Dog,Fencing Issues,SANDGATE
Animal,Dog,Fencing Issues,ANNERLEY
Animal,Other Animal,Fox,WILLAWONG
Animal,Attack,Not An Attack,RUNCORN
Animal,Dog,Fencing Issues,NEW FARM
Animal,Dog,Fencing Issues,FOREST LAKE
Animal,Dog,Fencing Issues,KENMORE
Animal,Dog,,DEAGON
Animal,Dog,Unregistered,STRETTON
Animal,Other Animal,,NUDGEE BEACH
Animal,Cat Trapping,,COOPERS PLAINS
Animal,Dog,,MOUNT GRAVATT
Animal,Dog,Unregistered,
Animal,Dog,Fencing Issues,SANDGATE
Animal,Attack,,EIGHT MILE PLAINS
Animal,Other Animal,,RANSOME
Animal,Attack,,DURACK
Animal,Dog,,TOOWONG
Animal,Other Animal,,BANYO
Animal,Attack,Not An Attack,INALA
Animal,Cat Trapping,,MOOROOKA
Animal,Attack,Attack On An Animal,BURBANK
Animal,Cat Trapping,,MOUNT GRAVATT EAST
Animal,Attack,Menacing,OXLEY
Animal,Other Animal,Fox,GUMDALE
Animal,Cat Trapping,,UPPER BROOKFIELD
Animal,Cat Trapping,,WISHART
Animal,Attack,,SUNNYBANK
Animal,Cat Trapping,,STAFFORD
Animal,Cat,,MURARRIE
Animal,Cat Trapping,,SUNNYBANK
Animal,Dog,Too Many Animals,TINGALPA
Animal,Attack,Attack On A Person,ASHGROVE
Animal,Dog,,DARRA
Animal,Cat Trapping,,NEW FARM
Animal,Dog,Unregistered,ELLEN GROVE
Animal,Attack,Attack On A Person,FERNY GROVE
Animal,Dog,Fencing Issues,JAMBOREE HEIGHTS
Animal,Attack,Attack On An Animal,SANDGATE
Animal,Cat,,TARRAGINDI
Animal,Cat Trapping,,INALA
Animal,Other Animal,Fencing Issues,STAFFORD HEIGHTS
Animal,Attack,,HAMILTON
Animal,Other Animal,,BRACKEN RIDGE
Animal,Dog,Fencing Issues,FAIRFIELD
Animal,Attack,,BRACKEN RIDGE
Animal,Attack,Attack On An Animal,BRIGHTON
Animal,Dog,,SUNNYBANK
Animal,Dog,Odour,COORPAROO
Animal,Dog,Defecating In Public,TARRAGINDI
Animal,Cat Trapping,,SALISBURY
Animal,Attack,Attack On An Animal,YERONGA
Animal,Dog,Fencing Issues,FOREST LAKE
Animal,Attack,,MANLY
Animal,Attack,Attack On A Person,BANYO
Animal,Dog,Fencing Issues,RIVERHILLS
Animal,Cat Trapping,,RICHLANDS
Animal,Attack,,WYNNUM WEST
Animal,Dog,Fencing Issues,DURACK
Animal,Attack,Attack On A Person,SALISBURY
Animal,Dog,,NATHAN
Animal,Other Animal,Fox,BELMONT
