Category: Nature,Category: Type,Category: Reporting Level,Location: Suburb
Animal,Dog,Too Many Animals,CHERMSIDE
Animal,Attack,Menacing,NUDGEE
Animal,Dog,,ZILLMERE
Animal,Dog,Fencing Issues,ENOGGERA
Animal,Cat,,MORNINGSIDE
Animal,Other Animal,Too Many Animals,CHERMSIDE WEST
Animal,Cat,,BULIMBA
Animal,Other Animal,,HIGHGATE HILL
Animal,Attack,Menacing,YERONGA
Animal,Dog,Too Many Animals,SUNNYBANK
Animal,Attack,Menacing,BRIGHTON
Animal,Dog,Too Many Animals,COORPAROO
Animal,Cat Trapping,,ACACIA RIDGE
Animal,Dog,,MACGREGOR
Animal,Attack,Attack On A Person,PULLENVALE
Animal,Attack,Not An Attack,INDOOROOPILLY
Animal,Attack,,FOREST LAKE
Animal,Attack,Attack On A Person,ZILLMERE
Animal,Attack,Attack On An Animal,BOONDALL
Animal,Dog,Unregistered,CARINA HEIGHTS
Animal,Cat Trapping,,KEPERRA
Animal,Dog,Fencing Issues,MANSFIELD
Animal,Cat,,STAFFORD HEIGHTS
Animal,Other Animal,Rabbit,LYTTON
Animal,Attack,Attack On A Person,ALGESTER
Animal,Dog,Fencing Issues,SOUTH BRISBANE
Animal,Attack,Attack On A Person,CARINA HEIGHTS
Animal,Dog,Unregistered,VIRGINIA
Animal,Dog,Unregistered,DURACK
Animal,Attack,Not An Attack,DREWVALE
Animal,Dog,Fencing Issues,COORPAROO
Animal,Dog,Fencing Issues,FAIRFIELD
Animal,Other Animal,Insufficient Space,BALD HILLS
Animal,Attack,Not An Attack,WYNNUM WEST
Animal,Attack,Attack On An Animal,FITZGIBBON
Animal,Attack,Menacing,DUTTON PARK
Animal,Attack,Attack On An Animal,ALGESTER
Animal,Dog,Fencing Issues,KEPERRA
Animal,Dog,Fencing Issues,COORPAROO
Animal,Other Animal,Nuisance Animal,MOGGILL
Animal,Cat,,ST LUCIA
Animal,Cat Trapping,,UPPER MOUNT GRAVATT
Animal,Dog,,AUCHENFLOWER
Animal,Dog,Unregistered,MURARRIE
Animal,Other Animal,,COOPERS PLAINS
Animal,Dog,Defecating In Public,MOUNT GRAVATT EAST
Animal,Other Animal,Nuisance Animal,BOONDALL
Animal,Cat Trapping,,CHERMSIDE
Animal,Cat Trapping,,JINDALEE
Animal,Dog,Fencing Issues,HEMMANT
Animal,Cat Trapping,,MANSFIELD
Animal,Other Animal,Fox,MOUNT GRAVATT EAST
Animal,Attack,Attack On An Animal,NUDGEE
Animal,Dog,Defecating In Public,BELLBOWRIE
Animal,Attack,Attack On An Animal,INALA
Animal,Attack,Attack On An Animal,CAMP HILL
Animal,Cat Trapping,,KEPERRA
Animal,Other Animal,Wild Dog,UPPER BROOKFIELD
Animal,Cat Trapping,,TARRAGINDI
Animal,Attack,Attack On An Animal,MOUNT CROSBY
Animal,Attack,Attack On An Animal,OXLEY
Animal,Dog,Fencing Issues,ROCHEDALE
Animal,Other Animal,,ANNERLEY
Animal,Attack,Menacing,WYNNUM
Animal,Dog,Defecating In Public,SALISBURY
Animal,Attack,Attack On A Person,HEATHWOOD
Animal,Dog,Defecating In Public,GREENSLOPES
Animal,Cat Trapping,,MACGREGOR
Animal,Attack,Attack On A Person,ROCKLEA
Animal,Dog,Defecating In Public,CARINA
Animal,Attack,Attack On A Person,CARINA HEIGHTS
Animal,Dog,Fencing Issues,INALA
Animal,Attack,Attack On A Person,COORPAROO
Animal,Dog,Too Many Animals,YERONGA
Animal,Attack,Menacing,HEATHWOOD
Animal,Attack,Attack On An Animal,INALA
Animal,Attack,Attack On A Person,CAMP HILL
Animal,Dog,Fencing Issues,FAIRFIELD
Animal,Other Animal,Odour,WAVELL HEIGHTS
Animal,Dog,Fencing Issues,INALA
Animal,Attack,Not An Attack,EVERTON PARK
Animal,Other Animal,Fencing Issues,FOREST LAKE
Animal,Attack,Attack On An Animal,ALBION
Animal,Attack,Not An Attack,WAKERLEY
Animal,Dog,Fencing Issues,DUTTON PARK
Animal,Dog,Defecating In Public,KANGAROO POINT
Animal,Attack,Attack On A Person,NUDGEE
Animal,Attack,Attack On A Person,KEPERRA
Animal,Dog,Fencing Issues,CHERMSIDE
Animal,Attack,Not An Attack,KEPERRA
Animal,Cat Trapping,,EIGHT MILE PLAINS
Animal,Dog,Too Many Animals,YERONGA
Animal,Dog,Defecating In Public,YERONGA
Animal,Other Animal,Odour,BANYO
Animal,Attack,,INALA
Animal,Attack,Attack On An Animal,NEW FARM
Animal,Other Animal,Fox,PULLENVALE
Animal,Dog,Fencing Issues,ANSTEAD
Animal,Attack,Attack On An Animal,GAYTHORNE
Animal,Other Animal,Rabbit,BALMORAL
Animal,Dog,Fencing Issues,SINNAMON PARK
Animal,Attack,Attack On An Animal,BRIGHTON
Animal,Attack,Attack On An Animal,BARDON
Animal,Cat Trapping,,NORMAN PARK
Animal,Other Animal,Fox,SEVENTEEN MILE ROCKS
Animal,Attack,Attack On An Animal,INDOOROOPILLY
Animal,Other Animal,,AUCHENFLOWER
Animal,Dog,Fencing Issues,EVERTON PARK
Animal,Cat Trapping,,ANSTEAD
Animal,Dog,Fencing Issues,BRIDGEMAN DOWNS
Animal,Attack,Attack On An Animal,JAMBOREE HEIGHTS
Animal,Dog,Fencing Issues,BOONDALL
Animal,Dog,Fencing Issues,DOOLANDELLA
Animal,Dog,Defecating In Public,HEATHWOOD
Animal,Dog,Too Many Animals,DURACK
Animal,Dog,Too Many Animals,DURACK
Animal,Dog,Too Many Animals,DURACK
Animal,Dog,Too Many Animals,DURACK
Animal,Dog,Too Many Animals,DURACK
Animal,Other Animal,Nuisance Animal,NORMAN PARK
Animal,Dog,Fencing Issues,YERONGA
Animal,Attack,Menacing,MORNINGSIDE
Animal,Cat Trapping,,FAIRFIELD
Animal,Attack,Not An Attack,FITZGIBBON
Animal,Dog,Defecating In Public,CARINA HEIGHTS
Animal,Dog,Fencing Issues,YERONGA
Animal,Dog,Fencing Issues,MIDDLE PARK
Animal,Other Animal,Nuisance Animal,NUNDAH
Animal,Dog,Fencing Issues,DEAGON
Animal,Attack,Attack On A Person,NEWMARKET
Animal,Dog,Too Many Animals,OXLEY
Animal,Attack,Attack On An Animal,FOREST LAKE
Animal,Dog,,RED HILL
Animal,Attack,Attack On A Person,ELLEN GROVE
Animal,Dog,Fencing Issues,TARINGA
Animal,Attack,Menacing,MURARRIE
Animal,Dog,Fencing Issues,PINJARRA HILLS
Animal,Dog,Fencing Issues,WYNNUM
Animal,Attack,Not An Attack,EAST BRISBANE
Animal,Cat Trapping,,FOREST LAKE
Animal,Cat,,HOLLAND PARK
Animal,Dog,Fencing Issues,WYNNUM WEST
Animal,Attack,Attack On An Animal,RUNCORN
Animal,Attack,Attack On An Animal,EIGHT MILE PLAINS
Animal,Cat Trapping,,COOPERS PLAINS
Animal,Attack,Menacing,CORINDA
Animal,Other Animal,Odour,SUNNYBANK HILLS
Animal,Attack,Attack On An Animal,UPPER MOUNT GRAVATT
Animal,Dog,Fencing Issues,MOOROOKA
Animal,Dog,Defecating In Public,YERONGA
Animal,Other Animal,Fencing Issues,ELLEN GROVE
Animal,Cat Trapping,,HAMILTON
Animal,Dog,Unregistered,MOUNT COOT-THA
Animal,Attack,Attack On A Person,SUNNYBANK
Animal,Attack,Attack On A Person,CARSELDINE
Animal,Other Animal,Fencing Issues,ELLEN GROVE
Animal,Other Animal,Nuisance Animal,CHAPEL HILL
Animal,Other Animal,Nuisance Animal,CHAPEL HILL
Animal,Other Animal,Wild Dog,ROCKLEA
Animal,Dog,Fencing Issues,MANSFIELD
Animal,Dog,Fencing Issues,CARSELDINE
Animal,Dog,Fencing Issues,KENMORE
Animal,Dog,Defecating In Public,WYNNUM
Animal,Dog,Unregistered,MORNINGSIDE
Animal,Other Animal,Nuisance Animal,COOPERS PLAINS
Animal,Dog,Fencing Issues,MANLY WEST
Animal,Attack,Attack On An Animal,WYNNUM
Animal,Dog,Odour,BANYO
Animal,Cat Trapping,,ARCHERFIELD
Animal,Dog,Fencing Issues,WYNNUM
Animal,Dog,Defecating In Public,CHAPEL HILL
Animal,Dog,Too Many Animals,EIGHT MILE PLAINS
Animal,Dog,Unregistered,EIGHT MILE PLAINS
Animal,Dog,Fencing Issues,MANLY WEST
Animal,Dog,Fencing Issues,EVERTON PARK
Animal,Attack,Attack On An Animal,LUTWYCHE
Animal,Attack,Attack On A Person,INALA
Animal,Other Animal,Fox,ANSTEAD
Animal,Dog,Fencing Issues,STAFFORD
Animal,Dog,Odour,BANYO
Animal,Other Animal,Deer,PULLENVALE
Animal,Dog,Defecating In Public,CANNON HILL
Animal,Other Animal,Feral Cat,GEEBUNG
Animal,Dog,Unregistered,BALD HILLS
Animal,Dog,Fencing Issues,INDOOROOPILLY
Animal,Other Animal,Nuisance Animal,SUNNYBANK HILLS
Animal,Other Animal,Nuisance Animal,SUNNYBANK HILLS
Animal,Other Animal,Nuisance Animal,SUNNYBANK HILLS
Animal,Cat Trapping,,THE GAP
Animal,Dog,Defecating In Public,YERONGA
Animal,Dog,Defecating In Public,YERONGA
Animal,Attack,Attack On A Person,WISHART
Animal,Dog,Fencing Issues,FOREST LAKE
Animal,Dog,Fencing Issues,ROCHEDALE
Animal,Dog,Fencing Issues,ASPLEY
Animal,Other Animal,Nuisance Animal,WAKERLEY
Animal,Dog,Unregistered,WYNNUM WEST
Animal,Other Animal,Fencing Issues,FOREST LAKE
Animal,Cat Trapping,,MANLY
Animal,Cat,,SUNNYBANK
Animal,Attack,Attack On An Animal,MOUNT CROSBY
Animal,Dog,Fencing Issues,SEVENTEEN MILE ROCKS
Animal,Attack,Menacing,WYNNUM WEST
Animal,Other Animal,Fox,CARINDALE
Animal,Dog,Fencing Issues,WINDSOR
Animal,Dog,Fencing Issues,KEDRON
Animal,Other Animal,Nuisance Animal,CARINA
Animal,Attack,Attack On An Animal,WESTLAKE
Animal,Dog,Fencing Issues,BOONDALL
Animal,Other Animal,Deer,KHOLO
Animal,Cat,,DOOLANDELLA
Animal,Dog,,KANGAROO POINT
Animal,Other Animal,Rabbit,BRISBANE AIRPORT
Animal,Attack,Attack On A Person,MACGREGOR
Animal,Dog,Defecating In Public,EAST BRISBANE
Animal,Dog,Fencing Issues,DEAGON
Animal,Dog,,TINGALPA
Animal,Attack,,WACOL
Animal,Dog,Fencing Issues,WACOL
Animal,Attack,Not An Attack,MANSFIELD
Animal,Dog,Fencing Issues,COOPERS PLAINS
Animal,Attack,Attack On A Person,STAFFORD
Animal,Dog,Fencing Issues,STRETTON
Animal,Attack,Attack On An Animal,ENOGGERA
Animal,Attack,Attack On A Person,ALGESTER
Animal,Other Animal,Wild Dog,BROOKFIELD
Animal,Dog,Too Many Animals,WAVELL HEIGHTS
Animal,Other Animal,,CANNON HILL
Animal,Dog,,MANLY
Animal,Attack,Attack On An Animal,KALINGA
Animal,Attack,Menacing,ZILLMERE
Animal,Dog,Fencing Issues,CHAPEL HILL
Animal,Cat Trapping,,MANSFIELD
Animal,Other Animal,Fox,RUNCORN
Animal,Attack,Attack On An Animal,YERONGA
Animal,Other Animal,Too Many Animals,BOWEN HILLS
Animal,Attack,Menacing,ASPLEY
Animal,Attack,Attack On A Person,INALA
Animal,Attack,Attack On A Person,CARINDALE
Animal,Cat Trapping,,MANLY WEST
Animal,Attack,,SUNNYBANK
Animal,Cat,,BULIMBA
Animal,Attack,Attack On A Person,RED HILL
Animal,Attack,Attack On An Animal,CANNON HILL
Animal,Dog,Unregistered,WYNNUM
Animal,Attack,Menacing,BRIGHTON
Animal,Attack,,MOUNT GRAVATT EAST
Animal,Attack,Attack On An Animal,SEVENTEEN MILE ROCKS
Animal,Attack,Not An Attack,BELMONT
Animal,Dog,Fencing Issues,CHERMSIDE
Animal,Other Animal,Nuisance Animal,WESTLAKE
Animal,Dog,,STAFFORD
Animal,Dog,Fencing Issues,WYNNUM WEST
Animal,Dog,,KEPERRA
Animal,Dog,Fencing Issues,CARINA
Animal,Dog,Fencing Issues,BELLBOWRIE
Animal,Other Animal,Pest / Feral Animal,DOOLANDELLA
Animal,Other Animal,,EIGHT MILE PLAINS
Animal,Attack,Attack On A Person,SANDGATE
Animal,Other Animal,,WESTLAKE
Animal,Attack,Attack On An Animal,YERONGA
Animal,Dog,Too Many Animals,COORPAROO
Animal,Dog,,SANDGATE
Animal,Other Animal,Fox,BELMONT
Animal,Dog,,PINKENBA
Animal,Dog,Fencing Issues,STAFFORD
Animal,Dog,Unregistered,WISHART
Animal,Cat Trapping,,MACGREGOR
Animal,Dog,Fencing Issues,MOGGILL
Animal,Dog,Fencing Issues,WYNNUM
Animal,Other Animal,Nuisance Animal,MITCHELTON
Animal,Other Animal,Fox,RIVERHILLS
Animal,Dog,,FOREST LAKE
Animal,Attack,Attack On A Person,CARINA
Animal,Attack,Attack On An Animal,BANYO
Animal,Other Animal,Fox,MOGGILL
Animal,Dog,Fencing Issues,SALISBURY
Animal,Dog,Fencing Issues,ACACIA RIDGE
Animal,Attack,Not An Attack,OXLEY
Animal,Dog,Too Many Animals,NORTHGATE
Animal,Dog,Too Many Animals,NORTHGATE
Animal,Dog,Too Many Animals,NORTHGATE
Animal,Dog,Too Many Animals,NORTHGATE
Animal,Other Animal,Nuisance Animal,WESTLAKE
Animal,Cat Trapping,,CALAMVALE
Animal,Dog,Fencing Issues,ACACIA RIDGE
Animal,Dog,,WAKERLEY
Animal,Attack,Attack On An Animal,TARINGA
Animal,Other Animal,Pest / Feral Animal,CALAMVALE
Animal,Dog,Fencing Issues,CHERMSIDE WEST
Animal,Attack,Attack On A Person,BARDON
Animal,Other Animal,Nuisance Animal,TINGALPA
Animal,Dog,Defecating In Public,BARDON
Animal,Attack,Attack On An Animal,HOLLAND PARK
Animal,Other Animal,Nuisance Animal,TINGALPA
Animal,Other Animal,Fencing Issues,CARINA
Animal,Attack,Attack On A Person,BRIGHTON
Animal,Dog,Unregistered,MORNINGSIDE
Animal,Cat Trapping,,PALLARA
Animal,Other Animal,,NEWMARKET
Animal,Attack,Attack On An Animal,BRACKEN RIDGE
Animal,Other Animal,,MURARRIE
Animal,Dog,Too Many Animals,NUDGEE
Animal,Attack,Attack On An Animal,KARANA DOWNS
Animal,Dog,Fencing Issues,DOOLANDELLA
Animal,Other Animal,,UPPER BROOKFIELD
Animal,Dog,,BELLBOWRIE
Animal,Attack,,PARKINSON
Animal,Dog,,ASPLEY
Animal,Attack,Menacing,WAKERLEY
Animal,Other Animal,,OXLEY
Animal,Dog,Fencing Issues,KEDRON
Animal,Dog,Fencing Issues,ASPLEY
Animal,Dog,Fencing Issues,INALA
Animal,Dog,Defecating In Public,WAVELL HEIGHTS
Animal,Dog,Too Many Animals,NORTHGATE
Animal,Dog,Fencing Issues,WYNNUM WEST
Animal,Dog,Fencing Issues,WYNNUM WEST
Animal,Dog,Too Many Animals,NORTHGATE
Animal,Dog,Fencing Issues,FERNY GROVE
Animal,Dog,Fencing Issues,STAFFORD
Animal,Dog,Fencing Issues,ZILLMERE
Animal,Other Animal,,PULLENVALE
Animal,Other Animal,Odour,EIGHT MILE PLAINS
Animal,Dog,Fencing Issues,CAMP HILL
Animal,Dog,Odour,MORNINGSIDE
Animal,Dog,Defecating In Public,BRIGHTON
Animal,Other Animal,Fox,MACKENZIE
Animal,Other Animal,Pest / Feral Animal,CALAMVALE
Animal,Attack,Menacing,GEEBUNG
Animal,Attack,Attack On A Person,ELLEN GROVE
Animal,Attack,Attack On An Animal,DURACK
Animal,Attack,Attack On An Animal,CHAPEL HILL
Animal,Other Animal,Fox,MOUNT CROSBY
Animal,Attack,Attack On An Animal,BRIGHTON
Animal,Dog,Fencing Issues,ENOGGERA
Animal,Cat Trapping,,COORPAROO
Animal,Dog,Fencing Issues,ACACIA RIDGE
Animal,Other Animal,Fox,THE GAP
Animal,Attack,Not An Attack,FOREST LAKE
Animal,Dog,Fencing Issues,YERONGA
Animal,Dog,Too Many Animals,GORDON PARK
Animal,Dog,Too Many Animals,GORDON PARK
Animal,Dog,Too Many Animals,GORDON PARK
Animal,Attack,Not An Attack,WISHART
Animal,Other Animal,Feral Pig,UPPER BROOKFIELD
Animal,Dog,Fencing Issues,MANSFIELD
Animal,Dog,Fencing Issues,BELLBOWRIE
Animal,Attack,Attack On An Animal,VIRGINIA
Animal,Attack,Menacing,BRACKEN RIDGE
Animal,Dog,Defecating In Public,NORMAN PARK
Animal,Attack,Attack On A Person,STAFFORD
Animal,Other Animal,Nuisance Animal,INALA
Animal,Dog,Fencing Issues,DARRA
Animal,Attack,Attack On An Animal,HOLLAND PARK
Animal,Dog,Defecating In Public,FITZGIBBON
Animal,Attack,,HOLLAND PARK
Animal,Dog,Defecating In Public,TARINGA
Animal,Dog,Defecating In Public,WEST END
Animal,Dog,Fencing Issues,NORMAN PARK
Animal,Attack,Attack On A Person,MOOROOKA
Animal,Other Animal,,KEDRON
Animal,Cat Trapping,,WYNNUM
Animal,Cat Trapping,,INALA
Animal,Attack,Not An Attack,HEMMANT
Animal,Attack,Attack On An Animal,UPPER KEDRON
Animal,Other Animal,Nuisance Animal,BELLBOWRIE
Animal,Dog,Defecating In Public,HEATHWOOD
Animal,Dog,Fencing Issues,DURACK
Animal,Dog,Too Many Animals,DURACK
Animal,Dog,Fencing Issues,CANNON HILL
Animal,Dog,Fencing Issues,WOOLLOONGABBA
Animal,Cat Trapping,,SEVEN HILLS
Animal,Attack,Attack On A Person,BALMORAL
Animal,Dog,Fencing Issues,DUTTON PARK
Animal,Cat Trapping,,GREENSLOPES
Animal,Attack,Attack On An Animal,MOGGILL
Animal,Other Animal,Nuisance Animal,TAIGUM
Animal,Attack,Attack On A Person,WOOLLOONGABBA
Animal,Attack,Not An Attack,COOPERS PLAINS
Animal,Attack,Attack On An Animal,SANDGATE
Animal,Dog,Unregistered,GRACEVILLE
Animal,Attack,Not An Attack,CARINA
Animal,Attack,Attack On An Animal,DARRA
Animal,Attack,Not An Attack,WYNNUM
Animal,Dog,Unregistered,BOWEN HILLS
Animal,Attack,,NEW FARM
Animal,Attack,Attack On A Person,BRISBANE CITY
Animal,Attack,Attack On An Animal,FOREST LAKE
Animal,Cat Trapping,,HOLLAND PARK
Animal,Attack,Menacing,ANNERLEY
Animal,Dog,Insufficient Space,ALDERLEY
Animal,Attack,Attack On An Animal,LOTA
Animal,Dog,,INALA
Animal,Dog,Fencing Issues,CHERMSIDE WEST
Animal,Dog,Defecating In Public,MANLY WEST
Animal,Dog,,FIG TREE POCKET
Animal,Dog,Fencing Issues,INALA
Animal,Other Animal,,SANDGATE
Animal,Dog,Fencing Issues,FOREST LAKE
Animal,Other Animal,,MOUNT OMMANEY
Animal,Attack,Menacing,WAVELL HEIGHTS
Animal,Dog,Fencing Issues,ROCHEDALE
Animal,Cat,,KENMORE
Animal,Dog,Fencing Issues,BALMORAL
Animal,Dog,Defecating In Public,SEVENTEEN MILE ROCKS
Animal,Cat Trapping,,ELLEN GROVE
Animal,Cat,,COOPERS PLAINS
Animal,Cat,,COOPERS PLAINS
Animal,Dog,Fencing Issues,WYNNUM WEST
Animal,Dog,Odour,GORDON PARK
Animal,Dog,Too Many Animals,ASHGROVE
Animal,Cat,,BANYO
Animal,Dog,Too Many Animals,GORDON PARK
Animal,Cat Trapping,,KENMORE
Animal,Cat Trapping,,WILLAWONG
Animal,Cat Trapping,,WINDSOR
Animal,Cat Trapping,,BANYO
Animal,Cat Trapping,,BANYO
Animal,Cat Trapping,,BANYO
Animal,Dog,Unregistered,ELLEN GROVE
Animal,Cat Trapping,,INALA
Animal,Dog,Fencing Issues,CALAMVALE
Animal,Other Animal,Fox,PADDINGTON
Animal,Dog,Surrender,FIG TREE POCKET
Animal,Dog,Fencing Issues,UPPER KEDRON
Animal,Other Animal,Rabbit,SEVENTEEN MILE ROCKS
Animal,Other Animal,Nuisance Animal,AUCHENFLOWER
Animal,Attack,Attack On A Person,PADDINGTON
Animal,Dog,Fencing Issues,BALMORAL
Animal,Attack,Attack On An Animal,UPPER MOUNT GRAVATT
Animal,Attack,Attack On An Animal,WAKERLEY
Animal,Attack,Attack On A Person,PADDINGTON
Animal,Attack,Attack On An Animal,CARINA HEIGHTS
Animal,Attack,Attack On A Person,GEEBUNG
Animal,Attack,Not An Attack,MCDOWALL
Animal,Other Animal,Fox,THE GAP
Animal,Attack,Attack On A Person,INALA
Animal,Attack,Attack On A Person,MOOROOKA
Animal,Attack,Menacing,MANLY
