Category: Nature,Category: Type,Category: Reporting Level,Location: Suburb
Animal,Attack,Attack On An Animal,GREENSLOPES
Animal,Dog,Unregistered,TARRAGINDI
Animal,Attack,Attack On An Animal,MOUNT GRAVATT
Animal,Dog,Unregistered,ASPLEY
Animal,Attack,,KARANA DOWNS
Animal,Other Animal,Fox,MORNINGSIDE
Animal,Dog,Unregistered,MACKENZIE
Animal,Cat Trapping,,MOOROOKA
Animal,Cat,,BULIMBA
Animal,Dog,,CAMP HILL
Animal,Dog,Unregistered,CALAMVALE
Animal,Dog,Unregistered,BULIMBA
Animal,Attack,Not An Attack,INALA
Animal,Dog,Wandering,COORPAROO
Animal,Dog,Fencing Issues,BRIDGEMAN DOWNS
Animal,Dog,Wandering,YERONGA
Animal,Dog,Too Many Animals,CARINA HEIGHTS
Animal,Dog,Unregistered,CARINA HEIGHTS
Animal,Attack,Attack On A Person,ROCKLEA
Animal,Other Animal,Fox,WYNNUM
Animal,Other Animal,Insufficient Space,PARKINSON
Animal,Attack,Attack On A Person,STAFFORD
Animal,Dog,,NEW FARM
Animal,Attack,Attack On An Animal,BRIGHTON
Animal,Dog,Fencing Issues,CARINDALE
Animal,Dog,Unregistered,RED HILL
Animal,Dog,Fencing Issues,TARRAGINDI
Animal,Dog,Wandering,CHERMSIDE
Animal,Cat Trapping,,CARINA
Animal,Cat Trapping,,YERONGA
Animal,Dog,,HAWTHORNE
Animal,Attack,,CORINDA
Animal,Dog,,DOOLANDELLA
Animal,Other Animal,Nuisance Animal,ASCOT
Animal,Attack,Attack On A Person,KARAWATHA
Animal,Dog,Too Many Animals,GEEBUNG
Animal,Cat Trapping,,YERONGA
Animal,Cat Trapping,,TENERIFFE
Animal,Other Animal,Wandering,CALAMVALE
Animal,Dog,,WEST END
Animal,Dog,Fencing Issues,STAFFORD
Animal,Attack,Attack On An Animal,MURARRIE
Animal,Dog,,GREENSLOPES
Animal,Attack,Attack On A Person,HOLLAND PARK
Animal,Attack,,LUTWYCHE
Animal,Attack,Attack On A Person,BRACKEN RIDGE
Animal,Dog,,BRIGHTON
Animal,Dog,,MANLY
Animal,Other Animal,Nuisance Animal,CHERMSIDE WEST
Animal,Attack,Attack On An Animal,BOONDALL
Animal,Dog,Unregistered,THE GAP
Animal,Dog,Unregistered,
Animal,Dog,,LOTA
Animal,Dog,Unregistered,COORPAROO
Animal,Cat,Wandering,PARKINSON
Animal,Attack,Attack On An Animal,NEWSTEAD
Animal,Dog,Unregistered,ROCHEDALE
Animal,Dog,Unregistered,STAFFORD
Animal,Dog,Fencing Issues,CHERMSIDE WEST
Animal,Dog,Wandering,CHERMSIDE
Animal,Cat,Wandering,CHAPEL HILL
Animal,Attack,Attack On An Animal,WYNNUM WEST
Animal,Dog,,CHERMSIDE
Animal,Attack,Not An Attack,COORPAROO
Animal,Dog,Unregistered,RICHLANDS
Animal,Attack,Attack On An Animal,ALDERLEY
Animal,Dog,Unregistered,MOUNT CROSBY
Animal,Dog,Defecating In Public,CHERMSIDE WEST
Animal,Dog,Fencing Issues,ZILLMERE
Animal,Dog,Unregistered,CARSELDINE
Animal,Dog,Unregistered,CARINA HEIGHTS
Animal,Dog,Fencing Issues,OXLEY
Animal,Dog,Fencing Issues,OXLEY
Animal,Other Animal,Nuisance Animal,EVERTON PARK
Animal,Dog,,CHANDLER
Animal,Dog,Wandering,CHAPEL HILL
Animal,Dog,Fencing Issues,CHERMSIDE WEST
Animal,Dog,,HEMMANT
Animal,Attack,Attack On An Animal,LUTWYCHE
Animal,Other Animal,,MOUNT GRAVATT EAST
Animal,Attack,Not An Attack,PADDINGTON
Animal,Dog,,ALBION
Animal,Dog,Fencing Issues,RUNCORN
Animal,Dog,Fencing Issues,DARRA
Animal,Dog,Wandering,ACACIA RIDGE
Animal,Cat,,STAFFORD
Animal,Dog,Wandering,ACACIA RIDGE
Animal,Cat,,TARRAGINDI
Animal,Cat Trapping,,BRACKEN RIDGE
Animal,Attack,Attack On A Person,INALA
Animal,Dog,Defecating In Public,CARINDALE
Animal,Dog,Fencing Issues,ZILLMERE
Animal,Dog,,BRACKEN RIDGE
Animal,Attack,Attack On A Person,TARRAGINDI
Animal,Cat Trapping,,STAFFORD HEIGHTS
Animal,Attack,Attack On An Animal,NORTHGATE
Animal,Dog,Unregistered,ALDERLEY
Animal,Dog,,WEST END
Animal,Dog,Wandering,CHERMSIDE
Animal,Dog,Fencing Issues,STAFFORD
Animal,Dog,Unregistered,COOPERS PLAINS
Animal,Dog,Unregistered,WYNNUM
Animal,Dog,Unregistered,MOOROOKA
Animal,Dog,Fencing Issues,THE GAP
Animal,Attack,Attack On A Person,NEW FARM
Animal,Dog,,PARKINSON
Animal,Cat Trapping,,YERONGA
Animal,Other Animal,Nuisance Animal,WEST END
Animal,Other Animal,,MOUNT GRAVATT EAST
Animal,Dog,Unregistered,HOLLAND PARK
Animal,Cat,Wandering,BRACKEN RIDGE
Animal,Dog,Unregistered,FOREST LAKE
Animal,Dog,Unregistered,COOPERS PLAINS
Animal,Other Animal,Wild Dog,WACOL
Animal,Dog,,LOTA
Animal,Dog,,THE GAP
Animal,Attack,Not An Attack,KENMORE
Animal,Cat,Wandering,CARINDALE
Animal,Attack,Attack On An Animal,STAFFORD HEIGHTS
Animal,Dog,Unregistered,INDOOROOPILLY
Animal,Dog,,KEPERRA
Animal,Dog,Fencing Issues,STAFFORD
Animal,Dog,,CHERMSIDE
Animal,Dog,,MURARRIE
Animal,Attack,Attack On A Person,BRACKEN RIDGE
Animal,Dog,Unregistered,BRACKEN RIDGE
Animal,Dog,Fencing Issues,YEERONGPILLY
Animal,Dog,Wandering,SANDGATE
Animal,Cat Trapping,,JINDALEE
Animal,Attack,Attack On A Person,ASHGROVE
Animal,Dog,Wandering,
Animal,Dog,,BRACKEN RIDGE
Animal,Other Animal,Fox,THE GAP
Animal,Dog,Unregistered,ROBERTSON
Animal,Attack,Attack On A Person,SUNNYBANK HILLS
Animal,Dog,Unregistered,BALD HILLS
Animal,Dog,Fencing Issues,WYNNUM
Animal,Attack,Attack On A Person,GORDON PARK
Animal,Attack,Attack On A Person,BROOKFIELD
Animal,Dog,,INDOOROOPILLY
Animal,Dog,Wandering,BARDON
Animal,Dog,Wandering,WEST END
Animal,Dog,Wandering,UPPER KEDRON
Animal,Dog,Unregistered,FERNY GROVE
Animal,Cat,Wandering,MANLY WEST
Animal,Dog,Fencing Issues,HIGHGATE HILL
Animal,Dog,Fencing Issues,HIGHGATE HILL
Animal,Cat,Wandering,BRACKEN RIDGE
Animal,Dog,Unregistered,BELMONT
Animal,Attack,Attack On An Animal,WYNNUM
Animal,Cat,Wandering,WISHART
Animal,Cat Trapping,,ACACIA RIDGE
Animal,Dog,Wandering,KALINGA
Animal,Dog,Unregistered,ALDERLEY
Animal,Dog,Fencing Issues,TARRAGINDI
Animal,Dog,,BRIGHTON
Animal,Dog,Unregistered,SEVENTEEN MILE ROCKS
Animal,Dog,Too Many Animals,PARKINSON
Animal,Cat,,RIVERHILLS
Animal,Cat,Wandering,LUTWYCHE
Animal,Dog,Unregistered,CAMP HILL
Animal,Other Animal,Feral Cat,DREWVALE
Animal,Dog,Wandering,ASHGROVE
Animal,Dog,Unregistered,EAST BRISBANE
Animal,Other Animal,Rabbit,BRISBANE AIRPORT
Animal,Dog,Wandering,CHERMSIDE
Animal,Cat,Wandering,RIVERHILLS
Animal,Cat Trapping,,FITZGIBBON
Animal,Attack,Attack On A Person,STAFFORD HEIGHTS
Animal,Dog,Unregistered,INDOOROOPILLY
Animal,Dog,Fencing Issues,DEAGON
Animal,Dog,Fencing Issues,DEAGON
Animal,Attack,Attack On A Person,NORTHGATE
Animal,Dog,Wandering,NORTHGATE
Animal,Other Animal,Rabbit,MURARRIE
Animal,Cat,Wandering,TAIGUM
Animal,Attack,Attack On A Person,STAFFORD HEIGHTS
Animal,Dog,Wandering,TARRAGINDI
Animal,Dog,Too Many Animals,ZILLMERE
Animal,Dog,Unregistered,BANYO
Animal,Dog,Fencing Issues,MCDOWALL
Animal,Cat Trapping,,SUNNYBANK HILLS
Animal,Dog,Fencing Issues,INALA
Animal,Dog,Fencing Issues,SEVEN HILLS
Animal,Attack,Attack On An Animal,ACACIA RIDGE
Animal,Cat Trapping,,INALA
Animal,Dog,Fencing Issues,INALA
Animal,Attack,Attack On A Person,WISHART
Animal,Dog,Wandering,WAVELL HEIGHTS
Animal,Dog,Unregistered,MOUNT GRAVATT EAST
Animal,Attack,Attack On A Person,RUNCORN
Animal,Dog,Fencing Issues,OXLEY
Animal,Dog,Unregistered,SHERWOOD
Animal,Cat,,BALD HILLS
Animal,Dog,Unregistered,BRIGHTON
Animal,Dog,Fencing Issues,MANSFIELD
Animal,Attack,Attack On A Person,MANSFIELD
Animal,Dog,Unregistered,NORMAN PARK
Animal,Dog,Unregistered,KEDRON
Animal,Dog,Fencing Issues,CARINA
Animal,Attack,Attack On An Animal,NEW FARM
Animal,Dog,Too Many Animals,
Animal,Cat,Wandering,CARINA
Animal,Attack,Attack On A Person,HOLLAND PARK
Animal,Cat Trapping,,INALA
Animal,Other Animal,Wandering,CHERMSIDE WEST
Animal,Attack,Attack On A Person,HIGHGATE HILL
Animal,Dog,Fencing Issues,KELVIN GROVE
Animal,Attack,Not An Attack,STAFFORD
Animal,Attack,Attack On A Person,UPPER KEDRON
Animal,Dog,,YERONGA
Animal,Dog,Fencing Issues,ZILLMERE
Animal,Cat Trapping,,BRACKEN RIDGE
Animal,Dog,Wandering,BELMONT
Animal,Dog,,ALDERLEY
Animal,Dog,,WOOLLOONGABBA
Animal,Attack,Attack On An Animal,WAVELL HEIGHTS
Animal,Dog,Too Many Animals,MOUNT GRAVATT EAST
Animal,Attack,Attack On An Animal,COORPAROO
Animal,Dog,Fencing Issues,GREENSLOPES
Animal,Other Animal,,DARRA
Animal,Other Animal,,PADDINGTON
Animal,Attack,Attack On A Person,COORPAROO
Animal,Cat,Wandering,KANGAROO POINT
Animal,Attack,Attack On A Person,STAFFORD
Animal,Dog,Unregistered,KEPERRA
Animal,Attack,Attack On A Person,KARAWATHA
Animal,Dog,Unregistered,BULIMBA
Animal,Dog,Too Many Animals,MOUNT GRAVATT EAST
Animal,Attack,Attack On An Animal,SEVEN HILLS
Animal,Cat Trapping,,WOOLLOONGABBA
Animal,Dog,Unregistered,BULIMBA
Animal,Dog,,CHERMSIDE
Animal,Cat Trapping,,ROCHEDALE
Animal,Dog,,SHERWOOD
Animal,Attack,Attack On A Person,ASPLEY
Animal,Other Animal,Feral Cat,WILLAWONG
Animal,Attack,Not An Attack,WYNNUM WEST
Animal,Dog,,HEMMANT
Animal,Dog,Unregistered,COORPAROO
Animal,Dog,Fencing Issues,CHERMSIDE WEST
Animal,Other Animal,Odour,MANLY WEST
Animal,Other Animal,Nuisance Animal,GREENSLOPES
Animal,Dog,Unregistered,MITCHELTON
Animal,Dog,Fencing Issues,EVERTON PARK
Animal,Attack,Attack On An Animal,CORINDA
Animal,Dog,Wandering,INALA
Animal,Dog,Unregistered,TARRAGINDI
Animal,Dog,Unregistered,BULIMBA
Animal,Dog,Unregistered,MOUNT GRAVATT EAST
Animal,Dog,Fencing Issues,BRIGHTON
Animal,Cat,Wandering,WYNNUM
Animal,Attack,Attack On An Animal,KURABY
Animal,Dog,Unregistered,THE GAP
Animal,Dog,Defecating In Public,BROOKFIELD
Animal,Dog,Defecating In Public,MANLY WEST
Animal,Attack,Attack On A Person,BARDON
Animal,Dog,,SHERWOOD
Animal,Dog,Fencing Issues,WISHART
Animal,Attack,Not An Attack,WOOLLOONGABBA
Animal,Dog,Unregistered,ASPLEY
Animal,Cat,,HOLLAND PARK WEST
Animal,Dog,Wandering,CHELMER
Animal,Dog,Odour,TARINGA
Animal,Attack,Attack On An Animal,SANDGATE
Animal,Cat,Wandering,BELLBOWRIE
Animal,Cat Trapping,,OXLEY
Animal,Dog,Wandering,EVERTON PARK
Animal,Cat,Wandering,GREENSLOPES
Animal,Dog,Unregistered,EVERTON PARK
Animal,Other Animal,Fox,OXLEY
Animal,Dog,Unregistered,KEPERRA
Animal,Other Animal,Rabbit,GUMDALE
Animal,Other Animal,Nuisance Animal,NUDGEE
Animal,Dog,Unregistered,BRIGHTON
Animal,Dog,Unregistered,ZILLMERE
Animal,Dog,Unregistered,SPRING HILL
Animal,Dog,Unregistered,PETRIE TERRACE
Animal,Dog,Unregistered,STAFFORD
Animal,Attack,Attack On An Animal,MOUNT GRAVATT
Animal,Dog,,WEST END
Animal,Dog,,CARINDALE
Animal,Cat,Wandering,CARINA
Animal,Attack,Attack On A Person,PALLARA
Animal,Attack,Attack On A Person,KEDRON
Animal,Dog,Fencing Issues,ASPLEY
Animal,Dog,Unregistered,INALA
Animal,Cat,Wandering,CLAYFIELD
Animal,Other Animal,Odour,TINGALPA
Animal,Cat Trapping,,HEMMANT
Animal,Dog,Fencing Issues,INALA
Animal,Attack,Not An Attack,BARDON
Animal,Dog,Odour,THE GAP
Animal,Dog,Unregistered,WAVELL HEIGHTS
Animal,Attack,Attack On A Person,ROCHEDALE
Animal,Dog,Odour,TARINGA
Animal,Dog,,MOUNT GRAVATT
Animal,Attack,Attack On An Animal,STONES CORNER
Animal,Cat Trapping,,SANDGATE
Animal,Cat,Wandering,FERNY GROVE
Animal,Cat Trapping,,WYNNUM WEST
Animal,Dog,Unregistered,WOOLOOWIN
Animal,Dog,Unregistered,HOLLAND PARK
Animal,Dog,Unregistered,HOLLAND PARK
Animal,Attack,Attack On An Animal,EAST BRISBANE
Animal,Dog,Too Many Animals,NEWMARKET
Animal,Other Animal,Fox,NATHAN
Animal,Attack,Attack On A Person,ZILLMERE
Animal,Cat,Wandering,KEPERRA
Animal,Dog,Too Many Animals,TARINGA
Animal,Cat,Wandering,ZILLMERE
Animal,Cat Trapping,,DARRA
Animal,Dog,Fencing Issues,INALA
Animal,Attack,Attack On An Animal,ENOGGERA
Animal,Attack,Menacing,BULIMBA
Animal,Cat Trapping,,KURABY
Animal,Other Animal,Wild Dog,UPPER BROOKFIELD
Animal,Other Animal,Wild Dog,UPPER BROOKFIELD
Animal,Dog,Wandering,CARSELDINE
Animal,Attack,Attack On A Person,UPPER MOUNT GRAVATT
Animal,Dog,Wandering,SANDGATE
Animal,Dog,Too Many Animals,ELLEN GROVE
Animal,Dog,Too Many Animals,ELLEN GROVE
Animal,Dog,Too Many Animals,ELLEN GROVE
Animal,Dog,Too Many Animals,ELLEN GROVE
Animal,Attack,Attack On A Person,NUDGEE BEACH
Animal,Dog,Wandering,NUDGEE BEACH
Animal,Dog,Wandering,MOUNT COOT-THA
Animal,Other Animal,Fox,TARRAGINDI
Animal,Other Animal,Fox,KEDRON
Animal,Other Animal,Fox,STRETTON
Animal,Dog,Fencing Issues,MOUNT GRAVATT EAST
Animal,Other Animal,Rabbit,MURARRIE
Animal,Attack,Not An Attack,SUNNYBANK
Animal,Dog,Fencing Issues,PARKINSON
Animal,Dog,Wandering,MOUNT COOT-THA
Animal,Other Animal,Fencing Issues,CARINA
Animal,Attack,Attack On A Person,PADDINGTON
Animal,Attack,Attack On An Animal,WYNNUM WEST
Animal,Other Animal,Wild Dog,PULLENVALE
Animal,Attack,Attack On A Person,WISHART
Animal,Attack,Attack On A Person,BRACKEN RIDGE
Animal,Other Animal,Fox,LAKE MANCHESTER
Animal,Dog,Unregistered,VIRGINIA
Animal,Dog,Wandering,OXLEY
Animal,Cat,Wandering,WYNNUM WEST
Animal,Attack,Not An Attack,HOLLAND PARK WEST
Animal,Cat Trapping,,KURABY
Animal,Dog,Fencing Issues,OXLEY
Animal,Dog,Fencing Issues,OXLEY
Animal,Dog,Unregistered,INALA
Animal,Dog,Unregistered,ANNERLEY
Animal,Dog,Wandering,KENMORE
Animal,Dog,Wandering,CHERMSIDE
Animal,Dog,Fencing Issues,STAFFORD
Animal,Cat,Wandering,ALDERLEY
Animal,Dog,Wandering,MOUNT COOT-THA
Animal,Dog,Unregistered,WYNNUM
Animal,Attack,Attack On An Animal,BRIGHTON
Animal,Other Animal,Pest / Feral Animal,THE GAP
Animal,Cat Trapping,,CLAYFIELD
Animal,Other Animal,Fencing Issues,GREENSLOPES
Animal,Dog,Wandering,TINGALPA
Animal,Other Animal,Pest / Feral Animal,PALLARA
Animal,Other Animal,Odour,CAMP HILL
Animal,Cat,Wandering,HAWTHORNE
Animal,Dog,Unregistered,FOREST LAKE
Animal,Dog,Wandering,STAFFORD
Animal,Dog,Wandering,TENERIFFE
Animal,Attack,Attack On A Person,NEWSTEAD
Animal,Cat Trapping,,LUTWYCHE
Animal,Dog,Wandering,PARKINSON
Animal,Other Animal,Fox,KEDRON
Animal,Attack,Attack On A Person,MACGREGOR
Animal,Other Animal,Wandering,CALAMVALE
Animal,Dog,Defecating In Public,WOOLLOONGABBA
Animal,Dog,Unregistered,DREWVALE
Animal,Other Animal,Deer,MOGGILL
Animal,Other Animal,,DEAGON
Animal,Dog,Fencing Issues,BULIMBA
Animal,Other Animal,Unregistered,DARRA
Animal,Dog,Fencing Issues,BANYO
Animal,Dog,Unregistered,STAFFORD HEIGHTS
Animal,Dog,Fencing Issues,CALAMVALE
Animal,Dog,Wandering,GEEBUNG
Animal,Other Animal,,MANSFIELD
Animal,Dog,Wandering,KANGAROO POINT
Animal,Dog,Defecating In Public,
Animal,Dog,Wandering,NEWSTEAD
Animal,Attack,Attack On A Person,DOOLANDELLA
Animal,Dog,Fencing Issues,DOOLANDELLA
Animal,Dog,Unregistered,CLAYFIELD
Animal,Dog,Unregistered,HAMILTON
Animal,Dog,Unregistered,BULIMBA
Animal,Dog,Unregistered,
Animal,Attack,Attack On A Person,BRACKEN RIDGE
Animal,Dog,Unregistered,CARINDALE
Animal,Dog,Fencing Issues,BALD HILLS
Animal,Attack,Attack On A Person,PARKINSON
Animal,Attack,Attack On A Person,DEAGON
Animal,Attack,Attack On An Animal,CANNON HILL
Animal,Attack,Attack On A Person,MITCHELTON
Animal,Dog,Defecating In Public,SUNNYBANK HILLS
Animal,Other Animal,Unregistered,DARRA
Animal,Dog,Defecating In Public,MOUNT GRAVATT EAST
Animal,Dog,Unregistered,ACACIA RIDGE
Animal,Other Animal,Feral Cat,EIGHT MILE PLAINS
Animal,Dog,Odour,SEVENTEEN MILE ROCKS
Animal,Dog,Unregistered,BALMORAL
Animal,Attack,Attack On An Animal,ACACIA RIDGE
Animal,Attack,Attack On A Person,CHAPEL HILL
Animal,Cat,Wandering,NUDGEE
Animal,Attack,Attack On A Person,INALA
Animal,Dog,Wandering,CHERMSIDE
Animal,Dog,Fencing Issues,UPPER MOUNT GRAVATT
Animal,Other Animal,Rabbit,SHORNCLIFFE
Animal,Attack,Attack On A Person,PADDINGTON
Animal,Cat,Wandering,EIGHT MILE PLAINS
Animal,Dog,Unregistered,BOWEN HILLS
Animal,Cat Trapping,,MOGGILL
Animal,Attack,Attack On A Person,DARRA
Animal,Attack,Attack On An Animal,SANDGATE
Animal,Cat,Wandering,SANDGATE
Animal,Cat Trapping,,BANYO
Animal,Dog,Fencing Issues,DEAGON
Animal,Dog,Wandering,CHERMSIDE
Animal,Dog,Wandering,BARDON
Animal,Attack,Attack On A Person,BELMONT
Animal,Cat Trapping,,WOOLLOONGABBA
Animal,Other Animal,Nuisance Animal,INALA
Animal,Dog,Unregistered,INALA
Animal,Dog,Wandering,HOLLAND PARK WEST
Animal,Dog,Wandering,JINDALEE
Animal,Dog,Wandering,CAMP HILL
Animal,Attack,Attack On A Person,CAMP HILL
Animal,Attack,Not An Attack,KURABY
Animal,Dog,Unregistered,HOLLAND PARK
Animal,Attack,Attack On A Person,NEW FARM
Animal,Attack,Attack On An Animal,ZILLMERE
Animal,Dog,Fencing Issues,MACGREGOR
Animal,Dog,Unregistered,WAKERLEY
Animal,Dog,Fencing Issues,CARINA
Animal,Dog,Wandering,HOLLAND PARK WEST
Animal,Attack,Attack On A Person,WYNNUM
Animal,Dog,Fencing Issues,RUNCORN
Animal,Dog,Odour,RUNCORN
Animal,Other Animal,Rabbit,SHORNCLIFFE
Animal,Cat Trapping,,WOOLLOONGABBA
Animal,Dog,Unregistered,WISHART
Animal,Other Animal,Nuisance Animal,NUNDAH
Animal,Dog,Fencing Issues,SPRING HILL
Animal,Dog,Wandering,WEST END
Animal,Dog,Wandering,ASPLEY
Animal,Dog,Unregistered,KARANA DOWNS
Animal,Attack,Attack On An Animal,WEST END
Animal,Attack,Not An Attack,KEDRON
Animal,Cat,Wandering,ACACIA RIDGE
Animal,Cat,Wandering,ACACIA RIDGE
Animal,Dog,Fencing Issues,UPPER MOUNT GRAVATT
Animal,Cat Trapping,,RICHLANDS
Animal,Dog,Wandering,CHERMSIDE
Animal,Dog,Unregistered,GRACEVILLE
Animal,Cat,Wandering,THE GAP
Animal,Other Animal,Nuisance Animal,CHERMSIDE WEST
Animal,Attack,Attack On An Animal,MOUNT GRAVATT EAST
Animal,Cat Trapping,,YERONGA
Animal,Dog,Wandering,FOREST LAKE
Animal,Dog,Wandering,FOREST LAKE
Animal,Dog,Defecating In Public,COORPAROO
Animal,Dog,Wandering,CARINDALE
Animal,Dog,Fencing Issues,PULLENVALE
Animal,Cat,Wandering,BELLBOWRIE
Animal,Dog,Insufficient Space,KEDRON
Animal,Dog,Unregistered,ASHGROVE
Animal,Dog,Wandering,CARINDALE
Animal,Other Animal,Odour,DEAGON
Animal,Attack,Not An Attack,BRACKEN RIDGE
Animal,Attack,Attack On A Person,KEDRON
Animal,Dog,Wandering,ASHGROVE
Animal,Attack,Attack On A Person,KANGAROO POINT
Animal,Attack,Attack On A Person,STAFFORD HEIGHTS
Animal,Dog,Unregistered,SPRING HILL
Animal,Other Animal,Fox,NATHAN
Animal,Dog,Unregistered,RICHLANDS
Animal,Attack,Not An Attack,RED HILL
Animal,Dog,Wandering,WYNNUM WEST
Animal,Dog,Wandering,UPPER MOUNT GRAVATT
Animal,Dog,Wandering,MOUNT COOT-THA
Animal,Cat Trapping,,MOUNT OMMANEY
Animal,Dog,Wandering,RUNCORN
Animal,Dog,Wandering,DREWVALE
Animal,Attack,Attack On A Person,EAST BRISBANE
Animal,Dog,Defecating In Public,MANLY
Animal,Cat,Wandering,STAFFORD HEIGHTS
Animal,Cat,Wandering,STAFFORD HEIGHTS
Animal,Other Animal,Fox,MOUNT GRAVATT
Animal,Dog,Wandering,CORINDA
Animal,Dog,Wandering,ASHGROVE
Animal,Attack,Attack On A Person,BALD HILLS
Animal,Dog,Fencing Issues,STAFFORD
Animal,Dog,Fencing Issues,BRIGHTON
Animal,Dog,Unregistered,MITCHELTON
Animal,Attack,Attack On An Animal,DARRA
Animal,Attack,Attack On An Animal,MANLY
Animal,Attack,Not An Attack,MURARRIE
Animal,Attack,Not An Attack,MOUNT GRAVATT EAST
Animal,Attack,Attack On An Animal,MOOROOKA
Animal,Cat,Wandering,PADDINGTON
Animal,Dog,Unregistered,UPPER MOUNT GRAVATT
Animal,Cat Trapping,,SALISBURY
Animal,Dog,Unregistered,MOUNT GRAVATT EAST
Animal,Attack,Attack On A Person,HIGHGATE HILL
Animal,Attack,Not An Attack,GRANGE
Animal,Attack,Attack On A Person,WEST END
