Category: Nature,Category: Type,Category: Reporting Level,Location: Suburb
Animal,Attack,Attack On An Animal,CHERMSIDE WEST
Animal,Other Animal,Deer,UPPER BROOKFIELD
Animal,Other Animal,Rabbit,RED HILL
Animal,Dog,Fencing Issues,CALAMVALE
Animal,Dog,Fencing Issues,WYNNUM
Animal,Cat,,DEAGON
Animal,Other Animal,Nuisance Animal,ASPLEY
Animal,Other Animal,Wild Dog,SINNAMON PARK
Animal,Other Animal,Pest / Feral Animal,MACGREGOR
Animal,Dog,Fencing Issues,WYNNUM
Animal,Attack,Attack On A Person,SINNAMON PARK
Animal,Cat Trapping,,COOPERS PLAINS
Animal,Attack,Attack On An Animal,WYNNUM WEST
Animal,Cat Trapping,,WYNNUM
Animal,Attack,Attack On An Animal,WAVELL HEIGHTS
Animal,Attack,Attack On A Person,FITZGIBBON
Animal,Cat Trapping,,MANSFIELD
Animal,Attack,Menacing,NUDGEE BEACH
Animal,Cat Trapping,,ENOGGERA
Animal,Other Animal,Pest / Feral Animal,THE GAP
Animal,Dog,Fencing Issues,OXLEY
Animal,Dog,Too Many Animals,BULIMBA
Animal,Dog,Fencing Issues,HOLLAND PARK
Animal,Dog,Fencing Issues,ACACIA RIDGE
Animal,Attack,Menacing,NEWMARKET
Animal,Other Animal,Nuisance Animal,AUCHENFLOWER
Animal,Other Animal,Deer,BROOKFIELD
Animal,Dog,Fencing Issues,PADDINGTON
Animal,Attack,Attack On A Person,STAFFORD HEIGHTS
Animal,Dog,Fencing Issues,OXLEY
Animal,Dog,Fencing Issues,SUNNYBANK
Animal,Attack,Not An Attack,OXLEY
Animal,Dog,Fencing Issues,FAIRFIELD
Animal,Other Animal,Rabbit,RED HILL
Animal,Dog,,BRIGHTON
Animal,Dog,Unregistered,FERNY GROVE
Animal,Dog,Unregistered,BRIDGEMAN DOWNS
Animal,Other Animal,Nuisance Animal,BROOKFIELD
Animal,Attack,Attack On A Person,SUNNYBANK HILLS
Animal,Other Animal,Fox,PULLENVALE
Animal,Dog,Fencing Issues,COORPAROO
Animal,Other Animal,Nuisance Animal,INALA
Animal,Dog,Unregistered,
Animal,Dog,Unregistered,
Animal,Cat Trapping,,FOREST LAKE
Animal,Dog,Fencing Issues,FOREST LAKE
Animal,Other Animal,Fencing Issues,LAKE MANCHESTER
Animal,Other Animal,Deer,UPPER KEDRON
Animal,Cat,,HEMMANT
Animal,Attack,Attack On A Person,BARDON
Animal,Cat Trapping,,UPPER MOUNT GRAVATT
Animal,Dog,Fencing Issues,HEATHWOOD
Animal,Dog,Fencing Issues,FOREST LAKE
Animal,Cat Trapping,,ACACIA RIDGE
Animal,Attack,Not An Attack,WAVELL HEIGHTS
Animal,Other Animal,Nuisance Animal,NORTHGATE
Animal,Dog,Fencing Issues,BRIDGEMAN DOWNS
Animal,Dog,Fencing Issues,SEVENTEEN MILE ROCKS
Animal,Dog,Fencing Issues,ASCOT
Animal,Dog,Fencing Issues,MOUNT CROSBY
Animal,Attack,Attack On An Animal,KEPERRA
Animal,Attack,Attack On An Animal,KEPERRA
Animal,Dog,Fencing Issues,UPPER KEDRON
Animal,Attack,Attack On An Animal,NUDGEE BEACH
Animal,Dog,Fencing Issues,COOPERS PLAINS
Animal,Attack,Attack On A Person,STAFFORD HEIGHTS
Animal,Attack,Attack On An Animal,WAKERLEY
Animal,Cat Trapping,,BRIGHTON
Animal,Cat,,INDOOROOPILLY
Animal,Attack,Menacing,CALAMVALE
Animal,Cat Trapping,,ELLEN GROVE
Animal,Cat Trapping,,YEERONGPILLY
Animal,Dog,Too Many Animals,CHERMSIDE
Animal,Dog,Fencing Issues,FOREST LAKE
Animal,Dog,Fencing Issues,NEWMARKET
Animal,Cat Trapping,,FOREST LAKE
Animal,Attack,Not An Attack,DURACK
Animal,Dog,,DARRA
Animal,Attack,Attack On A Person,WINDSOR
Animal,Cat Trapping,,RUNCORN
Animal,Cat Trapping,,COORPAROO
Animal,Attack,Attack On An Animal,ANNERLEY
Animal,Other Animal,Fox,KEPERRA
Animal,Other Animal,Fox,ROCHEDALE
Animal,Attack,Menacing,BANYO
Animal,Other Animal,Nuisance Animal,FOREST LAKE
Animal,Attack,Attack On A Person,DARRA
Animal,Attack,Menacing,WAVELL HEIGHTS
Animal,Dog,Fencing Issues,DURACK
Animal,Dog,Fencing Issues,WYNNUM
Animal,Cat Trapping,,BALMORAL
Animal,Attack,Attack On An Animal,BARDON
Animal,Attack,Attack On A Person,THE GAP
Animal,Dog,Fencing Issues,FOREST LAKE
Animal,Dog,Fencing Issues,NEW FARM
Animal,Other Animal,Feral Pig,UPPER BROOKFIELD
Animal,Dog,Fencing Issues,STAFFORD HEIGHTS
Animal,Other Animal,Fox,ANSTEAD
Animal,Attack,Attack On An Animal,HAMILTON
Animal,Dog,Unregistered,CORINDA
Animal,Attack,Attack On An Animal,INDOOROOPILLY
Animal,Dog,Fencing Issues,GREENSLOPES
Animal,Attack,Attack On An Animal,COORPAROO
Animal,Other Animal,Odour,HOLLAND PARK
Animal,Attack,Attack On An Animal,RIVERHILLS
Animal,Dog,Fencing Issues,GEEBUNG
Animal,Attack,Attack On An Animal,RUNCORN
Animal,Dog,Fencing Issues,FAIRFIELD
Animal,Dog,Too Many Animals,SALISBURY
Animal,Dog,Unregistered,TARRAGINDI
Animal,Cat,,MOOROOKA
Animal,Attack,Attack On An Animal,FAIRFIELD
Animal,Cat Trapping,,RUNCORN
Animal,Dog,Too Many Animals,WYNNUM
Animal,Other Animal,Nuisance Animal,COORPAROO
Animal,Attack,Attack On An Animal,KARANA DOWNS
Animal,Cat Trapping,,CARINDALE
Animal,Dog,Fencing Issues,GRACEVILLE
Animal,Dog,Insufficient Space,CARSELDINE
Animal,Other Animal,Nuisance Animal,DOOLANDELLA
Animal,Cat Trapping,,WYNNUM
Animal,Dog,Fencing Issues,KEPERRA
Animal,Attack,Not An Attack,EVERTON PARK
Animal,Dog,Fencing Issues,PARKINSON
Animal,Attack,Attack On A Person,MANSFIELD
Animal,Attack,,MIDDLE PARK
Animal,Dog,Too Many Animals,MURARRIE
Animal,Dog,Unregistered,
Animal,Attack,Attack On A Person,CORINDA
Animal,Attack,Attack On An Animal,PARKINSON
Animal,Attack,Attack On An Animal,FOREST LAKE
Animal,Dog,Fencing Issues,BRIGHTON
Animal,Dog,Odour,FOREST LAKE
Animal,Other Animal,Pest / Feral Animal,BRISBANE CITY
Animal,Attack,Attack On An Animal,BRIDGEMAN DOWNS
Animal,Attack,Attack On An Animal,BULIMBA
Animal,Dog,Fencing Issues,CHERMSIDE
Animal,Attack,Attack On A Person,KURABY
Animal,Attack,Attack On An Animal,BRACKEN RIDGE
Animal,Other Animal,Odour,WINDSOR
Animal,Dog,Fencing Issues,WYNNUM
Animal,Dog,Fencing Issues,BRIDGEMAN DOWNS
Animal,Dog,Fencing Issues,OXLEY
Animal,Attack,Not An Attack,RED HILL
Animal,Attack,Attack On An Animal,BOONDALL
Animal,Attack,,UPPER MOUNT GRAVATT
Animal,Other Animal,Fox,BELLBOWRIE
Animal,Attack,Not An Attack,MANLY WEST
Animal,Attack,Attack On An Animal,FOREST LAKE
Animal,Dog,Unregistered,
Animal,Dog,Unregistered,
Animal,Dog,Unregistered,
Animal,Dog,Unregistered,
Animal,Dog,Unregistered,EIGHT MILE PLAINS
Animal,Dog,Unregistered,KEPERRA
Animal,Dog,Fencing Issues,INALA
Animal,Attack,Attack On A Person,INALA
Animal,Dog,Defecating In Public,FOREST LAKE
Animal,Cat,,TARRAGINDI
Animal,Dog,Unregistered,
Animal,Dog,Unregistered,NORTHGATE
Animal,Dog,Unregistered,
Animal,Dog,Defecating In Public,RUNCORN
Animal,Dog,Fencing Issues,CHERMSIDE
Animal,Attack,Attack On A Person,NUDGEE BEACH
Animal,Cat,,BRIGHTON
Animal,Attack,Attack On An Animal,MANLY WEST
Animal,Attack,Attack On An Animal,BURBANK
Animal,Dog,Defecating In Public,HEMMANT
Animal,Cat Trapping,,WINDSOR
Animal,Other Animal,Nuisance Animal,KURABY
Animal,Dog,Fencing Issues,NUDGEE
Animal,Cat,,CAMP HILL
Animal,Dog,Odour,HAWTHORNE
Animal,Attack,Attack On A Person,COORPAROO
Animal,Dog,Unregistered,DREWVALE
Animal,Other Animal,Pest / Feral Animal,COOPERS PLAINS
Animal,Other Animal,Nuisance Animal,FOREST LAKE
Animal,Cat,,INDOOROOPILLY
Animal,Attack,Not An Attack,CHERMSIDE
Animal,Cat Trapping,,SUNNYBANK
Animal,Attack,Attack On An Animal,CLAYFIELD
Animal,Dog,Fencing Issues,COOPERS PLAINS
Animal,Attack,Attack On A Person,CAMP HILL
Animal,Other Animal,Deer,KENMORE HILLS
Animal,Dog,Fencing Issues,MOOROOKA
Animal,Other Animal,Fox,BALMORAL
Animal,Other Animal,Fox,MOGGILL
Animal,Other Animal,Deer,JINDALEE
Animal,Attack,Attack On An Animal,MITCHELTON
Animal,Attack,Attack On An Animal,MOUNT GRAVATT EAST
Animal,Dog,Too Many Animals,NUNDAH
Animal,Attack,Attack On An Animal,WYNNUM
Animal,Cat Trapping,,ELLEN GROVE
Animal,Attack,Attack On An Animal,CARSELDINE
Animal,Cat Trapping,,COOPERS PLAINS
Animal,Attack,Menacing,SANDGATE
Animal,Attack,Attack On An Animal,FOREST LAKE
Animal,Other Animal,Fox,MOGGILL
Animal,Other Animal,Fox,ALGESTER
Animal,Attack,Attack On A Person,TARRAGINDI
Animal,Attack,Attack On A Person,TARINGA
Animal,Attack,Attack On A Person,CARINDALE
Animal,Attack,Attack On An Animal,WYNNUM
Animal,Attack,Attack On An Animal,CAMP HILL
Animal,Cat Trapping,,WYNNUM
Animal,Attack,Attack On An Animal,KEDRON
Animal,Other Animal,Pest / Feral Animal,CARINDALE
Animal,Attack,Attack On An Animal,THE GAP
Animal,Dog,Fencing Issues,CARINA
Animal,Dog,Fencing Issues,CARINA
Animal,Other Animal,Fox,BELLBOWRIE
