Category: Nature,Category: Type,Category: Reporting Level,Location: Suburb
Animal,Attack,Attack On An Animal,RUNCORN
Animal,Attack,Menacing,MIDDLE PARK
Animal,Dog,Fencing Issues,STAFFORD HEIGHTS
Animal,Dog,Unregistered,YERONGA
Animal,Attack,Not An Attack,WYNNUM WEST
Animal,Attack,Attack On An Animal,HEMMANT
Animal,Dog,Fencing Issues,BRIGHTON
Animal,Other Animal,Nuisance Animal,THE GAP
Animal,Dog,Fencing Issues,WAVELL HEIGHTS
Animal,Dog,Too Many Animals,WOOLLOONGABBA
Animal,Attack,Attack On An Animal,BELLBOWRIE
Animal,Dog,Odour,WAVELL HEIGHTS
Animal,Dog,Unregistered,SUNNYBANK
Animal,Other Animal,,RICHLANDS
Animal,Attack,Not An Attack,SEVEN HILLS
Animal,Attack,Attack On A Person,KENMORE HILLS
Animal,Cat Trapping,,MIDDLE PARK
Animal,Dog,Defecating In Public,
Animal,Attack,,FOREST LAKE
Animal,Attack,Attack On An Animal,BARDON
Animal,Attack,Attack On An Animal,ACACIA RIDGE
Animal,Attack,Attack On An Animal,HOLLAND PARK
Animal,Cat Trapping,,MANLY WEST
Animal,Other Animal,Deer,JINDALEE
Animal,Cat,,WYNNUM
Animal,Other Animal,Fox,RANSOME
Animal,Other Animal,Fox,KEPERRA
Animal,Attack,Not An Attack,INALA
Animal,Other Animal,Insufficient Space,FITZGIBBON
Animal,Cat Trapping,,INALA
Animal,Cat,,NORTHGATE
Animal,Dog,Unregistered,CALAMVALE
Animal,Other Animal,Fox,UPPER BROOKFIELD
Animal,Dog,Fencing Issues,VIRGINIA
Animal,Attack,Menacing,JAMBOREE HEIGHTS
Animal,Dog,Too Many Animals,MITCHELTON
Animal,Dog,Fencing Issues,VIRGINIA
Animal,Cat Trapping,,CHERMSIDE WEST
Animal,Attack,Menacing,BALMORAL
Animal,Dog,Too Many Animals,BALD HILLS
Animal,Other Animal,Odour,WYNNUM
Animal,Other Animal,Deer,PULLENVALE
Animal,Dog,Fencing Issues,FITZGIBBON
Animal,Cat,,GRANGE
Animal,Attack,,MILTON
Animal,Other Animal,Fencing Issues,BANYO
Animal,Other Animal,Nuisance Animal,MITCHELTON
Animal,Other Animal,Deer,PULLENVALE
Animal,Cat Trapping,,WYNNUM WEST
Animal,Attack,Attack On A Person,BURBANK
Animal,Attack,Attack On A Person,BOONDALL
Animal,Dog,Too Many Animals,BALD HILLS
Animal,Dog,Too Many Animals,BALD HILLS
Animal,Cat Trapping,,BANYO
Animal,Dog,Odour,WYNNUM WEST
Animal,Cat,,TARRAGINDI
Animal,Attack,Attack On A Person,EVERTON PARK
Animal,Attack,Not An Attack,FITZGIBBON
Animal,Attack,Attack On A Person,THE GAP
Animal,Attack,Menacing,CARINA HEIGHTS
Animal,Cat,,UPPER KEDRON
Animal,Cat Trapping,,SUNNYBANK HILLS
Animal,Cat,,NORTHGATE
Animal,Other Animal,Too Many Animals,GEEBUNG
Animal,Cat Trapping,,HENDRA
Animal,Other Animal,Fox,FOREST LAKE
Animal,Other Animal,Fox,MOGGILL
Animal,Dog,Defecating In Public,WILSTON
Animal,Attack,,ELLEN GROVE
Animal,Dog,Fencing Issues,CHERMSIDE
Animal,Other Animal,Fox,RUNCORN
Animal,Cat Trapping,,OXLEY
Animal,Dog,Fencing Issues,INALA
Animal,Other Animal,Fencing Issues,ALGESTER
Animal,Dog,Fencing Issues,MILTON
Animal,Dog,Fencing Issues,ZILLMERE
Animal,Attack,Not An Attack,WESTLAKE
Animal,Attack,Attack On A Person,BELMONT
Animal,Other Animal,Fencing Issues,ALGESTER
Animal,Cat,,NORTHGATE
Animal,Attack,Menacing,EVERTON PARK
Animal,Cat,,ACACIA RIDGE
Animal,Attack,Attack On A Person,SEVENTEEN MILE ROCKS
Animal,Dog,Fencing Issues,CHERMSIDE
Animal,Other Animal,Deer,PULLENVALE
Animal,Attack,Menacing,MORNINGSIDE
Animal,Cat,,JINDALEE
Animal,Other Animal,Nuisance Animal,BANYO
Animal,Dog,Fencing Issues,CARINA HEIGHTS
Animal,Dog,Fencing Issues,ZILLMERE
Animal,Attack,Attack On A Person,GREENSLOPES
Animal,Dog,Odour,HOLLAND PARK
Animal,Other Animal,Fox,ANSTEAD
Animal,Cat,,ELLEN GROVE
Animal,Other Animal,Fox,DEAGON
Animal,Dog,Fencing Issues,ZILLMERE
Animal,Cat,Wandering,SUNNYBANK HILLS
Animal,Dog,Fencing Issues,UPPER MOUNT GRAVATT
Animal,Dog,Unregistered,YERONGA
Animal,Dog,Fencing Issues,YERONGA
Animal,Attack,Menacing,TENNYSON
Animal,Dog,Fencing Issues,EVERTON PARK
Animal,Dog,Fencing Issues,EVERTON PARK
Animal,Dog,,DARRA
Animal,Dog,Fencing Issues,DARRA
Animal,Attack,Attack On An Animal,GEEBUNG
Animal,Cat Trapping,,ASCOT
Animal,Other Animal,Nuisance Animal,CHAPEL HILL
Animal,Cat,,FERNY GROVE
Animal,Other Animal,Fox,WAKERLEY
Animal,Dog,Fencing Issues,UPPER MOUNT GRAVATT
Animal,Attack,Attack On An Animal,BRIGHTON
Animal,Dog,Defecating In Public,BRACKEN RIDGE
Animal,Dog,Fencing Issues,BRACKEN RIDGE
Animal,Attack,Not An Attack,ELLEN GROVE
Animal,Attack,Not An Attack,CAMP HILL
Animal,Dog,Fencing Issues,MILTON
Animal,Cat Trapping,,MOUNT GRAVATT
Animal,Attack,Attack On An Animal,HAMILTON
Animal,Dog,Fencing Issues,STAFFORD
Animal,Dog,Fencing Issues,HOLLAND PARK
Animal,Other Animal,Nuisance Animal,WYNNUM
Animal,Attack,Attack On An Animal,KENMORE
Animal,Attack,Attack On An Animal,ZILLMERE
Animal,Dog,Unregistered,KURABY
Animal,Attack,Attack On An Animal,RED HILL
Animal,Dog,Defecating In Public,WYNNUM
Animal,Other Animal,Nuisance Animal,FOREST LAKE
Animal,Cat Trapping,,COOPERS PLAINS
Animal,Attack,Attack On A Person,WISHART
Animal,Dog,Fencing Issues,GAYTHORNE
Animal,Attack,Not An Attack,INALA
Animal,Dog,Fencing Issues,MOUNT GRAVATT EAST
Animal,Dog,Fencing Issues,TARRAGINDI
Animal,Attack,Not An Attack,STAFFORD HEIGHTS
Animal,Other Animal,Fox,MOGGILL
Animal,Cat,Wandering,GREENSLOPES
Animal,Dog,Fencing Issues,RED HILL
Animal,Cat Trapping,,BELLBOWRIE
Animal,Attack,Attack On An Animal,RIVERHILLS
Animal,Other Animal,Nuisance Animal,YERONGA
Animal,Dog,Too Many Animals,ALGESTER
Animal,Cat Trapping,,ZILLMERE
Animal,Attack,Attack On An Animal,TARRAGINDI
Animal,Dog,Fencing Issues,EVERTON PARK
Animal,Attack,Menacing,MOUNT GRAVATT EAST
Animal,Attack,Attack On An Animal,HENDRA
Animal,Attack,Not An Attack,WEST END
Animal,Attack,Attack On A Person,BRIDGEMAN DOWNS
Animal,Other Animal,Fox,FOREST LAKE
Animal,Dog,Fencing Issues,MANLY WEST
Animal,Dog,Fencing Issues,CALAMVALE
Animal,Attack,Attack On An Animal,CHANDLER
Animal,Attack,Attack On An Animal,RIVERHILLS
Animal,Other Animal,Too Many Animals,MITCHELTON
Animal,Attack,Not An Attack,ROCKLEA
Animal,Attack,Menacing,PULLENVALE
Animal,Other Animal,Odour,STRETTON
Animal,Cat Trapping,,ACACIA RIDGE
Animal,Dog,Fencing Issues,NUNDAH
Animal,Attack,Attack On A Person,ENOGGERA
Animal,Dog,Fencing Issues,BOWEN HILLS
Animal,Attack,Attack On A Person,ASHGROVE
Animal,Attack,Attack On An Animal,STAFFORD HEIGHTS
Animal,Other Animal,Wild Dog,MOUNT GRAVATT EAST
Animal,Other Animal,Nuisance Animal,KEDRON
Animal,Dog,Defecating In Public,PARKINSON
Animal,Attack,Not An Attack,WACOL
Animal,Dog,Fencing Issues,ASCOT
Animal,Attack,Attack On A Person,MOOROOKA
Animal,Dog,Fencing Issues,ACACIA RIDGE
Animal,Attack,Attack On A Person,CHAPEL HILL
Animal,Dog,Fencing Issues,FITZGIBBON
Animal,Other Animal,Rabbit,WYNNUM WEST
Animal,Dog,Fencing Issues,LUTWYCHE
Animal,Dog,Fencing Issues,KEDRON
Animal,Other Animal,Nuisance Animal,MOUNT GRAVATT EAST
Animal,Cat Trapping,,ROCKLEA
Animal,Dog,Defecating In Public,SHERWOOD
Animal,Other Animal,Fox,CARINA
Animal,Attack,Not An Attack,EVERTON PARK
Animal,Dog,Fencing Issues,EVERTON PARK
Animal,Dog,Fencing Issues,WINDSOR
Animal,Dog,,NUDGEE
Animal,Other Animal,Fox,KARANA DOWNS
Animal,Other Animal,Odour,CHERMSIDE
Animal,Cat,,FOREST LAKE
Animal,Cat Trapping,,WOOLLOONGABBA
Animal,Other Animal,Odour,BARDON
Animal,Attack,Menacing,KARANA DOWNS
Animal,Dog,Unregistered,
Animal,Dog,Unregistered,CARINDALE
Animal,Cat Trapping,,WYNNUM WEST
Animal,Other Animal,Fox,CARSELDINE
Animal,Attack,Attack On A Person,DEAGON
Animal,Cat Trapping,,WYNNUM
Animal,Dog,Unregistered,KARANA DOWNS
Animal,Dog,Unregistered,
Animal,Dog,Fencing Issues,WYNNUM
Animal,Attack,Attack On An Animal,NUDGEE
Animal,Other Animal,Fox,HOLLAND PARK WEST
Animal,Dog,Fencing Issues,SANDGATE
Animal,Dog,Fencing Issues,CALAMVALE
Animal,Attack,Menacing,BOWEN HILLS
Animal,Dog,Fencing Issues,KARANA DOWNS
Animal,Dog,Fencing Issues,NORMAN PARK
Animal,Other Animal,Unregistered,PULLENVALE
Animal,Attack,Attack On An Animal,PULLENVALE
Animal,Other Animal,Fox,HERSTON
Animal,Attack,Not An Attack,COORPAROO
Animal,Cat,,EIGHT MILE PLAINS
Animal,Other Animal,Unregistered,SUNNYBANK
Animal,Other Animal,Too Many Animals,CHERMSIDE
Animal,Cat Trapping,,INALA
Animal,Attack,Menacing,MOUNT GRAVATT
Animal,Attack,Attack On A Person,TAIGUM
Animal,Dog,Fencing Issues,CALAMVALE
Animal,Dog,Defecating In Public,BULIMBA
Animal,Cat,,MANLY WEST
Animal,Cat Trapping,,BELMONT
Animal,Cat Trapping,,MANLY WEST
Animal,Cat,,GRACEVILLE
Animal,Attack,Attack On A Person,ASPLEY
Animal,Dog,,SALISBURY
Animal,Attack,Attack On A Person,ROCKLEA
Animal,Cat Trapping,,COOPERS PLAINS
Animal,Cat Trapping,,EVERTON PARK
Animal,Attack,Attack On An Animal,GUMDALE
Animal,Cat Trapping,,EIGHT MILE PLAINS
Animal,Dog,Fencing Issues,MANLY WEST
Animal,Attack,Attack On An Animal,EAST BRISBANE
Animal,Dog,Fencing Issues,CHERMSIDE WEST
Animal,Cat,,BRIGHTON
Animal,Dog,Fencing Issues,ZILLMERE
Animal,Dog,Fencing Issues,FOREST LAKE
Animal,Dog,Unregistered,ASHGROVE
Animal,Other Animal,Nuisance Animal,FOREST LAKE
Animal,Cat Trapping,,TOOWONG
Animal,Attack,Attack On An Animal,PARKINSON
Animal,Dog,Fencing Issues,KENMORE
Animal,Dog,,INALA
Animal,Dog,Defecating In Public,ASHGROVE
Animal,Attack,Not An Attack,DURACK
Animal,Other Animal,Fox,WAKERLEY
Animal,Dog,Too Many Animals,ZILLMERE
Animal,Dog,,MORNINGSIDE
Animal,Dog,Fencing Issues,ASPLEY
Animal,Attack,Attack On A Person,SUNNYBANK
Animal,Other Animal,Fox,KENMORE
Animal,Dog,Fencing Issues,BRACKEN RIDGE
Animal,Attack,Attack On An Animal,COORPAROO
Animal,Attack,Attack On An Animal,BARDON
Animal,Other Animal,Nuisance Animal,AUCHENFLOWER
Animal,Attack,,CARINA HEIGHTS
Animal,Cat,,STAFFORD HEIGHTS
Animal,Dog,Fencing Issues,WYNNUM
Animal,Dog,Defecating In Public,CANNON HILL
Animal,Attack,Attack On An Animal,CHERMSIDE WEST
Animal,Dog,Fencing Issues,WINDSOR
Animal,Other Animal,,MOUNT CROSBY
Animal,Cat Trapping,,WOOLLOONGABBA
Animal,Dog,Fencing Issues,WILLAWONG
Animal,Other Animal,Nuisance Animal,PULLENVALE
Animal,Cat Trapping,,HOLLAND PARK
Animal,Attack,Attack On An Animal,ASPLEY
Animal,Other Animal,Nuisance Animal,WYNNUM
Animal,Attack,Attack On An Animal,MANLY
Animal,Attack,Attack On A Person,MOGGILL
Animal,Cat Trapping,,ASPLEY
Animal,Cat,,ENOGGERA
Animal,Attack,Attack On An Animal,BRIGHTON
Animal,Dog,Fencing Issues,WISHART
Animal,Attack,,NORMAN PARK
Animal,Cat Trapping,,ROBERTSON
Animal,Dog,Fencing Issues,WISHART
Animal,Dog,Fencing Issues,DURACK
Animal,Attack,,CARINA HEIGHTS
Animal,Dog,Defecating In Public,CORINDA
Animal,Dog,Fencing Issues,CARINA
Animal,Dog,Fencing Issues,ACACIA RIDGE
Animal,Cat Trapping,,WOOLLOONGABBA
Animal,Other Animal,Nuisance Animal,MOUNT GRAVATT EAST
Animal,Cat Trapping,,DURACK
Animal,Attack,Attack On A Person,ENOGGERA
Animal,Other Animal,Fox,ROCKLEA
Animal,Cat,,CARINA HEIGHTS
Animal,Attack,Attack On An Animal,GUMDALE
Animal,Dog,Fencing Issues,CHERMSIDE
Animal,Other Animal,,CARINA
Animal,Cat Trapping,,DURACK
Animal,Dog,Odour,DEAGON
Animal,Dog,Fencing Issues,KELVIN GROVE
Animal,Dog,Fencing Issues,CARINDALE
Animal,Attack,Not An Attack,ELLEN GROVE
Animal,Attack,Attack On An Animal,ROCHEDALE
Animal,Dog,Fencing Issues,INALA
Animal,Other Animal,,HENDRA
Animal,Attack,Attack On A Person,WISHART
Animal,Attack,Attack On An Animal,SEVEN HILLS
Animal,Attack,,DUTTON PARK
Animal,Other Animal,Fox,GUMDALE
Animal,Attack,,INALA
Animal,Attack,Not An Attack,SINNAMON PARK
Animal,Dog,Fencing Issues,CAMP HILL
Animal,Other Animal,Nuisance Animal,STAFFORD HEIGHTS
Animal,Cat Trapping,,COORPAROO
Animal,Cat,,COORPAROO
Animal,Other Animal,Fox,KARANA DOWNS
Animal,Other Animal,,PALLARA
Animal,Cat Trapping,,ROBERTSON
Animal,Other Animal,Fox,KARANA DOWNS
Animal,Other Animal,Odour,TAIGUM
Animal,Attack,Attack On An Animal,MITCHELTON
Animal,Dog,Defecating In Public,COORPAROO
Animal,Attack,Attack On A Person,GEEBUNG
Animal,Other Animal,Nuisance Animal,ZILLMERE
Animal,Other Animal,,RICHLANDS
Animal,Other Animal,Fox,BURBANK
Animal,Cat Trapping,,GORDON PARK
Animal,Other Animal,Pest / Feral Animal,FORTITUDE VALLEY
Animal,Dog,Too Many Animals,EIGHT MILE PLAINS
Animal,Attack,Attack On A Person,NUNDAH
Animal,Dog,Fencing Issues,DARRA
Animal,Attack,Attack On A Person,BRACKEN RIDGE
Animal,Dog,Fencing Issues,KELVIN GROVE
Animal,Dog,Defecating In Public,ASPLEY
Animal,Cat Trapping,,ZILLMERE
Animal,Cat,,BRIGHTON
Animal,Attack,Attack On An Animal,ACACIA RIDGE
Animal,Dog,Fencing Issues,WEST END
Animal,Cat Trapping,,ASCOT
Animal,Dog,Fencing Issues,ZILLMERE
Animal,Dog,Fencing Issues,RUNCORN
Animal,Cat Trapping,,WOOLLOONGABBA
Animal,Dog,Defecating In Public,SUNNYBANK HILLS
Animal,Dog,Unregistered,UPPER MOUNT GRAVATT
Animal,Other Animal,Fox,EIGHT MILE PLAINS
Animal,Dog,,WAVELL HEIGHTS
Animal,Attack,Attack On A Person,MOOROOKA
Animal,Dog,Fencing Issues,NUDGEE
Animal,Dog,Fencing Issues,ASPLEY
Animal,Dog,Fencing Issues,ASPLEY
Animal,Dog,Fencing Issues,BURBANK
Animal,Dog,,NORTHGATE
Animal,Attack,Not An Attack,DARRA
Animal,Dog,Too Many Animals,FITZGIBBON
Animal,Attack,Attack On A Person,FOREST LAKE
Animal,Attack,Attack On A Person,CHELMER
Animal,Dog,Defecating In Public,LOTA
Animal,Dog,Fencing Issues,CAMP HILL
Animal,Dog,Too Many Animals,NUDGEE BEACH
Animal,Dog,Fencing Issues,FITZGIBBON
Animal,Other Animal,Fox,BOONDALL
Animal,Other Animal,,UPPER KEDRON
Animal,Cat,,NORTHGATE
Animal,Attack,Attack On A Person,KURABY
Animal,Dog,Fencing Issues,HIGHGATE HILL
Animal,Attack,Not An Attack,GEEBUNG
Animal,Attack,,EVERTON PARK
Animal,Dog,Unregistered,MANSFIELD
Animal,Dog,Fencing Issues,INDOOROOPILLY
Animal,Other Animal,Nuisance Animal,CARINA HEIGHTS
Animal,Cat Trapping,,TINGALPA
Animal,Dog,Fencing Issues,TOOWONG
Animal,Attack,Menacing,DURACK
Animal,Attack,Menacing,ZILLMERE
Animal,Dog,Fencing Issues,KARANA DOWNS
Animal,Dog,,CARINA
Animal,Dog,Fencing Issues,ASHGROVE
Animal,Attack,Menacing,ANNERLEY
Animal,Attack,Attack On A Person,THE GAP
Animal,Other Animal,Nuisance Animal,CLAYFIELD
Animal,Attack,Attack On An Animal,MOOROOKA
Animal,Other Animal,Fencing Issues,SUMNER
Animal,Dog,Defecating In Public,SALISBURY
Animal,Other Animal,Fox,GUMDALE
Animal,Dog,Fencing Issues,CAMP HILL
Animal,Other Animal,Fox,HOLLAND PARK WEST
Animal,Cat Trapping,,ZILLMERE
Animal,Dog,Fencing Issues,SEVEN HILLS
Animal,Dog,Unregistered,NORMAN PARK
Animal,Dog,,ROCKLEA
Animal,Attack,Attack On An Animal,ROCHEDALE
Animal,Attack,Attack On An Animal,MANLY
Animal,Cat Trapping,,GEEBUNG
Animal,Dog,Too Many Animals,BANYO
Animal,Dog,Defecating In Public,YERONGA
Animal,Cat Trapping,,EIGHT MILE PLAINS
Animal,Cat Trapping,,DOOLANDELLA
Animal,Cat,,COORPAROO
Animal,Cat Trapping,,RED HILL
Animal,Attack,Attack On A Person,EVERTON PARK
Animal,Other Animal,Fox,ANSTEAD
Animal,Other Animal,Odour,COOPERS PLAINS
Animal,Dog,Unregistered,SUNNYBANK HILLS
Animal,Dog,Fencing Issues,EAST BRISBANE
Animal,Dog,Fencing Issues,KARANA DOWNS
Animal,Dog,Fencing Issues,RUNCORN
Animal,Dog,Fencing Issues,THE GAP
Animal,Attack,Attack On An Animal,RIVERHILLS
Animal,Attack,Attack On An Animal,CALAMVALE
Animal,Dog,Too Many Animals,ELLEN GROVE
Animal,Other Animal,Fox,FERNY GROVE
Animal,Attack,Attack On An Animal,KALINGA
Animal,Attack,Attack On An Animal,HOLLAND PARK
Animal,Attack,Menacing,MANSFIELD
Animal,Dog,Insufficient Space,STAFFORD HEIGHTS
Animal,Dog,Too Many Animals,ELLEN GROVE
Animal,Attack,Attack On An Animal,NORTHGATE
Animal,Attack,Not An Attack,PADDINGTON
Animal,Cat Trapping,,WYNNUM
Animal,Attack,Menacing,SUNNYBANK
Animal,Cat Trapping,,GAYTHORNE
Animal,Cat,,WISHART
Animal,Cat,Wandering,ACACIA RIDGE
Animal,Cat Trapping,,ACACIA RIDGE
Animal,Dog,Defecating In Public,WACOL
Animal,Other Animal,Fox,COORPAROO
Animal,Cat,,PALLARA
Animal,Cat,,PALLARA
Animal,Dog,Unregistered,ZILLMERE
Animal,Dog,Fencing Issues,ROCKLEA
Animal,Cat Trapping,,COOPERS PLAINS
Animal,Attack,Attack On A Person,DURACK
Animal,Attack,,PULLENVALE
Animal,Cat,,WYNNUM WEST
Animal,Dog,Fencing Issues,ASPLEY
Animal,Attack,Attack On An Animal,EVERTON PARK
Animal,Other Animal,Fox,MANSFIELD
Animal,Other Animal,Fox,CORINDA
Animal,Cat Trapping,,BALD HILLS
Animal,Cat,,CORINDA
Animal,Dog,Odour,BELMONT
Animal,Attack,Not An Attack,MOUNT COOT-THA
Animal,Attack,Attack On An Animal,FOREST LAKE
Animal,Cat Trapping,,GORDON PARK
Animal,Attack,Attack On An Animal,TARRAGINDI
Animal,Dog,Fencing Issues,KANGAROO POINT
Animal,Dog,Fencing Issues,BULIMBA
Animal,Cat Trapping,,BELLBOWRIE
