ParentCoFinal,EMPTY,HDPE,LDPE,O,PET,PP,PS,Grand Total,number of events,number of volunteers
membership mark,0,0,0,0,0,0,0,0,42,740
Perfetti van Melle,0,0,0,0,0,0,0,0,42,740
purified water,0,0,0,0,0,0,0,0,42,740
Red Stag,0,0,0,0,0,0,0,0,42,740
Yorkshire peppermint,0,0,0,0,0,0,0,0,42,740
Refresher,0,0,0,0,0,0,0,0,42,740
Tazo Tea,0,0,0,0,0,0,0,0,42,740
Time Wise,0,0,0,0,0,0,0,0,42,740
Tijuana Sweet Heat,0,0,0,0,0,0,0,0,42,740
The Topps Company,0,0,0,0,0,0,0,0,42,740
Walgreens,0,0,0,0,0,0,0,0,42,740
Walmart: Main Stay,0,0,0,0,0,0,0,0,42,740
Warheads,0,0,0,0,0,0,0,0,42,740
The Clorox Group,0,0,0,0,0,0,0,0,42,740
Teddy Grahams (Mondelez Global),0,0,0,0,0,0,0,0,42,740
Welches,0,0,0,0,0,0,0,0,42,740
Toava,0,0,0,0,0,0,0,0,42,740
Target,0,0,0,0,0,0,0,0,42,740
Wellesley Farms,0,0,0,0,0,0,0,0,42,740
Taaka 200ml,0,0,0,0,0,0,0,0,42,740
Swisher Sweet,0,0,0,0,0,0,0,0,42,740
Wendy's,0,0,0,0,0,0,0,0,42,740
Sweet Gormet Arcor,0,0,0,0,0,0,0,0,42,740
Werther's Origional,0,0,0,0,0,0,0,0,42,740
Supreme Blend,0,0,0,0,0,0,0,0,42,740
Time Wise 40oz,0,0,0,0,0,0,0,0,42,740
Tom Milk,0,0,0,0,0,0,0,0,42,740
Remmings,0,0,0,0,0,0,0,0,42,740
Vanity Fair,0,0,0,0,0,0,0,0,42,740
Unknown Tents,0,0,0,0,0,0,0,0,42,740
Unknown (U),0,0,0,0,0,0,0,0,42,740
V8 Splash 12oz,0,0,0,0,0,0,0,0,42,740
Uk,0,0,0,0,0,0,0,0,42,740
U/K,0,0,0,0,0,0,0,0,42,740
U,0,0,0,0,0,0,0,0,42,740
Tutsi,0,0,0,0,0,0,0,0,42,740
Valentna,0,0,0,0,0,0,0,0,42,740
Various,0,0,0,0,0,0,0,0,42,740
Tom milk,0,0,0,0,0,0,0,0,42,740
Tropicano,0,0,0,0,0,0,0,0,42,740
Tropical,0,0,0,0,0,0,0,0,42,740
Tri Delta,0,0,0,0,0,0,0,0,42,740
Trader Joes Water,0,0,0,0,0,0,0,0,42,740
Trader Joe's,0,0,0,0,0,0,0,0,42,740
Topo Chico,0,0,0,0,0,0,0,0,42,740
Vitimin Water,0,0,0,0,0,0,0,0,42,740
Tommee Tippee,0,0,0,0,0,0,0,0,42,740
Super Fresh Growers,0,0,0,0,0,0,0,0,42,740
Sunny B,0,0,0,0,0,0,0,0,42,740
SunWest,0,0,0,0,0,0,0,0,42,740
SCNS Sports Foods,0,0,0,0,0,0,0,0,42,740
"Unknown, Mc Donaldâ€™s",0,0,0,0,0,0,0,0,42,740
Shirt,0,0,0,0,0,0,0,0,42,740
Seven Select,0,0,0,0,0,0,0,0,42,740
"Yum! Brands, Inc.",0,0,0,0,0,0,0,0,42,740
Sanel,0,0,0,0,0,0,0,0,42,740
Sandia Lucas,0,0,0,0,0,0,0,0,42,740
arrowhead,0,0,0,0,0,0,0,0,42,740
bed head,0,0,0,0,0,0,0,0,42,740
black and mild,0,0,0,0,0,0,0,0,42,740
Subway,0,0,0,0,0,0,0,0,42,740
budlight,0,0,0,0,0,0,0,0,42,740
caprisub,0,0,0,0,0,0,0,0,42,740
Ruby Kisses,0,0,0,0,0,0,0,0,42,740
circle K,0,0,0,0,0,0,0,0,42,740
Roxane water,0,0,0,0,0,0,0,0,42,740
Ross,0,0,0,0,0,0,0,0,42,740
Rite Aid Lubricant,0,0,0,0,0,0,0,0,42,740
Resers,0,0,0,0,0,0,0,0,42,740
Silver Falls,0,0,0,0,0,0,0,0,42,740
Slimygloop,0,0,0,0,0,0,0,0,42,740
Wrigleys Doublemint,0,0,0,0,0,0,0,0,42,740
Snealer,0,0,0,0,0,0,0,0,42,740
Werthers Origional,0,0,0,0,0,0,0,0,42,740
Steel Brewing Company,0,0,0,0,0,0,0,0,42,740
Westcreek,0,0,0,0,0,0,0,0,42,740
Starkist Tuna,0,0,0,0,0,0,0,0,42,740
What-a-Burger,0,0,0,0,0,0,0,0,42,740
Standish Farms,0,0,0,0,0,0,0,0,42,740
Whirley Drink Works,0,0,0,0,0,0,0,0,42,740
Whit,0,0,0,0,0,0,0,0,42,740
Speedo,0,0,0,0,0,0,0,0,42,740
White Claw,0,0,0,0,0,0,0,0,42,740
White Owl,0,0,0,0,0,0,0,0,42,740
Sonic 20oz,0,0,0,0,0,0,0,0,42,740
Solo Cup Co.,0,0,0,0,0,0,0,0,42,740
Whole Foods Market,0,0,0,0,0,0,0,0,42,740
Williams College,0,0,0,0,0,0,0,0,42,740
Winco Foods,0,0,0,0,0,0,0,0,42,740
Snider,0,0,0,0,0,0,0,0,42,740
Svenhard's,0,0,0,0,0,0,0,0,42,740
4 Aces Cigar,0,0,0,0,0,0,0,0,42,740
Niagra,0,0,0,0,0,0,0,0,42,740
Condor Grainger,0,0,0,0,0,0,0,0,42,740
David Seeds,0,0,0,0,0,0,0,0,42,740
"Dasani, Gatorade, Unknown",0,0,0,0,0,0,0,0,42,740
Dart,0,0,0,0,0,0,0,0,42,740
Dannon Oikos,0,0,0,0,0,0,0,0,42,740
Cvs lens wipe,0,0,0,0,0,0,0,0,42,740
Culligan water,0,0,0,0,0,0,0,0,42,740
Crystal Lake,0,0,0,0,0,0,0,0,42,740
Crystal Creamery,0,0,0,0,0,0,0,0,42,740
Crusi,0,0,0,0,0,0,0,0,42,740
Crush 20oz,0,0,0,0,0,0,0,0,42,740
Creamy PB,0,0,0,0,0,0,0,0,42,740
Cool Plus,0,0,0,0,0,0,0,0,42,740
Condom,0,0,0,0,0,0,0,0,42,740
Chex- Mix,0,0,0,0,0,0,0,0,42,740
Columbina,0,0,0,0,0,0,0,0,42,740
Columbia Basin Ice,0,0,0,0,0,0,0,0,42,740
Colgate-Palmolive,0,0,0,0,0,0,0,0,42,740
Cliff Bar,0,0,0,0,0,0,0,0,42,740
Clancy's,0,0,0,0,0,0,0,0,42,740
Cisco,0,0,0,0,0,0,0,0,42,740
Circle K,0,0,0,0,0,0,0,0,42,740
Chobani,0,0,0,0,0,0,0,0,42,740
Chips Ahoy mini,0,0,0,0,0,0,0,0,42,740
Chinet,0,0,0,0,0,0,0,0,42,740
Chik Fil A,0,0,0,0,0,0,0,0,42,740
Chick-fil-a,0,0,0,0,0,0,0,0,42,740
De la Rosa 1oz,0,0,0,0,0,0,0,0,42,740
De la rosa,0,0,0,0,0,0,0,0,42,740
Dentict,0,0,0,0,0,0,0,0,42,740
Dinant / yummie,0,0,0,0,0,0,0,0,42,740
Fire Ball,0,0,0,0,0,0,0,0,42,740
Fiji,0,0,0,0,0,0,0,0,42,740
Fiesta plastic bag,0,0,0,0,0,0,0,0,42,740
Fiesta Grocery Bag,0,0,0,0,0,0,0,0,42,740
Fiesta,0,0,0,0,0,0,0,0,42,740
Ferrero Group,0,0,0,0,0,0,0,0,42,740
FK,0,0,0,0,0,0,0,0,42,740
Extra Mile Water,0,0,0,0,0,0,0,0,42,740
Extra Mile,0,0,0,0,0,0,0,0,42,740
Extra Gum,0,0,0,0,0,0,0,0,42,740
Expo,0,0,0,0,0,0,0,0,42,740
Evan Wiliams,0,0,0,0,0,0,0,0,42,740
Enon Springs,0,0,0,0,0,0,0,0,42,740
Egglands,0,0,0,0,0,0,0,0,42,740
Eagle claw,0,0,0,0,0,0,0,0,42,740
Dum Dum Wrapper,0,0,0,0,0,0,0,0,42,740
Drizzilicious,0,0,0,0,0,0,0,0,42,740
Driscollâ€™s,0,0,0,0,0,0,0,0,42,740
Driscolls,0,0,0,0,0,0,0,0,42,740
Doube Bubble,0,0,0,0,0,0,0,0,42,740
Dos R 12oz,0,0,0,0,0,0,0,0,42,740
Dos Equis 16oz,0,0,0,0,0,0,0,0,42,740
Dixie 16oz,0,0,0,0,0,0,0,0,42,740
Discover Card,0,0,0,0,0,0,0,0,42,740
Dip n Dots,0,0,0,0,0,0,0,0,42,740
Chick-Fil-a 20oz,0,0,0,0,0,0,0,0,42,740
Chewy Fruity,0,0,0,0,0,0,0,0,42,740
New Season's Market,0,0,0,0,0,0,0,0,42,740
Andy Julie Beach Toys,0,0,0,0,0,0,0,0,42,740
Benson & Hedges 100's,0,0,0,0,0,0,0,0,42,740
Bella Vista,0,0,0,0,0,0,0,0,42,740
Beach Body,0,0,0,0,0,0,0,0,42,740
Bawsch & Lomb,0,0,0,0,0,0,0,0,42,740
Base Culture,0,0,0,0,0,0,0,0,42,740
Barilla Group,0,0,0,0,0,0,0,0,42,740
Bah Habour,0,0,0,0,0,0,0,0,42,740
Backwood,0,0,0,0,0,0,0,0,42,740
Arrowhead water,0,0,0,0,0,0,0,0,42,740
Arrowhead,0,0,0,0,0,0,0,0,42,740
Apple + Eve 4oz,0,0,0,0,0,0,0,0,42,740
Anheuser Bush: Budweiser,0,0,0,0,0,0,0,0,42,740
Amloid,0,0,0,0,0,0,0,0,42,740
Charms Blow Pop,0,0,0,0,0,0,0,0,42,740
American Spirit,0,0,0,0,0,0,0,0,42,740
Alexandre Dairy,0,0,0,0,0,0,0,0,42,740
Aladdin,0,0,0,0,0,0,0,0,42,740
Airheads Xtream,0,0,0,0,0,0,0,0,42,740
Air Heads,0,0,0,0,0,0,0,0,42,740
Aim toothpaste,0,0,0,0,0,0,0,0,42,740
Aim,0,0,0,0,0,0,0,0,42,740
Aces Tobacco,0,0,0,0,0,0,0,0,42,740
ALDI,0,0,0,0,0,0,0,0,42,740
AC Delco Battery,0,0,0,0,0,0,0,0,42,740
99 cent store,0,0,0,0,0,0,0,0,42,740
4k's,0,0,0,0,0,0,0,0,42,740
Big Blue,0,0,0,0,0,0,0,0,42,740
Big Wild Water,0,0,0,0,0,0,0,0,42,740
Bimbo Multi Grain,0,0,0,0,0,0,0,0,42,740
Black and Mild,0,0,0,0,0,0,0,0,42,740
Chapstick,0,0,0,0,0,0,0,0,42,740
Champs Elysees,0,0,0,0,0,0,0,0,42,740
Casey's General Store,0,0,0,0,0,0,0,0,42,740
Carlsens,0,0,0,0,0,0,0,0,42,740
Cardinal Health,0,0,0,0,0,0,0,0,42,740
Captain Morgan,0,0,0,0,0,0,0,0,42,740
Caprisun,0,0,0,0,0,0,0,0,42,740
Capri Sun/Kraft,0,0,0,0,0,0,0,0,42,740
Campbell Soup Company,0,0,0,0,0,0,0,0,42,740
Camel Crush,0,0,0,0,0,0,0,0,42,740
Calvin Klein,0,0,0,0,0,0,0,0,42,740
COPO,0,0,0,0,0,0,0,0,42,740
Busch light,0,0,0,0,0,0,0,0,42,740
Busch Beer,0,0,0,0,0,0,0,0,42,740
Buddig,0,0,0,0,0,0,0,0,42,740
Brookshires Water,0,0,0,0,0,0,0,0,42,740
Brookshires,0,0,0,0,0,0,0,0,42,740
Brims,0,0,0,0,0,0,0,0,42,740
Brachâ€™s,0,0,0,0,0,0,0,0,42,740
Borski,0,0,0,0,0,0,0,0,42,740
Booster Cuterprise,0,0,0,0,0,0,0,0,42,740
Bombay Sapphire,0,0,0,0,0,0,0,0,42,740
Bomb Pop,0,0,0,0,0,0,0,0,42,740
Body Armor 16oz,0,0,0,0,0,0,0,0,42,740
Blue Diamond Growers,0,0,0,0,0,0,0,0,42,740
Foggies Wipes,0,0,0,0,0,0,0,0,42,740
Folger's,0,0,0,0,0,0,0,0,42,740
Forbidden Farms,0,0,0,0,0,0,0,0,42,740
La Brisa Ice Cream,0,0,0,0,0,0,0,0,42,740
Lorana Bottle,0,0,0,0,0,0,0,0,42,740
Local,0,0,0,0,0,0,0,0,42,740
Living Essentials,0,0,0,0,0,0,0,0,42,740
Little Debbieâ€™s,0,0,0,0,0,0,0,0,42,740
4StreetRacing,0,0,0,0,0,0,0,0,42,740
Lifestyles,0,0,0,0,0,0,0,0,42,740
Life Water 16oz,0,0,0,0,0,0,0,0,42,740
Leviton,0,0,0,0,0,0,0,0,42,740
Lays chips,0,0,0,0,0,0,0,0,42,740
Lays chip bag,0,0,0,0,0,0,0,0,42,740
Largo,0,0,0,0,0,0,0,0,42,740
La Sabrosita,0,0,0,0,0,0,0,0,42,740
LP football,0,0,0,0,0,0,0,0,42,740
Franz Bakery,0,0,0,0,0,0,0,0,42,740
LD,0,0,0,0,0,0,0,0,42,740
L & M,0,0,0,0,0,0,0,0,42,740
Kool aid james,0,0,0,0,0,0,0,0,42,740
Kool aid Jamers,0,0,0,0,0,0,0,0,42,740
Kool Filter Kings,0,0,0,0,0,0,0,0,42,740
Kisko,0,0,0,0,0,0,0,0,42,740
Kirkland Water,0,0,0,0,0,0,0,0,42,740
Kirkland Signiture,0,0,0,0,0,0,0,0,42,740
Kirkland Apple Juice,0,0,0,0,0,0,0,0,42,740
Kirk land,0,0,0,0,0,0,0,0,42,740
Kikkoman,0,0,0,0,0,0,0,0,42,740
Kettle Chip,0,0,0,0,0,0,0,0,42,740
Lucerne,0,0,0,0,0,0,0,0,42,740
Maisto,0,0,0,0,0,0,0,0,42,740
Manzela Japenese Peanuts,0,0,0,0,0,0,0,0,42,740
Market Essential Water,0,0,0,0,0,0,0,0,42,740
New Porf Cig,0,0,0,0,0,0,0,0,42,740
Nestles: Smarties,0,0,0,0,0,0,0,0,42,740
