ParentCoFinal,EMPTY,HDPE,LDPE,O,PET,PP,PS,PVC,Grand Total,number of events,number of volunteers
Asia Health Energy,0,0,0,38,0,0,0,0,38,32,6850
Malboro,0,0,0,35,0,0,0,0,35,32,6850
Cup Ice,0,0,0,0,35,0,0,0,35,32,6850
Ale-Ale,0,0,0,0,14,21,0,0,35,32,6850
Ewiti Air Mineral Cup,0,0,0,0,33,0,0,0,33,32,6850
Good Day,0,0,0,0,31,0,0,0,31,32,6850
Roma,0,0,1,0,28,0,0,0,29,32,6850
Mami Poko,0,0,0,27,0,0,0,0,27,32,6850
S3 (Mineral Water),0,0,0,0,26,0,0,0,26,32,6850
Intra Food,0,0,23,0,3,0,0,0,26,32,6850
Dua Kelinci,0,0,2,4,19,0,0,0,25,32,6850
Philip Morris,0,0,0,25,0,0,0,0,25,32,6850
Permen Kiss,0,0,22,0,0,0,0,0,22,32,6850
The Rio,0,0,0,0,0,22,0,0,22,32,6850
Botol Minum Selain Aqua,0,0,0,0,22,0,0,0,22,32,6850
Java Prima Abadi,0,0,21,0,0,0,0,0,21,32,6850
Alfamart,0,0,21,0,0,0,0,0,21,32,6850
Aqua Cup,0,0,0,0,20,0,0,0,20,32,6850
Ffi,0,0,20,0,0,0,0,0,20,32,6850
Frisian Flag,0,0,0,5,14,0,0,0,19,32,6850
You C 1000,0,0,0,19,0,0,0,0,19,32,6850
Choki-Choli,0,0,18,0,0,0,0,0,18,32,6850
Wings,0,0,0,0,18,0,0,0,18,32,6850
Tiktak,0,0,17,0,0,0,0,0,17,32,6850
Orang Tua,0,0,6,4,7,0,0,0,17,32,6850
Freder,0,0,0,0,17,0,0,0,17,32,6850
Nabati,0,0,8,7,1,0,0,0,16,32,6850
Tudung Group,0,0,4,0,12,0,0,0,16,32,6850
Teh Gelas Orang Tua,0,0,0,0,0,16,0,0,16,32,6850
Mie Sedap,0,0,15,0,1,0,0,0,16,32,6850
Zegar,0,0,0,0,16,0,0,0,16,32,6850
Sinar Sosro,0,0,0,0,15,0,0,0,15,32,6850
Surya,0,0,0,15,0,0,0,0,15,32,6850
Sari Incofood,0,0,4,0,11,0,0,0,15,32,6850
The Pucuk,0,0,0,0,15,0,0,0,15,32,6850
Megasari Makmur,0,0,0,3,12,0,0,0,15,32,6850
Kris Bae Snack,0,0,14,0,0,0,0,0,14,32,6850
Delfi,0,0,3,0,11,0,0,0,14,32,6850
PT Lion Wings,0,0,11,0,2,0,0,0,13,32,6850
Campina,0,0,0,0,13,0,0,0,13,32,6850
Ice Cream,0,0,13,0,0,0,0,0,13,32,6850
Ntt Air Minela Cup,0,0,0,0,13,0,0,0,13,32,6850
British American Tobacco,0,0,0,13,0,0,0,0,13,32,6850
Torabica,0,0,0,11,2,0,0,0,13,32,6850
Suling Mas,0,0,0,0,12,0,0,0,12,32,6850
Surya Pro,0,0,0,12,0,0,0,0,12,32,6850
Hio Harum,0,0,0,12,0,0,0,0,12,32,6850
Kresek Makanan,0,12,0,0,0,0,0,0,12,32,6850
P&G,0,3,9,0,0,0,0,0,12,32,6850
Pladis,0,0,0,0,12,0,0,0,12,32,6850
Paseo,0,0,11,1,0,0,0,0,12,32,6850
Pempers Sweety Pants,0,0,0,12,0,0,0,0,12,32,6850
Tora Bika,0,0,0,0,12,0,0,0,12,32,6850
Mof Air Mineral Cup,0,0,0,0,11,0,0,0,11,32,6850
The Botol,0,0,0,10,1,0,0,0,11,32,6850
Tutup Botol Dan Sejeninsnya,0,0,0,0,0,11,0,0,11,32,6850
Air Mineral 212,0,0,0,0,11,0,0,0,11,32,6850
Ultra Sakti,0,0,0,0,11,0,0,0,11,32,6850
Tamarin,0,0,11,0,0,0,0,0,11,32,6850
Benfood,0,0,11,0,0,0,0,0,11,32,6850
Wings Indonesia,0,0,0,10,1,0,0,0,11,32,6850
Perfetti van Melle,0,0,0,4,7,0,0,0,11,32,6850
Kardus/Cardboard,0,0,0,10,0,0,0,0,10,32,6850
So Good,0,0,3,1,6,0,0,0,10,32,6850
Pembungkus Nasi,0,0,0,10,0,0,0,0,10,32,6850
Vit,0,0,0,0,10,0,0,0,10,32,6850
Tali Pancing,0,0,0,10,0,0,0,0,10,32,6850
La Bold,0,0,0,10,0,0,0,0,10,32,6850
Khong Guan,0,0,0,0,10,0,0,0,10,32,6850
Kresek,0,10,0,0,0,0,0,0,10,32,6850
Detra Back,0,0,0,9,0,0,0,0,9,32,6850
Dencow,0,0,9,0,0,0,0,0,9,32,6850
Masako,0,0,8,0,1,0,0,0,9,32,6850
Adn (Mineral Water),0,0,0,0,9,0,0,0,9,32,6850
Yakult,0,4,0,1,0,1,3,0,9,32,6850
Kopi Abc,0,0,0,0,0,9,0,0,9,32,6850
PT. Mayora Indah Tbk,0,0,9,0,0,0,0,0,9,32,6850
Wafer Roma,0,0,8,0,0,0,0,0,8,32,6850
Indo Food,0,0,0,8,0,0,0,0,8,32,6850
Monde M.Y. San Corporation,0,0,0,4,4,0,0,0,8,32,6850
Mentos Mint,0,0,8,0,0,0,0,0,8,32,6850
Chocolatos,0,0,8,0,0,0,0,0,8,32,6850
Gery,0,0,2,0,6,0,0,0,8,32,6850
Foxt,0,0,8,0,0,0,0,0,8,32,6850
Golda Coffe,0,0,0,8,0,0,0,0,8,32,6850
Pandawa,0,0,0,0,7,0,0,0,7,32,6850
Pt Gudang Garam,0,0,0,7,0,0,0,0,7,32,6850
Pta Bee Kerupuk,0,0,7,0,0,0,0,0,7,32,6850
Taro Snack,0,0,0,0,7,0,0,0,7,32,6850
Pt Sosro,0,0,0,0,7,0,0,0,7,32,6850
Daia Putih,0,0,7,0,0,0,0,0,7,32,6850
Djarum Supetr,0,0,0,7,0,0,0,0,7,32,6850
Ultra Milk,0,0,0,6,1,0,0,0,7,32,6850
Top Coffee,0,0,0,0,7,0,0,0,7,32,6850
Alice Ice,0,0,0,7,0,0,0,0,7,32,6850
Le Mineral,0,0,0,0,7,0,0,0,7,32,6850
Roma Malkis,0,0,7,0,0,0,0,0,7,32,6850
Aqua Danone,0,0,0,0,7,0,0,0,7,32,6850
So Klin,0,0,7,0,0,0,0,0,7,32,6850
Sosro,0,0,0,0,7,0,0,0,7,32,6850
Assorted Biscuit,0,0,7,0,0,0,0,0,7,32,6850
Ajinomoto Group,0,0,0,7,0,0,0,0,7,32,6850
Slay Olay,0,0,6,0,0,0,0,0,6,32,6850
Djolali,0,0,0,6,0,0,0,0,6,32,6850
Better Snack,0,0,6,0,0,0,0,0,6,32,6850
Gomindo,0,0,4,2,0,0,0,0,6,32,6850
Fresh Teab Cup,0,0,0,0,6,0,0,0,6,32,6850
O Lai Lai,0,0,6,0,0,0,0,0,6,32,6850
Pop Ice,0,0,0,0,6,0,0,0,6,32,6850
Bintang,0,0,0,6,0,0,0,0,6,32,6850
Tissue Packaging For Gallon Sanitizer,0,0,6,0,0,0,0,0,6,32,6850
Freshtea,0,0,0,0,6,0,0,0,6,32,6850
Liong Bulan,0,0,0,0,6,0,0,0,6,32,6850
Sc Johnson,0,6,0,0,0,0,0,0,6,32,6850
Kecap Rajaku,0,0,0,6,0,0,0,0,6,32,6850
Attack,0,0,0,0,6,0,0,0,6,32,6850
Maxi,0,0,0,0,6,0,0,0,6,32,6850
Japfa,0,0,0,0,6,0,0,0,6,32,6850
Relaxa,0,0,0,6,0,0,0,0,6,32,6850
Tidak Terdefinisi,0,0,0,6,0,0,0,0,6,32,6850
Bebg-Beng Coklat,0,0,5,0,0,0,0,0,5,32,6850
Mammy Poko,0,0,0,5,0,0,0,0,5,32,6850
Surya Mandiri,0,0,0,5,0,0,0,0,5,32,6850
Bayu Bagus,0,0,5,0,0,0,0,0,5,32,6850
Sambal Terasi Abc,0,0,5,0,0,0,0,0,5,32,6850
Menara,0,0,0,5,0,0,0,0,5,32,6850
Goriorio,0,0,4,0,1,0,0,0,5,32,6850
Abc Mocca,0,0,5,0,0,0,0,0,5,32,6850
Nutrisari,0,0,0,1,4,0,0,0,5,32,6850
Choki Choki,0,0,5,0,0,0,0,0,5,32,6850
Aqua Straw,0,0,0,0,0,5,0,0,5,32,6850
Permen Hot-Hot Pop,0,0,5,0,0,0,0,0,5,32,6850
Styrofoam/ Pengapung,0,0,0,0,0,0,5,0,5,32,6850
Harumalam,0,0,0,0,5,0,0,0,5,32,6850
Sari Guna,0,0,0,0,5,0,0,0,5,32,6850
Rahayu,0,0,0,0,5,0,0,0,5,32,6850
Air Cup,0,0,0,0,4,0,0,0,4,32,6850
Siip Ricoco,0,0,4,0,0,0,0,0,4,32,6850
Gelora Jaya,0,0,0,4,0,0,0,0,4,32,6850
White Coffe,0,0,4,0,0,0,0,0,4,32,6850
"Roma Malkist, Permen Kis, Kopiko",0,0,4,0,0,0,0,0,4,32,6850
Canning Indonesia,0,0,0,4,0,0,0,0,4,32,6850
A Satu Cigarette Box,0,0,0,4,0,0,0,0,4,32,6850
Bolu Lapis,0,0,4,0,0,0,0,0,4,32,6850
Blasto Fullo,0,0,4,0,0,0,0,0,4,32,6850
The Kotak,0,0,0,4,0,0,0,0,4,32,6850
Cappucino,0,0,0,0,4,0,0,0,4,32,6850
Magnum Mild,0,0,0,4,0,0,0,0,4,32,6850
Forisa,0,0,0,0,4,0,0,0,4,32,6850
Big Botol,0,0,4,0,0,0,0,0,4,32,6850
Daia Detergen,0,0,4,0,0,0,0,0,4,32,6850
Leo Snack Kentang,0,0,4,0,0,0,0,0,4,32,6850
Golco Minyak Goreng,0,0,0,4,0,0,0,0,4,32,6850
Sakura Ku,0,0,4,0,0,0,0,0,4,32,6850
Proclin,0,0,0,0,4,0,0,0,4,32,6850
Agelanggeng,0,0,0,0,4,0,0,0,4,32,6850
Ruteng,0,0,0,4,0,0,0,0,4,32,6850
Richoco Nabati,0,0,4,0,0,0,0,0,4,32,6850
Top Coffe,0,0,4,0,0,0,0,0,4,32,6850
Tinta Prima Indonesia,0,0,0,4,0,0,0,0,4,32,6850
Kacang Bomda Rosta,0,0,4,0,0,0,0,0,4,32,6850
Chuba,0,0,4,0,0,0,0,0,4,32,6850
Hamitsu,0,0,3,0,0,0,0,0,3,32,6850
Surya Gudang Garam,0,0,0,3,0,0,0,0,3,32,6850
Gudang Garam Cigarette Box,0,0,0,3,0,0,0,0,3,32,6850
Pristine,0,0,0,0,3,0,0,0,3,32,6850
Susu Tiga Sapi,0,0,0,3,0,0,0,0,3,32,6850
A Mild Cigarette Box,0,0,0,3,0,0,0,0,3,32,6850
Karunia Global,0,0,0,0,3,0,0,0,3,32,6850
Magnum Rokok,0,0,0,3,0,0,0,0,3,32,6850
Mitu,0,0,0,3,0,0,0,0,3,32,6850
Tanobel Food,0,0,0,0,3,0,0,0,3,32,6850
Queen Bakery,0,0,0,3,0,0,0,0,3,32,6850
Aqua 600Ml,0,0,0,0,3,0,0,0,3,32,6850
Roasted Corn,0,0,3,0,0,0,0,0,3,32,6850
Soekirraharjo,0,0,0,0,3,0,0,0,3,32,6850
Chitato Indofood,0,0,0,0,0,0,3,0,3,32,6850
Nextar,0,0,0,0,3,0,0,0,3,32,6850
Cresindo Jaya,0,0,0,0,3,0,0,0,3,32,6850
Kaldu Sari Nabati/Recheese,0,0,0,3,0,0,0,0,3,32,6850
Ultra Prima,0,0,0,0,3,0,0,0,3,32,6850
Mondelez International,0,0,0,0,3,0,0,0,3,32,6850
Daia Lemon,0,0,3,0,0,0,0,0,3,32,6850
Maklon Cosmetic,0,3,0,0,0,0,0,0,3,32,6850
Daipers,0,0,0,3,0,0,0,0,3,32,6850
Bimoli Botol,0,0,0,3,0,0,0,0,3,32,6850
Kopi Tumbuk Tuju,0,0,3,0,0,0,0,0,3,32,6850
Fruit Tea,0,0,0,0,3,0,0,0,3,32,6850
Potato Upin Ipin,0,0,3,0,0,0,0,0,3,32,6850
Aji Frozen USA Corporation,0,0,0,0,3,0,0,0,3,32,6850
Pang Pang,0,0,3,0,0,0,0,0,3,32,6850
Bearband,0,0,0,3,0,0,0,0,3,32,6850
Tortila,0,0,3,0,0,0,0,0,3,32,6850
Tps Food,0,0,0,3,0,0,0,0,3,32,6850
Roti Manis Duo,0,0,3,0,0,0,0,0,3,32,6850
Korek Gas,0,0,0,0,0,0,0,3,3,32,6850
King Fisher,0,0,0,2,0,0,0,0,2,32,6850
Zuper Keju,0,0,2,0,0,0,0,0,2,32,6850
Kacang Polong Mas,0,0,2,0,0,0,0,0,2,32,6850
Pt Mega Sari Makmur,0,0,0,2,0,0,0,0,2,32,6850
Roasted,0,0,2,0,0,0,0,0,2,32,6850
Kaleng,0,0,0,2,0,0,0,0,2,32,6850
Pocari,0,0,0,2,0,0,0,0,2,32,6850
Pt Garuda Food,0,0,0,2,0,0,0,0,2,32,6850
Pino Ice Cup,0,0,0,0,2,0,0,0,2,32,6850
PT. Delion Citra Dinamika,0,2,0,0,0,0,0,0,2,32,6850
PT Surya Mas,0,0,2,0,0,0,0,0,2,32,6850
Oxycan,0,0,0,2,0,0,0,0,2,32,6850
PepsiCo,0,0,2,0,0,0,0,0,2,32,6850
Sttc,0,0,0,2,0,0,0,0,2,32,6850
Multi Bintang,0,0,0,2,0,0,0,0,2,32,6850
Mr. Bread,0,0,0,0,2,0,0,0,2,32,6850
Momogi,0,0,0,2,0,0,0,0,2,32,6850
Milk Shake Pemuda,0,0,0,0,2,0,0,0,2,32,6850
Milano Soya,0,2,0,0,0,0,0,0,2,32,6850
Rinso Sachet,0,0,0,0,0,2,0,0,2,32,6850
Sukro,0,0,2,0,0,0,0,0,2,32,6850
Sukun,0,0,0,2,0,0,0,0,2,32,6850
Sinar Kencana Agung,0,0,0,0,2,0,0,0,2,32,6850
Malrboro,0,0,0,2,0,0,0,0,2,32,6850
Abc Kecap,0,2,0,0,0,0,0,0,2,32,6850
Prima Air Mineral,0,0,0,0,2,0,0,0,2,32,6850
Lotte,0,2,0,0,0,0,0,0,2,32,6850
Lisena,0,0,0,2,0,0,0,0,2,32,6850
Swallow,0,0,0,2,0,0,0,0,2,32,6850
Mintz,0,0,0,0,2,0,0,0,2,32,6850
Salonpas,0,0,0,2,0,0,0,0,2,32,6850
Daia,0,0,0,2,0,0,0,0,2,32,6850
Indolaksa,0,0,0,0,2,0,0,0,2,32,6850
Hi-Cook,0,0,0,2,0,0,0,0,2,32,6850
Head & Shoulders Sachet,0,0,2,0,0,0,0,0,2,32,6850
Teh Pucuk,0,0,0,0,2,0,0,0,2,32,6850
Ron 88,0,0,0,0,2,0,0,0,2,32,6850
Tempo Skan Pasific,0,0,0,0,2,0,0,0,2,32,6850
Colgate-Palmolive,0,0,0,0,2,0,0,0,2,32,6850
Wafer Super Star,0,0,2,0,0,0,0,0,2,32,6850
Buyung Upik,0,0,2,0,0,0,0,0,2,32,6850
Gery Saluut,0,0,2,0,0,0,0,0,2,32,6850
Tessa,0,0,2,0,0,0,0,0,2,32,6850
Fruit Tea 200Ml,0,0,0,0,2,0,0,0,2,32,6850
Cannon Ball,0,0,2,0,0,0,0,0,2,32,6850
Roti Jepang,0,0,2,0,0,0,0,0,2,32,6850
Dunhill Cigarette Box,0,0,0,2,0,0,0,0,2,32,6850
Sasa,0,0,0,0,2,0,0,0,2,32,6850
Class Mild,0,0,0,2,0,0,0,0,2,32,6850
Ultra Jaya,0,0,0,2,0,0,0,0,2,32,6850
Coffee Mix,0,0,0,0,2,0,0,0,2,32,6850
"Cup-Cup, Wow",0,0,2,0,0,0,0,0,2,32,6850
Wonderful,0,0,0,2,0,0,0,0,2,32,6850
Unigold,0,0,2,0,0,0,0,0,2,32,6850
Sandal,0,0,0,2,0,0,0,0,2,32,6850
Jizzy,0,0,0,0,2,0,0,0,2,32,6850
Arnot'S,0,0,0,0,2,0,0,0,2,32,6850
Aruji,0,0,0,0,2,0,0,0,2,32,6850
Jelly Coco Drink,0,0,0,0,2,0,0,0,2,32,6850
Jamu Tawon,0,0,2,0,0,0,0,0,2,32,6850
Jazy Bold,0,0,0,2,0,0,0,0,2,32,6850
Axo,0,0,0,0,2,0,0,0,2,32,6850
Pt Panasonic,0,0,0,1,0,0,0,0,1,32,6850
Pt Modosa Indonesia,0,0,0,1,0,0,0,0,1,32,6850
United Waru Biscuit,0,0,0,1,0,0,0,0,1,32,6850
Naraya,0,0,0,0,1,0,0,0,1,32,6850
Unismo,0,0,0,0,1,0,0,0,1,32,6850
Putramas Sejahtera,0,0,0,1,0,0,0,0,1,32,6850
Cahaya Sentosa Abadi,0,0,0,1,0,0,0,0,1,32,6850
Camar,0,0,0,1,0,0,0,0,1,32,6850
Camelo,0,0,0,0,1,0,0,0,1,32,6850
Pt Santor,0,0,0,1,0,0,0,0,1,32,6850
Pt Sampoerna,0,0,0,1,0,0,0,0,1,32,6850
Cantik,0,0,0,1,0,0,0,0,1,32,6850
Cap Kaki 3,0,0,0,1,0,0,0,0,1,32,6850
Siera,0,0,0,0,1,0,0,0,1,32,6850
Pt Paragon Technology,0,1,0,0,0,0,0,0,1,32,6850
Aqua 300Ml,0,0,0,0,0,1,0,0,1,32,6850
Pt Multibintang Indo,0,0,0,1,0,0,0,0,1,32,6850
Orenz,0,0,0,0,1,0,0,0,1,32,6850
Sarimi Asli Jaya,0,0,0,0,1,0,0,0,1,32,6850
PT Torabika Eka Semesta,0,0,1,0,0,0,0,0,1,32,6850
Soffel,0,0,0,0,1,0,0,0,1,32,6850
Cemara,0,0,1,0,0,0,0,0,1,32,6850
Srimpi,0,0,0,1,0,0,0,0,1,32,6850
Chil Go,0,0,0,0,1,0,0,0,1,32,6850
Ching Ku,0,0,0,0,1,0,0,0,1,32,6850
Siantar Top,0,0,0,0,1,0,0,0,1,32,6850
Segar Murni Utama,0,0,0,0,1,0,0,0,1,32,6850
Chocolatos Garuda Food,0,0,0,1,0,0,0,0,1,32,6850
Nu Milk Tea,0,0,0,0,1,0,0,0,1,32,6850
Citra,0,1,0,0,0,0,0,0,1,32,6850
Capucino,0,0,1,0,0,0,0,0,1,32,6850
Pand G,0,0,0,1,0,0,0,0,1,32,6850
Sari Kacang Ijo,0,0,0,1,0,0,0,0,1,32,6850
Pilus,0,0,1,0,0,0,0,0,1,32,6850
Biore Mens,0,0,1,0,0,0,0,0,1,32,6850
Bimoli Cooking Oil,0,0,1,0,0,0,0,0,1,32,6850
Pro 10 Mild Cigarette Box,0,0,0,1,0,0,0,0,1,32,6850
Philip Meris,0,0,0,1,0,0,0,0,1,32,6850
Big Bubble,0,0,0,1,0,0,0,0,1,32,6850
Autan,0,0,0,0,1,0,0,0,1,32,6850
Beverly International,0,0,0,1,0,0,0,0,1,32,6850
Popkhand,0,0,0,0,1,0,0,0,1,32,6850
Bentoel,0,0,0,1,0,0,0,0,1,32,6850
Planet Sardines,0,0,0,1,0,0,0,0,1,32,6850
Baby Disposable Diaper,0,0,0,1,0,0,0,0,1,32,6850
Pond'S,0,1,0,0,0,0,0,0,1,32,6850
Pop Mie Fork,0,1,0,0,0,0,0,0,1,32,6850
Sinar Niaga,0,0,0,0,1,0,0,0,1,32,6850
Biskuat,0,0,1,0,0,0,0,0,1,32,6850
Biskuit Nasional Bermutu Kangguru,0,0,1,0,0,0,0,0,1,32,6850
Ati Kudus,0,0,0,1,0,0,0,0,1,32,6850
Slai O'Lai,0,0,0,1,0,0,0,0,1,32,6850
Pronas,0,0,0,1,0,0,0,0,1,32,6850
Pendekar Biru,0,0,1,0,0,0,0,0,1,32,6850
Asam Mefenamat,0,0,0,1,0,0,0,0,1,32,6850
Aqua Bottle Lid,0,1,0,0,0,0,0,0,1,32,6850
Pt Gowa Tirta Sejahtera,0,0,0,0,1,0,0,0,1,32,6850
Breaker Candy,0,0,1,0,0,0,0,0,1,32,6850
Pdit,0,0,0,1,0,0,0,0,1,32,6850
Pasific Food,0,0,0,1,0,0,0,0,1,32,6850
Pt Manunggai,0,0,0,1,0,0,0,0,1,32,6850
Santan Kara,0,0,1,0,0,0,0,0,1,32,6850
Panen,0,0,0,1,0,0,0,0,1,32,6850
Pandowo Utomo,0,0,0,0,1,0,0,0,1,32,6850
Viper,0,0,0,1,0,0,0,0,1,32,6850
Pen Ink Case,0,0,0,1,0,0,0,0,1,32,6850
Pt Santos Jaya Abadi,0,0,0,1,0,0,0,0,1,32,6850
Apache,0,0,0,1,0,0,0,0,1,32,6850
Hemart Cooking Oil,0,0,1,0,0,0,0,0,1,32,6850
Hydrococo,0,0,0,1,0,0,0,0,1,32,6850
Hitsamitsu,0,0,0,1,0,0,0,0,1,32,6850
Hilo,0,0,0,0,1,0,0,0,1,32,6850
Krisbow,0,0,0,1,0,0,0,0,1,32,6850
Kuaci Rebo,0,0,0,0,1,0,0,0,1,32,6850
Kukubima,0,0,0,0,1,0,0,0,1,32,6850
Sweety,0,0,0,1,0,0,0,0,1,32,6850
La Cigarette Box,0,0,0,1,0,0,0,0,1,32,6850
Indo Citra Jaya Samudra,0,0,0,1,0,0,0,0,1,32,6850
Ladaku,0,0,0,0,1,0,0,0,1,32,6850
Hatari,0,0,0,1,0,0,0,0,1,32,6850
Lem Fox,0,1,0,0,0,0,0,0,1,32,6850
Susu Vanilla Biscuit,0,0,1,0,0,0,0,0,1,32,6850
Lions Wings,0,1,0,0,0,0,0,0,1,32,6850
Ring,0,0,1,0,0,0,0,0,1,32,6850
Aice,0,0,1,0,0,0,0,0,1,32,6850
Imperial Brands,0,0,1,0,0,0,0,0,1,32,6850
Kopi Kapten,0,0,0,1,0,0,0,0,1,32,6850
Go Potato,0,0,1,0,0,0,0,0,1,32,6850
Ac Food,0,0,1,0,0,0,0,0,1,32,6850
Roma Biskuit Mayora,0,0,0,1,0,0,0,0,1,32,6850
Kacang Ayam Telor,0,0,0,0,1,0,0,0,1,32,6850
Jordan Bakery,0,0,0,1,0,0,0,0,1,32,6850
Kacang Garing,0,0,1,0,0,0,0,0,1,32,6850
Kacang Koro,0,0,1,0,0,0,0,0,1,32,6850
Kacang Puri Panda,0,0,0,1,0,0,0,0,1,32,6850
Kao,0,0,0,1,0,0,0,0,1,32,6850
Adem Sari,0,0,0,1,0,0,0,0,1,32,6850
Konimex,0,0,0,0,1,0,0,0,1,32,6850
Jangkar Pasuruan,0,0,1,0,0,0,0,0,1,32,6850
Jadi Abadi Corak,0,0,0,1,0,0,0,0,1,32,6850
Ripile Hijau,0,0,1,0,0,0,0,0,1,32,6850
Kemasan Penutup Pop Mie,0,0,1,0,0,0,0,0,1,32,6850
Kfc Paper Cup,0,0,0,1,0,0,0,0,1,32,6850
Teh Gelas,0,0,0,0,0,1,0,0,1,32,6850
Izzi,0,0,0,0,1,0,0,0,1,32,6850
Umila,0,0,0,1,0,0,0,0,1,32,6850
Luwak White Coffe,0,0,0,0,1,0,0,0,1,32,6850
Ricocho,0,0,0,0,1,0,0,0,1,32,6850
Djawa Bakery,0,0,0,0,1,0,0,0,1,32,6850
Akira,0,0,1,0,0,0,0,0,1,32,6850
Maya Food,0,0,0,1,0,0,0,0,1,32,6850
Total Almeera,0,0,0,1,0,0,0,0,1,32,6850
Duosus,0,0,1,0,0,0,0,0,1,32,6850
Mi Zona,0,0,0,1,0,0,0,0,1,32,6850
Trisakti Purwosari Makmur,0,0,0,1,0,0,0,0,1,32,6850
Drink Tango Feluta,0,0,0,0,1,0,0,0,1,32,6850
Milkita Skm,0,0,0,1,0,0,0,0,1,32,6850
Marina,0,1,0,0,0,0,0,0,1,32,6850
Mitra Food,0,0,0,0,1,0,0,0,1,32,6850
Alfi,0,0,0,0,1,0,0,0,1,32,6850
Mjr,0,0,0,0,1,0,0,0,1,32,6850
Dancow,0,0,1,0,0,0,0,0,1,32,6850
Mogu Mogu,0,0,0,0,1,0,0,0,1,32,6850
Taton,0,0,0,1,0,0,0,0,1,32,6850
Mondeles,0,0,0,1,0,0,0,0,1,32,6850
Surya Pro Cigarette Box,0,0,0,1,0,0,0,0,1,32,6850
Fabric,0,0,0,1,0,0,0,0,1,32,6850
Superstar Mayora,0,0,0,1,0,0,0,0,1,32,6850
Fairpack,0,0,0,0,1,0,0,0,1,32,6850
Fajar Jaya,0,0,0,1,0,0,0,0,1,32,6850
Tic Tac 2 Kelinci,0,0,0,1,0,0,0,0,1,32,6850
Fresh Tea Botol,0,0,0,0,1,0,0,0,1,32,6850
Malindo Food,0,0,1,0,0,0,0,0,1,32,6850
Fruit Sleeve Styrofoam,0,0,0,0,0,0,1,0,1,32,6850
Gloria Bisco,0,0,0,1,0,0,0,0,1,32,6850
The Gelas Botol,0,0,0,0,1,0,0,0,1,32,6850
Terasi Udang Mama Suka,0,0,1,0,0,0,0,0,1,32,6850
Gery Malkist,0,0,1,0,0,0,0,0,1,32,6850
Garam,0,0,1,0,0,0,0,0,1,32,6850
Air Marqo,0,0,0,0,1,0,0,0,1,32,6850
The Botol 200Ml,0,0,0,1,0,0,0,0,1,32,6850
Sanos Jaya Abadi,0,0,0,0,0,0,0,0,0,32,6850
swallow,0,0,0,0,0,0,0,0,0,32,6850
ultra milk,0,0,0,0,0,0,0,0,0,32,6850
vit,0,0,0,0,0,0,0,0,0,32,6850
Sandals,0,0,0,0,0,0,0,0,0,32,6850
sweety,0,0,0,0,0,0,0,0,0,32,6850
ultra Milk,0,0,0,0,0,0,0,0,0,32,6850
abc kecap manis,0,0,0,0,0,0,0,0,0,32,6850
surya pro,0,0,0,0,0,0,0,0,0,32,6850
Teh Kotak,0,0,0,0,0,0,0,0,0,32,6850
Top Siantar,0,0,0,0,0,0,0,0,0,32,6850
U C 1000,0,0,0,0,0,0,0,0,0,32,6850
