ParentCoFinal,EMPTY,HDPE,LDPE,O,PET,PP,PS,PVC,Grand Total,number of events,number of volunteers
Spaghetti,0,0,67,0,0,0,0,0,67,14,1648
Best,0,0,67,0,0,0,0,0,67,14,1648
Constance,0,0,0,0,67,0,0,0,67,14,1648
Natural Prime Resources,0,0,67,0,0,0,0,0,67,14,1648
Centre Fruit,0,0,66,0,0,0,0,0,66,14,1648
Cway Table Water,0,0,0,0,66,0,0,0,66,14,1648
Mimimie,0,0,65,0,0,0,0,0,65,14,1648
Clappe Tomatoes,0,0,65,0,0,0,0,0,65,14,1648
Aqud,0,0,0,0,65,0,0,0,65,14,1648
Nigerian Breweries PLC ,0,0,0,26,33,0,0,0,59,14,1648
Tast Tom,0,58,0,0,0,0,0,0,58,14,1648
Pax,0,0,0,0,57,0,0,0,57,14,1648
Zina Table Water,0,0,0,0,56,0,0,0,56,14,1648
Fastizers,0,0,54,0,0,0,0,0,54,14,1648
Mivina,0,0,0,54,0,0,0,0,54,14,1648
Spghetti,0,0,54,0,0,0,0,0,54,14,1648
Lacasera,0,0,54,0,0,0,0,0,54,14,1648
Conserveria Africana Limited,0,0,54,0,0,0,0,0,54,14,1648
Uac,0,0,53,0,0,0,0,0,53,14,1648
Nutri C,0,0,15,0,36,0,0,0,51,14,1648
Hypo,0,10,0,0,38,0,0,0,48,14,1648
Updike,0,0,45,0,0,0,0,0,45,14,1648
Linkmor,0,0,0,0,44,0,0,0,44,14,1648
Kelifa Star,0,0,44,0,0,0,0,0,44,14,1648
Bullet,0,0,0,43,0,0,0,0,43,14,1648
Doughnuts,0,0,43,0,0,0,0,0,43,14,1648
Dancote,0,0,43,0,0,0,0,0,43,14,1648
Hayat Kinya,0,0,42,0,0,0,0,0,42,14,1648
Rite Food Ltd.,0,0,32,0,8,0,0,0,40,14,1648
Fabrique Par Nigeria Lt,0,39,0,0,0,0,0,0,39,14,1648
Kings Oil,0,0,38,0,0,0,0,0,38,14,1648
Aqua Rapha Investment Nigeria Limited,0,0,0,0,37,0,0,0,37,14,1648
Société Bic,0,34,0,0,0,2,0,0,36,14,1648
Hollandia Drink,0,35,0,0,0,0,0,0,35,14,1648
Malltonic,0,0,0,0,35,0,0,0,35,14,1648
Emerald Food & Beverages,0,0,0,0,34,0,0,0,34,14,1648
Century 21,0,0,34,0,0,0,0,0,34,14,1648
Cway,0,0,0,0,34,0,0,0,34,14,1648
Nasco,0,0,34,0,0,0,0,0,34,14,1648
Sunnex Food Company,0,0,34,0,0,0,0,0,34,14,1648
Perfetti van Melle,0,0,34,0,0,0,0,0,34,14,1648
De Rock,0,0,32,0,0,0,0,0,32,14,1648
Dubi,0,0,0,31,0,0,0,0,31,14,1648
Yana,0,0,0,0,30,0,0,0,30,14,1648
Mr V Table Water,0,0,0,0,27,0,0,0,27,14,1648
Novadek,0,0,0,26,0,0,0,0,26,14,1648
Teem,0,0,0,0,24,2,0,0,26,14,1648
Tito Youghurt,0,25,0,0,0,0,0,0,25,14,1648
Jedi Jedi,0,0,0,0,25,0,0,0,25,14,1648
Michelle Laboratories Limited,0,0,0,0,25,0,0,0,25,14,1648
Mesopad,0,0,0,0,0,25,0,0,25,14,1648
Ovatine,0,0,24,0,0,0,0,0,24,14,1648
Dudu,0,0,0,0,24,0,0,0,24,14,1648
Suntory,0,0,0,0,24,0,0,0,24,14,1648
Clabet Table Water,0,0,0,0,23,0,0,0,23,14,1648
Darajil Industries,0,0,23,0,0,0,0,0,23,14,1648
Amstle,0,0,0,23,0,0,0,0,23,14,1648
Colgate-Palmolive,0,0,0,23,0,0,0,0,23,14,1648
E.U Sim Mark Ltd,0,0,0,23,0,0,0,0,23,14,1648
Sea Oil,0,23,0,0,0,0,0,0,23,14,1648
Grand Ma;T,0,0,0,22,0,0,0,0,22,14,1648
Oral B,0,15,0,7,0,0,0,0,22,14,1648
Confirm,0,0,21,0,0,0,0,0,21,14,1648
Marks,0,0,0,21,0,0,0,0,21,14,1648
Hollandia,0,0,21,0,0,0,0,0,21,14,1648
Fabrique Par,0,0,21,0,0,0,0,0,21,14,1648
Exotic,0,0,21,0,0,0,0,0,21,14,1648
Captin Jack,0,0,21,0,0,0,0,0,21,14,1648
Golden Pennue Paster,0,0,20,0,0,0,0,0,20,14,1648
Waw,0,0,19,0,0,0,0,0,19,14,1648
Nigeria Breweries Plc,0,0,0,11,8,0,0,0,19,14,1648
Disk,0,0,18,0,0,0,0,0,18,14,1648
Fanyogo,0,0,18,0,0,0,0,0,18,14,1648
Origin Bitters,0,0,0,0,16,0,0,0,16,14,1648
Clapper,0,0,0,16,0,0,0,0,16,14,1648
Lucozada,0,0,14,0,0,0,0,0,14,14,1648
Dry Gin,0,0,0,0,14,0,0,0,14,14,1648
Squadron,0,0,14,0,0,0,0,0,14,14,1648
Pure Kliss,0,0,13,0,0,0,0,0,13,14,1648
Dufil,0,0,12,0,0,0,0,0,12,14,1648
Guinness Nig. Plc,0,0,0,9,3,0,0,0,12,14,1648
Njau,0,0,12,0,0,0,0,0,12,14,1648
International Breweries Plc,0,0,0,12,0,0,0,0,12,14,1648
Sabrina Bitters,0,0,0,0,12,0,0,0,12,14,1648
Cofco,0,0,12,0,0,0,0,0,12,14,1648
Adonko Bitters,0,0,0,0,11,0,0,0,11,14,1648
Beloxxi,0,0,11,0,0,0,0,0,11,14,1648
Dubic Malt,0,0,0,9,2,0,0,0,11,14,1648
Aspira Nig Ltd,0,0,10,0,0,0,0,0,10,14,1648
Mexubad,0,0,0,0,0,10,0,0,10,14,1648
Mira,0,0,0,0,10,0,0,0,10,14,1648
Premier Cool,0,0,10,0,0,0,0,0,10,14,1648
Baby Okwu Power,0,0,0,0,10,0,0,0,10,14,1648
De-Cup,0,0,0,0,0,10,0,0,10,14,1648
Royal Crown Cola,0,0,0,0,9,0,0,0,9,14,1648
La Mama,0,0,0,9,0,0,0,0,9,14,1648
Calidon'S Brandy,0,0,0,0,9,0,0,0,9,14,1648
Cascade Water,0,0,0,0,9,0,0,0,9,14,1648
Seakam Baginatu Bitters,0,0,0,0,9,0,0,0,9,14,1648
Fan Milk Juice,0,9,0,0,0,0,0,0,9,14,1648
Fayrous Drink,0,0,0,0,9,0,0,0,9,14,1648
La Casera,0,0,0,0,8,0,0,0,8,14,1648
Choice Tomatoes,0,0,0,8,0,0,0,0,8,14,1648
Net,0,0,0,8,0,0,0,0,8,14,1648
Gallaher,0,0,0,8,0,0,0,0,8,14,1648
Mancap,0,8,0,0,0,0,0,0,8,14,1648
Lady Care,0,0,7,0,0,0,0,0,7,14,1648
Fanice Nig Ltd,0,7,0,0,0,0,0,0,7,14,1648
Mafid,0,0,0,0,7,0,0,0,7,14,1648
One Corner Bitters,0,0,0,0,7,0,0,0,7,14,1648
Hapic,0,7,0,0,0,0,0,0,7,14,1648
Model Bitters,0,0,0,0,7,0,0,0,7,14,1648
Closeup,0,4,3,0,0,0,0,0,7,14,1648
Agbara Bitters,0,0,0,0,7,0,0,0,7,14,1648
Opa Eyin,0,0,0,0,7,0,0,0,7,14,1648
Short Bread,0,0,6,0,0,0,0,0,6,14,1648
Captain Jack,0,0,6,0,0,0,0,0,6,14,1648
B & H,0,0,6,0,0,0,0,0,6,14,1648
Chioce Tomatoes,0,0,0,6,0,0,0,0,6,14,1648
Ars,0,0,0,0,0,6,0,0,6,14,1648
Clif Bar & Company,0,0,0,0,6,0,0,0,6,14,1648
Philip Morris,0,0,0,6,0,0,0,0,6,14,1648
Top Pamplemuss,0,0,0,0,5,0,0,0,5,14,1648
Checkers,0,0,5,0,0,0,0,0,5,14,1648
Morning Fresh,0,0,0,0,5,0,0,0,5,14,1648
Power Pack,0,0,0,0,0,5,0,0,5,14,1648
Heineiken,0,0,0,5,0,0,0,0,5,14,1648
Aque Sences,0,0,0,0,5,0,0,0,5,14,1648
Voltic (Nig) Ltd,0,0,0,0,5,0,0,0,5,14,1648
Bayas Table Water,0,0,0,0,5,0,0,0,5,14,1648
Upfield,0,5,0,0,0,0,0,0,5,14,1648
Voltic Water,0,0,0,0,5,0,0,0,5,14,1648
Popular,0,0,4,0,0,0,0,0,4,14,1648
Niddle And Srings,0,0,0,4,0,0,0,0,4,14,1648
Sunar Water,0,0,0,0,4,0,0,0,4,14,1648
Materials,0,0,4,0,0,0,0,0,4,14,1648
Chivita,0,0,4,0,0,0,0,0,4,14,1648
Fearless Energy Drink,0,0,0,0,4,0,0,0,4,14,1648
Five Alive,0,0,0,0,4,0,0,0,4,14,1648
Red,0,0,0,4,0,0,0,0,4,14,1648
Reyon Table Water,0,0,0,0,4,0,0,0,4,14,1648
Titus,0,0,0,4,0,0,0,0,4,14,1648
Gbnl Water,0,0,0,0,4,0,0,0,4,14,1648
Light,0,0,0,4,0,0,0,0,4,14,1648
Ozo,0,3,0,0,0,0,0,0,3,14,1648
Savana,0,0,0,3,0,0,0,0,3,14,1648
Tee Top,0,0,0,0,3,0,0,0,3,14,1648
Toplife Water,0,0,0,0,3,0,0,0,3,14,1648
Rich Biscuit,0,0,3,0,0,0,0,0,3,14,1648
Ok Pop,0,0,3,0,0,0,0,0,3,14,1648
King Oil,0,0,3,0,0,0,0,0,3,14,1648
Lucozade Boost,0,0,0,0,0,3,0,0,3,14,1648
Dudu Table Water,0,0,0,0,3,0,0,0,3,14,1648
Babrina Bitters,0,0,0,0,3,0,0,0,3,14,1648
Aquarite,0,0,0,0,3,0,0,0,3,14,1648
Buckets,0,3,0,0,0,0,0,0,3,14,1648
China Resources Group,0,0,0,0,0,3,0,0,3,14,1648
Klin,0,0,3,0,0,0,0,0,3,14,1648
Family Care Cream,0,0,0,0,3,0,0,0,3,14,1648
Kash Water,0,0,0,0,3,0,0,0,3,14,1648
Lodgers Water,0,0,0,0,3,0,0,0,3,14,1648
Gallon,0,3,0,0,0,0,0,0,3,14,1648
Aquadana Table Water,0,0,0,0,2,0,0,0,2,14,1648
Mr Tee Table Water,0,0,0,0,2,0,0,0,2,14,1648
Golden Morm,0,0,2,0,0,0,0,0,2,14,1648
Aqua Table Water,0,0,0,0,2,0,0,0,2,14,1648
Jik,0,0,0,0,2,0,0,0,2,14,1648
Fdf Water,0,0,0,0,2,0,0,0,2,14,1648
Elders Schnapp,0,0,0,0,2,0,0,0,2,14,1648
Shoes,0,0,2,0,0,0,0,0,2,14,1648
Euro Global Food & Distle. Ltd,0,0,0,0,2,0,0,0,2,14,1648
Emperor,0,2,0,0,0,0,0,0,2,14,1648
Sunar Table Water,0,0,0,0,2,0,0,0,2,14,1648
Coo! Table Water,0,0,0,0,2,0,0,0,2,14,1648
Container,0,2,0,0,0,0,0,0,2,14,1648
Cici Water,0,0,0,0,2,0,0,0,2,14,1648
Beiersdorf Global AG,0,2,0,0,0,0,0,0,2,14,1648
Junel Nigeria Ltd,0,0,0,0,2,0,0,0,2,14,1648
Schwepps,0,0,0,0,2,0,0,0,2,14,1648
Moko Moko,0,0,0,0,2,0,0,0,2,14,1648
Le Amond,0,0,0,0,2,0,0,0,2,14,1648
Papillon Spoons,0,0,0,0,0,1,0,0,1,14,1648
Tasty Time,0,0,0,0,1,0,0,0,1,14,1648
Mayjoy,0,0,0,0,1,0,0,0,1,14,1648
Luxury Water,0,0,0,0,1,0,0,0,1,14,1648
Climax Energy Drink,0,0,0,0,1,0,0,0,1,14,1648
Loli Pop,0,0,1,0,0,0,0,0,1,14,1648
Nutrimilk,0,0,0,0,1,0,0,0,1,14,1648
Teetop Table Water,0,0,0,0,1,0,0,0,1,14,1648
Cool8Ge Table Water,0,0,0,0,1,0,0,0,1,14,1648
Dallas,0,0,0,0,0,1,0,0,1,14,1648
Dana,0,1,0,0,0,0,0,0,1,14,1648
Diclomol Gel,0,0,0,1,0,0,0,0,1,14,1648
Trebet Water,0,0,0,0,1,0,0,0,1,14,1648
Dip Table Water,0,0,0,0,1,0,0,0,1,14,1648
Sylko Table Wat,0,0,0,0,1,0,0,0,1,14,1648
Alapson,0,0,0,0,1,0,0,0,1,14,1648
Drip Set,0,0,1,0,0,0,0,0,1,14,1648
Nutriyo Yoghurt,0,0,0,0,1,0,0,0,1,14,1648
Ecowater,0,0,0,0,1,0,0,0,1,14,1648
Amasco,0,1,0,0,0,0,0,0,1,14,1648
Oho,0,0,0,0,1,0,0,0,1,14,1648
Cascala Table Water,0,0,0,0,1,0,0,0,1,14,1648
Caro,0,1,0,0,0,0,0,0,1,14,1648
Aboniki Balm,0,0,0,0,0,1,0,0,1,14,1648
Mena Table Water,0,0,0,0,1,0,0,0,1,14,1648
Ariane Table Water,0,0,0,0,1,0,0,0,1,14,1648
Atm Card,0,0,0,1,0,0,0,0,1,14,1648
Ballamour Bitter,0,0,0,0,1,0,0,0,1,14,1648
Wrightway Water,0,0,0,0,1,0,0,0,1,14,1648
New Based World Class Resources Ltd,0,0,1,0,0,0,0,0,1,14,1648
Bayla Hot,0,0,0,0,1,0,0,0,1,14,1648
Vynchez Exited,0,0,0,0,1,0,0,0,1,14,1648
Bb Detox,0,0,0,0,1,0,0,0,1,14,1648
Beba,0,0,0,0,1,0,0,0,1,14,1648
Via Water,0,0,0,0,1,0,0,0,1,14,1648
Bull London Dry Gin,0,0,0,0,1,0,0,0,1,14,1648
Verade Water,0,0,0,0,1,0,0,0,1,14,1648
Urels Table Water,0,0,0,0,1,0,0,0,1,14,1648
Bevep Table Water,0,0,0,0,1,0,0,0,1,14,1648
Blue Waves Table Water,0,0,0,0,1,0,0,0,1,14,1648
Unilag Table Water,0,0,0,0,1,0,0,0,1,14,1648
Uni Lever Nigeria Plc.,0,0,0,0,1,0,0,0,1,14,1648
Bobo Yoghurt,0,1,0,0,0,0,0,0,1,14,1648
Ujuy Spoon,0,0,0,0,0,1,0,0,1,14,1648
Amstel Malt,0,0,0,0,1,0,0,0,1,14,1648
Elite Kings Yoghurt,0,0,0,0,1,0,0,0,1,14,1648
Elloe Water,0,0,0,0,1,0,0,0,1,14,1648
Elvis White Board Marker,0,0,0,0,0,1,0,0,1,14,1648
Alvavo Drink,0,0,0,0,1,0,0,0,1,14,1648
Li Link,0,0,0,0,0,1,0,0,1,14,1648
Relex,0,1,0,0,0,0,0,0,1,14,1648
Alomo Bitters,0,0,0,0,1,0,0,0,1,14,1648
Rc Drink,0,0,0,0,1,0,0,0,1,14,1648
Good Mama,0,0,1,0,0,0,0,0,1,14,1648
Pz Table Water,0,0,0,0,1,0,0,0,1,14,1648
Guiness,0,0,0,1,0,0,0,0,1,14,1648
Hbl Bitters,0,0,0,0,1,0,0,0,1,14,1648
Hi-Malt,0,0,0,0,1,0,0,0,1,14,1648
Iceland Table Water,0,0,0,0,1,0,0,0,1,14,1648
Immanuella Table Water,0,0,0,0,1,0,0,0,1,14,1648
Klien Aby Table Water,0,0,0,0,1,0,0,0,1,14,1648
King Spoon,0,0,0,0,0,1,0,0,1,14,1648
Joe Top Table Water,0,0,0,0,1,0,0,0,1,14,1648
Jug,0,1,0,0,0,0,0,0,1,14,1648
Pears,0,0,0,0,1,0,0,0,1,14,1648
Kasapreko Bitters,0,0,0,0,1,0,0,0,1,14,1648
Pase Bitters,0,0,0,0,1,0,0,0,1,14,1648
Parmalat,0,0,0,0,1,0,0,0,1,14,1648
Rightway Table Water,0,0,0,0,1,0,0,0,1,14,1648
Goal Water,0,0,0,0,1,0,0,0,1,14,1648
Fun Water,0,0,0,0,1,0,0,0,1,14,1648
Lasena Water,0,0,0,0,1,0,0,0,1,14,1648
Space Pack,0,0,0,0,0,1,0,0,1,14,1648
Okunrin Meta,0,0,0,0,1,0,0,0,1,14,1648
Skoro Table Water,0,0,0,0,1,0,0,0,1,14,1648
Skirt Dry Gin,0,0,0,0,1,0,0,0,1,14,1648
Skg Pharm,0,0,0,0,0,1,0,0,1,14,1648
Eva Water,0,0,0,0,1,0,0,0,1,14,1648
Shalina,0,0,0,0,1,0,0,0,1,14,1648
Seaman'S Schinapp,0,0,0,0,1,0,0,0,1,14,1648
Rot Man,0,0,0,1,0,0,0,0,1,14,1648
Aquavolt,0,0,0,0,1,0,0,0,1,14,1648
Sanetus Water,0,0,0,0,1,0,0,0,1,14,1648
Fancy Water,0,0,0,0,1,0,0,0,1,14,1648
Forte Oil,0,1,0,0,0,0,0,0,1,14,1648
Koowo Table Water,0,0,0,0,1,0,0,0,1,14,1648
Round De Clock,0,0,0,0,1,0,0,0,1,14,1648
Beta malt,0,0,0,0,0,0,0,0,0,14,1648
FG,0,0,0,0,0,0,0,0,0,14,1648
Evenr,0,0,0,0,0,0,0,0,0,14,1648
LA Mma,0,0,0,0,0,0,0,0,0,14,1648
Wozobia,0,0,0,0,0,0,0,0,0,14,1648
PC,0,0,0,0,0,0,0,0,0,14,1648
Golden Morn,0,0,0,0,0,0,0,0,0,14,1648
Oxfors,0,0,0,0,0,0,0,0,0,14,1648
Tommy Tommy,0,0,0,0,0,0,0,0,0,14,1648
Amstel malt,0,0,0,0,0,0,0,0,0,14,1648
