Entity,Code,Year,LifeExpectancy0,LifeExpectancy10,LifeExpectancy25,LifeExpectancy45,LifeExpectancy65,LifeExpectancy80
Africa,NA,1979,49.0955,62.5,65.5061,70.4581,76.9433,85.2938
Africa,NA,1980,49.5116,62.7008,65.6705,70.565,77.0006,85.320404
Africa,NA,1981,49.9137,62.8912,65.819595,70.6435,77.0358,85.3348
Africa,NA,1982,50.2819,63.003,65.9064,70.703,77.0744,85.3567
Africa,NA,1983,49.5505,62.5867,65.591705,70.491196,76.9749,85.3406
Africa,NA,1984,49.7051,62.4971,65.525,70.488,76.9907,85.3526
Africa,NA,1985,50.0863,62.6474,65.637,70.5581,77.0397,85.3812
Africa,NA,1986,50.5501,62.8073,65.7556,70.639496,77.0915,85.4075
Africa,NA,1987,50.8954,62.6744,65.6712,70.685,77.1529,85.4415
Africa,NA,1988,50.4287,62.4919,65.497604,70.5366,77.078,85.4447
Africa,NA,1989,51.6789,63.1921,66.0393,70.862305,77.2567,85.4961
Africa,NA,1990,51.6467,63.0535,65.922195,70.8126,77.2577,85.5083
Africa,NA,1991,51.485,62.9925,65.860504,70.751495,77.2366,85.5117
Africa,NA,1992,51.2365,62.6562,65.5992,70.6267,77.1965,85.4996
Africa,NA,1993,51.549,62.6664,65.5966,70.668304,77.2475,85.5239
Africa,NA,1994,50.5156,61.2463,64.437,70.214005,77.1513,85.5105
Africa,NA,1995,52.1161,62.963,65.776,70.7304,77.2881,85.5363
Africa,NA,1996,52.128,62.8392,65.6566,70.7181,77.3337,85.5824
Africa,NA,1997,52.3075,62.8388,65.6363,70.7545,77.3931,85.6221
Africa,NA,1998,51.8964,62.3257,65.223404,70.588196,77.3616,85.6223
Africa,NA,1999,52.7745,62.7909,65.534805,70.793396,77.476,85.6608
Africa,NA,2000,53.3498,63.1208,65.7651,70.9444,77.564804,85.7126
Africa,NA,2001,53.6201,63.0782,65.691696,70.95,77.594,85.7207
Africa,NA,2002,53.9987,63.1737,65.7527,71.0078,77.6299,85.737
Africa,NA,2003,54.4224,63.2792,65.798096,71.054504,77.6552,85.7342
Africa,NA,2004,54.8957,63.4693,65.9521,71.1505,77.7128,85.7664
Africa,NA,2005,55.4669,63.7456,66.1749,71.2736,77.7735,85.7917
Africa,NA,2006,56.1389,64.121704,66.4803,71.4332,77.8394,85.8176
Africa,NA,2007,56.73,64.435196,66.7407,71.5758,77.9048,85.8458
Africa,NA,2008,57.3081,64.762695,67.020905,71.725204,77.9731,85.882
Africa,NA,2009,58.0158,65.2061,67.395996,71.9247,78.0639,85.9182
Africa,NA,2010,58.608,65.5932,67.7422,72.0996,78.133896,85.9509
Africa,NA,2011,59.2511,66.0131,68.1046,72.2827,78.2077,85.9656
Africa,NA,2012,59.8106,66.3716,68.4261,72.4654,78.2887,86.011
Africa,NA,2013,60.2924,66.6691,68.6847,72.5949,78.3421,86.0321
Africa,NA,2014,60.7463,66.9627,68.951096,72.7581,78.4213,86.0871
Africa,NA,2015,61.1288,67.1902,69.1526,72.8724,78.4724,86.1089
Africa,NA,2016,61.588,67.5017,69.425095,73.05,78.5701,86.1774
Africa,NA,2017,61.9858,67.7594,69.6567,73.2017,78.650604,86.2145
Africa,NA,2018,62.3435,67.9771,69.8443,73.3165,78.7105,86.2351
Africa,NA,2019,62.688,68.191696,70.0326,73.4396,78.7677,86.2546
Africa,NA,2020,62.2342,67.5143,69.2531,72.513,78.0497,85.875
Africa,NA,2021,61.6609,66.753204,68.485596,71.8034,77.559,85.5959
Africa,NA,1770,26.4,NA,NA,NA,NA,NA
Africa,NA,1925,26.4,NA,NA,NA,NA,NA
Albania,ALB,1950,44.7355,65.1653,67.402695,70.5034,76.2481,85.0553
Albania,ALB,1951,45.1396,65.4173,67.5894,70.6193,76.2793,85.0389
Albania,ALB,1952,45.9788,65.8208,67.9066,70.8435,76.3843,85.0692
Albania,ALB,1953,46.5442,66.2297,68.2289,71.0736,76.4939,85.105896
Albania,ALB,1954,47.5946,66.682205,68.591995,71.3399,76.6307,85.162
Albania,ALB,1955,48.5424,67.1319,68.9561,71.6089,76.7712,85.2219
Albania,ALB,1956,49.5758,67.6299,69.3728,71.9282,76.9528,85.3076
Albania,ALB,1957,50.7065,68.1812,69.8441,72.2965,77.1731,85.415
Albania,ALB,1958,51.9755,68.8424,70.4237,72.7617,77.468796,85.5681
Albania,ALB,1959,53.1985,69.3262,70.846,73.0922,77.6652,85.6586
Albania,ALB,1960,54.4389,69.8386,71.2958,73.452805,77.8919,85.7685
Albania,ALB,1961,55.634,70.2574,71.6621,73.7424,78.068,85.845
Albania,ALB,1962,56.6711,70.506195,71.875305,73.9011,78.1462,85.8587
Albania,ALB,1963,57.8445,70.905304,72.225204,74.1765,78.3144,85.926
Albania,ALB,1964,58.9832,71.2975,72.5742,74.4556,78.4894,85.9964
Albania,ALB,1965,60.0187,71.6099,72.8574,74.6826,78.633896,86.0494
Albania,ALB,1966,60.9983,71.8823,73.1068,74.8813,78.759796,86.0895
Albania,ALB,1967,61.9716,72.1819,73.3806,75.1005,78.8976,86.133
Albania,ALB,1968,62.9461,72.4978,73.6707,75.334,79.0504,86.1878
Albania,ALB,1969,63.9226,72.841705,73.988495,75.5948,79.226,86.2578
Albania,ALB,1970,64.8239,73.127396,74.2513,75.8079,79.365,86.3054
Albania,ALB,1971,65.6179,73.340195,74.447296,75.9655,79.4661,86.3324
Albania,ALB,1972,66.4221,73.6104,74.6933,76.1709,79.6065,86.3861
Albania,ALB,1973,67.1401,73.8452,74.8984,76.3402,79.7138,86.4158
Albania,ALB,1974,67.7695,74.0507,75.074295,76.4896,79.810196,86.4424
Albania,ALB,1975,68.3275,74.2399,75.2399,76.6278,79.9012,86.469696
Albania,ALB,1976,68.7041,74.3077,75.2899,76.6625,79.9104,86.4476
Albania,ALB,1977,69.1206,74.482,75.4377,76.7874,79.9923,86.475296
Albania,ALB,1978,69.3092,74.4681,75.410095,76.7572,79.9557,86.4345
Albania,ALB,1979,69.5839,74.5996,75.5214,76.8583,80.0249,86.463
Albania,ALB,1980,70.478,75.3942,76.2455,77.5075,80.5325,86.777
Albania,ALB,1981,70.73,75.5418,76.3663,77.6157,80.6101,86.8195
Albania,ALB,1982,71.0233,75.7382,76.5328,77.7669,80.7247,86.8898
Albania,ALB,1983,71.2961,75.8977,76.6612,77.8824,80.8069,86.937
Albania,ALB,1984,71.5016,75.9985,76.7334,77.9468,80.8475,86.9575
Albania,ALB,1985,71.656,76.0288,76.7478,77.9677,80.8589,86.9611
Albania,ALB,1986,71.9496,76.1607,76.8386,78.039,80.8964,86.9744
Albania,ALB,1987,72.3517,76.4048,77.0478,78.2285,81.0385,87.061
Albania,ALB,1988,72.6408,76.5238,77.1409,78.315,81.1038,87.1068
Albania,ALB,1989,72.8797,76.5892,77.1818,78.3515,81.1229,87.116
Albania,ALB,1990,73.1439,76.6724,77.2427,78.406204,81.1599,87.1416
Albania,ALB,1991,73.3776,76.7322,77.280304,78.4348,81.1689,87.1399
Albania,ALB,1992,73.7148,76.9101,77.4338,78.567795,81.2666,87.2
Albania,ALB,1993,73.9391,76.9681,77.4712,78.5875,81.2677,87.1895
Albania,ALB,1994,74.1313,77.0185,77.5069,78.6064,81.2764,87.1872
Albania,ALB,1995,74.3616,77.1095,77.5777,78.6534,81.3017,87.1986
Albania,ALB,1996,74.5923,77.2216,77.673904,78.7266,81.3517,87.2248
Albania,ALB,1997,73.9039,76.6083,77.1935,78.465,81.2435,87.2012
Albania,ALB,1998,74.9899,77.4004,77.823,78.8236,81.4066,87.2333
Albania,ALB,1999,75.1828,77.4935,77.904495,78.879105,81.4465,87.2494
Albania,ALB,2000,75.4043,77.6136,78.0116,78.954895,81.503296,87.275
Albania,ALB,2001,75.6388,77.7406,78.1267,79.0387,81.5681,87.3041
Albania,ALB,2002,75.8899,77.8841,78.2594,79.1392,81.6488,87.3426
Albania,ALB,2003,76.1421,78.0183,78.3817,79.228195,81.7216,87.3781
Albania,ALB,2004,76.3761,78.1345,78.4872,79.302704,81.7835,87.4044
Albania,ALB,2005,76.6208,78.265,78.6063,79.3925,81.8625,87.4461
Albania,ALB,2006,76.8162,78.3418,78.6718,79.432,81.9011,87.4571
Albania,ALB,2007,77.5491,78.9684,79.271805,79.975296,82.3501,87.722
Albania,ALB,2008,77.6529,78.9605,79.2554,79.9418,82.3362,87.6986
Albania,ALB,2009,77.781,78.9842,79.269104,79.9373,82.344,87.6797
Albania,ALB,2010,77.9359,79.0379,79.312,79.961105,82.3745,87.6748
Albania,ALB,2011,78.0919,79.1058,79.3684,79.998795,82.4113,87.6731
Albania,ALB,2012,78.064,78.9972,79.252304,79.873795,82.307,87.5818
Albania,ALB,2013,78.1226,78.9927,79.238205,79.8461,82.2746,87.5521
Albania,ALB,2014,78.4075,79.2337,79.4646,80.047,82.413605,87.6432
Albania,ALB,2015,78.6441,79.4434,79.660995,80.2207,82.5417,87.7215
Albania,ALB,2016,78.8602,79.6485,79.8536,80.3922,82.6655,87.802704
Albania,ALB,2017,79.0473,79.8322,80.025604,80.545,82.769104,87.8723
Albania,ALB,2018,79.1838,79.9759,80.1588,80.662,82.8399,87.9245
Albania,ALB,2019,79.2825,80.0967,80.2787,80.7754,82.9104,87.9834
Albania,ALB,2020,76.9893,77.8176,78.1346,78.9908,81.574700000000007,86.8561
Albania,ALB,2021,76.4626,77.2928,77.618805,78.528595,81.2937,86.8953
Algeria,DZA,1950,42.3596,59.0469,63.7673,69.9318,76.4923,85.1264
Algeria,DZA,1951,42.4534,59.018,63.6699,69.8481,76.4363,85.0426
Algeria,DZA,1952,42.8974,59.1877,63.7359,69.8776,76.4615,85.0127
Algeria,DZA,1953,42.9286,59.152,63.6335,69.7824,76.407196,84.9415
Algeria,DZA,1954,40.2048,54.7894,60.1605,68.5195,76.057,84.8052
Algeria,DZA,1955,40.3875,54.8613,60.1327,68.4345,75.986,84.7236
Algeria,DZA,1956,40.3448,54.7562,59.9727,68.2586,75.8712,84.633
Algeria,DZA,1957,40.3642,54.7129,59.8627,68.1108,75.7743,84.5586
Algeria,DZA,1958,40.4426,54.7443,59.8152,68.003204,75.7081,84.5046
Algeria,DZA,1959,40.5489,54.7312,59.7331,67.8657,75.6286,84.4419
Algeria,DZA,1960,40.5322,54.7121,59.6351,67.7134,75.5454,84.3781
Algeria,DZA,1961,40.5162,54.6808,59.5291,67.5511,75.4567,84.3129
Algeria,DZA,1962,39.323,53.5734,58.562,66.9051,75.1599,84.1991
Algeria,DZA,1963,42.9084,58.0275,61.9312,68.0608,75.4975,84.2541
Algeria,DZA,1964,42.7879,57.9335,61.7717,67.8647,75.3991,84.2037
Algeria,DZA,1965,42.714,57.8929,61.6579,67.6975,75.314,84.1664
Algeria,DZA,1966,42.5429,57.7176,61.4313,67.4456,75.1708,84.1029
Algeria,DZA,1967,42.5675,57.7375,61.3743,67.3191,75.0998,84.0785
Algeria,DZA,1968,42.6422,57.7481,61.3115,67.1878,75.0197,84.0495
Algeria,DZA,1969,42.7814,57.7718,61.2621,67.064896,74.9407,84.023
Algeria,DZA,1970,43.1597,57.9697,61.3631,67.053696,74.923004,84.0274
Algeria,DZA,1971,43.6703,58.2654,61.5522,67.1103,74.942,84.0522
Algeria,DZA,1972,44.3465,58.6599,61.8284,67.2324,74.9952,84.094
Algeria,DZA,1973,45.0793,59.0345,62.0919,67.35,75.0395,84.1318
Algeria,DZA,1974,46.0341,59.6004,62.5249,67.5944,75.1634,84.2203
Algeria,DZA,1975,46.9722,60.0883,62.9163,67.8015,75.2558,84.2883
Algeria,DZA,1976,47.9854,60.6239,63.3487,68.0411,75.3574,84.3661
Algeria,DZA,1977,49.1913,61.3317,63.936,68.4065,75.5371,84.4867
Algeria,DZA,1978,50.3529,61.9441,64.4468,68.7222,75.6901,84.5865
Algeria,DZA,1979,51.7549,62.7635,65.1443,69.1925,75.9441,84.7419
Algeria,DZA,1980,53.2609,63.6115,65.9131,69.7591,76.2826,84.9548
Algeria,DZA,1981,55.2763,64.7294,66.842896,70.4022,76.6374,85.1564
Algeria,DZA,1982,57.4284,65.9167,67.8835,71.1827,77.1118,85.4357
Algeria,DZA,1983,59.5101,66.9597,68.800095,71.8771,77.5304,85.6786
Algeria,DZA,1984,61.6581,68.1296,69.8358,72.683395,78.0315,85.9663
Algeria,DZA,1985,63.5879,69.210205,70.797104,73.4403,78.5099,86.2457
Algeria,DZA,1986,65.159,70.147095,71.632095,74.1012,78.9306,86.4948
Algeria,DZA,1987,65.8297,70.329605,71.7793,74.181,78.9176,86.4651
Algeria,DZA,1988,66.9713,71.1711,72.5293,74.7809,79.2886,86.666
Algeria,DZA,1989,67.0855,71.0541,72.404,74.632996,79.1179,86.5405
Algeria,DZA,1990,67.416,71.2436,72.5588,74.7294,79.1313,86.5236
Algeria,DZA,1991,67.6875,71.390396,72.6745,74.7964,79.1282,86.4935
Algeria,DZA,1992,67.7571,71.3698,72.6449,74.763504,79.0582,86.4175
Algeria,DZA,1993,67.7195,71.2272,72.4975,74.6239,78.9029,86.2783
Algeria,DZA,1994,67.3614,70.760895,72.1147,74.4232,78.748,86.1464
Algeria,DZA,1995,67.4544,70.7631,72.0482,74.264404,78.5572,85.9881
Algeria,DZA,1996,68.7493,72.0179,73.1569,75.1661,79.1601,86.2993
Algeria,DZA,1997,69.1706,72.3811,73.479004,75.4664,79.343704,86.3743
Algeria,DZA,1998,69.4506,72.614,73.6812,75.6615,79.4492,86.395996
Algeria,DZA,1999,70.0316,73.1652,74.113,75.9159,79.5607,86.3989
Algeria,DZA,2000,70.4779,73.602005,74.494995,76.2435,79.7734,86.4841
Algeria,DZA,2001,70.8233,73.9516,74.793594,76.4852,79.9178,86.5227
Algeria,DZA,2002,71.2296,74.2296,75.0217,76.6715,80.0165,86.5275
Algeria,DZA,2003,71.2868,74.2277,75.0234,76.6846,80.0008,86.4679
Algeria,DZA,2004,71.7617,74.5504,75.260605,76.842896,80.0663,86.4552
Algeria,DZA,2005,72.0612,74.7485,75.4236,76.9774,80.1388,86.4562
Algeria,DZA,2006,72.3336,74.9155,75.5638,77.0941,80.2032,86.4571
Algeria,DZA,2007,72.6019,75.0911,75.7189,77.2275,80.286804,86.4742
Algeria,DZA,2008,72.9405,75.3379,75.937805,77.4012,80.398,86.5078
Algeria,DZA,2009,73.6196,75.9408,76.5055,77.8934,80.769,86.7092
Algeria,DZA,2010,73.8081,76.0527,76.601105,77.9509,80.7851,86.6818
Algeria,DZA,2011,74.1234,76.3164,76.8509,78.157104,80.931,86.7454
Algeria,DZA,2012,74.2024,76.3486,76.881,78.1637,80.9216,86.7161
Algeria,DZA,2013,74.6153,76.7388,77.2543,78.4807,81.1543,86.8376
Algeria,DZA,2014,75.11,77.2109,77.7061,78.8664,81.4487,87.0069
Algeria,DZA,2015,75.622,77.7075,78.1814,79.2744,81.7734,87.1786
Algeria,DZA,2016,75.7318,77.7813,78.2514,79.3152,81.8026,87.1617
Algeria,DZA,2017,75.7428,77.7536,78.225494,79.270096,81.7684,87.1103
Algeria,DZA,2018,76.0656,78.0417,78.5026,79.5011,81.9618,87.2101
Algeria,DZA,2019,76.4742,78.4138,78.862,79.8106,82.2242,87.3601
Algeria,DZA,2020,74.4528,76.2928,76.727905,77.7101,80.6054,86.2849
Algeria,DZA,2021,76.3767,78.211,78.5886,79.3873,81.919,87.2343
Algeria,DZA,1923,28.822,NA,NA,NA,NA,NA
Algeria,DZA,1933,31.22,NA,NA,NA,NA,NA
Algeria,DZA,1943,33.72,NA,NA,NA,NA,NA
American Samoa,ASM,1950,60.9554,66.111,67.8042,71.0374,76.991104000000007,85.3499
American Samoa,ASM,1951,61.3618,66.3766,68.03,71.194,77.0997,85.3901
American Samoa,ASM,1952,61.6466,66.5464,68.169205,71.28,77.1597,85.4027
American Samoa,ASM,1953,61.2695,66.1737,67.8207,70.9694,76.9567,85.2655
American Samoa,ASM,1954,62.13,66.818405,68.3823,71.3952,77.2479,85.4105
American Samoa,ASM,1955,62.2637,66.8804,68.4189,71.3953,77.2558,85.3951
American Samoa,ASM,1956,62.6438,67.150696,68.6463,71.5572,77.3806,85.4523
American Samoa,ASM,1957,62.8682,67.3005,68.7637,71.6286,77.445404,85.4708
American Samoa,ASM,1958,63.3267,67.615295,69.0298,71.8224,77.5923,85.5386
American Samoa,ASM,1959,63.6117,67.7966,69.1802,71.9214,77.6788,85.566696
American Samoa,ASM,1960,64.727,68.6319,69.939804,72.5362,78.1248,85.8125
American Samoa,ASM,1961,65.4575,69.1427,70.4152,72.9263,78.4387,85.9844
American Samoa,ASM,1962,65.8623,69.3901,70.6361,73.0941,78.5605,86.0513
American Samoa,ASM,1963,65.9236,69.383896,70.6189,73.0595,78.5336,86.032
American Samoa,ASM,1964,66.3083,69.6651,70.8616,73.245804,78.637200000000007,86.0969
American Samoa,ASM,1965,66.3283,69.6299,70.8107,73.1815,78.5551,86.0584
American Samoa,ASM,1966,58.7703,65.4415,67.959595,71.4624,77.7453,85.823
American Samoa,ASM,1967,66.2072,69.402405,70.5645,72.9319,78.3113,85.9612
American Samoa,ASM,1968,66.1682,69.312805,70.4651,72.8288,78.2063,85.9386
American Samoa,ASM,1969,66.4046,69.4608,70.589096,72.9169,78.2389,86.0104
American Samoa,ASM,1970,66.5712,69.5577,70.667496,72.964096,78.2445,86.0577
American Samoa,ASM,1971,67.064,69.9317,71.004196,73.2363,78.4151,86.1823
American Samoa,ASM,1972,67.287,70.0794,71.1268,73.3258,78.4517,86.2166
American Samoa,ASM,1973,67.3766,70.1174,71.142395,73.3197,78.4032,86.1874
American Samoa,ASM,1974,67.73,70.3857,71.372696,73.504105,78.4957,86.2565
American Samoa,ASM,1975,67.8497,70.4456,71.4138,73.5244,78.4751,86.2499
American Samoa,ASM,1976,68.0061,70.535095,71.493,73.571,78.4777,86.2263
American Samoa,ASM,1977,68.2445,70.6909,71.6326,73.6737,78.5292,86.241
American Samoa,ASM,1978,68.5495,70.9032,71.8239,73.8231,78.6168,86.2894
American Samoa,ASM,1979,68.7347,71.006195,71.9096,73.8819,78.639,86.2851
American Samoa,ASM,1980,68.9294,71.1154,71.9995,73.9445,78.6629,86.2591
American Samoa,ASM,1981,69.1987,71.292496,72.1561,74.0632,78.7348,86.2698
American Samoa,ASM,1982,69.3112,71.3224,72.174194,74.0623,78.719696,86.2385
American Samoa,ASM,1983,69.4678,71.393005,72.2292,74.0926,78.7137,86.2
American Samoa,ASM,1984,69.7453,71.578705,72.3922,74.218796,78.7745,86.1953
American Samoa,ASM,1985,70.0101,71.758804,72.5503,74.342804,78.8396,86.2053
American Samoa,ASM,1986,70.1563,71.8331,72.608505,74.3778,78.8385,86.1687
American Samoa,ASM,1987,70.7581,72.3434,73.081,74.7788,79.1072,86.2967
American Samoa,ASM,1988,70.3871,71.9389,72.687195,74.416,78.8281,86.0964
American Samoa,ASM,1989,70.0845,71.5953,72.3501,74.1027,78.5789,85.907
American Samoa,ASM,1990,69.9091,71.364,72.120895,73.8882,78.413,85.7746
American Samoa,ASM,1991,70.5563,71.9347,72.652,74.3417,78.7105,85.9227
