Entity,Code,Year,LifeExpectancyDiffFM
Africa (UN),NA,1982,3.561699
Africa (UN),NA,1983,3.5783005
Africa (UN),NA,1984,3.7559013
Africa (UN),NA,1985,3.7294006
Africa (UN),NA,1986,3.7324982
Africa (UN),NA,1987,4.0720024
Africa (UN),NA,1988,4.1873016
Africa (UN),NA,1989,3.8113976
Africa (UN),NA,1990,4.0014
Africa (UN),NA,1991,3.8227997
Africa (UN),NA,1992,3.9173012
Africa (UN),NA,1993,3.978901
Africa (UN),NA,1994,4.1758995
Africa (UN),NA,1995,3.6921005
Africa (UN),NA,1996,3.6416016
Africa (UN),NA,1997,3.5681992
Africa (UN),NA,1998,3.6944008
Africa (UN),NA,1999,3.5219002
Africa (UN),NA,2000,3.0541992
Africa (UN),NA,2001,2.8963013
Africa (UN),NA,2002,2.904499
Africa (UN),NA,2003,2.8147964
Africa (UN),NA,2004,2.8044014
Africa (UN),NA,2005,2.8397026
Africa (UN),NA,2006,2.8485985
Africa (UN),NA,2007,2.9351997
Africa (UN),NA,2008,2.9728012
Africa (UN),NA,2009,3.1110992
Africa (UN),NA,2010,3.1626015
Africa (UN),NA,2011,3.3099022
Africa (UN),NA,2012,3.3881035
Africa (UN),NA,2013,3.536499
Africa (UN),NA,2014,3.6352997
Africa (UN),NA,2015,3.6299973
Africa (UN),NA,2016,3.6512032
Africa (UN),NA,2017,3.6861
Africa (UN),NA,2018,3.7284012
Africa (UN),NA,2019,3.762001
Africa (UN),NA,2020,3.9199028
Africa (UN),NA,2021,3.9708977
Albania,ALB,1950,7.424797
Albania,ALB,1951,7.3917007
Albania,ALB,1952,7.243599
Albania,ALB,1953,7.0789986
Albania,ALB,1954,6.9493027
Albania,ALB,1955,6.7464027
Albania,ALB,1956,6.6918983
Albania,ALB,1957,6.6450996
Albania,ALB,1958,6.6614
Albania,ALB,1959,6.463501
Albania,ALB,1960,6.4151993
Albania,ALB,1961,6.2817993
Albania,ALB,1962,5.9296
Albania,ALB,1963,5.7601013
Albania,ALB,1964,5.5387993
Albania,ALB,1965,5.5080986
Albania,ALB,1966,5.5183983
Albania,ALB,1967,5.288498
Albania,ALB,1968,5.243698
Albania,ALB,1969,5.135601
Albania,ALB,1970,4.9649963
Albania,ALB,1971,4.914299
Albania,ALB,1972,4.8760986
Albania,ALB,1973,4.6380997
Albania,ALB,1974,4.5238953
Albania,ALB,1975,4.493202
Albania,ALB,1976,4.4104996
Albania,ALB,1977,4.388298
Albania,ALB,1978,4.4617004
Albania,ALB,1979,4.4769974
Albania,ALB,1980,4.9381027
Albania,ALB,1981,5.1571045
Albania,ALB,1982,5.436302
Albania,ALB,1983,5.5959015
Albania,ALB,1984,5.7052
Albania,ALB,1985,5.749405
Albania,ALB,1986,5.780197
Albania,ALB,1987,5.879402
Albania,ALB,1988,6.153099
Albania,ALB,1989,6.223297
Albania,ALB,1990,6.3834
Albania,ALB,1991,6.309601
Albania,ALB,1992,6.3115997
Albania,ALB,1993,6.1608963
Albania,ALB,1994,6.055496
Albania,ALB,1995,6.082802
Albania,ALB,1996,6.077797
Albania,ALB,1997,6.5429993
Albania,ALB,1998,5.8318024
Albania,ALB,1999,5.8078003
Albania,ALB,2000,5.7725983
Albania,ALB,2001,5.696594
Albania,ALB,2002,5.602501
Albania,ALB,2003,5.5589066
Albania,ALB,2004,5.450203
Albania,ALB,2005,5.4605026
Albania,ALB,2006,5.4421005
Albania,ALB,2007,5.1476974
Albania,ALB,2008,5.2665024
Albania,ALB,2009,5.2284927
Albania,ALB,2010,5.1952972
Albania,ALB,2011,5.1047974
Albania,ALB,2012,4.9722977
Albania,ALB,2013,4.994896
Albania,ALB,2014,4.8983
Albania,ALB,2015,4.7789
Albania,ALB,2016,4.7379
Albania,ALB,2017,4.6315994
Albania,ALB,2018,4.5713043
Albania,ALB,2019,4.497902
Albania,ALB,2020,5.0430984
Albania,ALB,2021,5.085701
Algeria,DZA,1950,1.5074005
Algeria,DZA,1951,1.4850006
Algeria,DZA,1952,1.533802
Algeria,DZA,1953,1.4446983
Algeria,DZA,1954,6.367199
Algeria,DZA,1955,6.3587
Algeria,DZA,1956,6.206299
Algeria,DZA,1957,6.0345
Algeria,DZA,1958,5.938999
Algeria,DZA,1959,5.863201
Algeria,DZA,1960,5.7276
Algeria,DZA,1961,5.5265007
Algeria,DZA,1962,6.0213013
Algeria,DZA,1963,1.1377983
Algeria,DZA,1964,1.1331978
Algeria,DZA,1965,1.1144981
Algeria,DZA,1966,0.9798012
Algeria,DZA,1967,0.93590164
Algeria,DZA,1968,0.8544998
Algeria,DZA,1969,0.891201
Algeria,DZA,1970,0.9134979
Algeria,DZA,1971,0.9510002
Algeria,DZA,1972,1.0501022
Algeria,DZA,1973,1.0179977
Algeria,DZA,1974,1.3679008
Algeria,DZA,1975,1.3998032
Algeria,DZA,1976,1.5449982
Algeria,DZA,1977,1.8345032
Algeria,DZA,1978,2.0065002
Algeria,DZA,1979,2.2668
Algeria,DZA,1980,2.6464996
Algeria,DZA,1981,2.9643974
Algeria,DZA,1982,3.3658981
Algeria,DZA,1983,3.452999
Algeria,DZA,1984,3.1659966
Algeria,DZA,1985,3.1682014
Algeria,DZA,1986,3.4506035
Algeria,DZA,1987,2.7998962
Algeria,DZA,1988,1.8666
Algeria,DZA,1989,2.037201
Algeria,DZA,1990,2.2039032
Algeria,DZA,1991,2.6296997
Algeria,DZA,1992,3.0692978
Algeria,DZA,1993,2.938301
Algeria,DZA,1994,3.5486069
Algeria,DZA,1995,4.0289993
Algeria,DZA,1996,3.2658997
Algeria,DZA,1997,3.4353027
Algeria,DZA,1998,3.518196
Algeria,DZA,1999,2.711197
Algeria,DZA,2000,2.8811035
Algeria,DZA,2001,2.6984024
Algeria,DZA,2002,2.6165009
Algeria,DZA,2003,1.905899
Algeria,DZA,2004,2.0774002
Algeria,DZA,2005,2.0061035
Algeria,DZA,2006,2.0653992
Algeria,DZA,2007,2.2356033
Algeria,DZA,2008,2.229805
Algeria,DZA,2009,2.4515
Algeria,DZA,2010,2.103798
Algeria,DZA,2011,2.1959991
Algeria,DZA,2012,2.5078049
Algeria,DZA,2013,2.4097977
Algeria,DZA,2014,2.663498
Algeria,DZA,2015,2.3675995
Algeria,DZA,2016,2.1098938
Algeria,DZA,2017,2.121498
Algeria,DZA,2018,2.2384949
Algeria,DZA,2019,2.5223007
Algeria,DZA,2020,2.8303986
Algeria,DZA,2021,3.080101
American Samoa,ASM,1950,3.7897034
American Samoa,ASM,1951,3.5461998
American Samoa,ASM,1952,3.4920998
American Samoa,ASM,1953,4.2854996
American Samoa,ASM,1954,3.2411995
American Samoa,ASM,1955,3.1044006
American Samoa,ASM,1956,3.136097
American Samoa,ASM,1957,3.292202
American Samoa,ASM,1958,3.1302986
American Samoa,ASM,1959,3.3187027
American Samoa,ASM,1960,3.7524033
American Samoa,ASM,1961,5.343899
American Samoa,ASM,1962,5.718498
American Samoa,ASM,1963,6.0299034
American Samoa,ASM,1964,5.709202
American Samoa,ASM,1965,5.535
American Samoa,ASM,1966,1.6581001
American Samoa,ASM,1967,5.7038
American Samoa,ASM,1968,5.9412956
American Samoa,ASM,1969,6.238697
American Samoa,ASM,1970,6.3439026
American Samoa,ASM,1971,6.3171997
American Samoa,ASM,1972,6.5034027
American Samoa,ASM,1973,6.2573013
American Samoa,ASM,1974,6.2926025
American Samoa,ASM,1975,6.5986023
American Samoa,ASM,1976,6.465996
American Samoa,ASM,1977,6.5161057
American Samoa,ASM,1978,6.603897
American Samoa,ASM,1979,6.783798
American Samoa,ASM,1980,7.0018997
American Samoa,ASM,1981,7.0233994
American Samoa,ASM,1982,7.2657013
American Samoa,ASM,1983,7.2433014
American Samoa,ASM,1984,7.135002
American Samoa,ASM,1985,7.1308975
American Samoa,ASM,1986,7.0355988
American Samoa,ASM,1987,6.726898
American Samoa,ASM,1988,7.085602
American Samoa,ASM,1989,6.992996
American Samoa,ASM,1990,7.0196
American Samoa,ASM,1991,5.8726044
American Samoa,ASM,1992,5.869293
American Samoa,ASM,1993,5.776001
American Samoa,ASM,1994,5.7005005
American Samoa,ASM,1995,5.5663986
American Samoa,ASM,1996,5.6703033
American Samoa,ASM,1997,5.456703
American Samoa,ASM,1998,5.4942017
American Samoa,ASM,1999,5.032501
American Samoa,ASM,2000,5.0333023
American Samoa,ASM,2001,5.501198
American Samoa,ASM,2002,5.4328995
American Samoa,ASM,2003,5.4081955
American Samoa,ASM,2004,4.838806
American Samoa,ASM,2005,4.788101
American Samoa,ASM,2006,4.0446014
American Samoa,ASM,2007,4.008095
American Samoa,ASM,2008,4.1418
American Samoa,ASM,2009,3.6816025
American Samoa,ASM,2010,4.236603
American Samoa,ASM,2011,4.2177963
American Samoa,ASM,2012,4.3675003
American Samoa,ASM,2013,4.4662933
American Samoa,ASM,2014,4.373398
American Samoa,ASM,2015,4.5053024
American Samoa,ASM,2016,5.0154037
American Samoa,ASM,2017,5.211502
American Samoa,ASM,2018,5.2274017
American Samoa,ASM,2019,5.3924026
American Samoa,ASM,2020,5.168106
American Samoa,ASM,2021,7.4989014
Andorra,AND,1950,5.056801
Andorra,AND,1951,4.8969
Andorra,AND,1952,4.633499
Andorra,AND,1953,4.4693985
Andorra,AND,1954,4.533699
Andorra,AND,1955,4.6436996
Andorra,AND,1956,4.723297
Andorra,AND,1957,4.826004
Andorra,AND,1958,4.7197037
Andorra,AND,1959,4.8812027
Andorra,AND,1960,4.9515
Andorra,AND,1961,5.0466003
Andorra,AND,1962,5.0530014
Andorra,AND,1963,5.386299
Andorra,AND,1964,5.551201
Andorra,AND,1965,5.403099
Andorra,AND,1966,5.4696045
Andorra,AND,1967,5.5682983
Andorra,AND,1968,5.549301
Andorra,AND,1969,5.620102
Andorra,AND,1970,5.5190964
Andorra,AND,1971,5.6990967
Andorra,AND,1972,5.4552994
Andorra,AND,1973,5.5948944
Andorra,AND,1974,5.7052994
Andorra,AND,1975,5.971306
Andorra,AND,1976,6.0115967
Andorra,AND,1977,6.061798
Andorra,AND,1978,6.2108994
Andorra,AND,1979,6.312599
Andorra,AND,1980,6.291603
Andorra,AND,1981,6.3869934
Andorra,AND,1982,6.382103
Andorra,AND,1983,6.3062973
Andorra,AND,1984,6.675499
Andorra,AND,1985,6.655998
Andorra,AND,1986,6.6100006
Andorra,AND,1987,6.8022003
Andorra,AND,1988,6.8945007
Andorra,AND,1989,7.184204
Andorra,AND,1990,7.3964996
Andorra,AND,1991,6.893997
Andorra,AND,1992,3.7493973
Andorra,AND,1993,5.746399
Andorra,AND,1994,1.6900024
Andorra,AND,1995,5.2086945
Andorra,AND,1996,4.9841995
Andorra,AND,1997,3.4654007
Andorra,AND,1998,6.6809006
Andorra,AND,1999,4.0304947
Andorra,AND,2000,3.4837952
Andorra,AND,2001,6.5839005
Andorra,AND,2002,3.9575043
Andorra,AND,2003,5.2709045
Andorra,AND,2004,2.018898
Andorra,AND,2005,3.7222977
Andorra,AND,2006,2.7394943
Andorra,AND,2007,5.063202
Andorra,AND,2008,5.032501
Andorra,AND,2009,4.9813995
Andorra,AND,2010,4.950798
Andorra,AND,2011,4.9201965
Andorra,AND,2012,4.889595
Andorra,AND,2013,4.859001
Andorra,AND,2014,4.828499
Andorra,AND,2015,4.787796
Andorra,AND,2016,4.7472
Andorra,AND,2017,4.716797
Andorra,AND,2018,4.6862946
Andorra,AND,2019,4.655899
Andorra,AND,2020,7.4292984
Andorra,AND,2021,7.151497
Angola,AGO,1950,3.410099
Angola,AGO,1951,3.4953995
Angola,AGO,1952,3.3822975
Angola,AGO,1953,3.4328003
Angola,AGO,1954,3.4396973
Angola,AGO,1955,3.4291992
Angola,AGO,1956,3.350998
Angola,AGO,1957,3.4155998
Angola,AGO,1958,3.427002
Angola,AGO,1959,3.4524002
Angola,AGO,1960,3.3334007
Angola,AGO,1961,5.393799
Angola,AGO,1962,5.4484024
Angola,AGO,1963,5.4179993
Angola,AGO,1964,5.4501
Angola,AGO,1965,5.4995003
Angola,AGO,1966,5.511997
Angola,AGO,1967,5.5531006
Angola,AGO,1968,5.616699
Angola,AGO,1969,5.6077995
Angola,AGO,1970,5.638401
Angola,AGO,1971,5.5674973
Angola,AGO,1972,5.4962006
Angola,AGO,1973,5.5774
Angola,AGO,1974,5.5702972
Angola,AGO,1975,5.9566994
Angola,AGO,1976,6.1083984
Angola,AGO,1977,6.104599
Angola,AGO,1978,6.0455017
Angola,AGO,1979,6.0169983
Angola,AGO,1980,5.9785004
Angola,AGO,1981,5.8667984
Angola,AGO,1982,5.859001
Angola,AGO,1983,6.3171997
Angola,AGO,1984,6.3304024
Angola,AGO,1985,6.200001
Angola,AGO,1986,6.088402
Angola,AGO,1987,7.148899
Angola,AGO,1988,6.8334007
Angola,AGO,1989,6.773098
Angola,AGO,1990,6.779602
Angola,AGO,1991,5.7980995
Angola,AGO,1992,6.2947006
Angola,AGO,1993,8.417198
Angola,AGO,1994,7.7651978
Angola,AGO,1995,3.9446983
Angola,AGO,1996,3.8420982
Angola,AGO,1997,3.9295998
Angola,AGO,1998,5.035797
Angola,AGO,1999,6.023201
Angola,AGO,2000,4.999199
Angola,AGO,2001,5.891697
Angola,AGO,2002,4.9560013
Angola,AGO,2003,4.1061974
Angola,AGO,2004,4.125099
Angola,AGO,2005,4.1259003
Angola,AGO,2006,4.2906
Angola,AGO,2007,4.342201
Angola,AGO,2008,4.2066
Angola,AGO,2009,4.429798
Angola,AGO,2010,4.6239967
Angola,AGO,2011,4.555401
Angola,AGO,2012,4.8039017
Angola,AGO,2013,4.758999
Angola,AGO,2014,4.8653984
Angola,AGO,2015,4.8810997
Angola,AGO,2016,4.6927986
Angola,AGO,2017,4.6879997
Angola,AGO,2018,5.135502
Angola,AGO,2019,4.9441986
Angola,AGO,2020,5.398102
Angola,AGO,2021,5.277504
Anguilla,AIA,1950,4.2136
Anguilla,AIA,1951,4.174
Anguilla,AIA,1952,4.2532997
Anguilla,AIA,1953,4.4970016
Anguilla,AIA,1954,4.6556015
Anguilla,AIA,1955,4.7290993
Anguilla,AIA,1956,4.8322983
Anguilla,AIA,1957,5.0336
Anguilla,AIA,1958,5.3600006
Anguilla,AIA,1959,5.6399
Anguilla,AIA,1960,4.9123993
Anguilla,AIA,1961,5.728401
Anguilla,AIA,1962,5.9247017
Anguilla,AIA,1963,6.189598
Anguilla,AIA,1964,6.3498
Anguilla,AIA,1965,6.663803
Anguilla,AIA,1966,6.882004
Anguilla,AIA,1967,7.0017014
Anguilla,AIA,1968,7.105198
Anguilla,AIA,1969,7.336998
Anguilla,AIA,1970,7.5620003
Anguilla,AIA,1971,7.6863976
Anguilla,AIA,1972,7.9366035
Anguilla,AIA,1973,8.209797
Anguilla,AIA,1974,8.304501
Anguilla,AIA,1975,8.3466
Anguilla,AIA,1976,8.4941025
Anguilla,AIA,1977,8.350704
Anguilla,AIA,1978,8.075798
Anguilla,AIA,1979,7.8344955
Anguilla,AIA,1980,7.4956055
Anguilla,AIA,1981,7.009201
Anguilla,AIA,1982,6.3944016
Anguilla,AIA,1983,6.047699
Anguilla,AIA,1984,5.744095
Anguilla,AIA,1985,5.319504
Anguilla,AIA,1986,4.8227005
Anguilla,AIA,1987,4.492195
Anguilla,AIA,1988,4.3760986
Anguilla,AIA,1989,4.225395
Anguilla,AIA,1990,3.8825989
Anguilla,AIA,1991,3.7006989
Anguilla,AIA,1992,3.839203
Anguilla,AIA,1993,4.148201
Anguilla,AIA,1994,4.2698975
Anguilla,AIA,1995,4.3050995
Anguilla,AIA,1996,4.2693024
Anguilla,AIA,1997,4.331299
Anguilla,AIA,1998,4.3374023
Anguilla,AIA,1999,4.3535004
Anguilla,AIA,2000,4.400894
Anguilla,AIA,2001,4.3998947
Anguilla,AIA,2002,4.4870987
Anguilla,AIA,2003,4.684601
Anguilla,AIA,2004,4.960205
Anguilla,AIA,2005,5.218506
Anguilla,AIA,2006,5.4775925
Anguilla,AIA,2007,5.7220993
Anguilla,AIA,2008,6.0364
Anguilla,AIA,2009,6.3186035
Anguilla,AIA,2010,6.6635056
Anguilla,AIA,2011,6.8583984
Anguilla,AIA,2012,6.806099
Anguilla,AIA,2013,6.7612
Anguilla,AIA,2014,6.9161987
Anguilla,AIA,2015,7.1041946
Anguilla,AIA,2016,7.214798
Anguilla,AIA,2017,6.663498
Anguilla,AIA,2018,7.234497
Anguilla,AIA,2019,7.1865005
Anguilla,AIA,2020,7.219002
Anguilla,AIA,2021,7.203003
Antigua and Barbuda,ATG,1950,4.4678
Antigua and Barbuda,ATG,1951,4.526203
Antigua and Barbuda,ATG,1952,4.639202
Antigua and Barbuda,ATG,1953,4.5102005
Antigua and Barbuda,ATG,1954,4.5810013
Antigua and Barbuda,ATG,1955,4.7495995
Antigua and Barbuda,ATG,1956,4.653103
Antigua and Barbuda,ATG,1957,4.8605003
Antigua and Barbuda,ATG,1958,4.8929977
Antigua and Barbuda,ATG,1959,4.9544983
Antigua and Barbuda,ATG,1960,4.8629
Antigua and Barbuda,ATG,1961,4.9286957
Antigua and Barbuda,ATG,1962,5.042202
Antigua and Barbuda,ATG,1963,4.992195
Antigua and Barbuda,ATG,1964,5.270195
Antigua and Barbuda,ATG,1965,5.262497
Antigua and Barbuda,ATG,1966,5.2434998
Antigua and Barbuda,ATG,1967,5.2958984
Antigua and Barbuda,ATG,1968,5.279701
Antigua and Barbuda,ATG,1969,5.3838043
Antigua and Barbuda,ATG,1970,5.4465027
Antigua and Barbuda,ATG,1971,5.605797
Antigua and Barbuda,ATG,1972,5.506897
Antigua and Barbuda,ATG,1973,5.3022003
Antigua and Barbuda,ATG,1974,5.4981003
Antigua and Barbuda,ATG,1975,5.4944
Antigua and Barbuda,ATG,1976,5.1973953
Antigua and Barbuda,ATG,1977,5.2345047
Antigua and Barbuda,ATG,1978,5.4207993
Antigua and Barbuda,ATG,1979,5.4295044
Antigua and Barbuda,ATG,1980,5.3103943
Antigua and Barbuda,ATG,1981,5.271698
Antigua and Barbuda,ATG,1982,5.3515015
Antigua and Barbuda,ATG,1983,5.2426987
Antigua and Barbuda,ATG,1984,5.218498
Antigua and Barbuda,ATG,1985,5.2338943
Antigua and Barbuda,ATG,1986,5.2378006
Antigua and Barbuda,ATG,1987,5.2919006
Antigua and Barbuda,ATG,1988,5.208
Antigua and Barbuda,ATG,1989,5.0935974
Antigua and Barbuda,ATG,1990,5.0710983
Antigua and Barbuda,ATG,1991,5.0139008
Antigua and Barbuda,ATG,1992,5.133003
Antigua and Barbuda,ATG,1993,4.806801
Antigua and Barbuda,ATG,1994,5.034401
Antigua and Barbuda,ATG,1995,5.251404
Antigua and Barbuda,ATG,1996,5.4954987
Antigua and Barbuda,ATG,1997,5.6809006
Antigua and Barbuda,ATG,1998,5.9055023
Antigua and Barbuda,ATG,1999,5.868202
Antigua and Barbuda,ATG,2000,6.1176987
Antigua and Barbuda,ATG,2001,6.2237015
Antigua and Barbuda,ATG,2002,5.953903
Antigua and Barbuda,ATG,2003,5.2677
Antigua and Barbuda,ATG,2004,4.8112946
Antigua and Barbuda,ATG,2005,5.2986984
Antigua and Barbuda,ATG,2006,5.3775024
Antigua and Barbuda,ATG,2007,5.4912033
Antigua and Barbuda,ATG,2008,5.578697
Antigua and Barbuda,ATG,2009,5.5088043
Antigua and Barbuda,ATG,2010,5.4750977
Antigua and Barbuda,ATG,2011,5.4622955
Antigua and Barbuda,ATG,2012,5.4851
Antigua and Barbuda,ATG,2013,5.5595016
Antigua and Barbuda,ATG,2014,5.626999
Antigua and Barbuda,ATG,2015,5.2405014
Antigua and Barbuda,ATG,2016,5.2794037
Antigua and Barbuda,ATG,2017,5.2009964
Antigua and Barbuda,ATG,2018,5.2767944
Antigua and Barbuda,ATG,2019,5.2615967
Antigua and Barbuda,ATG,2020,5.2549973
Antigua and Barbuda,ATG,2021,5.165802
Argentina,ARG,1950,5.533703
Argentina,ARG,1951,5.283699
Argentina,ARG,1952,5.4344025
Argentina,ARG,1953,6.001503
Argentina,ARG,1954,5.7666016
Argentina,ARG,1955,6.0743027
Argentina,ARG,1956,6.1632957
Argentina,ARG,1957,6.1118965
Argentina,ARG,1958,6.142601
Argentina,ARG,1959,6.3567963
Argentina,ARG,1960,6.7015
Argentina,ARG,1961,6.791603
Argentina,ARG,1962,6.9954987
Argentina,ARG,1963,7.1071014
Argentina,ARG,1964,7.2243004
Argentina,ARG,1965,7.2581024
Argentina,ARG,1966,7.2362976
Argentina,ARG,1967,7.4659996
Argentina,ARG,1968,7.7187996
Argentina,ARG,1969,7.8039017
Argentina,ARG,1970,7.7343025
Argentina,ARG,1971,7.464699
Argentina,ARG,1972,7.5484962
Argentina,ARG,1973,7.6430016
Argentina,ARG,1974,7.944401
Argentina,ARG,1975,7.977398
Argentina,ARG,1976,8.122803
Argentina,ARG,1977,8.243504
Argentina,ARG,1978,7.941101
Argentina,ARG,1979,7.8395996
Argentina,ARG,1980,7.7237015
Argentina,ARG,1981,7.963707
Argentina,ARG,1982,7.9561005
Argentina,ARG,1983,7.6920013
Argentina,ARG,1984,7.7105026
Argentina,ARG,1985,7.111801
Argentina,ARG,1986,6.9833984
Argentina,ARG,1987,6.8552017
Argentina,ARG,1988,6.669403
Argentina,ARG,1989,6.6451035
Argentina,ARG,1990,6.4114
Argentina,ARG,1991,6.6776047
Argentina,ARG,1992,6.624199
Argentina,ARG,1993,6.7798996
Argentina,ARG,1994,5.8684998
Argentina,ARG,1995,6.2932053
Argentina,ARG,1996,6.2948
Argentina,ARG,1997,6.759201
Argentina,ARG,1998,6.608803
Argentina,ARG,1999,6.5824966
Argentina,ARG,2000,6.6406937
Argentina,ARG,2001,6.8404007
Argentina,ARG,2002,7.3226013
Argentina,ARG,2003,6.445404
Argentina,ARG,2004,6.5725937
Argentina,ARG,2005,6.835594
Argentina,ARG,2006,6.649498
Argentina,ARG,2007,7.0281982
Argentina,ARG,2008,6.6506042
Argentina,ARG,2009,6.3765945
Argentina,ARG,2010,6.3212967
Argentina,ARG,2011,6.4813004
Argentina,ARG,2012,7.0146027
Argentina,ARG,2013,6.9151993
Argentina,ARG,2014,6.5794983
Argentina,ARG,2015,6.893402
Argentina,ARG,2016,6.7373962
Argentina,ARG,2017,6.5587006
Argentina,ARG,2018,6.698601
Argentina,ARG,2019,6.823906
Argentina,ARG,2020,6.738098
Argentina,ARG,2021,6.4653015
Armenia,ARM,1950,5.9708977
Armenia,ARM,1951,6.049301
Armenia,ARM,1952,5.7684975
Armenia,ARM,1953,5.9106026
Armenia,ARM,1954,6.032501
Armenia,ARM,1955,6.290497
Armenia,ARM,1956,6.3246
Armenia,ARM,1957,6.4804
Armenia,ARM,1958,6.2446976
Armenia,ARM,1959,6.3937035
Armenia,ARM,1960,6.3824997
Armenia,ARM,1961,6.5226974
Armenia,ARM,1962,6.554901
Armenia,ARM,1963,6.149803
Armenia,ARM,1964,6.2487984
Armenia,ARM,1965,6.360504
Armenia,ARM,1966,6.1498985
Armenia,ARM,1967,6.2494965
Armenia,ARM,1968,6.6982
Armenia,ARM,1969,6.7836
Armenia,ARM,1970,6.6872025
Armenia,ARM,1971,6.804798
Armenia,ARM,1972,6.9687996
Armenia,ARM,1973,6.929596
Armenia,ARM,1974,6.825901
Armenia,ARM,1975,6.591301
Armenia,ARM,1976,6.601101
Armenia,ARM,1977,6.927799
Armenia,ARM,1978,6.927803
Armenia,ARM,1979,6.9978027
Armenia,ARM,1980,6.606598
Armenia,ARM,1981,6.804001
Armenia,ARM,1982,6.8152046
Armenia,ARM,1983,7.0200996
Armenia,ARM,1984,6.7143936
Armenia,ARM,1985,6.1819
Armenia,ARM,1986,6.401001
Armenia,ARM,1987,5.898796
Armenia,ARM,1988,1.5638008
