IsCanceled,LeadTime,ArrivalDateYear,ArrivalDateMonth,ArrivalDateWeekNumber,ArrivalDateDayOfMonth,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,Country,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,AssignedRoomType,BookingChanges,DepositType,Agent,Company,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,ReservationStatus,ReservationStatusDate
0,43,2015,July,27,3,0,2,2,0,0,HB       ,PRT,Groups,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          1,       NULL,0,Transient-Party,86,0,0,Check-Out,2015-07-05
0,43,2015,July,27,3,0,2,2,0,0,HB       ,PRT,Groups,TA/TO,              0,0,0,A               ,A               ,1,No Deposit     ,          1,       NULL,0,Transient-Party,43,0,0,Check-Out,2015-07-05
0,43,2015,July,27,3,0,2,2,0,0,HB       ,PRT,Groups,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          1,       NULL,0,Transient-Party,86,0,0,Check-Out,2015-07-05
0,4,2015,July,27,3,0,2,1,0,0,HB       ,PRT,Groups,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          1,       NULL,0,Transient-Party,63,0,0,Check-Out,2015-07-05
1,43,2015,July,27,3,0,2,2,0,0,HB       ,PRT,Groups,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          1,       NULL,0,Transient-Party,86,0,0,Canceled,2015-06-29
0,43,2015,July,27,3,0,2,1,0,0,HB       ,PRT,Groups,TA/TO,              0,0,0,A               ,A               ,1,No Deposit     ,          1,       NULL,0,Transient-Party,63,0,0,Check-Out,2015-07-05
1,43,2015,July,27,3,0,2,1,0,0,HB       ,PRT,Groups,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          1,       NULL,0,Transient-Party,63,0,0,Canceled,2015-06-16
0,43,2015,July,27,3,0,2,2,0,0,HB       ,PRT,Groups,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          1,       NULL,0,Transient-Party,86,0,0,Check-Out,2015-07-05
0,43,2015,July,27,3,0,2,2,0,0,HB       ,PRT,Groups,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          1,       NULL,0,Transient-Party,86,0,0,Check-Out,2015-07-05
1,43,2015,July,27,3,0,2,1,0,0,HB       ,PRT,Groups,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          1,       NULL,0,Transient-Party,63,0,0,Canceled,2015-06-29
1,43,2015,July,27,3,0,2,2,0,0,HB       ,PRT,Groups,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          1,       NULL,0,Transient-Party,86,0,0,Canceled,2015-06-16
1,97,2015,July,27,3,0,2,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         13,       NULL,0,Transient,63.75,0,1,Canceled,2015-06-30
0,43,2015,July,27,3,0,2,2,0,0,HB       ,PRT,Groups,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          1,       NULL,0,Transient-Party,86,0,0,Check-Out,2015-07-05
0,43,2015,July,27,3,0,2,2,0,0,HB       ,PRT,Groups,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          1,       NULL,0,Transient-Party,86,0,0,Check-Out,2015-07-05
1,80,2015,July,27,3,1,2,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,76.5,0,1,Canceled,2015-04-17
0,60,2015,July,27,3,2,5,2,0,0,SC       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,1,No Deposit     ,         11,       NULL,0,Transient,60.27,0,0,Check-Out,2015-07-10
1,106,2015,July,27,4,1,1,1,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,68,0,0,Canceled,2015-06-01
1,68,2015,July,27,4,2,1,1,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,68,0,0,Canceled,2015-06-23
1,92,2015,July,27,4,2,1,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,1,No Deposit     ,          9,       NULL,0,Transient,76.5,0,1,Canceled,2015-06-15
0,18,2015,July,27,4,2,2,1,0,0,BB       ,PRT,Groups,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          1,       NULL,0,Transient-Party,60,0,0,Check-Out,2015-07-08
1,71,2015,July,28,5,2,1,2,0,0,SC       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,1,No Deposit     ,         11,       NULL,0,Transient,55.8,0,0,Canceled,2015-06-30
1,85,2015,July,28,5,2,1,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          7,       NULL,0,Transient,52.36,0,0,Canceled,2015-06-20
1,92,2015,July,28,5,2,3,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          7,       NULL,0,Transient,49.74,0,0,Canceled,2015-07-03
1,75,2015,July,28,6,1,1,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,76.5,0,1,Canceled,2015-06-20
1,92,2015,July,28,6,1,3,1,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,68,0,2,Canceled,2015-04-21
1,89,2015,July,28,6,1,4,1,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,68,0,1,Canceled,2015-06-20
1,100,2015,July,28,6,1,4,2,0,1,HB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         15,       NULL,0,Transient,93.6,0,2,Canceled,2015-06-15
1,83,2015,July,28,6,2,5,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,76.5,0,1,Canceled,2015-05-22
1,72,2015,July,28,6,3,6,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,76.5,0,1,Canceled,2015-06-25
1,111,2015,July,28,6,1,2,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,76.5,0,1,No-Show,2015-07-06
1,86,2015,July,28,6,1,3,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,76.5,0,0,Canceled,2015-06-17
1,73,2015,July,28,7,0,4,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          7,       NULL,0,Transient,68,0,0,Canceled,2015-06-27
1,92,2015,July,28,7,0,4,1,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,68,0,0,Canceled,2015-06-26
1,55,2015,July,28,7,0,4,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,1,No Deposit     ,          9,       NULL,0,Transient-Party,81,0,2,Canceled,2015-06-27
0,69,2015,July,28,7,0,2,2,1,0,BB       ,PRT,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         13,       NULL,0,Transient,76.08,0,0,Check-Out,2015-07-09
1,76,2015,July,28,7,0,3,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient-Party,76.5,0,2,Canceled,2015-06-17
1,76,2015,July,28,7,0,3,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient-Party,76.5,0,1,Canceled,2015-06-17
1,79,2015,July,28,7,0,3,2,0,0,BB       ,PRT,Complementary,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,37.33,0,1,Canceled,2015-06-16
1,61,2015,July,28,7,0,4,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,76.5,0,1,Canceled,2015-06-29
1,55,2015,July,28,7,0,4,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,1,No Deposit     ,          9,       NULL,0,Transient-Party,90,0,2,Canceled,2015-06-27
1,63,2015,July,28,7,2,5,2,0,0,BB       ,PRT,Direct,Direct,              0,0,0,B               ,B               ,0,No Deposit     ,       NULL,       NULL,0,Transient-Party,45,0,1,Canceled,2015-07-07
1,63,2015,July,28,7,2,5,2,0,0,BB       ,PRT,Direct,Direct,              0,0,0,B               ,B               ,2,No Deposit     ,       NULL,       NULL,0,Transient-Party,45,0,1,Canceled,2015-07-07
1,77,2015,July,28,7,2,5,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          8,       NULL,0,Transient,76.5,0,0,Canceled,2015-07-07
0,54,2015,July,28,7,2,8,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          7,       NULL,0,Transient,62.37,0,0,Check-Out,2015-07-17
1,90,2015,July,28,7,5,15,1,0,0,SC       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         11,       NULL,0,Transient,48.6,0,0,Canceled,2015-04-08
1,90,2015,July,28,7,5,15,1,0,0,SC       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         11,       NULL,0,Transient,48.6,0,0,Canceled,2015-04-11
1,117,2015,July,28,7,5,15,1,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         11,       NULL,0,Transient,48.6,0,0,Canceled,2015-04-08
0,6,2015,July,28,8,0,2,2,0,0,BB       ,PRT,Groups,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          1,       NULL,0,Transient-Party,62,0,0,Check-Out,2015-07-10
1,105,2015,July,28,8,0,2,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,76.5,0,1,Canceled,2015-04-05
0,51,2015,July,28,8,1,4,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         27,       NULL,0,Transient,67.5,0,0,Check-Out,2015-07-13
1,97,2015,July,28,8,1,4,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,76.5,0,2,Canceled,2015-06-29
0,72,2015,July,28,8,1,4,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          8,       NULL,0,Transient,76.5,0,0,Check-Out,2015-07-13
1,72,2015,July,28,8,2,5,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,76.5,0,1,Canceled,2015-06-25
1,61,2015,July,28,8,2,8,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          8,       NULL,0,Transient,68.85,0,0,Canceled,2015-05-14
1,63,2015,July,28,8,2,8,2,0,0,SC       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          8,       NULL,0,Transient,68.85,0,0,Canceled,2015-05-07
1,24,2015,July,28,9,0,2,3,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         15,       NULL,0,Transient,100,0,0,Canceled,2015-06-15
1,89,2015,July,28,9,0,3,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,76.5,0,1,Canceled,2015-06-27
0,92,2015,July,28,9,2,3,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          7,       NULL,0,Transient,58.9,0,1,Check-Out,2015-07-14
1,84,2015,July,28,10,0,1,2,0,0,BB       ,PRT,Groups,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          1,       NULL,0,Transient,63.75,0,0,Canceled,2015-06-30
1,65,2015,July,28,10,0,2,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,68.85,0,1,Canceled,2015-07-01
1,85,2015,July,28,10,1,2,2,0,0,BB       ,PRT,Direct,Direct,              0,0,0,A               ,A               ,0,No Deposit     ,         14,       NULL,0,Transient,76.5,0,0,Canceled,2015-07-10
1,115,2015,July,28,10,2,3,1,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,68,0,2,Canceled,2015-05-25
0,67,2015,July,28,10,2,3,2,2,0,BB       ,PRT,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,1,No Deposit     ,         22,       NULL,0,Transient,106.25,0,0,Check-Out,2015-07-15
1,87,2015,July,28,10,3,7,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          7,       NULL,0,Transient,58.9,0,1,Canceled,2015-06-01
1,87,2015,July,28,10,3,7,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          7,       NULL,0,Transient,58.9,0,1,Canceled,2015-06-01
0,71,2015,July,28,11,0,1,1,0,0,SC       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,1,No Deposit     ,         11,       NULL,0,Transient,51.96,0,0,Check-Out,2015-07-12
0,3,2015,July,28,11,0,1,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         17,       NULL,0,Transient-Party,75,0,0,Check-Out,2015-07-12
0,71,2015,July,28,11,0,1,1,0,0,SC       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,1,No Deposit     ,         11,       NULL,0,Transient,51.96,0,0,Check-Out,2015-07-12
0,3,2015,July,28,11,0,1,3,0,0,BB       ,PRT,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         17,       NULL,0,Transient-Party,104,0,0,Check-Out,2015-07-12
1,109,2015,July,28,11,2,1,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,76.5,0,1,Canceled,2015-06-27
0,96,2015,July,28,11,2,1,2,0,0,HB       ,PRT,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         17,       NULL,0,Transient-Party,94.5,0,0,Check-Out,2015-07-14
0,96,2015,July,28,11,2,1,2,0,0,HB       ,PRT,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         17,       NULL,0,Transient-Party,94.5,0,0,Check-Out,2015-07-14
1,65,2015,July,28,11,2,1,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,76.5,0,1,Canceled,2015-06-12
1,114,2015,July,28,11,2,1,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          8,       NULL,0,Transient,76.5,0,0,Canceled,2015-05-11
0,96,2015,July,28,11,2,1,2,0,0,HB       ,PRT,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         17,       NULL,0,Transient-Party,94.5,0,0,Check-Out,2015-07-14
1,96,2015,July,28,11,2,1,2,0,0,HB       ,ITA,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         17,       NULL,0,Transient-Party,94.5,0,0,Canceled,2015-06-23
0,3,2015,July,28,11,2,1,3,0,0,HB       ,PRT,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         17,       NULL,0,Transient-Party,138.5,0,0,Check-Out,2015-07-14
0,61,2015,July,28,11,2,1,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          7,       NULL,0,Transient,55.96,0,0,Check-Out,2015-07-14
0,96,2015,July,28,11,2,1,2,0,0,HB       ,PRT,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         17,       NULL,0,Transient-Party,94.5,0,0,Check-Out,2015-07-14
0,96,2015,July,28,11,2,1,2,0,0,HB       ,PRT,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         17,       NULL,0,Transient-Party,94.5,0,0,Check-Out,2015-07-14
0,3,2015,July,28,11,2,1,1,0,0,HB       ,PRT,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         17,       NULL,0,Transient-Party,72.5,0,0,Check-Out,2015-07-14
1,96,2015,July,28,11,2,1,2,0,0,HB       ,ITA,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         17,       NULL,0,Transient-Party,94.5,0,0,Canceled,2015-06-23
1,96,2015,July,28,11,2,1,2,0,0,HB       ,ITA,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         17,       NULL,0,Transient-Party,94.5,0,0,Canceled,2015-06-23
0,96,2015,July,28,11,2,1,2,0,0,HB       ,PRT,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         17,       NULL,0,Transient-Party,94.5,0,0,Check-Out,2015-07-14
1,96,2015,July,28,11,2,1,2,0,0,HB       ,ITA,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         17,       NULL,0,Transient-Party,94.5,0,0,Canceled,2015-06-23
0,3,2015,July,28,11,2,1,1,0,0,HB       ,PRT,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         17,       NULL,0,Transient-Party,72.5,0,0,Check-Out,2015-07-14
0,96,2015,July,28,11,2,1,2,0,0,HB       ,PRT,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         17,       NULL,0,Transient-Party,94.5,0,0,Check-Out,2015-07-14
1,96,2015,July,28,11,2,1,2,0,0,HB       ,ITA,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         17,       NULL,0,Transient-Party,94.5,0,0,Canceled,2015-06-23
1,96,2015,July,28,11,2,1,2,0,0,HB       ,ITA,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         17,       NULL,0,Transient-Party,94.5,0,0,Canceled,2015-06-23
0,96,2015,July,28,11,2,1,2,0,0,HB       ,PRT,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         17,       NULL,0,Transient-Party,94.5,0,0,Check-Out,2015-07-14
1,96,2015,July,28,11,2,1,2,0,0,HB       ,ITA,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         17,       NULL,0,Transient-Party,94.5,0,0,Canceled,2015-06-23
0,61,2015,July,28,11,2,1,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          7,       NULL,0,Transient,55.96,0,0,Check-Out,2015-07-14
0,3,2015,July,28,11,2,1,1,0,0,HB       ,PRT,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         17,       NULL,0,Transient-Party,72.5,0,0,Check-Out,2015-07-14
0,66,2015,July,28,11,2,1,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          7,       NULL,0,Transient,58.9,0,0,Check-Out,2015-07-14
0,96,2015,July,28,11,2,1,2,0,0,HB       ,PRT,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         17,       NULL,0,Transient-Party,94.5,0,0,Check-Out,2015-07-14
0,96,2015,July,28,11,2,1,2,0,0,HB       ,PRT,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         17,       NULL,0,Transient-Party,94.5,0,0,Check-Out,2015-07-14
0,96,2015,July,28,11,2,1,2,0,0,HB       ,PRT,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         17,       NULL,0,Transient-Party,94.5,0,0,Check-Out,2015-07-14
0,96,2015,July,28,11,2,1,2,0,0,HB       ,PRT,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         17,       NULL,0,Transient-Party,94.5,0,0,Check-Out,2015-07-14
1,96,2015,July,28,11,2,1,2,0,0,HB       ,ITA,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         17,       NULL,0,Transient-Party,94.5,0,0,Canceled,2015-06-23
1,114,2015,July,28,11,2,1,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          8,       NULL,0,Transient,76.5,0,0,Canceled,2015-05-11
0,96,2015,July,28,11,2,1,2,0,0,HB       ,PRT,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         17,       NULL,0,Transient-Party,94.5,0,0,Check-Out,2015-07-14
1,96,2015,July,28,11,2,1,2,0,0,HB       ,ITA,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         17,       NULL,0,Transient-Party,94.5,0,0,Canceled,2015-06-23
0,3,2015,July,28,11,2,1,3,0,0,HB       ,PRT,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         17,       NULL,0,Transient-Party,138.5,0,0,Check-Out,2015-07-14
0,96,2015,July,28,11,2,1,2,0,0,HB       ,PRT,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         17,       NULL,0,Transient-Party,94.5,0,0,Check-Out,2015-07-14
1,96,2015,July,28,11,2,1,2,0,0,HB       ,ITA,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         17,       NULL,0,Transient-Party,94.5,0,0,Canceled,2015-06-23
1,96,2015,July,28,11,2,1,2,0,0,HB       ,ITA,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         17,       NULL,0,Transient-Party,94.5,0,0,Canceled,2015-06-23
1,69,2015,July,29,12,2,0,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,1,No Deposit     ,          9,       NULL,0,Transient,76.5,0,1,Canceled,2015-07-02
1,59,2015,July,29,12,2,4,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,76.5,0,0,Canceled,2015-06-15
0,96,2015,July,29,13,1,0,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,         13,       NULL,0,Transient,63.75,0,0,Check-Out,2015-07-14
1,60,2015,July,29,13,1,0,2,0,0,BB       ,PRT,Direct,Direct,              0,0,0,A               ,A               ,0,No Deposit     ,         14,       NULL,0,Transient,76.5,0,0,No-Show,2015-07-13
1,122,2015,July,29,13,1,0,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient-Party,76.5,0,2,Canceled,2015-06-17
1,60,2015,July,29,13,1,0,2,0,0,BB       ,PRT,Direct,Direct,              0,0,0,A               ,A               ,0,No Deposit     ,         14,       NULL,0,Transient,91.33,0,0,No-Show,2015-07-13
1,60,2015,July,29,13,1,0,2,0,0,BB       ,PRT,Direct,Direct,              0,0,0,A               ,A               ,0,No Deposit     ,         14,       NULL,0,Transient,76.5,0,0,No-Show,2015-07-13
1,60,2015,July,29,13,1,0,2,1,0,BB       ,PRT,Direct,Direct,              0,0,0,A               ,A               ,0,No Deposit     ,         14,       NULL,0,Transient,91.33,0,0,No-Show,2015-07-13
1,122,2015,July,29,13,1,0,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient-Party,76.5,0,2,Canceled,2015-06-17
1,60,2015,July,29,13,1,0,2,0,0,BB       ,PRT,Direct,Direct,              0,0,0,A               ,A               ,0,No Deposit     ,         14,       NULL,0,Transient,91.33,0,0,No-Show,2015-07-13
1,123,2015,July,29,13,1,0,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,76.5,0,1,Canceled,2015-06-30
1,60,2015,July,29,13,1,0,1,0,0,BB       ,PRT,Direct,Direct,              0,0,0,A               ,A               ,0,No Deposit     ,         14,       NULL,0,Transient,67.15,0,0,No-Show,2015-07-13
1,73,2015,July,29,13,1,2,2,0,0,BB       ,PRT,Online TA,TA/TO,              0,0,0,A               ,A               ,0,No Deposit     ,          8,       NULL,0,Transient,76.5,0,0,No-Show,2015-07-13
