Entity,Code,Year,gini_disposable__age_total,gini_market__age_total,population_historical,owid_region
Afghanistan,AFG,1800,NA,NA,3280000,NA
Afghanistan,AFG,1801,NA,NA,3280000,NA
Afghanistan,AFG,1802,NA,NA,3280000,NA
Afghanistan,AFG,1803,NA,NA,3280000,NA
Afghanistan,AFG,1804,NA,NA,3280000,NA
Afghanistan,AFG,1805,NA,NA,3280000,NA
Afghanistan,AFG,1806,NA,NA,3280000,NA
Afghanistan,AFG,1807,NA,NA,3280000,NA
Afghanistan,AFG,1808,NA,NA,3280000,NA
Afghanistan,AFG,1809,NA,NA,3280000,NA
Afghanistan,AFG,1810,NA,NA,3280000,NA
Afghanistan,AFG,1811,NA,NA,3280000,NA
Afghanistan,AFG,1812,NA,NA,3280000,NA
Afghanistan,AFG,1813,NA,NA,3280000,NA
Afghanistan,AFG,1814,NA,NA,3280000,NA
Afghanistan,AFG,1815,NA,NA,3280000,NA
Afghanistan,AFG,1816,NA,NA,3280000,NA
Afghanistan,AFG,1817,NA,NA,3280000,NA
Afghanistan,AFG,1818,NA,NA,3280000,NA
Afghanistan,AFG,1819,NA,NA,3282935,NA
Afghanistan,AFG,1820,NA,NA,3288817,NA
Afghanistan,AFG,1821,NA,NA,3297661,NA
Afghanistan,AFG,1822,NA,NA,3309479,NA
Afghanistan,AFG,1823,NA,NA,3324285,NA
Afghanistan,AFG,1824,NA,NA,3339157,NA
Afghanistan,AFG,1825,NA,NA,3354095,NA
Afghanistan,AFG,1826,NA,NA,3369101,NA
Afghanistan,AFG,1827,NA,NA,3384173,NA
Afghanistan,AFG,1828,NA,NA,3399313,NA
Afghanistan,AFG,1829,NA,NA,3414520,NA
Afghanistan,AFG,1830,NA,NA,3429796,NA
Afghanistan,AFG,1831,NA,NA,3445140,NA
Afghanistan,AFG,1832,NA,NA,3460553,NA
Afghanistan,AFG,1833,NA,NA,3476034,NA
Afghanistan,AFG,1834,NA,NA,3491585,NA
Afghanistan,AFG,1835,NA,NA,3507205,NA
Afghanistan,AFG,1836,NA,NA,3522896,NA
Afghanistan,AFG,1837,NA,NA,3538656,NA
Afghanistan,AFG,1838,NA,NA,3554487,NA
Afghanistan,AFG,1839,NA,NA,3570389,NA
Afghanistan,AFG,1840,NA,NA,3586362,NA
Afghanistan,AFG,1841,NA,NA,3602406,NA
Afghanistan,AFG,1842,NA,NA,3618522,NA
Afghanistan,AFG,1843,NA,NA,3634711,NA
Afghanistan,AFG,1844,NA,NA,3650971,NA
Afghanistan,AFG,1845,NA,NA,3667305,NA
Afghanistan,AFG,1846,NA,NA,3683711,NA
Afghanistan,AFG,1847,NA,NA,3700191,NA
Afghanistan,AFG,1848,NA,NA,3716745,NA
Afghanistan,AFG,1849,NA,NA,3734342,NA
Afghanistan,AFG,1850,NA,NA,3752993,NA
Afghanistan,AFG,1851,NA,NA,3767956,NA
Afghanistan,AFG,1852,NA,NA,3783940,NA
Afghanistan,AFG,1853,NA,NA,3800954,NA
Afghanistan,AFG,1854,NA,NA,3818038,NA
Afghanistan,AFG,1855,NA,NA,3835192,NA
Afghanistan,AFG,1856,NA,NA,3852417,NA
Afghanistan,AFG,1857,NA,NA,3869714,NA
Afghanistan,AFG,1858,NA,NA,3887081,NA
Afghanistan,AFG,1859,NA,NA,3904521,NA
Afghanistan,AFG,1860,NA,NA,3922032,NA
Afghanistan,AFG,1861,NA,NA,3939616,NA
Afghanistan,AFG,1862,NA,NA,3957271,NA
Afghanistan,AFG,1863,NA,NA,3975000,NA
Afghanistan,AFG,1864,NA,NA,3992801,NA
Afghanistan,AFG,1865,NA,NA,4010675,NA
Afghanistan,AFG,1866,NA,NA,4028623,NA
Afghanistan,AFG,1867,NA,NA,4046645,NA
Afghanistan,AFG,1868,NA,NA,4064740,NA
Afghanistan,AFG,1869,NA,NA,4082915,NA
Afghanistan,AFG,1870,NA,NA,4101170,NA
Afghanistan,AFG,1871,NA,NA,4119504,NA
Afghanistan,AFG,1872,NA,NA,4137920,NA
Afghanistan,AFG,1873,NA,NA,4156416,NA
Afghanistan,AFG,1874,NA,NA,4174988,NA
Afghanistan,AFG,1875,NA,NA,4193635,NA
Afghanistan,AFG,1876,NA,NA,4212359,NA
Afghanistan,AFG,1877,NA,NA,4231159,NA
Afghanistan,AFG,1878,NA,NA,4250036,NA
Afghanistan,AFG,1879,NA,NA,4268990,NA
Afghanistan,AFG,1880,NA,NA,4288021,NA
Afghanistan,AFG,1881,NA,NA,4307129,NA
Afghanistan,AFG,1882,NA,NA,4326316,NA
Afghanistan,AFG,1883,NA,NA,4345580,NA
Afghanistan,AFG,1884,NA,NA,4364922,NA
Afghanistan,AFG,1885,NA,NA,4384343,NA
Afghanistan,AFG,1886,NA,NA,4403843,NA
Afghanistan,AFG,1887,NA,NA,4423422,NA
Afghanistan,AFG,1888,NA,NA,4443080,NA
Afghanistan,AFG,1889,NA,NA,4462817,NA
Afghanistan,AFG,1890,NA,NA,4482635,NA
Afghanistan,AFG,1891,NA,NA,4502532,NA
Afghanistan,AFG,1892,NA,NA,4522510,NA
Afghanistan,AFG,1893,NA,NA,4542568,NA
Afghanistan,AFG,1894,NA,NA,4562708,NA
Afghanistan,AFG,1895,NA,NA,4582928,NA
Afghanistan,AFG,1896,NA,NA,4603230,NA
Afghanistan,AFG,1897,NA,NA,4623613,NA
Afghanistan,AFG,1898,NA,NA,4644079,NA
Afghanistan,AFG,1899,NA,NA,4672084,NA
Afghanistan,AFG,1900,NA,NA,4707744,NA
Afghanistan,AFG,1901,NA,NA,4751177,NA
Afghanistan,AFG,1902,NA,NA,4802500,NA
Afghanistan,AFG,1903,NA,NA,4861833,NA
Afghanistan,AFG,1904,NA,NA,4921891,NA
Afghanistan,AFG,1905,NA,NA,4982681,NA
Afghanistan,AFG,1906,NA,NA,5044212,NA
Afghanistan,AFG,1907,NA,NA,5106495,NA
Afghanistan,AFG,1908,NA,NA,5169536,NA
Afghanistan,AFG,1909,NA,NA,5300178,NA
Afghanistan,AFG,1910,NA,NA,5504191,NA
Afghanistan,AFG,1911,NA,NA,5787792,NA
Afghanistan,AFG,1912,NA,NA,6157669,NA
Afghanistan,AFG,1913,NA,NA,6621025,NA
Afghanistan,AFG,1914,NA,NA,7119235,NA
Afghanistan,AFG,1915,NA,NA,7654918,NA
Afghanistan,AFG,1916,NA,NA,8230894,NA
Afghanistan,AFG,1917,NA,NA,8850190,NA
Afghanistan,AFG,1918,NA,NA,9529174,NA
Afghanistan,AFG,1919,NA,NA,9976355,NA
Afghanistan,AFG,1920,NA,NA,10188845,NA
Afghanistan,AFG,1921,NA,NA,10162753,NA
Afghanistan,AFG,1922,NA,NA,9893152,NA
Afghanistan,AFG,1923,NA,NA,9374030,NA
Afghanistan,AFG,1924,NA,NA,8882148,NA
Afghanistan,AFG,1925,NA,NA,8416077,NA
Afghanistan,AFG,1926,NA,NA,7974462,NA
Afghanistan,AFG,1927,NA,NA,7556019,NA
Afghanistan,AFG,1928,NA,NA,7159534,NA
Afghanistan,AFG,1929,NA,NA,6851115,NA
Afghanistan,AFG,1930,NA,NA,6626142,NA
Afghanistan,AFG,1931,NA,NA,6480237,NA
Afghanistan,AFG,1932,NA,NA,6409250,NA
Afghanistan,AFG,1933,NA,NA,6409250,NA
Afghanistan,AFG,1934,NA,NA,6409250,NA
Afghanistan,AFG,1935,NA,NA,6409250,NA
Afghanistan,AFG,1936,NA,NA,6409250,NA
Afghanistan,AFG,1937,NA,NA,6409250,NA
Afghanistan,AFG,1938,NA,NA,6409250,NA
Afghanistan,AFG,1939,NA,NA,6428903,NA
Afghanistan,AFG,1940,NA,NA,6468510,NA
Afghanistan,AFG,1941,NA,NA,6528377,NA
Afghanistan,AFG,1942,NA,NA,6608815,NA
Afghanistan,AFG,1943,NA,NA,6710138,NA
Afghanistan,AFG,1944,NA,NA,6813016,NA
Afghanistan,AFG,1945,NA,NA,6917471,NA
Afghanistan,AFG,1946,NA,NA,7023527,NA
Afghanistan,AFG,1947,NA,NA,7131209,NA
Afghanistan,AFG,1948,NA,NA,7240542,NA
Afghanistan,AFG,1949,NA,NA,7356890,NA
Afghanistan,AFG,1950,NA,NA,7776133,NA
Afghanistan,AFG,1951,NA,NA,7879295,NA
Afghanistan,AFG,1952,NA,NA,7987737,NA
Afghanistan,AFG,1953,NA,NA,8096656,NA
Afghanistan,AFG,1954,NA,NA,8207910,NA
Afghanistan,AFG,1955,NA,NA,8326933,NA
Afghanistan,AFG,1956,NA,NA,8454265,NA
Afghanistan,AFG,1957,NA,NA,8588294,NA
Afghanistan,AFG,1958,NA,NA,8723366,NA
Afghanistan,AFG,1959,NA,NA,8869225,NA
Afghanistan,AFG,1960,NA,NA,9034994,NA
Afghanistan,AFG,1961,NA,NA,9214035,NA
Afghanistan,AFG,1962,NA,NA,9404364,NA
Afghanistan,AFG,1963,NA,NA,9604447,NA
Afghanistan,AFG,1964,NA,NA,9814267,NA
Afghanistan,AFG,1965,NA,NA,10035943,NA
Afghanistan,AFG,1966,NA,NA,10266353,NA
Afghanistan,AFG,1967,NA,NA,10505922,NA
Afghanistan,AFG,1968,NA,NA,10756882,NA
Afghanistan,AFG,1969,NA,NA,11017366,NA
Afghanistan,AFG,1970,NA,NA,11290086,NA
Afghanistan,AFG,1971,NA,NA,11567632,NA
Afghanistan,AFG,1972,NA,NA,11853650,NA
Afghanistan,AFG,1973,NA,NA,12157952,NA
Afghanistan,AFG,1974,NA,NA,12469080,NA
Afghanistan,AFG,1975,NA,NA,12773909,NA
Afghanistan,AFG,1976,NA,NA,13059812,NA
Afghanistan,AFG,1977,NA,NA,13340713,NA
Afghanistan,AFG,1978,NA,NA,13611395,NA
Afghanistan,AFG,1979,NA,NA,13655537,NA
Afghanistan,AFG,1980,NA,NA,13169267,NA
Afghanistan,AFG,1981,NA,NA,11937540,NA
Afghanistan,AFG,1982,NA,NA,10991329,NA
Afghanistan,AFG,1983,NA,NA,10917939,NA
Afghanistan,AFG,1984,NA,NA,11190179,NA
Afghanistan,AFG,1985,NA,NA,11426806,NA
Afghanistan,AFG,1986,NA,NA,11420029,NA
Afghanistan,AFG,1987,NA,NA,11387776,NA
Afghanistan,AFG,1988,NA,NA,11523244,NA
Afghanistan,AFG,1989,NA,NA,11874030,NA
Afghanistan,AFG,1990,NA,NA,12045622,NA
Afghanistan,AFG,1991,NA,NA,12238831,NA
Afghanistan,AFG,1992,NA,NA,13278937,NA
Afghanistan,AFG,1993,NA,NA,14943125,NA
Afghanistan,AFG,1994,NA,NA,16250755,NA
Afghanistan,AFG,1995,NA,NA,17065794,NA
Afghanistan,AFG,1996,NA,NA,17763221,NA
Afghanistan,AFG,1997,NA,NA,18452049,NA
Afghanistan,AFG,1998,NA,NA,19159955,NA
Afghanistan,AFG,1999,NA,NA,19887737,NA
Afghanistan,AFG,2000,NA,NA,20130279,NA
Afghanistan,AFG,2001,NA,NA,20284252,NA
Afghanistan,AFG,2002,NA,NA,21378081,NA
Afghanistan,AFG,2003,NA,NA,22733007,NA
Afghanistan,AFG,2004,NA,NA,23560598,NA
Afghanistan,AFG,2005,NA,NA,24404520,NA
Afghanistan,AFG,2006,NA,NA,25424050,NA
Afghanistan,AFG,2007,NA,NA,25909790,NA
Afghanistan,AFG,2008,NA,NA,26482577,NA
Afghanistan,AFG,2009,NA,NA,27466056,NA
Afghanistan,AFG,2010,NA,NA,28284036,NA
Afghanistan,AFG,2011,NA,NA,29347668,NA
Afghanistan,AFG,2012,NA,NA,30559988,NA
Afghanistan,AFG,2013,NA,NA,31622662,NA
Afghanistan,AFG,2014,NA,NA,32792472,NA
Afghanistan,AFG,2015,NA,NA,33831716,NA
Afghanistan,AFG,2016,NA,NA,34700565,NA
Afghanistan,AFG,2017,NA,NA,35688889,NA
Afghanistan,AFG,2018,NA,NA,36742997,NA
Afghanistan,AFG,2019,NA,NA,37856071,NA
Afghanistan,AFG,2020,NA,NA,39068933,NA
Afghanistan,AFG,2021,NA,NA,40000360,NA
Afghanistan,AFG,2022,NA,NA,40578801,NA
Afghanistan,AFG,2023,NA,NA,41454709,Asia
Africa,NA,-10000,NA,NA,228973,NA
Africa,NA,-9000,NA,NA,325004,NA
Africa,NA,-8000,NA,NA,465827,NA
Africa,NA,-7000,NA,NA,674187,NA
Africa,NA,-6000,NA,NA,985195,NA
Africa,NA,-5000,NA,NA,1453426,NA
Africa,NA,-4000,NA,NA,2264223,NA
Africa,NA,-3000,NA,NA,4026815,NA
Africa,NA,-2000,NA,NA,6093084,NA
Africa,NA,-1000,NA,NA,9034441,NA
Africa,NA,0,NA,NA,14870035,NA
Africa,NA,100,NA,NA,16254022,NA
Africa,NA,200,NA,NA,17830592,NA
Africa,NA,300,NA,NA,18797924,NA
Africa,NA,400,NA,NA,20068212,NA
Africa,NA,500,NA,NA,21592260,NA
Africa,NA,600,NA,NA,23605838,NA
Africa,NA,700,NA,NA,27198624,NA
Africa,NA,800,NA,NA,31757168,NA
Africa,NA,900,NA,NA,35767436,NA
Africa,NA,1000,NA,NA,39869508,NA
Africa,NA,1100,NA,NA,42444488,NA
Africa,NA,1200,NA,NA,45540064,NA
Africa,NA,1300,NA,NA,50940648,NA
Africa,NA,1400,NA,NA,54830016,NA
Africa,NA,1500,NA,NA,58613540,NA
Africa,NA,1600,NA,NA,68577456,NA
Africa,NA,1700,NA,NA,78557832,NA
Africa,NA,1710,NA,NA,78025176,NA
Africa,NA,1720,NA,NA,78267664,NA
Africa,NA,1730,NA,NA,78574008,NA
Africa,NA,1740,NA,NA,78944912,NA
Africa,NA,1750,NA,NA,79382032,NA
Africa,NA,1760,NA,NA,79888176,NA
Africa,NA,1770,NA,NA,80467736,NA
Africa,NA,1780,NA,NA,81127312,NA
Africa,NA,1790,NA,NA,81860944,NA
Africa,NA,1800,NA,NA,81273172,NA
Africa,NA,1801,NA,NA,81378197,NA
Africa,NA,1802,NA,NA,81484588,NA
Africa,NA,1803,NA,NA,81592351,NA
Africa,NA,1804,NA,NA,81701503,NA
Africa,NA,1805,NA,NA,81812061,NA
Africa,NA,1806,NA,NA,81924029,NA
Africa,NA,1807,NA,NA,82037425,NA
Africa,NA,1808,NA,NA,82152271,NA
Africa,NA,1809,NA,NA,82268577,NA
Africa,NA,1810,NA,NA,82387585,NA
Africa,NA,1811,NA,NA,82515959,NA
Africa,NA,1812,NA,NA,82655601,NA
Africa,NA,1813,NA,NA,82806647,NA
Africa,NA,1814,NA,NA,82969493,NA
Africa,NA,1815,NA,NA,83144278,NA
Africa,NA,1816,NA,NA,83331163,NA
Africa,NA,1817,NA,NA,83530303,NA
Africa,NA,1818,NA,NA,83741849,NA
Africa,NA,1819,NA,NA,84037482,NA
Africa,NA,1820,NA,NA,84418699,NA
Africa,NA,1821,NA,NA,84896601,NA
Africa,NA,1822,NA,NA,85462636,NA
Africa,NA,1823,NA,NA,86142885,NA
Africa,NA,1824,NA,NA,86843609,NA
Africa,NA,1825,NA,NA,87565137,NA
Africa,NA,1826,NA,NA,88307785,NA
Africa,NA,1827,NA,NA,89071893,NA
Africa,NA,1828,NA,NA,89857801,NA
Africa,NA,1829,NA,NA,90666142,NA
Africa,NA,1830,NA,NA,91497291,NA
Africa,NA,1831,NA,NA,92352331,NA
Africa,NA,1832,NA,NA,93221742,NA
Africa,NA,1833,NA,NA,94105808,NA
Africa,NA,1834,NA,NA,95004472,NA
Africa,NA,1835,NA,NA,95918027,NA
Africa,NA,1836,NA,NA,96846733,NA
Africa,NA,1837,NA,NA,97790863,NA
Africa,NA,1838,NA,NA,98750710,NA
Africa,NA,1839,NA,NA,99745866,NA
Africa,NA,1840,NA,NA,100777177,NA
Africa,NA,1841,NA,NA,101844538,NA
Africa,NA,1842,NA,NA,102949818,NA
Africa,NA,1843,NA,NA,104093942,NA
Africa,NA,1844,NA,NA,105258529,NA
Africa,NA,1845,NA,NA,106444013,NA
Africa,NA,1846,NA,NA,107650802,NA
Africa,NA,1847,NA,NA,108879329,NA
Africa,NA,1848,NA,NA,110130035,NA
Africa,NA,1849,NA,NA,111271621,NA
Africa,NA,1850,NA,NA,112301163,NA
Africa,NA,1851,NA,NA,112964625,NA
Africa,NA,1852,NA,NA,113506374,NA
Africa,NA,1853,NA,NA,113925748,NA
Africa,NA,1854,NA,NA,114348862,NA
Africa,NA,1855,NA,NA,114775726,NA
Africa,NA,1856,NA,NA,115206465,NA
Africa,NA,1857,NA,NA,115641146,NA
Africa,NA,1858,NA,NA,116079843,NA
Africa,NA,1859,NA,NA,116531294,NA
Africa,NA,1860,NA,NA,116995450,NA
Africa,NA,1861,NA,NA,117468679,NA
Africa,NA,1862,NA,NA,117954363,NA
Africa,NA,1863,NA,NA,118452604,NA
Africa,NA,1864,NA,NA,118954681,NA
Africa,NA,1865,NA,NA,119460616,NA
Africa,NA,1866,NA,NA,119970440,NA
Africa,NA,1867,NA,NA,120484192,NA
Africa,NA,1868,NA,NA,121001894,NA
Africa,NA,1869,NA,NA,121535848,NA
Africa,NA,1870,NA,NA,122086255,NA
Africa,NA,1871,NA,NA,122649582,NA
Africa,NA,1872,NA,NA,123231396,NA
Africa,NA,1873,NA,NA,123830278,NA
Africa,NA,1874,NA,NA,124434132,NA
Africa,NA,1875,NA,NA,125042995,NA
Africa,NA,1876,NA,NA,125656913,NA
Africa,NA,1877,NA,NA,126275921,NA
Africa,NA,1878,NA,NA,126900066,NA
Africa,NA,1879,NA,NA,127539564,NA
Africa,NA,1880,NA,NA,128194527,NA
Africa,NA,1881,NA,NA,128863890,NA
Africa,NA,1882,NA,NA,129548955,NA
Africa,NA,1883,NA,NA,130249836,NA
Africa,NA,1884,NA,NA,130956522,NA
Africa,NA,1885,NA,NA,131669056,NA
Africa,NA,1886,NA,NA,132387485,NA
Africa,NA,1887,NA,NA,133111879,NA
Africa,NA,1888,NA,NA,133842280,NA
Africa,NA,1889,NA,NA,134489847,NA
Africa,NA,1890,NA,NA,135054738,NA
Africa,NA,1891,NA,NA,135539040,NA
Africa,NA,1892,NA,NA,135941070,NA
Africa,NA,1893,NA,NA,136260909,NA
Africa,NA,1894,NA,NA,136587590,NA
Africa,NA,1895,NA,NA,136921163,NA
Africa,NA,1896,NA,NA,137261683,NA
Africa,NA,1897,NA,NA,137609187,NA
Africa,NA,1898,NA,NA,137963724,NA
Africa,NA,1899,NA,NA,138345391,NA
Africa,NA,1900,NA,NA,138755559,NA
Africa,NA,1901,NA,NA,139195205,NA
Africa,NA,1902,NA,NA,139666271,NA
Africa,NA,1903,NA,NA,140170120,NA
Africa,NA,1904,NA,NA,140688001,NA
Africa,NA,1905,NA,NA,141220048,NA
Africa,NA,1906,NA,NA,141766391,NA
Africa,NA,1907,NA,NA,142327180,NA
Africa,NA,1908,NA,NA,142902543,NA
Africa,NA,1909,NA,NA,143483346,NA
Africa,NA,1910,NA,NA,144068383,NA
Africa,NA,1911,NA,NA,144655670,NA
Africa,NA,1912,NA,NA,145245400,NA
Africa,NA,1913,NA,NA,145835662,NA
Africa,NA,1914,NA,NA,146434524,NA
Africa,NA,1915,NA,NA,147042086,NA
Africa,NA,1916,NA,NA,147658424,NA
Africa,NA,1917,NA,NA,148283643,NA
Africa,NA,1918,NA,NA,148892208,NA
Africa,NA,1919,NA,NA,149751440,NA
Africa,NA,1920,NA,NA,150865200,NA
Africa,NA,1921,NA,NA,152239781,NA
Africa,NA,1922,NA,NA,153876862,NA
Africa,NA,1923,NA,NA,155780482,NA
Africa,NA,1924,NA,NA,157712366,NA
Africa,NA,1925,NA,NA,159672951,NA
Africa,NA,1926,NA,NA,161662674,NA
Africa,NA,1927,NA,NA,163681990,NA
Africa,NA,1928,NA,NA,165731367,NA
Africa,NA,1929,NA,NA,167813287,NA
Africa,NA,1930,NA,NA,169928217,NA
Africa,NA,1931,NA,NA,172076932,NA
Africa,NA,1932,NA,NA,174259628,NA
Africa,NA,1933,NA,NA,176476818,NA
Africa,NA,1934,NA,NA,178726971,NA
Africa,NA,1935,NA,NA,181010603,NA
Africa,NA,1936,NA,NA,183328236,NA
Africa,NA,1937,NA,NA,185680386,NA
Africa,NA,1938,NA,NA,188067589,NA
Africa,NA,1939,NA,NA,190609541,NA
Africa,NA,1940,NA,NA,193310936,NA
Africa,NA,1941,NA,NA,196179592,NA
Africa,NA,1942,NA,NA,199217422,NA
Africa,NA,1943,NA,NA,202429483,NA
Africa,NA,1944,NA,NA,205701792,NA
Africa,NA,1945,NA,NA,209035531,NA
Africa,NA,1946,NA,NA,212431894,NA
Africa,NA,1947,NA,NA,215892104,NA
Africa,NA,1948,NA,NA,219417415,NA
Africa,NA,1949,NA,NA,223283391,NA
Africa,NA,1950,NA,NA,227774209,NA
Africa,NA,1951,NA,NA,232554674,NA
Africa,NA,1952,NA,NA,237537188,NA
Africa,NA,1953,NA,NA,242682706,NA
Africa,NA,1954,NA,NA,248003481,NA
Africa,NA,1955,NA,NA,253535503,NA
Africa,NA,1956,NA,NA,259269054,NA
Africa,NA,1957,NA,NA,265126358,NA
Africa,NA,1958,NA,NA,271039304,NA
Africa,NA,1959,NA,NA,277269259,NA
Africa,NA,1960,NA,NA,283919591,NA
Africa,NA,1961,NA,NA,290811303,NA
Africa,NA,1962,NA,NA,297957229,NA
Africa,NA,1963,NA,NA,305368667,NA
Africa,NA,1964,NA,NA,313057965,NA
Africa,NA,1965,NA,NA,321010751,NA
Africa,NA,1966,NA,NA,329249583,NA
Africa,NA,1967,NA,NA,337848285,NA
Africa,NA,1968,NA,NA,346798203,NA
Africa,NA,1969,NA,NA,356029849,NA
Africa,NA,1970,NA,NA,365549406,NA
Africa,NA,1971,NA,NA,375323722,NA
Africa,NA,1972,NA,NA,385309493,NA
Africa,NA,1973,NA,NA,395819192,NA
Africa,NA,1974,NA,NA,406867508,NA
Africa,NA,1975,NA,NA,418430739,NA
Africa,NA,1976,NA,NA,430494182,NA
Africa,NA,1977,NA,NA,442657702,NA
Africa,NA,1978,NA,NA,455536350,NA
Africa,NA,1979,NA,NA,469195661,NA
Africa,NA,1980,NA,NA,483048897,NA
Africa,NA,1981,NA,NA,497618233,NA
Africa,NA,1982,NA,NA,512956061,NA
Africa,NA,1983,NA,NA,528229902,NA
Africa,NA,1984,NA,NA,543635345,NA
Africa,NA,1985,NA,NA,559661317,NA
Africa,NA,1986,NA,NA,575964511,NA
Africa,NA,1987,NA,NA,592598524,NA
Africa,NA,1988,NA,NA,609384898,NA
Africa,NA,1989,NA,NA,626356339,NA
Africa,NA,1990,NA,NA,643772468,NA
Africa,NA,1991,NA,NA,661100942,NA
Africa,NA,1992,NA,NA,678555268,NA
Africa,NA,1993,NA,NA,696618934,NA
Africa,NA,1994,NA,NA,714499876,NA
Africa,NA,1995,NA,NA,732692671,NA
Africa,NA,1996,NA,NA,751470975,NA
Africa,NA,1997,NA,NA,770381870,NA
Africa,NA,1998,NA,NA,789978931,NA
Africa,NA,1999,NA,NA,810076989,NA
Africa,NA,2000,NA,NA,830579986,NA
Africa,NA,2001,NA,NA,851687592,NA
Africa,NA,2002,NA,NA,873408538,NA
Africa,NA,2003,NA,NA,895731600,NA
Africa,NA,2004,NA,NA,918775571,NA
Africa,NA,2005,NA,NA,942543827,NA
Africa,NA,2006,NA,NA,966929552,NA
Africa,NA,2007,NA,NA,992053036,NA
Africa,NA,2008,NA,NA,1018062641,NA
Africa,NA,2009,NA,NA,1044774894,NA
Africa,NA,2010,NA,NA,1072213852,NA
Africa,NA,2011,NA,NA,1100146103,NA
Africa,NA,2012,NA,NA,1128840888,NA
Africa,NA,2013,NA,NA,1158777742,NA
Africa,NA,2014,NA,NA,1189217775,NA
Africa,NA,2015,NA,NA,1220072887,NA
Africa,NA,2016,NA,NA,1251205849,NA
Africa,NA,2017,NA,NA,1282899522,NA
Africa,NA,2018,NA,NA,1315407108,NA
Africa,NA,2019,NA,NA,1348002902,NA
Africa,NA,2020,NA,NA,1380818597,NA
Africa,NA,2021,NA,NA,1413750475,NA
Africa,NA,2022,NA,NA,1446880936,NA
Africa,NA,2023,NA,NA,1480767898,NA
Africa (UN),NA,1950,NA,NA,227776368,NA
Africa (UN),NA,1951,NA,NA,232556927,NA
Africa (UN),NA,1952,NA,NA,237539489,NA
Africa (UN),NA,1953,NA,NA,242685015,NA
Africa (UN),NA,1954,NA,NA,248005776,NA
Africa (UN),NA,1955,NA,NA,253537795,NA
Africa (UN),NA,1956,NA,NA,259271393,NA
Africa (UN),NA,1957,NA,NA,265128614,NA
Africa (UN),NA,1958,NA,NA,271041689,NA
Africa (UN),NA,1959,NA,NA,277271556,NA
Africa (UN),NA,1960,NA,NA,283921898,NA
Africa (UN),NA,1961,NA,NA,290813698,NA
Africa (UN),NA,1962,NA,NA,297959591,NA
Africa (UN),NA,1963,NA,NA,305370992,NA
Africa (UN),NA,1964,NA,NA,313060347,NA
Africa (UN),NA,1965,NA,NA,321013199,NA
Africa (UN),NA,1966,NA,NA,329251944,NA
Africa (UN),NA,1967,NA,NA,337850657,NA
Africa (UN),NA,1968,NA,NA,346800593,NA
Africa (UN),NA,1969,NA,NA,356032214,NA
Africa (UN),NA,1970,NA,NA,365551819,NA
Africa (UN),NA,1971,NA,NA,375326054,NA
Africa (UN),NA,1972,NA,NA,385311825,NA
Africa (UN),NA,1973,NA,NA,395821587,NA
Africa (UN),NA,1974,NA,NA,406869939,NA
Africa (UN),NA,1975,NA,NA,418433110,NA
Africa (UN),NA,1976,NA,NA,430496566,NA
Africa (UN),NA,1977,NA,NA,442660083,NA
Africa (UN),NA,1978,NA,NA,455538883,NA
Africa (UN),NA,1979,NA,NA,469198125,NA
Africa (UN),NA,1980,NA,NA,483051340,NA
Africa (UN),NA,1981,NA,NA,497620586,NA
Africa (UN),NA,1982,NA,NA,512958502,NA
