,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width
18,70246089,JANINGE,Bar furniture,595.0,No old price,True,https://www.ikea.com/sa/en/p/janinge-bar-stool-white-70246089/,No,"        Bar stool,          76 cm",John/Jonas/Petrus/Paul/Caroline,36,84,38
19,60406785,FRANKLIN,Bar furniture,149.0,No old price,True,https://www.ikea.com/sa/en/p/franklin-bar-stool-with-backrest-foldable-black-black-60406785/,No,"        Bar stool with backrest, foldable,          74 cm",K Hagberg/M Hagberg,44,103,52
20,340759,EKEDALEN,Bar furniture,995.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-bar-table-white-00340759/,No,"        Bar table,          120x80 cm",Ehlén Johansson,,105,80
21,30352246,RÅSKOG,Bar furniture,175.0,No old price,True,https://www.ikea.com/sa/en/p/raskog-bar-stool-black-30352246/,No,"        Bar stool,          63 cm",Nike Karlsson,44,63,44
22,10281354,JANINGE,Bar furniture,595.0,No old price,True,https://www.ikea.com/sa/en/p/janinge-bar-stool-grey-10281354/,No,"        Bar stool,          76 cm",John/Jonas/Petrus/Paul/Caroline,36,84,38
23,90400517,EKEDALEN,Bar furniture,796.0,SR 995,True,https://www.ikea.com/sa/en/p/ekedalen-bar-table-dark-brown-90400517/,No,"        Bar table,          120x80 cm",Ehlén Johansson,,105,80
24,400545,EKEDALEN,Bar furniture,345.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-bar-stool-with-backrest-white-orrsta-light-grey-00400545/,No,"        Bar stool with backrest,          75 cm",Ehlén Johansson,51,114,43
25,10400540,EKEDALEN,Bar furniture,345.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-bar-stool-with-backrest-dark-brown-orrsta-light-grey-10400540/,No,"        Bar stool with backrest,          75 cm",Ehlén Johansson,52,114,43
26,40400529,EKEDALEN,Bar furniture,796.0,SR 995,True,https://www.ikea.com/sa/en/p/ekedalen-bar-table-brown-40400529/,No,"        Bar table,          120x80 cm",Ehlén Johansson,,105,80
27,90319918,HENRIKSDAL,Bar furniture,695.0,No old price,True,https://www.ikea.com/sa/en/p/henriksdal-bar-stool-with-backrest-brown-black-glose-black-90319918/,No,"        Bar stool with backrest,          74 cm",Karl Malmvall,51,102,40
28,29297227,STENSELE / NORRARYD,Bar furniture,1340.0,No old price,True,https://www.ikea.com/sa/en/p/stensele-norraryd-bar-table-and-2-bar-stools-anthracite-anthracite-black-s29297227/,No,        Bar table and 2 bar stools,Nike Karlsson/Maja Ganszyniec,,,
29,99323925,STENSELE,Bar furniture,550.0,No old price,True,https://www.ikea.com/sa/en/p/stensele-bar-table-anthracite-anthracite-s99323925/,No,"        Bar table,          70x70 cm",Maja Ganszyniec,,104,70
30,40339004,NORRÅKER,Bar furniture,595.0,No old price,True,https://www.ikea.com/sa/en/p/norraker-bar-table-black-40339004/,Yes,"        Bar table,          74x74 cm",J Karlsson/N Karlsson,,102,74
31,39184324,HENRIKSDAL,Bar furniture,435.0,No old price,True,https://www.ikea.com/sa/en/p/henriksdal-bar-stool-with-backrest-brown-black-graesbo-white-s39184324/,No,"        Bar stool with backrest,          74 cm",IKEA of Sweden/Karl Malmvall,51,102,40
32,19297275,NORRÅKER / NORRÅKER,Bar furniture,1266.0,"SR 1,385",True,https://www.ikea.com/sa/en/p/norraker-norraker-bar-table-and-2-bar-stools-birch-birch-s19297275/,No,"        Bar table and 2 bar stools,          74 cm",J Karlsson/N Karlsson,,,
33,60400745,YNGVAR,Bar furniture,475.0,No old price,True,https://www.ikea.com/sa/en/p/yngvar-bar-stool-anthracite-60400745/,No,"        Bar stool,          75 cm",IKEA of Sweden,40,,40
34,20336619,HENRIKSDAL,Bar furniture,40.0,No old price,True,https://www.ikea.com/sa/en/p/henriksdal-cover-for-bar-stool-with-backrest-graesbo-white-20336619/,No,        Cover for bar stool with backrest,IKEA of Sweden,,,
35,20429010,NORRÅKER,Bar furniture,395.0,No old price,True,https://www.ikea.com/sa/en/p/norraker-bar-stool-with-backrest-birch-20429010/,Yes,"        Bar stool with backrest,          74 cm",J Karlsson/N Karlsson,48,100,42
36,80369112,NORDVIKEN,Bar furniture,275.0,No old price,False,https://www.ikea.com/sa/en/p/nordviken-bar-stool-with-backrest-black-80369112/,No,"        Bar stool with backrest,          75 cm",Francis Cayouette,47,101,40
37,89280380,NORRÅKER / NORRARYD,Bar furniture,1385.0,No old price,True,https://www.ikea.com/sa/en/p/norraker-norraryd-bar-table-and-2-bar-stools-black-black-s89280380/,No,"        Bar table and 2 bar stools,          74 cm",Nike Karlsson/J Karlsson/N Karlsson,,104,74
38,29304223,EKEDALEN / EKEDALEN,Bar furniture,2375.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-bar-table-and-4-bar-stools-white-orrsta-light-grey-s29304223/,No,"        Bar table and 4 bar stools,          120 cm",Ehlén Johansson,,,
39,49304217,EKEDALEN / EKEDALEN,Bar furniture,2176.0,"SR 2,375",True,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-bar-table-and-4-bar-stools-brown-orrsta-light-grey-s49304217/,No,"        Bar table and 4 bar stools,          120 cm",Ehlén Johansson,,,
40,272656,BERNHARD,Bar furniture,745.0,No old price,True,https://www.ikea.com/sa/en/p/bernhard-bar-stool-with-backrest-chrome-plated-mjuk-kavat-white-00272656/,No,"        Bar stool with backrest,          66 cm",Ola Wihlborg,50,90,48
41,79241940,NORRÅKER / NORRÅKER,Bar furniture,1385.0,No old price,True,https://www.ikea.com/sa/en/p/norraker-norraker-bar-table-and-2-bar-stools-black-black-s79241940/,No,"        Bar table and 2 bar stools,          74 cm",J Karlsson/N Karlsson,,104,74
42,89297272,NORRÅKER / NORRARYD,Bar furniture,1266.0,"SR 1,385",True,https://www.ikea.com/sa/en/p/norraker-norraryd-bar-table-and-2-bar-stools-birch-black-s89297272/,No,"        Bar table and 2 bar stools,          74 cm",Nike Karlsson/J Karlsson/N Karlsson,,,
43,9288224,STENSELE,Bar furniture,550.0,No old price,True,https://www.ikea.com/sa/en/p/stensele-bar-table-anthracite-anthracite-s09288224/,No,"        Bar table,          70 cm",Maja Ganszyniec,,105,
44,30135658,GLENN,Bar furniture,445.0,No old price,True,https://www.ikea.com/sa/en/p/glenn-bar-stool-white-chrome-plated-30135658/,Yes,"        Bar stool,          77 cm",Marcus Arvonen,52,100,50
45,49297274,NORRÅKER / NORRÅKER,Bar furniture,1266.0,"SR 1,385",True,https://www.ikea.com/sa/en/p/norraker-norraker-bar-table-and-2-bar-stools-birch-black-s49297274/,No,"        Bar table and 2 bar stools,          74 cm",J Karlsson/N Karlsson,,,
46,30308395,RÅSKOG,Bar furniture,175.0,No old price,True,https://www.ikea.com/sa/en/p/raskog-bar-stool-beige-30308395/,No,"        Bar stool,          63 cm",Nike Karlsson,44,63,44
47,29123958,MINNEN,Beds,395.0,SR 445,True,https://www.ikea.com/sa/en/p/minnen-ext-bed-frame-with-slatted-bed-base-white-s29123958/,No,"        Ext bed frame with slatted bed base,          80x200 cm",IKEA of Sweden/Tina Christensen,,,85
48,49278341,BRIMNES,Beds,895.0,SR 925,True,https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-luroey-s49278341/,No,"        Bed frame w storage and headboard,          90x200 cm",IKEA of Sweden/K Hagberg/M Hagberg,54,110,96
49,50461230,SMÅGÖRA,Beds,595.0,No old price,True,https://www.ikea.com/sa/en/p/smagoera-cot-white-50461230/,No,"        Cot,          60x120 cm",IKEA of Sweden,,79,66
50,89326463,PLATSA,Beds,2111.0,"SR 2,205",True,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-4-drawers-white-fonnes-s89326463/,No,"        Bed frame with 4 drawers,          140x244x163 cm",Ola Wihlborg/IKEA of Sweden,40,43,140
51,50468953,VATTVIKEN,Beds,995.0,No old price,True,https://www.ikea.com/sa/en/p/vattviken-armchair-bed-lerhaga-light-grey-50468953/,No,        Armchair-bed,"504.689.53 Small and easy-to-place chair-bed which can easily be converted into a single bed.The storage space under the seat has room for bedlinen or other things.Just as nice to look at from all sides – perfect to place in the middle of the room or use as a room divider.The cushion cover is easy to keep clean and fresh, as you can take it off and machine-wash it.Easy to assemble.1 cushion included.",83,86,92
52,69326609,SLÄKT,Beds,540.0,No old price,False,https://www.ikea.com/sa/en/p/slaekt-ext-bed-frame-with-slatted-bed-base-white-birch-s69326609/,No,"        Ext bed frame with slatted bed base,          80x200 cm",IKEA of Sweden/Ebba Strandmark,,,91
53,59099136,BRIMNES,Beds,795.0,No old price,True,https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-s59099136/,Yes,"        Bed frame w storage and headboard,          140x200 cm",K Hagberg/M Hagberg/IKEA of Sweden,,111,146
54,40395245,NEIDEN,Beds,99.0,No old price,True,https://www.ikea.com/sa/en/p/neiden-bed-frame-pine-40395245/,No,"        Bed frame,          90x200 cm",Jon Karlsson,,,94
55,69277307,LEIRVIK,Beds,1195.0,No old price,True,https://www.ikea.com/sa/en/p/leirvik-bed-frame-white-loenset-s69277307/,Yes,"        Bed frame,          180x200 cm",IKEA of Sweden/Carina Bengs,,,188
56,70395239,NEIDEN,Beds,199.0,No old price,True,https://www.ikea.com/sa/en/p/neiden-bed-frame-pine-70395239/,No,"        Bed frame,          140x200 cm",Jon Karlsson,,,144
57,89931560,HEMNES,Beds,675.0,SR 895,True,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-s89931560/,Yes,"        Bed frame,          140x200 cm",IKEA of Sweden/Carina Bengs,,,154
58,30446373,SLATTUM,Beds,595.0,No old price,True,https://www.ikea.com/sa/en/p/slattum-upholstered-bed-frame-knisa-light-grey-30446373/,Yes,"        Upholstered bed frame,          140x200 cm",David Wahl,,,144
59,59248612,NEIDEN,Beds,199.0,No old price,True,https://www.ikea.com/sa/en/p/neiden-bed-frame-pine-birch-luroey-s59248612/,No,"        Bed frame,          90x200 cm",Jon Karlsson/IKEA of Sweden,,,94
60,19254209,SAGSTUA,Beds,545.0,No old price,True,https://www.ikea.com/sa/en/p/sagstua-bed-frame-white-s19254209/,Yes,"        Bed frame,          140x200 cm",IKEA of Sweden/Paulin Machado,,140,148
61,20400691,BRIMNES,Beds,575.0,No old price,True,https://www.ikea.com/sa/en/p/brimnes-bed-frame-with-storage-white-20400691/,No,"        Bed frame with storage,          90x200 cm",K Hagberg/M Hagberg,54,47,96
62,39019701,ASKVOLL,Beds,445.0,No old price,True,https://www.ikea.com/sa/en/p/askvoll-bed-frame-white-s39019701/,Yes,"        Bed frame,          140x200 cm",IKEA of Sweden/K Hagberg/M Hagberg,,,147
63,69912770,TRYSIL,Beds,525.0,No old price,True,https://www.ikea.com/sa/en/p/trysil-bed-frame-white-light-grey-s69912770/,Yes,"        Bed frame,          160x200 cm",K Hagberg/M Hagberg/IKEA of Sweden,,,165
64,29931596,MALM,Beds,495.0,No old price,True,https://www.ikea.com/sa/en/p/malm-bed-frame-high-white-s29931596/,Yes,"        Bed frame, high,          140x200 cm",IKEA of Sweden/Eva Lilja Löwenhielm,,,156
65,29179554,RAMSTA,Beds,445.0,No old price,True,https://www.ikea.com/sa/en/p/ramsta-day-bed-frame-with-slatted-bed-base-white-s29179554/,No,"        Day-bed frame with slatted bed base,          90x200 cm",IKEA of Sweden,,80,97
66,9241043,SONGESAND,Beds,395.0,No old price,True,https://www.ikea.com/sa/en/p/songesand-bed-frame-brown-s09241043/,Yes,"        Bed frame,          140x200 cm",IKEA of Sweden,,,153
67,19175957,MALM,Beds,920.0,No old price,True,https://www.ikea.com/sa/en/p/malm-bed-frame-high-w-2-storage-boxes-white-s19175957/,Yes,"        Bed frame, high, w 2 storage boxes,          180x200 cm",IKEA of Sweden/Eva Lilja Löwenhielm,59,15,196
68,19185433,SNIGLAR,Beds,195.0,No old price,True,https://www.ikea.com/sa/en/p/sniglar-bed-frame-with-slatted-bed-base-beech-s19185433/,No,"        Bed frame with slatted bed base,          70x160 cm",IKEA of Sweden,,,77
69,39122072,LAUVIK,Beds,1729.0,"SR 2,435",True,https://www.ikea.com/sa/en/p/lauvik-divan-bed-hamarvik-firm-firm-dark-beige-s39122072/,Yes,"        Divan bed,          140x200 cm",IKEA of Sweden/Synnöve Mork/Ola Wihlborg,,120,140
70,79902935,BRIMNES,Beds,575.0,No old price,True,https://www.ikea.com/sa/en/p/brimnes-bed-frame-with-storage-white-s79902935/,Yes,"        Bed frame with storage,          140x200 cm",K Hagberg/M Hagberg/IKEA of Sweden,54,20,146
71,90349326,HEMNES,Beds,1495.0,No old price,True,https://www.ikea.com/sa/en/p/hemnes-day-bed-frame-with-3-drawers-white-90349326/,No,"        Day-bed frame with 3 drawers,          80x200 cm",Carina Bengs,70,18,89
72,99157983,NESTTUN,Beds,595.0,No old price,True,https://www.ikea.com/sa/en/p/nesttun-bed-frame-white-s99157983/,Yes,"        Bed frame,          140x200 cm",IKEA of Sweden/David Wahl,,95,146
73,69057522,TYSSEDAL,Beds,1395.0,No old price,True,https://www.ikea.com/sa/en/p/tyssedal-bed-frame-white-s69057522/,Yes,"        Bed frame,          140x200 cm",Ebba Strandmark/IKEA of Sweden,,,147
74,79012991,MALM,Beds,670.0,No old price,True,https://www.ikea.com/sa/en/p/malm-bed-frame-high-w-2-storage-boxes-white-s79012991/,Yes,"        Bed frame, high, w 2 storage boxes,          90x200 cm",Eva Lilja Löwenhielm,59,15,105
75,249487,MALM,Beds,445.0,No old price,True,https://www.ikea.com/sa/en/p/malm-bed-frame-high-white-00249487/,Yes,"        Bed frame, high,          90x200 cm",Eva Lilja Löwenhielm,,,105
76,89227731,SLÄKT,Beds,995.0,No old price,True,https://www.ikea.com/sa/en/p/slaekt-bed-frame-with-underbed-and-storage-white-s89227731/,No,"        Bed frame with underbed and storage,          90x200 cm",Ebba Strandmark/IKEA of Sweden,57,,96
77,90331091,RIDABU,Beds,100.0,SR 125,True,https://www.ikea.com/sa/en/p/ridabu-mirror-door-white-90331091/,No,"        Mirror door,          40x120 cm","903.310.91 The door can be hung with the opening to the right or the left.To be completed with 3 HJÄLPA hinges, sold separately.Fits with PLATSA wardrobe system.Knobs and handles are sold separately.",,120,40
78,69185435,KRITTER,Beds,360.0,No old price,True,https://www.ikea.com/sa/en/p/kritter-bed-frame-with-slatted-bed-base-white-s69185435/,No,"        Bed frame with slatted bed base,          70x160 cm",IKEA of Sweden/Anna Efverlund,,,75
79,29194427,HEMNES,Beds,1375.0,"SR 1,595",True,https://www.ikea.com/sa/en/p/hemnes-bed-frame-with-4-storage-boxes-white-stain-s29194427/,Yes,"        Bed frame with 4 storage boxes,          140x200 cm",IKEA of Sweden/Carina Bengs,,,154
80,89305446,PLATSA,Beds,2600.5,"SR 2,880",True,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-10-doors-white-s89305446/,No,"        Bed frame with 10 doors,          143x244x223 cm",IKEA of Sweden,40,43,143
81,19259631,SAGSTUA,Beds,745.0,No old price,True,https://www.ikea.com/sa/en/p/sagstua-bed-frame-white-loenset-s19259631/,Yes,"        Bed frame,          90x200 cm",Paulin Machado,,120,98
82,80017389,SANDVIKA,Beds,295.0,No old price,True,https://www.ikea.com/sa/en/p/sandvika-guest-bed-80017389/,No,"        Guest bed,          80x190 cm",IKEA of Sweden,,34,80
83,39248608,NEIDEN,Beds,399.0,No old price,True,https://www.ikea.com/sa/en/p/neiden-bed-frame-pine-birch-luroey-s39248608/,No,"        Bed frame,          140x200 cm",Jon Karlsson/IKEA of Sweden,,,144
84,69323757,MINNEN,Beds,395.0,No old price,True,https://www.ikea.com/sa/en/p/minnen-ext-bed-frame-with-slatted-bed-base-turquoise-s69323757/,No,"        Ext bed frame with slatted bed base,          80x200 cm",IKEA of Sweden/Tina Christensen,,,85
85,79227755,SLÄKT,Beds,375.0,No old price,True,https://www.ikea.com/sa/en/p/slaekt-bed-frame-with-slatted-bed-base-white-s79227755/,No,"        Bed frame with slatted bed base,          90x200 cm",IKEA of Sweden/Ebba Strandmark,,,96
86,90354327,HAMMARN,Beds,399.0,No old price,True,https://www.ikea.com/sa/en/p/hammarn-sofa-bed-knisa-dark-grey-black-90354327/,No,"        Sofa-bed,          120 cm",Jonas Hultqvist,85,78,128
87,79247598,BJÖRKSNÄS,Beds,2040.0,No old price,True,https://www.ikea.com/sa/en/p/bjoerksnaes-bed-frame-birch-leirsund-s79247598/,Yes,"        Bed frame,          140x200 cm",K Hagberg/M Hagberg/IKEA of Sweden,,42,160
88,10362963,SLÄKT,Beds,425.0,No old price,True,https://www.ikea.com/sa/en/p/slaekt-pouffe-mattress-foldable-10362963/,No,"        Pouffe/mattress, foldable",Gustav Carlberg,,,62
89,9241420,NORDLI,Beds,2290.0,No old price,True,https://www.ikea.com/sa/en/p/nordli-bed-frame-w-storage-and-headboard-white-s09241420/,Yes,"        Bed frame w storage and headboard,          140x200 cm",Ola Wihlborg,51,16,240
90,20424362,FYRESDAL,Beds,549.0,No old price,True,https://www.ikea.com/sa/en/p/fyresdal-day-bed-frame-black-20424362/,No,"        Day-bed frame,          80x200 cm",K Hagberg/M Hagberg,,94,88
91,69241097,SONGESAND,Beds,570.0,No old price,True,https://www.ikea.com/sa/en/p/songesand-bed-frame-with-2-storage-boxes-brown-s69241097/,Yes,"        Bed frame with 2 storage boxes,          140x200 cm",IKEA of Sweden,64,14,153
92,39931609,MALM,Beds,945.0,No old price,True,https://www.ikea.com/sa/en/p/malm-bed-frame-high-w-4-storage-boxes-white-s39931609/,Yes,"        Bed frame, high, w 4 storage boxes,          140x200 cm",IKEA of Sweden/Eva Lilja Löwenhielm,59,,156
93,20467629,MYDAL,Beds,895.0,No old price,True,https://www.ikea.com/sa/en/p/mydal-bunk-bed-frame-white-20467629/,No,"        Bunk bed frame,          90x200 cm",IKEA of Sweden,,157,97
94,239233,TUFFING,Beds,475.0,No old price,True,https://www.ikea.com/sa/en/p/tuffing-bunk-bed-frame-dark-grey-00239233/,No,"        Bunk bed frame,          90x200 cm",IKEA of Sweden,,130,96
95,29239459,SÄBÖVIK,Beds,1745.0,No old price,True,https://www.ikea.com/sa/en/p/saeboevik-divan-bed-grey-firm-s29239459/,Yes,"        Divan bed,          140x200 cm",IKEA of Sweden,,90,140
96,60116960,LYCKSELE,Beds,100.0,No old price,True,https://www.ikea.com/sa/en/p/lycksele-storage-box-2-seat-sofa-bed-black-60116960/,No,        Storage box 2-seat sofa-bed,IKEA of Sweden,55,21,92
97,89019992,TARVA,Beds,871.0,SR 940,True,https://www.ikea.com/sa/en/p/tarva-bed-frame-pine-leirsund-s89019992/,Yes,"        Bed frame,          140x200 cm",IKEA of Sweden/K Hagberg/M Hagberg,,,148
98,30249546,HEMNES,Beds,695.0,No old price,True,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-30249546/,Yes,"        Bed frame,          90x200 cm",Carina Bengs,,,104
99,89019572,HEMNES,Beds,995.0,No old price,True,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-loenset-s89019572/,Yes,"        Bed frame,          90x200 cm",Carina Bengs,,,104
100,70305700,BUSUNGE,Beds,795.0,No old price,True,https://www.ikea.com/sa/en/p/busunge-extendable-bed-white-70305700/,No,"        Extendable bed,          80x200 cm",Carl Öjerstam,,,90
101,40433902,MARKERAD,Beds,480.0,SR 800,True,https://www.ikea.com/sa/en/p/markerad-day-bed-frame-pine-40433902/,No,"        Day-bed frame,          80x200 cm",Virgil Abloh,,20,80
102,79129986,GJÖRA,Beds,1640.0,No old price,True,https://www.ikea.com/sa/en/p/gjoera-bed-frame-birch-leirsund-s79129986/,Yes,"        Bed frame,          140x200 cm",Monika Mulder/IKEA of Sweden,,,154
103,360484,UTÅKER,Beds,695.0,No old price,True,https://www.ikea.com/sa/en/p/utaker-stackable-bed-pine-00360484/,No,"        Stackable bed,          80x200 cm",Henrik Preutz,,2,83
104,44361010,BRYNE,Beds,49.0,No old price,True,https://www.ikea.com/sa/en/p/bryne-net-white-44361010/,No,        Net,443.610.10 Easy to keep clean since you can remove the fabric and wash it by machine.NEVER use for infants and young children.WARNING! Entanglement and strangulation hazard.The net is not intended to be used as protection against mosquitos or other insects.,,,
105,80253809,KURA,Beds,745.0,No old price,True,https://www.ikea.com/sa/en/p/kura-reversible-bed-white-pine-80253809/,No,"        Reversible bed,          90x200 cm",T Christensen/K Legaard,,116,99
106,39216754,FRIHETEN,Beds,1846.0,"SR 1,995",True,https://www.ikea.com/sa/en/p/friheten-corner-sofa-bed-with-storage-skiftebo-dark-grey-s39216754/,Yes,        Corner sofa-bed with storage,IKEA of Sweden,151,66,
107,10448325,VITVAL,Beds,295.0,No old price,True,https://www.ikea.com/sa/en/p/vitval-underbed-white-10448325/,No,"        Underbed,          90x200 cm",Tord Björklund,,20,90
108,30160209,LURÖY,Beds,100.0,No old price,True,https://www.ikea.com/sa/en/p/luroey-slatted-bed-base-30160209/,Yes,"        Slatted bed base,          80x200 cm",IKEA of Sweden,,4,80
109,30248537,SNIGLAR,Beds,295.0,No old price,True,https://www.ikea.com/sa/en/p/sniglar-cot-beech-30248537/,No,"        Cot,          60x120 cm",IKEA of Sweden,,80,66
110,29188822,HEMNES,Beds,1145.0,No old price,True,https://www.ikea.com/sa/en/p/hemnes-bed-frame-with-2-storage-boxes-white-stain-luroey-s29188822/,Yes,"        Bed frame with 2 storage boxes,          90x200 cm",IKEA of Sweden/Carina Bengs,,,104
111,60372276,HEMNES,Beds,1495.0,No old price,True,https://www.ikea.com/sa/en/p/hemnes-day-bed-frame-with-3-drawers-grey-60372276/,No,"        Day-bed frame with 3 drawers,          80x200 cm",Carina Bengs,70,18,89
112,19009562,MALM,Beds,545.0,No old price,True,https://www.ikea.com/sa/en/p/malm-bed-frame-high-white-luroey-s19009562/,Yes,"        Bed frame, high,          90x200 cm",IKEA of Sweden/Eva Lilja Löwenhielm,,,105
113,99239451,SLÄKT,Beds,620.0,No old price,True,https://www.ikea.com/sa/en/p/slaekt-underbed-with-storage-white-s99239451/,No,"        Underbed with storage,          90x200 cm",Ebba Strandmark/IKEA of Sweden,57,45,95
114,99287550,DELAKTIG,Beds,2195.0,No old price,True,https://www.ikea.com/sa/en/p/delaktig-bed-frame-with-headboard-aluminium-rattan-s99287550/,No,"        Bed frame with headboard,          160x200 cm",Tom Dixon/IKEA of Sweden,,99,164
115,19268763,STUVA,Beds,1725.0,No old price,True,https://www.ikea.com/sa/en/p/stuva-loft-bed-combo-w-2-shlvs-3-shlvs-white-s19268763/,No,"        Loft bed combo w 2 shlvs/3 shlvs,          207x99x182 cm",IKEA of Sweden/Ebba Strandmark,,182,
116,29250753,LAUVIK,Beds,2425.0,"SR 3,245",True,https://www.ikea.com/sa/en/p/lauvik-divan-bed-hamarvik-firm-dark-beige-s29250753/,Yes,"        Divan bed,          160x200 cm",Synnöve Mork/Ola Wihlborg/IKEA of Sweden,,120,160
117,49303393,VIMLE,Beds,1400.0,No old price,True,https://www.ikea.com/sa/en/p/vimle-cover-for-corner-sofa-bed-4-seat-with-open-end-dalstorp-multicolour-s49303393/,Yes,"        Cover for corner sofa-bed, 4-seat",Ehlén Johansson,,,
118,89186778,KONGSFJORD,Beds,8551.0,"SR 8,735",True,https://www.ikea.com/sa/en/p/kongsfjord-divan-bed-hyllestad-firm-tustna-dark-grey-s89186778/,Yes,"        Divan bed,          180x200 cm",Ola Wihlborg/IKEA of Sweden/Synnöve Mork,,135,180
119,9306416,NYHAMN,Beds,1470.0,No old price,True,https://www.ikea.com/sa/en/p/nyhamn-sofa-bed-with-triple-cushion-with-foam-mattress-skiftebo-yellow-s09306416/,Yes,        Sofa-bed with triple cushion,IKEA of Sweden/L Hilland/Lisa Hilland,97,90,200
