super_opeid,name,par_income_bin,par_income_lab,attend,stderr_attend,attend_level,attend_sat,stderr_attend_sat,attend_level_sat,rel_apply,stderr_rel_apply,rel_attend,stderr_rel_attend,rel_att_cond_app,rel_apply_sat,stderr_rel_apply_sat,rel_attend_sat,stderr_rel_attend_sat,rel_att_cond_app_sat,attend_instate,stderr_attend_instate,attend_level_instate,attend_instate_sat,stderr_attend_instate_sat,attend_level_instate_sat,attend_oostate,stderr_attend_oostate,attend_level_oostate,attend_oostate_sat,stderr_attend_oostate_sat,attend_level_oostate_sat,rel_apply_instate,stderr_rel_apply_instate,rel_attend_instate,stderr_rel_attend_instate,rel_att_cond_app_instate,rel_apply_oostate,stderr_rel_apply_oostate,rel_attend_oostate,stderr_rel_attend_oostate,rel_att_cond_app_oostate,rel_apply_instate_sat,stderr_rel_apply_instate_sat,rel_attend_instate_sat,stderr_rel_attend_instate_sat,rel_att_cond_app_instate_sat,rel_apply_oostate_sat,stderr_rel_apply_oostate_sat,rel_attend_oostate_sat,stderr_rel_attend_oostate_sat,rel_att_cond_app_oostate_sat,attend_unwgt,stderr_attend_unwgt,attend_unwgt_level,attend_unwgt_instate,stderr_attend_unwgt_instate,attend_unwgt_oostate,stderr_attend_unwgt_oostate,attend_unwgt_level_instate,attend_unwgt_level_oostate,rel_attend_unwgt,rel_apply_unwgt,stderr_rel_attend_unwgt,stderr_rel_apply_unwgt,rel_att_cond_app_unwgt,rel_attend_unwgt_instate,rel_attend_unwgt_oostate,stderr_rel_attend_unwgt_instate,stderr_rel_attend_unwgt_oostate,rel_apply_unwgt_instate,rel_apply_unwgt_oostate,stderr_rel_apply_unwgt_instate,stderr_rel_apply_unwgt_oostate,rel_att_cond_app_unwgt_instate,rel_att_cond_app_unwgt_oostate,public,flagship,tier,test_band_tier
1434,American University,98.5,98-99,0.0024842471,1.6629221e-4,0.0016086748,0.0039159581,4.8724699e-4,0.0015368059,1.8444645,0.039610106,1.5442817,0.10337218,0.83725208,2.363903,0.11066264,2.548115,0.31705174,1.077927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0020695222,1.3066822e-4,6.7708862e-4,NA,NA,NA,NA,NA,NA,3.0565012,3.7089918,0.1929854,0.075375073,0.82407874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Highly selective private,Other Top 100 Private
1434,American University,99.400002,99-99.9,0.0030781124,1.9843837e-4,0.0016086748,NA,NA,0.0015368059,2.0386631,0.043519877,1.9134461,0.12335518,0.93857884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025167866,1.514766e-4,6.7708862e-4,NA,NA,NA,NA,NA,NA,3.7170711,4.1698179,0.22371754,0.083821937,0.89142287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Highly selective private,Other Top 100 Private
1434,American University,99.5,Top 1,0.0030308599,1.8675499e-4,0.0016086748,0.0025097504,4.1958634e-4,0.0015368059,2.0481498,0.041414358,1.8840725,0.11609244,0.91988999,2.6947689,0.11850332,1.6330953,0.27302495,0.60602421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0024453539,1.4245702e-4,6.7708862e-4,NA,NA,NA,NA,NA,NA,3.6115713,4.1900258,0.21039642,0.079788886,0.86194491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Highly selective private,Other Top 100 Private
1434,American University,100,Top 0.1,0.0028737953,5.6047383e-4,0.0016086748,NA,NA,0.0015368059,2.1488655,0.13614874,1.7864366,0.34840718,0.83133942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0020209842,4.1178253e-4,6.7708862e-4,NA,NA,NA,NA,NA,NA,2.9848149,4.3954463,0.6081664,0.26006037,0.67906982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Highly selective private,Other Top 100 Private
2115,Amherst College,10,0-20,0.002969041,7.1696955e-4,0.0018411496,0.001850431,6.5531884e-4,0.00106929,1.1837605,0.081032887,1.6126016,0.38941404,1.3622701,1.3454251,0.1391912,1.7305231,0.61285418,1.2862277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.277587e-5,1.1305105e-5,1.8285096e-4,NA,NA,NA,NA,NA,NA,0.45269585,0.49516657,0.061826885,0.016934348,0.91422939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Other elite schools (public and private),NESCAC
2115,Amherst College,30,20-40,0.003369981,5.6245754e-4,0.0018411496,0.0016180503,3.9235584e-4,0.00106929,1.3030189,0.068937607,1.8303678,0.30549258,1.4047132,1.3089901,0.10570868,1.5132006,0.36693117,1.1560062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0014016e-4,1.0535228e-5,1.8285096e-4,NA,NA,NA,NA,NA,NA,0.54766005,0.54641348,0.05761648,0.015094019,1.0022814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Other elite schools (public and private),NESCAC
2115,Amherst College,50,40-60,0.0021993446,3.3892988e-4,0.0018411496,0.0011260597,2.8303626e-4,0.00106929,1.0755091,0.044686317,1.1945496,0.18408601,1.110683,0.97292453,0.062780969,1.053091,0.26469553,1.0823975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0893682e-4,9.6418116e-6,1.8285096e-4,NA,NA,NA,NA,NA,NA,0.59576839,0.60482311,0.052730441,0.013867772,0.98502916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Other elite schools (public and private),NESCAC
2115,Amherst College,65,60-70,0.0014954279,2.9287735e-4,0.0018411496,5.7718944e-4,2.2406013e-4,0.00106929,0.92170322,0.044313982,0.8122251,0.15907308,0.88122195,0.81699902,0.061146829,0.53978759,0.20954104,0.66069549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6050564e-5,1.1490542e-5,1.8285096e-4,NA,NA,NA,NA,NA,NA,0.5252943,0.62048143,0.062841028,0.017847024,0.84659147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Other elite schools (public and private),NESCAC
2115,Amherst College,75,70-80,0.0011118808,1.9483066e-4,0.0018411496,3.2316786e-4,1.5102896e-4,0.00106929,0.73984534,0.030005708,0.60390568,0.10582011,0.81625938,0.70784593,0.045753188,0.30222657000000003,0.14124228,0.42696661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2413651e-5,9.8292257e-6,1.8285096e-4,NA,NA,NA,NA,NA,NA,0.45071492,0.6676991,0.053755399,0.017192304,0.67502701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Other elite schools (public and private),NESCAC
2115,Amherst College,85,80-90,0.0013481112,1.5059192e-4,0.0018411496,6.4787013e-4,1.3148924e-4,0.00106929,0.76948804,0.022522157,0.73221165,0.081792332,0.95155692,0.72121251,0.036139723,0.60588813,0.12296874000000001,0.84009653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4488972e-4,1.1999748e-5,1.8285096e-4,NA,NA,NA,NA,NA,NA,0.79239249,0.96346855,0.065625839,0.019383889,0.82243735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Other elite schools (public and private),NESCAC
2115,Amherst College,92.5,90-95,0.0011615477,1.3492159e-4,0.0018411496,9.4005524e-4,1.8374476e-4,0.00106929,0.84161502,0.023772957,0.63088179,0.073281161,0.74960852,0.89521527,0.045808714,0.87913966,0.1718381,0.98204273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2235001e-4,1.9804036e-5,1.8285096e-4,NA,NA,NA,NA,NA,NA,1.2160177,1.5401382,0.10830699,0.033205558,0.78955102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Other elite schools (public and private),NESCAC
2115,Amherst College,95.5,95-96,0.0018645499,3.1862961e-4,0.0018411496,8.1169e-4,2.9551957e-4,0.00106929,0.94007629,0.046730101,1.0127096,0.17306013,1.0772632,0.80594832,0.086434916,0.75909251,0.2763699,0.94186252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6807845e-4,6.2216575e-5,1.8285096e-4,NA,NA,NA,NA,NA,NA,2.5598905,2.1962914,0.34025842,0.086917102,1.1655514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Other elite schools (public and private),NESCAC
2115,Amherst College,96.5,96-97,0.0015065762,2.5479228e-4,0.0018411496,4.4703687e-4,3.2717819e-4,0.00106929,1.0177214,0.045539714,0.81828016,0.13838761,0.80403161,1.0924792,0.095353663,0.41806889,0.30597705,0.38267902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7615168e-4,6.318558e-5,1.8285096e-4,NA,NA,NA,NA,NA,NA,2.6040425,2.5319545,0.34555784,0.093320467,1.0284712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Other elite schools (public and private),NESCAC
2115,Amherst College,97.5,97-98,0.0019091526,2.6492708e-4,0.0018411496,0.0018613976,4.4806572e-4,0.00106929,1.0992246,0.043863069,1.0369351,0.1438922,0.94333327,1.2500321,0.0958094,1.740779,0.41903105,1.3925875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3840271e-4,7.2709576e-5,1.8285096e-4,NA,NA,NA,NA,NA,NA,3.4913828,3.0460255,0.39764395,0.10159387,1.1462094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Other elite schools (public and private),NESCAC
2115,Amherst College,98.5,98-99,0.0033048582,3.5504444e-4,0.0018411496,0.001496624,3.9288332e-4,0.00106929,1.3969384,0.04646486,1.7949971,0.19283845,1.2849507,1.6172773,0.1038467,1.3996427,0.36742449,0.86543149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5730816e-4,8.8287074e-5,1.8285096e-4,NA,NA,NA,NA,NA,NA,5.235456,4.0973935,0.48283628,0.11753301,1.2777528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Other elite schools (public and private),NESCAC
2115,Amherst College,99.400002,99-99.9,0.0035099578,3.2088422e-4,0.0018411496,NA,NA,0.00106929,1.5993084,0.04825417,1.9063946,0.17428471,1.192012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0015408496,1.1923817e-4,1.8285096e-4,NA,NA,NA,NA,NA,NA,8.4268064,5.4015641,0.65210581,0.14222629,1.5600679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Other elite schools (public and private),NESCAC
2115,Amherst College,99.5,Top 1,0.0037768479,3.09077e-4,0.0018411496,0.0042924732,6.2403211e-4,0.00106929,1.617566,0.044946529,2.051353,0.16787174,1.2681726,1.9357672,0.10571523,4.0143209,0.58359486,2.0737622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001682796,1.1782106e-4,1.8285096e-4,NA,NA,NA,NA,NA,NA,9.2031021,5.6508493,0.64435571,0.13813804,1.6286228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Other elite schools (public and private),NESCAC
2115,Amherst College,100,Top 0.1,0.0053770472,9.8789588e-4,0.0018411496,NA,NA,0.00106929,1.7539662,0.12620206,2.9204836,0.53656471,1.665074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0027358814,4.8991258e-4,1.8285096e-4,NA,NA,NA,NA,NA,NA,14.962358,7.9100575,2.6793001,0.52165705,1.8915612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Other elite schools (public and private),NESCAC
1009,Auburn University,10,0-20,0.0022708753,1.8320329e-4,0.0039840024,0.0017320722,2.1750643e-4,0.0036269489,0.75778812,0.022684228,0.56999844,0.045984734,0.75218707,0.75452459,0.034727316,0.47755629,0.059969533,0.63292342,0.090109937,0.0084446538,0.173593,0.059943095,0.0088647278,0.14690851,3.4263986e-4,5.8597165e-5,0.0011363447,3.6653606e-4,9.9453107e-5,0.0012886766,0.82278115,0.029589193,0.51908737,0.048646282,0.63089365,0.53661913000000006,0.024363205,0.3015281,0.051566362,0.56190336,0.75710553,0.038868979,0.40803012,0.060341828,0.53893429,0.50358593,0.038129009,0.28442827,0.077174604,0.56480581,5.2111724e-4,2.823567e-5,0.0020337347,0.017758248,0.0011138911,1.4099952e-4,1.4749981e-5,0.077080682,7.9275126e-4,0.25623658,0.54212391,0.013883655,0.0080421027,0.47265315,0.2303852,0.17786098,0.014450977,0.018606065,0.54720074,0.40330422,0.0098045766,0.0090762954,0.42102501,0.44100946,TRUE,FALSE,Selective public,Other Top 100 Public
1009,Auburn University,30,20-40,0.0024716374,1.4258333e-4,0.0039840024,0.0020805388,1.9976559e-4,0.0036269489,0.82170606,0.017724946,0.62039053,0.035788968,0.75500298,0.74401134,0.028719988,0.57363331,0.055078138,0.77100074,0.11344113,0.0086895349,0.173593,0.082148463,0.0084647229,0.14690851,3.9093409e-4,5.0587856e-5,0.0011363447,3.6480866e-4,8.4125168e-5,0.0012886766,0.85892332,0.02382626,0.65348911,0.050056942,0.76082361,0.60964239,0.020230832,0.34402773,0.044518054,0.56431073,0.84368396,0.031950563,0.55918109,0.057619013,0.66278505,0.55277699,0.031722583,0.28308782,0.065280274,0.51211941,6.8668247e-4,2.7535378e-5,0.0020337347,0.024088275,0.0011151249,1.8466382e-4,1.4488624e-5,0.077080682,7.9275126e-4,0.33764604,0.63610357,0.013539316,0.0073936707,0.53080356,0.31250727,0.23294044,0.014466983,0.018276382,0.66241312,0.47321653,0.0090804305,0.0083636716,0.47177097,0.49224916,TRUE,FALSE,Selective public,Other Top 100 Public
1009,Auburn University,50,40-60,0.0026997877,1.052373e-4,0.0039840024,0.0025167274,1.5456775e-4,0.0036269489,0.81013489,0.012374884,0.67765713,0.026414968,0.83647442,0.74602121,0.020677511,0.69389659,0.042616468,0.93012983,0.12817469,0.0062221494,0.173593,0.095342539,0.007042787,0.14690851,4.5908909e-4,3.8992712e-5,0.0011363447,4.3534348e-4,6.9830254e-5,0.0012886766,0.8868835,0.016282039,0.73836327,0.03584332,0.83253694,0.63507694,0.014372863,0.40400511,0.034314156,0.63615143,0.86457199,0.024567485,0.64899266,0.047939952,0.75065196,0.55999857,0.023267986,0.33782211,0.05418757,0.60325533,0.0010087495,2.9258983e-5,0.0020337347,0.043408334,0.001419471,2.5527281e-4,1.4864055e-5,0.077080682,7.9275126e-4,0.4960084,0.69954371,0.014386824,0.0068097194,0.70904559,0.56315452,0.3220087,0.018415391,0.01874996,0.82435882,0.55794555,0.0094325244,0.007952895,0.68314248,0.57713282,TRUE,FALSE,Selective public,Other Top 100 Public
1009,Auburn University,65,60-70,0.0028505342,1.1451419e-4,0.0039840024,0.0025380163,1.8334435e-4,0.0036269489,0.81333178,0.013155484,0.71549511,0.028743504,0.87970877,0.77666587,0.023509292,0.69976622,0.050550576,0.90098745,0.13912269,0.0070400764,0.173593,0.10951709,0.0086835707,0.14690851,4.9958378e-4,4.2955024e-5,0.0011363447,5.436145e-4,8.6484128e-5,0.0012886766,0.94782162,0.018375626,0.80143034,0.040555071,0.84554976,0.6556645,0.015465702,0.43964103,0.03780105,0.6705274,0.93441272,0.028313907,0.74547821,0.059108697,0.797804,0.5924207,0.026739921,0.42183933,0.067110807,0.71206039,0.0013098528,4.2248303e-5,0.0020337347,0.060954593,0.0021918828,3.2570207e-4,2.1202559e-5,0.077080682,7.9275126e-4,0.64406276,0.78650087,0.020773754,0.0091788154,0.81889641,0.79078948,0.41085029,0.028436214,0.026745537,0.97887963,0.64011925,0.013088808,0.010838591,0.80785161,0.64183396,TRUE,FALSE,Selective public,Other Top 100 Public
