event_id,time,latitude,longitude,depth_km,duration_magnitude_md,md_error,area,type,review_level,year
22515,2013-01-14T21:00:11Z,NA,NA,NA,0.9,0.3,Mount Vesuvius,earthquake,preliminary,2013
22514,2013-01-15T21:59:11Z,NA,NA,NA,1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22513,2013-01-18T04:54:46Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2013
22512,2013-01-18T07:32:53Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22511,2013-01-18T13:46:45Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22510,2013-01-18T15:36:13Z,NA,NA,NA,-0.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22509,2013-01-19T02:08:47Z,NA,NA,NA,-0.6,0.3,Mount Vesuvius,earthquake,preliminary,2013
22508,2013-01-19T03:51:34Z,40.818329,14.424,1.71,1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22507,2013-01-20T01:07:42Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2013
22506,2013-01-22T14:24:55Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22505,2013-01-22T14:55:10Z,NA,NA,NA,0.9,0.3,Mount Vesuvius,earthquake,preliminary,2013
22504,2013-01-22T21:10:56Z,NA,NA,NA,-0.7,0.3,Mount Vesuvius,earthquake,preliminary,2013
22503,2013-01-22T23:56:22Z,NA,NA,NA,-1.6,0.3,Mount Vesuvius,earthquake,preliminary,2013
22502,2013-01-23T18:33:01Z,NA,NA,NA,0.4,0.3,Mount Vesuvius,earthquake,preliminary,2013
22499,2013-01-24T21:06:45Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2013
22498,2013-01-25T01:49:22Z,NA,NA,NA,0.4,0.3,Mount Vesuvius,earthquake,preliminary,2013
22497,2013-01-25T15:03:01Z,NA,NA,NA,NA,NA,Mount Vesuvius,earthquake,preliminary,2013
22496,2013-01-28T05:59:03Z,40.824829,14.42517,0.31,0.5,0.3,Mount Vesuvius,earthquake,preliminary,2013
22495,2013-01-31T02:59:47Z,NA,NA,NA,-0.4,0.3,Mount Vesuvius,earthquake,preliminary,2013
22494,2013-01-31T08:53:01Z,40.824329,14.42567,1.06,0,0.3,Mount Vesuvius,earthquake,preliminary,2013
22493,2013-01-31T20:19:22Z,NA,NA,NA,-0.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22492,2013-02-01T17:06:25Z,NA,NA,NA,-0.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22491,2013-02-05T18:44:16Z,40.823669,14.42717,1.42,1.9,0.3,Mount Vesuvius,earthquake,preliminary,2013
22489,2013-02-07T06:12:23Z,NA,NA,NA,-0.4,0.3,Mount Vesuvius,earthquake,preliminary,2013
22488,2013-02-07T06:57:23Z,NA,NA,NA,0.5,0.3,Mount Vesuvius,earthquake,preliminary,2013
22487,2013-02-07T07:58:47Z,NA,NA,NA,-0.7,0.3,Mount Vesuvius,earthquake,preliminary,2013
22486,2013-02-07T10:43:17Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22485,2013-02-07T21:33:02Z,NA,NA,NA,0.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22484,2013-02-07T23:12:26Z,NA,NA,NA,-0.6,0.3,Mount Vesuvius,earthquake,preliminary,2013
22483,2013-02-08T08:32:40Z,NA,NA,NA,0.4,0.3,Mount Vesuvius,earthquake,preliminary,2013
22482,2013-02-08T18:44:20Z,NA,NA,NA,-1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22478,2013-02-09T01:05:44Z,40.823002,14.42767,0.88,1.3,0.3,Mount Vesuvius,earthquake,preliminary,2013
22477,2013-02-09T01:07:00Z,NA,NA,NA,0.3,0.3,Mount Vesuvius,earthquake,preliminary,2013
22476,2013-02-09T04:25:37Z,NA,NA,NA,-0.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22475,2013-02-09T05:30:06Z,40.823002,14.42317,1.49,1.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22474,2013-02-09T05:31:43Z,NA,NA,NA,-0.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22473,2013-02-09T05:32:43Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2013
22472,2013-02-09T13:30:24Z,NA,NA,NA,0.8,0.3,Mount Vesuvius,earthquake,preliminary,2013
22471,2013-02-09T23:55:09Z,NA,NA,NA,-0.6,0.3,Mount Vesuvius,earthquake,preliminary,2013
22470,2013-02-10T16:32:59Z,NA,NA,NA,0.5,0.3,Mount Vesuvius,earthquake,preliminary,2013
22469,2013-02-10T21:15:11Z,NA,NA,NA,-0.6,0.3,Mount Vesuvius,earthquake,preliminary,2013
22468,2013-02-11T00:27:45Z,NA,NA,NA,0.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22467,2013-02-11T03:27:52Z,NA,NA,NA,-0.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22466,2013-02-12T19:01:27Z,NA,NA,NA,-0.6,0.3,Mount Vesuvius,earthquake,preliminary,2013
22465,2013-02-12T19:02:09Z,NA,NA,NA,0.8,0.3,Mount Vesuvius,earthquake,preliminary,2013
22460,2013-02-14T21:39:23Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22459,2013-02-15T14:52:52Z,40.82267,14.41233,0.62,1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22458,2013-02-15T23:28:40Z,NA,NA,NA,0.3,0.3,Mount Vesuvius,earthquake,preliminary,2013
22457,2013-02-16T02:02:42Z,NA,NA,NA,1.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22456,2013-02-16T20:50:59Z,40.823002,14.42533,1.65,1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22455,2013-02-17T18:09:39Z,NA,NA,NA,0.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22453,2013-02-18T04:22:58Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2013
22452,2013-02-18T05:34:00Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22451,2013-02-18T12:04:23Z,NA,NA,NA,-0.4,0.3,Mount Vesuvius,earthquake,preliminary,2013
22449,2013-02-18T22:14:20Z,NA,NA,NA,-0.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22448,2013-02-19T02:13:22Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22447,2013-02-19T20:28:25Z,NA,NA,NA,0.8,0.3,Mount Vesuvius,earthquake,preliminary,2013
22446,2013-02-20T04:00:45Z,NA,NA,NA,-0.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22445,2013-02-20T17:29:08Z,NA,NA,NA,-0.4,0.3,Mount Vesuvius,earthquake,preliminary,2013
22443,2013-02-21T20:45:04Z,NA,NA,NA,0.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22442,2013-02-22T01:59:52Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2013
22440,2013-02-23T02:04:58Z,NA,NA,NA,0.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22439,2013-02-23T02:38:14Z,NA,NA,NA,-0.4,0.3,Mount Vesuvius,earthquake,preliminary,2013
22438,2013-02-24T03:11:51Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2013
22437,2013-02-24T05:28:03Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22435,2013-02-24T14:06:21Z,40.820839,14.42533,0.15,1.6,0.3,Mount Vesuvius,earthquake,preliminary,2013
22434,2013-02-24T14:44:34Z,NA,NA,NA,0.7,0.3,Mount Vesuvius,earthquake,preliminary,2013
22432,2013-02-26T03:08:37Z,NA,NA,NA,1.3,0.3,Mount Vesuvius,earthquake,preliminary,2013
22430,2013-02-26T19:23:20Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22428,2013-02-27T09:30:07Z,NA,NA,NA,0.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22427,2013-02-27T10:16:24Z,NA,NA,NA,0.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22426,2013-02-27T11:37:09Z,NA,NA,NA,-0.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22425,2013-02-27T14:26:57Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22424,2013-02-28T02:23:43Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22423,2013-02-28T04:04:59Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22422,2013-02-28T04:49:34Z,NA,NA,NA,0.5,0.3,Mount Vesuvius,earthquake,preliminary,2013
22421,2013-03-01T00:58:03Z,NA,NA,NA,-0.4,0.3,Mount Vesuvius,earthquake,preliminary,2013
22420,2013-03-04T00:17:19Z,NA,NA,NA,-0.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22419,2013-03-04T17:23:31Z,NA,NA,NA,-0.4,0.3,Mount Vesuvius,earthquake,preliminary,2013
22418,2013-03-05T17:28:40Z,40.816502,14.43133,0.26,0.9,0.3,Mount Vesuvius,earthquake,preliminary,2013
22417,2013-03-06T15:10:19Z,NA,NA,NA,1.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22416,2013-03-06T23:51:42Z,NA,NA,NA,-0.4,0.3,Mount Vesuvius,earthquake,preliminary,2013
22415,2013-03-07T00:19:23Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22413,2013-03-08T03:01:24Z,40.817329,14.43,0.31,1.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22412,2013-03-09T00:47:17Z,40.825829,14.42733,1.1,0.7,0.3,Mount Vesuvius,earthquake,preliminary,2013
22411,2013-03-09T04:22:14Z,NA,NA,NA,0.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22410,2013-03-09T06:50:19Z,NA,NA,NA,0.4,0.3,Mount Vesuvius,earthquake,preliminary,2013
22409,2013-03-11T02:14:44Z,40.819672,14.42833,2.04,0.8,0.3,Mount Vesuvius,earthquake,preliminary,2013
22407,2013-03-11T15:53:08Z,NA,NA,NA,-0.4,0.3,Mount Vesuvius,earthquake,preliminary,2013
22405,2013-03-12T00:49:46Z,NA,NA,NA,0.9,0.3,Mount Vesuvius,earthquake,preliminary,2013
22404,2013-03-12T03:39:03Z,40.816669,14.43167,0.32,1.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22403,2013-03-13T22:37:42Z,NA,NA,NA,0.4,0.3,Mount Vesuvius,earthquake,preliminary,2013
22402,2013-03-14T06:14:37Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22401,2013-03-14T07:06:16Z,NA,NA,NA,0.6,0.3,Mount Vesuvius,earthquake,preliminary,2013
22400,2013-03-14T07:06:51Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22399,2013-03-15T06:25:01Z,NA,NA,NA,0.4,0.3,Mount Vesuvius,earthquake,preliminary,2013
22398,2013-03-16T21:26:08Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2013
22397,2013-03-17T18:49:07Z,40.824501,14.42667,0.06,1.3,0.3,Mount Vesuvius,earthquake,preliminary,2013
22396,2013-03-17T22:52:55Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22395,2013-03-18T09:18:14Z,NA,NA,NA,0.3,0.3,Mount Vesuvius,earthquake,preliminary,2013
22394,2013-03-18T21:32:00Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22393,2013-03-19T01:57:34Z,NA,NA,NA,0.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22392,2013-03-21T04:54:35Z,NA,NA,NA,0.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22391,2013-03-21T05:51:37Z,NA,NA,NA,0.3,0.3,Mount Vesuvius,earthquake,preliminary,2013
22390,2013-03-23T00:11:41Z,NA,NA,NA,-0.6,0.3,Mount Vesuvius,earthquake,preliminary,2013
22389,2013-03-23T03:54:23Z,NA,NA,NA,0.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22388,2013-03-23T19:42:19Z,NA,NA,NA,-1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22387,2013-03-23T20:11:50Z,40.817329,14.4295,0.05,NA,NA,Mount Vesuvius,earthquake,preliminary,2013
22385,2013-03-26T09:53:09Z,40.828831,14.42767,0.33,0.6,0.3,Mount Vesuvius,earthquake,preliminary,2013
22384,2013-03-26T22:36:09Z,NA,NA,NA,0.9,0.3,Mount Vesuvius,earthquake,preliminary,2013
22383,2013-03-27T01:44:10Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22382,2013-03-27T05:46:17Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22381,2013-03-28T05:11:16Z,NA,NA,NA,0.5,0.3,Mount Vesuvius,earthquake,preliminary,2013
22380,2013-03-29T07:52:50Z,NA,NA,NA,1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22379,2013-03-30T05:05:30Z,NA,NA,NA,-0.7,0.3,Mount Vesuvius,earthquake,preliminary,2013
22378,2013-03-30T06:43:57Z,NA,NA,NA,0.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22377,2013-04-01T06:42:32Z,NA,NA,NA,-0.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22376,2013-04-02T14:23:54Z,NA,NA,NA,0.3,0.3,Mount Vesuvius,earthquake,preliminary,2013
22375,2013-04-03T02:53:00Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2013
22374,2013-04-04T20:03:41Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22373,2013-04-05T20:37:04Z,40.818161,14.4295,0.29,1.8,0.3,Mount Vesuvius,earthquake,preliminary,2013
22372,2013-04-06T06:17:50Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22371,2013-04-07T16:56:47Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22370,2013-04-08T00:13:18Z,40.820839,14.4275,0.48,0.8,0.3,Mount Vesuvius,earthquake,preliminary,2013
22369,2013-04-08T02:54:25Z,40.821499,14.42417,1.5,0.4,0.3,Mount Vesuvius,earthquake,preliminary,2013
22368,2013-04-08T05:56:59Z,40.823669,14.426,0.04,1.8,0.3,Mount Vesuvius,earthquake,preliminary,2013
22367,2013-04-09T22:05:20Z,NA,NA,NA,0.5,0.3,Mount Vesuvius,earthquake,preliminary,2013
22366,2013-04-11T00:17:33Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22364,2013-04-11T21:25:45Z,NA,NA,NA,0.4,0.3,Mount Vesuvius,earthquake,preliminary,2013
22363,2013-04-11T21:27:53Z,NA,NA,NA,-0.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22362,2013-04-11T21:29:22Z,NA,NA,NA,0.5,0.3,Mount Vesuvius,earthquake,preliminary,2013
22361,2013-04-11T21:32:37Z,NA,NA,NA,0.8,0.3,Mount Vesuvius,earthquake,preliminary,2013
22360,2013-04-11T21:34:24Z,NA,NA,NA,NA,NA,Mount Vesuvius,earthquake,preliminary,2013
22359,2013-04-11T21:34:31Z,NA,NA,NA,0.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22358,2013-04-11T21:35:39Z,NA,NA,NA,0.3,0.3,Mount Vesuvius,earthquake,preliminary,2013
22357,2013-04-12T02:56:05Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22356,2013-04-13T10:31:14Z,NA,NA,NA,1.4,0.3,Mount Vesuvius,earthquake,preliminary,2013
22355,2013-04-15T04:46:10Z,NA,NA,NA,-1.6,0.3,Mount Vesuvius,earthquake,preliminary,2013
22354,2013-04-15T04:58:18Z,NA,NA,NA,-0.6,0.3,Mount Vesuvius,earthquake,preliminary,2013
22353,2013-04-15T05:05:53Z,NA,NA,NA,0.5,0.3,Mount Vesuvius,earthquake,preliminary,2013
22352,2013-04-16T00:59:55Z,NA,NA,NA,0.8,0.3,Mount Vesuvius,earthquake,preliminary,2013
22351,2013-04-16T23:20:37Z,NA,NA,NA,0.3,0.3,Mount Vesuvius,earthquake,preliminary,2013
22349,2013-04-18T05:17:06Z,NA,NA,NA,0.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22348,2013-04-20T04:15:54Z,NA,NA,NA,0.7,0.3,Mount Vesuvius,earthquake,preliminary,2013
22347,2013-04-20T17:31:27Z,NA,NA,NA,0.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22346,2013-04-21T06:19:06Z,40.824829,14.4255,1.72,1.3,0.3,Mount Vesuvius,earthquake,preliminary,2013
22345,2013-04-21T07:03:27Z,NA,NA,NA,-0.6,0.3,Mount Vesuvius,earthquake,preliminary,2013
22344,2013-04-24T02:56:34Z,NA,NA,NA,-0.4,0.3,Mount Vesuvius,earthquake,preliminary,2013
22343,2013-04-25T13:12:32Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2013
22342,2013-04-25T17:26:17Z,NA,NA,NA,-0.4,0.3,Mount Vesuvius,earthquake,preliminary,2013
22341,2013-04-25T17:59:54Z,NA,NA,NA,0.3,0.3,Mount Vesuvius,earthquake,preliminary,2013
22340,2013-04-25T21:33:30Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22339,2013-04-25T21:33:37Z,NA,NA,NA,-1.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22338,2013-04-25T22:24:13Z,NA,NA,NA,0.5,0.3,Mount Vesuvius,earthquake,preliminary,2013
22337,2013-04-25T22:29:18Z,NA,NA,NA,0.7,0.3,Mount Vesuvius,earthquake,preliminary,2013
22336,2013-04-25T23:37:57Z,NA,NA,NA,-0.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22335,2013-04-25T23:44:53Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22334,2013-04-25T23:45:25Z,NA,NA,NA,-0.4,0.3,Mount Vesuvius,earthquake,preliminary,2013
22333,2013-04-25T23:48:21Z,NA,NA,NA,-0.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22332,2013-04-25T23:49:07Z,NA,NA,NA,0.7,0.3,Mount Vesuvius,earthquake,preliminary,2013
22331,2013-04-25T23:52:06Z,NA,NA,NA,-0.4,0.3,Mount Vesuvius,earthquake,preliminary,2013
22330,2013-04-25T23:52:06Z,NA,NA,NA,0.6,0.3,Mount Vesuvius,earthquake,preliminary,2013
22329,2013-04-25T23:52:26Z,NA,NA,NA,NA,NA,Mount Vesuvius,earthquake,preliminary,2013
22328,2013-04-25T23:53:14Z,NA,NA,NA,NA,NA,Mount Vesuvius,earthquake,preliminary,2013
22327,2013-04-25T23:53:14Z,NA,NA,NA,-0.4,0.3,Mount Vesuvius,earthquake,preliminary,2013
22326,2013-04-25T23:53:38Z,NA,NA,NA,-0.4,0.3,Mount Vesuvius,earthquake,preliminary,2013
22325,2013-04-25T23:54:48Z,NA,NA,NA,-1.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22324,2013-04-25T23:54:57Z,NA,NA,NA,0.8,0.3,Mount Vesuvius,earthquake,preliminary,2013
22323,2013-04-25T23:55:13Z,NA,NA,NA,-0.4,0.3,Mount Vesuvius,earthquake,preliminary,2013
22322,2013-04-25T23:57:30Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22321,2013-04-25T23:58:06Z,NA,NA,NA,NA,NA,Mount Vesuvius,earthquake,preliminary,2013
22320,2013-04-25T23:58:06Z,NA,NA,NA,0.4,0.3,Mount Vesuvius,earthquake,preliminary,2013
22319,2013-04-25T23:58:32Z,NA,NA,NA,0.5,0.3,Mount Vesuvius,earthquake,preliminary,2013
22318,2013-04-26T00:01:45Z,NA,NA,NA,-0.4,0.3,Mount Vesuvius,earthquake,preliminary,2013
22317,2013-04-26T00:12:24Z,NA,NA,NA,-0.6,0.3,Mount Vesuvius,earthquake,preliminary,2013
22316,2013-04-26T00:33:31Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22315,2013-04-26T03:58:48Z,NA,NA,NA,NA,NA,Mount Vesuvius,earthquake,preliminary,2013
22314,2013-04-26T03:58:54Z,NA,NA,NA,NA,NA,Mount Vesuvius,earthquake,preliminary,2013
22313,2013-04-26T04:03:21Z,NA,NA,NA,-0.6,0.3,Mount Vesuvius,earthquake,preliminary,2013
22312,2013-04-26T04:13:17Z,NA,NA,NA,-1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22308,2013-04-26T19:55:24Z,NA,NA,NA,-0.6,0.3,Mount Vesuvius,earthquake,preliminary,2013
22307,2013-04-27T03:10:53Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22306,2013-04-27T12:05:56Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22304,2013-04-29T01:52:51Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22303,2013-04-29T03:34:33Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2013
22302,2013-04-30T01:41:02Z,NA,NA,NA,NA,NA,Mount Vesuvius,earthquake,preliminary,2013
22301,2013-04-30T01:44:16Z,NA,NA,NA,NA,NA,Mount Vesuvius,earthquake,preliminary,2013
22300,2013-04-30T01:45:09Z,NA,NA,NA,0.3,0.3,Mount Vesuvius,earthquake,preliminary,2013
22299,2013-04-30T01:45:55Z,NA,NA,NA,1.3,0.3,Mount Vesuvius,earthquake,preliminary,2013
22298,2013-04-30T01:46:40Z,NA,NA,NA,1.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22297,2013-04-30T01:47:38Z,NA,NA,NA,0.9,0.3,Mount Vesuvius,earthquake,preliminary,2013
22296,2013-04-30T01:48:35Z,NA,NA,NA,NA,NA,Mount Vesuvius,earthquake,preliminary,2013
22295,2013-04-30T01:49:16Z,NA,NA,NA,1.7,0.3,Mount Vesuvius,earthquake,preliminary,2013
22294,2013-04-30T01:49:51Z,NA,NA,NA,1.2,0.3,Mount Vesuvius,earthquake,preliminary,2013
22293,2013-04-30T01:51:40Z,NA,NA,NA,NA,NA,Mount Vesuvius,earthquake,preliminary,2013
22292,2013-04-30T01:55:12Z,NA,NA,NA,NA,NA,Mount Vesuvius,earthquake,preliminary,2013
22291,2013-04-30T01:57:00Z,NA,NA,NA,NA,NA,Mount Vesuvius,earthquake,preliminary,2013
22290,2013-04-30T01:58:29Z,NA,NA,NA,0.5,0.3,Mount Vesuvius,earthquake,preliminary,2013
22289,2013-04-30T01:59:10Z,NA,NA,NA,NA,NA,Mount Vesuvius,earthquake,preliminary,2013
22288,2013-04-30T02:00:34Z,40.819672,14.44317,3.19,1.9,0.3,Mount Vesuvius,earthquake,preliminary,2013
22285,2013-04-30T02:03:00Z,NA,NA,NA,NA,NA,Mount Vesuvius,earthquake,preliminary,2013
22287,2013-04-30T02:03:00Z,NA,NA,NA,NA,NA,Mount Vesuvius,earthquake,preliminary,2013
22286,2013-04-30T02:03:00Z,NA,NA,NA,NA,NA,Mount Vesuvius,earthquake,preliminary,2013
22284,2013-04-30T02:03:16Z,NA,NA,NA,NA,NA,Mount Vesuvius,earthquake,preliminary,2013
