country,year,parent_company,empty,hdpe,ldpe,o,pet,pp,ps,pvc,grand_total,num_events,volunteers
Argentina,2019,Valvoline,0,2,0,0,0,0,0,0,2,4,243
Argentina,2019,Grido,0,0,0,1,0,1,0,0,2,4,243
Argentina,2019,La Virginia,0,0,0,0,0,2,0,0,2,4,243
Argentina,2019,Ivess,0,0,0,1,0,1,0,0,2,4,243
Argentina,2019,Terrabusi,0,0,0,0,0,2,0,0,2,4,243
Argentina,2019,Limpia-Lik,0,2,0,0,0,0,0,0,2,4,243
Argentina,2019,Tablada,0,2,0,0,0,0,0,0,2,4,243
Argentina,2019,"Mars, Incorporated",0,0,0,0,1,1,0,0,2,4,243
Argentina,2019,Max Aroma,0,0,0,2,0,0,0,0,2,4,243
Argentina,2019,Speed Unlimited,0,0,0,2,0,0,0,0,2,4,243
Argentina,2019,P&G,0,0,0,1,0,1,0,0,2,4,243
Argentina,2019,Saldan,0,0,0,0,0,2,0,0,2,4,243
Argentina,2019,Prunelle,0,2,0,0,0,0,0,0,2,4,243
Argentina,2019,9 De Oro,0,0,0,0,0,2,0,0,2,4,243
Argentina,2019,Daniel Gotman,0,1,0,1,0,0,0,0,2,4,243
Argentina,2019,Bardahl,0,2,0,0,0,0,0,0,2,4,243
Argentina,2019,Ayudin,0,2,0,0,0,0,0,0,2,4,243
Argentina,2019,Cusenier,0,0,0,0,2,0,0,0,2,4,243
Argentina,2019,Dart,0,0,0,2,0,0,0,0,2,4,243
Argentina,2019,Anheuser-Busch InBev,0,0,0,1,0,1,0,0,2,4,243
Argentina,2019,Beiersdorf Global AG,0,0,0,1,0,1,0,0,2,4,243
Argentina,2019,Benjamin,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Revigal,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Rinde Dos,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Rockstar,0,0,0,1,0,0,0,0,1,4,243
Argentina,2019,Dunox,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,San Cayetano,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Saladix - Arcor,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Recreo,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Savant Pharm,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Bayer,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Seawalk,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Si Diet,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Sidney,0,0,0,0,1,0,0,0,1,4,243
Argentina,2019,Resero,0,0,0,1,0,0,0,0,1,4,243
Argentina,2019,Diamante,0,0,0,1,0,0,0,0,1,4,243
Argentina,2019,Silsur,0,0,0,1,0,0,0,0,1,4,243
Argentina,2019,Candela,0,0,0,1,0,0,0,0,1,4,243
Argentina,2019,Omicron,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Cedal,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Paraná Limitada,0,0,1,0,0,0,0,0,1,4,243
Argentina,2019,Cecchini,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Petronas,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Philip Morris,0,0,0,1,0,0,0,0,1,4,243
Argentina,2019,Canela Fina,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Polvorita,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Rapifix,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Pop Arcor,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Porta Bialcohol,0,0,0,0,1,0,0,0,1,4,243
Argentina,2019,Porteñitas,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Prinz,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Buss,0,0,0,1,0,0,0,0,1,4,243
Argentina,2019,Bubbaloo,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Rafting,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Baggio,0,0,0,1,0,0,0,0,1,4,243
Argentina,2019,Société Bic,0,0,0,0,0,0,1,0,1,4,243
Argentina,2019,Smart,0,0,0,1,0,0,0,0,1,4,243
Argentina,2019,Social,0,0,0,0,1,0,0,0,1,4,243
Argentina,2019,Verizzia,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Vida Baggio,0,0,0,0,1,0,0,0,1,4,243
Argentina,2019,Villa De Los Arroyos,0,0,0,0,1,0,0,0,1,4,243
Argentina,2019,Ala,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Villa San Remo,0,0,0,0,1,0,0,0,1,4,243
Argentina,2019,Villamanaos,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Agua De Las Misiones,0,0,0,0,1,0,0,0,1,4,243
Argentina,2019,Agua De La Costa,0,0,0,0,1,0,0,0,1,4,243
Argentina,2019,Wander,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Agua Bes,0,0,0,0,1,0,0,0,1,4,243
Argentina,2019,Work,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Adidas,0,0,0,1,0,0,0,0,1,4,243
Argentina,2019,Acivag,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Yogurisimo,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Zebron,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Alba,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Alka,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Tsu,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Terma,0,0,0,0,1,0,0,0,1,4,243
Argentina,2019,Noel,0,0,0,1,0,0,0,0,1,4,243
Argentina,2019,Solitas,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Superlay,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Susarelli,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Avellaneda 390 Super,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Tentacion,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Termofren,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Trio,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Argos,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Arcor Cofler,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Todo Sandwich,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Topper,0,0,0,1,0,0,0,0,1,4,243
Argentina,2019,Trani,0,0,0,0,1,0,0,0,1,4,243
Argentina,2019,Traviata,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Oderich,0,0,0,1,0,0,0,0,1,4,243
Argentina,2019,Roux Ocefa,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Oblita,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Johnson & Johnson,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Grido Tentación,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Guaymallen,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,D2,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Hellmanns,0,0,0,1,0,0,0,0,1,4,243
Argentina,2019,I-Run,0,0,0,1,0,0,0,0,1,4,243
Argentina,2019,Impulse,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Jorgito,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Daiwa,0,0,0,1,0,0,0,0,1,4,243
Argentina,2019,Kampito,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Cunnington,0,0,0,0,1,0,0,0,1,4,243
Argentina,2019,La Canasta,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,La Serenísima,0,0,0,1,0,0,0,0,1,4,243
Argentina,2019,Cumbre Nevada,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Lami – Polimundi,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Dagatti,0,0,0,0,0,0,1,0,1,4,243
Argentina,2019,GlaxoSmithKline,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Libus,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Fantasio,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Día,0,0,0,0,1,0,0,0,1,4,243
Argentina,2019,El Pocillo,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Elf,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Elite,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Elvive,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Emeplas Srl,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,De La Costa,0,0,0,0,1,0,0,0,1,4,243
Argentina,2019,Gallo,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Fercola,0,0,0,0,1,0,0,0,1,4,243
Argentina,2019,Dar,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Fresh Baggio,0,0,0,0,1,0,0,0,1,4,243
Argentina,2019,Fronton,0,0,1,0,0,0,0,0,1,4,243
Argentina,2019,Frontón,0,0,0,0,1,0,0,0,1,4,243
Argentina,2019,Nikito,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Levité,0,0,0,0,1,0,0,0,1,4,243
Argentina,2019,Kolynos,0,0,0,1,0,0,0,0,1,4,243
Argentina,2019,Life + Quality,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Cremar,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Coto Cola,0,0,0,0,1,0,0,0,1,4,243
Argentina,2019,Lumilagro,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Coto,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Naranpol,0,0,0,0,1,0,0,0,1,4,243
Argentina,2019,Lubrax,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Matarazzo,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Mobil,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Magistral,0,0,0,0,1,0,0,0,1,4,243
Argentina,2019,Compro,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Minerva,0,0,0,0,1,0,0,0,1,4,243
Argentina,2019,Mc Cain,0,0,1,0,0,0,0,0,1,4,243
Argentina,2019,Nian,0,1,0,0,0,0,0,0,1,4,243
Argentina,2019,Miglobs,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,Menoyo,0,0,0,0,1,0,0,0,1,4,243
Argentina,2019,Meltra,0,0,0,0,0,0,0,1,1,4,243
Argentina,2019,Lime,0,0,1,0,0,0,0,0,1,4,243
Argentina,2019,Light,0,0,0,1,0,0,0,0,1,4,243
Argentina,2019,Macucas,0,0,0,0,0,1,0,0,1,4,243
Argentina,2019,fortex,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,elvive,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,turimar,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,tregar,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,h2o,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,don remigio,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,villa del sur,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,villa vincencio,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,vino toro,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,wella,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,doble cola,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,dea,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,danica,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,cyndor,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,cotar,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,gigante,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,taconni,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,hellmas,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,matarazo,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,oral B,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,nikito,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,poet,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,pritty,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,muelita,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,savora,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,mil hojas,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,cada dia,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,melburn,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,lia,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,jaimito,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,legitimo,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,la fazenda,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,secco,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,serenisima,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,la cumbre,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,stella artois,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,paladini,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,jhonson,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,terrabusi,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,cepita,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,ALKA,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,brama,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,LA CUMBRE,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,La serenisima,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,Bagley,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,Lia,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,SIERRA DE LOS ANDES,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,SCHNEIDER,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,Crowie,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,MALBORO,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,RENAULT,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,QUILMES,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,COLOSO,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,McDonald's Corporation,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,Mogul,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,Colgate-Palmolive,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,Parle,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,Cerealitas,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,PERVINOX,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,Neval,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,Sierra de los padres,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,Kimberly-Clark,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,blem,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,BC,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,baggio,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,arcor,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,amodil,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,Desconocida,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,Eco de los andes,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,Emery,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,Agua de las misiones,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,Felpita,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,Amodil,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,URSELLA,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,Twistos,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,GRANIX,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,Tremblay,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,Todo Dia,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,TRES LEONES,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,Sussex,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,Kaiser,0,0,0,0,0,0,0,0,0,4,243
Argentina,2019,GUAYMALLEN,0,0,0,0,0,0,0,0,0,4,243
Australia,2019,Woolworths Group,NA,NA,NA,NA,3,NA,NA,NA,3,1,5
Australia,2019,Grand Total,NA,NA,NA,NA,3,NA,NA,NA,3,1,5
Bangladesh,2019,Grand Total,0,NA,NA,16,NA,NA,NA,NA,16,1,100
Bangladesh,2019,Danish,0,NA,NA,16,NA,NA,NA,NA,16,1,100
Bangladesh,2019,Nestlé,0,NA,NA,0,NA,NA,NA,NA,0,1,100
Bangladesh,2019,Unbranded,0,NA,NA,0,NA,NA,NA,NA,0,1,100
Bangladesh,2019,Tiffin,0,NA,NA,0,NA,NA,NA,NA,0,1,100
Bangladesh,2019,Sun light Battery,0,NA,NA,0,NA,NA,NA,NA,0,1,100
Bangladesh,2019,SMC,0,NA,NA,0,NA,NA,NA,NA,0,1,100
Bangladesh,2019,Pulse,0,NA,NA,0,NA,NA,NA,NA,0,1,100
Bangladesh,2019,Pran,0,NA,NA,0,NA,NA,NA,NA,0,1,100
Bangladesh,2019,Perfetti van Melle,0,NA,NA,0,NA,NA,NA,NA,0,1,100
Bangladesh,2019,PepsiCo,0,NA,NA,0,NA,NA,NA,NA,0,1,100
Bangladesh,2019,PT Mayora Indah Tbk,0,NA,NA,0,NA,NA,NA,NA,0,1,100
Bangladesh,2019,Olympic,0,NA,NA,0,NA,NA,NA,NA,0,1,100
Bangladesh,2019,Bashundhara,0,NA,NA,0,NA,NA,NA,NA,0,1,100
Bangladesh,2019,Benson and Hedges,0,NA,NA,0,NA,NA,NA,NA,0,1,100
Bangladesh,2019,Milky Nuts,0,NA,NA,0,NA,NA,NA,NA,0,1,100
Bangladesh,2019,Lexus,0,NA,NA,0,NA,NA,NA,NA,0,1,100
Bangladesh,2019,Ispahani Green Tea,0,NA,NA,0,NA,NA,NA,NA,0,1,100
Bangladesh,2019,Good Luck,0,NA,NA,0,NA,NA,NA,NA,0,1,100
Bangladesh,2019,Fruit fun,0,NA,NA,0,NA,NA,NA,NA,0,1,100
Bangladesh,2019,Fresh,0,NA,NA,0,NA,NA,NA,NA,0,1,100
Bangladesh,2019,Derby,0,NA,NA,0,NA,NA,NA,NA,0,1,100
Bangladesh,2019,Dairy Milk,0,NA,NA,0,NA,NA,NA,NA,0,1,100
Bangladesh,2019,CavinKare,0,NA,NA,0,NA,NA,NA,NA,0,1,100
Bangladesh,2019,Bombay Sweets,0,NA,NA,0,NA,NA,NA,NA,0,1,100
Bangladesh,2019,Mondelez International,0,NA,NA,0,NA,NA,NA,NA,0,1,100
Benin,2019,"Pure Water, Inc.",NA,NA,NA,NA,4988,NA,NA,NA,4988,1,2328
Benin,2019,Grand Total,NA,NA,NA,NA,4988,NA,NA,NA,4988,1,2328
Bhutan,2019,Assorted,0,NA,NA,NA,3500,NA,NA,NA,3500,1,5300
Bhutan,2019,Grand Total,0,NA,NA,NA,3500,NA,NA,NA,3500,1,5300
Bhutan,2019,"beer bottels,",0,NA,NA,NA,0,NA,NA,NA,0,1,5300
Bhutan,2019,"can beer,can juice,food stuff,tin fish, sasugage,cream",0,NA,NA,NA,0,NA,NA,NA,0,1,5300
Bhutan,2019,cartoons,0,NA,NA,NA,0,NA,NA,NA,0,1,5300
Brazil,2019,Grand Total,0,35,NA,3582,220,887,10,NA,4734,3,419
Brazil,2019,Unbranded,0,0,NA,1550,0,562,0,NA,2112,3,419
Brazil,2019,Assorted,0,0,NA,1745,0,0,0,NA,1745,3,419
Brazil,2019,Bebidas Grassi,0,0,NA,190,190,0,0,NA,380,3,419
Brazil,2019,Grupo Arcor,0,0,NA,0,0,42,0,NA,42,3,419
Brazil,2019,Mondelez International,0,0,NA,2,0,34,0,NA,36,3,419
Brazil,2019,Santa Fé,0,0,NA,0,0,33,0,NA,33,3,419
Brazil,2019,Nestlé,0,1,NA,0,0,29,0,NA,30,3,419
Brazil,2019,Riclan,0,0,NA,0,0,21,0,NA,21,3,419
Brazil,2019,Dori Alimentos As,0,0,NA,0,0,21,0,NA,21,3,419
Brazil,2019,Doll,0,0,NA,0,0,19,0,NA,19,3,419
Brazil,2019,Tabacalera Del Este,0,0,NA,14,0,0,0,NA,14,3,419
Brazil,2019,Coquetel Corote,0,0,NA,7,7,0,0,NA,14,3,419
Brazil,2019,The Coca-Cola Company,0,1,NA,3,4,4,0,NA,12,3,419
Brazil,2019,PepsiCo,0,0,NA,0,0,11,0,NA,11,3,419
Brazil,2019,Philip Morris,0,0,NA,9,0,0,0,NA,9,3,419
Brazil,2019,Ekma,0,0,NA,8,0,0,0,NA,8,3,419
Brazil,2019,Bubbaloo,0,0,NA,0,0,8,0,NA,8,3,419
Brazil,2019,Kerry Do Brasil Ltda,0,0,NA,8,0,0,0,NA,8,3,419
Brazil,2019,Santa Fé Distribuidora Forno Mineiro Ltda - Me,0,0,NA,0,0,6,0,NA,6,3,419
Brazil,2019,Bic Contemporary Art Collection,0,5,NA,0,0,1,0,NA,6,3,419
Brazil,2019,Gudang Carang,0,0,NA,6,0,0,0,NA,6,3,419
Brazil,2019,Santa Helena,0,0,NA,0,0,6,0,NA,6,3,419
Brazil,2019,Florestal Alimentos S/A,0,0,NA,0,0,5,0,NA,5,3,419
Brazil,2019,Garoto,0,0,NA,0,0,5,0,NA,5,3,419
Brazil,2019,Kraft Heinz Company,0,0,NA,5,0,0,0,NA,5,3,419
Brazil,2019,Konsumo,0,0,NA,5,0,0,0,NA,5,3,419
Brazil,2019,Perfetti van Melle,0,0,NA,0,0,5,0,NA,5,3,419
Brazil,2019,Burguer King,0,0,NA,1,0,0,4,NA,5,3,419
Brazil,2019,Simoneto Alimentos,0,0,NA,0,0,5,0,NA,5,3,419
Brazil,2019,Aurea Alimentos,0,0,NA,5,0,0,0,NA,5,3,419
Brazil,2019,Bauducco,0,0,NA,0,0,4,0,NA,4,3,419
Brazil,2019,Velho Barreira,0,0,NA,0,0,0,4,NA,4,3,419
Brazil,2019,Blau,0,0,NA,0,0,4,0,NA,4,3,419
Brazil,2019,Fini Comercializadora Ltda,0,0,NA,0,0,4,0,NA,4,3,419
Brazil,2019,Oliveira Produtos Alimentícios,0,0,NA,0,0,4,0,NA,4,3,419
Brazil,2019,McDonald's Corporation,0,0,NA,1,0,0,2,NA,3,3,419
Brazil,2019,"Mars, Incorporated",0,0,NA,0,0,3,0,NA,3,3,419
Brazil,2019,Unilever,0,0,NA,3,0,0,0,NA,3,3,419
Brazil,2019,Panco,0,0,NA,0,0,3,0,NA,3,3,419
Brazil,2019,Santa Clara,0,0,NA,0,2,1,0,NA,3,3,419
Brazil,2019,Adv Farma,0,3,NA,0,0,0,0,NA,3,3,419
Brazil,2019,Ambeve,0,0,NA,0,3,0,0,NA,3,3,419
Brazil,2019,Canderaria,0,0,NA,0,0,3,0,NA,3,3,419
Brazil,2019,Companhia Hemmer,0,0,NA,3,0,0,0,NA,3,3,419
Brazil,2019,Balas Caramelos Açumel Ltda,0,0,NA,0,0,2,0,NA,2,3,419
Brazil,2019,Peccin,0,0,NA,0,0,2,0,NA,2,3,419
Brazil,2019,Colgate-Palmolive,0,0,NA,2,0,0,0,NA,2,3,419
Brazil,2019,Bimbo Do Brasil Ltda,0,0,NA,0,0,2,0,NA,2,3,419
Brazil,2019,Biscoitão Confeitaria E Padaria Ltda,0,0,NA,0,0,2,0,NA,2,3,419
Brazil,2019,Rothmans International,0,0,NA,2,0,0,0,NA,2,3,419
Brazil,2019,Cini Bebidas,0,0,NA,0,2,0,0,NA,2,3,419
Brazil,2019,Maná,0,2,NA,0,0,0,0,NA,2,3,419
Brazil,2019,Predilecta Alimentos Ltda,0,0,NA,2,0,0,0,NA,2,3,419
Brazil,2019,Pocket,0,0,NA,0,0,2,0,NA,2,3,419
Brazil,2019,Italac,0,0,NA,2,0,0,0,NA,2,3,419
Brazil,2019,Pirassununga,0,2,NA,0,0,0,0,NA,2,3,419
Brazil,2019,Piraquê,0,0,NA,0,0,2,0,NA,2,3,419
