year,week,dataset_name,variable,class,n_unique,min,max,description
2018,5,week5_acs2015_county_data,White,double,721,0,99.8,NA
2018,5,week5_acs2015_county_data,Black,double,487,0,85.9,NA
2018,5,week5_acs2015_county_data,Native,double,183,0,92.1,NA
2018,5,week5_acs2015_county_data,Asian,double,131,0,41.6,NA
2018,5,week5_acs2015_county_data,Pacific,double,27,0,35.3,NA
2018,5,week5_acs2015_county_data,Citizen,double,3146,80,6046749,NA
2018,5,week5_acs2015_county_data,Income,double,3067,NA,NA,NA
2018,5,week5_acs2015_county_data,IncomeErr,double,2330,NA,NA,NA
2018,5,week5_acs2015_county_data,IncomePerCap,double,2962,5878,65600,NA
2018,5,week5_acs2015_county_data,IncomePerCapErr,double,1758,113,15266,NA
2018,5,week5_acs2015_county_data,Poverty,double,394,1.4,64.2,NA
2018,5,week5_acs2015_county_data,ChildPoverty,double,545,NA,NA,NA
2018,5,week5_acs2015_county_data,Professional,double,344,13.5,74,NA
2018,5,week5_acs2015_county_data,Service,double,228,5,38.2,NA
2018,5,week5_acs2015_county_data,Office,double,202,4.1,35.4,NA
2018,5,week5_acs2015_county_data,Construction,double,237,1.7,40.3,NA
2018,5,week5_acs2015_county_data,Production,double,292,0,55.6,NA
2018,5,week5_acs2015_county_data,Drive,double,365,5.2,94.6,NA
2018,5,week5_acs2015_county_data,Carpool,double,189,0,29.9,NA
2018,5,week5_acs2015_county_data,Transit,double,119,0,61.7,NA
2018,5,week5_acs2015_county_data,Walk,double,171,0,71.2,NA
2018,5,week5_acs2015_county_data,OtherTransp,double,93,0,39.1,NA
2018,5,week5_acs2015_county_data,WorkAtHome,double,188,0,37.2,NA
2018,5,week5_acs2015_county_data,MeanCommute,double,309,4.9,44,NA
2018,5,week5_acs2015_county_data,Employed,double,3098,62,4635465,NA
2018,5,week5_acs2015_county_data,PrivateWork,double,381,25,88.3,NA
2018,5,week5_acs2015_county_data,PublicWork,double,322,5.8,66.2,NA
2018,5,week5_acs2015_county_data,SelfEmployed,double,221,0,36.6,NA
2018,5,week5_acs2015_county_data,FamilyWork,double,39,0,9.8,NA
2018,5,week5_acs2015_county_data,Unemployment,double,230,0,36.5,NA
2018,6,week6_coffee_chains,Brand,character,4,Coffee House Holdings,Teavana,NA
2018,6,week6_coffee_chains,Store Number,character,25599,10001-99525,9999-99145,NA
2018,6,week6_coffee_chains,Store Name,character,25364,'Minna no Mori' Gifu Media Cosmos,Zwolle Central Station,NA
2018,6,week6_coffee_chains,Ownership Type,character,4,Company Owned,Licensed,NA
2018,6,week6_coffee_chains,Street Address,character,25354,NA,NA,NA
2018,6,week6_coffee_chains,City,character,5471,NA,NA,NA
2018,6,week6_coffee_chains,State/Province,character,338,0,ZP,NA
2018,6,week6_coffee_chains,Country,character,73,AD,ZA,NA
2018,6,week6_coffee_chains,Postcode,character,18889,NA,NA,NA
2018,6,week6_coffee_chains,Phone Number,character,18560,NA,NA,NA
2018,6,week6_coffee_chains,Timezone,character,101,GMT-03:00 America/Argentina/Bu,GMT+5:00 Asia/Yekaterinburg,NA
2018,6,week6_coffee_chains,Longitude,double,6835,NA,NA,NA
2018,6,week6_coffee_chains,Latitude,double,3771,NA,NA,NA
2018,9,week9_comic_characters,...1,double,23272,1,23272,NA
2018,9,week9_comic_characters,publisher,character,2,DC,Marvel,NA
2018,9,week9_comic_characters,page_id,double,22796,1025,755278,NA
2018,9,week9_comic_characters,name,character,23272,'Spinner (Earth-616),Zzzax (Earth-616),NA
2018,9,week9_comic_characters,urlslug,character,23272,\/%22Spider-Girl%22_(Mutant\/Spider_Clone)_(Earth-616),\/Zzzax_(Earth-616),NA
2018,9,week9_comic_characters,id,character,6,NA,NA,NA
2018,9,week9_comic_characters,align,character,4,NA,NA,NA
2018,9,week9_comic_characters,eye,character,27,NA,NA,NA
2018,9,week9_comic_characters,hair,character,29,NA,NA,NA
2018,9,week9_comic_characters,sex,character,7,NA,NA,NA
2018,9,week9_comic_characters,gsm,character,7,NA,NA,NA
2018,9,week9_comic_characters,alive,character,3,NA,NA,NA
2018,9,week9_comic_characters,appearances,double,443,NA,NA,NA
2018,9,week9_comic_characters,first_appearance,character,902,NA,NA,NA
2018,9,week9_comic_characters,month,character,15,NA,NA,NA
2018,9,week9_comic_characters,year,double,80,NA,NA,NA
2018,9,week9_comic_characters,date,Date,880,NA,NA,NA
2018,11,week11_fifa_audience,...1,double,191,1,191,NA
2018,11,week11_fifa_audience,country,character,191,Afghanistan,Zimbabwe,NA
2018,11,week11_fifa_audience,confederation,character,6,AFC,UEFA,NA
2018,11,week11_fifa_audience,population_share,double,26,0,19.5,NA
2018,11,week11_fifa_audience,tv_audience_share,double,29,0,14.8,NA
2018,11,week11_fifa_audience,gdp_weighted_share,double,28,0,11.3,NA
2018,12,week12_google_trends,Day,Date,37,2017-08-20,2017-09-25,NA
2018,12,week12_google_trends,"""Hurricane Harvey"": (United States)",double,15,0,44,NA
2018,12,week12_google_trends,"""Hurricane Irma"": (United States)",double,18,0,100,NA
2018,12,week12_google_trends,"""Hurricane Maria"": (United States)",double,9,0,21,NA
2018,12,week12_google_trends,"""Hurricane Jose"": (United States)",double,10,0,13,NA
2018,12,week12_mediacloud_hurricanes,Date,character,38,8/20/17,9/9/17,NA
2018,12,week12_mediacloud_hurricanes,Harvey,double,34,0,2283,NA
2018,12,week12_mediacloud_hurricanes,Irma,double,27,0,2544,NA
2018,12,week12_mediacloud_hurricanes,Maria,double,9,0,545,NA
2018,12,week12_mediacloud_hurricanes,Jose,double,18,0,195,NA
2018,12,week12_mediacloud_states,Date,character,51,10/1/17,9/9/17,NA
2018,12,week12_mediacloud_states,Texas,double,50,295,5072,NA
2018,12,week12_mediacloud_states,"""Puerto Rico""",double,47,11,2577,NA
2018,12,week12_mediacloud_states,Florida,double,48,199,4003,NA
2018,12,week12_mediacloud_top_online_news,name,character,49,al.com,Yahoo News,NA
2018,12,week12_mediacloud_top_online_news,url,character,49,http://bleacherreport.com,http://www.vox.com,NA
2018,12,week12_mediacloud_trump,Date,Date,51,2017-08-20,2017-10-09,NA
2018,12,week12_mediacloud_trump,"title:""Puerto Rico""",double,30,0,308,NA
2018,12,week12_mediacloud_trump,"title:""Puerto Rico"" AND (title:Trump OR title:President)",double,19,0,174,NA
2018,12,week12_mediacloud_trump,title:Florida,double,35,13,332,NA
2018,12,week12_mediacloud_trump,title:Florida AND (title:Trump OR title:President),double,8,0,59,NA
2018,12,week12_mediacloud_trump,title:Texas,double,44,12,378,NA
2018,12,week12_mediacloud_trump,title:Texas AND (title:Trump OR title:President),double,17,0,133,NA
2018,12,week12_tv_hurricanes,Date,character,37,8/20/17,9/9/17,NA
2018,12,week12_tv_hurricanes,Harvey,double,34,0,0.8878,NA
2018,12,week12_tv_hurricanes,Irma,double,27,0,0.948,NA
2018,12,week12_tv_hurricanes,Maria,double,10,0,0.5094,NA
2018,12,week12_tv_hurricanes,Jose,double,17,0,0.0605,NA
2018,13,week13_alcohol_global,country,character,193,Afghanistan,Zimbabwe,NA
2018,13,week13_alcohol_global,beer_servings,double,130,0,376,NA
2018,13,week13_alcohol_global,spirit_servings,double,109,0,438,NA
2018,13,week13_alcohol_global,wine_servings,double,79,0,370,NA
2018,13,week13_alcohol_global,total_litres_of_pure_alcohol,double,90,0,14.4,NA
2018,14,week14_global_life_expectancy,country,character,241,Afghanistan,Zimbabwe,NA
2018,14,week14_global_life_expectancy,code,character,204,NA,NA,NA
2018,14,week14_global_life_expectancy,year,double,307,1543,2015,NA
2018,14,week14_global_life_expectancy,life_expectancy,double,14303,17.76,83.801003,NA
2018,15,week15_beers,count,double,2410,1,2410,NA
2018,15,week15_beers,abv,double,75,NA,NA,NA
2018,15,week15_beers,ibu,double,108,NA,NA,NA
2018,15,week15_beers,id,double,2410,1,2692,NA
2018,15,week15_beers,name,character,2304,#001 Golden Amber Lager,Zonker Stout,NA
2018,15,week15_beers,style,character,100,NA,NA,NA
2018,15,week15_beers,brewery_id,double,558,0,557,NA
2018,15,week15_beers,ounces,double,7,8.4,32,NA
2018,16,week16_exercise,count,double,52,1,52,NA
2018,16,week16_exercise,state,character,52,Alabama,Wyoming,NA
2018,16,week16_exercise,adults,double,20,13,32,NA
2018,16,week16_exercise,men,double,18,17,40,NA
2018,16,week16_exercise,women,double,17,9,31,NA
2018,16,week16_exercise,men_working,double,18,17,40,NA
2018,16,week16_exercise,women_working,double,21,10,33,NA
2018,16,week16_exercise,men_nonworking,character,24,10,NA,NA
2018,16,week16_exercise,women_nonworking,character,17,11,NA,NA
2018,18,week18_dallas_animals,animal_id,character,32174,A0006001,A1010219,NA
2018,18,week18_dallas_animals,animal_type,character,5,BIRD,WILDLIFE,NA
2018,18,week18_dallas_animals,animal_breed,character,272,ABYSSINIAN,YORKSHIRE TERR,NA
2018,18,week18_dallas_animals,kennel_number,character,785,AC 001,WILDLIFERM,NA
2018,18,week18_dallas_animals,kennel_status,character,12,AVAILABLE,WILDLIFE,NA
2018,18,week18_dallas_animals,tag_type,character,1,NA,NA,NA
2018,18,week18_dallas_animals,activity_number,character,12629,A10-044346,NA,NA
2018,18,week18_dallas_animals,activity_sequence,double,12,0,12,NA
2018,18,week18_dallas_animals,source_id,character,15984,P0000000,P9999999,NA
2018,18,week18_dallas_animals,census_tract,character,445,100,W,NA
2018,18,week18_dallas_animals,council_district,character,84,``,WN,NA
2018,18,week18_dallas_animals,intake_type,character,8,CONFISCATED,WILDLIFE,NA
2018,18,week18_dallas_animals,intake_subtype,character,23,NA,NA,NA
2018,18,week18_dallas_animals,reason,character,73,ABANDON,ZONE,NA
2018,18,week18_dallas_animals,staff_id,character,1353,.000CBM/DJ,YM/WS,NA
2018,18,week18_dallas_animals,intake_date,POSIXct,365,2016-10-01,2017-09-30,NA
2018,18,week18_dallas_animals,intake_time,character,25,0,NA,NA
2018,18,week18_dallas_animals,due_out,POSIXct,405,2016-10-01,2027-05-25,NA
2018,18,week18_dallas_animals,intake_condition,character,7,HEALTHY,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,NA
2018,18,week18_dallas_animals,hold_request,character,18,ADOPTION,SPAY NEUTER NETWORK,NA
2018,18,week18_dallas_animals,outcome_type,character,12,ADOPTION,WILDLIFE,NA
2018,18,week18_dallas_animals,outcome_date,character,375,42644,NA,NA
2018,18,week18_dallas_animals,outcome_time,character,25,0,NA,NA
2018,18,week18_dallas_animals,receipt_number,character,16062,J16-473026,R17-517057,NA
2018,18,week18_dallas_animals,impound_number,character,34819,K11-201733,K17-395659,NA
2018,18,week18_dallas_animals,service_request_number,character,219,16-00518148,NA,NA
2018,18,week18_dallas_animals,outcome_condition,character,8,HEALTHY,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,NA
2018,18,week18_dallas_animals,chip_status,character,3,SCAN CHIP,UNABLE TO SCAN,NA
2018,18,week18_dallas_animals,animal_origin,character,4,FIELD,SWEEP,NA
2018,18,week18_dallas_animals,additional_information,character,4672,"$1,000 REWARD",XRAY/ADOPT PEND SX3/13/17,NA
2018,18,week18_dallas_animals,month,character,12,APR,SEP,NA
2018,18,week18_dallas_animals,year,character,1,FY2017,FY2017,NA
2018,18,week18_dallas_animals,mo_year,double,2,2016,2017,NA
2018,19,week19_airline_safety,...1,double,336,1,336,NA
2018,19,week19_airline_safety,airline,character,56,Aer Lingus,Xiamen Airlines,NA
2018,19,week19_airline_safety,avail_seat_km_per_week,double,56,259373346,7139291291,NA
2018,19,week19_airline_safety,year_range,character,2,00_14,85_99,NA
2018,19,week19_airline_safety,type_of_event,character,3,fatal_accidents,incidents,NA
2018,19,week19_airline_safety,n_events,double,67,0,537,NA
2018,21,cal-fire-incidents,YEAR,double,83,1933,2016,NA
2018,21,cal-fire-incidents,NUMBER OF FIRES,double,83,1447,10038,NA
2018,21,cal-fire-incidents,ACRES BURNED,double,83,23154,756696,NA
2018,21,cal-fire-incidents,DOLLAR DAMAGE,double,83,151584,3061836666,NA
2018,21,calfire_damage,year,double,29,1989,2017,NA
2018,21,calfire_damage,structures,double,29,54,10823,NA
2018,21,week21_calfire_frap,...1,double,14847,1,14847,NA
2018,21,week21_calfire_frap,objectid,double,14847,1,20715,NA
2018,21,week21_calfire_frap,year_,double,68,1950,2017,NA
2018,21,week21_calfire_frap,state,character,5,NA,NA,NA
2018,21,week21_calfire_frap,agency,character,11,NA,NA,NA
2018,21,week21_calfire_frap,unit_id,character,89,NA,NA,NA
2018,21,week21_calfire_frap,fire_name,character,7412,NA,NA,NA
2018,21,week21_calfire_frap,inc_num,character,5005,NA,NA,NA
2018,21,week21_calfire_frap,alarm_date,Date,6678,NA,NA,NA
2018,21,week21_calfire_frap,cont_date,Date,4154,NA,NA,NA
2018,21,week21_calfire_frap,cause,double,19,NA,NA,NA
2018,21,week21_calfire_frap,comments,character,1046,NA,NA,NA
2018,21,week21_calfire_frap,report_ac,double,2269,NA,NA,NA
2018,21,week21_calfire_frap,gis_acres,double,14829,NA,NA,NA
2018,21,week21_calfire_frap,c_method,double,9,NA,NA,NA
2018,21,week21_calfire_frap,objective,double,3,NA,NA,NA
2018,21,week21_calfire_frap,fire_num,character,2289,NA,NA,NA
2018,21,week21_calfire_frap,shape_length,double,14840,8.83843131539405,445282.444798372,NA
2018,21,week21_calfire_frap,shape_area,double,14840,5.49112585092378,2027806990.79122,NA
2018,21,week21_calfire_frap,fire_cause,character,3,Human,Unknown,NA
2018,21,week21_calfire_frap,plot_date,Date,363,NA,NA,NA
2018,22,nfl_2010-2017,...1,double,81525,1,81525,NA
2018,22,nfl_2010-2017,name,character,2758,A.J. Derby,Zurlon Tipton,NA
2018,22,nfl_2010-2017,team,character,36,NA,NA,NA
2018,22,nfl_2010-2017,game_year,double,18,2000,2017,NA
2018,22,nfl_2010-2017,game_week,double,16,1,16,NA
2018,22,nfl_2010-2017,rush_att,double,44,NA,NA,NA
2018,22,nfl_2010-2017,rush_yds,double,260,NA,NA,NA
2018,22,nfl_2010-2017,rush_avg,double,298,NA,NA,NA
2018,22,nfl_2010-2017,rush_tds,double,7,NA,NA,NA
2018,22,nfl_2010-2017,rush_fumbles,double,5,NA,NA,NA
2018,22,nfl_2010-2017,rec,double,22,NA,NA,NA
2018,22,nfl_2010-2017,rec_yds,double,259,NA,NA,NA
2018,22,nfl_2010-2017,rec_avg,double,449,NA,NA,NA
2018,22,nfl_2010-2017,rec_tds,double,6,NA,NA,NA
2018,22,nfl_2010-2017,rec_fumbles,double,4,NA,NA,NA
2018,22,nfl_2010-2017,pass_att,double,70,NA,NA,NA
2018,22,nfl_2010-2017,pass_yds,double,485,NA,NA,NA
2018,22,nfl_2010-2017,pass_tds,double,9,NA,NA,NA
2018,22,nfl_2010-2017,int,double,9,NA,NA,NA
2018,22,nfl_2010-2017,sck,double,14,NA,NA,NA
2018,22,nfl_2010-2017,pass_fumbles,double,5,NA,NA,NA
2018,22,nfl_2010-2017,rate,double,1370,NA,NA,NA
2018,22,nfl_2010-2017,position,character,3,QB,WR/TE,NA
2018,23,fastfood_calories,...1,double,515,1,515,NA
2018,23,fastfood_calories,restaurant,character,8,Arbys,Taco Bell,NA
2018,23,fastfood_calories,item,character,505,1 Piece Chick-n-Strips,XXL Grilled Stuft Burrito - Steak,NA
2018,23,fastfood_calories,calories,double,113,20,2430,NA
2018,23,fastfood_calories,cal_fat,double,117,0,1270,NA
2018,23,fastfood_calories,total_fat,double,80,0,141,NA
2018,23,fastfood_calories,sat_fat,double,40,0,47,NA
2018,23,fastfood_calories,trans_fat,double,10,0,8,NA
2018,23,fastfood_calories,cholesterol,double,52,0,805,NA
2018,23,fastfood_calories,sodium,double,197,15,6080,NA
2018,23,fastfood_calories,total_carb,double,103,0,156,NA
2018,23,fastfood_calories,fiber,double,19,NA,NA,NA
2018,23,fastfood_calories,sugar,double,31,0,87,NA
2018,23,fastfood_calories,protein,double,71,NA,NA,NA
2018,23,fastfood_calories,vit_a,double,22,NA,NA,NA
2018,23,fastfood_calories,vit_c,double,24,NA,NA,NA
2018,23,fastfood_calories,calcium,double,27,NA,NA,NA
2018,23,fastfood_calories,salad,character,1,Other,Other,NA
2018,24,cats_vs_dogs,...1,double,49,1,49,NA
2018,24,cats_vs_dogs,state,character,49,Alabama,Wyoming,NA
2018,24,cats_vs_dogs,n_households,double,49,221,12974,NA
2018,24,cats_vs_dogs,percent_pet_households,double,43,21.9,70.8,NA
2018,24,cats_vs_dogs,n_pet_households,double,48,63,6865,NA
2018,24,cats_vs_dogs,percent_dog_owners,double,43,13.1,47.9,NA
2018,24,cats_vs_dogs,n_dog_households,double,49,38,4260,NA
2018,24,cats_vs_dogs,avg_dogs_per_household,double,10,1.1,2.1,NA
2018,24,cats_vs_dogs,dog_population,double,49,42,7163,NA
2018,24,cats_vs_dogs,percent_cat_owners,double,42,11.6,49.5,NA
2018,24,cats_vs_dogs,n_cat_households,double,49,33,3687,NA
2018,24,cats_vs_dogs,avg_cats_per_household,double,10,1.7,2.6,NA
2018,24,cats_vs_dogs,cat_population,double,49,63,7118,NA
2018,25,hypoxia,...1,double,7,1,7,NA
2018,25,hypoxia,Altitude,character,7,10k/3k,Sea level,NA
2018,25,hypoxia, Air press,character,7, 141, mmHg,NA
2018,25,hypoxia, ppO2,character,7, 110, Air=21%,NA
2018,25,hypoxia, Alv pO2,character,6, 104, NaN,NA
2018,25,hypoxia, % sat O2,character,6, >90% desired, NaN,NA
2018,25,hypoxia, Alv pCO2,character,5, >35 best, NaN,NA
2018,25,hypoxia, Alv pO2 with O2=100%,character,7, , 673,NA
2018,25,hypoxia, % sat O2_1,character,5, 100, 99,NA
2018,25,hypoxia, Alv pCO2_1,character,4, 100% O2, 40,NA
2018,25,us-airports,...1,double,9716,1,9716,NA
2018,25,us-airports,yearly_rank,double,1988,NA,NA,NA
2018,25,us-airports,region,character,10,NA,NA,NA
2018,25,us-airports,state,character,57,NA,NA,NA
2018,25,us-airports,loc_id,character,2282,0,ZZV,NA
2018,25,us-airports,city,character,1854,Abbeville,Zionsville,NA
2018,25,us-airports,airport_name,character,2311,NA,NA,NA
2018,25,us-airports,airport_classification,character,4,NA,NA,NA
2018,25,us-airports,hub_type,character,5,NA,NA,NA
2018,25,us-airports,year,double,6,2012,2017,NA
2018,25,us-airports,passengers,double,4464,NA,NA,NA
2018,26,africa_species,species,character,4234,Abelia rupestris,Zygochlamys patagonica,NA
2018,26,africa_species,authority,character,2449,NA,NA,NA
2018,26,africa_species,country,character,50,Algeria,Zimbabwe,NA
2018,26,africa_species,kingdom,character,6,Animalia,Viruses,NA
2018,26,africa_species,environment_system,character,5,brackish,terrestrial,NA
2018,26,africa_species,origin,character,3,Alien,Native/Alien,NA
2018,26,table_1,rank,double,124,1,124,NA
2018,26,table_1,country,character,124,Albania,Yemen,NA
2018,26,table_1,invasion_threat,double,124,0.0766,0.9922,NA
2018,26,table_2,country,character,123,Albania,Yemen,NA
2018,26,table_2,invasion_cost,double,123,7e+05,1.1729e+11,NA
2018,26,table_2,rank,double,124,1,124,NA
2018,26,table_3,country,character,123,Albania,Yemen,NA
2018,26,table_3,invasion_cost,double,122,1e+06,1.1729e+11,NA
2018,26,table_3,gdp_mean,double,124,4.01e+08,1.215682e+13,NA
2018,26,table_3,gdp_proportion,double,111,1e-05,0.3569,NA
2018,26,table_3,rank,double,124,1,124,NA
2018,26,table_4,country,character,123,Albania,Yemen,NA
2018,26,table_4,invasion_cost,double,124,3e+05,2.2259e+11,NA
2018,26,table_4,rank,double,124,1,124,NA
2018,26,table_6,species,character,104,Acalymma,Dysmicoccus brevipes,NA
2018,26,table_6,max_impact_percent,double,55,0,100,NA
2018,26,table_6,rank,double,47,1,47,NA
2018,27,us_births_2000-2014,year,double,15,2000,2014,NA
2018,27,us_births_2000-2014,month,double,12,1,12,NA
2018,27,us_births_2000-2014,date_of_month,double,31,1,31,NA
2018,27,us_births_2000-2014,day_of_week,double,7,1,7,NA
2018,27,us_births_2000-2014,births,double,3381,5728,16081,NA
2018,28,voter_turnout,...1,double,936,1,936,NA
2018,28,voter_turnout,year,double,18,1980,2014,NA
2018,28,voter_turnout,icpsr_state_code,double,52,0,82,NA
2018,28,voter_turnout,alphanumeric_state_code,double,52,0,51,NA
2018,28,voter_turnout,state,character,53,Alabama,Wyoming,NA
2018,28,voter_turnout,votes,double,714,NA,NA,NA
2018,28,voter_turnout,eligible_voters,double,936,270122,227157964,NA
2018,29,recent-grads,Rank,double,173,1,173,NA
2018,29,recent-grads,Major_code,double,173,1100,6403,NA
2018,29,recent-grads,Major,character,173,ACCOUNTING,ZOOLOGY,NA
2018,29,recent-grads,Total,double,173,NA,NA,NA
2018,29,recent-grads,Men,double,173,NA,NA,NA
2018,29,recent-grads,Women,double,172,NA,NA,NA
2018,29,recent-grads,Major_category,character,16,Agriculture & Natural Resources,Social Science,NA
2018,29,recent-grads,ShareWomen,double,173,NA,NA,NA
2018,29,recent-grads,Sample_size,double,147,2,4212,NA
2018,29,recent-grads,Employed,double,171,0,307933,NA
2018,29,recent-grads,Full_time,double,173,111,251540,NA
2018,29,recent-grads,Part_time,double,170,0,115172,NA
2018,29,recent-grads,Full_time_year_round,double,173,111,199897,NA
2018,29,recent-grads,Unemployed,double,161,0,28169,NA
2018,29,recent-grads,Unemployment_rate,double,169,0,0.177226407,NA
2018,29,recent-grads,Median,double,59,22000,110000,NA
2018,29,recent-grads,P25th,double,48,18500,95000,NA
2018,29,recent-grads,P75th,double,54,22000,125000,NA
2018,29,recent-grads,College_jobs,double,173,0,151643,NA
2018,29,recent-grads,Non_college_jobs,double,173,0,148395,NA
2018,29,recent-grads,Low_wage_jobs,double,166,0,48207,NA
2018,30,movie_profit,...1,double,3401,1,3401,NA
2018,30,movie_profit,release_date,character,1768,1/1/1946,9/9/2016,NA
2018,30,movie_profit,movie,character,3400,10 Days in a Madhouse,長江七號 (CJ7),NA
2018,30,movie_profit,production_budget,double,314,250000,1.75e+08,NA
2018,30,movie_profit,domestic_gross,double,3329,0,474544677,NA
2018,30,movie_profit,worldwide_gross,double,3358,0,1304866322,NA
2018,30,movie_profit,distributor,character,202,NA,NA,NA
