Year,Sex,Name,Number,Rank
1997,Boy,Beau,NA,NA
1997,Boy,Belal,NA,NA
1997,Boy,Ben,85,41
1997,Boy,Benjamin,92,37
1997,Boy,Benn,3,271
1997,Boy,Benton,NA,NA
1997,Boy,Bernard,3,271
1997,Boy,Billy,NA,NA
1997,Boy,Billy-Jake,NA,NA
1997,Boy,Billy-Joe,NA,NA
1997,Boy,Billyjoe,NA,NA
1997,Boy,Blaine,5,227
1997,Boy,Blair,NA,NA
1997,Boy,Blaise,NA,NA
1997,Boy,Blake,5,227
1997,Boy,Blane,NA,NA
1997,Boy,Bobby,NA,NA
1997,Boy,Brad,11,153
1997,Boy,Bradley,22,104
1997,Boy,Braiden,NA,NA
1997,Boy,Branden,NA,NA
1997,Boy,Brandon,49,60
1997,Boy,Brandon-Lee,NA,NA
1997,Boy,Breandain,NA,NA
1997,Boy,Breandan,3,271
1997,Boy,Breifne,NA,NA
1997,Boy,Brendan,41,73
1997,Boy,Brennan,NA,NA
1997,Boy,Brent,NA,NA
1997,Boy,Brenton,NA,NA
1997,Boy,Brett,4,248
1997,Boy,Brian,40,75
1997,Boy,Brian-Paul,NA,NA
1997,Boy,Brodie,NA,NA
1997,Boy,Brogan,NA,NA
1997,Boy,Bruce,NA,NA
1997,Boy,Bryan,8,179
1997,Boy,Bryce,NA,NA
1997,Boy,Bryn,NA,NA
1997,Boy,Burhan,NA,NA
1997,Boy,Byron,NA,NA
1997,Boy,Cabena,NA,NA
1997,Boy,Cadell,NA,NA
1997,Boy,Caelan,NA,NA
1997,Boy,Caelian,NA,NA
1997,Boy,Caelin,NA,NA
1997,Boy,Cahal,4,248
1997,Boy,Cahil,NA,NA
1997,Boy,Cahir,6,210
1997,Boy,Cailian,NA,NA
1997,Boy,Caillin,NA,NA
1997,Boy,Cailum,3,271
1997,Boy,Caine,NA,NA
1997,Boy,Cairon,NA,NA
1997,Boy,Cal,4,248
1997,Boy,Calean,NA,NA
1997,Boy,Caleb,7,192
1997,Boy,Callan,5,227
1997,Boy,Callaum,NA,NA
1997,Boy,Callum,99,34
1997,Boy,Calum,23,100
1997,Boy,Calvin,16,124
1997,Boy,Calvyn,NA,NA
1997,Boy,Calym,NA,NA
1997,Boy,Cambell,NA,NA
1997,Boy,Cameron,45,66
1997,Boy,Campbell,NA,NA
1997,Boy,Caner,NA,NA
1997,Boy,Canice,NA,NA
1997,Boy,Caoileann,NA,NA
1997,Boy,Caoilte,NA,NA
1997,Boy,Caoimhan,NA,NA
1997,Boy,Caoimhin,8,179
1997,Boy,Caoimhlin,NA,NA
1997,Boy,Caolain,3,271
1997,Boy,Caolam,NA,NA
1997,Boy,Caolan,117,28
1997,Boy,Caoliam,NA,NA
1997,Boy,Caolin,NA,NA
1997,Boy,Caolom,NA,NA
1997,Boy,Caolon,NA,NA
1997,Boy,Caomhan,7,192
1997,Boy,Carl,10,160
1997,Boy,Carlos,NA,NA
1997,Boy,Carlton,NA,NA
1997,Boy,Carmelo,NA,NA
1997,Boy,Carson,NA,NA
1997,Boy,Carter,7,192
1997,Boy,Casey,NA,NA
1997,Boy,Cathair,NA,NA
1997,Boy,Cathal,39,78
1997,Boy,Cathaoir,NA,NA
1997,Boy,Cavan,NA,NA
1997,Boy,Cealan,NA,NA
1997,Boy,Cealyne,NA,NA
1997,Boy,Cein,NA,NA
1997,Boy,Chad,NA,NA
1997,Boy,Chandler,NA,NA
1997,Boy,Charles,17,121
1997,Boy,Charley,NA,NA
1997,Boy,Charlie,10,160
1997,Boy,Chaveze,NA,NA
1997,Boy,Che,5,227
1997,Boy,Chea,NA,NA
1997,Boy,Chetachukwu,NA,NA
1997,Boy,Chi,NA,NA
1997,Boy,Chi-Fung,NA,NA
1997,Boy,Chris,3,271
1997,Boy,Chrisopher,NA,NA
1997,Boy,Christian,8,179
1997,Boy,Christie,3,271
1997,Boy,Christopher,204,13
1997,Boy,Christy,6,210
1997,Boy,Chun,NA,NA
1997,Boy,Cian,NA,NA
1997,Boy,Cianan,3,271
1997,Boy,Ciaran,113,29
1997,Boy,Ciaron,NA,NA
1997,Boy,Ciarstan,NA,NA
1997,Boy,Cillene,NA,NA
1997,Boy,Cillian,8,179
1997,Boy,Ciobhan,NA,NA
1997,Boy,Clark,3,271
1997,Boy,Clarke,NA,NA
1997,Boy,Clement,NA,NA
1997,Boy,Clifford,3,271
1997,Boy,Clint,NA,NA
1997,Boy,Clive,NA,NA
1997,Boy,Codey,NA,NA
1997,Boy,Codie,NA,NA
1997,Boy,Cody,3,271
1997,Boy,Cohlin,NA,NA
1997,Boy,Coilin,NA,NA
1997,Boy,Coist,NA,NA
1997,Boy,Colan,NA,NA
1997,Boy,Colin,24,96
1997,Boy,Collum,NA,NA
1997,Boy,Colm,24,96
1997,Boy,Colum,4,248
1997,Boy,Conaill,NA,NA
1997,Boy,Conaire,NA,NA
1997,Boy,Conal,21,109
1997,Boy,Conall,28,92
1997,Boy,Conan,9,169
1997,Boy,Conchur,6,210
1997,Boy,Concobhar,NA,NA
1997,Boy,Conill,NA,NA
1997,Boy,Conleith,NA,NA
1997,Boy,Conleth,NA,NA
1997,Boy,Conn,3,271
1997,Boy,Connaire,NA,NA
1997,Boy,Connaith,NA,NA
1997,Boy,Connal,NA,NA
1997,Boy,Connall,NA,NA
1997,Boy,Connel,NA,NA
1997,Boy,Connell,NA,NA
1997,Boy,Conner,NA,NA
1997,Boy,Connlaodh,NA,NA
1997,Boy,Connlaoth,NA,NA
1997,Boy,Connolly,NA,NA
1997,Boy,Connor,87,40
1997,Boy,Conor,312,4
1997,Boy,Conrad,4,248
1997,Boy,Conuil,NA,NA
1997,Boy,Cooper,NA,NA
1997,Boy,Corbin,NA,NA
1997,Boy,Corey,43,68
1997,Boy,Cori,NA,NA
1997,Boy,Cormac,41,73
1997,Boy,Correy,NA,NA
1997,Boy,Corri,NA,NA
1997,Boy,Corrie,NA,NA
1997,Boy,Corrin,NA,NA
1997,Boy,Cory,5,227
1997,Boy,Courtney,NA,NA
1997,Boy,Craig,43,68
1997,Boy,Crawford,NA,NA
1997,Boy,Creage,NA,NA
1997,Boy,Cristoir,NA,NA
1997,Boy,Cronan,NA,NA
1997,Boy,Cuan,NA,NA
1997,Boy,Curtess,NA,NA
1997,Boy,Curtis,80,44
1997,Boy,Cyril,NA,NA
1997,Boy,Daanyaal,NA,NA
1997,Boy,Daibh-Og,NA,NA
1997,Boy,Daineal,NA,NA
1997,Boy,Daire,24,96
1997,Boy,Daithi,NA,NA
1997,Boy,Dale,12,143
1997,Boy,Dalton,NA,NA
1997,Boy,Damhan,NA,NA
1997,Boy,Damhlaic,NA,NA
1997,Boy,Damian,10,160
1997,Boy,Damien,9,169
1997,Boy,Damon,NA,NA
1997,Boy,Danann,NA,NA
1997,Boy,Dane,NA,NA
1997,Boy,Daniel,208,12
1997,Boy,Danny,7,192
1997,Boy,Danyon,NA,NA
1997,Boy,Dara,8,179
1997,Boy,Daragh,NA,NA
1997,Boy,Darcy,NA,NA
1997,Boy,Darian,NA,NA
1997,Boy,Darien,NA,NA
1997,Boy,Darius,NA,NA
1997,Boy,Dariush,NA,NA
1997,Boy,Darra,NA,NA
1997,Boy,Darragh,31,88
1997,Boy,Darran,NA,NA
1997,Boy,Darrell,4,248
1997,Boy,Darren,62,52
1997,Boy,Darryl,12,143
1997,Boy,Darryn,NA,NA
1997,Boy,Daryl,16,124
1997,Boy,Daryll,NA,NA
1997,Boy,Daryn,NA,NA
1997,Boy,Daven,NA,NA
1997,Boy,David,246,9
1997,Boy,David-James,NA,NA
1997,Boy,Davis,NA,NA
1997,Boy,Davog,NA,NA
1997,Boy,Davy,NA,NA
1997,Boy,Deaghlan,NA,NA
1997,Boy,Deaglan,7,192
1997,Boy,Dean,77,45
1997,Boy,Deane,3,271
1997,Boy,Declan,58,54
1997,Boy,Deiter,NA,NA
1997,Boy,Dennis,4,248
1997,Boy,Denver,NA,NA
1997,Boy,Denzel,NA,NA
1997,Boy,Derek,NA,NA
1997,Boy,Dermot,8,179
1997,Boy,Dermott,NA,NA
1997,Boy,Derrick,NA,NA
1997,Boy,Desmond,4,248
1997,Boy,Devin,NA,NA
1997,Boy,Devon,NA,NA
1997,Boy,Diarmaid,NA,NA
1997,Boy,Diarmuid,8,179
1997,Boy,Dillan,NA,NA
1997,Boy,Dillen,NA,NA
1997,Boy,Dillon,22,104
1997,Boy,Dion,NA,NA
1997,Boy,Domhnall,3,271
1997,Boy,Dominic,18,118
1997,Boy,Don,3,271
1997,Boy,Donach,NA,NA
1997,Boy,Donagh,NA,NA
1997,Boy,Donal,10,160
1997,Boy,Donncha,NA,NA
1997,Boy,Donnchadh,NA,NA
1997,Boy,Donny,NA,NA
1997,Boy,Donovan,NA,NA
1997,Boy,Dougie,NA,NA
1997,Boy,Drew,NA,NA
1997,Boy,Dualta,NA,NA
1997,Boy,Duncan,4,248
1997,Boy,Dwaine,NA,NA
1997,Boy,Dwayne,NA,NA
1997,Boy,Dylan,135,23
1997,Boy,Dyllan,NA,NA
1997,Boy,Dylon,NA,NA
1997,Boy,Eamon,15,129
1997,Boy,Eamonn,11,153
1997,Boy,Eanan,NA,NA
1997,Boy,Eathan,NA,NA
1997,Boy,Eben,NA,NA
1997,Boy,Echlin,NA,NA
1997,Boy,Edmund,NA,NA
1997,Boy,Edward,22,104
1997,Boy,Eimhin,NA,NA
1997,Boy,Eli,NA,NA
1997,Boy,Elijah,NA,NA
1997,Boy,Elliot,3,271
1997,Boy,Elliott,NA,NA
1997,Boy,Elmokhtar,NA,NA
1997,Boy,Elvis,NA,NA
1997,Boy,Emerson,NA,NA
1997,Boy,Emmanuel,NA,NA
1997,Boy,Emmet,9,169
1997,Boy,Emmett,15,129
1997,Boy,Enda,7,192
1997,Boy,Eoghain,NA,NA
1997,Boy,Eoghan,21,109
1997,Boy,Eoighain,NA,NA
1997,Boy,Eoighan,NA,NA
1997,Boy,Eoin,56,55
1997,Boy,Eoin-Roe,NA,NA
1997,Boy,Eric,3,271
1997,Boy,Errol,NA,NA
1997,Boy,Ethan,48,62
1997,Boy,Ethein,NA,NA
1997,Boy,Euan,4,248
1997,Boy,Eugene,4,248
1997,Boy,Eunan,9,169
1997,Boy,Evan,11,153
1997,Boy,Ewan,10,160
1997,Boy,Ezra,NA,NA
1997,Boy,Fahad,NA,NA
1997,Boy,Faolan,NA,NA
1997,Boy,Feargal,3,271
1997,Boy,Fearghal,8,179
1997,Boy,Feargus,NA,NA
1997,Boy,Feidhlim,NA,NA
1997,Boy,Fergal,6,210
1997,Boy,Fergus,5,227
1997,Boy,Fiachra,NA,NA
1997,Boy,Finbar,7,192
1997,Boy,Finn,3,271
1997,Boy,Fintan,7,192
1997,Boy,Fionan,NA,NA
1997,Boy,Fionn,NA,NA
1997,Boy,Fionnbharr,NA,NA
1997,Boy,Fionntan,6,210
1997,Boy,Fiontan,NA,NA
1997,Boy,Foster,NA,NA
1997,Boy,Francis,23,100
1997,Boy,Francis-Michael,NA,NA
1997,Boy,Frank,NA,NA
1997,Boy,Frankie,NA,NA
1997,Boy,Fraser,NA,NA
1997,Boy,Fraszer,NA,NA
1997,Boy,Frazer,3,271
1997,Boy,Frederick,NA,NA
1997,Boy,Fredrick,NA,NA
1997,Boy,Gabriel,5,227
1997,Boy,Gaelan,NA,NA
1997,Boy,Gage,NA,NA
1997,Boy,Garbhan,NA,NA
1997,Boy,Gareth,75,47
1997,Boy,Garett,NA,NA
1997,Boy,Garret,NA,NA
1997,Boy,Garreth,NA,NA
1997,Boy,Garrett,5,227
1997,Boy,Garry,NA,NA
1997,Boy,Garth,NA,NA
1997,Boy,Gary,51,57
1997,Boy,Gavin,45,66
1997,Boy,Gearard,NA,NA
1997,Boy,Gearoid,NA,NA
1997,Boy,Genovino,NA,NA
1997,Boy,Geoffrey,3,271
1997,Boy,Geordie,NA,NA
1997,Boy,George,16,124
1997,Boy,Gerald,9,169
1997,Boy,Gerard,51,57
1997,Boy,Gerry,NA,NA
1997,Boy,Gervaise,NA,NA
1997,Boy,Giles,3,271
1997,Boy,Gino,NA,NA
1997,Boy,Glen,15,129
1997,Boy,Glendon,NA,NA
1997,Boy,Glenn,22,104
1997,Boy,Gordon,3,271
1997,Boy,Graeme,13,139
1997,Boy,Graham,7,192
1997,Boy,Grant,7,192
1997,Boy,Greg,NA,NA
1997,Boy,Gregg,NA,NA
1997,Boy,Gregory,5,227
1997,Boy,Gurdep,NA,NA
1997,Boy,Hal,NA,NA
1997,Boy,Hamilton,NA,NA
1997,Boy,Hamish,3,271
1997,Boy,Haroon,NA,NA
1997,Boy,Harrison,NA,NA
1997,Boy,Harry,33,87
1997,Boy,Harvey,3,271
1997,Boy,Harvinder,NA,NA
1997,Boy,Harvir,NA,NA
1997,Boy,Hasan,NA,NA
1997,Boy,Hayden,3,271
1997,Boy,Haydn,NA,NA
1997,Boy,Henri,NA,NA
1997,Boy,Henrik,NA,NA
1997,Boy,Henry,10,160
1997,Boy,Himal,NA,NA
1997,Boy,Hiram,NA,NA
1997,Boy,Hugh,9,169
1997,Boy,Hugh-Kevin,NA,NA
1997,Boy,Iain,3,271
1997,Boy,Ian,15,129
1997,Boy,Iarlaith,NA,NA
1997,Boy,Ieuan,NA,NA
1997,Boy,Ilyas,NA,NA
1997,Boy,Iman,NA,NA
1997,Boy,Isaac,6,210
1997,Boy,Israel,NA,NA
1997,Boy,Jacek,NA,NA
1997,Boy,Jach,NA,NA
1997,Boy,Jack,259,8
1997,Boy,Jackie,NA,NA
1997,Boy,Jackson,9,169
1997,Boy,Jacob,25,94
1997,Boy,Jacques,NA,NA
1997,Boy,Jai,NA,NA
1997,Boy,Jaiden,NA,NA
1997,Boy,Jaime,3,271
1997,Boy,Jake,47,64
1997,Boy,Jamal,NA,NA
1997,Boy,James,352,3
1997,Boy,Jamie,165,18
1997,Boy,Jamie-Lee,NA,NA
1997,Boy,Jamieson,NA,NA
1997,Boy,Jan,NA,NA
1997,Boy,Jared,3,271
1997,Boy,Jarlath,6,210
1997,Boy,Jarvis,NA,NA
1997,Boy,Jason,82,42
1997,Boy,Jason-Lee,NA,NA
1997,Boy,Jay,12,143
1997,Boy,Jayden,NA,NA
1997,Boy,Jaylen,NA,NA
1997,Boy,Jaymie,NA,NA
1997,Boy,Jean-Louis,NA,NA
1997,Boy,Jed,NA,NA
1997,Boy,Jedd,NA,NA
1997,Boy,Jeevan,NA,NA
1997,Boy,Jeff,NA,NA
1997,Boy,Jeffrey,4,248
1997,Boy,Jeremy,NA,NA
1997,Boy,Jerome,NA,NA
1997,Boy,Jesse,3,271
1997,Boy,Jessie,NA,NA
1997,Boy,Jimi,NA,NA
1997,Boy,Jo,NA,NA
1997,Boy,Jody,NA,NA
1997,Boy,Joe,8,179
1997,Boy,Joel,34,84
1997,Boy,John,182,17
1997,Boy,John-Joe,NA,NA
1997,Boy,John-Paul,NA,NA
1997,Boy,Johnathan,13,139
1997,Boy,Johnathon,NA,NA
1997,Boy,Johnny,3,271
1997,Boy,Jon,6,210
1997,Boy,Jonah,NA,NA
1997,Boy,Jonathan,145,21
1997,Boy,Jonathon,21,109
1997,Boy,Jordan,266,6
1997,Boy,Jordon,7,192
1997,Boy,Jose,NA,NA
1997,Boy,Joseph,95,36
1997,Boy,Josh,22,104
1997,Boy,Joshua,137,22
1997,Boy,Joshuah,NA,NA
1997,Boy,Joss,NA,NA
1997,Boy,Jude,5,227
1997,Boy,Jun,NA,NA
1997,Boy,Justin,17,121
1997,Boy,Justyn,NA,NA
1997,Boy,Kaelan,NA,NA
1997,Boy,Kaelem,NA,NA
1997,Boy,Kai,NA,NA
1997,Boy,Kai-Sang,NA,NA
1997,Boy,Kalam,NA,NA
1997,Boy,Kaleb,NA,NA
1997,Boy,Kalem,NA,NA
1997,Boy,Kalin,NA,NA
1997,Boy,Kallum,NA,NA
1997,Boy,Kalum,NA,NA
1997,Boy,Kalvin,NA,NA
1997,Boy,Kane,3,271
1997,Boy,Kaolan,NA,NA
1997,Boy,Kapiladeva,NA,NA
1997,Boy,Karam,NA,NA
1997,Boy,Karl,27,93
1997,Boy,Karni,NA,NA
1997,Boy,Kaylan,NA,NA
1997,Boy,Kaynor,NA,NA
1997,Boy,Kealan,7,192
1997,Boy,Keane,NA,NA
1997,Boy,Keanu,NA,NA
1997,Boy,Keaton,NA,NA
1997,Boy,Keelan,9,169
1997,Boy,Keelen,NA,NA
1997,Boy,Keelium,NA,NA
1997,Boy,Keenan,NA,NA
1997,Boy,Keilam,NA,NA
1997,Boy,Keilen,NA,NA
1997,Boy,Keiran,NA,NA
1997,Boy,Keith,12,143
1997,Boy,Kelibe,NA,NA
1997,Boy,Kelsey,NA,NA
1997,Boy,Kelvin,6,210
1997,Boy,Kenan,NA,NA
1997,Boy,Kenett,NA,NA
1997,Boy,Kenneth,7,192
1997,Boy,Kent,NA,NA
1997,Boy,Keshav,NA,NA
1997,Boy,Kevin,42,70
1997,Boy,Kevin-James,NA,NA
1997,Boy,Khaled,NA,NA
1997,Boy,Kier,NA,NA
1997,Boy,Kieran,25,94
1997,Boy,Kieron,NA,NA
1997,Boy,Kievan,NA,NA
1997,Boy,Kievin,NA,NA
1997,Boy,Killian,8,179
1997,Boy,Kin-Fung,NA,NA
1997,Boy,Kingsley,NA,NA
1997,Boy,Kirk,3,271
1997,Boy,Kishore,NA,NA
1997,Boy,Kody,NA,NA
1997,Boy,Konner,NA,NA
1997,Boy,Kori,NA,NA
1997,Boy,Korie,NA,NA
1997,Boy,Kris,NA,NA
1997,Boy,Kristian,6,210
1997,Boy,Kristopher,5,227
1997,Boy,Kudakwashe,NA,NA
1997,Boy,Kurdt,NA,NA
1997,Boy,Kurt,4,248
1997,Boy,Kurtis,19,116
1997,Boy,Kya,NA,NA
1997,Boy,Kylan,NA,NA
1997,Boy,Kyle,102,32
1997,Boy,Laurance,NA,NA
1997,Boy,Laurence,NA,NA
1997,Boy,Laurie,NA,NA
1997,Boy,Lawrence,NA,NA
1997,Boy,Lee,82,42
1997,Boy,Leigh,NA,NA
1997,Boy,Lemuel,NA,NA
1997,Boy,Lennin,NA,NA
1997,Boy,Leo,3,271
1997,Boy,Leon,16,124
1997,Boy,Leonard,NA,NA
1997,Boy,Levi,NA,NA
1997,Boy,Lewin,NA,NA
1997,Boy,Lewis,40,75
1997,Boy,Liam,74,48
1997,Boy,Lindsay,NA,NA
1997,Boy,Lloyd,5,227
1997,Boy,Lochlainn,NA,NA
1997,Boy,Lochlann,NA,NA
1997,Boy,Logan,6,210
1997,Boy,Loman,NA,NA
1997,Boy,Lorcan,12,143
1997,Boy,Louie,NA,NA
1997,Boy,Louis,16,124
1997,Boy,Luc,NA,NA
1997,Boy,Luca,NA,NA
1997,Boy,Lucas,7,192
1997,Boy,Lucius,NA,NA
1997,Boy,Luka,NA,NA
1997,Boy,Lukas,NA,NA
1997,Boy,Luke,105,31
1997,Boy,Lyndon,3,271
1997,Boy,Macauley,10,160
1997,Boy,Macdara,NA,NA
1997,Boy,Madireddy,NA,NA
1997,Boy,Madison,NA,NA
1997,Boy,Madoc,NA,NA
1997,Boy,Maedoc,NA,NA
1997,Boy,Mairtin,3,271
1997,Boy,Mal,NA,NA
1997,Boy,Malachai,NA,NA
1997,Boy,Malachy,8,179
1997,Boy,Malcolm,3,271
1997,Boy,Malik,NA,NA
1997,Boy,Man,NA,NA
1997,Boy,Manni,NA,NA
1997,Boy,Manus,4,248
1997,Boy,Marc,30,90
1997,Boy,Marco,3,271
1997,Boy,Marcos,NA,NA
1997,Boy,Marcus,20,113
1997,Boy,Mark,200,14
1997,Boy,Mark-Alexander,NA,NA
1997,Boy,Martin,71,49
1997,Boy,Martyn,NA,NA
1997,Boy,Mason,NA,NA
1997,Boy,Mathew,NA,NA
1997,Boy,Matt,NA,NA
1997,Boy,Matthew,410,1
1997,Boy,Maurice,NA,NA
1997,Boy,Max,6,210
1997,Boy,Maximilian,NA,NA
1997,Boy,Maxwell,NA,NA
1997,Boy,Medani,NA,NA
1997,Boy,Mel,NA,NA
1997,Boy,Melvyn,NA,NA
1997,Boy,Merle,NA,NA
1997,Boy,Mervyn,NA,NA
1997,Boy,Micah,NA,NA
1997,Boy,Miceal,NA,NA
1997,Boy,Michael,263,7
1997,Boy,Micheal,12,143
1997,Boy,Michele,NA,NA
1997,Boy,Mike,NA,NA
1997,Boy,Miles,NA,NA
1997,Boy,Milo,NA,NA
1997,Boy,Mitchel,3,271
1997,Boy,Mitchell,5,227
1997,Boy,Mohamed,NA,NA
1997,Boy,Montague,NA,NA
1997,Boy,Morgan,5,227
1997,Boy,Morisi,NA,NA
1997,Boy,Mubeen,NA,NA
1997,Boy,Muhammad,NA,NA
1997,Boy,Mujib,NA,NA
1997,Boy,Murad,NA,NA
1997,Boy,Mya,NA,NA
1997,Boy,Myles,5,227
1997,Boy,Nageen,NA,NA
1997,Boy,Nameer,NA,NA
1997,Boy,Naoise,3,271
1997,Boy,Nash,NA,NA
1997,Boy,Nat,NA,NA
1997,Boy,Nathan,154,20
1997,Boy,Nathaniel,4,248
1997,Boy,Navjot,NA,NA
1997,Boy,Nazih,NA,NA
1997,Boy,Neal,NA,NA
1997,Boy,Neale,NA,NA
1997,Boy,Neil,34,84
1997,Boy,Neill,NA,NA
1997,Boy,Nevin,NA,NA
1997,Boy,Newton,NA,NA
1997,Boy,Nial,NA,NA
1997,Boy,Niall,102,32
1997,Boy,Nicholas,19,116
1997,Boy,Nicolas,NA,NA
1997,Boy,Niels,NA,NA
1997,Boy,Nigel,3,271
1997,Boy,Nikolai,NA,NA
1997,Boy,Nikolaos,NA,NA
1997,Boy,Nile,NA,NA
1997,Boy,Nishanth,NA,NA
1997,Boy,Nixon,NA,NA
1997,Boy,Noah,NA,NA
1997,Boy,Noel,9,169
1997,Boy,Nollaig,NA,NA
1997,Boy,Norman,NA,NA
1997,Boy,Nyrone,NA,NA
1997,Boy,Obada,NA,NA
1997,Boy,Odhran,18,118
1997,Boy,Oisin,37,81
1997,Boy,Olcan,NA,NA
1997,Boy,Oliver,23,100
1997,Boy,Omar,3,271
1997,Boy,Oran,13,139
1997,Boy,Orrin,NA,NA
1997,Boy,Oscar,NA,NA
1997,Boy,Ossian,NA,NA
1997,Boy,Owen,39,78
1997,Boy,Padraic,3,271
1997,Boy,Padraig,31,88
1997,Boy,Padraigh,NA,NA
1997,Boy,Padric,NA,NA
1997,Boy,Paedar,NA,NA
1997,Boy,Paraic,NA,NA
1997,Boy,Pascal,NA,NA
1997,Boy,Patric,NA,NA
1997,Boy,Patrick,164,19
1997,Boy,Patrick-Rainer,NA,NA
1997,Boy,Paudraig,NA,NA
1997,Boy,Paul,123,27
1997,Boy,Pauric,3,271
1997,Boy,Peadar,6,210
1997,Boy,Pearce,6,210
1997,Boy,Pearse,20,113
1997,Boy,Peter,135,23
1997,Boy,Pheonix,NA,NA
1997,Boy,Philip,65,51
1997,Boy,Phillip,6,210
1997,Boy,Piarais,NA,NA
1997,Boy,Piaras,5,227
1997,Boy,Pierce,15,129
1997,Boy,Pierre,NA,NA
1997,Boy,Piers,NA,NA
1997,Boy,Pol,NA,NA
1997,Boy,Porag,NA,NA
1997,Boy,Prem,NA,NA
1997,Boy,Preston,NA,NA
1997,Boy,Proinsias,NA,NA
1997,Boy,Quinn,NA,NA
1997,Boy,Quintin,NA,NA
1997,Boy,Rafael,NA,NA
1997,Boy,Rafii,NA,NA
1997,Boy,Raheem,NA,NA
1997,Boy,Rahim,NA,NA
1997,Boy,Ralph,NA,NA
1997,Boy,Ranvir,NA,NA
1997,Boy,Raurai,NA,NA
1997,Boy,Ray,NA,NA
1997,Boy,Raymond,12,143
1997,Boy,Reagan,NA,NA
1997,Boy,Redmond,NA,NA
1997,Boy,Reece,40,75
1997,Boy,Reegan,NA,NA
1997,Boy,Reese,NA,NA
1997,Boy,Regan,NA,NA
1997,Boy,Reuben,12,143
1997,Boy,Rhys,34,84
1997,Boy,Riain,NA,NA
1997,Boy,Rian,14,136
1997,Boy,Riccardo,NA,NA
1997,Boy,Richard,37,81
1997,Boy,Richie,NA,NA
1997,Boy,Ricky,NA,NA
1997,Boy,Roan,NA,NA
1997,Boy,Robbie,10,160
1997,Boy,Robert,96,35
1997,Boy,Robin,5,227
1997,Boy,Robson,NA,NA
1997,Boy,Roddy,NA,NA
1997,Boy,Rodney,NA,NA
1997,Boy,Rogan,NA,NA
1997,Boy,Roger-Jude,NA,NA
1997,Boy,Roghan,NA,NA
1997,Boy,Rohan,3,271
1997,Boy,Romano,NA,NA
1997,Boy,Ronald,NA,NA
1997,Boy,Ronan,66,50
1997,Boy,Rory,59,53
1997,Boy,Ros,NA,NA
1997,Boy,Roshan,NA,NA
1997,Boy,Ross,106,30
1997,Boy,Ross-Thomas,NA,NA
1997,Boy,Rossa,NA,NA
1997,Boy,Rowan,3,271
1997,Boy,Roy,3,271
1997,Boy,Royce,NA,NA
1997,Boy,Royston,NA,NA
1997,Boy,Ruaidhri,NA,NA
1997,Boy,Ruaidri,NA,NA
1997,Boy,Ruairi,52,56
1997,Boy,Ruairidh,NA,NA
