details_url,name,website,year_501c3,year_fiscal_sponsor,n_sponsored,fiscal_sponsorship_fee_description,eligibility_criteria,project_types,services,fiscal_sponsorship_model,description
https://fiscalsponsordirectory.org/?page_id=626,Alliance for Global Justice,www.AFGJ.org,1998,2002,130,"7% straight fee for checks and 8% for credit cards and third-party platforms, regardless of number of services fiscally sponsored group takes advantage of.","Aligned mission/values: Progressive, grassroots|No government funding: No federal government funding","Disaster relief: Latin America and the Caribbean primarily|Economic development|Education: Latin America and the Caribbean primarily|Environment/sustainable growth: global to local|Festivals and events: Limited to those seeking to change US culture of militarism and/or US government policies|Health/nutrition: Primarily Latin America and the Caribbean|Housing: Local housing and public land use issue groups|International development: Primarily Latin America and the Caribbean|People or communities of color/minorities: Grassroots advocacy groups rather than direct service groups|Political advocacy/social justice: This is our primary area of interest (no party affiliation allowed)|Women: Primarily Latin America and the Caribbean|Youth development: Primarily Latin America and the Caribbean|Other: Anti-war, grassroots advocacy for veterans and active duty soldiers desiring to get out of the military, domestic and international human rights, immigrant justice and border militarization, racial justice, political prisoners, prison abolition, police violence.",Bill paying|Bookkeeping/accounting: Income that comes through us.|Insurance: Group health policy for employees; liability for events and conferences|Payroll and independent 1099 contractor payments|Receiving property and stock donations; process donations|Tax reporting: As part of AfGJ’s annual 990,NA,"Progressive grassroots foreign policy advocacy organization in solidarity with social movements and governments working to achieve a multi-polar world in which sovereignty and self-determination are respected, in which economic inequities are being removed and in which sustainable development is improving the lives of families while protecting the environment in which our children will live. Most of all, to build a world in which war and violence become unthinkable."
https://fiscalsponsordirectory.org/?page_id=2580,Allied Arts Foundation,alliedarts-foundation.org,1967,1983,60,"For amounts raised up to $15,000 per year, we charge a 10% fiscal sponsorship fee; amounts raised over $15,000 per year are charged a 5% sponsorship fee. Sponsored projects are responsible for all incidental costs such as PayPal fees and bankcard charges.","Aligned mission/values: Independent artists, art projects and arts organizations","Arts and culture: All manner of arts including 2D, 3D, multimedia, performance, installation, etc.",Other: 501(c)(3) pass through for tax-deductible fundraising for your project or organization; static project page on AAF website and fundraising page through GiveLively.org.,"Model C, Preapproved Grant Relationship","Allied Arts Foundation, founded in 1967, provides fiscal sponsorship to artists and arts organizations for singular or ongoing artistic projects. Our support is not limited geographically and we welcome out-of-state projects. The Foundation also awards limited artist grants, bestows yearly arts awards honoring talented students in each of metropolitan Seattle’s 16 public high schools and works with partner organizations on regionwide arts advocacy issues."
https://fiscalsponsordirectory.org/?page_id=11684,Alternative Newsweekly Foundation,altnewsfoundation.org,2018,2020,5,Currently 6.5% to10%. Sliding scale is based on the project.,"Aligned mission values|Type of service: ANF supports high-quality, independent, fact-checked journalism and media.",Arts and culture|Festivals and events|People or communities of color/minorities,Auditing|Bill paying|Bookkeeping/accounting|Organizational development|Receiving property and stock donations|Other: Additional services as needed,"Model A, Direct Project|Model C, Preapproved Grant Relationship|Model D, Group Exemption","ANF supports the growth, education, and professional development of present and future independent journalists. One of the foundation’s main objectives is to serve as a fiscal sponsor to independent entities that are in the business of building local news and information infrastructure and initiatives that ultimately serve their communities."
https://fiscalsponsordirectory.org/?page_id=6202,American Muslim Community Foundation,amuslimcf.org,2016,2019,13,"10% or $500, whichever is greater. 8% after the first $50,000, annually",Aligned mission values|Has an advisory group,"Arts and culture|Children, youth and families|Disaster relief|Drug treatment|Economic development|Education|Environment/sustainable growth|Faith-based/religious|Festivals and events|Health/nutrition|Housing|International development|Mental health|People or communities of color/minorities|Political advocacy/social justice|Social services|Transportation|Veterans|Women|Youth development",Bookkeeping/accounting|Organizational development|Receiving property and stock donations,"Model A, Direct Project|Model C, Preapproved Grant Relationship","Founded in 2016, American Muslim Community Foundation is a grassroots, national nonprofit organization in the United States. Our focus is on creating donor advised funds, giving circles, distributing grants, and building endowments for the American Muslim community. Our vision is to lead sustainable and strategic Muslim philanthropy for today and future generations. Our mission is to cultivate donor giving and diversify funding to advance charitable causes."
https://fiscalsponsordirectory.org/?page_id=5447,Angels for Angels,www.angelsforangels.net,2012,2013,20,"$100 setup fee, plus 7%","Aligned mission values|Minimum budget|Other: Clear social purpose (clear public benefit),initiative is locally led and initiative is sustainable","Arts and culture|Children, youth and families|Economic development|Education|Environment/sustainable growth|Health/nutrition|Housing|International development|Mental health|People or communities of color/minorities|Political advocacy/social justice|Social services|Women|Youth Development","Bookkeeping/accounting Insurance|Organizational development|Tax reporting|Other: Executive coaching, leadership development, mastermind groups","Model A, Direct Project|Model B, Independent Contractor Project|Model C, Preapproved Grant Relationship",Angels for Angels offers fiscal sponsorship to social entrepreneurs around the world. We look for organizations and initiatives that transform communities through locally led and sustainable social projects.
https://fiscalsponsordirectory.org/?page_id=1022,"Another Choice, Another Chance",www.acacsac.org,1987,1996,1,"We charge a 10% for fiscal sponsorship, depending on the level of support that is needed for the project the fee can be more depending on staff resources required.",No government funding,"Children, youth and families|Drug treatment|Faith-based/religious|Festivals and events|Health/nutrition|Mental health|People or communities of color/minorities|Social services|Women",Auditing|Bill paying|Bookkeeping/accounting|Organizational development|Receiving property and stock donations|Tax reporting,"Model A, Direct Project|Model E, Supporting Organization|Model F, Technical Assistance","We are an affiliate organization, we provide behavioral health services for youth, families and individuals. In addition we provide training and support to other nonprofit and community programs."
https://fiscalsponsordirectory.org/?page_id=431,Art of the Matter,www.deborahslater.org,1989,1994,6,"$25 to apply, 10% of grants",Aligned mission/values: Must be dance related|Geographic: San Francisco Bay Area|Type of service|Other: Must have people or team in place to carry out project work.,Arts and culture: Dance specifically.,Bill paying,NA,"It is at the heart of Art of the Matter’s mission to support experimental art forms and educational outreach. Our approach to art and education reflects our belief that art and everyday life are not, in fact, separate events but that art is the human attempt to create meaning and to introduce formal shapes and paths through the chaos of the life experience."
https://fiscalsponsordirectory.org/?page_id=656,Artportunity Knocks,www.artportunityknocks.org,2010,2013,1,10% for organizations and 15% for individuals,Aligned mission/values: Arts & Culture and Arts Education|Geographic: Georgia,"Arts and culture: Arts Education|Education: After-School Programs, Camps",Bill paying|Bookkeeping/accounting|Organizational development,"Model C, Preapproved Grant Relationship","Artportunity Knocks’ mission is to empower youth through positive arts self-expression, education and service. The organization was established in the Metro Atlanta area in 2007 with a focus on providing music and arts education, intervention and appreciation to at-risk youth ages 6 to 18."
https://fiscalsponsordirectory.org/?page_id=5084,Artrain,artrain.org,1971,2013,46,"$50 application fee, 7.5% administration fee and pass-through credit card merchant fees. Webpage hosting, online processing, gift acknowledgement and other services are available on a per-fee basis.","Aligned mission values: Artists or organizations intended for purposes directly related to Artrain’s vision and mission.|Other: Because Artrain accepts programmatic and fiscal responsibility for its projects, applicants must demonstrate a high level of professional practice in managing their endeavors.",Arts and culture|Festivals and events,Bill paying|Bookkeeping/accounting|Organizational development|Receiving property and stock donations|Tax reporting|Other: Artrain’s project management and fiscal sponsorship service information is available upon request. Please contact info@artrainusa.org for details.,"Model A, Direct Project|Model B, Independent Contractor Project|Model C, Preapproved Grant Relationship|Model F, Technical Assistance","Artrain provides project management services to artists and/or arts and cultural institutions. Its mission is to deliver discovery and, through the power of arts and culture, transform lives, organizations and communities. It defines community geographically or as people with common interests. Originally delivering its programs on a museum-on-a-train that used America’s rail system, Artrain retired its rail museum in 2008. Today, Artrain uses a variety of delivery methods. Founded in 1971, Artrain received the National Medal for Museum Service, our nation’s highest honor for a museum."
https://fiscalsponsordirectory.org/?page_id=4091,Arts Alive! Inc.,monadnockartsalive.org/fiscal-sponsorship,2009,2009,5,"Basic Fiscal Sponsorship, 10% of income or $250, whichever is greater; Full Incubation Services, 15% of income","Aligned mission values|Geographic|Identified leadership, annual budget plan, approved budget plan, insurance and registered trade name in N.H.|Other: Group Projects: Individual projects for public benefit presented at publicly accessible locations that have a beginning and an ending date, such as a one-time mural festival. These typically fall under Basic Fiscal Sponsorship. Individual Artists: An artist seeking fiscal sponsorship to raise tax-deductible donations for a project, such as an oral history project. These typically fall under Basic Fiscal Sponsorship. Group Initiatives: Community members working together toward a shared cultural or artistic vision who eventually want to launch their own nonprofit, i.e., founding a museum, makerspace or performing arts center. These typically fall under Full Incubation Services.",Arts and culture|Festivals and events,Bill paying|Bookkeeping/accounting|Organizational development (with Full Incubation Services)|Payroll (depending on capacity at the time)|Tax reporting,"Model A, Direct Project|Model B, Independent Contractor Project|Model F, Technical Assistance","Arts Alive! is an arts service organization that advances arts and culture in the Monadnock region of Southwest N.H. Our goal is to launch new nonprofits that will increase the vibrancy of the arts scene here by supporting projects, individuals and mission-driven arts and culture community group endeavors with incubation, business-building workshops, networking, advocacy and collaborative marketing opportunities. We also celebrate excellence in the arts in the Monadnock region with an award winning event, The Ewing Arts Awards, in partnership with the Keene Sentinel."
https://fiscalsponsordirectory.org/?page_id=4062,Arts & Business Council of Greater Nashville,www.abcnashville.org,2006,2011,12,"Our costs include an application fee ($50 for Arts & Business Council members, $100 for non-members), $25 on-boarding fee should you be accepted into the program, $75 annual fee to maintain membership in the program after the first 12 months, and monthly maintenance fee of 7.5% (or a minimum of $25 per month) of any funds that are deposited with us. We charge rush fees if we need to accommodate requests for materials on short notice. Please contact us to discuss the fee structure in more detail.","Aligned mission values|Geographic The project’s main activities to create a thriving, sustainable creative culture. Must be based in Tennessee",Arts and culture|Economic development|EducationFestivals and events|People or communities of color/minorities,NA,NA,"The Arts & Business Council leverages and unites the unique resources of the arts and business communities to create a thriving, sustainable creative culture in Nashville and beyond. We create mutually beneficial partnerships between arts and business. We provide direct services, key opportunities and education to the creative community to help them master the business of art. We inspire workplace creativity in businesses to demonstrate the arts’ tangible benefits and develop life-long arts participants and supporters."
https://fiscalsponsordirectory.org/?page_id=4599,Arts Services Inc.,www.asiwny.org,2011,2017,34,"Fee varies based on activity, either a 1%-10% one-time percentage or $32 per hour if more involved bookkeeping activities are required.",Aligned mission values|Type of service|Other: One-time independent artist projects,Arts and culture|Festivals and events|Other: Special non-arts-related events,Bill paying|Bookkeeping/accounting,"Model C, Preapproved Grant Relationship","Arts Services Inc. is a resource hub for the Western New York arts and cultural sector. We provide artists and arts groups the tools and resources to help with the business side of their artistic career. Our mission is to empower the region’s artists and arts organizations with connections to funding, learning opportunities, and community access to the arts. "
https://fiscalsponsordirectory.org/?page_id=13927,Assembly for the Arts,assemblycle.org,2000,2019,14,,Aligned mission values|Only projects located in our state or region,Arts and culture,Other: Auditing,"Model C, Preapproved Grant Relationship","Assembly for the Arts is a 501(c)3 nonprofit organization with a focus on advocacy, cultural policy, racial equity initiatives, research, marketing that elevates the region, and services for nonprofits, artists and creative businesses. Put simply, Assembly is here to “expand the pie” and increase equity in Cleveland’s arts and culture industries. It is governed by a volunteer board with a strong commitment to diversity and inclusion."
https://fiscalsponsordirectory.org/?page_id=433,Association Building Community,abcglobal.net,2001,2003,0,"We assess an 8% administrative fee, and 12% of grants secured with our help.",Aligned mission/values|Geographic|Other: Require commitment of ongoing process time dedicated to building relationship with an existing ABC Council member or members.,"Arts and culture|Children, youth and families|Drug treatment|Economic development|Education|Environment/sustainable growth|Faith-based/religious|Festivals and events|Health/nutrition|Housing|People or communities of color/minorities|Political advocacy/social justice|Social services|Women|Youth development",Auditing|Bookkeeping/accounting|Computer IT|Organizational development|Receiving property and stock donations|Tax reporting|Other: Conflict training and community building facilitation,NA,ABC is dedicated to building sustainable communities and developing the Process Arts such that culture-change initiatives have both traction and longevity.
https://fiscalsponsordirectory.org/?page_id=940,Austin Creative Alliance,www.austincreativealliance.org,1981,NA,80,"$150 annual membership fee, plus 10% of donations and grants. For an additional optional fee of $200 per year, our sponsored projects can be added to our liability insurance policy.","Aligned mission/values: Our mission is to advance, connect and celebrate Austin’s creative life to strengthen our creative economy and benefit the well-being of our community.|Other: We offer fiscal sponsorships to creative and/or cultural projects that do not currently have nonprofit status but are not-for-profit in nature.","Arts and culture: music, theatre, dance, visual art, film, etc.|Education: arts/creative|Festivals and events",Insurance|Office space: We also offer studio/rehearsal space|Organizational development|Receiving property and stock donations|Other: marketing assistance,"Model C, Preapproved Grant Relationship","The Alliance is an established nonprofit arts service organization providing critical support services to more than 780 diverse organizations across all disciplines in the creative sector. The Alliance works to strengthen and build our creative community and bring new audiences to the arts. The Alliance’s core services include marketing, ticketing and audience development; fiscal sponsorship; technical assistance and professional development; information and referral services; outreach and advocacy. The Alliance is especially proud of its fiscal sponsorship program, which supports emerging arts groups and individual artists."
https://fiscalsponsordirectory.org/?page_id=942,Austin Film Society,www.austinfilm.org,1996,1998,25,We charge a fiscal sponsor fee of 7.5%,Aligned mission/values|Geographic: Texas|Type of service,Arts and culture|Other: We sponsor film and video projects by Texas filmmakers,Receiving property and stock donations|Tax reporting,NA,"The Austin Film Society promotes the appreciation of film and supports creative filmmaking. Founded in 1985 by director Richard Linklater, the Austin Film Society has screened thousands of rarely seen films in Austin, Texas, and supported hundreds of Texas filmmakers with cash grants, fiscal sponsorship, rough-cut screenings and general advice and referral. AFS also runs the Austin Studios, a five-stage professional film studio in Austin that provides production space for large and small film and TV productions."
https://fiscalsponsordirectory.org/?page_id=13580,Baltimore Civic Fund,www.baltimorecivicfund.org,1981,1981,100,"6%, increasing to 8% in next two years",Other: Only projects of Baltimore city government,"Arts and culture|Children, youth and families|Disaster relief|Drug treatment|Economic development|Education|Environment/sustainable growth|Faith-based/religious|Festivals and events|Food insecurity/Nutrition|Health|Homelessness|Housing|LGBTQ|Mental health|Open space/Parks|People or communities of color/minorities|Political advocacy/social justice|Social services|Transportation|Veterans|Women|Youth development",Auditing|Bill paying|Bookkeeping/accounting|Insurance|Legal services|Payroll|Tax reporting,"Model C, Preapproved Grant Relationship|Model L, Single Member LLC",
https://fiscalsponsordirectory.org/?page_id=12015,BASICS,basicsinmke.org,1997,1997,11,15%,Aligned mission values: Faith-based organization,"Children, youth and families|Disaster relief|Drug treatment|Economic development|Education|Faith-based/religious|Food insecurity/Nutrition|Health|Homelessness|Housing|LGBTQ|Mental health|People or communities of color/minorities|Political advocacy/social justice| Social services|Transportation|Veterans|Women|Youth development",Auditing|Bill paying|Bookkeeping/accounting|Human resource management|Insurance|Payroll|Tax reporting,"Model A, Direct Project|Model B, Independent Contractor Project","BASICS exists to bridge community by serving and loving for the glory of Jesus, It supports dozens of city ministries such as prison and re-entry ministries, community outreach events, recovery programs, youth activities and many others."
https://fiscalsponsordirectory.org/?page_id=435,Bay Area Community Resources,www.bacr.org,1980,2000,11,"Administrative fee is 10%-15% of total revenue, depending on complexity, size of project and level of service.","Aligned mission/values: Bay Area Community Resources (BACR) promotes the healthy development of individuals, families and communities.|Other: There are three core components to our mission: providing direct services to promote healthy development; encouraging volunteers to provide service to their community; and building the capacity of youth and adults to effect change in their communities.","Arts and culture|Children, youth and families|Drug treatment: intake, counseling, referral, education|Economic development|Education|Environment/sustainable growth|Health/nutrition|Mental health: counseling|People or communities of color/minorities: underserved youth and adults in East Bay, San Francisco and Marin|Political advocacy/social justice|Social services: related to mission|Women|Youth development: after-school, youth development, and counseling programs|Other: BACR is willing to sponsor all projects that have secure funding and are aligned with our core values and mission.",Auditing|Bill paying|Bookkeeping/accounting|Computer IT|Human resource management|Insurance|Payroll|Receiving property and stock donations|Tax reporting,"Model A, Direct Project|Model B, Independent Contractor Project|Model C, Preapproved Grant Relationship","Bay Area Community Resources (BACR), founded in 1976, promotes the healthy development of individuals, families and communities in the San Francisco Bay Area through direct services, volunteerism and partnerships. BACR’s diverse programs focus on after-school programs, youth development, alcohol and drugs, tobacco, and mental health national service community health fiscal sponsorship."
https://fiscalsponsordirectory.org/?page_id=437,Bay Area Video Coalition,www.bavc.org,1977,1977,45,7% administrative fee.,Aligned mission/values|Other: All projects must be of a noncommercial nature. Must be a member of the Bay Area Video Coalition.,"Arts and culture|Education|Environment/sustainable growth|Festivals and events|People or communities of color/minorities|Political advocacy/social justice|Women|Youth development|Other: New media and interactive, social justice, journalism",Receiving property and stock donations,NA,"Bay Area Video Coalition (BAVC) is the largest and most advanced nonprofit media arts center in the nation. BAVC was launched in 1976 as a way to make emerging video technology accessible to independent mediamakers. Today, with that mission still at its core, BAVC has evolved into a media arts teaching hospital. We provide video editing suites and a number of media services at subsidized rates to independent projects. We train hundreds of industry professionals each year in our workshops, teach low-income youth to create media, host networking events and offer discounts to BAVC members, provide fiscal sponsorship to noncommercial video projects, preserve aging audiotape and videotape with significant cultural and artistic value, train other nonprofits how to use media arts technology for their own constituents, and give awards, residencies, and project completion grants to media artists."
https://fiscalsponsordirectory.org/?page_id=2475,BE Meditation Group,www.BEnonprofit.org,2016,2016,3,"BE charges approximately 10% on funding received with no additional set-up charges. This fee covers all services and project assistance requested and required for the success of each project. BE fees are taken initially, once project funds have been received.","Aligned mission/values: awareness, mindfulness or meditation – aligned programs|Other: Applications for fiscal sponsorship are accepted on a rolling basis. To request an application packet, please send an email to sponsor@BEnonprofit.org with a short description of your project or program. The length of the application process varies but we anticipate a turnaround time of less than two weeks, if the application is complete at the time of submission.",Festivals and events|Health/nutrition|Mental health|People or communities of color/minorities|Social services|Women|Youth development|Other: – Group meditation and mindfulness programs; programs that promote individual development; infrastructure for awareness programs; ancillary programs that promote meditation; Yoga,Bill paying|Bookkeeping/accounting|Human resource management|Insurance|Organizational development|Tax reporting|Other: – Grant Management – Project Development – Consulting Services,"Model B, Independent Contractor Project|Model C, Preapproved Grant Relationship|Model F, Technical Assistance","BE Meditation Group is a nonprofit 501(c)3 organization dedicated to spreading the tenets of meditation. In an effort to support and spread our message, BE operates as a fiscal sponsor for individuals, existing nonprofits and nonprofit start-ups with aligned missions. Models A, D and E may be available, if appropriate. We provide financial management, accounting services, grant management and operational guidance as needed to pursue the shared vision of expanding meditation and mindfulness as a regular practice."
https://fiscalsponsordirectory.org/?page_id=8288,Bmore Empowered Inc.,www.bmoreempowered.org,2017,2018,15,10% plus nonprofit coaching fee,Aligned mission values,"Children, youth and families|Education|Women",Bookkeeping/accounting|Office space|Payroll,"Model F, Technical Assistance","Bmore Empowered is a nonprofit dedicated to empowering women and girls of color through mindfulness and entrepreneurship. Our programming focuses on workshops, trainings, and gatherings to support black and brown girls in Baltimore City. Our offerings are based on our four core principles of Sisterhood, Self-Esteem, Mindfulness, and Entrepreneurship."
