ParentCoFinal,EMPTY,HDPE,LDPE,O,PET,PP,PS,PVC,Grand Total,number of events,number of volunteers
HEBEI TOMATO INDUSTRY CO LTD,0,0,324,0,0,0,0,0,324,62,9701
Kithiri Water,0,0,0,0,302,0,0,0,302,62,9701
Upfield,0,5,0,9,274,9,0,0,297,62,9701
Rayyan Mineral Water Company,0,0,0,0,296,0,0,0,296,62,9701
The Nigerian Bottling Company Limited (NBC) ,0,0,0,0,290,5,0,0,295,62,9701
Intercontinental Distillers Limited,0,30,154,0,104,0,0,0,288,62,9701
Fan Milk International Denmark,0,0,278,0,1,0,0,0,279,62,9701
Warda,0,0,0,0,274,0,0,0,274,62,9701
Foils,0,36,0,218,0,0,0,0,254,62,9701
Kraft Foods,0,0,0,0,251,0,0,0,251,62,9701
Buzeki Dairy Limited,0,0,0,0,246,0,0,0,246,62,9701
Nigerian Breweries Plc,0,0,0,8,234,0,0,0,242,62,9701
Do Good,0,0,0,0,234,0,0,0,234,62,9701
Guinness Nigeria Plc,0,0,0,127,107,0,0,0,234,62,9701
Spring Water,0,0,0,0,230,0,0,0,230,62,9701
P&G,0,0,37,183,0,0,0,0,220,62,9701
Star Pop,0,0,0,0,216,0,0,0,216,62,9701
ACS Manufacturing Corporation,0,0,0,0,210,0,0,0,210,62,9701
Baradji,0,0,0,0,210,0,0,0,210,62,9701
Whisky Classic,0,0,208,0,0,0,0,0,208,62,9701
Koom,0,0,0,0,200,0,0,0,200,62,9701
CWAY Group,0,0,0,0,196,0,0,0,196,62,9701
Wazobia Market,0,0,171,0,0,0,0,0,171,62,9701
Monarch Beverage Company,0,0,0,0,161,0,0,0,161,62,9701
Rayan Ice,0,0,0,0,160,0,0,0,160,62,9701
Sweet Co Foods Limited,0,0,159,0,0,0,0,0,159,62,9701
Intafact Beverages Limited,0,0,0,158,0,0,0,0,158,62,9701
Crystle,0,0,0,0,156,0,0,0,156,62,9701
Good - Time Special Bread,0,0,156,0,0,0,0,0,156,62,9701
Café-Rhum,0,0,151,0,0,0,0,0,151,62,9701
The Hershey Company,0,16,0,7,54,72,0,0,149,62,9701
Heineken International,0,0,0,93,54,0,0,0,147,62,9701
Lids,0,146,0,0,0,0,0,0,146,62,9701
Bullet,0,0,0,144,0,0,0,0,144,62,9701
Zeitice,0,0,0,0,142,0,0,0,142,62,9701
Tasty Tom,0,141,0,0,0,0,0,0,141,62,9701
La Casera Company,0,0,0,0,139,0,0,0,139,62,9701
Djino,0,0,0,0,136,0,0,0,136,62,9701
Zoom,0,0,0,0,134,0,0,0,134,62,9701
Dano,0,0,130,0,4,0,0,0,134,62,9701
Beta Malt,0,0,0,133,0,0,0,0,133,62,9701
Parle G,0,0,132,0,0,0,0,0,132,62,9701
Ufresh,0,0,125,0,7,0,0,0,132,62,9701
Dolait,0,41,0,0,89,0,0,0,130,62,9701
Mo Extra,0,0,0,0,130,0,0,0,130,62,9701
Brazzeries Du Cameroon,0,0,0,126,0,0,0,0,126,62,9701
Holy Family Table Water,0,0,0,0,126,0,0,0,126,62,9701
Frank Table Water,0,0,0,0,125,0,0,0,125,62,9701
Société Bic,0,34,79,0,7,2,0,0,122,62,9701
Coast Bus,0,0,0,0,120,0,0,0,120,62,9701
De Rocl,0,120,0,0,0,0,0,0,120,62,9701
Nutrisnack,0,0,119,0,0,0,0,0,119,62,9701
Nutri-Milk,0,65,0,0,48,0,0,0,113,62,9701
Foma,0,0,0,112,0,0,0,0,112,62,9701
Blu,0,0,110,0,0,0,0,0,110,62,9701
Madar,0,0,105,0,0,0,0,0,105,62,9701
Saba,0,11,92,0,0,0,0,0,103,62,9701
Capitain Jack,0,0,103,0,0,0,0,0,103,62,9701
Mo Xtra,0,0,0,0,102,0,0,0,102,62,9701
Pure Bliss,0,0,101,0,0,0,0,0,101,62,9701
Event,0,0,0,0,101,0,0,0,101,62,9701
Squad 5,0,0,0,0,101,0,0,0,101,62,9701
Maman,0,0,0,0,100,0,0,0,100,62,9701
Mo Energy,0,0,0,0,99,0,0,0,99,62,9701
Cu-bas International Nigeria Limited,0,99,0,0,0,0,0,0,99,62,9701
Ole,0,0,0,98,0,0,0,0,98,62,9701
Five Live,0,0,0,0,98,0,0,0,98,62,9701
Amie,0,0,83,14,0,0,0,0,97,62,9701
Cigar,0,0,0,95,0,0,0,0,95,62,9701
Canada Dry Motts,0,0,0,0,94,0,0,0,94,62,9701
Tummy Tummy Food Industry Ltd.,0,0,76,0,16,0,0,0,92,62,9701
Quencher,0,0,0,0,92,0,0,0,92,62,9701
Fighter,0,0,91,0,0,0,0,0,91,62,9701
Fadi,0,0,0,0,90,0,0,0,90,62,9701
Lana Tomatoes,0,67,0,21,0,0,0,0,88,62,9701
Viju Industries Nigeria Limited,0,5,54,0,28,0,0,0,87,62,9701
Take Way Packa,0,87,0,0,0,0,0,0,87,62,9701
Gino Tomato,0,0,87,0,0,0,0,0,87,62,9701
Perfetti van Melle,0,0,86,0,0,0,0,0,86,62,9701
Tuzo,0,0,0,0,85,0,0,0,85,62,9701
Fako Volcanic Spring,0,0,84,0,0,0,0,0,84,62,9701
Mambo,0,0,84,0,0,0,0,0,84,62,9701
Lafi,0,0,0,0,80,0,0,0,80,62,9701
Colgate-Palmolive,0,15,0,36,0,28,0,0,79,62,9701
Brasseries du Cameroun,0,0,0,78,0,0,0,0,78,62,9701
Rudolf Wild & Co.,0,78,0,0,0,0,0,0,78,62,9701
Mr. Fruts,0,78,0,0,0,0,0,0,78,62,9701
R&M Table Water,0,0,0,0,76,0,0,0,76,62,9701
Pan Africa Agri Limited,0,0,76,0,0,0,0,0,76,62,9701
Royal Life Milk,0,0,0,0,75,0,0,0,75,62,9701
Royal Crown International,0,0,0,0,74,0,0,0,74,62,9701
Société Camerounaise de Fermentations,0,0,74,0,0,0,0,0,74,62,9701
Cowball,0,0,73,0,0,0,0,0,73,62,9701
Opur,0,0,0,0,73,0,0,0,73,62,9701
Houchens Industries,0,0,51,0,21,0,0,0,72,62,9701
Nourisse,0,0,71,0,0,0,0,0,71,62,9701
Special,0,0,0,0,71,0,0,0,71,62,9701
Healthy Top,0,0,70,0,0,0,0,0,70,62,9701
Loyal,0,0,66,0,3,0,0,0,69,62,9701
O'Choco,0,0,69,0,0,0,0,0,69,62,9701
Eva Bottled Water,0,0,0,0,68,0,0,0,68,62,9701
Goal,0,0,67,0,0,0,0,0,67,62,9701
Spaghetti,0,0,67,0,0,0,0,0,67,62,9701
Natural Prime Resources,0,0,67,0,0,0,0,0,67,62,9701
Best,0,0,67,0,0,0,0,0,67,62,9701
Constance,0,0,0,0,67,0,0,0,67,62,9701
Centre Fruit,0,0,66,0,0,0,0,0,66,62,9701
Cway Table Water,0,0,0,0,66,0,0,0,66,62,9701
Safiri,0,0,0,0,65,0,0,0,65,62,9701
Mimimie,0,0,65,0,0,0,0,0,65,62,9701
Halal,0,0,0,0,65,0,0,0,65,62,9701
Aqud,0,0,0,0,65,0,0,0,65,62,9701
Clappe Tomatoes,0,0,65,0,0,0,0,0,65,62,9701
Uhai,0,0,0,0,63,0,0,0,63,62,9701
Inyange,0,0,0,45,18,0,0,0,63,62,9701
Molfix,0,0,0,62,0,0,0,0,62,62,9701
Mayor,0,0,0,0,60,0,0,0,60,62,9701
Nigerian Breweries PLC ,0,0,0,26,33,0,0,0,59,62,9701
Tast Tom,0,58,0,0,0,0,0,0,58,62,9701
Citabac,0,0,0,58,0,0,0,0,58,62,9701
Pax,0,0,0,0,57,0,0,0,57,62,9701
Flag; Fanta; Faxe; Inconnu,0,0,57,0,0,0,0,0,57,62,9701
Nexttel,0,0,57,0,0,0,0,0,57,62,9701
Zina Table Water,0,0,0,0,56,0,0,0,56,62,9701
Dura Pack,0,56,0,0,0,0,0,0,56,62,9701
Tsavo Cool,0,0,0,0,56,0,0,0,56,62,9701
Oran,0,0,55,0,0,0,0,0,55,62,9701
Fastizers,0,0,54,0,0,0,0,0,54,62,9701
Spghetti,0,0,54,0,0,0,0,0,54,62,9701
Mivina,0,0,0,54,0,0,0,0,54,62,9701
Conserveria Africana Limited,0,0,54,0,0,0,0,0,54,62,9701
Lacasera,0,0,54,0,0,0,0,0,54,62,9701
Uac,0,0,53,0,0,0,0,0,53,62,9701
AWA,0,53,0,0,0,0,0,0,53,62,9701
Ochoco,0,0,52,0,0,0,0,0,52,62,9701
Nutri C,0,0,15,0,36,0,0,0,51,62,9701
Youki,0,0,0,0,50,0,0,0,50,62,9701
Djana,0,0,0,0,50,0,0,0,50,62,9701
Hypo,0,10,0,0,38,0,0,0,48,62,9701
Dely'S,0,0,47,0,0,0,0,0,47,62,9701
Updike,0,0,45,0,0,0,0,0,45,62,9701
Pladis,0,0,0,0,45,0,0,0,45,62,9701
Kelifa Star,0,0,44,0,0,0,0,0,44,62,9701
Linkmor,0,0,0,0,44,0,0,0,44,62,9701
Dancote,0,0,43,0,0,0,0,0,43,62,9701
Doughnuts,0,0,43,0,0,0,0,0,43,62,9701
Brasserie Du Cameroon,0,0,0,0,42,0,0,0,42,62,9701
Hayat Kinya,0,0,42,0,0,0,0,0,42,62,9701
New Food,0,0,41,0,0,0,0,0,41,62,9701
Rite Food Ltd.,0,0,32,0,8,0,0,0,40,62,9701
MARWA,0,0,0,0,40,0,0,0,40,62,9701
Fabrique Par Nigeria Lt,0,39,0,0,0,0,0,0,39,62,9701
Nido,0,0,29,9,0,0,0,0,38,62,9701
Kings Oil,0,0,38,0,0,0,0,0,38,62,9701
Kiss Sweet,0,0,38,0,0,0,0,0,38,62,9701
Aqua Rapha Investment Nigeria Limited,0,0,0,0,37,0,0,0,37,62,9701
Broli,0,5,21,4,7,0,0,0,37,62,9701
Michelle Laboratories Limited,0,0,0,0,37,0,0,0,37,62,9701
Royal Crown Cola,0,0,0,0,36,0,0,0,36,62,9701
Nile,0,0,0,35,0,0,0,0,35,62,9701
Malltonic,0,0,0,0,35,0,0,0,35,62,9701
Hollandia Drink,0,35,0,0,0,0,0,0,35,62,9701
Emerald Food & Beverages,0,0,0,0,34,0,0,0,34,62,9701
Century 21,0,0,34,0,0,0,0,0,34,62,9701
Ozil,0,0,34,0,0,0,0,0,34,62,9701
Ok.Food,0,0,34,0,0,0,0,0,34,62,9701
Bonbon Kola,0,0,34,0,0,0,0,0,34,62,9701
Cway,0,0,0,0,34,0,0,0,34,62,9701
Sunnex Food Company,0,0,34,0,0,0,0,0,34,62,9701
Joylinks,0,0,34,0,0,0,0,0,34,62,9701
Nasco,0,0,34,0,0,0,0,0,34,62,9701
Biopharma,0,33,0,0,0,0,0,0,33,62,9701
Sahel,0,0,0,0,33,0,0,0,33,62,9701
De Rock,0,0,32,0,0,0,0,0,32,62,9701
Tartina,0,29,0,0,0,3,0,0,32,62,9701
Nyiragarama,0,0,0,32,0,0,0,0,32,62,9701
Dubi,0,0,0,31,0,0,0,0,31,62,9701
Yana,0,0,0,0,30,0,0,0,30,62,9701
Modern Coast,0,0,0,0,30,0,0,0,30,62,9701
Mr V Table Water,0,0,0,0,27,0,0,0,27,62,9701
Naya,0,0,27,0,0,0,0,0,27,62,9701
Stoney,0,0,0,0,27,0,0,0,27,62,9701
Castle Light,0,0,0,26,0,0,0,0,26,62,9701
Novadek,0,0,0,26,0,0,0,0,26,62,9701
Teem,0,0,0,0,24,2,0,0,26,62,9701
Sitabac,0,0,0,26,0,0,0,0,26,62,9701
Kiss,0,0,13,12,0,0,0,0,25,62,9701
Jedi Jedi,0,0,0,0,25,0,0,0,25,62,9701
Hamilton,0,0,0,0,0,0,25,0,25,62,9701
Tito Youghurt,0,25,0,0,0,0,0,0,25,62,9701
Mesopad,0,0,0,0,0,25,0,0,25,62,9701
Ovatine,0,0,24,0,0,0,0,0,24,62,9701
Suntory,0,0,0,0,24,0,0,0,24,62,9701
Huye,0,0,0,24,0,0,0,0,24,62,9701
Dudu,0,0,0,0,24,0,0,0,24,62,9701
Soticam,0,14,0,0,0,0,10,0,24,62,9701
La Pasta,0,0,24,0,0,0,0,0,24,62,9701
Amstle,0,0,0,23,0,0,0,0,23,62,9701
Inyange Yoghourt,0,0,0,23,0,0,0,0,23,62,9701
Reaktor,0,0,0,0,23,0,0,0,23,62,9701
Sea Oil,0,23,0,0,0,0,0,0,23,62,9701
E.U Sim Mark Ltd,0,0,0,23,0,0,0,0,23,62,9701
Supa Loaf,0,0,23,0,0,0,0,0,23,62,9701
Darajil Industries,0,0,23,0,0,0,0,0,23,62,9701
Cicam,0,0,0,23,0,0,0,0,23,62,9701
Clabet Table Water,0,0,0,0,23,0,0,0,23,62,9701
Butter Toast,0,0,22,0,0,0,0,0,22,62,9701
Oral B,0,15,0,7,0,0,0,0,22,62,9701
Sardine,0,0,0,22,0,0,0,0,22,62,9701
Grand Ma;T,0,0,0,22,0,0,0,0,22,62,9701
Dafani,0,0,0,0,21,0,0,0,21,62,9701
Hollandia,0,0,21,0,0,0,0,0,21,62,9701
Captin Jack,0,0,21,0,0,0,0,0,21,62,9701
Exotic,0,0,21,0,0,0,0,0,21,62,9701
Marks,0,0,0,21,0,0,0,0,21,62,9701
Fabrique Par,0,0,21,0,0,0,0,0,21,62,9701
Sodicam,0,0,0,0,0,21,0,0,21,62,9701
Confirm,0,0,21,0,0,0,0,0,21,62,9701
Uninope,0,0,0,21,0,0,0,0,21,62,9701
Tino,0,0,20,0,0,0,0,0,20,62,9701
Delmonte,0,0,0,9,0,11,0,0,20,62,9701
Say,0,0,0,0,20,0,0,0,20,62,9701
Beiersdorf Global AG,0,20,0,0,0,0,0,0,20,62,9701
Bralirwa,0,0,0,0,20,0,0,0,20,62,9701
Golden Pennue Paster,0,0,20,0,0,0,0,0,20,62,9701
Waw,0,0,19,0,0,0,0,0,19,62,9701
Festive Bread,0,0,19,0,0,0,0,0,19,62,9701
Nigeria Breweries Plc,0,0,0,11,8,0,0,0,19,62,9701
Faytex,0,0,0,19,0,0,0,0,19,62,9701
Mer Du Sud,0,0,0,18,0,0,0,0,18,62,9701
Daima,0,18,0,0,0,0,0,0,18,62,9701
Disk,0,0,18,0,0,0,0,0,18,62,9701
Fanyogo,0,0,18,0,0,0,0,0,18,62,9701
L And B Menthol,0,0,0,18,0,0,0,0,18,62,9701
Extra Power,0,0,0,18,0,0,0,0,18,62,9701
Curry Powder,0,0,16,0,0,0,0,0,16,62,9701
Panzani,0,0,16,0,0,0,0,0,16,62,9701
Bril,0,0,16,0,0,0,0,0,16,62,9701
Origin Bitters,0,0,0,0,16,0,0,0,16,62,9701
Nutra Milk,0,16,0,0,0,0,0,0,16,62,9701
Krest,0,0,0,0,16,0,0,0,16,62,9701
Clapper,0,0,0,16,0,0,0,0,16,62,9701
Mada,0,0,15,0,0,0,0,0,15,62,9701
Keren,0,0,0,0,15,0,0,0,15,62,9701
Vody,0,0,0,15,0,0,0,0,15,62,9701
Mount Kenya Milk,0,14,0,0,0,0,0,0,14,62,9701
Big Gum,0,0,14,0,0,0,0,0,14,62,9701
Tunda,0,0,0,0,14,0,0,0,14,62,9701
Squadron,0,0,14,0,0,0,0,0,14,62,9701
Dry Gin,0,0,0,0,14,0,0,0,14,62,9701
Malta Guiness,0,0,0,14,0,0,0,0,14,62,9701
Lucozada,0,0,14,0,0,0,0,0,14,62,9701
Kcc Milk,0,14,0,0,0,0,0,0,14,62,9701
Pure Kliss,0,0,13,0,0,0,0,0,13,62,9701
Martinal,0,0,13,0,0,0,0,0,13,62,9701
International Breweries Plc,0,0,0,12,0,0,0,0,12,62,9701
Sabrina Bitters,0,0,0,0,12,0,0,0,12,62,9701
vhuobtc,0,0,0,0,12,0,0,0,12,62,9701
Awesome Yoghurt,0,12,0,0,0,0,0,0,12,62,9701
Lato Milk,0,0,0,12,0,0,0,0,12,62,9701
Pampers Diapers,0,0,0,12,0,0,0,0,12,62,9701
Dufil,0,0,12,0,0,0,0,0,12,62,9701
Softcare,0,0,0,12,0,0,0,0,12,62,9701
Cofco,0,0,12,0,0,0,0,0,12,62,9701
"Mars, Incorporated",0,10,2,0,0,0,0,0,12,62,9701
Guinness Nig. Plc,0,0,0,9,3,0,0,0,12,62,9701
Njau,0,0,12,0,0,0,0,0,12,62,9701
Rina,0,11,0,0,0,0,0,0,11,62,9701
Guanco Dairy Products,0,11,0,0,0,0,0,0,11,62,9701
Sivoderme,0,11,0,0,0,0,0,0,11,62,9701
Paracetamol,0,0,0,0,0,11,0,0,11,62,9701
Adonko Bitters,0,0,0,0,11,0,0,0,11,62,9701
Zirakamwa Yoghourt,0,0,0,11,0,0,0,0,11,62,9701
Benson,0,0,0,11,0,0,0,0,11,62,9701
Dubic Malt,0,0,0,9,2,0,0,0,11,62,9701
Vitale,0,0,3,0,8,0,0,0,11,62,9701
Beloxxi,0,0,11,0,0,0,0,0,11,62,9701
Marda,0,0,10,0,0,0,0,0,10,62,9701
Bouncy Baby Diapers,0,0,0,10,0,0,0,0,10,62,9701
Aspira Nig Ltd,0,0,10,0,0,0,0,0,10,62,9701
Mayo,0,0,10,0,0,0,0,0,10,62,9701
Royal Fresh Yoghurt,0,10,0,0,0,0,0,0,10,62,9701
Tnejr,0,0,0,0,10,0,0,0,10,62,9701
Premier Cool,0,0,10,0,0,0,0,0,10,62,9701
De-Cup,0,0,0,0,0,10,0,0,10,62,9701
Splash,0,0,5,5,0,0,0,0,10,62,9701
Energy,0,0,0,10,0,0,0,0,10,62,9701
Caprice,0,10,0,0,0,0,0,0,10,62,9701
Mexubad,0,0,0,0,0,10,0,0,10,62,9701
Mira,0,0,0,0,10,0,0,0,10,62,9701
Baby Okwu Power,0,0,0,0,10,0,0,0,10,62,9701
La Mama,0,0,0,9,0,0,0,0,9,62,9701
Cascade Water,0,0,0,0,9,0,0,0,9,62,9701
Oilio,0,0,0,0,9,0,0,0,9,62,9701
Calidon'S Brandy,0,0,0,0,9,0,0,0,9,62,9701
Aerial,0,0,0,9,0,0,0,0,9,62,9701
Delivery Envelopes,0,0,0,9,0,0,0,0,9,62,9701
Fayrous Drink,0,0,0,0,9,0,0,0,9,62,9701
Oridel,0,0,9,0,0,0,0,0,9,62,9701
Seakam Baginatu Bitters,0,0,0,0,9,0,0,0,9,62,9701
Movit,0,9,0,0,0,0,0,0,9,62,9701
Fan Milk Juice,0,9,0,0,0,0,0,0,9,62,9701
Azur,0,0,4,0,5,0,0,0,9,62,9701
Masaka Yoghourt,0,0,0,9,0,0,0,0,9,62,9701
Net,0,0,0,8,0,0,0,0,8,62,9701
Gallaher,0,0,0,8,0,0,0,0,8,62,9701
Choice Tomatoes,0,0,0,8,0,0,0,0,8,62,9701
Cuettie Baby Diapers,0,0,0,8,0,0,0,0,8,62,9701
La Casera,0,0,0,0,8,0,0,0,8,62,9701
Anna Super,0,0,0,8,0,0,0,0,8,62,9701
Mancap,0,8,0,0,0,0,0,0,8,62,9701
Jsltqr China Hb,0,0,0,8,0,0,0,0,8,62,9701
Snack Jacks,0,0,7,0,0,0,0,0,7,62,9701
One Corner Bitters,0,0,0,0,7,0,0,0,7,62,9701
African fruti,0,0,0,7,0,0,0,0,7,62,9701
Lady Care,0,0,7,0,0,0,0,0,7,62,9701
Kraft Heinz Company,0,7,0,0,0,0,0,0,7,62,9701
Fanice Nig Ltd,0,7,0,0,0,0,0,0,7,62,9701
Model Bitters,0,0,0,0,7,0,0,0,7,62,9701
Tiger Brands,0,0,7,0,0,0,0,0,7,62,9701
Closeup,0,4,3,0,0,0,0,0,7,62,9701
Hapic,0,7,0,0,0,0,0,0,7,62,9701
Agbara Bitters,0,0,0,0,7,0,0,0,7,62,9701
Mafid,0,0,0,0,7,0,0,0,7,62,9701
Opa Eyin,0,0,0,0,7,0,0,0,7,62,9701
Signale,0,5,0,0,0,2,0,0,7,62,9701
Yellow Paper Bags,0,0,6,0,0,0,0,0,6,62,9701
Grandmalt,0,0,0,6,0,0,0,0,6,62,9701
Captain Jack,0,0,6,0,0,0,0,0,6,62,9701
Malta,0,0,0,6,0,0,0,0,6,62,9701
Mo energy,0,0,0,0,6,0,0,0,6,62,9701
Martina,0,0,6,0,0,0,0,0,6,62,9701
Sano,0,0,0,0,6,0,0,0,6,62,9701
Short Bread,0,0,6,0,0,0,0,0,6,62,9701
Philip Morris,0,0,0,6,0,0,0,0,6,62,9701
Every Month,0,0,0,6,0,0,0,0,6,62,9701
Brown sugar,0,0,0,6,0,0,0,0,6,62,9701
B & H,0,0,6,0,0,0,0,0,6,62,9701
Chicken & Vegetable Biryani,0,0,6,0,0,0,0,0,6,62,9701
Clif Bar & Company,0,0,0,0,6,0,0,0,6,62,9701
Polythene Bag,0,0,6,0,0,0,0,0,6,62,9701
Ars,0,0,0,0,0,6,0,0,6,62,9701
Chioce Tomatoes,0,0,0,6,0,0,0,0,6,62,9701
Msafi,0,0,0,6,0,0,0,0,6,62,9701
House Hold Product,0,0,0,0,0,0,0,6,6,62,9701
Tomtom,0,0,6,0,0,0,0,0,6,62,9701
Morning Fresh,0,0,0,0,5,0,0,0,5,62,9701
Mosquito,0,0,0,5,0,0,0,0,5,62,9701
Power Pack,0,0,0,0,0,5,0,0,5,62,9701
Plastics,0,0,0,0,5,0,0,0,5,62,9701
Parfic Derma,0,5,0,0,0,0,0,0,5,62,9701
Voltic Water,0,0,0,0,5,0,0,0,5,62,9701
Ucb,0,0,0,0,5,0,0,0,5,62,9701
Arimis,0,5,0,0,0,0,0,0,5,62,9701
Gino,0,0,5,0,0,0,0,0,5,62,9701
Heineiken,0,0,0,5,0,0,0,0,5,62,9701
Forment Cam,0,0,0,5,0,0,0,0,5,62,9701
Brava Energy Drink,0,5,0,0,0,0,0,0,5,62,9701
Bayas Table Water,0,0,0,0,5,0,0,0,5,62,9701
Valprie,0,0,0,0,5,0,0,0,5,62,9701
Checkers,0,0,5,0,0,0,0,0,5,62,9701
Top Pamplemuss,0,0,0,0,5,0,0,0,5,62,9701
Lady Diana Baby Lotion,0,5,0,0,0,0,0,0,5,62,9701
Cussons Imperial Leather,0,5,0,0,0,0,0,0,5,62,9701
Voltic (Nig) Ltd,0,0,0,0,5,0,0,0,5,62,9701
Ami,0,0,0,5,0,0,0,0,5,62,9701
Aque Sences,0,0,0,0,5,0,0,0,5,62,9701
Sivoderm,0,4,0,0,0,0,0,0,4,62,9701
Red,0,0,0,4,0,0,0,0,4,62,9701
Honig,0,0,4,0,0,0,0,0,4,62,9701
Or Bleu,0,0,0,0,4,0,0,0,4,62,9701
Materials,0,0,4,0,0,0,0,0,4,62,9701
Niddle And Srings,0,0,0,4,0,0,0,0,4,62,9701
Socuco,0,0,0,4,0,0,0,0,4,62,9701
Beyond Fruits,0,4,0,0,0,0,0,0,4,62,9701
Girlfriend,0,4,0,0,0,0,0,0,4,62,9701
Reyon Table Water,0,0,0,0,4,0,0,0,4,62,9701
Five Alive,0,0,0,0,4,0,0,0,4,62,9701
Fearless Energy Drink,0,0,0,0,4,0,0,0,4,62,9701
Sunar Water,0,0,0,0,4,0,0,0,4,62,9701
Chivita,0,0,4,0,0,0,0,0,4,62,9701
Prudence Plus,0,0,4,0,0,0,0,0,4,62,9701
Titus,0,0,0,4,0,0,0,0,4,62,9701
Popular,0,0,4,0,0,0,0,0,4,62,9701
Gbnl Water,0,0,0,0,4,0,0,0,4,62,9701
Cool Desire,0,0,0,0,4,0,0,0,4,62,9701
Light,0,0,0,4,0,0,0,0,4,62,9701
Java,0,0,0,0,0,4,0,0,4,62,9701
Oridelle,0,0,0,4,0,0,0,0,4,62,9701
Kcc Yogurt,0,0,0,0,0,4,0,0,4,62,9701
Kcc,0,0,0,4,0,0,0,0,4,62,9701
Aquamist,0,0,0,0,4,0,0,0,4,62,9701
Imagi,0,0,0,3,0,0,0,0,3,62,9701
China Resources Group,0,0,0,0,0,3,0,0,3,62,9701
Family Care Cream,0,0,0,0,3,0,0,0,3,62,9701
Super Star,0,0,0,3,0,0,0,0,3,62,9701
Pipes,0,0,0,0,0,0,0,3,3,62,9701
Camlait,0,0,0,0,0,3,0,0,3,62,9701
Mosquito Net,0,0,0,3,0,0,0,0,3,62,9701
Tamarillo,0,3,0,0,0,0,0,0,3,62,9701
Lucozade Boost,0,0,0,0,0,3,0,0,3,62,9701
Elena Tomato,0,0,3,0,0,0,0,0,3,62,9701
Chipsy,0,0,0,0,0,3,0,0,3,62,9701
Kiss Kids,0,0,0,3,0,0,0,0,3,62,9701
Tusker,0,0,0,0,3,0,0,0,3,62,9701
Cimencam,0,0,0,3,0,0,0,0,3,62,9701
Tee Top,0,0,0,0,3,0,0,0,3,62,9701
Dudu Table Water,0,0,0,0,3,0,0,0,3,62,9701
Klin,0,0,3,0,0,0,0,0,3,62,9701
