artist_name,album_name,track_number,song_id,song_name,line_number,section_name,line,section_artist
Spice Girls,Spice,1,89740,Wannabe,19,Chorus,"If you wanna be my lover, you have got to give","All, Baby"
Spice Girls,Spice,1,89740,Wannabe,20,Chorus,"Taking is too easy, but that's the way it is","All, Baby"
Spice Girls,Spice,1,89740,Wannabe,21,Verse 2,"Oh what you think about that, now you know how I feel","Sporty, Baby, Scary, Ginger, (Posh)"
Spice Girls,Spice,1,89740,Wannabe,22,Verse 2,"Say you could handle my love, are you for real?","Sporty, Baby, Scary, Ginger, (Posh)"
Spice Girls,Spice,1,89740,Wannabe,23,Verse 2,(Are you for real?),"Sporty, Baby, Scary, Ginger, (Posh)"
Spice Girls,Spice,1,89740,Wannabe,24,Verse 2,"I won't be hasty, I'll give you a try","Sporty, Baby, Scary, Ginger, (Posh)"
Spice Girls,Spice,1,89740,Wannabe,25,Verse 2,"If you really bug me, then I'll say goodbye","Sporty, Baby, Scary, Ginger, (Posh)"
Spice Girls,Spice,1,89740,Wannabe,26,Pre-Chorus,"Yo, I'll tell you what I want, what I really, really want","Scary, Ginger"
Spice Girls,Spice,1,89740,Wannabe,27,Pre-Chorus,"So tell me what you want, what you really, really want","Scary, Ginger"
Spice Girls,Spice,1,89740,Wannabe,28,Pre-Chorus,"I wanna (Hey!), I wanna (Hey!), I wanna (Hey!), I wanna (Hey!)","Scary, Ginger"
Spice Girls,Spice,1,89740,Wannabe,29,Pre-Chorus,"I wanna really, really, really wanna ""zig-a-zig"", ah","Scary, Ginger"
Spice Girls,Spice,1,89740,Wannabe,30,Chorus,"If you wanna be my lover, you gotta get with my friends","All, Baby, Scary"
Spice Girls,Spice,1,89740,Wannabe,31,Chorus,(Gotta get with my friends),"All, Baby, Scary"
Spice Girls,Spice,1,89740,Wannabe,32,Chorus,"Make it last forever, friendship never ends","All, Baby, Scary"
Spice Girls,Spice,1,89740,Wannabe,33,Chorus,"If you wanna be my lover, you have got to give","All, Baby, Scary"
Spice Girls,Spice,1,89740,Wannabe,34,Chorus,(You've got to give),"All, Baby, Scary"
Spice Girls,Spice,1,89740,Wannabe,35,Chorus,"Taking is too easy, but that's the way it is","All, Baby, Scary"
Spice Girls,Spice,1,89740,Wannabe,36,Verse 3,So here's a story from A to Z,"Scary, Ginger, All"
Spice Girls,Spice,1,89740,Wannabe,37,Verse 3,"You wanna get with me, you gotta listen carefully","Scary, Ginger, All"
Spice Girls,Spice,1,89740,Wannabe,38,Verse 3,We got Em in the place who likes it in your face,"Scary, Ginger, All"
Spice Girls,Spice,1,89740,Wannabe,39,Verse 3,We got G like MC who likes it on an-,"Scary, Ginger, All"
Spice Girls,Spice,1,89740,Wannabe,40,Verse 3,"Easy V doesn't come for free, she's a real lady","Scary, Ginger, All"
Spice Girls,Spice,1,89740,Wannabe,41,Verse 3,"And as for me, haha, you'll see","Scary, Ginger, All"
Spice Girls,Spice,1,89740,Wannabe,42,Verse 3,Slam your body down and wind it all around,"Scary, Ginger, All"
Spice Girls,Spice,1,89740,Wannabe,43,Verse 3,Slam your body down and wind it all around,"Scary, Ginger, All"
Spice Girls,Spice,1,89740,Wannabe,44,Chorus,"If you wanna be my lover, you gotta get with my friends","All, Baby, Scary"
Spice Girls,Spice,1,89740,Wannabe,45,Chorus,(Gotta get with my friends),"All, Baby, Scary"
Spice Girls,Spice,1,89740,Wannabe,46,Chorus,"Make it last forever, friendship never ends","All, Baby, Scary"
Spice Girls,Spice,1,89740,Wannabe,47,Chorus,"If you wanna be my lover, you have got to give","All, Baby, Scary"
Spice Girls,Spice,1,89740,Wannabe,48,Chorus,(You've got to give),"All, Baby, Scary"
Spice Girls,Spice,1,89740,Wannabe,49,Chorus,"Taking is too easy, but that's the way it is","All, Baby, Scary"
Spice Girls,Spice,1,89740,Wannabe,50,Outro,If you wanna be my lover,"All, Scary"
Spice Girls,Spice,1,89740,Wannabe,51,Outro,"(You gotta, you gotta, you gotta, you gotta, you gotta slam)","All, Scary"
Spice Girls,Spice,1,89740,Wannabe,52,Outro,Make it last forever,"All, Scary"
Spice Girls,Spice,1,89740,Wannabe,53,Outro,"(Slam, slam, slam, slam)","All, Scary"
Spice Girls,Spice,1,89740,Wannabe,54,Outro,Slam your body down and wind it all around,"All, Scary"
Spice Girls,Spice,1,89740,Wannabe,55,Outro,Slam your body down and wind it all around,"All, Scary"
Spice Girls,Spice,1,89740,Wannabe,56,Outro,"(Hey, hey, hey, hey, hey, hey)","All, Scary"
Spice Girls,Spice,1,89740,Wannabe,57,Outro,Slam your body down and wind it all around,"All, Scary"
Spice Girls,Spice,1,89740,Wannabe,58,Outro,"Slam your body down and ""zig-a-zig"", ah","All, Scary"
Spice Girls,Spice,1,89740,Wannabe,59,Outro,"(Uh, uh, uh, uh)","All, Scary"
Spice Girls,Spice,1,89740,Wannabe,60,Outro,If you wanna be my lover,"All, Scary"
Spice Girls,Spice,2,590894,Say You’ll Be There,1,Intro,"Ah, say you'll be there",Sporty & All
Spice Girls,Spice,2,590894,Say You’ll Be There,2,Intro,I'm giving you everything,Sporty & All
Spice Girls,Spice,2,590894,Say You’ll Be There,3,Intro,"All that joy can bring, this I swear",Sporty & All
Spice Girls,Spice,2,590894,Say You’ll Be There,4,Verse 1,Last time that we had this conversation,Baby
Spice Girls,Spice,2,590894,Say You’ll Be There,5,Verse 1,"I decided we should be friends, hey",Baby
Spice Girls,Spice,2,590894,Say You’ll Be There,6,Verse 1,But now we're going round in circles,Baby
Spice Girls,Spice,2,590894,Say You’ll Be There,7,Verse 1,"Tell me, will this deja vu never end? Oh",Baby
Spice Girls,Spice,2,590894,Say You’ll Be There,8,Verse 2,Now you tell me that you've fallen in love,Scary
Spice Girls,Spice,2,590894,Say You’ll Be There,9,Verse 2,"Well I never ever thought that would be, ay",Scary
Spice Girls,Spice,2,590894,Say You’ll Be There,10,Verse 2,This time you gotta take it easy,Scary
Spice Girls,Spice,2,590894,Say You’ll Be There,11,Verse 2,Throwing far too much emotions at me,Scary
Spice Girls,Spice,2,590894,Say You’ll Be There,12,Pre-Chorus,But any fool can see they're falling,Posh
Spice Girls,Spice,2,590894,Say You’ll Be There,13,Pre-Chorus,I gotta make you understand,Posh
Spice Girls,Spice,2,590894,Say You’ll Be There,14,Chorus,I'm giving you everything,"All, (Baby), Scary"
Spice Girls,Spice,2,590894,Say You’ll Be There,15,Chorus,"All that joy can bring, this I swear","All, (Baby), Scary"
Spice Girls,Spice,2,590894,Say You’ll Be There,16,Chorus,(I'll give you everything),"All, (Baby), Scary"
Spice Girls,Spice,2,590894,Say You’ll Be There,17,Chorus,And all that I want from you,"All, (Baby), Scary"
Spice Girls,Spice,2,590894,Say You’ll Be There,18,Chorus,Is a promise you will be there,"All, (Baby), Scary"
Spice Girls,Spice,2,590894,Say You’ll Be There,19,Chorus,(Say you will be there),"All, (Baby), Scary"
Spice Girls,Spice,2,590894,Say You’ll Be There,20,Chorus,"Ow, say you will be there","All, (Baby), Scary"
Spice Girls,Spice,2,590894,Say You’ll Be There,21,Chorus,A-won't you sing it with me?,"All, (Baby), Scary"
Spice Girls,Spice,2,590894,Say You’ll Be There,22,Verse 3,If you put two and two together,Ginger
Spice Girls,Spice,2,590894,Say You’ll Be There,23,Verse 3,"You will see what our friendship is for, oh",Ginger
Spice Girls,Spice,2,590894,Say You’ll Be There,24,Verse 3,If you can't work this equation then,Ginger
Spice Girls,Spice,2,590894,Say You’ll Be There,25,Verse 3,I'll guess I'll have to show you the door,Ginger
Spice Girls,Spice,2,590894,Say You’ll Be There,26,Pre-Chorus,There is no need to say you love me,Posh
Spice Girls,Spice,2,590894,Say You’ll Be There,27,Pre-Chorus,It would be better left unsaid,Posh
Spice Girls,Spice,2,590894,Say You’ll Be There,28,Chorus,"I'm (I'm), giving you everything (I'll give you everything)","All, (Scary)"
Spice Girls,Spice,2,590894,Say You’ll Be There,29,Chorus,All that joy can bring (all that joy can bring),"All, (Scary)"
Spice Girls,Spice,2,590894,Say You’ll Be There,30,Chorus,"This I swear (Yes, I swear)","All, (Scary)"
Spice Girls,Spice,2,590894,Say You’ll Be There,31,Chorus,"And (and), all that I want from you (all I want from you)","All, (Scary)"
Spice Girls,Spice,2,590894,Say You’ll Be There,32,Chorus,Is a promise you (is a promise you) will be there,"All, (Scary)"
Spice Girls,Spice,2,590894,Say You’ll Be There,33,Chorus,"Yeah, I want you","All, (Scary)"
Spice Girls,Spice,2,590894,Say You’ll Be There,34,Pre-Chorus,Any fool can see they're falling,Posh
Spice Girls,Spice,2,590894,Say You’ll Be There,35,Pre-Chorus,I gotta make you understand,Posh
Spice Girls,Spice,2,590894,Say You’ll Be There,36,Bridge,"I'll give you everything, on this I swear",Scary
Spice Girls,Spice,2,590894,Say You’ll Be There,37,Bridge,Just promise you'll always be there,Scary
Spice Girls,Spice,2,590894,Say You’ll Be There,38,Chorus,I'm giving you everything (I'm giving you everything),"All, (Sporty)"
Spice Girls,Spice,2,590894,Say You’ll Be There,39,Chorus,All that joy can bring (all that joy can bring),"All, (Sporty)"
Spice Girls,Spice,2,590894,Say You’ll Be There,40,Chorus,"This I swear (yes, I swear)","All, (Sporty)"
Spice Girls,Spice,2,590894,Say You’ll Be There,41,Chorus,And all that I want from you (all that I want from you),"All, (Sporty)"
Spice Girls,Spice,2,590894,Say You’ll Be There,42,Chorus,Is a promise you (want you to promise to),"All, (Sporty)"
Spice Girls,Spice,2,590894,Say You’ll Be There,43,Chorus,Will be there (always be there),"All, (Sporty)"
Spice Girls,Spice,2,590894,Say You’ll Be There,44,Chorus,I'm giving you everything (I'm giving you everything),"All, (Sporty)"
Spice Girls,Spice,2,590894,Say You’ll Be There,45,Chorus,All that joy can bring (all that joy can bring),"All, (Sporty)"
Spice Girls,Spice,2,590894,Say You’ll Be There,46,Chorus,"This I swear (yes, I swear)","All, (Sporty)"
Spice Girls,Spice,2,590894,Say You’ll Be There,47,Chorus,And all that I want from you (all that I want from you),"All, (Sporty)"
Spice Girls,Spice,2,590894,Say You’ll Be There,48,Chorus,Is a promise you (want you to promise to),"All, (Sporty)"
Spice Girls,Spice,2,590894,Say You’ll Be There,49,Chorus,Will be there (always be there),"All, (Sporty)"
Spice Girls,Spice,2,590894,Say You’ll Be There,50,Chorus,I'm giving you everything (I'm giving you everything),"All, (Sporty)"
Spice Girls,Spice,2,590894,Say You’ll Be There,51,Chorus,All that joy can bring (all that joy can bring),"All, (Sporty)"
Spice Girls,Spice,2,590894,Say You’ll Be There,52,Chorus,"This I swear (yes, I swear)","All, (Sporty)"
Spice Girls,Spice,2,590894,Say You’ll Be There,53,Chorus,And all that I want from you (all that I want from you),"All, (Sporty)"
Spice Girls,Spice,2,590894,Say You’ll Be There,54,Chorus,Is a promise you (want you to promise to),"All, (Sporty)"
Spice Girls,Spice,2,590894,Say You’ll Be There,55,Chorus,Will be there (always be there),"All, (Sporty)"
Spice Girls,Spice,3,313728,2 Become 1,1,Verse 1,Candle light and soul forever,"Sporty, Scary"
Spice Girls,Spice,3,313728,2 Become 1,2,Verse 1,A dream of you and me together,"Sporty, Scary"
Spice Girls,Spice,3,313728,2 Become 1,3,Verse 1,"Say you believe it, say you believe it","Sporty, Scary"
Spice Girls,Spice,3,313728,2 Become 1,4,Verse 1,Free your mind of doubt and danger,"Sporty, Scary"
Spice Girls,Spice,3,313728,2 Become 1,5,Verse 1,"Be for real, don't be a stranger","Sporty, Scary"
Spice Girls,Spice,3,313728,2 Become 1,6,Verse 1,"We can achieve it, we can achieve it","Sporty, Scary"
Spice Girls,Spice,3,313728,2 Become 1,7,Pre-Chorus,"Come a little bit closer, baby",Baby
Spice Girls,Spice,3,313728,2 Become 1,8,Pre-Chorus,"Get it on, get it on",Baby
Spice Girls,Spice,3,313728,2 Become 1,9,Pre-Chorus,"'Cause tonight is the night, when two become one",Baby
Spice Girls,Spice,3,313728,2 Become 1,10,Chorus,I need some love like I never needed love before,"Ginger & Baby, Sporty & Posh, Scary"
Spice Girls,Spice,3,313728,2 Become 1,11,Chorus,"Wanna make love to ya, baby","Ginger & Baby, Sporty & Posh, Scary"
Spice Girls,Spice,3,313728,2 Become 1,12,Chorus,"I had a little love, now I'm back for more","Ginger & Baby, Sporty & Posh, Scary"
Spice Girls,Spice,3,313728,2 Become 1,13,Chorus,"Wanna make love to ya, baby","Ginger & Baby, Sporty & Posh, Scary"
Spice Girls,Spice,3,313728,2 Become 1,14,Chorus,"Set your spirit free, it's the only way to be","Ginger & Baby, Sporty & Posh, Scary"
Spice Girls,Spice,3,313728,2 Become 1,15,Verse 2,Silly games that you were playing,"Sporty, Ginger"
Spice Girls,Spice,3,313728,2 Become 1,16,Verse 2,Empty words we both were saying,"Sporty, Ginger"
Spice Girls,Spice,3,313728,2 Become 1,17,Verse 2,"Let's work it out, boy, let's work it out, boy","Sporty, Ginger"
Spice Girls,Spice,3,313728,2 Become 1,18,Verse 2,Any deal that we endeavour,"Sporty, Ginger"
Spice Girls,Spice,3,313728,2 Become 1,19,Verse 2,Boys and girls feel good together,"Sporty, Ginger"
Spice Girls,Spice,3,313728,2 Become 1,20,Verse 2,"Take it or leave it, take it or leave it","Sporty, Ginger"
Spice Girls,Spice,3,313728,2 Become 1,21,Pre-Chorus,"Are you as good as I remember, baby?",Baby
Spice Girls,Spice,3,313728,2 Become 1,22,Pre-Chorus,"Get it on, get it on",Baby
Spice Girls,Spice,3,313728,2 Become 1,23,Pre-Chorus,"'Cause tonight is the night, when two become one",Baby
Spice Girls,Spice,3,313728,2 Become 1,24,Chorus,I need some love like I never needed love before,"Ginger & Baby, Sporty & Posh, Scary"
Spice Girls,Spice,3,313728,2 Become 1,25,Chorus,"Wanna make love to ya, baby","Ginger & Baby, Sporty & Posh, Scary"
Spice Girls,Spice,3,313728,2 Become 1,26,Chorus,"I had a little love, now I'm back for more","Ginger & Baby, Sporty & Posh, Scary"
Spice Girls,Spice,3,313728,2 Become 1,27,Chorus,"Wanna make love to ya, baby","Ginger & Baby, Sporty & Posh, Scary"
Spice Girls,Spice,3,313728,2 Become 1,28,Chorus,"Set your spirit free, it's the only way to be","Ginger & Baby, Sporty & Posh, Scary"
Spice Girls,Spice,3,313728,2 Become 1,29,Bridge,"Be a little bit wiser, baby",Baby
Spice Girls,Spice,3,313728,2 Become 1,30,Bridge,"Put it on, put it on",Baby
Spice Girls,Spice,3,313728,2 Become 1,31,Bridge,"'Cause tonight is the night, when two become one",Baby
Spice Girls,Spice,3,313728,2 Become 1,32,Chorus,I need some love like I never needed love before,"Ginger & Baby, Sporty & Posh, Scary"
Spice Girls,Spice,3,313728,2 Become 1,33,Chorus,"Wanna make love to ya, baby","Ginger & Baby, Sporty & Posh, Scary"
Spice Girls,Spice,3,313728,2 Become 1,34,Chorus,"I had a little love, now I'm back for more","Ginger & Baby, Sporty & Posh, Scary"
Spice Girls,Spice,3,313728,2 Become 1,35,Chorus,"Wanna make love to ya, baby","Ginger & Baby, Sporty & Posh, Scary"
Spice Girls,Spice,3,313728,2 Become 1,36,Chorus,I need some love like I never needed love before,"Ginger & Baby, Sporty & Posh, Scary"
Spice Girls,Spice,3,313728,2 Become 1,37,Chorus,"Wanna make love to ya, baby","Ginger & Baby, Sporty & Posh, Scary"
Spice Girls,Spice,3,313728,2 Become 1,38,Chorus,"I had a little love, now I'm back for more","Ginger & Baby, Sporty & Posh, Scary"
Spice Girls,Spice,3,313728,2 Become 1,39,Chorus,"Wanna make love to ya, baby","Ginger & Baby, Sporty & Posh, Scary"
Spice Girls,Spice,3,313728,2 Become 1,40,Chorus,"Set your spirit free, it's the only way to be","Ginger & Baby, Sporty & Posh, Scary"
Spice Girls,Spice,3,313728,2 Become 1,41,Outro,It's the only way to be,Scary
Spice Girls,Spice,3,313728,2 Become 1,42,Outro,It's the only way to be,Scary
Spice Girls,Spice,4,1328789,Love Thing,1,Intro,You know I don't wanna know,Ginger & All
Spice Girls,Spice,4,1328789,Love Thing,2,Intro,Don't wanna know about that love thing,Ginger & All
Spice Girls,Spice,4,1328789,Love Thing,3,Intro,Give me what I'm needing,Ginger & All
Spice Girls,Spice,4,1328789,Love Thing,4,Intro,You know what I'm dreaming of,Ginger & All
Spice Girls,Spice,4,1328789,Love Thing,5,Intro,Don't wanna know about that love thing,Ginger & All
Spice Girls,Spice,4,1328789,Love Thing,6,Verse 1,"Been broken-hearted before, oh",Baby
Spice Girls,Spice,4,1328789,Love Thing,7,Verse 1,"But that's the last time it happens to me, yeah",Baby
Spice Girls,Spice,4,1328789,Love Thing,8,Verse 1,"I keep on giving, still you're asking for more",Baby
Spice Girls,Spice,4,1328789,Love Thing,9,Verse 1,"Too much emotion, baby, why can't you see?",Baby
Spice Girls,Spice,4,1328789,Love Thing,10,Pre-Chorus,I'm not afraid of your love (Not afraid of your love),"Posh, (All), Scary & Ginger"
Spice Girls,Spice,4,1328789,Love Thing,11,Pre-Chorus,Why can't you see I've had my share of that?,"Posh, (All), Scary & Ginger"
Spice Girls,Spice,4,1328789,Love Thing,12,Pre-Chorus,"You're what I want, boy","Posh, (All), Scary & Ginger"
Spice Girls,Spice,4,1328789,Love Thing,13,Pre-Chorus,"You know you got it, boy","Posh, (All), Scary & Ginger"
Spice Girls,Spice,4,1328789,Love Thing,14,Pre-Chorus,You gotta want me,"Posh, (All), Scary & Ginger"
Spice Girls,Spice,4,1328789,Love Thing,15,Pre-Chorus,Just what I need,"Posh, (All), Scary & Ginger"
Spice Girls,Spice,4,1328789,Love Thing,16,Pre-Chorus,I'm not that easy as a matter of fact,"Posh, (All), Scary & Ginger"
Spice Girls,Spice,4,1328789,Love Thing,17,Chorus,There's no room for lovin',All & (Scary)
Spice Girls,Spice,4,1328789,Love Thing,18,Chorus,"Stop that push and shovin', yeah",All & (Scary)
Spice Girls,Spice,4,1328789,Love Thing,19,Chorus,Don't wanna know about that love thing,All & (Scary)
Spice Girls,Spice,4,1328789,Love Thing,20,Chorus,Give me what I'm needing,All & (Scary)
Spice Girls,Spice,4,1328789,Love Thing,21,Chorus,You know what I'm dreaming of,All & (Scary)
Spice Girls,Spice,4,1328789,Love Thing,22,Chorus,Don't wanna know about that love thing,All & (Scary)
Spice Girls,Spice,4,1328789,Love Thing,23,Chorus,"(Here we go, here we go, here we go)",All & (Scary)
Spice Girls,Spice,4,1328789,Love Thing,24,Verse 2,"Now, don't go wasting my time, no (Wasting my time)",Sporty & All
Spice Girls,Spice,4,1328789,Love Thing,25,Verse 2,You're not the only thing I've got on my mind,Sporty & All
Spice Girls,Spice,4,1328789,Love Thing,26,Verse 2,My friends are with me when you ain't been around,Sporty & All
Spice Girls,Spice,4,1328789,Love Thing,27,Verse 2,Your precious words and promises ain't bringing me down,Sporty & All
Spice Girls,Spice,4,1328789,Love Thing,28,Pre-Chorus,I've got some living to do (Got some living to do),"Posh, (All), Scary & Ginger"
Spice Girls,Spice,4,1328789,Love Thing,29,Pre-Chorus,But don't assume I'm gonna be with you,"Posh, (All), Scary & Ginger"
Spice Girls,Spice,4,1328789,Love Thing,30,Pre-Chorus,"You're what I want, boy","Posh, (All), Scary & Ginger"
Spice Girls,Spice,4,1328789,Love Thing,31,Pre-Chorus,"You know you got it, boy","Posh, (All), Scary & Ginger"
Spice Girls,Spice,4,1328789,Love Thing,32,Pre-Chorus,You gotta want me,"Posh, (All), Scary & Ginger"
Spice Girls,Spice,4,1328789,Love Thing,33,Pre-Chorus,Just what I need,"Posh, (All), Scary & Ginger"
Spice Girls,Spice,4,1328789,Love Thing,34,Pre-Chorus,I'm not that easy as a matter of fact,"Posh, (All), Scary & Ginger"
Spice Girls,Spice,4,1328789,Love Thing,35,Chorus,There's no room for lovin',All
Spice Girls,Spice,4,1328789,Love Thing,36,Chorus,"Stop that push and shovin', yeah",All
Spice Girls,Spice,4,1328789,Love Thing,37,Chorus,Don't wanna know about that love thing,All
Spice Girls,Spice,4,1328789,Love Thing,38,Chorus,Give me what I'm needing,All
Spice Girls,Spice,4,1328789,Love Thing,39,Chorus,You know what I'm dreaming of,All
Spice Girls,Spice,4,1328789,Love Thing,40,Chorus,Don't wanna know about that love thing,All
Spice Girls,Spice,4,1328789,Love Thing,41,Bridge,Stop pushin',"Ginger, Scary & Both"
Spice Girls,Spice,4,1328789,Love Thing,42,Bridge,You're rushin',"Ginger, Scary & Both"
Spice Girls,Spice,4,1328789,Love Thing,43,Bridge,You're losin' my lovin',"Ginger, Scary & Both"
Spice Girls,Spice,4,1328789,Love Thing,44,Bridge,I hope it,"Ginger, Scary & Both"
Spice Girls,Spice,4,1328789,Love Thing,45,Bridge,I see it,"Ginger, Scary & Both"
Spice Girls,Spice,4,1328789,Love Thing,46,Bridge,Just play it,"Ginger, Scary & Both"
Spice Girls,Spice,4,1328789,Love Thing,47,Bridge,You feel it,"Ginger, Scary & Both"
Spice Girls,Spice,4,1328789,Love Thing,48,Bridge,Gotta be bold,"Ginger, Scary & Both"
Spice Girls,Spice,4,1328789,Love Thing,49,Bridge,Bold and oh so strong,"Ginger, Scary & Both"
Spice Girls,Spice,4,1328789,Love Thing,50,Bridge,"Get with this, then you got it goin' on","Ginger, Scary & Both"
Spice Girls,Spice,4,1328789,Love Thing,51,Bridge,On and on with the girls named Spice,"Ginger, Scary & Both"
Spice Girls,Spice,4,1328789,Love Thing,52,Bridge,"You wanna get with us, then you'd better think twice","Ginger, Scary & Both"
Spice Girls,Spice,4,1328789,Love Thing,53,Bridge,God help the mister,"Ginger, Scary & Both"
Spice Girls,Spice,4,1328789,Love Thing,54,Bridge,"Yeah, God help the mister","Ginger, Scary & Both"
Spice Girls,Spice,4,1328789,Love Thing,55,Bridge,That comes between me and my sisters,"Ginger, Scary & Both"
Spice Girls,Spice,4,1328789,Love Thing,56,Pre-Chorus,I'm not afraid of your love (Not afraid of your love),"Posh, (All), Scary & Ginger"
Spice Girls,Spice,4,1328789,Love Thing,57,Pre-Chorus,Why can't you see I've had my share of that?,"Posh, (All), Scary & Ginger"
Spice Girls,Spice,4,1328789,Love Thing,58,Pre-Chorus,"You're what I want, boy","Posh, (All), Scary & Ginger"
Spice Girls,Spice,4,1328789,Love Thing,59,Pre-Chorus,"You know you got it, boy","Posh, (All), Scary & Ginger"
Spice Girls,Spice,4,1328789,Love Thing,60,Pre-Chorus,You gotta want me,"Posh, (All), Scary & Ginger"
Spice Girls,Spice,4,1328789,Love Thing,61,Pre-Chorus,Just what I need,"Posh, (All), Scary & Ginger"
Spice Girls,Spice,4,1328789,Love Thing,62,Pre-Chorus,I'm not that easy as a matter of fact,"Posh, (All), Scary & Ginger"
Spice Girls,Spice,4,1328789,Love Thing,63,Chorus,There's no room for lovin',All
Spice Girls,Spice,4,1328789,Love Thing,64,Chorus,"Stop that push and shovin', yeah",All
Spice Girls,Spice,4,1328789,Love Thing,65,Chorus,Don't wanna know about that love thing,All
Spice Girls,Spice,4,1328789,Love Thing,66,Chorus,Give me what I'm needing,All
Spice Girls,Spice,4,1328789,Love Thing,67,Chorus,You know what I'm dreaming of,All
Spice Girls,Spice,4,1328789,Love Thing,68,Chorus,Don't wanna know about that love thing,All
Spice Girls,Spice,4,1328789,Love Thing,69,Chorus,There's no room for lovin',All
Spice Girls,Spice,4,1328789,Love Thing,70,Chorus,"Stop that push and shovin', yeah",All
Spice Girls,Spice,4,1328789,Love Thing,71,Chorus,Don't wanna know about that love thing,All
Spice Girls,Spice,4,1328789,Love Thing,72,Chorus,Give me what I'm needing,All
Spice Girls,Spice,4,1328789,Love Thing,73,Chorus,You know what I'm dreaming of,All
Spice Girls,Spice,4,1328789,Love Thing,74,Chorus,Don't wanna know about that love thing,All
Spice Girls,Spice,4,1328789,Love Thing,75,Chorus,There's no room for lovin',All
Spice Girls,Spice,4,1328789,Love Thing,76,Chorus,"Stop that push and shovin', yeah",All
Spice Girls,Spice,4,1328789,Love Thing,77,Chorus,Don't wanna know about that love thing,All
Spice Girls,Spice,4,1328789,Love Thing,78,Chorus,Give me what I'm needing,All
Spice Girls,Spice,4,1328789,Love Thing,79,Chorus,You know what I'm dreaming of,All
Spice Girls,Spice,4,1328789,Love Thing,80,Chorus,Don't wanna know about that love thing,All
Spice Girls,Spice,5,1234194,Last Time Lover,1,Intro,"Treat me right, all night",Ginger
Spice Girls,Spice,5,1234194,Last Time Lover,2,Intro,"Makes me feel good, like you should",Ginger
Spice Girls,Spice,5,1234194,Last Time Lover,3,Verse 1,"Listen up, I gotta tell ya",Scary
Spice Girls,Spice,5,1234194,Last Time Lover,4,Verse 1,About the ins and outs and goings-on,Scary
Spice Girls,Spice,5,1234194,Last Time Lover,5,Verse 1,I wouldn't tell just anybody,Scary
Spice Girls,Spice,5,1234194,Last Time Lover,6,Verse 1,About the fox that I've been chasing,Scary
Spice Girls,Spice,5,1234194,Last Time Lover,7,Verse 1,"He's resistant, I'm persistent",Scary
Spice Girls,Spice,5,1234194,Last Time Lover,8,Verse 1,He didn't stop me from honing in,Scary
Spice Girls,Spice,5,1234194,Last Time Lover,9,Verse 1,'Cause I'm a choosy not a floozy,Scary
Spice Girls,Spice,5,1234194,Last Time Lover,10,Verse 1,I get my hit and then I run with it,Scary
Spice Girls,Spice,5,1234194,Last Time Lover,11,Chorus,Last time lover (Lover),All & (Baby)
Spice Girls,Spice,5,1234194,Last Time Lover,12,Chorus,Do you think I'm really cool and sexy?,All & (Baby)
Spice Girls,Spice,5,1234194,Last Time Lover,13,Chorus,And I know you wanna get with me,All & (Baby)
Spice Girls,Spice,5,1234194,Last Time Lover,14,Chorus,Last time lover (Lover),All & (Baby)
