year,coo_name,coo,coo_iso,coa_name,coa,coa_iso,refugees,asylum_seekers,returned_refugees,idps,returned_idps,stateless,ooc,oip,hst
2010,Djibouti,DJB,DJI,Egypt,ARE,EGY,5,0,0,0,0,0,0,NA,NA
2010,Eritrea,ERT,ERI,Egypt,ARE,EGY,938,621,0,0,0,0,0,NA,NA
2010,Ethiopia,ETH,ETH,Egypt,ARE,EGY,562,316,0,0,0,0,0,NA,NA
2010,Palestinian,GAZ,PSE,Egypt,ARE,EGY,70026,27,0,0,0,0,0,NA,NA
2010,Guinea,GUI,GIN,Egypt,ARE,EGY,0,10,0,0,0,0,0,NA,NA
2010,Cote d'Ivoire,ICO,CIV,Egypt,ARE,EGY,149,121,0,0,0,0,0,NA,NA
2010,Iraq,IRQ,IRQ,Egypt,ARE,EGY,6772,167,243,0,0,0,0,NA,NA
2010,Kazakhstan,KAZ,KAZ,Egypt,ARE,EGY,0,5,0,0,0,0,0,NA,NA
2010,Liberia,LBR,LBR,Egypt,ARE,EGY,6,0,0,0,0,0,0,NA,NA
2010,Libya,LBY,LBY,Egypt,ARE,EGY,5,5,0,0,0,0,0,NA,NA
2010,Mali,MLI,MLI,Egypt,ARE,EGY,0,5,0,0,0,0,0,NA,NA
2010,Nigeria,NIG,NGA,Egypt,ARE,EGY,0,5,0,0,0,0,0,NA,NA
2010,Russian Federation,RUS,RUS,Egypt,ARE,EGY,12,29,0,0,0,0,0,NA,NA
2010,Rwanda,RWA,RWA,Egypt,ARE,EGY,17,5,0,0,0,0,0,NA,NA
2010,Saudi Arabia,SAU,SAU,Egypt,ARE,EGY,0,5,0,0,0,0,0,NA,NA
2010,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,Egypt,ARE,EGY,8,0,0,0,0,0,0,NA,NA
2010,Somalia,SOM,SOM,Egypt,ARE,EGY,6172,378,12,0,0,0,0,NA,NA
2010,Sudan,SUD,SDN,Egypt,ARE,EGY,10035,12476,251,0,0,0,0,NA,NA
2010,Syrian Arab Rep.,SYR,SYR,Egypt,ARE,EGY,8,0,0,0,0,0,0,NA,NA
2010,Tajikistan,TJK,TJK,Egypt,ARE,EGY,0,14,0,0,0,0,0,NA,NA
2010,Turkmenistan,TKM,TKM,Egypt,ARE,EGY,5,0,0,0,0,0,0,NA,NA
2010,Tunisia,TUN,TUN,Egypt,ARE,EGY,5,0,0,0,0,0,0,NA,NA
2010,Uganda,UGA,UGA,Egypt,ARE,EGY,12,5,0,0,0,0,0,NA,NA
2010,Uzbekistan,UZB,UZB,Egypt,ARE,EGY,5,20,0,0,0,0,0,NA,NA
2010,Yemen,YEM,YEM,Egypt,ARE,EGY,205,9,0,0,0,0,0,NA,NA
2010,Zimbabwe,ZIM,ZWE,Egypt,ARE,EGY,5,0,0,0,0,0,0,NA,NA
2010,Stateless,STA,XXA,Egypt,ARE,EGY,0,0,0,0,0,60,0,NA,NA
2010,Albania,ALB,ALB,Argentina,ARG,ARG,27,0,0,0,0,0,0,NA,NA
2010,Algeria,ALG,DZA,Argentina,ARG,ARG,45,0,0,0,0,0,0,NA,NA
2010,Angola,ANG,AGO,Argentina,ARG,ARG,14,0,0,0,0,0,0,NA,NA
2010,Armenia,ARM,ARM,Argentina,ARG,ARG,122,5,0,0,0,0,0,NA,NA
2010,Burundi,BDI,BDI,Argentina,ARG,ARG,6,0,0,0,0,0,0,NA,NA
2010,Bangladesh,BGD,BGD,Argentina,ARG,ARG,9,15,0,0,0,0,0,NA,NA
2010,Bolivia (Plurinational State of),BOL,BOL,Argentina,ARG,ARG,5,0,0,0,0,0,0,NA,NA
2010,Bosnia and Herzegovina,BSN,BIH,Argentina,ARG,ARG,6,0,0,0,0,0,0,NA,NA
2010,Chile,CHL,CHL,Argentina,ARG,ARG,336,0,0,0,0,0,0,NA,NA
2010,Cameroon,CMR,CMR,Argentina,ARG,ARG,7,14,0,0,0,0,0,NA,NA
2010,Congo,COB,COG,Argentina,ARG,ARG,9,13,0,0,0,0,0,NA,NA
2010,Dem. Rep. of the Congo,COD,COD,Argentina,ARG,ARG,6,0,0,0,0,0,0,NA,NA
2010,Colombia,COL,COL,Argentina,ARG,ARG,403,203,0,0,0,0,0,NA,NA
2010,Costa Rica,COS,CRI,Argentina,ARG,ARG,6,0,0,0,0,0,0,NA,NA
2010,Cuba,CUB,CUB,Argentina,ARG,ARG,338,29,0,0,0,0,0,NA,NA
2010,Dominican Rep.,DOM,DOM,Argentina,ARG,ARG,0,119,0,0,0,0,0,NA,NA
2010,Ecuador,ECU,ECU,Argentina,ARG,ARG,13,5,0,0,0,0,0,NA,NA
2010,Ethiopia,ETH,ETH,Argentina,ARG,ARG,5,0,0,0,0,0,0,NA,NA
2010,Georgia,GEO,GEO,Argentina,ARG,ARG,5,0,0,0,0,0,0,NA,NA
2010,Ghana,GHA,GHA,Argentina,ARG,ARG,27,12,0,0,0,0,0,NA,NA
2010,Guinea-Bissau,GNB,GNB,Argentina,ARG,ARG,18,0,0,0,0,0,0,NA,NA
2010,Guinea,GUI,GIN,Argentina,ARG,ARG,6,0,0,0,0,0,0,NA,NA
2010,Haiti,HAI,HTI,Argentina,ARG,ARG,47,36,0,0,0,0,0,NA,NA
2010,Honduras,HON,HND,Argentina,ARG,ARG,0,5,0,0,0,0,0,NA,NA
2010,Hungary,HUN,HUN,Argentina,ARG,ARG,0,9,0,0,0,0,0,NA,NA
2010,Cote d'Ivoire,ICO,CIV,Argentina,ARG,ARG,22,9,0,0,0,0,0,NA,NA
2010,India,IND,IND,Argentina,ARG,ARG,36,34,0,0,0,0,0,NA,NA
2010,Iran (Islamic Rep. of),IRN,IRN,Argentina,ARG,ARG,22,0,0,0,0,0,0,NA,NA
2010,Iraq,IRQ,IRQ,Argentina,ARG,ARG,27,0,0,0,0,0,0,NA,NA
2010,Kazakhstan,KAZ,KAZ,Argentina,ARG,ARG,22,5,0,0,0,0,0,NA,NA
2010,Kyrgyzstan,KGZ,KGZ,Argentina,ARG,ARG,5,0,0,0,0,0,0,NA,NA
2010,Liberia,LBR,LBR,Argentina,ARG,ARG,68,15,0,0,0,0,0,NA,NA
2010,Sri Lanka,LKA,LKA,Argentina,ARG,ARG,34,0,0,0,0,0,0,NA,NA
2010,Mali,MLI,MLI,Argentina,ARG,ARG,14,0,0,0,0,0,0,NA,NA
2010,Nigeria,NIG,NGA,Argentina,ARG,ARG,51,28,0,0,0,0,0,NA,NA
2010,Pakistan,PAK,PAK,Argentina,ARG,ARG,41,0,0,0,0,0,0,NA,NA
2010,Paraguay,PAR,PRY,Argentina,ARG,ARG,5,8,0,0,0,0,0,NA,NA
2010,Peru,PER,PER,Argentina,ARG,ARG,585,0,0,0,0,0,0,NA,NA
2010,Romania,ROM,ROU,Argentina,ARG,ARG,54,0,0,0,0,0,0,NA,NA
2010,South Africa,RSA,ZAF,Argentina,ARG,ARG,5,0,0,0,0,0,0,NA,NA
2010,Russian Federation,RUS,RUS,Argentina,ARG,ARG,60,0,0,0,0,0,0,NA,NA
2010,El Salvador,SAL,SLV,Argentina,ARG,ARG,6,5,0,0,0,0,0,NA,NA
2010,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,Argentina,ARG,ARG,18,0,0,0,0,0,0,NA,NA
2010,Senegal,SEN,SEN,Argentina,ARG,ARG,65,0,0,0,0,0,0,NA,NA
2010,Sierra Leone,SLE,SLE,Argentina,ARG,ARG,59,0,0,0,0,0,0,NA,NA
2010,Somalia,SOM,SOM,Argentina,ARG,ARG,5,0,0,0,0,0,0,NA,NA
2010,Spain,SPA,ESP,Argentina,ARG,ARG,0,5,0,0,0,0,0,NA,NA
2010,Sudan,SUD,SDN,Argentina,ARG,ARG,5,0,0,0,0,0,0,NA,NA
2010,Türkiye,TUR,TUR,Argentina,ARG,ARG,10,0,0,0,0,0,0,NA,NA
2010,Ukraine,UKR,UKR,Argentina,ARG,ARG,19,0,0,0,0,0,0,NA,NA
2010,United States of America,USA,USA,Argentina,ARG,ARG,5,0,0,0,0,0,0,NA,NA
2010,Venezuela (Bolivarian Republic of),VEN,VEN,Argentina,ARG,ARG,0,5,0,0,0,0,0,NA,NA
2010,Stateless,STA,XXA,Argentina,ARG,ARG,5,5,0,0,0,0,0,NA,NA
2010,Unknown,UKN,UNK,Argentina,ARG,ARG,549,332,0,0,0,0,0,NA,NA
2010,Armenia,ARM,ARM,Armenia,ARM,ARM,0,0,0,0,0,0,82519,NA,NA
2010,Azerbaijan,AZE,AZE,Armenia,ARM,ARM,2347,0,0,0,0,0,0,NA,NA
2010,Georgia,GEO,GEO,Armenia,ARM,ARM,11,0,0,0,0,0,0,NA,NA
2010,Iran (Islamic Rep. of),IRN,IRN,Armenia,ARM,ARM,22,5,0,0,0,0,0,NA,NA
2010,Iraq,IRQ,IRQ,Armenia,ARM,ARM,888,0,0,0,0,0,0,NA,NA
2010,Israel,ISR,ISR,Armenia,ARM,ARM,5,0,0,0,0,0,0,NA,NA
2010,Lebanon,LEB,LBN,Armenia,ARM,ARM,14,0,0,0,0,0,0,NA,NA
2010,Türkiye,TUR,TUR,Armenia,ARM,ARM,5,9,0,0,0,0,0,NA,NA
2010,Stateless,STA,XXA,Armenia,ARM,ARM,0,0,0,0,0,6,0,NA,NA
2010,Afghanistan,AFG,AFG,Australia,AUL,AUS,5518,68,0,0,0,0,0,NA,NA
2010,Albania,ALB,ALB,Australia,AUL,AUS,46,20,0,0,0,0,0,NA,NA
2010,Algeria,ALG,DZA,Australia,AUL,AUS,20,0,0,0,0,0,0,NA,NA
2010,Angola,ANG,AGO,Australia,AUL,AUS,5,0,0,0,0,0,0,NA,NA
2010,Egypt,ARE,EGY,Australia,AUL,AUS,350,256,0,0,0,0,0,NA,NA
2010,Armenia,ARM,ARM,Australia,AUL,AUS,7,0,0,0,0,0,0,NA,NA
2010,Azerbaijan,AZE,AZE,Australia,AUL,AUS,5,0,0,0,0,0,0,NA,NA
2010,Bahrain,BAH,BHR,Australia,AUL,AUS,22,8,0,0,0,0,0,NA,NA
2010,Burundi,BDI,BDI,Australia,AUL,AUS,31,0,0,0,0,0,0,NA,NA
2010,Bangladesh,BGD,BGD,Australia,AUL,AUS,252,70,0,0,0,0,0,NA,NA
2010,Belarus,BLR,BLR,Australia,AUL,AUS,16,0,0,0,0,0,0,NA,NA
2010,Brazil,BRA,BRA,Australia,AUL,AUS,8,5,0,0,0,0,0,NA,NA
2010,Bosnia and Herzegovina,BSN,BIH,Australia,AUL,AUS,6,0,15,0,0,0,0,NA,NA
2010,Bulgaria,BUL,BGR,Australia,AUL,AUS,5,0,0,0,0,0,0,NA,NA
2010,Cambodia,CAM,KHM,Australia,AUL,AUS,16,5,0,0,0,0,0,NA,NA
2010,China,CHI,CHN,Australia,AUL,AUS,2201,534,0,0,0,0,0,NA,NA
2010,Cameroon,CMR,CMR,Australia,AUL,AUS,51,5,0,0,0,0,0,NA,NA
2010,Congo,COB,COG,Australia,AUL,AUS,19,0,0,0,0,0,0,NA,NA
2010,Dem. Rep. of the Congo,COD,COD,Australia,AUL,AUS,27,5,0,0,0,0,0,NA,NA
2010,Colombia,COL,COL,Australia,AUL,AUS,148,22,0,0,0,0,0,NA,NA
2010,Cuba,CUB,CUB,Australia,AUL,AUS,6,0,0,0,0,0,0,NA,NA
2010,Czechia,CZE,CZE,Australia,AUL,AUS,0,5,0,0,0,0,0,NA,NA
2010,Ecuador,ECU,ECU,Australia,AUL,AUS,5,0,0,0,0,0,0,NA,NA
2010,Eritrea,ERT,ERI,Australia,AUL,AUS,67,21,0,0,0,0,0,NA,NA
2010,Ethiopia,ETH,ETH,Australia,AUL,AUS,168,20,0,0,0,0,0,NA,NA
2010,Fiji,FIJ,FJI,Australia,AUL,AUS,144,197,0,0,0,0,0,NA,NA
2010,France,FRA,FRA,Australia,AUL,AUS,5,0,0,0,0,0,0,NA,NA
2010,Gambia,GAM,GMB,Australia,AUL,AUS,5,0,0,0,0,0,0,NA,NA
2010,Palestinian,GAZ,PSE,Australia,AUL,AUS,172,26,0,0,0,0,0,NA,NA
2010,United Kingdom of Great Britain and Northern Ireland,GBR,GBR,Australia,AUL,AUS,0,6,0,0,0,0,0,NA,NA
2010,Georgia,GEO,GEO,Australia,AUL,AUS,9,0,0,0,0,0,0,NA,NA
2010,Ghana,GHA,GHA,Australia,AUL,AUS,28,16,0,0,0,0,0,NA,NA
2010,Greece,GRE,GRC,Australia,AUL,AUS,5,0,0,0,0,0,0,NA,NA
2010,Guinea,GUI,GIN,Australia,AUL,AUS,10,0,0,0,0,0,0,NA,NA
2010,Croatia,HRV,HRV,Australia,AUL,AUS,5,0,0,0,0,0,0,NA,NA
2010,Cote d'Ivoire,ICO,CIV,Australia,AUL,AUS,7,0,0,0,0,0,0,NA,NA
2010,India,IND,IND,Australia,AUL,AUS,139,228,0,0,0,0,0,NA,NA
2010,Indonesia,INS,IDN,Australia,AUL,AUS,231,91,0,0,0,0,0,NA,NA
2010,Iran (Islamic Rep. of),IRN,IRN,Australia,AUL,AUS,1327,318,0,0,0,0,0,NA,NA
2010,Iraq,IRQ,IRQ,Australia,AUL,AUS,3791,196,0,0,0,0,0,NA,NA
2010,Israel,ISR,ISR,Australia,AUL,AUS,31,7,0,0,0,0,0,NA,NA
2010,Jordan,JOR,JOR,Australia,AUL,AUS,69,23,0,0,0,0,0,NA,NA
2010,Japan,JPN,JPN,Australia,AUL,AUS,0,5,0,0,0,0,0,NA,NA
2010,Kazakhstan,KAZ,KAZ,Australia,AUL,AUS,5,5,0,0,0,0,0,NA,NA
2010,Kenya,KEN,KEN,Australia,AUL,AUS,38,12,0,0,0,0,0,NA,NA
2010,Kyrgyzstan,KGZ,KGZ,Australia,AUL,AUS,21,0,0,0,0,0,0,NA,NA
2010,Rep. of Korea,KOR,KOR,Australia,AUL,AUS,24,40,0,0,0,0,0,NA,NA
2010,Dem. People's Rep. of Korea,KRN,PRK,Australia,AUL,AUS,25,33,0,0,0,0,0,NA,NA
2010,Kuwait,KUW,KWT,Australia,AUL,AUS,22,5,0,0,0,0,0,NA,NA
2010,Lao People's Dem. Rep.,LAO,LAO,Australia,AUL,AUS,5,0,0,0,0,0,0,NA,NA
2010,Liberia,LBR,LBR,Australia,AUL,AUS,18,0,0,0,0,0,0,NA,NA
2010,Libya,LBY,LBY,Australia,AUL,AUS,9,12,0,0,0,0,0,NA,NA
2010,Lebanon,LEB,LBN,Australia,AUL,AUS,209,134,0,0,0,0,0,NA,NA
2010,Sri Lanka,LKA,LKA,Australia,AUL,AUS,2373,253,0,0,0,0,0,NA,NA
2010,Latvia,LVA,LVA,Australia,AUL,AUS,6,0,0,0,0,0,0,NA,NA
2010,Mauritania,MAU,MRT,Australia,AUL,AUS,5,0,0,0,0,0,0,NA,NA
2010,Mali,MLI,MLI,Australia,AUL,AUS,5,0,0,0,0,0,0,NA,NA
2010,Malaysia,MLS,MYS,Australia,AUL,AUS,43,86,0,0,0,0,0,NA,NA
2010,Mongolia,MNG,MNG,Australia,AUL,AUS,43,5,0,0,0,0,0,NA,NA
2010,Morocco,MOR,MAR,Australia,AUL,AUS,13,0,0,0,0,0,0,NA,NA
2010,Mauritius,MTS,MUS,Australia,AUL,AUS,0,9,0,0,0,0,0,NA,NA
2010,Myanmar,MYA,MMR,Australia,AUL,AUS,444,34,0,0,0,0,0,NA,NA
2010,Nepal,NEP,NPL,Australia,AUL,AUS,154,100,0,0,0,0,0,NA,NA
2010,Nigeria,NIG,NGA,Australia,AUL,AUS,101,19,0,0,0,0,0,NA,NA
2010,Pakistan,PAK,PAK,Australia,AUL,AUS,747,320,0,0,0,0,0,NA,NA
2010,Peru,PER,PER,Australia,AUL,AUS,6,0,0,0,0,0,0,NA,NA
2010,Philippines,PHI,PHL,Australia,AUL,AUS,14,13,0,0,0,0,0,NA,NA
2010,Papua New Guinea,PNG,PNG,Australia,AUL,AUS,87,43,0,0,0,0,0,NA,NA
2010,Romania,ROM,ROU,Australia,AUL,AUS,18,0,0,0,0,0,0,NA,NA
2010,South Africa,RSA,ZAF,Australia,AUL,AUS,25,11,0,0,0,0,0,NA,NA
2010,Russian Federation,RUS,RUS,Australia,AUL,AUS,118,5,0,0,0,0,0,NA,NA
2010,Rwanda,RWA,RWA,Australia,AUL,AUS,23,0,0,0,0,0,0,NA,NA
2010,El Salvador,SAL,SLV,Australia,AUL,AUS,5,0,0,0,0,0,0,NA,NA
2010,Saudi Arabia,SAU,SAU,Australia,AUL,AUS,22,5,0,0,0,0,0,NA,NA
2010,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,Australia,AUL,AUS,93,0,0,0,0,0,0,NA,NA
2010,Senegal,SEN,SEN,Australia,AUL,AUS,5,0,0,0,0,0,0,NA,NA
2010,Singapore,SIN,SGP,Australia,AUL,AUS,5,0,0,0,0,0,0,NA,NA
2010,Sierra Leone,SLE,SLE,Australia,AUL,AUS,33,5,0,0,0,0,0,NA,NA
2010,Solomon Islands,SOL,SLB,Australia,AUL,AUS,32,0,0,0,0,0,0,NA,NA
2010,Somalia,SOM,SOM,Australia,AUL,AUS,74,15,0,0,0,0,0,NA,NA
2010,Viet Nam,SRV,VNM,Australia,AUL,AUS,52,53,0,0,0,0,0,NA,NA
2010,Sudan,SUD,SDN,Australia,AUL,AUS,57,5,0,0,0,0,0,NA,NA
2010,Syrian Arab Rep.,SYR,SYR,Australia,AUL,AUS,68,16,0,0,0,0,0,NA,NA
2010,United Rep. of Tanzania,TAN,TZA,Australia,AUL,AUS,11,0,0,0,0,0,0,NA,NA
2010,Thailand,THA,THA,Australia,AUL,AUS,13,17,0,0,0,0,0,NA,NA
2010,Timor-Leste,TMP,TLS,Australia,AUL,AUS,8,0,0,0,0,0,0,NA,NA
2010,Togo,TOG,TGO,Australia,AUL,AUS,5,0,0,0,0,0,0,NA,NA
2010,Tonga,TON,TON,Australia,AUL,AUS,5,10,0,0,0,0,0,NA,NA
2010,Tunisia,TUN,TUN,Australia,AUL,AUS,15,0,0,0,0,0,0,NA,NA
2010,Türkiye,TUR,TUR,Australia,AUL,AUS,224,99,0,0,0,0,0,NA,NA
2010,Uganda,UGA,UGA,Australia,AUL,AUS,33,5,0,0,0,0,0,NA,NA
2010,Ukraine,UKR,UKR,Australia,AUL,AUS,42,10,0,0,0,0,0,NA,NA
2010,United States of America,USA,USA,Australia,AUL,AUS,8,0,0,0,0,0,0,NA,NA
2010,Uzbekistan,UZB,UZB,Australia,AUL,AUS,29,5,0,0,0,0,0,NA,NA
2010,Venezuela (Bolivarian Republic of),VEN,VEN,Australia,AUL,AUS,7,0,0,0,0,0,0,NA,NA
2010,Yemen,YEM,YEM,Australia,AUL,AUS,6,0,0,0,0,0,0,NA,NA
2010,Zambia,ZAM,ZMB,Australia,AUL,AUS,5,0,0,0,0,0,0,NA,NA
2010,Zimbabwe,ZIM,ZWE,Australia,AUL,AUS,775,105,0,0,0,0,0,NA,NA
2010,Stateless,STA,XXA,Australia,AUL,AUS,347,30,0,0,0,0,0,NA,NA
2010,Tibetan,TIB,TIB,Australia,AUL,AUS,7,0,0,0,0,0,0,NA,NA
2010,Unknown,UKN,UNK,Australia,AUL,AUS,226,38,0,0,0,0,0,NA,NA
2010,Afghanistan,AFG,AFG,Austria,AUS,AUT,7359,2696,0,0,0,0,0,NA,NA
2010,Albania,ALB,ALB,Austria,AUS,AUT,180,174,0,0,0,0,0,NA,NA
2010,Algeria,ALG,DZA,Austria,AUS,AUT,33,247,0,0,0,0,0,NA,NA
2010,Angola,ANG,AGO,Austria,AUS,AUT,173,25,0,0,0,0,0,NA,NA
2010,Egypt,ARE,EGY,Austria,AUS,AUT,40,129,0,0,0,0,0,NA,NA
2010,Armenia,ARM,ARM,Austria,AUS,AUT,855,881,0,0,0,0,0,NA,NA
2010,Azerbaijan,AZE,AZE,Austria,AUS,AUT,381,196,0,0,0,0,0,NA,NA
2010,Burundi,BDI,BDI,Austria,AUS,AUT,24,5,0,0,0,0,0,NA,NA
2010,Benin,BEN,BEN,Austria,AUS,AUT,5,15,0,0,0,0,0,NA,NA
2010,Bangladesh,BGD,BGD,Austria,AUS,AUT,64,355,0,0,0,0,0,NA,NA
2010,Burkina Faso,BKF,BFA,Austria,AUS,AUT,7,8,0,0,0,0,0,NA,NA
2010,Belarus,BLR,BLR,Austria,AUS,AUT,96,75,0,0,0,0,0,NA,NA
2010,Bolivia (Plurinational State of),BOL,BOL,Austria,AUS,AUT,15,16,0,0,0,0,0,NA,NA
2010,Bosnia and Herzegovina,BSN,BIH,Austria,AUS,AUT,211,267,69,0,0,0,0,NA,NA
2010,Bulgaria,BUL,BGR,Austria,AUS,AUT,5,12,0,0,0,0,0,NA,NA
2010,Chad,CHD,TCD,Austria,AUS,AUT,5,5,0,0,0,0,0,NA,NA
2010,China,CHI,CHN,Austria,AUS,AUT,225,535,0,0,0,0,0,NA,NA
2010,Cameroon,CMR,CMR,Austria,AUS,AUT,199,98,0,0,0,0,0,NA,NA
2010,Congo,COB,COG,Austria,AUS,AUT,102,21,0,0,0,0,0,NA,NA
2010,Dem. Rep. of the Congo,COD,COD,Austria,AUS,AUT,427,100,0,0,0,0,0,NA,NA
2010,Colombia,COL,COL,Austria,AUS,AUT,22,5,0,0,0,0,0,NA,NA
2010,Cuba,CUB,CUB,Austria,AUS,AUT,21,0,0,0,0,0,0,NA,NA
2010,Eritrea,ERT,ERI,Austria,AUS,AUT,63,19,0,0,0,0,0,NA,NA
2010,Estonia,EST,EST,Austria,AUS,AUT,5,0,0,0,0,0,0,NA,NA
2010,Ethiopia,ETH,ETH,Austria,AUS,AUT,127,49,0,0,0,0,0,NA,NA
2010,Gabon,GAB,GAB,Austria,AUS,AUT,0,7,0,0,0,0,0,NA,NA
2010,Gambia,GAM,GMB,Austria,AUS,AUT,71,112,0,0,0,0,0,NA,NA
2010,Georgia,GEO,GEO,Austria,AUS,AUT,730,643,0,0,0,0,0,NA,NA
2010,Ghana,GHA,GHA,Austria,AUS,AUT,35,39,0,0,0,0,0,NA,NA
2010,Guinea-Bissau,GNB,GNB,Austria,AUS,AUT,0,34,0,0,0,0,0,NA,NA
