index,series.name,network,season,title,imdb,engagement,date.aired,run.time,format,monster.name,monster.gender,monster.type,monster.subtype,monster.species,monster.real,monster.amount,caught.fred,caught.daphnie,caught.velma,caught.shaggy,caught.scooby,captured.fred,captured.daphnie,captured.velma,captured.shaggy,captured.scooby,unmask.fred,unmask.daphnie,unmask.velma,unmask.shaggy,unmask.scooby,snack.fred,snack.daphnie,snack.velma,snack.shaggy,snack.scooby,unmask.other,caught.other,caught.not,trap.work.first,setting.terrain,setting.country/state,suspects.amount,non-suspect,arrested,culprit.name,culprit.gender,culprit.amount,motive,if.it.wasnt.for,and.that,door.gag,number.of.snacks,split.up,another.mystery,set.a.trap,jeepers,jinkies,my.glasses,just.about.wrapped.up,zoinks,groovy,scooby.doo.where.are.you,rooby.rooby.roo,batman,scooby-dum,scrappy-doo,hex.girls,blue.falcon,fred.va,daphnie.va,velma.va,shaggy.va,scooby.va
11,"Scooby Doo, Where Are You!",CBS,1,A Gaggle of Galloping Ghosts,8.5,379,1969-11-22,21,TV Series,"Werewolf,Dracula,Frankenstein's Monster","Male,Male,Male","Animal,Undead,Undead","Werewolf,Vampire,Frankenstein's Monster","Human,Human,Human",FALSE,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Forest,United States,1,FALSE,TRUE,Big Bob Oakly,Male,1,Treasure,these blasted kids,dog,FALSE,0,0,0,0,0,0,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Stefanianna Christopherson,Nicole Jaffe,Casey Kasem,Don Messick
12,"Scooby Doo, Where Are You!",CBS,1,"Scooby-Doo and a Mummy, Too",8.2,358,1969-11-29,21,TV Series,Mummy of Ankha,Male,Undead,Mummy,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,United States,1,FALSE,TRUE,Dr. Najib,Male,1,Theft,NULL,NULL,FALSE,1 box,1,0,0,0,0,0,0,6,1,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Stefanianna Christopherson,Nicole Jaffe,Casey Kasem,Don Messick
13,"Scooby Doo, Where Are You!",CBS,1,Which Witch is Which,8.4,356,1969-12-06,21,TV Series,"Zombie,Witch","Male,Female","Undead,Magician","Zombie,Witch","Human,Human",FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Swamp,United States,2,FALSE,TRUE,"Zeke,Zeb Perkins","Male,Male",2,Theft,NULL,NULL,FALSE,0,0,0,0,0,0,0,0,3,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Stefanianna Christopherson,Nicole Jaffe,Casey Kasem,Don Messick
14,"Scooby Doo, Where Are You!",CBS,1,Go Away Ghost Ship,8.1,331,1969-12-13,22,TV Series,Ghost of Redbeard,Male,Ghost,Pirate,Human,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Ocean,United States,2,FALSE,TRUE,Mr. Magnus,Male,1,Theft,NULL,NULL,FALSE,0,0,0,0,0,0,0,0,5,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Stefanianna Christopherson,Nicole Jaffe,Casey Kasem,Don Messick
15,"Scooby Doo, Where Are You!",CBS,1,Spooky Space Kook,8.4,372,1969-12-20,21,TV Series,Spooky Space Kook,Male,Extraterrestrial,Phantom,Alien,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Rural,United States,1,TRUE,TRUE,Henry Bascombe,Male,1,Competition,NULL,NULL,FALSE,0,1,0,0,0,0,0,0,8,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Stefanianna Christopherson,Nicole Jaffe,Casey Kasem,Don Messick
16,"Scooby Doo, Where Are You!",CBS,1,A Night of Fright Is No Delight,8.7,403,1970-01-10,21,TV Series,"Green Ghost,Green Ghost","Male,Male","Ghost,Ghost","Phantom,Phantom","Human,Human",FALSE,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Island,United States,3,FALSE,TRUE,"Cosgood Creeps,Mr. Crawls","Male,Male",2,Inheritance,NULL,NULL,FALSE,1,0,0,0,0,0,0,0,3,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Stefanianna Christopherson,Nicole Jaffe,Casey Kasem,Don Messick
17,"Scooby Doo, Where Are You!",CBS,1,That's Snow Ghost,8,328,1970-01-17,21,TV Series,Snow Ghost,Male,Ghost,Snow,Yeti,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Snow,United States,3,FALSE,TRUE,Mr. Greenway,Male,1,Theft,NULL,NULL,FALSE,a couple,0,0,0,0,0,1,0,4,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Stefanianna Christopherson,Nicole Jaffe,Casey Kasem,Don Messick
18,"Scooby Doo, Where Are You!",CBS,2,Nowhere to Hyde,8.3,322,1970-09-12,21,TV Series,Ghost of Mr. Hyde,Male,Ghost,Split-Personality,Human,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Forest,United States,2,FALSE,TRUE,Dr. Jekyll,Male,1,Theft,NULL,NULL,FALSE,1 box,0,0,0,0,0,0,0,3,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
19,"Scooby Doo, Where Are You!",CBS,2,Mystery Mask Mix-Up,7.8,312,1970-09-19,21,TV Series,"Ghost of Zen Tuo,Scare Pair,Scare Pair","Male,Male,Male","Ghost,Ghost,Ghost","Zombie,Zombie,Zombie","Human,Human,Human",FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,California,1,FALSE,TRUE,A. Fong,Male,1,Smuggling,NULL,NULL,FALSE,1,1,0,1,0,0,0,0,3,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
20,"Scooby Doo, Where Are You!",CBS,2,Scooby's Night with a Frozen Fright,7.7,301,1970-09-26,21,TV Series,Caveman,Male,Ancient,Caveman,Human,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,United States,2,FALSE,TRUE,Prof. Wayne,Male,1,Theft,those meddling kids,NULL,FALSE,1,0,0,0,0,0,0,0,7,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
21,"Scooby Doo, Where Are You!",CBS,2,"Jeepers, It's the Creeper",8.5,347,1970-10-03,21,TV Series,Creeper,Male,Ghost,Phantom,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,United States,2,FALSE,TRUE,Mr. Carswell,Male,1,Theft,NULL,NULL,TRUE,1,0,0,0,0,0,1,0,7,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
22,"Scooby Doo, Where Are You!",CBS,2,Haunted House Hang-Up,8.4,303,1970-10-10,21,TV Series,Headless Specter,Male,Ghost,Headless,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rural,United States,1,TRUE,FALSE,Penrod Stillwall,Male,1,Treasure,you snoopers,NULL,FALSE,3,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
23,"Scooby Doo, Where Are You!",CBS,2,A Tiki Scare Is No Fair,7.9,292,1970-10-17,21,TV Series,"Witch Doctor,Mano Tiki Tia","Female,Male","Ancient,Possessed Object","Witch Doctor,Statue","Human,Object",FALSE,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Jungle,Hawaii,1,FALSE,TRUE,John Simms,Male,1,Theft,NULL,NULL,FALSE,1,0,1,1,0,0,0,0,6,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
24,"Scooby Doo, Where Are You!",CBS,2,Who's Afraid of the Big Bad Werewolf?,8.2,292,1970-10-24,21,TV Series,Werewolf,Male,Animal,Werewolf,Human,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rural,United States,0,TRUE,TRUE,Sheep Rustler,Male,1,Smuggling,NULL,NULL,FALSE,0,1,1,1,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
25,"Scooby Doo, Where Are You!",CBS,2,Don't Fool with a Phantom,7.9,282,1970-10-31,21,TV Series,Wax Phantom,Male,Ghost,Statue,Human,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,United States,3,FALSE,TRUE,Mr. Rodger Stevens,Male,1,Theft,NULL,NULL,FALSE,1 box,0,0,1,0,0,0,0,4,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
26,The New Scooby-Doo Movies,CBS,1,The Ghastly Ghost Town,6.9,138,1972-09-09,43,TV Series,"Giant Bat,Geronimo,Gunslinger,Robot Gunslinger,Cactus","Male,Male,Male,Male,None","Animal,Ancient,Ancient,Mechanical,Plant","Bat,Indian,Cowboy,Humanoid,Cactus","Bat,Human,Human,Robot,Cactus",FALSE,2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Desert,United States,2,FALSE,TRUE,"Rhino,Amos Crunch","Male,Male",2,Natural Resource,NULL,NULL,FALSE,0,0,0,0,0,0,0,0,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
27,The New Scooby-Doo Movies,CBS,1,The Dynamic Scooby-Doo Affair,7.8,232,1972-09-16,41,TV Series,"Hooded Man,Skeletons","Male,Male","Disguised,Skeleton","Hooded,Humaniod","Human,Human",FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NULL,Rural,United States,1,FALSE,TRUE,Mrs. Baker,Female,1,Counterfeit,that dumb dog,NULL,FALSE,3,0,0,0,0,0,1,0,3,0,3,3,TRUE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
28,The New Scooby-Doo Movies,CBS,1,Wednesday Is Missing,7.9,119,1972-09-23,41,TV Series,The Vulture,Female,Animal,Bird,Vulture,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NULL,Forest,United States,2,FALSE,FALSE,House Keeping Couple,"Male,Female",2,Safety,NULL,NULL,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
29,The New Scooby-Doo Movies,CBS,1,The Frickert Fracas,7.9,116,1972-09-30,43,TV Series,Scarecrow,Male,Possessed Object,Scarecrow,Human,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Rural,United States,4,FALSE,TRUE,Simon Shakey,Male,1,Treasure,NULL,NULL,TRUE,0,0,0,0,1,1,0,0,9,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
30,The New Scooby-Doo Movies,CBS,1,Guess Who's Knott Coming to Dinner?,7.9,111,1972-10-07,43,TV Series,"Ghost of Captain Moody,Ghost of Captain Moody","Male,Male","Ghost,Ghost","Phantom,Phantom","Human,Human",FALSE,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Forest,United States,1,TRUE,TRUE,"Captain Moody's Nephews,Captain Moody's Nephews","Male,Male",2,Inheritance,NULL,NULL,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
31,The New Scooby-Doo Movies,CBS,1,A Good Medium Is Rare,7.7,88,1972-10-14,41,TV Series,"The Gargoyle,Phantoms,Phantoms","Male,Male,Male","Possessed Object,Ghost,Ghost","Statue,Phantom,Phantom","Gargoyle,Human,Human",FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NULL,Forest,United States,4,FALSE,TRUE,Alberto,Male,1,Theft,NULL,NULL,FALSE,0,0,0,0,0,1,0,0,1,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
32,The New Scooby-Doo Movies,CBS,1,Sandy Duncan's Jekyll and Hyde,7.8,90,1972-10-21,41,TV Series,"Ghost,Sheik,Mummy,Pirate,Dragon,Wolfman,Grizzly Bear,Indian,Mr. Hyde","Male,Male,Male,Male,Male,Male,Male,Male,Male","Ghost,Disguised,Undead,Disguised,Animal,Animal,Animal,Ancient,Disguised","Phantom,Sheik,Mummy,Pirate,Dragon,Humanoid,Bear,Indian,Split-Personality","Human,Human,Human,Human,Dragon,Human,Bear,Human,Human",FALSE,9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,United States,4,TRUE,FALSE,Zalia Z. Fairchild,Male,1,Preservation,NULL,NULL,FALSE,0,0,0,0,0,1,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
33,The New Scooby-Doo Movies,CBS,1,The Secret of Shark Island,8.5,109,1972-10-28,41,TV Series,"Shark Men,Shark Men","Male,Male","Animal,Animal","Sea-Monster,Sea-Monster","Shark,Shark",FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Island,United States,2,FALSE,TRUE,Milo Meekly,Male,1,Treasure,NULL,NULL,FALSE,0,0,0,0,0,0,0,0,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
34,The New Scooby-Doo Movies,CBS,1,The Spooky Fog of Juneberry,7.7,96,1972-11-04,43,TV Series,"Skeleton Man,Lady Ghost,3-Eyed Spook,Giant,Brontosaurus,Headless Horsemen of Sleepy Hollow,Skeleton Stage Driver","Male,Female,Male,Male,Male,Male,Male","Undead,Ghost,Ghost,Ghost,Ancient,Ghost,Ghost","Skeleton,Phantom,Phantom,Phantom,Brontosaurus,Headless,Phantom","Human,Human,Human,Human,Dinosaur,Human,Human",FALSE,7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Desert,United States,2,FALSE,TRUE,Gene Haultrey,Male,1,Theft,you people,NULL,FALSE,3,1,0,0,0,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
35,The New Scooby-Doo Movies,CBS,1,The Ghost of Bigfoot,8.3,118,1972-11-11,43,TV Series,The Ghost of Bigfoot,Male,Ghost,Half-Human,Big Foot,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Snow,Vermont,4,FALSE,TRUE,Jonathan Crabtree,Male,1,Theft,NULL,NULL,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Nicole Jaffe,Casey Kasem,Don Messick
