5,"t","Honey Bee Colonies: Released August 2, 2021, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
5,"t","Colonies, Maximum, Lost, Percent Lost, Added, Renovated, and Percent Renovated with Five or More Colonies – States and United States: January 1, 2020 and January-March 2020"
11,"h","","","colonies 1/","colonies","lost 2/","colonies","colonies 3/","renovated 4/"
11,"h","","","","","","","",""
11,"u","","(number)","(number)","(number)","(percent)","(number)","(number)","(percent)"
11,"d","Alabama",10000,10000,1200,12,670,200,2
11,"d","Arizona",29000,29000,7000,24,3500,180,1
11,"d","Arkansas",21000,21000,2200,10,790,130,1
11,"d","California",1240000,1550000,193000,12,76000,84000,5
11,"d","Colorado",3000,16500,640,4,850,30,"(Z)"
11,"d","Connecticut",4200,4200,780,19,350,50,1
11,"d","Florida",300000,305000,31000,10,42000,17000,6
11,"d","Georgia",120000,120000,20000,17,34000,14500,12
11,"d","Hawaii",19500,19500,900,5,2400,1600,8
11,"d","Idaho",168000,171000,15000,9,9000,8500,5
11,"d","",,,,,,,
11,"d","Illinois",9500,12500,3000,24,3300,200,2
11,"d","Indiana",10000,11000,2700,25,3500,20,"(Z)"
11,"d","Iowa",15000,25000,2100,8,3100,30,"(Z)"
11,"d","Kansas",5000,6500,1400,22,2300,10,"(Z)"
11,"d","Kentucky",9500,9500,2100,22,2500,80,1
11,"d","Louisiana",51000,53000,7500,14,1100,3000,6
11,"d","Maine",2900,2900,300,10,60,80,3
11,"d","Maryland",7000,7000,1200,17,590,240,3
11,"d","Massachusetts",5000,5000,1000,20,30,90,2
11,"d","Michigan",78000,78000,1500,2,320,4100,5
11,"d","",,,,,,,
11,"d","Minnesota",41000,68000,3200,5,2900,140,"(Z)"
11,"d","Mississippi",33000,36000,5500,15,14500,3800,11
11,"d","Missouri",5500,5500,1500,27,780,40,1
11,"d","Montana",40000,51000,310,1,-,20,"(Z)"
11,"d","Nebraska",11000,17500,640,4,1300,-,-
11,"d","New Jersey",14000,14000,360,3,610,80,1
11,"d","New Mexico",3500,3500,230,7,2200,-,-
11,"d","New York",30000,30000,4900,16,3400,380,1
11,"d","North Carolina",18000,21000,2100,10,2700,110,1
11,"d","North Dakota",51000,65000,180,"(Z)",2700,-,-
11,"d","",,,,,,,
11,"d","Ohio",17500,17500,4000,23,120,20,"(Z)"
11,"d","Oklahoma",28000,28000,2600,9,4100,360,1
11,"d","Oregon",76000,79000,3100,4,2600,610,1
11,"d","Pennsylvania",20000,21000,5500,26,4100,40,"(Z)"
11,"d","South Carolina",15500,18500,1200,6,930,190,1
11,"d","South Dakota",28000,34000,450,1,-,-,-
11,"d","Tennessee",12000,13000,2200,17,960,310,2
11,"d","Texas",240000,345000,23000,7,56000,13000,4
11,"d","Utah",17500,18500,2500,14,4000,-,-
11,"d","Vermont",7500,7500,1300,17,670,70,1
11,"d","",,,,,,,
11,"d","Virginia",7000,7000,1400,20,2300,50,1
11,"d","Washington",48000,67000,6000,9,5500,850,1
11,"d","West Virginia",7000,7500,1200,16,1700,720,10
11,"d","Wisconsin",25000,37000,2500,7,7000,170,"(Z)"
11,"d","Wyoming",13000,14500,1700,12,500,1200,8
11,"d","",,,,,,,
11,"d","Other States 5/",6640,6640,540,8,600,70,1
11,"d","",,,,,,,
11,"d","United States",2923240,"(X)",372630,13,308530,156270,5
11,"c",""
11,"f","-  Represents zero."
11,"f","(X)  Not applicable."
11,"f","(Z)  Less than half of the unit shown."
11,"f","1/ January 1 colonies plus all colonies moved into that state during the quarter."
11,"f","2/ Percent lost is the number of lost colonies divided by maximum colonies except for the United States, where percent lost is the number of lost colonies divided by the January 1 colonies."
11,"f","3/ Defined as any surviving colony that was requeened or received new honey bees through nuc or package."
11,"f","4/ Percent renovated is the number of renovated colonies divided by maximum colonies except for the United States, where percent renovated is the number of renovated colonies divided by the January 1 colonies."
11,"f","5/ Includes data for States not published in this table."
22,"t","Honey Bee Colonies: Released August 2, 2021, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
22,"t","Colonies, Maximum, Lost, Percent Lost, Added, Renovated, and Percent Renovated with Five or More Colonies – States and United States: April 1, 2021 and April-June 2021"
22,"h","","","","","","","",""
22,"h","","","April-June","April-June","April-June","April-June","April-June","April-June"
22,"h","State","April 1","","","","","",""
22,"h","","colonies","Maximum","Lost","Percent","Added","Renovated","Percent"
22,"h","","","colonies 1/","colonies","lost 2/","colonies","colonies 3/","renovated 4/"
22,"h","","","","","","","",""
22,"u","","(number)","(number)","(number)","(percent)","(number)","(number)","(percent)"
22,"d","Alabama",9500,9500,2700,28,2800,930,10
22,"d","Arizona",26000,26000,4200,16,8500,7500,29
22,"d","Arkansas",12000,12000,1600,13,9000,6000,50
22,"d","California",1050000,1060000,64000,6,200000,180000,17
22,"d","Colorado",17000,22000,5500,25,4800,1100,5
22,"d","Connecticut",3800,4000,60,2,960,400,10
22,"d","Florida",300000,300000,33000,11,52000,31000,10
22,"d","Georgia",135000,136000,20000,15,25000,18500,14
22,"d","Hawaii",21000,21000,630,3,460,1200,6
22,"d","Idaho",86000,120000,19500,16,40000,19000,16
22,"d","",,,,,,,
22,"d","Illinois",13000,13000,1100,8,3700,2100,16
22,"d","Indiana",12000,12500,560,4,4000,1000,8
22,"d","Iowa",26000,27000,2200,8,10500,3900,14
22,"d","Kansas",7500,8000,870,11,4900,1600,20
22,"d","Kentucky",10000,11500,270,2,2100,4500,39
22,"d","Louisiana",29000,30000,2300,8,8000,2000,7
22,"d","Maine",2000,18000,1100,6,430,260,1
22,"d","Maryland",6500,7500,320,4,2600,690,9
22,"d","Massachusetts",4000,10000,810,8,1400,310,3
22,"d","Michigan",75000,97000,3500,4,10000,8000,8
22,"d","",,,,,,,
22,"d","Minnesota",69000,98000,5500,6,28000,4000,4
22,"d","Mississippi",34000,35000,4800,14,9000,8000,23
22,"d","Missouri",4800,4800,670,14,2000,670,14
22,"d","Montana",38000,116000,3100,3,13500,15500,13
22,"d","Nebraska",18500,37000,1800,5,8500,810,2
22,"d","New Jersey",14500,19500,410,2,1400,140,1
22,"d","New Mexico",5500,5500,540,10,80,2300,42
22,"d","New York",29000,50000,3000,6,14500,4100,8
22,"d","North Carolina",22000,23000,1700,7,6000,3300,14
22,"d","North Dakota",42000,395000,4400,1,4800,3500,1
22,"d","",,,,,,,
22,"d","Ohio",13000,13500,820,6,6500,2400,18
22,"d","Oklahoma",17000,17000,3600,21,4200,190,1
22,"d","Oregon",80000,84000,3300,4,25000,19500,23
22,"d","Pennsylvania",20000,23000,2100,9,7000,2800,12
22,"d","South Carolina",18500,19500,1800,9,4100,5000,26
22,"d","South Dakota",16500,198000,6500,3,39000,19000,10
22,"d","Tennessee",12000,12000,720,6,4800,3400,28
22,"d","Texas",385000,425000,34000,8,65000,72000,17
22,"d","Utah",20000,31000,3500,11,8500,3900,13
22,"d","Vermont",7000,7000,40,1,770,570,8
22,"d","",,,,,,,
22,"d","Virginia",8000,8500,530,6,3100,820,10
22,"d","Washington",66000,122000,2900,2,9500,2600,2
22,"d","West Virginia",8000,9000,170,2,1900,390,4
22,"d","Wisconsin",42000,57000,2200,4,9000,7500,13
22,"d","Wyoming",13500,30000,3400,11,7500,4900,16
22,"d","",,,,,,,
22,"d","Other States 5/",5970,8410,140,2,2890,3100,37
22,"d","",,,,,,,
22,"d","United States",2855070,"(X)",255860,9,677690,480380,17
22,"c",""
22,"f","(X)  Not applicable."
22,"f","1/ April 1 number of colonies plus all colonies moved into that state during the quarter."
22,"f","2/ Percent lost is the number of lost colonies divided by maximum colonies except for the United States, where percent lost is the number of lost colonies divided by the April 1 number of colonies."
22,"f","3/ Defined as any surviving colony that was requeened or received new honey bees through nuc or package."
22,"f","4/ Percent renovated is the number of renovated colonies divided by maximum colonies except for the United States, where percent renovated is the number of renovated colonies divided by the April 1 number of colonies."
22,"f","5/ Includes data for States not published in this table."
2,"t","Honey Bee Colonies: Released August 2, 2021, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
2,"t","Colony Health Stressors with Five or More Colonies – States and United States: January-March 2020"
2,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
2,"h","","","","","","",""
2,"h","","Varroa","Other pests","","","",""
2,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
2,"h","","","","","","",""
2,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
2,"d","Alabama",12.4,3.4,-,0.1,1.7,4.3
2,"d","Arizona",31.7,"(Z)","(Z)",-,10.1,9.0
2,"d","Arkansas",31.7,22.7,"(Z)",2.6,"(Z)",11.2
2,"d","California",22.4,6.0,5.0,5.3,5.3,4.2
2,"d","Colorado",20.8,-,"(Z)","(Z)",10.8,2.4
2,"d","Connecticut",11.2,2.9,"(Z)",-,2.8,3.0
2,"d","Florida",28.0,14.2,5.5,5.3,8.7,10.9
2,"d","Georgia",50.9,3.4,"(Z)","(Z)","(Z)",7.5
2,"d","Hawaii",75.3,60.8,"(Z)",-,"(Z)","(Z)"
2,"d","Idaho",10.4,0.8,"(Z)",2.8,2.1,1.9
2,"d","",,,,,,
2,"d","Illinois",17.2,8.9,"(Z)",-,7.3,10.0
2,"d","Indiana",8.2,0.5,"(Z)",2.9,1.9,6.2
2,"d","Iowa",22.3,1.9,-,"(Z)",5.7,5.5
2,"d","Kansas",13.3,8.1,7.8,7.8,3.1,11.3
2,"d","Kentucky",17.4,2.6,2.0,"(Z)",7.6,6.5
2,"d","Louisiana",26.5,7.0,0.7,1.2,1.4,0.6
2,"d","Maine",19.6,1.2,0.7,-,2.2,3.0
2,"d","Maryland",19.9,1.5,"(Z)",-,8.5,2.4
2,"d","Massachusetts",13.9,0.5,1.8,"(Z)",4.5,2.2
2,"d","Michigan",8.1,0.5,"(Z)","(Z)","(Z)",0.7
2,"d","",,,,,,
2,"d","Minnesota",3.5,-,-,"(Z)",4.3,"(Z)"
2,"d","Mississippi",58.6,50.9,"(Z)",1.8,14.5,3.6
2,"d","Missouri",8.4,3.4,0.9,1.6,2.1,3.4
2,"d","Montana",4.0,-,-,-,0.5,"(Z)"
2,"d","Nebraska",2.2,"(Z)","(Z)",-,"(Z)",0.8
2,"d","New Jersey",9.4,2.9,0.5,"(Z)",3.2,2.3
2,"d","New Mexico",2.1,-,-,-,0.7,"(Z)"
2,"d","New York",6.6,2.9,-,-,1.7,7.7
2,"d","North Carolina",35.7,7.1,4.8,0.6,1.4,5.1
2,"d","North Dakota",0.6,-,-,-,3.1,-
2,"d","",,,,,,
2,"d","Ohio",17.6,3.6,1.1,"(Z)",3.0,13.4
2,"d","Oklahoma",11.4,0.6,"(Z)",0.5,"(Z)","(Z)"
2,"d","Oregon",24.4,10.4,10.8,14.5,1.3,"(Z)"
2,"d","Pennsylvania",15.5,3.9,2.8,1.8,2.7,3.2
2,"d","South Carolina",15.5,11.5,9.6,"(Z)",6.4,5.4
