year,months,state,stressor,stress_pct
2015,January-March,Idaho,Varroa mites,39.8
2015,January-March,Idaho,Other pests/parasites,6.7
2015,January-March,Idaho,Disesases,12.5
2015,January-March,Idaho,Pesticides,4.8
2015,January-March,Idaho,Other,8.9
2015,January-March,Idaho,Unknown,4.9
2015,January-March,Illinois,Varroa mites,12.3
2015,January-March,Illinois,Other pests/parasites,6.9
2015,January-March,Illinois,Disesases,0.7
2015,January-March,Illinois,Pesticides,0.4
2015,January-March,Illinois,Other,12.6
2015,January-March,Illinois,Unknown,11.6
2015,January-March,Indiana,Varroa mites,20.7
2015,January-March,Indiana,Other pests/parasites,0.3
2015,January-March,Indiana,Disesases,0.2
2015,January-March,Indiana,Pesticides,0.3
2015,January-March,Indiana,Other,22.3
2015,January-March,Indiana,Unknown,11.7
2015,January-March,Iowa,Varroa mites,26
2015,January-March,Iowa,Other pests/parasites,0.7
2015,January-March,Iowa,Disesases,4.6
2015,January-March,Iowa,Pesticides,3.4
2015,January-March,Iowa,Other,18
2015,January-March,Iowa,Unknown,3.4
2015,January-March,Kansas,Varroa mites,32.7
2015,January-March,Kansas,Other pests/parasites,1.3
2015,January-March,Kansas,Disesases,1.1
2015,January-March,Kansas,Pesticides,14.2
2015,January-March,Kansas,Other,9.5
2015,January-March,Kansas,Unknown,3.4
2015,January-March,Kentucky,Varroa mites,10.8
2015,January-March,Kentucky,Other pests/parasites,10.7
2015,January-March,Kentucky,Disesases,2.5
2015,January-March,Kentucky,Pesticides,2.5
2015,January-March,Kentucky,Other,22.7
2015,January-March,Kentucky,Unknown,12.9
2015,January-March,Louisiana,Varroa mites,17.2
2015,January-March,Louisiana,Other pests/parasites,4.7
2015,January-March,Louisiana,Disesases,4.3
2015,January-March,Louisiana,Pesticides,1.7
2015,January-March,Louisiana,Other,3.1
2015,January-March,Louisiana,Unknown,2.1
2015,January-March,Maine,Varroa mites,4.4
2015,January-March,Maine,Other pests/parasites,0.1
2015,January-March,Maine,Disesases,NA
2015,January-March,Maine,Pesticides,NA
2015,January-March,Maine,Other,7.5
2015,January-March,Maine,Unknown,1.9
2015,January-March,Maryland,Varroa mites,10.1
2015,January-March,Maryland,Other pests/parasites,1.8
2015,January-March,Maryland,Disesases,0.4
2015,January-March,Maryland,Pesticides,NA
2015,January-March,Maryland,Other,24.2
2015,January-March,Maryland,Unknown,12.4
2015,January-March,Massachusetts,Varroa mites,23.5
2015,January-March,Massachusetts,Other pests/parasites,3.5
2015,January-March,Massachusetts,Disesases,2.1
2015,January-March,Massachusetts,Pesticides,2.8
2015,January-March,Massachusetts,Other,7.6
2015,January-March,Massachusetts,Unknown,4.7
2015,January-March,Michigan,Varroa mites,14.3
2015,January-March,Michigan,Other pests/parasites,3.1
2015,January-March,Michigan,Disesases,1.1
2015,January-March,Michigan,Pesticides,1.6
2015,January-March,Michigan,Other,8.3
2015,January-March,Michigan,Unknown,4.6
2015,January-March,Minnesota,Varroa mites,1.4
2015,January-March,Minnesota,Other pests/parasites,0.1
2015,January-March,Minnesota,Disesases,NA
2015,January-March,Minnesota,Pesticides,0.1
2015,January-March,Minnesota,Other,1.6
2015,January-March,Minnesota,Unknown,2.1
2015,January-March,Mississippi,Varroa mites,9.4
2015,January-March,Mississippi,Other pests/parasites,8.2
2015,January-March,Mississippi,Disesases,0.1
2015,January-March,Mississippi,Pesticides,2.1
2015,January-March,Mississippi,Other,1.2
2015,January-March,Mississippi,Unknown,1.1
2015,January-March,Missouri,Varroa mites,13.1
2015,January-March,Missouri,Other pests/parasites,6
2015,January-March,Missouri,Disesases,2.2
2015,January-March,Missouri,Pesticides,4.2
2015,January-March,Missouri,Other,11.8
2015,January-March,Missouri,Unknown,6.3
2015,January-March,Montana,Varroa mites,8.7
2015,January-March,Montana,Other pests/parasites,0.5
2015,January-March,Montana,Disesases,0.6
2015,January-March,Montana,Pesticides,0.8
2015,January-March,Montana,Other,2.3
2015,January-March,Montana,Unknown,7.9
2015,January-March,Nebraska,Varroa mites,5.9
2015,January-March,Nebraska,Other pests/parasites,0.1
2015,January-March,Nebraska,Disesases,0.1
2015,January-March,Nebraska,Pesticides,0.5
2015,January-March,Nebraska,Other,0.3
2015,January-March,Nebraska,Unknown,3
2015,January-March,New Jersey,Varroa mites,40.1
2015,January-March,New Jersey,Other pests/parasites,13.2
2015,January-March,New Jersey,Disesases,30.4
2015,January-March,New Jersey,Pesticides,11.1
2015,January-March,New Jersey,Other,19.5
2015,January-March,New Jersey,Unknown,16.7
2015,January-March,New Mexico,Varroa mites,17.1
2015,January-March,New Mexico,Other pests/parasites,0.1
2015,January-March,New Mexico,Disesases,NA
2015,January-March,New Mexico,Pesticides,0.2
2015,January-March,New Mexico,Other,1.3
2015,January-March,New Mexico,Unknown,0.4
2015,January-March,New York,Varroa mites,7.6
2015,January-March,New York,Other pests/parasites,2.6
2015,January-March,New York,Disesases,0.5
2015,January-March,New York,Pesticides,4.4
2015,January-March,New York,Other,12.4
2015,January-March,New York,Unknown,8.3
2015,January-March,North Carolina,Varroa mites,35.5
2015,January-March,North Carolina,Other pests/parasites,2.3
2015,January-March,North Carolina,Disesases,0.1
2015,January-March,North Carolina,Pesticides,22.9
2015,January-March,North Carolina,Other,6.2
2015,January-March,North Carolina,Unknown,12.2
2015,January-March,North Dakota,Varroa mites,1.7
2015,January-March,North Dakota,Other pests/parasites,1.7
2015,January-March,North Dakota,Disesases,NA
2015,January-March,North Dakota,Pesticides,NA
2015,January-March,North Dakota,Other,2.5
2015,January-March,North Dakota,Unknown,0.1
2015,January-March,Ohio,Varroa mites,10.7
2015,January-March,Ohio,Other pests/parasites,1.6
2015,January-March,Ohio,Disesases,1
2015,January-March,Ohio,Pesticides,3
2015,January-March,Ohio,Other,17.8
2015,January-March,Ohio,Unknown,3.1
2015,January-March,Oklahoma,Varroa mites,14.5
2015,January-March,Oklahoma,Other pests/parasites,10.1
2015,January-March,Oklahoma,Disesases,0.5
2015,January-March,Oklahoma,Pesticides,NA
2015,January-March,Oklahoma,Other,2.1
2015,January-March,Oklahoma,Unknown,2.9
2015,January-March,Oregon,Varroa mites,20.2
2015,January-March,Oregon,Other pests/parasites,2
2015,January-March,Oregon,Disesases,0.4
2015,January-March,Oregon,Pesticides,0.6
2015,January-March,Oregon,Other,1.6
2015,January-March,Oregon,Unknown,1.1
2015,January-March,Pennsylvania,Varroa mites,28.1
2015,January-March,Pennsylvania,Other pests/parasites,6.3
2015,January-March,Pennsylvania,Disesases,1.9
2015,January-March,Pennsylvania,Pesticides,1.9
2015,January-March,Pennsylvania,Other,17.8
2015,January-March,Pennsylvania,Unknown,6.3
2015,January-March,South Carolina,Varroa mites,10.5
2015,January-March,South Carolina,Other pests/parasites,2.3
2015,January-March,South Carolina,Disesases,0.2
2015,January-March,South Carolina,Pesticides,0.3
2015,January-March,South Carolina,Other,3.6
2015,January-March,South Carolina,Unknown,2.9
2015,January-March,South Dakota,Varroa mites,1.2
2015,January-March,South Dakota,Other pests/parasites,0.9
2015,January-March,South Dakota,Disesases,0.3
2015,January-March,South Dakota,Pesticides,0.5
2015,January-March,South Dakota,Other,1.2
2015,January-March,South Dakota,Unknown,1.8
2015,January-March,Tennessee,Varroa mites,22.2
2015,January-March,Tennessee,Other pests/parasites,17.1
2015,January-March,Tennessee,Disesases,NA
2015,January-March,Tennessee,Pesticides,NA
2015,January-March,Tennessee,Other,13
2015,January-March,Tennessee,Unknown,4.4
2015,January-March,Texas,Varroa mites,21.5
2015,January-March,Texas,Other pests/parasites,12.2
2015,January-March,Texas,Disesases,5
2015,January-March,Texas,Pesticides,11.1
2015,January-March,Texas,Other,2.3
2015,January-March,Texas,Unknown,6.2
2015,January-March,Utah,Varroa mites,13.6
2015,January-March,Utah,Other pests/parasites,0.9
2015,January-March,Utah,Disesases,0.1
2015,January-March,Utah,Pesticides,4.4
2015,January-March,Utah,Other,3
2015,January-March,Utah,Unknown,0.5
2015,January-March,Vermont,Varroa mites,2.3
2015,January-March,Vermont,Other pests/parasites,5.6
2015,January-March,Vermont,Disesases,NA
2015,January-March,Vermont,Pesticides,NA
2015,January-March,Vermont,Other,5.8
2015,January-March,Vermont,Unknown,4.9
2015,January-March,Virginia,Varroa mites,19
2015,January-March,Virginia,Other pests/parasites,9.4
2015,January-March,Virginia,Disesases,2.3
2015,January-March,Virginia,Pesticides,NA
2015,January-March,Virginia,Other,9.8
2015,January-March,Virginia,Unknown,11.9
2015,January-March,Washington,Varroa mites,21.5
2015,January-March,Washington,Other pests/parasites,0.5
2015,January-March,Washington,Disesases,0.3
2015,January-March,Washington,Pesticides,3.6
2015,January-March,Washington,Other,6
2015,January-March,Washington,Unknown,1.1
2015,January-March,West Virginia,Varroa mites,18
2015,January-March,West Virginia,Other pests/parasites,7.3
2015,January-March,West Virginia,Disesases,2.2
2015,January-March,West Virginia,Pesticides,2.1
2015,January-March,West Virginia,Other,14.6
2015,January-March,West Virginia,Unknown,6.1
2015,January-March,Wisconsin,Varroa mites,18.8
2015,January-March,Wisconsin,Other pests/parasites,1.6
2015,January-March,Wisconsin,Disesases,2.7
2015,January-March,Wisconsin,Pesticides,8.5
2015,January-March,Wisconsin,Other,8.3
2015,January-March,Wisconsin,Unknown,5.8
2015,January-March,Wyoming,Varroa mites,0.9
2015,January-March,Wyoming,Other pests/parasites,NA
2015,January-March,Wyoming,Disesases,NA
2015,January-March,Wyoming,Pesticides,NA
2015,January-March,Wyoming,Other,0.7
2015,January-March,Wyoming,Unknown,NA
2015,January-March,Other States,Varroa mites,0.8
2015,January-March,Other States,Other pests/parasites,0.1
2015,January-March,Other States,Disesases,NA
2015,January-March,Other States,Pesticides,0.1
2015,January-March,Other States,Other,0.9
2015,January-March,Other States,Unknown,NA
2015,January-March,United States,Varroa mites,25.2
2015,January-March,United States,Other pests/parasites,8.6
2015,January-March,United States,Disesases,3.1
2015,January-March,United States,Pesticides,7.4
2015,January-March,United States,Other,6.9
2015,January-March,United States,Unknown,4.3
2015,April-June,Alabama,Varroa mites,16.7
2015,April-June,Alabama,Other pests/parasites,42.5
2015,April-June,Alabama,Disesases,NA
2015,April-June,Alabama,Pesticides,2.3
2015,April-June,Alabama,Other,3.2
2015,April-June,Alabama,Unknown,4.1
2015,April-June,Arizona,Varroa mites,8.4
2015,April-June,Arizona,Other pests/parasites,32.1
2015,April-June,Arizona,Disesases,0.5
2015,April-June,Arizona,Pesticides,20.1
2015,April-June,Arizona,Other,28.2
2015,April-June,Arizona,Unknown,0.3
2015,April-June,Arkansas,Varroa mites,65.9
2015,April-June,Arkansas,Other pests/parasites,63.4
2015,April-June,Arkansas,Disesases,7
2015,April-June,Arkansas,Pesticides,22.6
2015,April-June,Arkansas,Other,27.4
2015,April-June,Arkansas,Unknown,9.3
2015,April-June,California,Varroa mites,50.9
2015,April-June,California,Other pests/parasites,21.5
2015,April-June,California,Disesases,7.8
2015,April-June,California,Pesticides,23
2015,April-June,California,Other,14.2
2015,April-June,California,Unknown,3.1
2015,April-June,Colorado,Varroa mites,38.6
2015,April-June,Colorado,Other pests/parasites,1.8
2015,April-June,Colorado,Disesases,4.6
2015,April-June,Colorado,Pesticides,2.8
2015,April-June,Colorado,Other,3.4
2015,April-June,Colorado,Unknown,6.6
2015,April-June,Connecticut,Varroa mites,10.2
2015,April-June,Connecticut,Other pests/parasites,0.4
2015,April-June,Connecticut,Disesases,1.9
2015,April-June,Connecticut,Pesticides,0.8
2015,April-June,Connecticut,Other,1
2015,April-June,Connecticut,Unknown,0.7
2015,April-June,Florida,Varroa mites,44.2
2015,April-June,Florida,Other pests/parasites,26.4
2015,April-June,Florida,Disesases,2.7
2015,April-June,Florida,Pesticides,17.7
2015,April-June,Florida,Other,13.6
2015,April-June,Florida,Unknown,5.4
2015,April-June,Georgia,Varroa mites,52.8
2015,April-June,Georgia,Other pests/parasites,17.5
2015,April-June,Georgia,Disesases,2.9
2015,April-June,Georgia,Pesticides,28.7
2015,April-June,Georgia,Other,11.5
2015,April-June,Georgia,Unknown,4.1
2015,April-June,Hawaii,Varroa mites,60.1
2015,April-June,Hawaii,Other pests/parasites,61
2015,April-June,Hawaii,Disesases,0.3
2015,April-June,Hawaii,Pesticides,0.1
2015,April-June,Hawaii,Other,3.2
2015,April-June,Hawaii,Unknown,0.1
2015,April-June,Idaho,Varroa mites,25.5
2015,April-June,Idaho,Other pests/parasites,6.7
2015,April-June,Idaho,Disesases,6.5
2015,April-June,Idaho,Pesticides,6
2015,April-June,Idaho,Other,13.7
2015,April-June,Idaho,Unknown,0.3
2015,April-June,Illinois,Varroa mites,10.3
2015,April-June,Illinois,Other pests/parasites,3.7
2015,April-June,Illinois,Disesases,0.2
2015,April-June,Illinois,Pesticides,2.5
2015,April-June,Illinois,Other,2.3
2015,April-June,Illinois,Unknown,2.4
2015,April-June,Indiana,Varroa mites,15.4
2015,April-June,Indiana,Other pests/parasites,1.8
2015,April-June,Indiana,Disesases,7
2015,April-June,Indiana,Pesticides,0.5
2015,April-June,Indiana,Other,4.4
2015,April-June,Indiana,Unknown,2
2015,April-June,Iowa,Varroa mites,21.5
2015,April-June,Iowa,Other pests/parasites,5.1
2015,April-June,Iowa,Disesases,2.9
2015,April-June,Iowa,Pesticides,7.8
2015,April-June,Iowa,Other,2.7
2015,April-June,Iowa,Unknown,1.9
2015,April-June,Kansas,Varroa mites,14.4
2015,April-June,Kansas,Other pests/parasites,2.4
2015,April-June,Kansas,Disesases,0.9
2015,April-June,Kansas,Pesticides,0.1
2015,April-June,Kansas,Other,3.5
2015,April-June,Kansas,Unknown,4.9
2015,April-June,Kentucky,Varroa mites,21.7
2015,April-June,Kentucky,Other pests/parasites,18.2
2015,April-June,Kentucky,Disesases,5.3
2015,April-June,Kentucky,Pesticides,1.8
2015,April-June,Kentucky,Other,9.5
2015,April-June,Kentucky,Unknown,2.9
2015,April-June,Louisiana,Varroa mites,36.4
2015,April-June,Louisiana,Other pests/parasites,3.7
2015,April-June,Louisiana,Disesases,0.2
2015,April-June,Louisiana,Pesticides,1.1
2015,April-June,Louisiana,Other,5
2015,April-June,Louisiana,Unknown,0.5
2015,April-June,Maine,Varroa mites,72.1
2015,April-June,Maine,Other pests/parasites,34.5
2015,April-June,Maine,Disesases,0.1
2015,April-June,Maine,Pesticides,34.5
2015,April-June,Maine,Other,0.5
2015,April-June,Maine,Unknown,0.1
2015,April-June,Maryland,Varroa mites,4.9
2015,April-June,Maryland,Other pests/parasites,1.3
2015,April-June,Maryland,Disesases,0.2
2015,April-June,Maryland,Pesticides,2.5
2015,April-June,Maryland,Other,1.6
2015,April-June,Maryland,Unknown,1.5
2015,April-June,Massachusetts,Varroa mites,66.8
2015,April-June,Massachusetts,Other pests/parasites,61.7
2015,April-June,Massachusetts,Disesases,0.2
2015,April-June,Massachusetts,Pesticides,61.8
2015,April-June,Massachusetts,Other,4.4
2015,April-June,Massachusetts,Unknown,3.1
2015,April-June,Michigan,Varroa mites,26.9
2015,April-June,Michigan,Other pests/parasites,13
2015,April-June,Michigan,Disesases,0.6
2015,April-June,Michigan,Pesticides,9.1
2015,April-June,Michigan,Other,16.4
2015,April-June,Michigan,Unknown,3.1
2015,April-June,Minnesota,Varroa mites,25.4
2015,April-June,Minnesota,Other pests/parasites,6.2
2015,April-June,Minnesota,Disesases,1.4
2015,April-June,Minnesota,Pesticides,16.5
2015,April-June,Minnesota,Other,10.1
2015,April-June,Minnesota,Unknown,9.3
2015,April-June,Mississippi,Varroa mites,10.1
2015,April-June,Mississippi,Other pests/parasites,6
2015,April-June,Mississippi,Disesases,0.3
2015,April-June,Mississippi,Pesticides,0.1
2015,April-June,Mississippi,Other,2.3
2015,April-June,Mississippi,Unknown,1.7
2015,April-June,Missouri,Varroa mites,5.1
2015,April-June,Missouri,Other pests/parasites,6.2
2015,April-June,Missouri,Disesases,3.1
2015,April-June,Missouri,Pesticides,1.6
2015,April-June,Missouri,Other,1
2015,April-June,Missouri,Unknown,7.4
2015,April-June,Montana,Varroa mites,9
2015,April-June,Montana,Other pests/parasites,0.9
2015,April-June,Montana,Disesases,0.8
2015,April-June,Montana,Pesticides,5.3
2015,April-June,Montana,Other,1.6
2015,April-June,Montana,Unknown,NA
2015,April-June,Nebraska,Varroa mites,6.5
2015,April-June,Nebraska,Other pests/parasites,6.9
2015,April-June,Nebraska,Disesases,NA
2015,April-June,Nebraska,Pesticides,1.4
2015,April-June,Nebraska,Other,2.1
2015,April-June,Nebraska,Unknown,1.5
2015,April-June,New Jersey,Varroa mites,52.5
2015,April-June,New Jersey,Other pests/parasites,3.6
2015,April-June,New Jersey,Disesases,0.3
2015,April-June,New Jersey,Pesticides,26.1
2015,April-June,New Jersey,Other,1
2015,April-June,New Jersey,Unknown,2.4
2015,April-June,New Mexico,Varroa mites,38.8
2015,April-June,New Mexico,Other pests/parasites,NA
2015,April-June,New Mexico,Disesases,15.5
2015,April-June,New Mexico,Pesticides,5.9
2015,April-June,New Mexico,Other,0.4
2015,April-June,New Mexico,Unknown,2.7
2015,April-June,New York,Varroa mites,19.1
2015,April-June,New York,Other pests/parasites,12.5
2015,April-June,New York,Disesases,4.5
2015,April-June,New York,Pesticides,4.4
2015,April-June,New York,Other,3.3
2015,April-June,New York,Unknown,1.1
2015,April-June,North Carolina,Varroa mites,51
2015,April-June,North Carolina,Other pests/parasites,14.3
2015,April-June,North Carolina,Disesases,0.3
2015,April-June,North Carolina,Pesticides,3.5
2015,April-June,North Carolina,Other,5.8
2015,April-June,North Carolina,Unknown,3
2015,April-June,North Dakota,Varroa mites,15.5
2015,April-June,North Dakota,Other pests/parasites,3
2015,April-June,North Dakota,Disesases,0.1
2015,April-June,North Dakota,Pesticides,4.3
2015,April-June,North Dakota,Other,4.6
2015,April-June,North Dakota,Unknown,0.3
2015,April-June,Ohio,Varroa mites,15.8
2015,April-June,Ohio,Other pests/parasites,4.1
2015,April-June,Ohio,Disesases,3
2015,April-June,Ohio,Pesticides,11.9
2015,April-June,Ohio,Other,11.2
2015,April-June,Ohio,Unknown,29
2015,April-June,Oklahoma,Varroa mites,66.1
2015,April-June,Oklahoma,Other pests/parasites,6.3
2015,April-June,Oklahoma,Disesases,NA
2015,April-June,Oklahoma,Pesticides,0.1
2015,April-June,Oklahoma,Other,7
2015,April-June,Oklahoma,Unknown,1.9
2015,April-June,Oregon,Varroa mites,39.3
2015,April-June,Oregon,Other pests/parasites,20.9
2015,April-June,Oregon,Disesases,13.2
2015,April-June,Oregon,Pesticides,16
2015,April-June,Oregon,Other,5.8
2015,April-June,Oregon,Unknown,0.4
2015,April-June,Pennsylvania,Varroa mites,11.4
2015,April-June,Pennsylvania,Other pests/parasites,5.8
2015,April-June,Pennsylvania,Disesases,2.6
2015,April-June,Pennsylvania,Pesticides,1.6
2015,April-June,Pennsylvania,Other,6.7
2015,April-June,Pennsylvania,Unknown,2.1
2015,April-June,South Carolina,Varroa mites,29.9
2015,April-June,South Carolina,Other pests/parasites,5.4
2015,April-June,South Carolina,Disesases,0.5
2015,April-June,South Carolina,Pesticides,1.4
2015,April-June,South Carolina,Other,3.7
2015,April-June,South Carolina,Unknown,0.7
2015,April-June,South Dakota,Varroa mites,9.8
2015,April-June,South Dakota,Other pests/parasites,11.1
2015,April-June,South Dakota,Disesases,1.8
2015,April-June,South Dakota,Pesticides,2
2015,April-June,South Dakota,Other,1.4
2015,April-June,South Dakota,Unknown,1.5
2015,April-June,Tennessee,Varroa mites,47.8
2015,April-June,Tennessee,Other pests/parasites,26.3
2015,April-June,Tennessee,Disesases,1.8
2015,April-June,Tennessee,Pesticides,9.8
2015,April-June,Tennessee,Other,2.6
2015,April-June,Tennessee,Unknown,3
2015,April-June,Texas,Varroa mites,19.3
2015,April-June,Texas,Other pests/parasites,22.9
2015,April-June,Texas,Disesases,2.5
2015,April-June,Texas,Pesticides,6.6
2015,April-June,Texas,Other,7.4
2015,April-June,Texas,Unknown,3
2015,April-June,Utah,Varroa mites,27.2
2015,April-June,Utah,Other pests/parasites,10.8
2015,April-June,Utah,Disesases,1.5
2015,April-June,Utah,Pesticides,12.3
2015,April-June,Utah,Other,5.6
2015,April-June,Utah,Unknown,1.2
2015,April-June,Vermont,Varroa mites,3.7
2015,April-June,Vermont,Other pests/parasites,1.9
2015,April-June,Vermont,Disesases,0.1
2015,April-June,Vermont,Pesticides,NA
2015,April-June,Vermont,Other,1.3
2015,April-June,Vermont,Unknown,0.1
2015,April-June,Virginia,Varroa mites,26.2
2015,April-June,Virginia,Other pests/parasites,13
2015,April-June,Virginia,Disesases,1.8
2015,April-June,Virginia,Pesticides,0.2
2015,April-June,Virginia,Other,3
2015,April-June,Virginia,Unknown,4.5
2015,April-June,Washington,Varroa mites,48.7
2015,April-June,Washington,Other pests/parasites,0.2
2015,April-June,Washington,Disesases,2.2
2015,April-June,Washington,Pesticides,2
2015,April-June,Washington,Other,3.2
2015,April-June,Washington,Unknown,0.5
2015,April-June,West Virginia,Varroa mites,15.6
2015,April-June,West Virginia,Other pests/parasites,8.3
2015,April-June,West Virginia,Disesases,0.6
2015,April-June,West Virginia,Pesticides,2.7
2015,April-June,West Virginia,Other,4.6
2015,April-June,West Virginia,Unknown,4.4
2015,April-June,Wisconsin,Varroa mites,35.3
2015,April-June,Wisconsin,Other pests/parasites,5.6
2015,April-June,Wisconsin,Disesases,1
2015,April-June,Wisconsin,Pesticides,8.2
2015,April-June,Wisconsin,Other,15.2
2015,April-June,Wisconsin,Unknown,2.3
2015,April-June,Wyoming,Varroa mites,19.1
2015,April-June,Wyoming,Other pests/parasites,17.9
2015,April-June,Wyoming,Disesases,0.8
2015,April-June,Wyoming,Pesticides,3.6
2015,April-June,Wyoming,Other,8.3
2015,April-June,Wyoming,Unknown,2.4
2015,April-June,Other States,Varroa mites,36.3
2015,April-June,Other States,Other pests/parasites,9.1
2015,April-June,Other States,Disesases,NA
2015,April-June,Other States,Pesticides,NA
2015,April-June,Other States,Other,0.1
2015,April-June,Other States,Unknown,NA
2015,April-June,United States,Varroa mites,43.4
2015,April-June,United States,Other pests/parasites,19.5
2015,April-June,United States,Disesases,4.9
2015,April-June,United States,Pesticides,16.6
2015,April-June,United States,Other,11.6
2015,April-June,United States,Unknown,3.5
2015,July-September,Alabama,Varroa mites,63.1
2015,July-September,Alabama,Other pests/parasites,70.6
2015,July-September,Alabama,Disesases,NA
2015,July-September,Alabama,Pesticides,2.6
2015,July-September,Alabama,Other,2.2
2015,July-September,Alabama,Unknown,17.7
2015,July-September,Arizona,Varroa mites,53.5
2015,July-September,Arizona,Other pests/parasites,24.8
2015,July-September,Arizona,Disesases,5.4
2015,July-September,Arizona,Pesticides,17.3
2015,July-September,Arizona,Other,7.6
2015,July-September,Arizona,Unknown,5.1
2015,July-September,Arkansas,Varroa mites,69.2
2015,July-September,Arkansas,Other pests/parasites,32.4
2015,July-September,Arkansas,Disesases,0.9
2015,July-September,Arkansas,Pesticides,5
2015,July-September,Arkansas,Other,1.8
2015,July-September,Arkansas,Unknown,1.4
2015,July-September,California,Varroa mites,39.9
2015,July-September,California,Other pests/parasites,20.4
2015,July-September,California,Disesases,12.5
2015,July-September,California,Pesticides,19.6
2015,July-September,California,Other,15
2015,July-September,California,Unknown,4.7
2015,July-September,Colorado,Varroa mites,50.5
2015,July-September,Colorado,Other pests/parasites,1.5
2015,July-September,Colorado,Disesases,2.7
2015,July-September,Colorado,Pesticides,16.5
2015,July-September,Colorado,Other,3.7
2015,July-September,Colorado,Unknown,2.7
2015,July-September,Connecticut,Varroa mites,39.3
2015,July-September,Connecticut,Other pests/parasites,1.2
2015,July-September,Connecticut,Disesases,0.4
2015,July-September,Connecticut,Pesticides,1.5
2015,July-September,Connecticut,Other,7.8
2015,July-September,Connecticut,Unknown,NA
2015,July-September,Florida,Varroa mites,39.5
2015,July-September,Florida,Other pests/parasites,21.7
2015,July-September,Florida,Disesases,6.7
2015,July-September,Florida,Pesticides,22.9
2015,July-September,Florida,Other,21.9
2015,July-September,Florida,Unknown,3.4
2015,July-September,Georgia,Varroa mites,47.6
2015,July-September,Georgia,Other pests/parasites,16.2
2015,July-September,Georgia,Disesases,3.6
2015,July-September,Georgia,Pesticides,21.2
2015,July-September,Georgia,Other,8.9
2015,July-September,Georgia,Unknown,3.6
2015,July-September,Hawaii,Varroa mites,78.1
2015,July-September,Hawaii,Other pests/parasites,80.5
2015,July-September,Hawaii,Disesases,0.1
2015,July-September,Hawaii,Pesticides,0.1
2015,July-September,Hawaii,Other,2.5
2015,July-September,Hawaii,Unknown,NA
2015,July-September,Idaho,Varroa mites,46.8
2015,July-September,Idaho,Other pests/parasites,5.2
2015,July-September,Idaho,Disesases,1.7
2015,July-September,Idaho,Pesticides,10
2015,July-September,Idaho,Other,2.2
2015,July-September,Idaho,Unknown,6.4
2015,July-September,Illinois,Varroa mites,7.7
2015,July-September,Illinois,Other pests/parasites,3
2015,July-September,Illinois,Disesases,0.6
2015,July-September,Illinois,Pesticides,0.4
2015,July-September,Illinois,Other,3.4
2015,July-September,Illinois,Unknown,1
2015,July-September,Indiana,Varroa mites,13.7
2015,July-September,Indiana,Other pests/parasites,10.3
2015,July-September,Indiana,Disesases,4.8
2015,July-September,Indiana,Pesticides,8.2
2015,July-September,Indiana,Other,1
2015,July-September,Indiana,Unknown,6.2
2015,July-September,Iowa,Varroa mites,17.4
2015,July-September,Iowa,Other pests/parasites,5.8
2015,July-September,Iowa,Disesases,0.1
