name,version,added,updated,swagger_url,openapi_ver,link,external_docs_description,external_docs_url
adyen.com:BalancePlatformPaymentNotification-v1,1,2023-03-17T23:18:27Z,2023-04-21T23:18:02Z,https://api.apis.guru/v2/specs/adyen.com/BalancePlatformPaymentNotification-v1/1/openapi.json,3.1.0,https://api.apis.guru/v2/specs/adyen.com:BalancePlatformPaymentNotification-v1/1.json,NA,NA
adyen.com:BalancePlatformReportNotification-v1,1,2023-03-23T23:19:15Z,2023-04-05T23:21:49Z,https://api.apis.guru/v2/specs/adyen.com/BalancePlatformReportNotification-v1/1/openapi.json,3.1.0,https://api.apis.guru/v2/specs/adyen.com:BalancePlatformReportNotification-v1/1.json,NA,NA
adyen.com:BalancePlatformService,2,2023-02-17T11:02:20Z,2023-04-18T23:18:31Z,https://api.apis.guru/v2/specs/adyen.com/BalancePlatformService/2/openapi.json,3.1.0,https://api.apis.guru/v2/specs/adyen.com:BalancePlatformService/2.json,NA,NA
adyen.com:BalancePlatformTransferNotification-v3,3,2023-03-17T23:18:27Z,2023-04-21T23:18:02Z,https://api.apis.guru/v2/specs/adyen.com/BalancePlatformTransferNotification-v3/3/openapi.json,3.1.0,https://api.apis.guru/v2/specs/adyen.com:BalancePlatformTransferNotification-v3/3.json,NA,NA
adyen.com:BinLookupService,54,2023-02-17T11:02:20Z,2023-04-19T23:18:47Z,https://api.apis.guru/v2/specs/adyen.com/BinLookupService/54/openapi.json,3.1.0,https://api.apis.guru/v2/specs/adyen.com:BinLookupService/54.json,NA,NA
adyen.com:CheckoutService,70,2023-02-17T11:02:20Z,2023-04-19T23:18:47Z,https://api.apis.guru/v2/specs/adyen.com/CheckoutService/70/openapi.json,3.1.0,https://api.apis.guru/v2/specs/adyen.com:CheckoutService/70.json,NA,NA
adyen.com:CheckoutUtilityService,1,2021-06-18T13:57:32Z,2021-06-18T13:57:32Z,https://api.apis.guru/v2/specs/adyen.com/CheckoutUtilityService/1/openapi.json,3.0.0,https://api.apis.guru/v2/specs/adyen.com:CheckoutUtilityService/1.json,NA,NA
adyen.com:DataProtectionService,1,2023-02-17T11:02:20Z,2023-03-15T23:18:29Z,https://api.apis.guru/v2/specs/adyen.com/DataProtectionService/1/openapi.json,3.1.0,https://api.apis.guru/v2/specs/adyen.com:DataProtectionService/1.json,NA,NA
adyen.com:FundService,6,2023-02-17T11:02:20Z,2023-03-22T23:16:51Z,https://api.apis.guru/v2/specs/adyen.com/FundService/6/openapi.json,3.1.0,https://api.apis.guru/v2/specs/adyen.com:FundService/6.json,NA,NA
adyen.com:HopService,6,2023-02-17T11:02:20Z,2023-03-22T23:16:51Z,https://api.apis.guru/v2/specs/adyen.com/HopService/6/openapi.json,3.1.0,https://api.apis.guru/v2/specs/adyen.com:HopService/6.json,NA,NA
adyen.com:LegalEntityService,3,2023-02-17T11:02:20Z,2023-04-18T23:18:31Z,https://api.apis.guru/v2/specs/adyen.com/LegalEntityService/3/openapi.json,3.1.0,https://api.apis.guru/v2/specs/adyen.com:LegalEntityService/3.json,NA,NA
adyen.com:ManagementNotificationService-v1,1,2023-03-22T23:16:51Z,2023-04-04T23:18:43Z,https://api.apis.guru/v2/specs/adyen.com/ManagementNotificationService-v1/1/openapi.json,3.1.0,https://api.apis.guru/v2/specs/adyen.com:ManagementNotificationService-v1/1.json,NA,NA
adyen.com:ManagementService,1,2023-02-17T11:02:20Z,2023-04-04T23:18:43Z,https://api.apis.guru/v2/specs/adyen.com/ManagementService/1/openapi.json,3.1.0,https://api.apis.guru/v2/specs/adyen.com:ManagementService/1.json,NA,NA
adyen.com:MarketPayNotificationService,6,2021-06-21T10:54:37Z,2023-04-04T23:18:43Z,https://api.apis.guru/v2/specs/adyen.com/MarketPayNotificationService/6/openapi.json,3.1.0,https://api.apis.guru/v2/specs/adyen.com:MarketPayNotificationService/6.json,NA,NA
adyen.com:NotificationConfigurationService,6,2023-02-17T11:02:20Z,2023-03-22T23:16:51Z,https://api.apis.guru/v2/specs/adyen.com/NotificationConfigurationService/6/openapi.json,3.1.0,https://api.apis.guru/v2/specs/adyen.com:NotificationConfigurationService/6.json,NA,NA
adyen.com:PaymentService,68,2023-02-17T11:02:20Z,2023-04-19T23:18:47Z,https://api.apis.guru/v2/specs/adyen.com/PaymentService/68/openapi.json,3.1.0,https://api.apis.guru/v2/specs/adyen.com:PaymentService/68.json,NA,NA
adyen.com:PayoutService,68,2023-02-17T11:02:20Z,2023-04-19T23:18:47Z,https://api.apis.guru/v2/specs/adyen.com/PayoutService/68/openapi.json,3.1.0,https://api.apis.guru/v2/specs/adyen.com:PayoutService/68.json,NA,NA
adyen.com:RecurringService,68,2023-02-17T11:02:20Z,2023-04-12T23:18:28Z,https://api.apis.guru/v2/specs/adyen.com/RecurringService/68/openapi.json,3.1.0,https://api.apis.guru/v2/specs/adyen.com:RecurringService/68.json,NA,NA
adyen.com:StoredValueService,46,2023-02-17T11:02:20Z,2023-04-17T23:18:26Z,https://api.apis.guru/v2/specs/adyen.com/StoredValueService/46/openapi.json,3.1.0,https://api.apis.guru/v2/specs/adyen.com:StoredValueService/46.json,NA,NA
adyen.com:TestCardService,1,2023-02-17T11:02:20Z,2023-02-17T11:02:20Z,https://api.apis.guru/v2/specs/adyen.com/TestCardService/1/openapi.json,3.1.0,https://api.apis.guru/v2/specs/adyen.com:TestCardService/1.json,NA,NA
adyen.com:TfmAPIService,1,2023-02-17T11:02:20Z,2023-03-07T23:20:48Z,https://api.apis.guru/v2/specs/adyen.com/TfmAPIService/1/openapi.json,3.1.0,https://api.apis.guru/v2/specs/adyen.com:TfmAPIService/1.json,NA,NA
adyen.com:TransferService,3,2023-02-17T11:02:20Z,2023-04-21T23:18:02Z,https://api.apis.guru/v2/specs/adyen.com/TransferService/3/openapi.json,3.1.0,https://api.apis.guru/v2/specs/adyen.com:TransferService/3.json,NA,NA
afterbanks.com,3.0.0,2017-09-20T14:12:57Z,2021-06-21T12:16:53Z,https://api.apis.guru/v2/specs/afterbanks.com/3.0.0/swagger.json,2.0,https://api.apis.guru/v2/specs/afterbanks.com/3.0.0.json,NA,NA
agco-ats.com,v1,2018-03-03T18:20:03Z,2023-03-06T07:12:59Z,https://api.apis.guru/v2/specs/agco-ats.com/v1/openapi.json,3.0.0,https://api.apis.guru/v2/specs/agco-ats.com/v1.json,NA,NA
aiception.com,1.0.0,2019-02-26T16:02:41Z,2019-02-26T16:02:41Z,https://api.apis.guru/v2/specs/aiception.com/1.0.0/swagger.json,2.0,https://api.apis.guru/v2/specs/aiception.com/1.0.0.json,NA,NA
airbyte.local:config,1.0.0,2021-02-18T18:44:25Z,2023-03-06T07:12:59Z,https://api.apis.guru/v2/specs/airbyte.local/config/1.0.0/openapi.json,3.0.0,https://api.apis.guru/v2/specs/airbyte.local:config/1.0.0.json,Find out more about Airbyte,https://airbyte.io
airport-web.appspot.com,v1,2017-09-26T15:09:23Z,2021-06-21T12:16:53Z,https://api.apis.guru/v2/specs/airport-web.appspot.com/v1/swagger.json,2.0,https://api.apis.guru/v2/specs/airport-web.appspot.com/v1.json,NA,NA
akeneo.com,1.0.0,2019-04-30T10:47:37Z,2023-03-06T07:12:59Z,https://api.apis.guru/v2/specs/akeneo.com/1.0.0/swagger.json,2.0,https://api.apis.guru/v2/specs/akeneo.com/1.0.0.json,NA,NA
alertersystem.com,1.6.0,2023-03-04T15:29:33Z,2023-03-04T15:29:33Z,https://api.apis.guru/v2/specs/alertersystem.com/1.6.0/openapi.json,3.0.0,https://api.apis.guru/v2/specs/alertersystem.com/1.6.0.json,NA,NA
amadeus.com,2.2.0,2020-09-04T08:31:58Z,2023-03-24T18:30:03Z,https://api.apis.guru/v2/specs/amadeus.com/2.2.0/openapi.json,3.0.0,https://api.apis.guru/v2/specs/amadeus.com/2.2.0.json,NA,NA
amadeus.com:amadeus-airline-code-lookup,1.1.1,2023-03-05T12:18:14Z,2023-03-24T18:30:03Z,https://api.apis.guru/v2/specs/amadeus.com/amadeus-airline-code-lookup/1.1.1/swagger.json,2.0,https://api.apis.guru/v2/specs/amadeus.com:amadeus-airline-code-lookup/1.1.1.json,NA,NA
amadeus.com:amadeus-airport-&-city-search,1.2.3,2023-03-05T12:21:24Z,2023-03-24T18:30:03Z,https://api.apis.guru/v2/specs/amadeus.com/amadeus-airport-&-city-search/1.2.3/swagger.json,2.0,https://api.apis.guru/v2/specs/amadeus.com:amadeus-airport-&-city-search/1.2.3.json,NA,NA
amadeus.com:amadeus-airport-nearest-relevant,1.1.2,2023-03-05T12:22:42Z,2023-03-24T18:30:03Z,https://api.apis.guru/v2/specs/amadeus.com/amadeus-airport-nearest-relevant/1.1.2/swagger.json,2.0,https://api.apis.guru/v2/specs/amadeus.com:amadeus-airport-nearest-relevant/1.1.2.json,NA,NA
amadeus.com:amadeus-airport-on-time-performance,1.0.4,2023-03-05T12:22:27Z,2023-03-24T18:30:03Z,https://api.apis.guru/v2/specs/amadeus.com/amadeus-airport-on-time-performance/1.0.4/swagger.json,2.0,https://api.apis.guru/v2/specs/amadeus.com:amadeus-airport-on-time-performance/1.0.4.json,NA,NA
amadeus.com:amadeus-branded-fares-upsell,1.0.1,2023-03-05T12:22:11Z,2023-03-24T18:30:03Z,https://api.apis.guru/v2/specs/amadeus.com/amadeus-branded-fares-upsell/1.0.1/swagger.json,2.0,https://api.apis.guru/v2/specs/amadeus.com:amadeus-branded-fares-upsell/1.0.1.json,NA,NA
amadeus.com:amadeus-flight-availabilities-search,1.0.2,2023-03-05T12:21:56Z,2023-03-24T18:30:03Z,https://api.apis.guru/v2/specs/amadeus.com/amadeus-flight-availabilities-search/1.0.2/swagger.json,2.0,https://api.apis.guru/v2/specs/amadeus.com:amadeus-flight-availabilities-search/1.0.2.json,NA,NA
amadeus.com:amadeus-flight-busiest-traveling-period,1.0.2,2023-03-05T12:16:39Z,2023-03-24T18:30:03Z,https://api.apis.guru/v2/specs/amadeus.com/amadeus-flight-busiest-traveling-period/1.0.2/swagger.json,2.0,https://api.apis.guru/v2/specs/amadeus.com:amadeus-flight-busiest-traveling-period/1.0.2.json,NA,NA
amadeus.com:amadeus-flight-cheapest-date-search,1.0.6,2023-03-05T12:16:54Z,2023-03-24T18:30:03Z,https://api.apis.guru/v2/specs/amadeus.com/amadeus-flight-cheapest-date-search/1.0.6/swagger.json,2.0,https://api.apis.guru/v2/specs/amadeus.com:amadeus-flight-cheapest-date-search/1.0.6.json,NA,NA
amadeus.com:amadeus-flight-check-in-links,2.1.2,2023-03-05T12:17:10Z,2023-03-24T18:30:03Z,https://api.apis.guru/v2/specs/amadeus.com/amadeus-flight-check-in-links/2.1.2/swagger.json,2.0,https://api.apis.guru/v2/specs/amadeus.com:amadeus-flight-check-in-links/2.1.2.json,NA,NA
amadeus.com:amadeus-flight-choice-prediction,2.0.2,2023-03-05T12:15:52Z,2023-03-24T18:30:03Z,https://api.apis.guru/v2/specs/amadeus.com/amadeus-flight-choice-prediction/2.0.2/swagger.json,2.0,https://api.apis.guru/v2/specs/amadeus.com:amadeus-flight-choice-prediction/2.0.2.json,NA,NA
amadeus.com:amadeus-flight-create-orders,1.9.0,2023-03-05T12:21:40Z,2023-03-24T18:30:03Z,https://api.apis.guru/v2/specs/amadeus.com/amadeus-flight-create-orders/1.9.0/swagger.json,2.0,https://api.apis.guru/v2/specs/amadeus.com:amadeus-flight-create-orders/1.9.0.json,NA,NA
amadeus.com:amadeus-flight-delay-prediction,1.0.6,2023-03-05T12:16:08Z,2023-03-24T18:30:03Z,https://api.apis.guru/v2/specs/amadeus.com/amadeus-flight-delay-prediction/1.0.6/swagger.json,2.0,https://api.apis.guru/v2/specs/amadeus.com:amadeus-flight-delay-prediction/1.0.6.json,NA,NA
amadeus.com:amadeus-flight-inspiration-search,1.0.6,2023-03-05T12:15:36Z,2023-03-24T18:30:03Z,https://api.apis.guru/v2/specs/amadeus.com/amadeus-flight-inspiration-search/1.0.6/swagger.json,2.0,https://api.apis.guru/v2/specs/amadeus.com:amadeus-flight-inspiration-search/1.0.6.json,NA,NA
amadeus.com:amadeus-flight-most-booked-destinations,1.1.1,2023-03-05T12:16:23Z,2023-03-24T18:30:03Z,https://api.apis.guru/v2/specs/amadeus.com/amadeus-flight-most-booked-destinations/1.1.1/swagger.json,2.0,https://api.apis.guru/v2/specs/amadeus.com:amadeus-flight-most-booked-destinations/1.1.1.json,NA,NA
amadeus.com:amadeus-flight-most-traveled-destinations,1.1.1,2023-03-05T16:52:06Z,2023-03-24T18:30:03Z,https://api.apis.guru/v2/specs/amadeus.com/amadeus-flight-most-traveled-destinations/1.1.1/swagger.json,2.0,https://api.apis.guru/v2/specs/amadeus.com:amadeus-flight-most-traveled-destinations/1.1.1.json,NA,NA
amadeus.com:amadeus-flight-offers-price,1.2.2,2023-03-05T12:20:53Z,2023-03-24T18:30:03Z,https://api.apis.guru/v2/specs/amadeus.com/amadeus-flight-offers-price/1.2.2/swagger.json,2.0,https://api.apis.guru/v2/specs/amadeus.com:amadeus-flight-offers-price/1.2.2.json,NA,NA
amadeus.com:amadeus-flight-order-management,1.9.0,2023-03-05T12:17:58Z,2023-03-24T18:30:03Z,https://api.apis.guru/v2/specs/amadeus.com/amadeus-flight-order-management/1.9.0/swagger.json,2.0,https://api.apis.guru/v2/specs/amadeus.com:amadeus-flight-order-management/1.9.0.json,NA,NA
amadeus.com:amadeus-flight-price-analysis,1.0.1,2023-03-05T12:19:02Z,2023-03-24T18:30:03Z,https://api.apis.guru/v2/specs/amadeus.com/amadeus-flight-price-analysis/1.0.1/openapi.json,3.0.0,https://api.apis.guru/v2/specs/amadeus.com:amadeus-flight-price-analysis/1.0.1.json,NA,NA
amadeus.com:amadeus-hotel-booking,1.1.3,2023-03-05T12:20:37Z,2023-03-24T18:30:03Z,https://api.apis.guru/v2/specs/amadeus.com/amadeus-hotel-booking/1.1.3/swagger.json,2.0,https://api.apis.guru/v2/specs/amadeus.com:amadeus-hotel-booking/1.1.3.json,NA,NA
amadeus.com:amadeus-hotel-name-autocomplete,1.0.3,2023-03-05T12:15:20Z,2023-03-24T18:30:03Z,https://api.apis.guru/v2/specs/amadeus.com/amadeus-hotel-name-autocomplete/1.0.3/swagger.json,2.0,https://api.apis.guru/v2/specs/amadeus.com:amadeus-hotel-name-autocomplete/1.0.3.json,NA,NA
amadeus.com:amadeus-hotel-ratings,1.0.2,2023-03-05T12:18:30Z,2023-03-24T18:30:03Z,https://api.apis.guru/v2/specs/amadeus.com/amadeus-hotel-ratings/1.0.2/swagger.json,2.0,https://api.apis.guru/v2/specs/amadeus.com:amadeus-hotel-ratings/1.0.2.json,NA,NA
amadeus.com:amadeus-hotel-search,3.0.8,2023-03-05T12:20:21Z,2023-03-24T18:30:03Z,https://api.apis.guru/v2/specs/amadeus.com/amadeus-hotel-search/3.0.8/swagger.json,2.0,https://api.apis.guru/v2/specs/amadeus.com:amadeus-hotel-search/3.0.8.json,NA,NA
amadeus.com:amadeus-location-score,1.0.2,2023-03-05T16:52:11Z,2023-03-24T18:30:03Z,https://api.apis.guru/v2/specs/amadeus.com/amadeus-location-score/1.0.2/openapi.json,3.0.0,https://api.apis.guru/v2/specs/amadeus.com:amadeus-location-score/1.0.2.json,NA,NA
amadeus.com:amadeus-on-demand-flight-status,2.0.2,2023-03-05T12:18:46Z,2023-03-24T18:30:03Z,https://api.apis.guru/v2/specs/amadeus.com/amadeus-on-demand-flight-status/2.0.2/swagger.json,2.0,https://api.apis.guru/v2/specs/amadeus.com:amadeus-on-demand-flight-status/2.0.2.json,NA,NA
amadeus.com:amadeus-points-of-interest,1.1.1,2023-03-05T12:19:33Z,2023-03-24T18:30:03Z,https://api.apis.guru/v2/specs/amadeus.com/amadeus-points-of-interest/1.1.1/swagger.json,2.0,https://api.apis.guru/v2/specs/amadeus.com:amadeus-points-of-interest/1.1.1.json,NA,NA
amadeus.com:amadeus-safe-place-,1.0.0,2023-03-05T12:19:49Z,2023-03-24T18:30:03Z,https://api.apis.guru/v2/specs/amadeus.com/amadeus-safe-place-/1.0.0/swagger.json,2.0,https://api.apis.guru/v2/specs/amadeus.com:amadeus-safe-place-/1.0.0.json,NA,NA
amadeus.com:amadeus-seatmap-display,1.9.2,2023-03-05T12:19:17Z,2023-03-24T18:30:03Z,https://api.apis.guru/v2/specs/amadeus.com/amadeus-seatmap-display/1.9.2/swagger.json,2.0,https://api.apis.guru/v2/specs/amadeus.com:amadeus-seatmap-display/1.9.2.json,NA,NA
amadeus.com:amadeus-tours-and-activities,1.0.2,2023-03-05T12:21:08Z,2023-03-24T18:30:03Z,https://api.apis.guru/v2/specs/amadeus.com/amadeus-tours-and-activities/1.0.2/swagger.json,2.0,https://api.apis.guru/v2/specs/amadeus.com:amadeus-tours-and-activities/1.0.2.json,NA,NA
amadeus.com:amadeus-travel-recommendations,1.0.3,2023-03-05T12:17:42Z,2023-03-24T18:30:03Z,https://api.apis.guru/v2/specs/amadeus.com/amadeus-travel-recommendations/1.0.3/openapi.json,3.0.0,https://api.apis.guru/v2/specs/amadeus.com:amadeus-travel-recommendations/1.0.3.json,NA,NA
amadeus.com:amadeus-trip-parser,3.0.1,2023-03-05T12:20:05Z,2023-03-24T18:30:03Z,https://api.apis.guru/v2/specs/amadeus.com/amadeus-trip-parser/3.0.1/openapi.json,3.0.0,https://api.apis.guru/v2/specs/amadeus.com:amadeus-trip-parser/3.0.1.json,NA,NA
amadeus.com:amadeus-trip-purpose-prediction,1.1.4,2023-03-05T12:17:26Z,2023-03-24T18:30:03Z,https://api.apis.guru/v2/specs/amadeus.com/amadeus-trip-purpose-prediction/1.1.4/swagger.json,2.0,https://api.apis.guru/v2/specs/amadeus.com:amadeus-trip-purpose-prediction/1.1.4.json,NA,NA
amazonaws.com:AWSMigrationHub,2017-05-31,2020-02-28T16:47:57Z,2020-04-16T18:45:33Z,https://api.apis.guru/v2/specs/amazonaws.com/AWSMigrationHub/2017-05-31/openapi.json,3.0.0,https://api.apis.guru/v2/specs/amazonaws.com:AWSMigrationHub/2017-05-31.json,Amazon Web Services documentation,https://docs.aws.amazon.com/mgh/
amazonaws.com:accessanalyzer,2019-11-01,2020-02-28T16:47:57Z,2020-04-27T20:04:05Z,https://api.apis.guru/v2/specs/amazonaws.com/accessanalyzer/2019-11-01/openapi.json,3.0.0,https://api.apis.guru/v2/specs/amazonaws.com:accessanalyzer/2019-11-01.json,Amazon Web Services documentation,https://docs.aws.amazon.com/access-analyzer/
amazonaws.com:acm,2015-12-08,2020-02-28T16:47:57Z,2020-03-23T09:21:07Z,https://api.apis.guru/v2/specs/amazonaws.com/acm/2015-12-08/openapi.json,3.0.0,https://api.apis.guru/v2/specs/amazonaws.com:acm/2015-12-08.json,Amazon Web Services documentation,https://docs.aws.amazon.com/acm/
amazonaws.com:acm-pca,2017-08-22,2020-02-28T16:47:57Z,2020-02-28T16:47:57Z,https://api.apis.guru/v2/specs/amazonaws.com/acm-pca/2017-08-22/openapi.json,3.0.0,https://api.apis.guru/v2/specs/amazonaws.com:acm-pca/2017-08-22.json,Amazon Web Services documentation,https://docs.aws.amazon.com/acm-pca/
amazonaws.com:alexaforbusiness,2017-11-09,2020-02-28T16:47:57Z,2020-02-28T16:47:57Z,https://api.apis.guru/v2/specs/amazonaws.com/alexaforbusiness/2017-11-09/openapi.json,3.0.0,https://api.apis.guru/v2/specs/amazonaws.com:alexaforbusiness/2017-11-09.json,Amazon Web Services documentation,https://docs.aws.amazon.com/a4b/
amazonaws.com:amp,2020-08-01,2021-01-15T15:07:17Z,2021-01-15T15:07:17Z,https://api.apis.guru/v2/specs/amazonaws.com/amp/2020-08-01/openapi.json,3.0.0,https://api.apis.guru/v2/specs/amazonaws.com:amp/2020-08-01.json,Amazon Web Services documentation,https://docs.aws.amazon.com/aps/
amazonaws.com:amplify,2017-07-25,2020-02-28T16:47:57Z,2020-02-28T16:47:57Z,https://api.apis.guru/v2/specs/amazonaws.com/amplify/2017-07-25/openapi.json,3.0.0,https://api.apis.guru/v2/specs/amazonaws.com:amplify/2017-07-25.json,Amazon Web Services documentation,https://docs.aws.amazon.com/amplify/
amazonaws.com:amplifybackend,2020-08-11,2021-01-15T15:07:17Z,2021-01-15T15:07:17Z,https://api.apis.guru/v2/specs/amazonaws.com/amplifybackend/2020-08-11/openapi.json,3.0.0,https://api.apis.guru/v2/specs/amazonaws.com:amplifybackend/2020-08-11.json,Amazon Web Services documentation,https://docs.aws.amazon.com/amplifybackend/
amazonaws.com:apigateway,2015-07-09,2020-02-28T16:47:57Z,2020-05-04T20:09:16Z,https://api.apis.guru/v2/specs/amazonaws.com/apigateway/2015-07-09/openapi.json,3.0.0,https://api.apis.guru/v2/specs/amazonaws.com:apigateway/2015-07-09.json,Amazon Web Services documentation,https://docs.aws.amazon.com/apigateway/
amazonaws.com:apigatewaymanagementapi,2018-11-29,2018-12-18T23:56:32Z,2020-02-28T16:47:57Z,https://api.apis.guru/v2/specs/amazonaws.com/apigatewaymanagementapi/2018-11-29/openapi.json,3.0.0,https://api.apis.guru/v2/specs/amazonaws.com:apigatewaymanagementapi/2018-11-29.json,Amazon Web Services documentation,https://docs.aws.amazon.com/execute-api/
amazonaws.com:apigatewayv2,2018-11-29,2020-02-28T16:47:57Z,2020-04-21T06:33:24Z,https://api.apis.guru/v2/specs/amazonaws.com/apigatewayv2/2018-11-29/openapi.json,3.0.0,https://api.apis.guru/v2/specs/amazonaws.com:apigatewayv2/2018-11-29.json,Amazon Web Services documentation,https://docs.aws.amazon.com/apigateway/
amazonaws.com:appconfig,2019-10-09,2020-02-28T16:47:57Z,2020-05-07T20:22:57Z,https://api.apis.guru/v2/specs/amazonaws.com/appconfig/2019-10-09/openapi.json,3.0.0,https://api.apis.guru/v2/specs/amazonaws.com:appconfig/2019-10-09.json,Amazon Web Services documentation,https://docs.aws.amazon.com/appconfig/
amazonaws.com:appflow,2020-08-23,2021-01-15T15:07:17Z,2021-01-15T15:07:17Z,https://api.apis.guru/v2/specs/amazonaws.com/appflow/2020-08-23/openapi.json,3.0.0,https://api.apis.guru/v2/specs/amazonaws.com:appflow/2020-08-23.json,Amazon Web Services documentation,https://docs.aws.amazon.com/appflow/
amazonaws.com:appintegrations,2020-07-29,2021-01-15T15:07:17Z,2021-01-15T15:07:17Z,https://api.apis.guru/v2/specs/amazonaws.com/appintegrations/2020-07-29/openapi.json,3.0.0,https://api.apis.guru/v2/specs/amazonaws.com:appintegrations/2020-07-29.json,Amazon Web Services documentation,https://docs.aws.amazon.com/app-integrations/
amazonaws.com:application-autoscaling,2016-02-06,2020-02-28T16:47:57Z,2020-04-23T20:32:41Z,https://api.apis.guru/v2/specs/amazonaws.com/application-autoscaling/2016-02-06/openapi.json,3.0.0,https://api.apis.guru/v2/specs/amazonaws.com:application-autoscaling/2016-02-06.json,Amazon Web Services documentation,https://docs.aws.amazon.com/application-autoscaling/
amazonaws.com:application-insights,2018-11-25,2020-02-28T16:47:57Z,2020-03-25T18:54:51Z,https://api.apis.guru/v2/specs/amazonaws.com/application-insights/2018-11-25/openapi.json,3.0.0,https://api.apis.guru/v2/specs/amazonaws.com:application-insights/2018-11-25.json,Amazon Web Services documentation,https://docs.aws.amazon.com/applicationinsights/
amazonaws.com:applicationcostprofiler,2020-09-10,2021-06-18T13:57:32Z,2021-06-18T13:57:32Z,https://api.apis.guru/v2/specs/amazonaws.com/applicationcostprofiler/2020-09-10/openapi.json,3.0.0,https://api.apis.guru/v2/specs/amazonaws.com:applicationcostprofiler/2020-09-10.json,Amazon Web Services documentation,https://docs.aws.amazon.com/application-cost-profiler/
amazonaws.com:appmesh,2019-01-25,2020-02-28T16:47:57Z,2020-03-07T10:12:22Z,https://api.apis.guru/v2/specs/amazonaws.com/appmesh/2019-01-25/openapi.json,3.0.0,https://api.apis.guru/v2/specs/amazonaws.com:appmesh/2019-01-25.json,Amazon Web Services documentation,https://docs.aws.amazon.com/appmesh/
amazonaws.com:apprunner,2020-05-15,2021-06-18T13:57:32Z,2021-06-18T13:57:32Z,https://api.apis.guru/v2/specs/amazonaws.com/apprunner/2020-05-15/openapi.json,3.0.0,https://api.apis.guru/v2/specs/amazonaws.com:apprunner/2020-05-15.json,Amazon Web Services documentation,https://docs.aws.amazon.com/apprunner/
