name,apisguru_category
amazonaws.com:models.lex.v2,cloud
amazonaws.com:monitoring,cloud
amazonaws.com:mq,cloud
amazonaws.com:mturk-requester,cloud
amazonaws.com:mwaa,cloud
amazonaws.com:neptune,cloud
amazonaws.com:network-firewall,cloud
amazonaws.com:networkmanager,cloud
amazonaws.com:nimble,cloud
amazonaws.com:opsworks,cloud
amazonaws.com:opsworkscm,cloud
amazonaws.com:organizations,cloud
amazonaws.com:outposts,cloud
amazonaws.com:personalize,cloud
amazonaws.com:personalize-events,cloud
amazonaws.com:personalize-runtime,cloud
amazonaws.com:pi,cloud
amazonaws.com:pinpoint,cloud
amazonaws.com:pinpoint-email,cloud
amazonaws.com:polly,cloud
amazonaws.com:pricing,cloud
amazonaws.com:proton,cloud
amazonaws.com:qldb,cloud
amazonaws.com:qldb-session,cloud
amazonaws.com:quicksight,cloud
amazonaws.com:ram,cloud
amazonaws.com:rds,cloud
amazonaws.com:rds-data,cloud
amazonaws.com:redshift,cloud
amazonaws.com:redshift-data,cloud
amazonaws.com:rekognition,cloud
amazonaws.com:resource-groups,cloud
amazonaws.com:resourcegroupstaggingapi,cloud
amazonaws.com:robomaker,cloud
amazonaws.com:route53,cloud
amazonaws.com:route53domains,cloud
amazonaws.com:route53resolver,cloud
amazonaws.com:runtime.lex,cloud
amazonaws.com:runtime.lex.v2,cloud
amazonaws.com:runtime.sagemaker,cloud
amazonaws.com:s3,cloud
amazonaws.com:s3control,cloud
amazonaws.com:s3outposts,cloud
amazonaws.com:sagemaker,cloud
amazonaws.com:sagemaker-a2i-runtime,cloud
amazonaws.com:sagemaker-edge,cloud
amazonaws.com:sagemaker-featurestore-runtime,cloud
amazonaws.com:savingsplans,cloud
amazonaws.com:schemas,cloud
amazonaws.com:sdb,cloud
amazonaws.com:secretsmanager,cloud
amazonaws.com:securityhub,cloud
amazonaws.com:serverlessrepo,cloud
amazonaws.com:service-quotas,cloud
amazonaws.com:servicecatalog,cloud
amazonaws.com:servicecatalog-appregistry,cloud
amazonaws.com:servicediscovery,cloud
amazonaws.com:sesv2,cloud
amazonaws.com:shield,cloud
amazonaws.com:signer,cloud
amazonaws.com:sms,cloud
amazonaws.com:sms-voice,cloud
amazonaws.com:snowball,cloud
amazonaws.com:sns,cloud
amazonaws.com:sqs,cloud
amazonaws.com:ssm,cloud
amazonaws.com:ssm-contacts,cloud
amazonaws.com:ssm-incidents,cloud
amazonaws.com:sso,cloud
amazonaws.com:sso-admin,cloud
amazonaws.com:sso-oidc,cloud
amazonaws.com:states,cloud
amazonaws.com:storagegateway,cloud
amazonaws.com:streams.dynamodb,cloud
amazonaws.com:sts,cloud
amazonaws.com:support,cloud
amazonaws.com:swf,cloud
amazonaws.com:synthetics,cloud
amazonaws.com:textract,cloud
amazonaws.com:timestream-query,cloud
amazonaws.com:timestream-write,cloud
amazonaws.com:transcribe,cloud
amazonaws.com:transfer,cloud
amazonaws.com:translate,cloud
amazonaws.com:waf,cloud
amazonaws.com:waf-regional,cloud
amazonaws.com:wafv2,cloud
amazonaws.com:wellarchitected,cloud
amazonaws.com:workdocs,cloud
amazonaws.com:worklink,cloud
amazonaws.com:workmail,cloud
amazonaws.com:workmailmessageflow,cloud
amazonaws.com:workspaces,cloud
amazonaws.com:xray,cloud
amentum.space:atmosphere,location
amentum.space:aviation_radiation,location
amentum.space:aviation_radiation,open_data
amentum.space:global-magnet,location
amentum.space:gravity,location
amentum.space:gravity,open_data
amentum.space:space_radiation,location
amentum.space:space_radiation,open_data
anchore.io,developer_tools
apache.org,messaging
apache.org:airflow,messaging
apache.org:qakka,messaging
apacta.com,time_management
apacta.com,project_management
api.ebay.com:sell-account,ecommerce
api.ebay.com:sell-analytics,ecommerce
api.ebay.com:sell-compliance,ecommerce
api.gov.uk:vehicle-enquiry,open_data
api.video,media
api2cart.com,ecommerce
api2pdf.com,developer_tools
apicurio.local:registry,developer_tools
apidapp.com,financial
apideck.com:accounting,developer_tools
apideck.com:ats,developer_tools
apideck.com:connector,developer_tools
apideck.com:crm,developer_tools
apideck.com:customer-support,developer_tools
apideck.com:ecommerce,developer_tools
apideck.com:ecosystem,developer_tools
apideck.com:file-storage,developer_tools
apideck.com:hris,developer_tools
apideck.com:issue-tracking,developer_tools
apideck.com:lead,developer_tools
apideck.com:pos,developer_tools
apideck.com:proxy,developer_tools
apideck.com:sms,developer_tools
apideck.com:vault,developer_tools
apideck.com:webhook,developer_tools
apigee.local:registry,developer_tools
apigee.net:marketcheck-cars,ecommerce
apimatic.io,developer_tools
apimatic.io,tools
apis.guru,open_data
apis.guru,developer_tools
apisetu.gov.in:aaharjh,open_data
apisetu.gov.in:acko,open_data
apisetu.gov.in:agtripura,open_data
apisetu.gov.in:aharakar,open_data
apisetu.gov.in:aiimsmangalagiri,open_data
apisetu.gov.in:aiimspatna,open_data
apisetu.gov.in:aiimsrishikesh,open_data
apisetu.gov.in:aktu,open_data
apisetu.gov.in:apmcservices,open_data
apisetu.gov.in:asrb,open_data
apisetu.gov.in:bajajallianz,open_data
apisetu.gov.in:bajajallianzlife,open_data
apisetu.gov.in:barti,open_data
apisetu.gov.in:bharatpetroleum,open_data
apisetu.gov.in:bhartiaxagi,open_data
apisetu.gov.in:bhavishya,open_data
apisetu.gov.in:biharboard,open_data
apisetu.gov.in:bput,open_data
apisetu.gov.in:bsehr,open_data
apisetu.gov.in:cbse,open_data
apisetu.gov.in:cgbse,open_data
apisetu.gov.in:chennaicorp,open_data
apisetu.gov.in:chitkarauniversity,open_data
apisetu.gov.in:cholainsurance,open_data
apisetu.gov.in:cisce,open_data
apisetu.gov.in:civilsupplieskerala,open_data
apisetu.gov.in:cpctmp,open_data
apisetu.gov.in:csc,open_data
apisetu.gov.in:dbraitandaman,open_data
apisetu.gov.in:dgecerttn,open_data
apisetu.gov.in:dgft,open_data
apisetu.gov.in:dhsekerala,open_data
apisetu.gov.in:ditarunachal,open_data
apisetu.gov.in:ditch,open_data
apisetu.gov.in:dittripura,open_data
apisetu.gov.in:duexam,open_data
apisetu.gov.in:edistrictandaman,open_data
apisetu.gov.in:edistricthp,open_data
apisetu.gov.in:edistrictkerala,open_data
apisetu.gov.in:edistrictodisha,open_data
apisetu.gov.in:edistrictodishasp,open_data
apisetu.gov.in:edistrictpb,open_data
apisetu.gov.in:edistrictup,open_data
apisetu.gov.in:ehimapurtihp,open_data
apisetu.gov.in:enibandhanjh,open_data
apisetu.gov.in:epfindia,open_data
apisetu.gov.in:epramanhp,open_data
apisetu.gov.in:eservicearunachal,open_data
apisetu.gov.in:fsdhr,open_data
apisetu.gov.in:futuregenerali,open_data
apisetu.gov.in:gadbih,open_data
apisetu.gov.in:gauhati,open_data
apisetu.gov.in:gbshse,open_data
apisetu.gov.in:geetanjaliuniv,open_data
apisetu.gov.in:gmch,open_data
apisetu.gov.in:goawrd,open_data
apisetu.gov.in:godigit,open_data
apisetu.gov.in:gujaratvidyapith,open_data
apisetu.gov.in:hindustanpetroleum,open_data
apisetu.gov.in:hpayushboard,open_data
apisetu.gov.in:hpbose,open_data
apisetu.gov.in:hppanchayat,open_data
apisetu.gov.in:hpsbys,open_data
apisetu.gov.in:hpsssb,open_data
apisetu.gov.in:hptechboard,open_data
apisetu.gov.in:hsbte,open_data
apisetu.gov.in:hsscboardmh,open_data
apisetu.gov.in:icicilombard,open_data
apisetu.gov.in:iciciprulife,open_data
apisetu.gov.in:icsi,open_data
apisetu.gov.in:igrmaharashtra,open_data
apisetu.gov.in:insvalsura,open_data
apisetu.gov.in:iocl,open_data
apisetu.gov.in:issuer,open_data
apisetu.gov.in:jac,open_data
apisetu.gov.in:jeecup,open_data
apisetu.gov.in:jharsewa,open_data
apisetu.gov.in:jnrmand,open_data
apisetu.gov.in:juit,open_data
apisetu.gov.in:keralapsc,open_data
apisetu.gov.in:kiadb,open_data
apisetu.gov.in:kkhsou,open_data
apisetu.gov.in:kotakgeneralinsurance,open_data
apisetu.gov.in:kseebkr,open_data
apisetu.gov.in:ktech,open_data
apisetu.gov.in:labourbih,open_data
apisetu.gov.in:landrecordskar,open_data
apisetu.gov.in:lawcollegeandaman,open_data
apisetu.gov.in:legalmetrologyup,open_data
apisetu.gov.in:licindia,open_data
apisetu.gov.in:maxlifeinsurance,open_data
apisetu.gov.in:mbose,open_data
apisetu.gov.in:mbse,open_data
apisetu.gov.in:mcimindia,open_data
apisetu.gov.in:meark,open_data
apisetu.gov.in:mizoramlesde,open_data
apisetu.gov.in:mizorampolice,open_data
apisetu.gov.in:mpmsu,open_data
apisetu.gov.in:mppmc,open_data
apisetu.gov.in:mriu,open_data
apisetu.gov.in:msde,open_data
apisetu.gov.in:municipaladmin,open_data
apisetu.gov.in:nationalinsurance,open_data
apisetu.gov.in:ncert,open_data
apisetu.gov.in:negd,open_data
apisetu.gov.in:neilit,open_data
apisetu.gov.in:newindia,open_data
apisetu.gov.in:niesbud,open_data
apisetu.gov.in:nios,open_data
apisetu.gov.in:nitap,open_data
apisetu.gov.in:nitp,open_data
apisetu.gov.in:npsailu,open_data
apisetu.gov.in:nsdcindia,open_data
apisetu.gov.in:orientalinsurance,open_data
apisetu.gov.in:pan,open_data
apisetu.gov.in:pareekshabhavanker,open_data
apisetu.gov.in:pblabour,open_data
apisetu.gov.in:pgimer,open_data
apisetu.gov.in:phedharyana,open_data
apisetu.gov.in:pmjay,open_data
apisetu.gov.in:pramericalife,open_data
apisetu.gov.in:pseb,open_data
apisetu.gov.in:puekar,open_data
apisetu.gov.in:punjabteched,open_data
apisetu.gov.in:rajasthandsa,open_data
apisetu.gov.in:rajasthanrajeduboard,open_data
apisetu.gov.in:reliancegeneral,open_data
apisetu.gov.in:revenueassam,open_data
apisetu.gov.in:revenueodisha,open_data
apisetu.gov.in:sainikwelfarepud,open_data
apisetu.gov.in:saralharyana,open_data
apisetu.gov.in:sbigeneral,open_data
apisetu.gov.in:scvtup,open_data
apisetu.gov.in:sebaonline,open_data
apisetu.gov.in:statisticsrajasthan,open_data
apisetu.gov.in:swavlambancard,open_data
apisetu.gov.in:tataaia,open_data
apisetu.gov.in:tataaig,open_data
apisetu.gov.in:tbse,open_data
apisetu.gov.in:transport,open_data
apisetu.gov.in:transportan,open_data
apisetu.gov.in:transportap,open_data
apisetu.gov.in:transportar,open_data
apisetu.gov.in:transportas,open_data
apisetu.gov.in:transportbr,open_data
apisetu.gov.in:transportcg,open_data
apisetu.gov.in:transportdd,open_data
apisetu.gov.in:transportdh,open_data
apisetu.gov.in:transportdl,open_data
apisetu.gov.in:transportga,open_data
apisetu.gov.in:transportgj,open_data
apisetu.gov.in:transporthp,open_data
apisetu.gov.in:transporthr,open_data
apisetu.gov.in:transportjh,open_data
apisetu.gov.in:transportjk,open_data
apisetu.gov.in:transportka,open_data
apisetu.gov.in:transportkl,open_data
apisetu.gov.in:transportld,open_data
apisetu.gov.in:transportmh,open_data
apisetu.gov.in:transportml,open_data
apisetu.gov.in:transportmn,open_data
apisetu.gov.in:transportmp,open_data
apisetu.gov.in:transportmz,open_data
apisetu.gov.in:transportnl,open_data
apisetu.gov.in:transportod,open_data
apisetu.gov.in:transportpb,open_data
apisetu.gov.in:transportpy,open_data
apisetu.gov.in:transportrj,open_data
apisetu.gov.in:transportsk,open_data
apisetu.gov.in:transporttn,open_data
apisetu.gov.in:transporttr,open_data
apisetu.gov.in:transportts,open_data
apisetu.gov.in:transportuk,open_data
apisetu.gov.in:transportup,open_data
apisetu.gov.in:transportwb,open_data
apisetu.gov.in:ubseuk,open_data
apisetu.gov.in:ucobank,open_data
apisetu.gov.in:uiic,open_data
apisetu.gov.in:upmsp,open_data
apisetu.gov.in:vhseker,open_data
apisetu.gov.in:vssut,open_data
apispot.io:whois,developer_tools
apiz.ebay.com:commerce-identity,ecommerce
apiz.ebay.com:sell-finances,ecommerce
appcenter.ms,developer_tools
apple.com:app-store-connect,developer_tools
apple.com:sirikit-cloud-media,media
apptigent.com,developer_tools
appveyor.com,developer_tools
appwrite.io:client,developer_tools
appwrite.io:server,developer_tools
archive.org:search,search
archive.org:wayback,search
art19.com,media
asana.com,developer_tools
asuarez.dev:searchly,media
atlassian.com:jira,developer_tools
ato.gov.au,financial
aucklandmuseum.com,open_data
authentiq.io,security
autodealerdata.com,ecommerce
autotask.net,tools
avaza.com,collaboration
aviationdata.systems,transport
axesso.de,ecommerce
azure.com:EnterpriseKnowledgeGraph-EnterpriseKnowledgeGraphSwagger,cloud
azure.com:addons-Addons,cloud
azure.com:addons-addons-swagger,cloud
azure.com:adhybridhealthservice-ADHybridHealthService,cloud
azure.com:advisor,cloud
azure.com:alertsmanagement-AlertsManagement,cloud
azure.com:alertsmanagement-SmartDetectorAlertRulesApi,cloud
azure.com:analysisservices,cloud
azure.com:apimanagement,cloud
azure.com:apimanagement-apimapis,cloud
azure.com:apimanagement-apimapisByTags,cloud
azure.com:apimanagement-apimapiversionsets,cloud
azure.com:apimanagement-apimauthorizationservers,cloud
azure.com:apimanagement-apimbackends,cloud
azure.com:apimanagement-apimcaches,cloud
azure.com:apimanagement-apimcertificates,cloud
azure.com:apimanagement-apimdeployment,cloud
azure.com:apimanagement-apimdiagnostics,cloud
azure.com:apimanagement-apimemailtemplate,cloud
azure.com:apimanagement-apimemailtemplates,cloud
azure.com:apimanagement-apimgroups,cloud
azure.com:apimanagement-apimidentityprovider,cloud
azure.com:apimanagement-apimissues,cloud
azure.com:apimanagement-apimloggers,cloud
azure.com:apimanagement-apimnamedvalues,cloud
azure.com:apimanagement-apimnetworkstatus,cloud
azure.com:apimanagement-apimnotifications,cloud
azure.com:apimanagement-apimopenidconnectproviders,cloud
azure.com:apimanagement-apimpolicies,cloud
azure.com:apimanagement-apimpolicydescriptions,cloud
azure.com:apimanagement-apimpolicysnippets,cloud
azure.com:apimanagement-apimproducts,cloud
azure.com:apimanagement-apimproductsByTags,cloud
azure.com:apimanagement-apimproperties,cloud
azure.com:apimanagement-apimquotas,cloud
azure.com:apimanagement-apimregions,cloud
azure.com:apimanagement-apimreports,cloud
azure.com:apimanagement-apimsubscriptions,cloud
azure.com:apimanagement-apimtagresources,cloud
azure.com:apimanagement-apimtags,cloud
azure.com:apimanagement-apimtenant,cloud
azure.com:apimanagement-apimusers,cloud
azure.com:apimanagement-apimversionsets,cloud
azure.com:appconfiguration,cloud
azure.com:applicationinsights-QueryPackQueries_API,cloud
azure.com:applicationinsights-QueryPacks_API,cloud
azure.com:applicationinsights-aiOperations_API,cloud
azure.com:applicationinsights-analyticsItems_API,cloud
azure.com:applicationinsights-componentAnnotations_API,cloud
azure.com:applicationinsights-componentApiKeys_API,cloud
azure.com:applicationinsights-componentContinuousExport_API,cloud
azure.com:applicationinsights-componentFeaturesAndPricing_API,cloud
azure.com:applicationinsights-componentProactiveDetection_API,cloud
azure.com:applicationinsights-componentWorkItemConfigs_API,cloud
azure.com:applicationinsights-components_API,cloud
azure.com:applicationinsights-eaSubscriptionMigration_API,cloud
azure.com:applicationinsights-favorites_API,cloud
azure.com:applicationinsights-swagger,cloud
azure.com:applicationinsights-webTestLocations_API,cloud
azure.com:applicationinsights-webTests_API,cloud
azure.com:applicationinsights-workbookOperations_API,cloud
azure.com:applicationinsights-workbookTemplates_API,cloud
azure.com:applicationinsights-workbooks_API,cloud
azure.com:appplatform,cloud
azure.com:attestation,cloud
azure.com:authorization,cloud
azure.com:authorization-authorization-ClassicAdminCalls,cloud
azure.com:authorization-authorization-DenyAssignmentGetCalls,cloud
azure.com:authorization-authorization-ElevateAccessCalls,cloud
azure.com:authorization-authorization-ProviderOperationsCalls,cloud
azure.com:authorization-authorization-RACalls,cloud
azure.com:authorization-authorization-RoleAssignmentsCalls,cloud
azure.com:authorization-authorization-RoleBasedCalls,cloud
azure.com:authorization-authorization-RoleDefinitionsCalls,cloud
azure.com:automation-account,cloud
azure.com:automation-certificate,cloud
azure.com:automation-connection,cloud
azure.com:automation-connectionType,cloud
azure.com:automation-credential,cloud
azure.com:automation-dscCompilationJob,cloud
azure.com:automation-dscConfiguration,cloud
azure.com:automation-dscNode,cloud
azure.com:automation-dscNodeConfiguration,cloud
azure.com:automation-dscNodeCounts,cloud
azure.com:automation-hybridRunbookWorkerGroup,cloud
azure.com:automation-job,cloud
azure.com:automation-jobSchedule,cloud
azure.com:automation-linkedWorkspace,cloud
azure.com:automation-module,cloud
azure.com:automation-python2package,cloud
azure.com:automation-runbook,cloud
azure.com:automation-schedule,cloud
azure.com:automation-softwareUpdateConfiguration,cloud
azure.com:automation-softwareUpdateConfigurationMachineRun,cloud
azure.com:automation-softwareUpdateConfigurationRun,cloud
azure.com:automation-sourceControl,cloud
azure.com:automation-sourceControlSyncJob,cloud
azure.com:automation-sourceControlSyncJobStreams,cloud
azure.com:automation-variable,cloud
azure.com:automation-watcher,cloud
azure.com:automation-webhook,cloud
azure.com:azsadmin-AcquiredPlan,cloud
azure.com:azsadmin-ActionPlan,cloud
azure.com:azsadmin-ActionPlanOperation,cloud
azure.com:azsadmin-Activation,cloud
azure.com:azsadmin-Alert,cloud
azure.com:azsadmin-ApplicationOperationResults,cloud
azure.com:azsadmin-AzureBridge,cloud
azure.com:azsadmin-Backup,cloud
azure.com:azsadmin-BackupLocations,cloud
azure.com:azsadmin-Backups,cloud
azure.com:azsadmin-Commerce,cloud
azure.com:azsadmin-CommerceAdmin,cloud
azure.com:azsadmin-Compute,cloud
azure.com:azsadmin-ComputeOperationResults,cloud
azure.com:azsadmin-DelegatedProvider,cloud
azure.com:azsadmin-DelegatedProviderOffer,cloud
azure.com:azsadmin-Deployment,cloud
azure.com:azsadmin-DirectoryTenant,cloud
azure.com:azsadmin-DiskMigrationJobs,cloud
azure.com:azsadmin-Disks,cloud
azure.com:azsadmin-DownloadedProduct,cloud
azure.com:azsadmin-Drive,cloud
azure.com:azsadmin-EdgeGateway,cloud
azure.com:azsadmin-EdgeGatewayPool,cloud
azure.com:azsadmin-Fabric,cloud
azure.com:azsadmin-FabricLocation,cloud
azure.com:azsadmin-FileContainer,cloud
azure.com:azsadmin-FileShare,cloud
azure.com:azsadmin-Gallery,cloud
azure.com:azsadmin-GalleryItem,cloud
azure.com:azsadmin-InfraRole,cloud
azure.com:azsadmin-InfraRoleInstance,cloud
azure.com:azsadmin-InfrastructureInsights,cloud
azure.com:azsadmin-IpPool,cloud
azure.com:azsadmin-KeyVault,cloud
azure.com:azsadmin-LoadBalancers,cloud
azure.com:azsadmin-Location,cloud
azure.com:azsadmin-LogicalNetwork,cloud
azure.com:azsadmin-LogicalSubnet,cloud
azure.com:azsadmin-MacAddressPool,cloud
azure.com:azsadmin-Manifest,cloud
azure.com:azsadmin-Network,cloud
azure.com:azsadmin-NetworkOperationResults,cloud
azure.com:azsadmin-Offer,cloud
azure.com:azsadmin-OfferDelegation,cloud
azure.com:azsadmin-Operations,cloud
azure.com:azsadmin-Plan,cloud
azure.com:azsadmin-PlatformImages,cloud
azure.com:azsadmin-Product,cloud
azure.com:azsadmin-ProductDeployment,cloud
azure.com:azsadmin-ProductPackage,cloud
azure.com:azsadmin-ProductSecret,cloud
azure.com:azsadmin-PublicIpAddresses,cloud
azure.com:azsadmin-Quota,cloud
azure.com:azsadmin-Quotas,cloud
azure.com:azsadmin-RegionHealth,cloud
azure.com:azsadmin-ResourceHealth,cloud
azure.com:azsadmin-ScaleUnit,cloud
azure.com:azsadmin-ScaleUnitNode,cloud
azure.com:azsadmin-ServiceHealth,cloud
azure.com:azsadmin-SlbMuxInstance,cloud
azure.com:azsadmin-StorageOperationResults,cloud
azure.com:azsadmin-StoragePool,cloud
azure.com:azsadmin-StorageSubSystem,cloud
azure.com:azsadmin-StorageSystem,cloud
azure.com:azsadmin-Subscriptions,cloud
azure.com:azsadmin-Update,cloud
azure.com:azsadmin-UpdateLocations,cloud
azure.com:azsadmin-UpdateRuns,cloud
azure.com:azsadmin-VMExtensions,cloud
azure.com:azsadmin-VirtualNetworks,cloud
azure.com:azsadmin-Volume,cloud
azure.com:azsadmin-acquisitions,cloud
azure.com:azsadmin-blobServices,cloud
azure.com:azsadmin-containers,cloud
azure.com:azsadmin-farms,cloud
azure.com:azsadmin-queueServices,cloud
