Donor Name,"""True"" Donor - Pride Sponsor Match Only","""True"" Donor - Fortune Match Only",Pride and Sponsor Match?,Donor Name - Combined
ABC OF FLORIDA POLITICAL ACTION COMMITTE,NA,NA,NA,NA
ABC PAC,NA,NA,NA,NA
ABC-PAC,NA,NA,NA,NA
ABC-PAC (ASSOCIATED BUILDERS AND CONTRAC,NA,NA,NA,NA
ABC-PAC ASSOCIATED BUILDERS AND CONTRACT,NA,NA,NA,NA
ABELER PLLC,NA,NA,NA,NA
ABELLA DENTAL,NA,NA,NA,NA
ABPAC,NA,NA,NA,NA
ABRAHAMSON & UITERWYK,NA,NA,NA,NA
ABSOLUTE EQUITY MANAGERS LLC,NA,NA,NA,NA
ACADIA HEALTHCARE COMPANY INC. FEDPAC ACCOUNT,NA,NA,NA,NA
"ACADIA HEALTHCARE COMPANY, INC.",NA,NA,NA,NA
ACADIA HEALTHCARE PAC TN-C,NA,NA,NA,NA
ACADIAN AMBULANCE TEXAS EMPLOYEE POLITICAL ACTION COMMITTEE,NA,NA,NA,NA
ACCESS LIMITED,NA,NA,NA,NA
ACCESS REVERSE MORTGAGE CORP,NA,NA,NA,NA
ACCESSING FREEDOM,NA,NA,NA,NA
"ACCOUNTABILITY IN GOVERNMENT, INC.",NA,NA,NA,NA
"ACCOUNTS RECEIVABLES, INC",NA,NA,NA,NA
ACE AMERICAN INSURANCE CO,NA,NA,NA,NA
ACEC OF IDAHO,NA,NA,NA,NA
ACME BUILDERS,NA,NA,NA,NA
"ACME FILL, LLC",NA,NA,NA,NA
ACQUAVIVA'S PHARMACY,NA,NA,NA,NA
ACTION BUSINESS CORPORATION,NA,NA,NA,NA
ACTION EXPRESS SERVICES INC,NA,NA,NA,NA
"ACTION EXPRESS SERVICES, INC.",NA,NA,NA,NA
ACTION FOR BEHAVIORAL HEALTHCARE,NA,NA,NA,NA
ACUA,NA,NA,NA,NA
ACULAC,NA,NA,NA,NA
ADAA,NA,NA,NA,NA
ADAMS AND REESE LLP,NA,NA,NA,NA
ADAMS AND REESE PAC,NA,NA,NA,NA
"ADAMS AND REESE, LLP",NA,NA,NA,NA
ADAMS LIVING TRUST,NA,NA,NA,NA
ADARO ART,NA,NA,NA,NA
ADELSTONE VIRGINIA,NA,NA,NA,NA
ADITYA LLC,NA,NA,NA,NA
ADNAMS CUSTOM PROJECTS LLC,NA,NA,NA,NA
ADONEL BLOCK MANUFACTURING CORP.,NA,NA,NA,NA
ADONEL CONCRETE PALM BEACH INC.,NA,NA,NA,NA
ADONEL CONCRETE PUMPING & FINISHING OF S,NA,NA,NA,NA
"ADONEL CONCRETE TREASURE COAST, INC.",NA,NA,NA,NA
ADT INC,NA,NA,NA,NA
ADT LLC,NA,NA,NA,NA
ADTALEM GLOBAL EDUCATION,NA,NA,NA,NA
"ADVANCE AMERICA CASH ADVANCE CENTERS, INC. PAC",NA,NA,NA,NA
ADVANCE FINANCIAL ADMINISTRATION,NA,NA,NA,NA
ADVANCED ELECTRONIC MONITORING SYSTEMS INC,NA,NA,NA,NA
ADVANCED TOWING SERVICE,NA,NA,NA,NA
ADVANCING FLORIDA AGRICULTURE,NA,NA,NA,NA
ADVANTAGE GAS SERVICES,NA,NA,NA,NA
ADVENTURE CAPITAL PARTNERS,NA,NA,NA,NA
AEE ACTION FUND,NA,NA,NA,NA
AERO CAPITAL,NA,NA,NA,NA
AERO LOCK SAFE,NA,NA,NA,NA
"AERONAUTICA AVIATION, INC.",NA,NA,NA,NA
AFFORDABLE INSURANCE SOLUTIONS,NA,NA,NA,NA
AFFORDABLE INSURANCE SOLUTIONS INC.,NA,NA,NA,NA
"AFFORDABLE ROOFING SYSTEMS, INC.",NA,NA,NA,NA
AFIMAC,NA,NA,NA,NA
AFSCME,NA,NA,NA,NA
AG PAC OF THE ARIZONA FARM BUREAU FEDERATION,NA,NA,NA,NA
AG-PAC OF ARIZONA FARM BUREAU,NA,NA,NA,NA
AG-PAC OF AZ FARM BUREAU,NA,NA,NA,NA
AGC PAC,NA,NA,NA,NA
AGC-FEC PAC,NA,NA,NA,NA
AGEE FARMS,NA,NA,NA,NA
AGENTS FOR A BETTER FLORIDA,NA,NA,NA,NA
AGGATOR FARMING LLC,NA,NA,NA,NA
AGR GULF LLC,NA,NA,NA,NA
AGRA PAC,NA,NA,NA,NA
AGRA-PAC,NA,NA,NA,NA
AGRI-GATORS INC,NA,NA,NA,NA
AGRO INDUSTRIAL MANAGEMENT INC,NA,NA,NA,NA
AGRO INDUSTRIAL MGMNT INC,NA,NA,NA,NA
AGRO-INDUSTRIAL MANAGEMENT INC,NA,NA,NA,NA
AGRO-INDUSTRIAL MANAGEMENT INC.,NA,NA,NA,NA
"AGRO-INDUSTRIAL MANAGEMENT, INC",NA,NA,NA,NA
"AGRO-INDUSTRIAL MANAGEMENT, INC.",NA,NA,NA,NA
"AGRO-INDUSTRIAL MANAGMENT, INC.",NA,NA,NA,NA
AGUAD SKI,NA,NA,NA,NA
AI ADVISORY INC,NA,NA,NA,NA
AI ADVISORY INC.,NA,NA,NA,NA
AIF PAC,NA,NA,NA,NA
AIFPAC,NA,NA,NA,NA
"AIR PRODUCTS AND CHEMICALS, INC. POLITICAL ALLIANCE",NA,NA,NA,NA
AIRSIGN GROUP LLC,NA,NA,NA,NA
"AIRTEK CONSTRUCTION, INC.",NA,NA,NA,NA
AJO ENTERPRISES,NA,NA,NA,NA
AKIN GUMP STRAUSS HAUER & FELD LLP,NA,NA,NA,NA
"AKIN, GUMP, STRAUSS, HAUER & FELD TEXAS CIVIC ACTION COMMITTEE",NA,NA,NA,NA
ALA-CRNA,NA,NA,NA,NA
ALABAMA ACRE,NA,NA,NA,NA
ALABAMA ASSOCIATION FOR JUSTICE,NA,NA,NA,NA
ALABAMA ASSOCIATION OF REALTORS,NA,NA,NA,NA
ALABAMA BEVERAGE ASSOCIATION,NA,NA,NA,NA
ALABAMA BROADCASTERS ASSOCIATION,NA,NA,NA,NA
ALABAMA CREDIT UNION ASSOCIATION,NA,NA,NA,NA
ALABAMA CULAC,NA,NA,NA,NA
ALABAMA EXPORT RAILROAD,NA,NA,NA,NA
"ALABAMA EYE PARTNERS, LLC",NA,NA,NA,NA
ALABAMA EYE PHYSICIANS,NA,NA,NA,NA
ALABAMA FORESTRY ASSOCIATION,NA,NA,NA,NA
ALABAMA HOME BUILDERS,NA,NA,NA,NA
ALABAMA HOSPITAL ASSOCIATION,NA,NA,NA,NA
ALABAMA LAW FOUNDATION,NA,NA,NA,NA
ALABAMA PHARMACY ASSOCIATION,NA,NA,NA,NA
ALABAMA POULTRY TRUST,NA,NA,NA,NA
ALABAMA REPUBLICAN PARTY,NA,NA,NA,NA
ALABAMA TIMER INDUSTRIES,NA,NA,NA,NA
ALABAMA TRUCKING ASSOCIATION,NA,NA,NA,NA
ALABAMA VOICE OF TEACHERS (A-VOTE),NA,NA,NA,NA
ALAN C. SUNDSTROM CPA,NA,NA,NA,NA
ALAN E. HIBBERD MD PA,NA,NA,NA,NA
ALAWEST-AL LLC,NA,NA,NA,NA
ALBERT G. KRAUSE & GINA W. AGOLD REVOCABLE LIVING TRUST,NA,NA,NA,NA
"ALDRIDGE OPHTHALMOLGY, P.C.",NA,NA,NA,NA
ALEC EXP. REFUND,NA,NA,NA,NA
ALF PAC,NA,NA,NA,NA
ALGER FARMS INC,NA,NA,NA,NA
"ALGER FARMS, INC",NA,NA,NA,NA
ALICE M ZIITTEL REVOCABLE TRUST,NA,NA,NA,NA
"ALIST CONSULTING, LLC",NA,NA,NA,NA
ALKERMES,NA,NA,NA,NA
ALL AMERICAN APPRAISAL & UMPIRE SERVICES,NA,NA,NA,NA
ALL INJURIES LAW FIRM PA,NA,NA,NA,NA
ALL MGMT CONSTRUCTION SERVICES LLC,NA,NA,NA,NA
ALL STATE POLITICAL ACTION COMMITTEE (ALLPAC),NA,NA,NA,NA
ALL STATE SIGNS,NA,NA,NA,NA
ALLAN I JACOB M.D. PA,NA,NA,NA,NA
"ALLEGIANT CONSTRUCTION SERVICES, LLC",NA,NA,NA,NA
ALLEN ALTMAN AGENCY,NA,NA,NA,NA
ALLEN BOONE HUMPHRIES ROBINSON LLP,NA,NA,NA,NA
"ALLEN BOONE HUMPHRIES ROBINSON, LLP",NA,NA,NA,NA
ALLEN PAUL & DEBRA,NA,NA,NA,NA
ALLIANCE FOR HONEST GOVERNMENT,NA,NA,NA,NA
ALLIANCE OF FLORIDA PPECS PAC,NA,NA,NA,NA
"ALLIED TRUCKING OF FLA., INC.",NA,NA,NA,NA
ALSABBAGH MISHAL,NA,NA,NA,NA
ALVAREZ CESAR L.,NA,NA,NA,NA
"ALX CONSTRUCTION, INC.",NA,NA,NA,NA
AMALGAMATED SUGAR COMPANY,NA,NA,NA,NA
AMALGAMATED SUGAR COMPANY PAC,NA,NA,NA,NA
"AMARI LAW FIRM, LLC",NA,NA,NA,NA
AMERICAN FIRE SPRINKLER ASSN FL PAC,NA,NA,NA,NA
AMERICAN FIRE SPRINKLER ASSN-FL PAC,NA,NA,NA,NA
AMERICAN FIRE SPRINKLER ASSOCIATION - FL,NA,NA,NA,NA
AMERICAN FLOOD ACTION PC,NA,NA,NA,NA
AMERICAN LIQUOR INC,NA,NA,NA,NA
AMERICAN PHARMACY COOPERATIVE,NA,NA,NA,NA
AMERICAN PHARMACY COOPERATIVE INC,NA,NA,NA,NA
AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION,NA,NA,NA,NA
AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION AIA LEGACY STATE INDIVIDUAL PAC,NA,NA,NA,NA
AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION PAC (INSURING AMERICA PAC),NA,NA,NA,NA
AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION PAC C00066472,NA,NA,NA,NA
AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION POLITICAL ACTION COMMITTEE,NA,NA,NA,NA
AMERICAN SOCIETY OF ANESTHESIOLOGISTS POLITICAL ACTION COMMITTEE,NA,NA,NA,NA
AMERICAN TRADITIONS INSURANCE CO.,NA,NA,NA,NA
AMERICAN TRAFFIC SOLUTIONS,NA,NA,NA,NA
"AMERICANS FOR LIBERTY AND PROSPERITY, IN",NA,NA,NA,NA
AMERICAS EXPORT CORPORATION,NA,NA,NA,NA
"AMERIGROUP TENNESSEE, INC.",NA,NA,NA,NA
"AMERITEX PIPE AND PRODUCTS, LLC",NA,NA,NA,NA
AMP CONSULTING,NA,NA,NA,NA
AMR HOLDCO INC,NA,NA,NA,NA
"AMR HOLDCO, INC",NA,NA,NA,NA
"AMR HOLDCO, INC.",NA,NA,NA,NA
AMY MAXWELL LLC,NA,NA,NA,NA
ANCEFSKY CATHY,NA,NA,NA,NA
ANCHOR B. FARM,NA,NA,NA,NA
ANCHOR M RANCH,NA,NA,NA,NA
ANDERS JOY,NA,NA,NA,NA
ANDERSON CO REPUBLICAN PARTY,NA,NA,NA,NA
ANDERSON CONSULTATION SERVICES,NA,NA,NA,NA
ANDERSON FAMILY TRUST,NA,NA,NA,NA
ANDERSON FLYING SERVICE LLC,NA,NA,NA,NA
ANDERSON INVESTMENTS,NA,NA,NA,NA
ANDERSON JOSEPH,NA,NA,NA,NA
ANDERSON JR. TERRANCE W.,NA,NA,NA,NA
ANDERSON RICHARD A,NA,NA,NA,NA
ANDERSON THOMAS,NA,NA,NA,NA
ANDREA TINA SHAW TRUST,NA,NA,NA,NA
ANDREW B BOESE PA,NA,NA,NA,NA
ANDREW J VARGAS PA,NA,NA,NA,NA
ANDREW L HUNT CPA PC,NA,NA,NA,NA
ANDREWS & KURTH TEXAS PAC,NA,NA,NA,NA
"ANDREWS INVESTMENTS, LLC",NA,NA,NA,NA
"ANDY BOWERS & ASSOCIATES, LLC",NA,NA,NA,NA
ANESTHESIOLOGY LEADERSHIP COUNCIL 2,NA,NA,NA,NA
ANESTHESIOLOGY LEADERSHIP COUNCIL 3,NA,NA,NA,NA
ANESTHESIOLOGY PAC,NA,NA,NA,NA
ANFIELD CONSULTING GROUP INC.,NA,NA,NA,NA
ANGLICKIS RICHARD,NA,NA,NA,NA
ANGUS INVESTMENTS INC,NA,NA,NA,NA
ANHEUSER - BUSCH,Budweiser,NA,Pride,Budweiser
ANHEUSER BUSCH,Budweiser,NA,Pride,Budweiser
ANHEUSER BUSCH COMPANIES,Budweiser,NA,Pride,Budweiser
ANHEUSER BUSCH LLC,Budweiser,NA,Pride,Budweiser
ANHEUSER-BUSCH,Budweiser,NA,Pride,Budweiser
ANHEUSER-BUSCH COMPANIES,Budweiser,NA,Pride,Budweiser
ANITA F. WINDECKER LIVING TRUST,NA,NA,NA,NA
ANN AND RONALD WILLIAMS TRUST,NA,NA,NA,NA
ANN MARIE POWER TRUST,NA,NA,NA,NA
ANNA LOU HEINEMAN TRUST,NA,NA,NA,NA
ANNE BARCLAY REED LIVING TRUST,NA,NA,NA,NA
ANNE V STEVENSON REVOCABLE TRUST,NA,NA,NA,NA
ANSLEY STACEY,NA,NA,NA,NA
"ANTHONY AND JAN BRAJKOVICH, JR. MANAGEMENT TRUST",NA,NA,NA,NA
ANTHONY CARLOS HEVIA PA,NA,NA,NA,NA
ANTHONY H. OSTERHKAMP JR. REVOCABLE TRUST,NA,NA,NA,NA
ANTHONY J CARRIUOLO PA,NA,NA,NA,NA
APACHE CORP. PAC,NA,NA,NA,NA
APARTMENT PAC,NA,NA,NA,NA
APARTMENT POLITICAL ACTION COMMITTEE,NA,NA,NA,NA
APC RENTALS,NA,NA,NA,NA
APEXCARE MANAGEMENT LLC,NA,NA,NA,NA
APEXX MANAGEMENT GROUP,NA,NA,NA,NA
APMA PAC,NA,NA,NA,NA
"APODACA ADVOCACY GROUP, LLC",NA,NA,NA,NA
"APOLLO EDUCATION GROUP, INC. PAC",NA,NA,NA,NA
APPLE HEALTH,NA,NA,NA,NA
"AQUA AMERICA, INC. H2O POLITICAL ACTION COMMITTEE",NA,NA,NA,NA
AQUAOSCURA INVESTMENTS LLC,NA,NA,NA,NA
ARANSAS-CORPUS CHRISTI PILOTS PAC,NA,NA,NA,NA
ARCHITILE INC.,NA,NA,NA,NA
ARDA ROC PAC,NA,NA,NA,NA
ARDA ROC-PAC,NA,NA,NA,NA
"AREDIAN, LLC",NA,NA,NA,NA
"ARENAS TRANSMISSIONS, LLC",NA,NA,NA,NA
ARIZ STATE FOP LODGE PAC 1597,NA,NA,NA,NA
ARIZONA ACADEMY OF ANESTHESIOLOGIST ASSISTANTS PAC,NA,NA,NA,NA
ARIZONA ALFA ASSISTED LIVING PAC,NA,NA,NA,NA
ARIZONA ASSISTED LIVING FEDERATION OF AMERICA (ARIZONA ALFA ASSISTED LIVING PAC),NA,NA,NA,NA
ARIZONA ASSOCIATION OF COMMUNITY MANAGERS PAC (AACM-PAC),NA,NA,NA,NA
ARIZONA ASSOCIATION OF REALTORS,NA,NA,NA,NA
ARIZONA CHAMBER POLITICAL ACTION COMMITTEE,NA,NA,NA,NA
ARIZONA CHAMBER- MOVING ARIZONA FORWARD PAC,NA,NA,NA,NA
ARIZONA CITIZENS DEFENSE LEAGUE PAC,NA,NA,NA,NA
"ARIZONA CITIZENS DEFENSE LEAGUE, INC",NA,NA,NA,NA
ARIZONA COUNCIL OF HUMAN SERVICE,NA,NA,NA,NA
ARIZONA COUNCIL OF HUMAN SERVICE PROVIDERS,NA,NA,NA,NA
ARIZONA COUNCIL OF HUMAN SERVICE PROVIDERS [PAC - 201000150],NA,NA,NA,NA
ARIZONA COUNCIL OF HUMAN SERVICE PROVIDERS PAC,NA,NA,NA,NA
ARIZONA DAIRYMEN -PAC,NA,NA,NA,NA
ARIZONA DENTAL ASSOC,NA,NA,NA,NA
ARIZONA DENTAL ASSOCIATION PAC,NA,NA,NA,NA
ARIZONA FAIRS INDUSTRY PAC,NA,NA,NA,NA
ARIZONA FOP LODGE PAC,NA,NA,NA,NA
ARIZONA FREE ENTERPRISE CLUB,NA,NA,NA,NA
ARIZONA HEALTH CARE ASSOCIATION PAC,NA,NA,NA,NA
ARIZONA LEADERSHIP FUND,NA,NA,NA,NA
ARIZONA LODGING & TOURISM SUPER PAC,NA,NA,NA,NA
ARIZONA MEDICAL ASSOCIATION PAC,NA,NA,NA,NA
ARIZONA MEDICAL ASSOCIATION PAC GENERAL FUND,NA,NA,NA,NA
ARIZONA MEDICAL POLITICAL ACTION COMMITTEE,NA,NA,NA,NA
ARIZONA MULTIHOUSING ASN PAC,NA,NA,NA,NA
ARIZONA MULTIHOUSING ASSOCIATION PAC,NA,NA,NA,NA
ARIZONA NATUROPATHIC MEDICAL ASSOCIATION POLITICAL ACTION COMMITTEE,NA,NA,NA,NA
ARIZONA NURSES ASSOC PAC,NA,NA,NA,NA
ARIZONA NURSES ASSOCIATION,NA,NA,NA,NA
ARIZONA NURSES ASSOCIATION - PAC,NA,NA,NA,NA
ARIZONA NURSES ASSOCIATION PAC,NA,NA,NA,NA
ARIZONA PHARMACY ASSOCIATION,NA,NA,NA,NA
ARIZONA PODIATRY PAC,NA,NA,NA,NA
"ARIZONA PODIATRY, PAC",NA,NA,NA,NA
ARIZONA POLICE ASSOCIATION,NA,NA,NA,NA
ARIZONA REPUBLICAN ASSEMBLY,NA,NA,NA,NA
ARIZONA RESTAURANT ASSOC PAC,NA,NA,NA,NA
ARIZONA RESTAURANT ASSOCIATION PAC,NA,NA,NA,NA
ARIZONA ROCK PRODUCTS ASSOCIATION,NA,NA,NA,NA
ARIZONA ROCK PRODUCTS ASSOCIATION POLITICAL ACTION COMMITTEE,NA,NA,NA,NA
ARIZONA SOCIETY OF ANESTHESIOLOGISTS POLITICAL ACTION COMMITTEE,NA,NA,NA,NA
ARIZONA SOCIETY OF CPA'S,NA,NA,NA,NA
ARIZONA STATE FOP LODGE PAC,NA,NA,NA,NA
ARIZONA TECHNOLOGY COUNCIL STATE PAC,NA,NA,NA,NA
ARIZONA TRUCKING ASSOCIATION TRUCKPAC,NA,NA,NA,NA
ARIZONANS FOR HEALTHY LIVING,NA,NA,NA,NA
ARIZONANS FOR STRONGER UNIVERSITIES PAC,NA,NA,NA,NA
ARMOR CORRECTIONAL HEALTH SERVICES INC,NA,NA,NA,NA
ARONOVITZ LAW,NA,NA,NA,NA
ARRIETE LAW PA,NA,NA,NA,NA
ARROW AIR SYSTEMS LLC,NA,NA,NA,NA
"ARTURO GONZALEZ, PC",NA,NA,NA,NA
ASCPA/PAC,NA,NA,NA,NA
ASD MANAGEMENT,NA,NA,NA,NA
ASG CONSULTING GROUP,NA,NA,NA,NA
ASG CONSULTING GROUP LLC,NA,NA,NA,NA
"ASG CONSULTING GROUP, LLC",NA,NA,NA,NA
ASHLEY RUGH TRUST,NA,NA,NA,NA
ASPENLEITER TRUST,NA,NA,NA,NA
ASSN BUILDERS & CONTRACTORS - MID. TN CHAPTER,NA,NA,NA,NA
ASSN GENERAL CONTRACTORS - CHATTANOOGA,NA,NA,NA,NA
ASSOCIAPAC,NA,NA,NA,NA
"ASSOCIATED BUILDERS & CONTRACTORS, INC.",NA,NA,NA,NA
ASSOCIATED BUILDERS AND CONTRACTORS PAC FL EAST COAST CHAPTER,NA,NA,NA,NA
ASSOCIATED GENERAL CONTRACTORS OF TEXAS PAC,NA,NA,NA,NA
ASSOCIATED HIGHWAY PATROLMEN OF AZ PAC (AHPA PAC),NA,NA,NA,NA
ASSOCIATED IDUSTRIES OF FL PAC,NA,NA,NA,NA
ASSOCIATED INDUSTRIES OF FLORIDA PAC,NA,NA,NA,NA
ASSOCIATED INDUSTRIES OF FLORIDA POLITIC,NA,NA,NA,NA
ASSOCIATED INDUSTRIES OF FLORIDA POLITICAL ACTION COMMITTEE,NA,NA,NA,NA
ASSOCIATION OF FLORIDA COMMUNITY DEVELOP,NA,NA,NA,NA
"ASSOCIATIONS, INC. PAC/ASSOCIA PAC",NA,NA,NA,NA
"ASTELLAS PHARMA US, INC",NA,NA,NA,NA
ASURION,NA,NA,NA,NA
"ATAD INVESTMENTS, LTD.",NA,NA,NA,NA
ATATE FARM ASSOCIATES,NA,NA,NA,NA
"ATLANTIC AUTO GLASS, INC",NA,NA,NA,NA
"ATLAS CONSULTANTS, LLC",NA,NA,NA,NA
ATMOS ENERGY CORPORATION PAC,NA,NA,NA,NA
ATMOS ENERGY PAC,NA,NA,NA,NA
AUBREY DR DARRYL C.,NA,NA,NA,NA
AUBREY DR. DARRYL C,NA,NA,NA,NA
AUBREY FAMILY TRUST,NA,NA,NA,NA
AUBUCHON DARRYL,NA,NA,NA,NA
"AUBUCHON HOMES, INC.",NA,NA,NA,NA
"AUSTIN ADAMSON, P.C.",NA,NA,NA,NA
AUSTIN FIREFIGHTERS PAC,NA,NA,NA,NA
AUTO-PAC,NA,NA,NA,NA
AUTOMATED HEALTHCARE SOLUTIONS LLC,NA,NA,NA,NA
AUTOMOTIVE DEALERS ASSOCIATION OF ALABAMA,NA,NA,NA,NA
AVID SIGNS AND GRAPHICS,NA,NA,NA,NA
AVILA RODRIGUEZ ET AL.,NA,NA,NA,NA
AVIP CLUB INC.,NA,NA,NA,NA
AVISTA,NA,NA,NA,NA
AVMED,NA,NA,NA,NA
AVOTE,NA,NA,NA,NA
AWBA,NA,NA,NA,NA
AWEZEC FAMILY TRUST,NA,NA,NA,NA
"AXCESS FINANCIAL SERVICES, INC.",NA,NA,NA,NA
AYERS LP,NA,NA,NA,NA
AYRAA MED RCM LLC,NA,NA,NA,NA
AZ ACRE PAC,NA,NA,NA,NA
AZ ACRE PAC (ACTION COMMITTEE FOR RURAL ELECTRIFICATION),NA,NA,NA,NA
AZ COUNCIL OF HUMAN SERVICE PROVIDERS PAC,NA,NA,NA,NA
AZ DAIRYMEN PAC (ADPAC),NA,NA,NA,NA
AZ DENTAL POLITICAL ACTION COMMITTEE,NA,NA,NA,NA
AZ FRATERNAL ORDER OF POLICE PAC,NA,NA,NA,NA
AZ FREE ENTERPRISE CLUB PAC,NA,NA,NA,NA
AZ MEDICAL ASSN. PAC,NA,NA,NA,NA
AZ MEDICAL PAC (ARMPAC),NA,NA,NA,NA
AZ MULTIHOUSING ASSN PAC,NA,NA,NA,NA
AZ NURSES ASSN PAC,NA,NA,NA,NA
AZ OSTEOPATHIC MEDICAL ASSN PAC,NA,NA,NA,NA
AZ SOCIETY OF CPAS PAC,NA,NA,NA,NA
AZ SOCIETY OF PRACTICING ACCOUNTANTS PAC,NA,NA,NA,NA
AZHHA PAC,NA,NA,NA,NA
"AZHHA PAC, STATE ACCOUNT",NA,NA,NA,NA
AZPAC PT AZ PHYSICAL THERAPY,NA,NA,NA,NA
"B & JS, LTD",NA,NA,NA,NA
"B & M MANAGEMENT COMPANY, LLC",NA,NA,NA,NA
B & R RENTALS,NA,NA,NA,NA
"B.J. PACKAGING, LLC",NA,NA,NA,NA
B.J.N. RANCH,NA,NA,NA,NA
B.R.W. CONTRACTING INC,NA,NA,NA,NA
B&M MANAGEMENT COMPNY LLC,NA,NA,NA,NA
B4 ENTERPRISES INC.,NA,NA,NA,NA
BAGANZ REVOCABLE TRUST,NA,NA,NA,NA
"BAHR'S PROPANE GAS & A/C, INC.",NA,NA,NA,NA
BAILEY LIVING TRUST,NA,NA,NA,NA
BAKER DONELSON TN PAC,NA,NA,NA,NA
BAKKEN FAMILY TRUST,NA,NA,NA,NA
BALCH & BINGHAM,NA,NA,NA,NA
BALDWIN CROSSTOWN ANIMAL CLINIC,NA,NA,NA,NA
BALL VENTURES,NA,NA,NA,NA
BALL VENTURES LLC,NA,NA,NA,NA
BALLARD BUILDERS,NA,NA,NA,NA
BALLARD REAL ESTATE,NA,NA,NA,NA
BANK OF PERRY COUNTY,NA,NA,NA,NA
BAR D CATTLE CO.,NA,NA,NA,NA
