bird_observation_id,record_id,species_common_name,species_scientific_name,species_abbreviation,age,wan_plumage_phase,plumage_phase,sex,count,n_feeding,feeding,n_sitting_on_water,sitting_on_water,n_sitting_on_ice,sitting_on_ice,sitting_on_ship,in_hand,n_flying_past,flying_past,n_accompanying,accompanying,n_following_ship,following_ship,moulting,naturally_feeding
51,1087002,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,NA,NA,NA,NA,3,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,3,TRUE,0,FALSE,0,FALSE,NA,FALSE
52,1087003,Wandering albatross sensu lato IMM,Diomedea antipodensis / exulans IMM,DIOANTEXU IMM,immature,NA,NA,NA,3,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,3,TRUE,NA,FALSE
53,1087003,Royal albatross sensu lato AD,Diomedea epomophora / sanfordi AD,DIOEPOSAN AD,adult,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,2,TRUE,NA,FALSE
54,1087003,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,adult,NA,NA,NA,3,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,3,TRUE,NA,FALSE
55,1087003,White-chinned petrel,Procellaria aequinoctialis,PROAEQ,NA,NA,NA,NA,6,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,6,TRUE,0,FALSE,NA,FALSE
56,1087003,Sooty shearwater,Puffinus griseus,PUFGRI,NA,NA,NA,NA,48,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,48,TRUE,0,FALSE,NA,FALSE
57,1087003,Diving-petrel (unidentified),Pelecanoides sp.,PELSP,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
58,1087004,Wandering albatross sensu lato IMM,Diomedea antipodensis / exulans IMM,DIOANTEXU IMM,immature,NA,NA,NA,3,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,3,TRUE,NA,FALSE
59,1087004,Royal albatross sensu lato AD,Diomedea epomophora / sanfordi AD,DIOEPOSAN AD,adult,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,2,TRUE,NA,FALSE
60,1087004,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,adult,NA,NA,NA,3,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,3,TRUE,NA,FALSE
61,1087005,Wandering albatross sensu lato IMM,Diomedea antipodensis / exulans IMM,DIOANTEXU IMM,immature,NA,NA,NA,3,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,3,TRUE,NA,FALSE
62,1087005,Royal albatross sensu lato AD,Diomedea epomophora / sanfordi AD,DIOEPOSAN AD,adult,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,2,TRUE,NA,FALSE
63,1087005,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,adult,NA,NA,NA,3,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,3,TRUE,NA,FALSE
64,1087006,Wandering albatross sensu lato IMM,Diomedea antipodensis / exulans IMM,DIOANTEXU IMM,immature,NA,NA,NA,3,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,3,TRUE,NA,FALSE
65,1087006,Royal albatross sensu lato AD,Diomedea epomophora / sanfordi AD,DIOEPOSAN AD,adult,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,2,TRUE,NA,FALSE
66,1087006,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,adult,NA,NA,NA,3,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,3,TRUE,NA,FALSE
67,1087007,Diving-petrel (unidentified),Pelecanoides sp.,PELSP,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,2,TRUE,0,FALSE,NA,FALSE
68,1087008,Wandering albatross sensu lato AD,Diomedea antipodensis / exulans AD,DIOANTEXU AD,adult,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,1,TRUE,NA,FALSE
69,1087008,Wandering albatross sensu lato IMM,Diomedea antipodensis / exulans IMM,DIOANTEXU IMM,immature,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,1,TRUE,NA,FALSE
70,1087008,Southern royal albatross AD,Diomedea epomophora AD,DIOEPO AD,adult,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,2,TRUE,NA,FALSE
71,1087008,Southern royal albatross SUBAD,Diomedea epomophora SUBAD,DIOEPO SUBAD,subadult,NA,NA,NA,3,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,3,TRUE,NA,FALSE
72,1087008,Cape petrel,Daption capense,DAPCAP,NA,NA,NA,NA,4,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,4,TRUE,NA,FALSE
73,1087008,Broad-billed prion,Pachyptila vittata,PACVIT,NA,NA,NA,NA,48,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,48,TRUE,0,FALSE,0,FALSE,NA,FALSE
74,1087009,Wandering albatross sensu lato IMM,Diomedea antipodensis / exulans IMM,DIOANTEXU IMM,immature,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,1,TRUE,NA,FALSE
75,1087009,Royal albatross sensu lato IMM,Diomedea epomophora / sanfordi IMM,DIOEPOSAN IMM,immature,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,1,TRUE,NA,FALSE
76,1087009,Fairy prion,Pachyptila turtur,PACTUR,NA,NA,NA,NA,4,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,4,TRUE,0,FALSE,0,FALSE,NA,FALSE
77,1087009,Buller's shearwater,Puffinus bulleri,PUFBUL,NA,NA,NA,NA,4,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,4,TRUE,0,FALSE,0,FALSE,NA,FALSE
78,1087009,Sooty shearwater,Puffinus griseus,PUFGRI,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2,TRUE,0,FALSE,0,FALSE,NA,FALSE
79,1087009,Broad-billed prion,Pachyptila vittata,PACVIT,NA,NA,NA,NA,32,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,32,TRUE,0,FALSE,0,FALSE,NA,FALSE
80,1087010,Wandering albatross sensu lato IMM,Diomedea antipodensis / exulans IMM,DIOANTEXU IMM,immature,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,2,TRUE,NA,FALSE
81,1087010,Buller's shearwater,Puffinus bulleri,PUFBUL,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2,TRUE,0,FALSE,0,FALSE,NA,FALSE
82,1087010,Skua (unidentified),Catharacta / Stercorarius sp.,SKUAUN,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
83,1087011,Wandering albatross sensu lato IMM,Diomedea antipodensis / exulans IMM,DIOANTEXU IMM,immature,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,2,TRUE,NA,FALSE
84,1087011,Cape petrel,Daption capense,DAPCAP,NA,NA,NA,NA,3,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,3,TRUE,NA,FALSE
85,1087011,Buller's shearwater,Puffinus bulleri,PUFBUL,NA,NA,NA,NA,15,NA,FALSE,NA,TRUE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,TRUE,NA,FALSE,NA,FALSE
86,1087011,Sooty shearwater,Puffinus griseus,PUFGRI,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2,TRUE,0,FALSE,0,FALSE,NA,FALSE
87,1087011,Australasian gannet,Morus serrator,MORSER,NA,NA,NA,NA,2,NA,FALSE,NA,TRUE,NA,FALSE,FALSE,FALSE,NA,TRUE,NA,FALSE,NA,FALSE,NA,FALSE
88,1088001,Wandering albatross sensu lato SUBAD,Diomedea antipodensis / exulans SUBAD,DIOANTEXU SUBAD,subadult,NA,NA,NA,6,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,6,TRUE,0,FALSE,NA,FALSE
89,1088001,Black-browed albatross sensu lato SUBAD,Diomedea impavida / melanophrys SUBAD,DIOIMPMEL SUBAD,subadult,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,1,TRUE,0,FALSE,NA,FALSE
90,1088001,Cape petrel,Daption capense,DAPCAP,NA,NA,NA,NA,5,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,5,TRUE,NA,FALSE
91,1088001,Flesh-footed shearwater,Puffinus carneipes,PUFCAR,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
92,1088001,Subantarctic skua,Catharacta antarctica,CATANT,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
93,1088002,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,NA,NA,NA,NA,40,NA,FALSE,NA,TRUE,NA,FALSE,FALSE,FALSE,NA,TRUE,NA,FALSE,NA,FALSE,NA,FALSE
94,1088002,Black-winged petrel,Pterodroma nigripennis,PTENIG,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2,TRUE,0,FALSE,0,FALSE,NA,FALSE
95,1088003,Wandering albatross sensu lato SUBAD,Diomedea antipodensis / exulans SUBAD,DIOANTEXU SUBAD,subadult,NA,NA,NA,7,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,7,TRUE,0,FALSE,NA,FALSE
96,1088003,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,adult,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,1,TRUE,0,FALSE,NA,FALSE
97,1088003,Black-browed albatross sensu lato SUBAD,Diomedea impavida / melanophrys SUBAD,DIOIMPMEL SUBAD,subadult,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,1,TRUE,0,FALSE,NA,FALSE
98,1088003,Cape petrel,Daption capense,DAPCAP,NA,NA,NA,NA,3,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,3,TRUE,0,FALSE,NA,FALSE
99,1088003,Pomarine skua,Stercorarius pomarinus,STEPOM,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,2,TRUE,0,FALSE,NA,FALSE
100,1088004,Wandering albatross sensu lato AD,Diomedea antipodensis / exulans AD,DIOANTEXU AD,adult,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,1,TRUE,0,FALSE,NA,FALSE
101,1088004,Wandering albatross sensu lato SUBAD,Diomedea antipodensis / exulans SUBAD,DIOANTEXU SUBAD,subadult,NA,NA,NA,5,NA,TRUE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,TRUE,NA,FALSE,NA,NA
102,1088004,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,adult,NA,NA,NA,5,NA,TRUE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,TRUE,NA,FALSE,NA,NA
103,1088004,Giant petrel sensu lato,Macronectes sp.,MACSP,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,1,TRUE,0,FALSE,NA,FALSE
104,1088004,Cape petrel,Daption capense,DAPCAP,NA,NA,NA,NA,4,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,4,TRUE,0,FALSE,NA,FALSE
105,1088004,Shearwater (unidentified),Puffinus sp.,PUFSP,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2,TRUE,0,FALSE,0,FALSE,NA,FALSE
106,1088005,Wandering albatross sensu lato SUBAD,Diomedea antipodensis / exulans SUBAD,DIOANTEXU SUBAD,subadult,NA,NA,NA,4,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,4,TRUE,0,FALSE,NA,FALSE
107,1088005,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,adult,NA,NA,NA,7,NA,FALSE,NA,TRUE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,TRUE,NA,FALSE,NA,FALSE
108,1088005,Black-browed albatross sensu lato SUBAD,Diomedea impavida / melanophrys SUBAD,DIOIMPMEL SUBAD,subadult,NA,NA,NA,5,NA,FALSE,NA,TRUE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,TRUE,NA,FALSE,NA,FALSE
109,1088005,Cape petrel,Daption capense,DAPCAP,NA,NA,NA,NA,3,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,3,TRUE,0,FALSE,NA,FALSE
110,1088005,Sooty shearwater,Puffinus griseus,PUFGRI,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
111,1088006,Wandering albatross sensu lato SUBAD,Diomedea antipodensis / exulans SUBAD,DIOANTEXU SUBAD,subadult,NA,NA,NA,4,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,4,TRUE,0,FALSE,NA,FALSE
112,1088006,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,adult,NA,NA,NA,5,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,5,TRUE,0,FALSE,NA,FALSE
113,1088006,Black-browed albatross sensu lato SUBAD,Diomedea impavida / melanophrys SUBAD,DIOIMPMEL SUBAD,subadult,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,1,TRUE,0,FALSE,NA,FALSE
114,1088006,Giant petrel sensu lato,Macronectes sp.,MACSP,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,1,TRUE,0,FALSE,NA,FALSE
115,1088006,Cape petrel,Daption capense,DAPCAP,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,2,TRUE,0,FALSE,NA,FALSE
116,1088007,Wandering albatross sensu lato SUBAD,Diomedea antipodensis / exulans SUBAD,DIOANTEXU SUBAD,subadult,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,1088007,Cape petrel,Daption capense,DAPCAP,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,1088007,Sooty shearwater,Puffinus griseus,PUFGRI,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,1088008,Wandering albatross sensu lato SUBAD,Diomedea antipodensis / exulans SUBAD,DIOANTEXU SUBAD,subadult,NA,NA,NA,6,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,6,TRUE,0,FALSE,NA,FALSE
