date,race,site,source,marble_name,team_name,time_s,pole,points,track_length_m,number_laps,avg_time_lap,host,notes
1-Mar-20,S1R3,Momotorway,https://youtu.be/bu45pUdfp60?t=472,Momo,Team Momo,351.36,NA,0,12.05,13,27.03,Yes,NA
7-Mar-20,S1Q4,Hivedrive,https://youtu.be/HfXUW0N2PPA?t=376,Snowflake,Snowballs,23.99,P1,NA,13.2,1,23.99,No,NA
7-Mar-20,S1Q4,Hivedrive,https://youtu.be/HfXUW0N2PPA?t=376,Orangin,O'rangers,24.23,P2,NA,13.2,1,24.23,No,NA
7-Mar-20,S1Q4,Hivedrive,https://youtu.be/HfXUW0N2PPA?t=376,Yellup,Mellow Yellow,25.48,P3,NA,13.2,1,25.48,No,NA
7-Mar-20,S1Q4,Hivedrive,https://youtu.be/HfXUW0N2PPA?t=376,Wospy,Midnight Wisps,25.8,P4,NA,13.2,1,25.8,No,NA
7-Mar-20,S1Q4,Hivedrive,https://youtu.be/HfXUW0N2PPA?t=376,Smoggy,Hazers,26.01,P5,NA,13.2,1,26.01,No,NA
7-Mar-20,S1Q4,Hivedrive,https://youtu.be/HfXUW0N2PPA?t=376,Rezzy,Raspberry Racers,26.03,P6,NA,13.2,1,26.03,No,NA
7-Mar-20,S1Q4,Hivedrive,https://youtu.be/HfXUW0N2PPA?t=376,Rapidly,Savage Speeders,26.07,P7,NA,13.2,1,26.07,No,NA
7-Mar-20,S1Q4,Hivedrive,https://youtu.be/HfXUW0N2PPA?t=376,Bolt,Thunderbolts,26.31,P8,NA,13.2,1,26.31,No,NA
7-Mar-20,S1Q4,Hivedrive,https://youtu.be/HfXUW0N2PPA?t=376,Pulsar,Team Galactic,27.31,P9,NA,13.2,1,27.31,No,NA
7-Mar-20,S1Q4,Hivedrive,https://youtu.be/HfXUW0N2PPA?t=376,Limelime,Limers,27.32,P10,NA,13.2,1,27.32,No,NA
7-Mar-20,S1Q4,Hivedrive,https://youtu.be/HfXUW0N2PPA?t=376,Billy,Green Ducks,27.54,P11,NA,13.2,1,27.54,No,NA
7-Mar-20,S1Q4,Hivedrive,https://youtu.be/HfXUW0N2PPA?t=376,Mary,Team Primary,27.8,P12,NA,13.2,1,27.8,No,NA
7-Mar-20,S1Q4,Hivedrive,https://youtu.be/HfXUW0N2PPA?t=376,Hive,Hornets,28,P13,NA,13.2,1,28,Yes,NA
7-Mar-20,S1Q4,Hivedrive,https://youtu.be/HfXUW0N2PPA?t=376,Anarchy,Balls of Chaos,29.01,P14,NA,13.2,1,29.01,No,NA
7-Mar-20,S1Q4,Hivedrive,https://youtu.be/HfXUW0N2PPA?t=376,Rojo Dos,Rojo Rollers,29.65,P15,NA,13.2,1,29.65,No,NA
7-Mar-20,S1Q4,Hivedrive,https://youtu.be/HfXUW0N2PPA?t=376,Mimo,Team Momo,29.97,P16,NA,13.2,1,29.97,No,NA
8-Mar-20,S1R4,Hivedrive,https://youtu.be/QSNt3hW6f7g?t=451,Pulsar,Team Galactic,333.27,NA,25,13.2,11,30.3,No,NA
8-Mar-20,S1R4,Hivedrive,https://youtu.be/QSNt3hW6f7g?t=451,Rapidly,Savage Speeders,334.07,NA,18,13.2,11,30.37,No,NA
8-Mar-20,S1R4,Hivedrive,https://youtu.be/QSNt3hW6f7g?t=451,Wospy,Midnight Wisps,334.44,NA,15,13.2,11,30.4,No,NA
8-Mar-20,S1R4,Hivedrive,https://youtu.be/QSNt3hW6f7g?t=451,Smoggy,Hazers,335.09,NA,13,13.2,11,30.46,No,NA
8-Mar-20,S1R4,Hivedrive,https://youtu.be/QSNt3hW6f7g?t=451,Yellup,Mellow Yellow,335.23,NA,10,13.2,11,30.48,No,NA
8-Mar-20,S1R4,Hivedrive,https://youtu.be/QSNt3hW6f7g?t=451,Rezzy,Raspberry Racers,336.72,NA,8,13.2,11,30.61,No,NA
8-Mar-20,S1R4,Hivedrive,https://youtu.be/QSNt3hW6f7g?t=451,Hive,Hornets,338.23,NA,6,13.2,11,30.75,Yes,NA
8-Mar-20,S1R4,Hivedrive,https://youtu.be/QSNt3hW6f7g?t=451,Orangin,O'rangers,338.26,NA,4,13.2,11,30.75,No,NA
8-Mar-20,S1R4,Hivedrive,https://youtu.be/QSNt3hW6f7g?t=451,Mimo,Team Momo,339.78,NA,2,13.2,11,30.89,No,NA
8-Mar-20,S1R4,Hivedrive,https://youtu.be/QSNt3hW6f7g?t=451,Rojo Dos,Rojo Rollers,341.49,NA,1,13.2,11,31.04,No,NA
8-Mar-20,S1R4,Hivedrive,https://youtu.be/QSNt3hW6f7g?t=451,Limelime,Limers,342.11,NA,0,13.2,11,31.1,No,NA
8-Mar-20,S1R4,Hivedrive,https://youtu.be/QSNt3hW6f7g?t=451,Bolt,Thunderbolts,343.33,NA,0,13.2,11,31.21,No,NA
8-Mar-20,S1R4,Hivedrive,https://youtu.be/QSNt3hW6f7g?t=451,Billy,Green Ducks,343.47,NA,0,13.2,11,31.22,No,NA
8-Mar-20,S1R4,Hivedrive,https://youtu.be/QSNt3hW6f7g?t=451,Snowflake,Snowballs,344.21,NA,0,13.2,11,31.29,No,NA
8-Mar-20,S1R4,Hivedrive,https://youtu.be/QSNt3hW6f7g?t=451,Anarchy,Balls of Chaos,345.76,NA,0,13.2,11,31.43,No,NA
8-Mar-20,S1R4,Hivedrive,https://youtu.be/QSNt3hW6f7g?t=451,Mary,Team Primary,NA,NA,0,13.2,11,NA,No,NA
14-Mar-20,S1Q5,Greenstone,https://youtu.be/9PiP_Z698x8?t=477,Yellup,Mellow Yellow,33.61,P1,NA,14.55,1,33.61,No,NA
14-Mar-20,S1Q5,Greenstone,https://youtu.be/9PiP_Z698x8?t=477,Orangin,O'rangers,33.76,P2,NA,14.55,1,33.76,No,NA
14-Mar-20,S1Q5,Greenstone,https://youtu.be/9PiP_Z698x8?t=477,Bolt,Thunderbolts,34.09,P3,NA,14.55,1,34.09,No,NA
14-Mar-20,S1Q5,Greenstone,https://youtu.be/9PiP_Z698x8?t=477,Momo,Team Momo,34.2,P4,NA,14.55,1,34.2,No,NA
14-Mar-20,S1Q5,Greenstone,https://youtu.be/9PiP_Z698x8?t=477,Hazy,Hazers,34.63,P5,NA,14.55,1,34.63,No,NA
14-Mar-20,S1Q5,Greenstone,https://youtu.be/9PiP_Z698x8?t=477,Wospy,Midnight Wisps,34.76,P6,NA,14.55,1,34.76,No,NA
14-Mar-20,S1Q5,Greenstone,https://youtu.be/9PiP_Z698x8?t=477,Mallard,Green Ducks,35.31,P7,NA,14.55,1,35.31,Yes,NA
14-Mar-20,S1Q5,Greenstone,https://youtu.be/9PiP_Z698x8?t=477,Rojo Uno,Rojo Rollers,35.35,P8,NA,14.55,1,35.35,No,NA
14-Mar-20,S1Q5,Greenstone,https://youtu.be/9PiP_Z698x8?t=477,Hive,Hornets,35.43,P9,NA,14.55,1,35.43,No,NA
14-Mar-20,S1Q5,Greenstone,https://youtu.be/9PiP_Z698x8?t=477,Snowflake,Snowballs,35.59,P10,NA,14.55,1,35.59,No,NA
14-Mar-20,S1Q5,Greenstone,https://youtu.be/9PiP_Z698x8?t=477,Rapidly,Savage Speeders,35.69,P11,NA,14.55,1,35.69,No,NA
14-Mar-20,S1Q5,Greenstone,https://youtu.be/9PiP_Z698x8?t=477,Rezzy,Raspberry Racers,35.71,P12,NA,14.55,1,35.71,No,NA
14-Mar-20,S1Q5,Greenstone,https://youtu.be/9PiP_Z698x8?t=477,Limelime,Limers,35.81,P13,NA,14.55,1,35.81,No,NA
14-Mar-20,S1Q5,Greenstone,https://youtu.be/9PiP_Z698x8?t=477,Starry,Team Galactic,36.15,P14,NA,14.55,1,36.15,No,NA
14-Mar-20,S1Q5,Greenstone,https://youtu.be/9PiP_Z698x8?t=477,Clutter,Balls of Chaos,36.28,P15,NA,14.55,1,36.28,No,NA
14-Mar-20,S1Q5,Greenstone,https://youtu.be/9PiP_Z698x8?t=477,Mary,Team Primary,39.49,P16,NA,14.55,1,39.49,No,NA
15-Mar-20,S1R5,Greenstone,https://youtu.be/kBWTFr3bNXQ?t=481,Orangin,O'rangers,360.16,NA,25,14.55,9,40.02,No,NA
15-Mar-20,S1R5,Greenstone,https://youtu.be/kBWTFr3bNXQ?t=481,Bolt,Thunderbolts,362.11,NA,19,14.55,9,40.23,No,NA
15-Mar-20,S1R5,Greenstone,https://youtu.be/kBWTFr3bNXQ?t=481,Yellup,Mellow Yellow,363.1,NA,15,14.55,9,40.34,No,NA
15-Mar-20,S1R5,Greenstone,https://youtu.be/kBWTFr3bNXQ?t=481,Limelime,Limers,364.35,NA,12,14.55,9,40.48,No,NA
15-Mar-20,S1R5,Greenstone,https://youtu.be/kBWTFr3bNXQ?t=481,Rojo Uno,Rojo Rollers,365.21,NA,10,14.55,9,40.58,No,NA
15-Mar-20,S1R5,Greenstone,https://youtu.be/kBWTFr3bNXQ?t=481,Momo,Team Momo,365.32,NA,8,14.55,9,40.59,No,NA
15-Mar-20,S1R5,Greenstone,https://youtu.be/kBWTFr3bNXQ?t=481,Wospy,Midnight Wisps,365.74,NA,6,14.55,9,40.64,No,NA
15-Mar-20,S1R5,Greenstone,https://youtu.be/kBWTFr3bNXQ?t=481,Starry,Team Galactic,366.7,NA,4,14.55,9,40.74,No,NA
15-Mar-20,S1R5,Greenstone,https://youtu.be/kBWTFr3bNXQ?t=481,Mallard,Green Ducks,366.72,NA,2,14.55,9,40.75,Yes,NA
15-Mar-20,S1R5,Greenstone,https://youtu.be/kBWTFr3bNXQ?t=481,Rezzy,Raspberry Racers,366.81,NA,1,14.55,9,40.76,No,NA
15-Mar-20,S1R5,Greenstone,https://youtu.be/kBWTFr3bNXQ?t=481,Hazy,Hazers,366.88,NA,0,14.55,9,40.76,No,NA
15-Mar-20,S1R5,Greenstone,https://youtu.be/kBWTFr3bNXQ?t=481,Clutter,Balls of Chaos,368.05,NA,0,14.55,9,40.89,No,NA
15-Mar-20,S1R5,Greenstone,https://youtu.be/kBWTFr3bNXQ?t=481,Snowflake,Snowballs,369.62,NA,0,14.55,9,41.07,No,NA
15-Mar-20,S1R5,Greenstone,https://youtu.be/kBWTFr3bNXQ?t=481,Hive,Hornets,371.16,NA,0,14.55,9,41.24,No,NA
15-Mar-20,S1R5,Greenstone,https://youtu.be/kBWTFr3bNXQ?t=481,Rapidly,Savage Speeders,372.86,NA,0,14.55,9,41.43,No,NA
15-Mar-20,S1R5,Greenstone,https://youtu.be/kBWTFr3bNXQ?t=481,Mary,Team Primary,374.61,NA,0,14.55,9,41.62,No,NA
21-Mar-20,S1Q6,Short Circuit,https://youtu.be/7cflXx9NsN0?t=319,Prim,Team Primary,17.76,P1,NA,11.9,1,17.76,No,NA
21-Mar-20,S1Q6,Short Circuit,https://youtu.be/7cflXx9NsN0?t=319,Speedy,Savage Speeders,17.85,P2,NA,11.9,1,17.85,No,NA
21-Mar-20,S1Q6,Short Circuit,https://youtu.be/7cflXx9NsN0?t=319,Yellow,Mellow Yellow,17.91,P3,NA,11.9,1,17.91,No,NA
21-Mar-20,S1Q6,Short Circuit,https://youtu.be/7cflXx9NsN0?t=319,Mimo,Team Momo,18.11,P4,NA,11.9,1,18.11,No,NA
21-Mar-20,S1Q6,Short Circuit,https://youtu.be/7cflXx9NsN0?t=319,Smoggy,Hazers,18.31,P5,NA,11.9,1,18.31,No,NA
21-Mar-20,S1Q6,Short Circuit,https://youtu.be/7cflXx9NsN0?t=319,Rojo Dos,Rojo Rollers,18.42,P6,NA,11.9,1,18.42,No,NA
21-Mar-20,S1Q6,Short Circuit,https://youtu.be/7cflXx9NsN0?t=319,Vespa,Hornets,18.86,P7,NA,11.9,1,18.86,No,NA
21-Mar-20,S1Q6,Short Circuit,https://youtu.be/7cflXx9NsN0?t=319,Shock,Thunderbolts,19.16,P8,NA,11.9,1,19.16,Yes,NA
21-Mar-20,S1Q6,Short Circuit,https://youtu.be/7cflXx9NsN0?t=319,Sublime,Limers,19.28,P9,NA,11.9,1,19.28,No,NA
21-Mar-20,S1Q6,Short Circuit,https://youtu.be/7cflXx9NsN0?t=319,Anarchy,Balls of Chaos,19.31,P10,NA,11.9,1,19.31,No,NA
21-Mar-20,S1Q6,Short Circuit,https://youtu.be/7cflXx9NsN0?t=319,Wispy,Midnight Wisps,19.31,P11,NA,11.9,1,19.31,No,NA
21-Mar-20,S1Q6,Short Circuit,https://youtu.be/7cflXx9NsN0?t=319,Snowy,Snowballs,19.37,P12,NA,11.9,1,19.37,No,NA
