version,season,name,item_number,item_detailed,item
US,1,Wayne Russell,9,knife,Knife
US,1,Wayne Russell,10,Leatherman multi tool,Multitool
US,1,Joe Robinet,1,12x 12 tarp,Tarp
US,1,Joe Robinet,2,550 paracord – 20m,Paracord
US,1,Joe Robinet,3,Axe,Axe
US,1,Joe Robinet,4,Sleeping bag,Sleeping bag
US,1,Joe Robinet,5,Large 2-quart pot,Pot
US,1,Joe Robinet,6,Ferro rod,Ferro rod
US,1,Joe Robinet,7,300 yards of single filament line with 25 assorted hooks,Fishing gear
US,1,Joe Robinet,8,Small gauge gill net,Gillnet
US,1,Joe Robinet,9,Extra emergency rations,Rations
US,1,Joe Robinet,10,Large knife,Knife
US,1,Chris Weatherman,1,Saw,Saw
US,1,Chris Weatherman,2,Axe,Axe
US,1,Chris Weatherman,3,Sleeping bag,Sleeping bag
US,1,Chris Weatherman,4,Ferro rod,Ferro rod
US,1,Chris Weatherman,5,Large 2 quart pot,Pot
US,1,Chris Weatherman,6,Water bottle canteen,Canteen
US,1,Chris Weatherman,7,300 yards of single filament fishing line with 25 assorted hooks,Fishing gear
US,1,Chris Weatherman,8,Bow and 6 arrows,Bow and arrows
US,1,Chris Weatherman,9,Knife,Knife
US,1,Chris Weatherman,10,Sharpening stone,Sharpening stone
US,1,Josh Chavez,1,12×12 ground sheet,Ground sheet
US,1,Josh Chavez,2,550 paracord – 20m,Paracord
US,1,Josh Chavez,3,Saw,Saw
US,1,Josh Chavez,4,Axe,Axe
US,1,Josh Chavez,5,Sleeping bag,Sleeping bag
US,1,Josh Chavez,6,Bivi bag (gortex sleeping bag cover),Sleeping bag
US,1,Josh Chavez,7,Large 2-quart pot,Pot
US,1,Josh Chavez,8,Ferro rod,Ferro rod
US,1,Josh Chavez,9,300 yards of single filament line with 25 assorted hooks,Fishing gear
US,1,Josh Chavez,10,Bow and 6 arrows,Bow and arrows
US,1,Sam Larson,1,12×12 ground sheet tarp,Tarp
US,1,Sam Larson,2,Axe,Axe
US,1,Sam Larson,3,Sleeping bag,Sleeping bag
US,1,Sam Larson,4,Large 2-quart pot,Pot
US,1,Sam Larson,5,Ferro rod,Ferro rod
US,1,Sam Larson,6,300 yards of single filament line with 25 assorted hooks,Fishing gear
US,1,Sam Larson,7,Bow and 6 arrows,Bow and arrows
US,1,Sam Larson,8,Slingshot,Slingshot
US,1,Sam Larson,9,Extra emergency rations,Rations
US,1,Sam Larson,10,Knife,Knife
US,2,David McIntyre,1,Stainless steel knife,Knife
US,2,David McIntyre,2,Ferro rod,Ferro rod
US,2,David McIntyre,3,2 quart pot,Pot
US,2,David McIntyre,4,"270 yards of 50 lb test fishing line, 30 yards of 100 lb test line, 25 circle hooks",Fishing gear
US,2,David McIntyre,5,Straight-blade folding saw,Saw
US,2,David McIntyre,6,2 lb axe,Axe
US,2,David McIntyre,7,0° rated sleeping bag,Sleeping bag
US,2,David McIntyre,8,Bivy bag with US Army-issue Gore-Tex cover,Bivy bag
US,2,David McIntyre,9,Gill net,Gillnet
US,2,David McIntyre,10,Emergency rations,Rations
US,2,Jose Martinez Amoedo,1,Bushcraft knife,Knife
US,2,Jose Martinez Amoedo,2,Ferro rod,Ferro rod
US,2,Jose Martinez Amoedo,3,2 quart cast iron pot with lid,Pot
US,2,Jose Martinez Amoedo,4,300 yards of fishing lines and 25 assorted hooks,Fishing gear
US,2,Jose Martinez Amoedo,5,1-piece handsaw,Saw
US,2,Jose Martinez Amoedo,6,Axe,Axe
US,2,Jose Martinez Amoedo,7,Canvas and flannel sleeping bag,Sleeping bag
US,2,Jose Martinez Amoedo,8,Gill net,Gillnet
US,2,Jose Martinez Amoedo,9,Woodworking multi-tool,Multitool
US,2,Jose Martinez Amoedo,10,Emergency rations,Rations
US,2,Justin Vititoe,1,Multi-tool with 17 different tools,Multitool
US,2,Justin Vititoe,2,Ferro rod,Ferro rod
US,2,Justin Vititoe,3,5 quart pan,Frying pan
US,2,Justin Vititoe,4,10 meters of 8mm climbing rope,Rope
US,2,Justin Vititoe,5,1-piece handsaw,Saw
US,2,Justin Vititoe,6,Axe,Axe
US,2,Justin Vititoe,7,Down sleeping bag with sleeves,Sleeping bag
US,2,Justin Vititoe,8,Nylon netted hammock,Hammock
US,2,Justin Vititoe,9,Emergency rations,Rations
US,2,Justin Vititoe,10,Emergency rations,Rations
US,2,Mike Lowe,1,Full Tang hunting knife,Knife
US,2,Mike Lowe,2,Ferro rod,Ferro rod
US,2,Mike Lowe,3,2 quart pot with lid,Pot
US,2,Mike Lowe,4,300 yards of 50 lb test fishing line and 25 assorted hooks,Fishing gear
US,2,Mike Lowe,5,Curved blade saw,Saw
US,2,Mike Lowe,6,2.5 lb hickory handled axe,Axe
US,2,Mike Lowe,7,0° rated sleeping bag,Sleeping bag
US,2,Mike Lowe,8,Gill net,Gillnet
US,2,Mike Lowe,9,Emergency rations,Rations
US,2,Mike Lowe,10,Emergency rations,Rations
US,2,Tracy Wilson,1,Hunting knife,Knife
US,2,Tracy Wilson,2,Ferro rod,Ferro rod
US,2,Tracy Wilson,3,2 quart pot,Pot
US,2,Tracy Wilson,4,"200 yards of 40 lb test fishing line, 100 yards of 20 lb test line and 25 hooks",Fishing gear
US,2,Tracy Wilson,5,Collapsible saw,Saw
US,2,Tracy Wilson,6,3 lb axe,Axe
US,2,Tracy Wilson,7,-40° rated sleeping bag,Sleeping bag
US,2,Tracy Wilson,8,Gill net,Gillnet
US,2,Tracy Wilson,9,Emergency rations,Rations
US,2,Tracy Wilson,10,Emergency rations,Rations
US,2,Mary Kate Green,1,Bushcraft knife,Knife
US,2,Mary Kate Green,2,Ferro rod,Ferro rod
US,2,Mary Kate Green,3,2 quart cast iron pot,Pot
US,2,Mary Kate Green,4,300 yards of fishing line and 25 hooks,Fishing gear
US,2,Mary Kate Green,5,Bow saw,Saw
US,2,Mary Kate Green,6,26-inch axe,Axe
US,2,Mary Kate Green,7,0° Rated sleeping bag,Sleeping bag
US,2,Mary Kate Green,8,Gill net,Gillnet
US,2,Mary Kate Green,9,12 foot x 12 foot tarp,Tarp
US,2,Mary Kate Green,10,Emergency rations,Rations
US,2,Desmond White,1,Full Tang knife,Knife
US,2,Desmond White,2,Ferro rod,Ferro rod
US,2,Desmond White,3,2 quart pot with lid,Pot
US,2,Desmond White,4,300 yards of 40 lb test fishing lines and 25 assorted hooks,Fishing gear
US,2,Desmond White,5,Folding saw,Saw
US,2,Desmond White,6,Axe,Axe
US,2,Desmond White,7,-10° rated sleeping bag,Sleeping bag
US,2,Desmond White,8,Bivy bag with Gore-Tex cover,Bivy bag
US,2,Desmond White,9,Gill net,Gillnet
US,2,Desmond White,10,Emergency rations,Rations
US,2,Larry Roberts,1,Bushcraft knife,Knife
US,2,Larry Roberts,2,Ferro rod,Ferro rod
US,2,Larry Roberts,3,2-quart pot with lid,Pot
US,2,Larry Roberts,4,300 yards of fishing lines and 25 assorted hooks,Fishing gear
US,2,Larry Roberts,5,Collapsible saw,Saw
US,2,Larry Roberts,6,Axe,Axe
US,2,Larry Roberts,7,-20° rated sleeping bag,Sleeping bag
US,2,Larry Roberts,8,Gill net,Gillnet
US,2,Larry Roberts,9,Paracord,Paracord
US,2,Larry Roberts,10,Emergency rations,Rations
US,2,Nicole Apelian,1,Full Tang curved carbon steel knife with maple handle,Knife
US,2,Nicole Apelian,2,Ferro rod,Ferro rod
US,2,Nicole Apelian,3,16-inch stainless steel pan,Frying pan
US,2,Nicole Apelian,4,"200 yards of 30 lb test fishing line, 100 yards of 80 lb test fishing lines and hooks",Fishing gear
US,2,Nicole Apelian,5,Folding saw,Saw
US,2,Nicole Apelian,6,23-inch splitting axe,Axe
US,2,Nicole Apelian,7,-30° rated sleeping bag,Sleeping bag
US,2,Nicole Apelian,8,Gill net,Gillnet
US,2,Nicole Apelian,9,Emergency rations,Rations
US,2,Nicole Apelian,10,Emergency rations,Rations
US,2,Randy Champagne,1,Full Tang stainless steel knife,Knife
US,2,Randy Champagne,2,Ferro rod,Ferro rod
US,2,Randy Champagne,3,2 quart pot,Pot
US,2,Randy Champagne,4,Fishing lines and 25 assorted hooks,Fishing gear
US,2,Randy Champagne,5,Crosscut carpenter saw,Saw
US,2,Randy Champagne,6,Axe,Axe
US,2,Randy Champagne,7,-20° rated sleeping bag,Sleeping bag
US,2,Randy Champagne,8,Gill net,Gillnet
US,2,Randy Champagne,9,"Handmade bow and 6 arrows (4 broad heads, 2 field points)",Bow and arrows
US,2,Randy Champagne,10,Wire,Wire
US,3,Zachary Fowler,1,Shovel: Spetznas (Russian Special Forces) model w/ sharpened edge,Sharpening stone
US,3,Zachary Fowler,2,Sleeping Bag: -20°,Sleeping bag
US,3,Zachary Fowler,3,Axe: felling axe,Axe
US,3,Zachary Fowler,4,Pot: 2 quarts w/ handle,Pot
US,3,Zachary Fowler,5,Ferro Rod,Ferro rod
US,3,Zachary Fowler,6,"Slingshot: custom-made, 2 elastic bands, 30 pieces of ammo",Slingshot
US,3,Zachary Fowler,7,Fishing Line & Hooks: 25 hooks; 20 lb test & 50 lb test,Fishing gear
US,3,Zachary Fowler,8,Paracord,Paracord
US,3,Zachary Fowler,9,Saw: crosscut saw,Saw
US,3,Zachary Fowler,10,"Multitool: pliers, guthook, screwdriver, blade, spoon gauge, file, scissors, sewing awl",Multitool
US,3,Megan Hanacek,1,"Sleeping Bag: -14°, synthetic",Sleeping bag
US,3,Megan Hanacek,2,Bivvy Bag,Bivy bag
US,3,Megan Hanacek,3,"Axe: 31-inch, 4.5 lb head",Axe
US,3,Megan Hanacek,4,"Knife: W2 bowie knife, 10-inch blade",Knife
US,3,Megan Hanacek,5,Pot: 2 quarts w/ handle,Pot
US,3,Megan Hanacek,6,Gillnet,Gillnet
US,3,Megan Hanacek,7,Fishing Line & Hooks: 25 hooks; 2 different weight tests,Fishing gear
US,3,Megan Hanacek,8,Paracord – ½ light and ½ dark,Paracord
US,3,Megan Hanacek,9,Ferro Rod,Ferro rod
US,3,Megan Hanacek,10,Ration,Rations
US,3,Callie North,1,"Knife: handmade, 1095 carbon steel, bone handle, with silver & abalone inlay",Knife
US,3,Callie North,2,Ferro rod,Ferro rod
US,3,Callie North,3,"Sleeping Bag: -40°, dry down",Sleeping bag
US,3,Callie North,4,Pot: 2 quart w/ handle,Pot
US,3,Callie North,5,"Fishing Line & Hooks: 25 hooks, 10 lb & 40 lb test",Fishing gear
US,3,Callie North,6,Paracord: 40 meters,Paracord
US,3,Callie North,7,"Tarp: heavy-duty, handsewn, 40 mil, military-grade",Tarp
US,3,Callie North,8,Saw: folding long-handled pruning saw,Saw
US,3,Callie North,9,Rations,Rations
US,3,Callie North,10,Rations,Rations
US,3,Greg Ovens,1,"Knife: high carbon steel archer knife, giraffe bone handle",Knife
US,3,Greg Ovens,2,Paracord,Paracord
US,3,Greg Ovens,3,Pot: 2 quart stainless steel w/ handle,Pot
US,3,Greg Ovens,4,"Fishing Line & Hooks: 25 assorted hooks, 60 lb test & 15 lb test",Fishing gear
US,3,Greg Ovens,5,"Bow & Arrows: laminated maple recurve, 62 inch, 55 lb pull; quiver w/ 6 carbon arrows w/ broadhead tips",Bow and arrows
US,3,Greg Ovens,6,Axe: 60 year old German steel axe,Axe
US,3,Greg Ovens,7,Saw: 60-70 year old crosscut saw,Saw
US,3,Greg Ovens,8,"Sleeping bag: -40°, down-filled, waterproof",Sleeping bag
US,3,Greg Ovens,9,Ferro Rod,Ferro rod
US,3,Greg Ovens,10,Rations,Rations
US,3,Dan Wowak,1,Axe: full-size felling axe,Axe
US,3,Dan Wowak,2,Knife: high carbon steel,Knife
US,3,Dan Wowak,3,Saw: 30-inch bow saw,Saw
US,3,Dan Wowak,4,"Sleeping Bag: -20°, synthetic",Sleeping bag
US,3,Dan Wowak,5,Hammock,Hammock
US,3,Dan Wowak,6,Paracord,Paracord
US,3,Dan Wowak,7,Pot: 2 quart bush pot w/ handle,Pot
US,3,Dan Wowak,8,Ferro Rod,Ferro rod
US,3,Dan Wowak,9,Fishing Line & Hooks: 25 hooks; 20 lb test & 8 lb test,Fishing gear
US,3,Dan Wowak,10,Rations,Rations
US,3,Zachary Gault,1,Sleeping Bag: -40°,Sleeping bag
US,3,Zachary Gault,2,Pot: “13 cm billycan”,Pot
US,3,Zachary Gault,3,Fishing Line & Hooks: 25 hooks; 80 lb test & 20 lb test,Fishing gear
US,3,Zachary Gault,4,Sharpening Stone: 2 sided: coarse diamond & smooth ceramic,Sharpening stone
US,3,Zachary Gault,5,Ferro Rod,Ferro rod
US,3,Zachary Gault,6,Saw: small folding handsaw,Saw
US,3,Zachary Gault,7,Paracord: 40 meters,Paracord
US,3,Zachary Gault,8,Axe: 25-inch w/ 2lb head,Axe
US,3,Zachary Gault,9,Knife: full tang,Knife
US,3,Zachary Gault,10,Rations,Rations
US,3,Jim Shields,1,"Sleeping Bag: -20°, synthetic",Sleeping bag
US,3,Jim Shields,2,Axe: Scandinavian forest axe,Axe
US,3,Jim Shields,3,Saw: bow saw,Saw
US,3,Jim Shields,4,Knife: 5-inch carbon steel bush knife,Knife
US,3,Jim Shields,5,Ferro Rod,Ferro rod
US,3,Jim Shields,6,Paracord: 40 meters,Paracord
US,3,Jim Shields,7,Pot: 2 quart bush pot w/ handle,Pot
US,3,Jim Shields,8,"Fishing Line & Hooks: 25 hooks, 300 yards of fishing line",Fishing gear
US,3,Jim Shields,9,Rations,Rations
US,3,Jim Shields,10,Rations,Rations
US,3,Carleigh Fairchild,1,Paracord,Paracord
US,3,Carleigh Fairchild,2,Saw,Saw
US,3,Carleigh Fairchild,3,Sleeping bag,Sleeping bag
US,3,Carleigh Fairchild,4,Pot,Pot
US,3,Carleigh Fairchild,5,Ferro rod,Ferro rod
US,3,Carleigh Fairchild,6,Canteen,Canteen
US,3,Carleigh Fairchild,7,Fishing line and hooks,Fishing gear
US,3,Carleigh Fairchild,8,Bow and arrows,Bow and arrows
US,3,Carleigh Fairchild,9,Knife,Knife
US,3,Carleigh Fairchild,10,Food ration,Rations
US,3,Dave Nessia,1,Axe,Axe
US,3,Dave Nessia,2,Sleeping bag,Sleeping bag
US,3,Dave Nessia,3,Pot,Pot
US,3,Dave Nessia,4,Ferro rod,Ferro rod
US,3,Dave Nessia,5,Fishing line and hooks,Fishing gear
US,3,Dave Nessia,6,Bow and arrows,Bow and arrows
US,3,Dave Nessia,7,Gill net,Gillnet
US,3,Dave Nessia,8,Trapping wire,Trapping wire
US,3,Dave Nessia,9,Knife,Knife
US,3,Dave Nessia,10,Food ration,Rations
US,3,Britt Ahart,1,Knife,Knife
US,3,Britt Ahart,2,Multitool,Multitool
US,3,Britt Ahart,3,Paracord,Paracord
US,3,Britt Ahart,4,Fishing line and hooks,Fishing gear
US,3,Britt Ahart,5,Pot,Pot
US,3,Britt Ahart,6,Ferro Rod,Ferro rod
US,3,Britt Ahart,7,Sleeping Bag,Sleeping bag
US,3,Britt Ahart,8,Bow and arrows,Bow and arrows
US,3,Britt Ahart,9,Folding saw,Saw
US,3,Britt Ahart,10,Trapping wire,Wire
US,4,Jim Baird,1,Saw – crosscut teeth,Saw
US,4,Jim Baird,2,"Bow and arrows – recurve bow, 50+ lb. draw",Bow and arrows
US,4,Jim Baird,3,Gillnet,Gillnet
US,4,Jim Baird,4,Tarp – 12′ x 12′,Tarp
US,4,Jim Baird,5,Trapping wire,Trapping wire
US,4,Jim Baird,6,Fishing line and hooks,Fishing gear
US,4,Jim Baird,7,Pot – titanium,Pot
US,4,Jim Baird,8,Multitool,Multitool
US,4,Jim Baird,9,Rations,Rations
US,4,Jim Baird,10,Ax – painted orange,Axe
US,4,Ted Baird,1,Saw – crosscut teeth,Saw
US,4,Ted Baird,2,"Bow and arrows – recurve bow, 50+ lb. draw",Bow and arrows
US,4,Ted Baird,3,Gillnet,Gillnet
US,4,Ted Baird,4,Tarp – 12′ x 12′,Tarp
US,4,Ted Baird,5,Trapping wire,Trapping wire
US,4,Ted Baird,6,Fishing line and hooks,Fishing gear
US,4,Ted Baird,7,Pot – titanium,Pot
US,4,Ted Baird,8,Multitool,Multitool
US,4,Ted Baird,9,Rations,Rations
US,4,Ted Baird,10,Ax – painted orange,Axe
US,4,Pete Brockdorff,1,Tarp – 12′ x 12′,Tarp
US,4,Pete Brockdorff,2,Fishing line and hooks – 50 yards of 40 lb. test and 250 yards of 20 lb. test,Fishing gear
US,4,Pete Brockdorff,3,Gillnet – 12′ x 4′,Gillnet
US,4,Pete Brockdorff,4,Trapping wire – 3.5 lb. gauge,Trapping wire
US,4,Pete Brockdorff,5,Rations,Rations
US,4,Pete Brockdorff,6,Tarp – 12′ x 12′,Tarp
US,4,Pete Brockdorff,7,Paracord – 500 lb. Rated,Paracord
US,4,Pete Brockdorff,8,"Saw – folding saw, 14″ blade",Saw
US,4,Pete Brockdorff,9,Ax – 26″ all-steel ax,Axe
US,4,Pete Brockdorff,10,"Pot – 2 quarts, stainless steel",Pot
US,4,Sam Brockdorff,1,Tarp – 12′ x 12′,Tarp
US,4,Sam Brockdorff,2,Fishing line and hooks – 50 yards of 40 lb. test and 250 yards of 20 lb. test,Fishing gear
US,4,Sam Brockdorff,3,Gillnet – 12′ x 4′,Gillnet
US,4,Sam Brockdorff,4,Trapping wire – 3.5 lb. gauge,Trapping wire
US,4,Sam Brockdorff,5,Rations,Rations
US,4,Sam Brockdorff,6,Tarp – 12′ x 12′,Tarp
US,4,Sam Brockdorff,7,Paracord – 500 lb. Rated,Paracord
US,4,Sam Brockdorff,8,"Saw – folding saw, 14″ blade",Saw
US,4,Sam Brockdorff,9,Ax – 26″ all-steel ax,Axe
US,4,Sam Brockdorff,10,"Pot – 2 quarts, stainless steel",Pot
US,4,Brooke Whipple,1,Bow saw,Saw
US,4,Brooke Whipple,2,"Pot – vintage aluminum coffee pot, 2 quarts",Pot
US,4,Brooke Whipple,3,Tarp – 12′ x 12′,Tarp
US,4,Brooke Whipple,4,Bar of Soap,Soap
US,4,Brooke Whipple,5,Rations,Rations
US,4,Brooke Whipple,6,Ax – full-sized felling ax,Axe
US,4,Brooke Whipple,7,Tarp – 12′ x 12′,Tarp
US,4,Brooke Whipple,8,Fishing line and hooks,Fishing gear
US,4,Brooke Whipple,9,Pan,Frying pan
US,4,Brooke Whipple,10,Rations,Rations
US,4,Dave Whipple,1,Bow saw,Saw
US,4,Dave Whipple,2,"Pot – vintage aluminum coffee pot, 2 quarts",Pot
US,4,Dave Whipple,3,Tarp – 12′ x 12′,Tarp
US,4,Dave Whipple,4,Bar of Soap,Soap
US,4,Dave Whipple,5,Rations,Rations
US,4,Dave Whipple,6,Ax – full-sized felling ax,Axe
US,4,Dave Whipple,7,Tarp – 12′ x 12′,Tarp
US,4,Dave Whipple,8,Fishing line and hooks,Fishing gear
US,4,Dave Whipple,9,Pan,Frying pan
US,4,Dave Whipple,10,Rations,Rations
US,4,Chris Wilkes,1,Bivy bag – waterproof bivy for sleeping bag,Sleeping bag
US,4,Chris Wilkes,2,Ax – medium-sized,Axe
US,4,Chris Wilkes,3,Pot – 2-quart bush pot,Pot
US,4,Chris Wilkes,4,"Fishing line and hooks – 50 yards 30 lb. test, 100 yards 100 lb. test, 150 yards 40 lb. test",Fishing gear
US,4,Chris Wilkes,5,Tarp – 12′ x 12′,Tarp
US,4,Chris Wilkes,6,Bivy bag – waterproof bivy for sleeping bag,Sleeping bag
US,4,Chris Wilkes,7,Pot – 2-quart bush pot,Pot
US,4,Chris Wilkes,8,Tarp – 12′ x 12′,Tarp
US,4,Chris Wilkes,9,Saw – 18″ blade,Saw
US,4,Chris Wilkes,10,Gillnet,Gillnet
US,4,Brody Wilkes,1,Bivy bag – waterproof bivy for sleeping bag,Sleeping bag
US,4,Brody Wilkes,2,Ax – medium-sized,Axe
US,4,Brody Wilkes,3,Pot – 2-quart bush pot,Pot
US,4,Brody Wilkes,4,"Fishing line and hooks – 50 yards 30 lb. test, 100 yards 100 lb. test, 150 yards 40 lb. test",Fishing gear
US,4,Brody Wilkes,5,Tarp – 12′ x 12′,Tarp
US,4,Brody Wilkes,6,Bivy bag – waterproof bivy for sleeping bag,Sleeping bag
US,4,Brody Wilkes,7,Pot – 2-quart bush pot,Pot
US,4,Brody Wilkes,8,Tarp – 12′ x 12′,Tarp
US,4,Brody Wilkes,9,Saw – 18″ blade,Saw
US,4,Brody Wilkes,10,Gillnet,Gillnet
US,4,Shannon Bosdell,1,Gillnet,Gillnet
US,4,Shannon Bosdell,2,Tarp – 12′ x 12′,Tarp
US,4,Shannon Bosdell,3,Fishing line and hooks,Fishing gear
US,4,Shannon Bosdell,4,"Pot – 2 quarts, cast iron",Pot
US,4,Shannon Bosdell,5,Saw,Saw
US,4,Shannon Bosdell,6,Bow and arrows,Bow and arrows
US,4,Shannon Bosdell,7,Multitool,Multitool
US,4,Shannon Bosdell,8,Canteen,Canteen
US,4,Shannon Bosdell,9,Rations,Rations
US,4,Shannon Bosdell,10,Rations,Rations
US,4,Jesse Bosdell,1,Gillnet,Gillnet
US,4,Jesse Bosdell,2,Tarp – 12′ x 12′,Tarp
US,4,Jesse Bosdell,3,Fishing line and hooks,Fishing gear
US,4,Jesse Bosdell,4,"Pot – 2 quarts, cast iron",Pot
US,4,Jesse Bosdell,5,Saw,Saw
US,4,Jesse Bosdell,6,Bow and arrows,Bow and arrows
US,4,Jesse Bosdell,7,Multitool,Multitool
US,4,Jesse Bosdell,8,Canteen,Canteen
US,4,Jesse Bosdell,9,Rations,Rations
US,4,Jesse Bosdell,10,Rations,Rations
US,4,Alex Ribar,1,Bow and arrows,Bow and arrows
US,4,Alex Ribar,2,Paracord – 500 lb. Rated,Paracord
US,4,Alex Ribar,3,Gillnet,Gillnet
US,4,Alex Ribar,4,Ax – 24″,Axe
US,4,Alex Ribar,5,Multitool,Multitool
US,4,Alex Ribar,6,"Fishing line and hooks – 6 lb. test, 30 lb. test, 60 lb. test",Fishing gear
US,4,Alex Ribar,7,"Pot – stainless steel, 2 quarts",Pot
US,4,Alex Ribar,8,Tarp – 12′ x 12′,Tarp
US,4,Alex Ribar,9,Saw – 24″ folding saw,Saw
US,4,Alex Ribar,10,Rations,Rations
US,4,Logan Ribar,1,Bow and arrows,Bow and arrows
US,4,Logan Ribar,2,Paracord – 500 lb. Rated,Paracord
US,4,Logan Ribar,3,Gillnet,Gillnet
US,4,Logan Ribar,4,Ax – 24″,Axe
US,4,Logan Ribar,5,Multitool,Multitool
US,4,Logan Ribar,6,"Fishing line and hooks – 6 lb. test, 30 lb. test, 60 lb. test",Fishing gear
US,4,Logan Ribar,7,"Pot – stainless steel, 2 quarts",Pot
US,4,Logan Ribar,8,Tarp – 12′ x 12′,Tarp
US,4,Logan Ribar,9,Saw – 24″ folding saw,Saw
US,4,Logan Ribar,10,Rations,Rations
US,4,Brad Richardson,1,Saw – collapsible bow saw,Saw
US,4,Brad Richardson,2,Bivy bag,Bivy bag
US,4,Brad Richardson,3,Canteen – 64 oz.,Canteen
US,4,Brad Richardson,4,Ax – mid-sized camp ax,Axe
US,4,Brad Richardson,5,Tarp – 12′ x 12′,Tarp
US,4,Brad Richardson,6,Fishing line and hooks,Fishing gear
US,4,Brad Richardson,7,"Pot – 2 quarts, stainless steel",Pot
US,4,Brad Richardson,8,Saw – crosscut,Saw
US,4,Brad Richardson,9,Bivy bag,Bivy bag
US,4,Brad Richardson,10,Rations,Rations
US,4,Josh Richardson,1,Saw – collapsible bow saw,Saw
US,4,Josh Richardson,2,Bivy bag,Bivy bag
US,4,Josh Richardson,3,Canteen – 64 oz.,Canteen
US,4,Josh Richardson,4,Ax – mid-sized camp ax,Axe
US,4,Josh Richardson,5,Tarp – 12′ x 12′,Tarp
US,4,Josh Richardson,6,Fishing line and hooks,Fishing gear
US,4,Josh Richardson,7,"Pot – 2 quarts, stainless steel",Pot
US,4,Josh Richardson,8,Saw – crosscut,Saw
US,4,Josh Richardson,9,Bivy bag,Bivy bag
US,4,Josh Richardson,10,Rations,Rations
US,5,Sam Larson,1,Saw,Saw
US,5,Sam Larson,2,Axe,Axe
US,5,Sam Larson,3,Pot,Pot
US,5,Sam Larson,4,Ferro rod,Ferro rod
US,5,Sam Larson,5,Multitool,Multitool
US,5,Sam Larson,6,Food Ration,Rations
US,5,Sam Larson,7,Food ration,Rations
US,5,Sam Larson,8,Sleeping bag,Sleeping bag
US,5,Sam Larson,9,Paracord,Paracord
US,5,Sam Larson,10,Trapping wire,Trapping wire
