Field,Laureate ID,Laureate name,Prize year,Title,Pub year,Paper ID,Additional information
Physics,10029,"hall, jl",2005,carrier envelope phase control of femtosecond mode locked lasers and direct optical frequency synthesis,2000,2116393805,
Physics,10030,"hansch, tw",2005,direct link between microwave and optical frequencies with a 300 thz femtosecond laser comb,2000,2003141184,
Physics,10030,"hansch, tw",2005,quantum phase transition from a superfluid to a mott insulator in a gas of ultracold atoms,2002,2007391198,
Physics,10030,"hansch, tw",2005,collapse and revival of the matter wave field of a bose einstein condensate,2002,2042827511,
Physics,10031,"wilczek, f",2004,ultraviolet behavior of non abelian gauge theories,1973,2045472496,
Physics,10032,"gross, dj",2004,ultraviolet behavior of non abelian gauge theories,1973,2045472496,
Physics,10033,"politzer, hd",2004,reliable perturbative results for strong interactions,1973,2055032269,
Physics,10034,"abrikosov, aa",2003,magnetic properties of superconductors of the second group,1957,1551093215,
Physics,10035,"leggett, aj",2003,quantum tunnelling in a dissipative system,1983,2009902266,
Physics,10035,"leggett, aj",2003,the spin dynamics of an anisotropic fermi supefluid 3he,1974,2066009244,
Physics,10035,"leggett, aj",2003,can a solid be superfluid,1970,2072230004,
Physics,10035,"leggett, aj",2003,interpretation of recent results on sup 3 he below 3 mk a new liquid phase,1972,2078803329,
Physics,10035,"leggett, aj",2003,theory of a superfluid fermi liquid i general formalism and static properties,1965,2086145101,
Physics,10036,"ginzburg, vl",2003,On the Theory of superconductivity(In Russian),1950,,Not find in MAG dataset
Physics,10037,"koshiba, m",2002,observation of a neutrino burst from the supernova sn1987a,1987,2068718327,
Physics,10037,"koshiba, m",2002,evidence for oscillation of atmospheric neutrinos,1998,2134803267,
Physics,10038,"giacconi, r",2002,evidence for x rays from sources outside the solar system,1962,2029634216,
Physics,10039,raymond davis jr.,2002,search for neutrinos from the sun,1968,2023878063,
Physics,10040,"cornell, ea",2001,observation of bose einstein condensation in a dilute atomic vapor,1995,1991602497,
Physics,10041,"ketterle, w",2001,bose einstein condensation in a gas of sodium atoms,1995,2132639490,
Physics,10042,"wiemann, ce",2001,observation of bose einstein condensation in a dilute atomic vapor,1995,1991602497,
Physics,10043,kroemer herbert ,2000,heterostructure bipolar transistors and integrated circuits,1982,2154249635,
Physics,10044,"alferov, zi",2000,ultranarrow luminescence lines from single quantum dots,1995,2071148840,
Physics,10044,"alferov, zi",2000,low threshold large to injection laser emission from inga as quantum dots,1994,2078503440,
Physics,10045,"kilby, js",2000,invention of the integrated circuit,1976,2015233893,
Physics,10046,"veltman, m",1999,regularization and renormalization of gauge fields,1972,2125707848,
Physics,10047,"thooft, g",1999,regularization and renormalization of gauge fields,1972,2125707848,
Physics,10048,"stormer, hl",1998,two dimensional magnetotransport in the extreme quantum limit,1982,2006294391,
Physics,10049,"tsui, dc",1998,two dimensional magnetotransport in the extreme quantum limit,1982,2006294391,
Physics,10050,"laughlin, rb",1998,anomalous quantum hall effect an incompressible quantum fluid with fractionally charged excitations,1983,1963826472,
Physics,10051,"phillips, wd",1997,observation of atoms laser cooled below the doppler limit,1988,2082337324,
Physics,10052,"cohentannoudji, c",1997,laser cooling below the one photon recoil by velocity selective coherent population trapping,1988,2083763968,
Physics,10053,"chu, s",1997,observation of a single beam gradient force optical trap for dielectric particles,1986,2113372755,
Physics,10054,"lee, dm",1996,evidence for a new phase of solid he 3,1972,1985120730,
Physics,10054,"lee, dm",1996,new magnetic phenomena in liquidhe3below 3 mk,1972,2320840978,
Physics,10055,"osheroff, dd",1996,evidence for a new phase of solid he 3,1972,1985120730,
Physics,10056,"richards, rc",1996,evidence for a new phase of solid he 3,1972,1985120730,
Physics,10056,"richards, rc",1996,new magnetic phenomena in liquidhe3below 3 mk,1972,2320840978,
Physics,10057,"perl, ml",1995,discovery of a narrow resonance in e e annihilation,1974,1985795857,
Physics,10057,"perl, ml",1995,the discovery of a second narrow resonance in e e annihilation,1974,2035537487,
Physics,10057,"perl, ml",1995,evidence for anomalous lepton production in e e annihilation,1975,2159227720,
Physics,10058,"reines, f",1995,detection of the free neutrino,1953,2246644974,
Physics,10059,"shull, cg",1994,neutron diffraction by paramagnetic and antiferromagnetic substances,1951,1970822797,
Physics,10060,"brockhouse, bn",1994,lattice vibrations in silicon and germanium,1959,2014082198,
Physics,10060,"brockhouse, bn",1994,normal modes of germanium by neutron spectrometry,1958,2065464894,
Physics,10061,"hulse, ra",1993,discovery of a pulsar in a binary system,1975,2019709661,
Physics,10062,"taylor, jh",1993,discovery of a pulsar in a binary system,1975,2019709661,
Physics,10063,"charpak, g",1992,the use of multiwire proportional counters to select and localize charged particles,1968,2039785230,
Physics,10064,"degennes, pg",1991,coil stretch transition of dilute flexible polymers under ultrahigh velocity gradients,1974,2148849027,
Physics,10065,"taylor, re",1990,high energy inelastic e p scattering at 6 degrees and 10 degrees,1969,1497196551,
Physics,10065,"taylor, re",1990,electron proton elastic scattering at high momentum transfers,1968,2014867412,
Physics,10065,"taylor, re",1990,observed behavior of highly inelastic electron proton scattering,1969,2026217372,
Physics,10065,"taylor, re",1990,high energy inelastic e p scattering at 6 and 10,1969,2087610997,
Physics,10066,"friedman, ji",1990,high energy inelastic e p scattering at 6 degrees and 10 degrees,1969,1497196551,
Physics,10066,"friedman, ji",1990,electron proton elastic scattering at high momentum transfers,1968,2014867412,
Physics,10066,"friedman, ji",1990,observed behavior of highly inelastic electron proton scattering,1969,2026217372,
Physics,10066,"friedman, ji",1990,high energy inelastic e p scattering at 6 and 10,1969,2087610997,
Physics,10067,"kendall, hw",1990,high energy inelastic e p scattering at 6 degrees and 10 degrees,1969,1497196551,
Physics,10067,"kendall, hw",1990,electron proton elastic scattering at high momentum transfers,1968,2014867412,
Physics,10067,"kendall, hw",1990,observed behavior of highly inelastic electron proton scattering,1969,2026217372,
Physics,10067,"kendall, hw",1990,measurements of elastic electron deuteron scattering at high momentum transfers,1969,2067610198,
Physics,10067,"kendall, hw",1990,high energy inelastic e p scattering at 6 and 10,1969,2087610997,
Physics,10068,"ramsey, nf",1989,magnetic shielding of nuclei in molecules,1950,2012130053,
Physics,10069,"dehmelt, hg",1989,modulation of a light beam by precessing absorbing atoms,1957,1968293554,
Physics,10069,"dehmelt, hg",1989,slow spin relaxation of optically polarized sodium atoms,1957,1969076679,
Physics,10069,"dehmelt, hg",1989,spin resonance of free electrons polarized by exchange collisions,1958,2013364211,
Physics,10070,"paul, w",1989,notizen ein neues massenspektrometer ohne magnetfeld,1953,2087165126,
Physics,10071,"steinberger, j",1988,observation of high energy neutrino reactions and the existence of two kinds of neutrinos,1962,2000744791,
Physics,10072,"schwartz, m",1988,observation of high energy neutrino reactions and the existence of two kinds of neutrinos,1962,2000744791,
Physics,10073,"lederman, lm",1988,observation of high energy neutrino reactions and the existence of two kinds of neutrinos,1962,2000744791,
Physics,10074,"muller, ka",1987,possible high tc superconductivity in the ba la cu o system,1986,1485300768,
Physics,10075,"bednorz, jg",1987,possible high tc superconductivity in the ba la cu o system,1986,1485300768,
Physics,10076,"binnig, g",1986,surface studies by scanning tunneling microscopy,1982,2110167104,
Physics,10076,"binnig, g",1986,scanning tunneling microscopy,1982,2412866415,
Physics,10077,"rohrer, h",1986,surface studies by scanning tunneling microscopy,1982,2110167104,
Physics,10078,"ruska, e",1986,beitrag zur geometrischen elektronenoptik ii,1932,2120730528,
Physics,10079,"vonklitzing, k",1985,new method for high accuracy determination of the fine structure constant based on quantized hall resistance,1980,2061000251,
Physics,10080,"rubbia, c",1984,experimental observation of isolated large transverse energy electrons with associated missing energy at sqrt s 540 gev,1983,1674199955,
Physics,10080,"rubbia, c",1984,experimental observation of lepton pairs of invariant mass around 95 gev c2 at the cern sps collider,1983,1996888950,
Physics,10081,"vandermeer, s",1984,experimental observation of isolated large transverse energy electrons with associated missing energy at sqrt s 540 gev,1983,1674199955,
Physics,10081,"vandermeer, s",1984,experimental observation of lepton pairs of invariant mass around 95 gev c2 at the cern sps collider,1983,1996888950,
Physics,10082,"fowler, wa",1983,excited states of the mirror nuclei li7 and be7,1951,2075687768,
Physics,10083,"chandrasekhar, s",1983,the maximum mass of ideal white dwarfs,1931,2606047231,
Physics,10084,"wilson, kg",1982,renormalization group and critical phenomena 2 phase space cell analysis of critical behavior,1971,2079216472,
Physics,10084,"wilson, kg",1982,renormalization group and critical phenomena 1 renormalization group and the kadanoff scaling picture,1971,2246296081,
Physics,10085,"siegbahn, k",1981, ray spectroscopy in the precision range of 1 105,1956,1993527439,
Physics,10086,"schawlow, al",1981,infrared and optical masers,1958,1964347990,
Physics,10087,"bloember, n",1981,interactions between light waves in a nonlinear dielectric,1962,2020687655,
Physics,10087,"bloember, n",1981,light waves at the boundary of nonlinear media,1962,2109537480,
Physics,10088,"cronin, jw",1980,evidence for the 2 pi decay of the k2 0 meson,1964,2078141585,
Physics,10089,"fitch, v",1980,evidence for the 2 pi decay of the k2 0 meson,1964,2078141585,
Physics,10090,"salam, a",1979,weak and electromagnetic interactions,1968,2078536640,
Physics,10091,"weinberg, s",1979,a model of leptons,1967,2070151728,
Physics,10092,"glashow, sl",1979,partial symmetries of weak interactions,1961,2232454336,
Physics,10093,"kapitza, pl",1978,viscosity of liquid helium below the  point,1938,2029604900,
Physics,10094,"wilson, rw",1978,a measurement of excess antenna temperature at 4080 mc s,1965,1997756830,
Physics,10095,"penzias, aa",1978,a measurement of excess antenna temperature at 4080 mc s,1965,1997756830,
Physics,10096,"mott, n",1977,the basis of the electron theory of metals with special reference to the transition metals,1949,1972068641,
Physics,10097,"anderson, pw",1977,absence of diffusion in certain random lattices,1958,2264002775,
Physics,10098,"van vleck, jh",1977,theory of the variations in paramagnetic anisotropy among different salts of the iron group,1932,1996895697,
Physics,10098,"vanvleck, jh",1977,theory of the variations in paramagnetic anisotropy among different salts of the iron group,1932,1996895697,
Physics,10099,"ting, scc",1976,experimental observation of a heavy particle j,1974,2041374439,
Physics,10100,"richter, b",1976,discovery of a narrow resonance in e e annihilation,1974,1985795857,
Physics,10100,"richter, b",1976,the discovery of a second narrow resonance in e e annihilation,1974,2035537487,
Physics,10101,"bohr, a.",1975,interpretation of isomeric transitions of electric quadrupole type,1953,2086905158,
Physics,10101,"bohr, a.",1975,rotational states in even even nuclei,1953,2093806366,
Physics,10102,"mottelson, br",1975,interpretation of isomeric transitions of electric quadrupole type,1953,2086905158,
Physics,10102,"mottelson, br",1975,rotational states in even even nuclei,1953,2093806366,
Physics,10103,"rainwater, j",1975,nuclear energy level argument for a spheroidal nuclear model,1950,2081328640,
Physics,10104,"ryle, m",1974,solar radiation on 175 mc s,1946,2072256285,
Physics,10105,"hewish, a",1974,observation of a rapidly pulsating radio source,1968,2018280393,
Physics,10106,"esaki, l",1973,new phenomenon in narrow germanium p n junctions,1958,1968666095,
Physics,10107,"giaever, i",1973,tunneling through thin insulating layers,1961,2001716999,
Physics,10107,"giaever, i",1973,electron tunneling between two superconductors,1960,2002706548,
Physics,10107,"giaever, i",1973,study of superconductors by electron tunneling,1961,2067175510,
Physics,10107,"giaever, i",1973,energy gap in superconductors measured by electron tunneling,1960,2073782888,
Physics,10108,"josephson, bd",1973,possible new effects in superconductive tunnelling,1962,2566706182,
Physics,10109,"schrieffer, jr",1972,theory of superconductivity,1957,2014437371,
Physics,10110,"cooper, ln",1972,theory of superconductivity,1957,2014437371,
Physics,10111,"bardeen, j",1972,theory of superconductivity,1957,2014437371,
Physics,10112,"gabor, d",1971,a new microscopic principle,1948,1991101760,
Physics,10112,"gabor, d",1971,microscopy by reconstructed wave fronts,1949,2067287942,
Physics,10113,"neel, l",1970,proprietes magnetiques des ferrites ferrimagnetisme et antiferromagnetisme,1948,2608873142,
Physics,10114,"alfven, h",1970,on the motion of cosmic rays in interstellar space,1939,1964244046,
Physics,10114,"alfven, h",1970,existence of electromagnetic hydrodynamic waves,1942,2049973561,
Physics,10115,"gellmann, m",1969,theory of the fermi interaction,1958,1508439018,
Physics,10115,"gellmann, m",1969,the axial vector current in beta decay,1960,2101447717,
Physics,10115,"gellmann, m",1969,symmetries of baryons and mesons,1962,2226963368,
Physics,10116,"alvarez, lw",1968,evidence for a t 0 three pion resonance,1961,2034289567,
Physics,10116,"alvarez, lw",1968,catalysis of nuclear reactions by mu mesons,1957,2327634809,
Physics,10117,"bethe, ha",1967,energy production in stars,1939,2051756823,
Physics,10118,"kastler, a",1966,*quelques suggestions concernant la production optique et la detection optique dune inegalite de population des niveaux de quantification spatiale des atomes - application a lexperience de stern et gerlach et a la resonance magnetique,1950,,Not find in MAG dataset
Physics,10119,"feynman, rp",1965,the theory of positrons,1949,1995841230,
Physics,10119,"feynman, rp",1965,mathematical formulation of the quantum theory of electromagnetic interaction,1950,1996620877,
Physics,10119,"feynman, rp",1965,a relativistic cut off for classical electrodynamics,1948,2015474809,
Physics,10119,"feynman, rp",1965,space time approach to quantum electrodynamics,1949,2081796865,
Physics,10119,"feynman, rp",1965,relativistic cut off for quantum electrodynamics,1948,2142710655,
Physics,10120,"schwinger, j",1965,quantum electrodynamics i a covariant formulation,1948,1973182975,
Physics,10120,"schwinger, j",1965,on quantum electrodynamics and the magnetic moment of the electron,1948,2225565636,
Physics,10121,"tomonaga, si",1965,on infinite field reactions in quantum field theory,1948,2035127450,
Physics,10121,"tomonaga, si",1965,on a relativistically invariant formulation of the quantum theory of wave fields,1949,2080044952,
Physics,10122,"prokhorov, am",1964,*primenenie molekulyarnykh puchkov dlya radiospektroskopicheskogo izucheniya vrashchatelnykh spektrov molekul,1954,,Not find in MAG dataset
Physics,10123,"townes, ch",1964,infrared and optical masers,1958,1964347990,
Physics,10123,"townes, ch",1964,stark effect in rapidly varying fields,1955,2080559570,
Physics,10124,"basov, ng",1964,*primenenie molekulyarnykh puchkov dlya radiospektroskopicheskogo izucheniya vrashchatelnykh spektrov molekul,1954,,Not find in MAG dataset
Physics,10125,"jensen, jhd",1963,on the magic numbers in nuclear structure,1949,1983767566,
Physics,10126,"mayer, mg",1963,on closed shells in nuclei ii,1949,1985289694,
Physics,10127,"wigner, ep",1963,on the quantum correction for thermodynamic equilibrium,1932,2031147858,
Physics,10127,"wigner, ep",1963,on the interaction of electrons in metals,1934,2049635189,
Physics,10128,"landau, l",1962,theory of the superfluidity of helium ii,1941,2043824501,
Physics,10129,"mossbauer, rl",1961,kernresonanzabsorption von gammastrahlung in ir191,1958,1966484500,
Physics,10129,"mossbauer, rl",1961,kernresonanzfluoreszenz von gammastrahlung in ir191,1958,2016797896,
Physics,10130,"hofstadter, r",1961,the detection of gamma rays with thallium activated sodium iodide crystals,1949,1991093461,
Physics,10131,"glaser, da",1960,some effects of ionizing radiation on the formation of bubbles in liquids,1952,2053131619,
Physics,10132,"chamberlain, o",1959,observation of antiprotons,1955,2026016239,
Physics,10133,"segre, e",1959,observation of antiprotons,1955,2026016239,
Physics,10134,"cherenkov, pa",1958,Visible emission of clean liquids by action of  radiation,1934,,Not find in MAG dataset
Physics,10135,"tamm, i",1958,coherent visible radiation from fast electrons passing through matter,1937,2599073804,
Physics,10136,"frank, i",1958,coherent visible radiation of fast electrons passing through matter,1937,1773401776,
Physics,10137,"lee, td",1957,question of parity conservation in weak interactions,1956,2157338954,
Physics,10138,"yang, cn",1957,question of parity conservation in weak interactions,1956,2157338954,
Physics,10139,"bardeen, j",1956,surface states and rectification at a metal semi conductor contact,1947,2029526589,
Physics,10140,"brattain, wh",1956,the transistor a semi conductor triode,1948,2066255432,
Physics,10141,"shockley, w",1956,the theory of p n junctions in semiconductors and p n junction transistors,1949,2062624166,
Physics,10141,"shockley, w",1956,deformation potentials and mobilities in non polar crystals,1950,2067983335,
Physics,10142,"kusch, p",1955,the magnetic moment of the electron,1948,2015930212,
Physics,10143,"lamb, we",1955,fine structure of the hydrogen atom by a microwave method,1947,2248814689,
Physics,10144,"born, m",1954,zur quantenmechanik der stosvorgange,1926,1989440127,
Physics,10144,"born, m",1954,quantenmechanik der stosvorgange,1926,1989868128,
Physics,10144,"born, m",1954,beweis des adiabatensatzes,1928,2031828766,
Physics,10144,"born, m",1954,zur quantenmechanik ii,1926,2059245145,
Physics,10144,"born, m",1954,on the quantum theory of molecules,1927,2486023113,
Physics,10145,"bothe, w",1954,uber das wesen des comptoneffekts ein experimenteller beitrag zur theorie der strahlung,1925,1986884324,
Physics,10146,"zernike, f",1953,diffraction theory of the knife edge test and its improved form the phase contrast method,1934,2031478061,
Physics,10147,"bloch, f",1952,the nuclear induction experiment,1946,1988204378,
Physics,10148,"purcell, em",1952,resonance absorption by nuclear magnetic moments in a solid,1946,1983718136,
Physics,10149,"walton, ets",1951,experiments with high velocity positive ions ii the disintegration of elements by high velocity protons,1932,2062734533,
Physics,10150,"cockcroft, jd",1951,experiments with high velocity positive ions ii the disintegration of elements by high velocity protons,1932,2062734533,
Physics,10151,"powell, cf",1950,observations on the tracks of slow mesons in photographic emulsions,1947,2068299905,
Physics,10151,"powell, cf",1950,processes involving charged mesons,1947,2101266762,
Physics,10152,"yukawa, h",1949,on the nuclear transformation with the absorption of the orbital electron,1937,1973587862,
Physics,10152,"yukawa, h",1949,mass and mean life time of the meson,1939,2052690769,
Physics,10153,"blackett, pms",1948,further investigations with a wilson chamber ii the range and velocity of recoil atoms,1932,1968872513,
Physics,10153,"blackett, pms",1948,some photographs of the tracks of penetrating radiation,1933,2161454420,
Physics,10154,"appleton, ev",1947,local reflection of wireless waves from the upper atmosphere,1925,2089912494,
Physics,10154,"appleton, ev",1947,on some direct evidence for downward atmospheric reflection of electric rays,1925,2157392200,
Physics,10155,"bridgman, pw",1946,the coagulation of albumen by pressure,1914,1606860533,
Physics,10155,"bridgman, pw",1946,change of phase under pressure i the phase diagram of eleven substances with especial reference to the melting curve,1914,1997867994,
Physics,10155,"bridgman, pw",1946,two new modifications of phosphorus,1914,2313216101,
Physics,10156,"pauli, w",1945,uber den zusammenhang des abschlusses der elektronengruppen im atom mit der komplexstruktur der spektren,1925,2091489183,
Physics,10157,"rabi, ii",1944,a new method of measuring nuclear magnetic moment,1938,2037363234,
Physics,10158,"stern, o",1943,der experimentelle nachweis des magnetischen moments des silberatoms,1922,2069807188,
Physics,10158,"stern, o",1943,the magnetic moment of silver atoms,1922,2596075454,
Physics,10159,"lawrence, eo",1939,the production of high speed light ions without the use of high voltages,1931,2041154484,
Physics,10159,"lawrence, eo",1939,the production of heavy high speed ions without the use of high voltages,1931,2050884299,
Physics,10160,"fermi, e",1938,an attempt of a theory of beta radiation 1,1934,2128675669,
Physics,10161,"davisson, cj",1937,diffraction of electrons by a crystal of nickel,1927,2059898013,
Physics,10162,"thomson, gp",1937,diffraction of cathode rays by a thin film,1927,1999033607,
Physics,10163,victor f. hess,1936,observations in low level radiation during seven free balloon flights.,1912,,"When radiation and atoms interact, charged atoms, ions, are often produced. In 1912 Victor Hess measured atmospheric ionization as function of altitude using balloons. Surprisingly, he found that ionization first decreased, but then increased again at higher altitudes. He concluded that the upper atmosphere is ionized by radiation from space. He proved that this radiation is not solar through experiments performed at night and during eclipses: cosmic rays had been discovered."
Physics,10164,"anderson, cd",1936,the positive electron,1933,1984005161,
Physics,10165,"chadwick, j",1935,possible existence of a neutron,1932,2167908904,
Physics,10166,"schrodinger, e",1933,der stetige ubergang von der mikro zur makromechanik,1926,1884836326,
Physics,10166,"schrodinger, e",1933,an undulatory theory of the mechanics of atoms and molecules,1926,2056474482,
Physics,10166,"schrodinger, e",1933,uber das verhaltnis der heisenberg born jordanschen quantenmechanik zu der meinem,1926,2087517811,
Physics,10166,"schrodinger, e",1933,quantisierung als eigenwertproblem,1926,2159136592,
Physics,10167,"dirac, pam",1933,the quantum theory of the electron,1928,2127865535,
Physics,10168,"heisenberg, w",1932,zur theorie des ferromagnetismus,1928,2079751966,
Physics,10169,"raman, cv",1930,a new type of secondary radiation,1928,2072443063,
Physics,10170,"broglie, ld",1929,xxxv a tentative theory of light quanta,1924,2107020988,
Physics,10171,"richardson, ow",1928,on the negative radiation from hot platinum,1901,,Not find in MAG dataset
Physics,10172,"compton, ah",1927,the spectrum of scattered x rays,1923,1992738745,
Physics,10172,"compton, ah",1927,a quantum theory of the scattering of x rays by light elements,1923,2035879262,
Physics,10172,"compton, ah",1927,cxvii the total reflexion of x rays,1923,2051374510,
Physics,10173,"wilson, ctr",1927,on a method of making visible the paths of ionising particles through a gas,1911,1990379124,
Physics,10174,"perrin, j",1926,sur la theorie du mouvement brownien,1908,131007391,
Physics,10175,gustav hertz,1925,the kinetics of electrons and ions in gases,1916,,"After the publication of Niels Bohr's theory on the structure of the atom, Gustav Hertz and James Franck conducted an experiment in 1913 to verify it. A potential difference was applied to a tube containing a low-pressure gas. When the potential difference was increased, the current flowing through the tube also increased until it reached a certain voltage, when it suddenly declined. The result supported Niels Bohr's theory, in which electrons can only have specific, discrete energies. The potential difference increased the free electrons' mobility until, at a certain energy level, they jumped to a higher-energy orbit instead."
Physics,10175,gustav hertz,1925,the confirmation of the bohr atomic theory in the optical spectra by means of experiments of the unelastic impacts of slow electrons with gas molecules,1919,,Not find in MAG dataset
Physics,10176,"franck, j",1925,the kinetics of electrons and ions in gases,1916,,Not find in MAG dataset
Physics,10176,"franck, j",1925,the confirmation of the bohr atomic theory in the optical spectra by means of experiments of the unelastic impacts of slow electrons with gas molecules,1919,,Not find in MAG dataset
Physics,10177,"siegbahn, m",1924,the x-ray spectrum of the elements na to cr,1916,,Not find in MAG dataset
Physics,10177,"siegbahn, m",1924,on the high-frequency spectra (k-series) of elements cr to ge.,1916,,Not find in MAG dataset
Physics,10177,"siegbahn, m",1924,on a vacuum spectrograph for the registration of high-frequence spectra and a preliminary testing of rare soils with the same.,1916,,Not find in MAG dataset
Physics,10178,"millikan, ra",1923,the isolation of an ion a precision measurement of its charge and the correction of stokes s law,1910,1975117866,
Physics,10178,"millikan, ra",1923,a new modification of the cloud method of measuring the elementary electrical charge and the most probable value of that charge,1910,2063658535,
Physics,10179,"bohr, n",1922,i on the constitution of atoms and molecules,1913,1703910647,
Physics,10179,"bohr, n",1922,xxxvii on the constitution of atoms and molecules,2009,1805515744,
Physics,10179,"bohr, n",1922,lxxiii on the constitution of atoms and molecules,1913,2060222759,
Physics,10179,"bohr, n",1922,ii on the theory of the decrease of velocity of moving electrified particles on passing through matter,1913,2263196060,
Physics,10180,"einstein, a",1921,uber einen die erzeugung und verwandlung des lichtes betreffenden heuristischen gesichtspunkt,1905,2005886497,
Physics,10180,"einstein, a",1921,zur elektrodynamik bewegter korper,1905,2048251016,
Physics,10180,"einstein, a",1921,on the movement of small particles suspended in a stationary liquid demanded by the molecular kinetic theory of heart,1905,2730405628,
Physics,10181,charles edouard guillaume,1920,The Anomaly of the Nickel-Steels,1919,2056303910,
Physics,10182,"stark, j",1919,beobachtungen uber den effekt des elektrischen feldes auf spektrallinien ii langseffekt,1914,2171194731,
Physics,10183,"planck, m",1918,Ueber das Gesetz der Energieverteilung im Normalspectrum,1901,2047210381,
Physics,10184,"barkla, cg",1917,polarisation in secondary rontgen radiation,1906,2087929793,
Physics,10185,"bragg, wl",1915,the reflection of x rays by crystals,1913,1986715836,
Physics,10185,"bragg, wl",1915,the structure of some crystals as indicated by their diffraction of x rays,1913,2149044878,
Physics,10186,"bragg, wh",1915,the reflection of x rays by crystals,1913,1986715836,
Physics,10187,"laue, m",1914,interferenzerscheinungen bei rontgenstrahlen,1913,2049080732,
Physics,10188,"onnes, hk",1913,"further experiments with liquid helium d - on the change of the electrical resistance of pure metals at very low temperatures, etc v the disappearance of the resistance of mercury",1911,,Not find in MAG dataset
Physics,10189,"wien, w",1911,Wien's displacement law,1983,,Not find in MAG dataset
Physics,10190,albert a. michelson,1907,On the Relative Motion of the Earth and the Luminiferous Ether,1887,2085155384,
Physics,10191,joseph john thomson,1906,XL. Cathode Rays,1897,2050833490,
Physics,10192,"lenard, p",1905,Ueber Kathodenstrahlen in Gasen von atmosphrischem Druck und im ussersten Vacuum,1894,2150938918,
