state,variable,year,raw,inf_adj,inf_adj_perchild
Louisiana,highered,1997,672364,958684.3125,0.731130838394165
Maine,highered,1997,183020,260957.46875,0.8097755908966064
Maryland,highered,1997,979191,1396170.875,1.00871741771698
Massachusetts,highered,1997,791281,1128241.125,0.725162923336029
Michigan,highered,1997,2143605,3056440.5,1.1225155591964722
Minnesota,highered,1997,945977,1348813,1.0117489099502563
Mississippi,highered,1997,619873,883840.5,1.076440453529358
Missouri,highered,1997,748441,1067158,0.7122748494148254
Montana,highered,1997,159805,227856.5625,0.9237640500068665
Nebraska,highered,1997,433210,617688.6875,1.2994506359100342
Nevada,highered,1997,295087,420747.21875,0.9052980542182922
New Hampshire,highered,1997,81572,116308.7265625,0.36537155508995056
New Jersey,highered,1997,1247009,1778036.875,0.8358606100082397
New Mexico,highered,1997,639409,911695.75,1.6833906173706055
New York,highered,1997,3144924,4484162.5,0.9124720692634583
North Carolina,highered,1997,1909200,2722216,1.3855074644088745
North Dakota,highered,1997,161249,229915.46875,1.291863203048706
Ohio,highered,1997,1706351,2432985.75,0.795935869216919
Oklahoma,highered,1997,624053,889800.5,0.9422718286514282
Oregon,highered,1997,853144,1216447.875,1.3875350952148438
Pennsylvania,highered,1997,1501778,2141297,0.6891956329345703
Rhode Island,highered,1997,144832,206507.4375,0.8048619031906128
South Carolina,highered,1997,730685,1041840.8125,0.9838228225708008
South Dakota,highered,1997,102145,145642.5625,0.6678707003593445
Tennessee,highered,1997,981462,1399409,0.9743607044219971
Texas,highered,1997,3940232,5618145.5,0.9441775679588318
Utah,highered,1997,618681,882140.875,1.18417227268219
Vermont,highered,1997,65017,92703.921875,0.585514485836029
Virginia,highered,1997,1129761,1610859.875,0.9083213806152344
Washington,highered,1997,1250693,1783289.625,1.149469017982483
West Virginia,highered,1997,336400,479653,1.076514720916748
Wisconsin,highered,1997,1262037,1799464.375,1.2524242401123047
Wyoming,highered,1997,163915,233716.765625,1.6406587362289429
Alabama,edsubs,1997,107733,153610.15625,0.1293811947107315
Alaska,edsubs,1997,5550,7913.4189453125,0.04019350931048393
Arizona,edsubs,1997,111735,159316.375,0.12223897129297256
Arkansas,edsubs,1997,62447,89039.5078125,0.12394002825021744
California,edsubs,1997,1121672,1599326.25,0.16731584072113037
Colorado,edsubs,1997,84129,119954.6015625,0.11056467890739441
Connecticut,edsubs,1997,71053,101310.296875,0.1185276210308075
Delaware,edsubs,1997,31284,44606.01953125,0.22654034197330475
District of Columbia,edsubs,1997,0,0,0
Florida,edsubs,1997,391935,558837.0625,0.15180492401123047
Georgia,edsubs,1997,377853,538758.375,0.25119927525520325
Hawaii,edsubs,1997,4877,6953.82763671875,0.02143583446741104
Idaho,edsubs,1997,17880,25494.041015625,0.06709187477827072
Illinois,edsubs,1997,521985,744267.75,0.21948592364788055
Indiana,edsubs,1997,205275,292689.5625,0.17974290251731873
Iowa,edsubs,1997,146827,209352,0.27012985944747925
Kansas,edsubs,1997,59289,84536.703125,0.11377216875553131
Kentucky,edsubs,1997,117354,167328.171875,0.1577903777360916
Louisiana,edsubs,1997,93231,132932.609375,0.10137970000505447
Maine,edsubs,1997,27188,38765.7734375,0.12029384076595306
Maryland,edsubs,1997,178775,254904.765625,0.18416577577590942
Massachusetts,edsubs,1997,152141,216928.921875,0.13942836225032806
Michigan,edsubs,1997,318001,453418.9375,0.16652372479438782
Minnesota,edsubs,1997,214559,305927.0625,0.22947685420513153
Mississippi,edsubs,1997,82303,117351.015625,0.1429232805967331
Missouri,edsubs,1997,138909,198062.1875,0.13219664990901947
Montana,edsubs,1997,26648,37995.81640625,0.1540406346321106
Nebraska,edsubs,1997,32705,46632.13671875,0.09810145944356918
Nevada,edsubs,1997,15953,22746.4453125,0.048942241817712784
New Hampshire,edsubs,1997,37541,53527.5078125,0.16815100610256195
New Jersey,edsubs,1997,281949,402014.5,0.18898825347423553
New Mexico,edsubs,1997,42760,60968.97265625,0.11257549375295639
New York,edsubs,1997,906287,1292221.375,0.26295119524002075
North Carolina,edsubs,1997,182830,260686.5625,0.13267983496189117
North Dakota,edsubs,1997,14404,20537.818359375,0.11539915204048157
Ohio,edsubs,1997,553903,789777.75,0.2583707869052887
Oklahoma,edsubs,1997,77460,110445.6640625,0.1169586181640625
Oregon,edsubs,1997,78627,112109.6171875,0.12787726521492004
Pennsylvania,edsubs,1997,495768,706886.4375,0.2275177240371704
Rhode Island,edsubs,1997,32110,45783.76171875,0.17844201624393463
South Carolina,edsubs,1997,96681,137851.765625,0.13017508387565613
South Dakota,edsubs,1997,6887,9819.7685546875,0.04503035172820091
Tennessee,edsubs,1997,84210,120070.09375,0.08360070735216141
Texas,edsubs,1997,338872,483177.6875,0.08120215684175491
Utah,edsubs,1997,42806,61034.5625,0.08193185925483704
Vermont,edsubs,1997,36852,52545.1015625,0.3318728804588318
Virginia,edsubs,1997,214773,306232.21875,0.17267628014087677
Washington,edsubs,1997,260298,371143.625,0.2392309606075287
West Virginia,edsubs,1997,38718,55205.72265625,0.1239016056060791
Wisconsin,edsubs,1997,175386,250072.59375,0.17405010759830475
Wyoming,edsubs,1997,19453,27736.890625,0.19470906257629395
Alabama,edservs,1997,246057,350838.21875,0.29550042748451233
Alaska,edservs,1997,52355,74649.921875,0.37915879487991333
Arizona,edservs,1997,170281,242793.671875,0.1862887591123581
Arkansas,edservs,1997,189808,270636.0625,0.37671637535095215
California,edservs,1997,943805,1345716.125,0.14078404009342194
Colorado,edservs,1997,77419,110387.203125,0.10174620151519775
Connecticut,edservs,1997,138932,198094.984375,0.23176051676273346
Delaware,edservs,1997,81880,116747.8828125,0.5929268002510071
District of Columbia,edservs,1997,0,0,0
Florida,edservs,1997,269777,384659.1875,0.1044904962182045
Georgia,edservs,1997,367228,523608.84375,0.24413570761680603
Hawaii,edservs,1997,11592,16528.3515625,0.05095021426677704
Idaho,edservs,1997,41141,58660.53515625,0.1543751060962677
Illinois,edservs,1997,426879,608661.6875,0.1794954389333725
Indiana,edservs,1997,162305,231421.171875,0.14211751520633698
Iowa,edservs,1997,103997,148283.21875,0.19133195281028748
Kansas,edservs,1997,81016,115515.953125,0.1554650217294693
Kentucky,edservs,1997,235765,336163.46875,0.31700196862220764
Louisiana,edservs,1997,213250,304060.65625,0.2318887561559677
Maine,edservs,1997,65699,93676.34375,0.2906865179538727
Maryland,edservs,1997,181476,258755.96875,0.18694822490215302
Massachusetts,edservs,1997,347996,496187.0625,0.31891804933547974
Michigan,edservs,1997,188167,268296.28125,0.09853512793779373
Minnesota,edservs,1997,149708,213459.84375,0.16011689603328705
Mississippi,edservs,1997,104690,149271.328125,0.18179942667484283
Missouri,edservs,1997,166343,237178.71875,0.15830498933792114
Montana,edservs,1997,54581,77823.84375,0.3155093193054199
Nebraska,edservs,1997,50470,71962.2109375,0.15138912200927734
Nevada,edservs,1997,30146,42983.41015625,0.0924849733710289
New Hampshire,edservs,1997,14867,21197.982421875,0.06659121811389923
New Jersey,edservs,1997,103264,147238.078125,0.06921707838773727
New Mexico,edservs,1997,41443,59091.140625,0.10910818725824356
New York,edservs,1997,337101,480652.5,0.0978068932890892
North Carolina,edservs,1997,230018,327969.15625,0.16692419350147247
North Dakota,edservs,1997,38488,54877.77734375,0.3083506226539612
Ohio,edservs,1997,219720,313285.84375,0.10248947888612747
Oklahoma,edservs,1997,82564,117723.15625,0.124665267765522
Oregon,edservs,1997,117899,168105.265625,0.19174842536449432
Pennsylvania,edservs,1997,757693,1080349.875,0.34772029519081116
Rhode Island,edservs,1997,65644,93597.921875,0.3647975027561188
South Carolina,edservs,1997,130518,186097.953125,0.1757345348596573
South Dakota,edservs,1997,33461,47710.07421875,0.21878330409526825
Tennessee,edservs,1997,155241,221349.015625,0.15411776304244995
Texas,edservs,1997,347883,496025.9375,0.08336141705513
Utah,edservs,1997,95278,135851.296875,0.18236468732357025
Vermont,edservs,1997,34842,49679.16015625,0.31377169489860535
Virginia,edservs,1997,157985,225261.53125,0.1270190328359604
Washington,edservs,1997,180067,256746.953125,0.16549339890480042
West Virginia,edservs,1997,98348,140228.640625,0.31472378969192505
Wisconsin,edservs,1997,145170,206989.375,0.144064262509346
Wyoming,edservs,1997,21407,30522.984375,0.2142670452594757
Alabama,pell,1997,120833.258,172289.046875,0.14511387050151825
Alaska,pell,1997,7574.933,10800.65234375,0.05485822632908821
Arizona,pell,1997,120449.842,171742.359375,0.13177308440208435
Arkansas,pell,1997,65903.625,93968.109375,0.13080047070980072
California,pell,1997,775291.674,1105442.875,0.11564750969409943
Colorado,pell,1997,79003.771,112646.8359375,0.10382895171642303
Connecticut,pell,1997,36453.307,51976.62890625,0.060809869319200516
Delaware,pell,1997,9964.552,14207.869140625,0.07215742766857147
District of Columbia,pell,1997,18972.246,27051.41015625,0.21289929747581482
Florida,pell,1997,318611.385,454289.25,0.1234051063656807
Georgia,pell,1997,152763.85,217817,0.10155846178531647
Hawaii,pell,1997,16001.057,22814.966796875,0.07032930105924606
Idaho,pell,1997,34692.564,49466.08984375,0.13017837703227997
Illinois,pell,1997,221041.939,315170.71875,0.0929444208741188
Indiana,pell,1997,110813.499,158002.453125,0.09703051298856735
Iowa,pell,1997,70263.011,100183.8984375,0.12926870584487915
Kansas,pell,1997,60931.477,86878.6171875,0.116923987865448
Kentucky,pell,1997,103264.164,147238.3125,0.13884565234184265
Louisiana,pell,1997,140856.025,200838.328125,0.15316730737686157
Maine,pell,1997,24058.416,34303.48046875,0.10644692927598953
Maryland,pell,1997,85095.66,121332.90625,0.08766163140535355
Massachusetts,pell,1997,115524.753,164719.953125,0.10587169975042343
Michigan,pell,1997,169971.609,242352.53125,0.08900696784257889
Minnesota,pell,1997,93004.001,132608.9375,0.09947037696838379
Mississippi,pell,1997,96534.401,137642.734375,0.16763681173324585
Missouri,pell,1997,117568.854,167634.515625,0.11188770085573196
Montana,pell,1997,27872.788,39742.171875,0.16112060844898224
Nebraska,pell,1997,38363.734,54700.59375,0.11507532000541687
Nevada,pell,1997,16272.475,23201.966796875,0.049922361969947815
New Hampshire,pell,1997,17869.315,25478.806640625,0.08003897219896317
New Jersey,pell,1997,130747.174,186424.71875,0.08763883262872696
New Mexico,pell,1997,52157.443,74368.234375,0.13731640577316284
New York,pell,1997,604588.504,862047.25,0.17541605234146118
North Carolina,pell,1997,138106.684,196918.203125,0.1002241000533104
North Dakota,pell,1997,21801.188,31085.033203125,0.1746624857187271
Ohio,pell,1997,216774.138,309085.5,0.10111536085605621
Oklahoma,pell,1997,96770.016,137978.6875,0.1461152583360672
Oregon,pell,1997,58823.064,83872.3515625,0.09566857665777206
Pennsylvania,pell,1997,241590.359,344469.5,0.1108705922961235
Rhode Island,pell,1997,26291.801,37487.93359375,0.14610905945301056
South Carolina,pell,1997,82226.534,117241.984375,0.11071301996707916
South Dakota,pell,1997,22471.422,32040.6796875,0.14692841470241547
Tennessee,pell,1997,113308.461,161559.875,0.11248862743377686
Texas,pell,1997,439754.371,627019.9375,0.10537607967853546
Utah,pell,1997,59940.569,85465.734375,0.11472788453102112
Vermont,pell,1997,13915.848,19841.791015625,0.12532000243663788
Virginia,pell,1997,134515.903,191798.328125,0.10815002024173737
Washington,pell,1997,113187.841,161387.890625,0.10402705520391464
West Virginia,pell,1997,51247.879,73071.34375,0.16399851441383362
Wisconsin,pell,1997,79846.835,113848.9140625,0.079238660633564
Wyoming,pell,1997,12136.136,17304.203125,0.12147306650876999
Alabama,HeadStartPriv,1997,55777.48900830746,79529.84375,0.066985584795475
Alaska,HeadStartPriv,1997,7581,10809.302734375,0.05490216240286827
Arizona,HeadStartPriv,1997,40668.16778039932,57986.3515625,0.04449129477143288
Arkansas,HeadStartPriv,1997,34294.76277279854,48898.88671875,0.06806562095880508
California,HeadStartPriv,1997,308907.1912304163,440452.625,0.04607859253883362
Colorado,HeadStartPriv,1997,289154.20591950417,412288,0.3800145089626312
Connecticut,HeadStartPriv,1997,26573.54723095894,37889.66015625,0.04432887211441994
Delaware,HeadStartPriv,1997,8314,11854.4443359375,0.06020509824156761
District of Columbia,HeadStartPriv,1997,7185.239614695311,10245.0107421875,0.08063001185655594
Florida,HeadStartPriv,1997,94409.9695957303,134613.625,0.03656703233718872
Georgia,HeadStartPriv,1997,90012.83227473497,128344.0078125,0.05984114855527878
Hawaii,HeadStartPriv,1997,12632,18011.2265625,0.055521316826343536
Idaho,HeadStartPriv,1997,11520.616301953793,16426.5703125,0.043229296803474426
Illinois,HeadStartPriv,1997,140981.05678492785,201016.609375,0.059280164539813995
Indiana,HeadStartPriv,1997,49114.840697944164,70029.96875,0.043005939573049545
Iowa,HeadStartPriv,1997,26316.049537181854,37522.5078125,0.04841582849621773
Kansas,HeadStartPriv,1997,19804.64300662279,28238.27734375,0.038003966212272644
Kentucky,HeadStartPriv,1997,40953.12220984697,58392.65234375,0.05506423860788345
Louisiana,HeadStartPriv,1997,64522.710376024246,91999.140625,0.07016220688819885
Maine,HeadStartPriv,1997,15536,22151.869140625,0.06873933225870132
Maryland,HeadStartPriv,1997,38254.78583192825,54545.25,0.03940831869840622
Massachusetts,HeadStartPriv,1997,63419.64034974575,90426.3359375,0.058120399713516235
Michigan,HeadStartPriv,1997,97135.46755993366,138499.75,0.05086574703454971
Minnesota,HeadStartPriv,1997,42007.70029449463,59896.3125,0.0449284128844738
Mississippi,HeadStartPriv,1997,103523,147607.359375,0.17977285385131836
Missouri,HeadStartPriv,1997,58794.4807087183,83831.59375,0.05595341697335243
Montana,HeadStartPriv,1997,10732.336044311523,15302.607421875,0.06203902140259743
Nebraska,HeadStartPriv,1997,16154.762459874153,23034.126953125,0.04845760017633438
Nevada,HeadStartPriv,1997,9942,14175.7138671875,0.03050108253955841
New Hampshire,HeadStartPriv,1997,7430,10594.0009765625,0.03327993303537369
New Jersey,HeadStartPriv,1997,69738.37603032589,99435.8515625,0.04674509912729263
New Mexico,HeadStartPriv,1997,19646.19465959072,28012.35546875,0.05172310769557953
New York,HeadStartPriv,1997,254119.5012087822,362334.0625,0.07373053580522537
North Carolina,HeadStartPriv,1997,69994.39241462946,99800.890625,0.050794970244169235
North Dakota,HeadStartPriv,1997,3688.1599321067333,5258.73046875,0.029548076912760735
Ohio,HeadStartPriv,1997,134497.01479029655,191771.390625,0.06273679435253143
Oklahoma,HeadStartPriv,1997,45865,65396.2109375,0.069252610206604
Oregon,HeadStartPriv,1997,31977.756114840508,45595.203125,0.05200793966650963
Pennsylvania,HeadStartPriv,1997,108983.84599870443,155393.65625,0.050014838576316833
Rhode Island,HeadStartPriv,1997,13135,18728.42578125,0.07299396395683289
South Carolina,HeadStartPriv,1997,51714,73735.953125,0.06962975114583969
South Dakota,HeadStartPriv,1997,9127.347871422768,13014.1494140625,0.05967877060174942
Tennessee,HeadStartPriv,1997,57065.76851427555,81366.7265625,0.05665287375450134
Texas,HeadStartPriv,1997,200817.08860945702,286333.28125,0.04812076687812805
Utah,HeadStartPriv,1997,14503.129511117935,20679.16015625,0.027759386226534843
Vermont,HeadStartPriv,1997,7591.894351243973,10824.8359375,0.06836925446987152
Virginia,HeadStartPriv,1997,40010.716332018375,57048.9296875,0.03216838836669922
Washington,HeadStartPriv,1997,36218.757085084915,51642.19921875,0.0332874171435833
West Virginia,HeadStartPriv,1997,28699.548449516296,40921,0.09184151887893677
Wisconsin,HeadStartPriv,1997,44772.95440733433,63839.125,0.04443192481994629
Wyoming,HeadStartPriv,1997,5353.216716170311,7632.83740234375,0.053581442683935165
Alabama,TANFbasic,1997,63817.907,90994.203125,0.07664167135953903
Alaska,TANFbasic,1997,98731.126,140774.90625,0.715018093585968
Arizona,TANFbasic,1997,187168.812,266873,0.20476414263248444
Arkansas,TANFbasic,1997,48154.142,68660.1640625,0.09557265788316727
California,TANFbasic,1997,5036460.813,7181193.5,0.7512710094451904
Colorado,TANFbasic,1997,108467.171,154656.96875,0.14255057275295258
Connecticut,TANFbasic,1997,320942.776,457613.4375,0.5353832244873047
Delaware,TANFbasic,1997,31471.313,44873.09765625,0.22789674997329712
District of Columbia,TANFbasic,1997,105358.788,150224.90625,1.1822960376739502
Florida,TANFbasic,1997,543984.492,775635.5,0.2106969952583313
Georgia,TANFbasic,1997,315997.598,450562.40625,0.21007737517356873
Hawaii,TANFbasic,1997,163295.423,232833.34375,0.7177309393882751
Idaho,TANFbasic,1997,20080.416,28631.486328125,0.07534859329462051
Illinois,TANFbasic,1997,706688.176,1007625.125,0.29715049266815186
Indiana,TANFbasic,1997,125771.059,179329.5625,0.11012765765190125
Iowa,TANFbasic,1997,120016.571,171124.578125,0.22080448269844055
Kansas,TANFbasic,1997,112149.486,159907.359375,0.21520838141441345
Kentucky,TANFbasic,1997,181040.733,258135.34375,0.2434214949607849
Louisiana,TANFbasic,1997,117270.89,167209.671875,0.12752075493335724
Maine,TANFbasic,1997,89726.834,127936.21875,0.3969981372356415
Maryland,TANFbasic,1997,232407.059,331375.5625,0.23941504955291748
Massachusetts,TANFbasic,1997,472115.572,673161.875,0.4326664209365845
Michigan,TANFbasic,1997,753508.856,1074384,0.39458081126213074
Minnesota,TANFbasic,1997,227962.291,325038.03125,0.24381205439567566
Mississippi,TANFbasic,1997,60023.888,85584.5390625,0.1042344868183136
Missouri,TANFbasic,1997,218708.206,311843.1875,0.2081398218870163
Montana,TANFbasic,1997,42503.869,60603.76953125,0.24569660425186157
Nebraska,TANFbasic,1997,48818.949,69608.0703125,0.1464366316795349
Nevada,TANFbasic,1997,40248.916,57388.56640625,0.12347973883152008
New Hampshire,TANFbasic,1997,43663.523,62257.25390625,0.1955745667219162
New Jersey,TANFbasic,1997,425775.695,607088.5625,0.28539422154426575
New Mexico,TANFbasic,1997,131010.62099999998,186800.34375,0.3449154496192932
New York,TANFbasic,1997,2656535.582,3787798,0.7707704305648804
North Carolina,TANFbasic,1997,269843.544,384754.0625,0.19582562148571014
North Dakota,TANFbasic,1997,19042.344,27151.359375,0.15255972743034363
Ohio,TANFbasic,1997,697067.991,993908.3125,0.32515081763267517
Oklahoma,TANFbasic,1997,94477.784,134710.328125,0.1426541656255722
Oregon,TANFbasic,1997,174944.207,249442.671875,0.2845255136489868
Pennsylvania,TANFbasic,1997,702077.847,1001051.5625,0.32219740748405457
Rhode Island,TANFbasic,1997,118222.326,168566.265625,0.6569862961769104
South Carolina,TANFbasic,1997,71506.296,101956.625,0.09627886861562729
South Dakota,TANFbasic,1997,17798.786,25378.244140625,0.116376593708992
Tennessee,TANFbasic,1997,130177.762,185612.828125,0.1292358785867691
Texas,TANFbasic,1997,365110.872,520590.15625,0.08748964220285416
Utah,TANFbasic,1997,58340.686,83184.5546875,0.11166566610336304
Vermont,TANFbasic,1997,53276.87,75964.359375,0.47978803515434265
Virginia,TANFbasic,1997,161336.974,230040.90625,0.1297139972448349
Washington,TANFbasic,1997,499356.451,712003,0.45894137024879456
West Virginia,TANFbasic,1997,88522.73,126219.359375,0.2832818925380707
Wisconsin,TANFbasic,1997,206221.364,294038.9375,0.2046506106853485
Wyoming,TANFbasic,1997,11946.193,17033.375,0.11957189440727234
Alabama,othercashserv,1997,426958.09375,608774.4375,0.51275235414505
Alaska,othercashserv,1997,172966.875,246623.3125,1.2526389360427856
Arizona,othercashserv,1997,667569.1875,951847.6875,0.7303259372711182
Arkansas,othercashserv,1997,328777.84375,468785,0.6525331139564514
California,othercashserv,1997,6852416,9770457,1.0221505165100098
Colorado,othercashserv,1997,888760.8125,1267231.875,1.1680341958999634
Connecticut,othercashserv,1997,578823.25,825310.0625,0.96556854248046875
Delaware,othercashserv,1997,139107.6875,198345.484375,1.007336139678955
District of Columbia,othercashserv,1997,226199.21875,322524.1875,2.5383212566375732
Florida,othercashserv,1997,1697162.5,2419884.25,0.6573478579521179
Georgia,othercashserv,1997,916803.375,1307216.125,0.6094972491264343
Hawaii,othercashserv,1997,150910.578125,215174.53125,0.6632959246635437
Idaho,othercashserv,1997,182677.59375,260469.25,0.685468852519989
Illinois,othercashserv,1997,2713839.75,3869504.75,1.1411240100860596
Indiana,othercashserv,1997,816023.9375,1163520.625,0.714526891708374
Iowa,othercashserv,1997,497033.4375,708690.75,0.9144337773323059
Kansas,othercashserv,1997,261920.515625,373457.0625,0.5026103258132935
Kentucky,othercashserv,1997,517374.25,737693.5625,0.6956446170806885
Louisiana,othercashserv,1997,578665.125,825084.625,0.6292423605918884
Maine,othercashserv,1997,369099.15625,526276.8125,1.6330864429473877
Maryland,othercashserv,1997,787865.9375,1123371.75,0.811623215675354
Massachusetts,othercashserv,1997,1373726.375,1958715.75,1.2589401006698608
Michigan,othercashserv,1997,2218318.25,3162969.75,1.1616398096084595
Minnesota,othercashserv,1997,1466506.75,2091005.875,1.5684701204299927
Mississippi,othercashserv,1997,251208.109375,358182.875,0.4362354278564453
Missouri,othercashserv,1997,606903.8125,865348.5,0.5775770545005798
Montana,othercashserv,1997,149710.125,213462.875,0.8654099106788635
Nebraska,othercashserv,1997,312903.0625,446150.09375,0.9385796785354614
Nevada,othercashserv,1997,207516.078125,295885,0.6366390585899353
New Hampshire,othercashserv,1997,224181.46875,319647.1875,1.0041377544403076
New Jersey,othercashserv,1997,1475296.25,2103538.25,0.9888797998428345
New Mexico,othercashserv,1997,227451.375,324309.5625,0.5988178253173828
New York,othercashserv,1997,6178047.5,8808915,1.792506217956543
North Carolina,othercashserv,1997,1216753.5,1734897.375,0.8829987645149231
North Dakota,othercashserv,1997,157018.65625,223883.671875,1.2579712867736816
Ohio,othercashserv,1997,2146527,3060606.75,1.001258134841919
Oklahoma,othercashserv,1997,360390.21875,513859.25,0.5441614389419556
Oregon,othercashserv,1997,722751.8125,1030529.375,1.17546808719635
Pennsylvania,othercashserv,1997,3691933.25,5264110.5,1.6943011283874512
Rhode Island,othercashserv,1997,192079.671875,273875.125,1.067427158355713
South Carolina,othercashserv,1997,555275.6875,791735,0.7476449012756348
South Dakota,othercashserv,1997,115462.2109375,164630.78125,0.7549446821212769
Tennessee,othercashserv,1997,916637.25,1306979.25,0.9100050330162048
Texas,othercashserv,1997,2244445,3200222.25,0.537824809551239
Utah,othercashserv,1997,331553.3125,472742.40625,0.6346021294593811
Vermont,othercashserv,1997,112815.1328125,160856.46875,1.0159634351730347
Virginia,othercashserv,1997,1150463,1640377.625,0.9249656796455383
Washington,othercashserv,1997,982083.5625,1400295.25,0.9025992751121521
West Virginia,othercashserv,1997,171251.265625,244177.125,0.5480217933654785
Wisconsin,othercashserv,1997,1354753.625,1931663.625,1.3444347381591797
Wyoming,othercashserv,1997,60951.80859375,86907.6015625,0.6100791096687317
Alabama,SNAP,1997,200339.28125,285652,0.24059605598449707
Alaska,SNAP,1997,28513.375,40655.546875,0.2064959704875946
Arizona,SNAP,1997,180363.0625,257169.09375,0.19731861352920532
Arkansas,SNAP,1997,101938.0390625,145347.46875,0.20231883227825165
California,SNAP,1997,1477317.375,2106420,0.22036617994308472
Colorado,SNAP,1997,93925.3984375,133922.703125,0.12343937158584595
Connecticut,SNAP,1997,86500.6796875,123336.234375,0.1442967802286148
Delaware,SNAP,1997,22563.572265625,32172.072265625,0.16339212656021118
District of Columbia,SNAP,1997,47987.234375,68422.1796875,0.5384944081306458
Florida,SNAP,1997,519976.59375,741404.0625,0.20139822363853455
Georgia,SNAP,1997,310446.90625,442648,0.2063872367143631
Hawaii,SNAP,1997,91215.9609375,130059.4765625,0.40092068910598755
Idaho,SNAP,1997,27309.61328125,38939.171875,0.10247500985860825
Illinois,SNAP,1997,480673.4375,685364,0.20211508870124817
