"id","name","uni_id","uni_name","notability","link","image_link"
"HIMYM1","Ted Mosby","HIMYM","How I Met Your Mother",63.7,"https://openpsychometrics.org/tests/characters/stats/HIMYM/1","https://openpsychometrics.org/tests/characters/test-resources/pics/HIMYM/1.jpg"
"GOT2","Tyrion Lannister","GOT","Game of Thrones",90.8,"https://openpsychometrics.org/tests/characters/stats/GOT/2","https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/2.jpg"
"GOT5","Arya Stark","GOT","Game of Thrones",90,"https://openpsychometrics.org/tests/characters/stats/GOT/5","https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/5.jpg"
"GOT3","Daenerys Targaryen","GOT","Game of Thrones",86.8,"https://openpsychometrics.org/tests/characters/stats/GOT/3","https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/3.jpg"
"GOT1","Jon Snow","GOT","Game of Thrones",86.7,"https://openpsychometrics.org/tests/characters/stats/GOT/1","https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/1.jpg"
"GOT27","Cersei Lannister","GOT","Game of Thrones",82.4,"https://openpsychometrics.org/tests/characters/stats/GOT/27","https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/27.jpg"
"GOT12","Eddard Stark","GOT","Game of Thrones",81.4,"https://openpsychometrics.org/tests/characters/stats/GOT/12","https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/12.jpg"
"GOT14","Brienne of Tarth","GOT","Game of Thrones",79.1,"https://openpsychometrics.org/tests/characters/stats/GOT/14","https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/14.jpg"
"GOT15","Sandor Clegane","GOT","Game of Thrones",76.8,"https://openpsychometrics.org/tests/characters/stats/GOT/15","https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/15.jpg"
"GOT4","Sansa Stark","GOT","Game of Thrones",76.3,"https://openpsychometrics.org/tests/characters/stats/GOT/4","https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/4.jpg"
"GOT25","Olenna Tyrell","GOT","Game of Thrones",75.9,"https://openpsychometrics.org/tests/characters/stats/GOT/25","https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/25.jpg"
"GOT6","Jaime Lannister","GOT","Game of Thrones",75,"https://openpsychometrics.org/tests/characters/stats/GOT/6","https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/6.jpg"
"GOT16","Varys","GOT","Game of Thrones",74.6,"https://openpsychometrics.org/tests/characters/stats/GOT/16","https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/16.jpg"
"GOT7","Samwell Tarly","GOT","Game of Thrones",73.4,"https://openpsychometrics.org/tests/characters/stats/GOT/7","https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/7.jpg"
"GOT18","Tywin Lannister","GOT","Game of Thrones",72.3,"https://openpsychometrics.org/tests/characters/stats/GOT/18","https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/18.jpg"
"GOT11","Davos Seaworth","GOT","Game of Thrones",71.4,"https://openpsychometrics.org/tests/characters/stats/GOT/11","https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/11.jpg"
"GOT20","Robb Stark","GOT","Game of Thrones",70,"https://openpsychometrics.org/tests/characters/stats/GOT/20","https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/20.jpg"
"GOT13","Brandon Stark","GOT","Game of Thrones",65.1,"https://openpsychometrics.org/tests/characters/stats/GOT/13","https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/13.jpg"
"GOT26","Ygritte","GOT","Game of Thrones",64.7,"https://openpsychometrics.org/tests/characters/stats/GOT/26","https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/26.jpg"
"GOT24","Melisandre","GOT","Game of Thrones",64.5,"https://openpsychometrics.org/tests/characters/stats/GOT/24","https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/24.jpg"
"GOT8","Jorah Mormont","GOT","Game of Thrones",63.6,"https://openpsychometrics.org/tests/characters/stats/GOT/8","https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/8.jpg"
"GOT17","Catelyn Stark","GOT","Game of Thrones",62,"https://openpsychometrics.org/tests/characters/stats/GOT/17","https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/17.jpg"
"GOT10","Petyr Baelish","GOT","Game of Thrones",61.6,"https://openpsychometrics.org/tests/characters/stats/GOT/10","https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/10.jpg"
"GOT19","Margaery Tyrell","GOT","Game of Thrones",60.8,"https://openpsychometrics.org/tests/characters/stats/GOT/19","https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/19.jpg"
"GOT30","Asha Greyjoy","GOT","Game of Thrones",58.7,"https://openpsychometrics.org/tests/characters/stats/GOT/30","https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/30.jpg"
"GOT9","Theon Greyjoy","GOT","Game of Thrones",52.9,"https://openpsychometrics.org/tests/characters/stats/GOT/9","https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/9.jpg"
"GOT29","Oberyn Martell","GOT","Game of Thrones",52.6,"https://openpsychometrics.org/tests/characters/stats/GOT/29","https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/29.jpg"
"GOT21","Bronn","GOT","Game of Thrones",52.3,"https://openpsychometrics.org/tests/characters/stats/GOT/21","https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/21.jpg"
"GOT23","Joffrey Baratheon","GOT","Game of Thrones",44.3,"https://openpsychometrics.org/tests/characters/stats/GOT/23","https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/23.jpg"
"GOT28","Shae","GOT","Game of Thrones",40.5,"https://openpsychometrics.org/tests/characters/stats/GOT/28","https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/28.jpg"
"GOT22","Stannis Baratheon","GOT","Game of Thrones",39.2,"https://openpsychometrics.org/tests/characters/stats/GOT/22","https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/22.jpg"
"FUTR2","Turanga Leela","FUTR","Futurama",90,"https://openpsychometrics.org/tests/characters/stats/FUTR/2","https://openpsychometrics.org/tests/characters/test-resources/pics/FUTR/2.jpg"
"FUTR4","Professor Hubert J. Farnsworth","FUTR","Futurama",72.1,"https://openpsychometrics.org/tests/characters/stats/FUTR/4","https://openpsychometrics.org/tests/characters/test-resources/pics/FUTR/4.jpg"
"FUTR3","Bender Bending Rodriguez","FUTR","Futurama",68.2,"https://openpsychometrics.org/tests/characters/stats/FUTR/3","https://openpsychometrics.org/tests/characters/test-resources/pics/FUTR/3.jpg"
"FUTR1","Philip J. Fry","FUTR","Futurama",67.4,"https://openpsychometrics.org/tests/characters/stats/FUTR/1","https://openpsychometrics.org/tests/characters/test-resources/pics/FUTR/1.jpg"
"FUTR5","Amy Wong","FUTR","Futurama",59.6,"https://openpsychometrics.org/tests/characters/stats/FUTR/5","https://openpsychometrics.org/tests/characters/test-resources/pics/FUTR/5.jpg"
"FUTR10","Carol 'Mom' Miller","FUTR","Futurama",54.4,"https://openpsychometrics.org/tests/characters/stats/FUTR/10","https://openpsychometrics.org/tests/characters/test-resources/pics/FUTR/10.jpg"
"FUTR6","Hermes Conrad","FUTR","Futurama",50.8,"https://openpsychometrics.org/tests/characters/stats/FUTR/6","https://openpsychometrics.org/tests/characters/test-resources/pics/FUTR/6.jpg"
"FUTR7","Dr. John A. Zoidberg","FUTR","Futurama",40.9,"https://openpsychometrics.org/tests/characters/stats/FUTR/7","https://openpsychometrics.org/tests/characters/test-resources/pics/FUTR/7.jpg"
"FUTR9","Kif Kroker","FUTR","Futurama",37.8,"https://openpsychometrics.org/tests/characters/stats/FUTR/9","https://openpsychometrics.org/tests/characters/test-resources/pics/FUTR/9.jpg"
"FUTR8","Zapp Brannigan","FUTR","Futurama",24.5,"https://openpsychometrics.org/tests/characters/stats/FUTR/8","https://openpsychometrics.org/tests/characters/test-resources/pics/FUTR/8.jpg"
"TO3","Jim Halpert","TO","The Office",85.9,"https://openpsychometrics.org/tests/characters/stats/TO/3","https://openpsychometrics.org/tests/characters/test-resources/pics/TO/3.jpg"
"TO2","Dwight Schrute","TO","The Office",80.8,"https://openpsychometrics.org/tests/characters/stats/TO/2","https://openpsychometrics.org/tests/characters/test-resources/pics/TO/2.jpg"
"TO4","Pam Beesly","TO","The Office",80.4,"https://openpsychometrics.org/tests/characters/stats/TO/4","https://openpsychometrics.org/tests/characters/test-resources/pics/TO/4.jpg"
"TO1","Michael Scott","TO","The Office",79,"https://openpsychometrics.org/tests/characters/stats/TO/1","https://openpsychometrics.org/tests/characters/test-resources/pics/TO/1.jpg"
"TO8","Stanley Hudson","TO","The Office",63.3,"https://openpsychometrics.org/tests/characters/stats/TO/8","https://openpsychometrics.org/tests/characters/test-resources/pics/TO/8.jpg"
"TO11","Angela Martin","TO","The Office",54.6,"https://openpsychometrics.org/tests/characters/stats/TO/11","https://openpsychometrics.org/tests/characters/test-resources/pics/TO/11.jpg"
"TO9","Kevin Malone","TO","The Office",51,"https://openpsychometrics.org/tests/characters/stats/TO/9","https://openpsychometrics.org/tests/characters/test-resources/pics/TO/9.jpg"
"TO12","Phyllis Lapin","TO","The Office",48.3,"https://openpsychometrics.org/tests/characters/stats/TO/12","https://openpsychometrics.org/tests/characters/test-resources/pics/TO/12.jpg"
"TO13","Kelly Kapoor","TO","The Office",45.8,"https://openpsychometrics.org/tests/characters/stats/TO/13","https://openpsychometrics.org/tests/characters/test-resources/pics/TO/13.jpg"
"TO6","Andy Bernard","TO","The Office",40.4,"https://openpsychometrics.org/tests/characters/stats/TO/6","https://openpsychometrics.org/tests/characters/test-resources/pics/TO/6.jpg"
"TO7","Jan Levinson","TO","The Office",39.7,"https://openpsychometrics.org/tests/characters/stats/TO/7","https://openpsychometrics.org/tests/characters/test-resources/pics/TO/7.jpg"
"TO14","Kelly Erin Hannon","TO","The Office",39,"https://openpsychometrics.org/tests/characters/stats/TO/14","https://openpsychometrics.org/tests/characters/test-resources/pics/TO/14.jpg"
"TO5","Ryan Howard","TO","The Office",35.5,"https://openpsychometrics.org/tests/characters/stats/TO/5","https://openpsychometrics.org/tests/characters/test-resources/pics/TO/5.jpg"
"TO10","Meredith Palmer","TO","The Office",34,"https://openpsychometrics.org/tests/characters/stats/TO/10","https://openpsychometrics.org/tests/characters/test-resources/pics/TO/10.jpg"
"TO15","Robert California","TO","The Office",32.4,"https://openpsychometrics.org/tests/characters/stats/TO/15","https://openpsychometrics.org/tests/characters/test-resources/pics/TO/15.jpg"
"HP3","Hermione Granger","HP","Harry Potter",95,"https://openpsychometrics.org/tests/characters/stats/HP/3","https://openpsychometrics.org/tests/characters/test-resources/pics/HP/3.jpg"
"HP2","Harry Potter","HP","Harry Potter",88,"https://openpsychometrics.org/tests/characters/stats/HP/2","https://openpsychometrics.org/tests/characters/test-resources/pics/HP/2.jpg"
"HP5","Albus Dumbledore","HP","Harry Potter",87.8,"https://openpsychometrics.org/tests/characters/stats/HP/5","https://openpsychometrics.org/tests/characters/test-resources/pics/HP/5.jpg"
"HP6","Minerva McGonagall","HP","Harry Potter",87,"https://openpsychometrics.org/tests/characters/stats/HP/6","https://openpsychometrics.org/tests/characters/test-resources/pics/HP/6.jpg"
"HP30","Sirius Black","HP","Harry Potter",86.5,"https://openpsychometrics.org/tests/characters/stats/HP/30","https://openpsychometrics.org/tests/characters/test-resources/pics/HP/30.jpg"
"HP4","Rubeus Hagrid","HP","Harry Potter",85.6,"https://openpsychometrics.org/tests/characters/stats/HP/4","https://openpsychometrics.org/tests/characters/test-resources/pics/HP/4.jpg"
"HP12","Lord Voldemort","HP","Harry Potter",83,"https://openpsychometrics.org/tests/characters/stats/HP/12","https://openpsychometrics.org/tests/characters/test-resources/pics/HP/12.jpg"
"HP7","Severus Snape","HP","Harry Potter",82,"https://openpsychometrics.org/tests/characters/stats/HP/7","https://openpsychometrics.org/tests/characters/test-resources/pics/HP/7.jpg"
"HP1","Ron Weasley","HP","Harry Potter",81.7,"https://openpsychometrics.org/tests/characters/stats/HP/1","https://openpsychometrics.org/tests/characters/test-resources/pics/HP/1.jpg"
"HP20","Remus Lupin","HP","Harry Potter",81.2,"https://openpsychometrics.org/tests/characters/stats/HP/20","https://openpsychometrics.org/tests/characters/test-resources/pics/HP/20.jpg"
"HP27","Dobby","HP","Harry Potter",80,"https://openpsychometrics.org/tests/characters/stats/HP/27","https://openpsychometrics.org/tests/characters/test-resources/pics/HP/27.jpg"
"HP9","Luna Lovegood","HP","Harry Potter",74.1,"https://openpsychometrics.org/tests/characters/stats/HP/9","https://openpsychometrics.org/tests/characters/test-resources/pics/HP/9.jpg"
"HP18","George Weasley","HP","Harry Potter",71.9,"https://openpsychometrics.org/tests/characters/stats/HP/18","https://openpsychometrics.org/tests/characters/test-resources/pics/HP/18.jpg"
"HP11","Molly Weasley","HP","Harry Potter",71.5,"https://openpsychometrics.org/tests/characters/stats/HP/11","https://openpsychometrics.org/tests/characters/test-resources/pics/HP/11.jpg"
"HP10","Draco Malfoy","HP","Harry Potter",70.5,"https://openpsychometrics.org/tests/characters/stats/HP/10","https://openpsychometrics.org/tests/characters/test-resources/pics/HP/10.jpg"
"HP19","Alastor Moody","HP","Harry Potter",67.4,"https://openpsychometrics.org/tests/characters/stats/HP/19","https://openpsychometrics.org/tests/characters/test-resources/pics/HP/19.jpg"
"HP28","Bellatrix Lestrange","HP","Harry Potter",66.4,"https://openpsychometrics.org/tests/characters/stats/HP/28","https://openpsychometrics.org/tests/characters/test-resources/pics/HP/28.jpg"
"HP21","Arthur Weasley","HP","Harry Potter",62.3,"https://openpsychometrics.org/tests/characters/stats/HP/21","https://openpsychometrics.org/tests/characters/test-resources/pics/HP/21.jpg"
"HP8","Ginny Weasley","HP","Harry Potter",61.4,"https://openpsychometrics.org/tests/characters/stats/HP/8","https://openpsychometrics.org/tests/characters/test-resources/pics/HP/8.jpg"
"HP29","Nymphadora Tonks","HP","Harry Potter",60.9,"https://openpsychometrics.org/tests/characters/stats/HP/29","https://openpsychometrics.org/tests/characters/test-resources/pics/HP/29.jpg"
"HP17","Horace Slughorn","HP","Harry Potter",46.9,"https://openpsychometrics.org/tests/characters/stats/HP/17","https://openpsychometrics.org/tests/characters/test-resources/pics/HP/17.jpg"
"HP25","Moaning Myrtle","HP","Harry Potter",45.9,"https://openpsychometrics.org/tests/characters/stats/HP/25","https://openpsychometrics.org/tests/characters/test-resources/pics/HP/25.jpg"
"HP14","Fleur Delacour","HP","Harry Potter",43.3,"https://openpsychometrics.org/tests/characters/stats/HP/14","https://openpsychometrics.org/tests/characters/test-resources/pics/HP/14.jpg"
"HP16","Filius Flitwick","HP","Harry Potter",38.1,"https://openpsychometrics.org/tests/characters/stats/HP/16","https://openpsychometrics.org/tests/characters/test-resources/pics/HP/16.jpg"
"HP15","Viktor Krum","HP","Harry Potter",36.4,"https://openpsychometrics.org/tests/characters/stats/HP/15","https://openpsychometrics.org/tests/characters/test-resources/pics/HP/15.jpg"
"HP13","Cho Chang","HP","Harry Potter",32.9,"https://openpsychometrics.org/tests/characters/stats/HP/13","https://openpsychometrics.org/tests/characters/test-resources/pics/HP/13.jpg"
"HP23","Dolores Umbridge","HP","Harry Potter",29.5,"https://openpsychometrics.org/tests/characters/stats/HP/23","https://openpsychometrics.org/tests/characters/test-resources/pics/HP/23.jpg"
"HP22","Cornelius Fudge","HP","Harry Potter",28.6,"https://openpsychometrics.org/tests/characters/stats/HP/22","https://openpsychometrics.org/tests/characters/test-resources/pics/HP/22.jpg"
"HP24","Petunia Dursley","HP","Harry Potter",27.8,"https://openpsychometrics.org/tests/characters/stats/HP/24","https://openpsychometrics.org/tests/characters/test-resources/pics/HP/24.jpg"
"HP26","Rita Skeeter","HP","Harry Potter",25,"https://openpsychometrics.org/tests/characters/stats/HP/26","https://openpsychometrics.org/tests/characters/test-resources/pics/HP/26.jpg"
"GA2","Cristina Yang","GA","Grey's Anatomy",90.8,"https://openpsychometrics.org/tests/characters/stats/GA/2","https://openpsychometrics.org/tests/characters/test-resources/pics/GA/2.jpg"
"GA6","Miranda Bailey","GA","Grey's Anatomy",90.6,"https://openpsychometrics.org/tests/characters/stats/GA/6","https://openpsychometrics.org/tests/characters/test-resources/pics/GA/6.jpg"
"GA1","Meredith Grey","GA","Grey's Anatomy",88.3,"https://openpsychometrics.org/tests/characters/stats/GA/1","https://openpsychometrics.org/tests/characters/test-resources/pics/GA/1.jpg"
"GA9","Derek Shepherd","GA","Grey's Anatomy",87.5,"https://openpsychometrics.org/tests/characters/stats/GA/9","https://openpsychometrics.org/tests/characters/test-resources/pics/GA/9.jpg"
"GA4","Alex Karev","GA","Grey's Anatomy",81.5,"https://openpsychometrics.org/tests/characters/stats/GA/4","https://openpsychometrics.org/tests/characters/test-resources/pics/GA/4.jpg"
"GA7","Richard Webber","GA","Grey's Anatomy",80.8,"https://openpsychometrics.org/tests/characters/stats/GA/7","https://openpsychometrics.org/tests/characters/test-resources/pics/GA/7.jpg"
"GA5","George O'Malley","GA","Grey's Anatomy",68.3,"https://openpsychometrics.org/tests/characters/stats/GA/5","https://openpsychometrics.org/tests/characters/test-resources/pics/GA/5.jpg"
"GA10","Addison Montgomery","GA","Grey's Anatomy",61.3,"https://openpsychometrics.org/tests/characters/stats/GA/10","https://openpsychometrics.org/tests/characters/test-resources/pics/GA/10.jpg"
"GA3","Izzie Stevens","GA","Grey's Anatomy",46.1,"https://openpsychometrics.org/tests/characters/stats/GA/3","https://openpsychometrics.org/tests/characters/test-resources/pics/GA/3.jpg"
"GA8","Preston Burke","GA","Grey's Anatomy",45.1,"https://openpsychometrics.org/tests/characters/stats/GA/8","https://openpsychometrics.org/tests/characters/test-resources/pics/GA/8.jpg"
"H1","Dr. Gregory House","H","House",91.4,"https://openpsychometrics.org/tests/characters/stats/H/1","https://openpsychometrics.org/tests/characters/test-resources/pics/H/1.jpg"
"H2","Dr. Lisa Cuddy","H","House",78.5,"https://openpsychometrics.org/tests/characters/stats/H/2","https://openpsychometrics.org/tests/characters/test-resources/pics/H/2.jpg"
"H3","Dr. James Wilson","H","House",77.5,"https://openpsychometrics.org/tests/characters/stats/H/3","https://openpsychometrics.org/tests/characters/test-resources/pics/H/3.jpg"
"H4","Dr. Eric Foreman","H","House",67.7,"https://openpsychometrics.org/tests/characters/stats/H/4","https://openpsychometrics.org/tests/characters/test-resources/pics/H/4.jpg"
"H6","Dr. Allison Cameron","H","House",63.8,"https://openpsychometrics.org/tests/characters/stats/H/6","https://openpsychometrics.org/tests/characters/test-resources/pics/H/6.jpg"
"H5","Dr. Robert Chase","H","House",56.1,"https://openpsychometrics.org/tests/characters/stats/H/5","https://openpsychometrics.org/tests/characters/test-resources/pics/H/5.jpg"
"PR1","Leslie Knope","PR","Parks and Recreation",88.9,"https://openpsychometrics.org/tests/characters/stats/PR/1","https://openpsychometrics.org/tests/characters/test-resources/pics/PR/1.jpg"
"PR5","Ron Swanson","PR","Parks and Recreation",86.6,"https://openpsychometrics.org/tests/characters/stats/PR/5","https://openpsychometrics.org/tests/characters/test-resources/pics/PR/5.jpg"
"PR6","April Ludgate","PR","Parks and Recreation",78.8,"https://openpsychometrics.org/tests/characters/stats/PR/6","https://openpsychometrics.org/tests/characters/test-resources/pics/PR/6.jpg"
"PR8","Donna Meagle","PR","Parks and Recreation",72.7,"https://openpsychometrics.org/tests/characters/stats/PR/8","https://openpsychometrics.org/tests/characters/test-resources/pics/PR/8.jpg"
"PR9","Ben Wyatt","PR","Parks and Recreation",72,"https://openpsychometrics.org/tests/characters/stats/PR/9","https://openpsychometrics.org/tests/characters/test-resources/pics/PR/9.jpg"
"PR2","Ann Perkins","PR","Parks and Recreation",67.9,"https://openpsychometrics.org/tests/characters/stats/PR/2","https://openpsychometrics.org/tests/characters/test-resources/pics/PR/2.jpg"
"PR10","Chris Traeger","PR","Parks and Recreation",65.5,"https://openpsychometrics.org/tests/characters/stats/PR/10","https://openpsychometrics.org/tests/characters/test-resources/pics/PR/10.jpg"
"PR4","Tom Haverford","PR","Parks and Recreation",59.4,"https://openpsychometrics.org/tests/characters/stats/PR/4","https://openpsychometrics.org/tests/characters/test-resources/pics/PR/4.jpg"
"PR7","Jerry Gergich","PR","Parks and Recreation",33.2,"https://openpsychometrics.org/tests/characters/stats/PR/7","https://openpsychometrics.org/tests/characters/test-resources/pics/PR/7.jpg"
"PR3","Mark Brendanawicz","PR","Parks and Recreation",19.3,"https://openpsychometrics.org/tests/characters/stats/PR/3","https://openpsychometrics.org/tests/characters/test-resources/pics/PR/3.jpg"
"BBT2","Sheldon Cooper","BBT","The Big Bang Theory",84.3,"https://openpsychometrics.org/tests/characters/stats/BBT/2","https://openpsychometrics.org/tests/characters/test-resources/pics/BBT/2.jpg"
"BBT1","Leonard Hofstadter","BBT","The Big Bang Theory",74.7,"https://openpsychometrics.org/tests/characters/stats/BBT/1","https://openpsychometrics.org/tests/characters/test-resources/pics/BBT/1.jpg"
"BBT3","Penny","BBT","The Big Bang Theory",74.7,"https://openpsychometrics.org/tests/characters/stats/BBT/3","https://openpsychometrics.org/tests/characters/test-resources/pics/BBT/3.jpg"
"BBT8","Amy Farrah Fowler","BBT","The Big Bang Theory",74,"https://openpsychometrics.org/tests/characters/stats/BBT/8","https://openpsychometrics.org/tests/characters/test-resources/pics/BBT/8.jpg"
"BBT7","Bernadette Rostenkowski","BBT","The Big Bang Theory",63.1,"https://openpsychometrics.org/tests/characters/stats/BBT/7","https://openpsychometrics.org/tests/characters/test-resources/pics/BBT/7.jpg"
"BBT5","Raj Koothrappali","BBT","The Big Bang Theory",58.9,"https://openpsychometrics.org/tests/characters/stats/BBT/5","https://openpsychometrics.org/tests/characters/test-resources/pics/BBT/5.jpg"
"BBT4","Howard Wolowitz","BBT","The Big Bang Theory",55.5,"https://openpsychometrics.org/tests/characters/stats/BBT/4","https://openpsychometrics.org/tests/characters/test-resources/pics/BBT/4.jpg"
"BBT10","Mary Cooper","BBT","The Big Bang Theory",40.9,"https://openpsychometrics.org/tests/characters/stats/BBT/10","https://openpsychometrics.org/tests/characters/test-resources/pics/BBT/10.jpg"
"BBT6","Leslie Winkle","BBT","The Big Bang Theory",25.7,"https://openpsychometrics.org/tests/characters/stats/BBT/6","https://openpsychometrics.org/tests/characters/test-resources/pics/BBT/6.jpg"
"BBT9","Stuart Bloom","BBT","The Big Bang Theory",24.9,"https://openpsychometrics.org/tests/characters/stats/BBT/9","https://openpsychometrics.org/tests/characters/test-resources/pics/BBT/9.jpg"
"SUC1","Logan Roy","SUC","Succession",91.6,"https://openpsychometrics.org/tests/characters/stats/SUC/1","https://openpsychometrics.org/tests/characters/test-resources/pics/SUC/1.jpg"
"SUC3","Shiv Roy","SUC","Succession",77.7,"https://openpsychometrics.org/tests/characters/stats/SUC/3","https://openpsychometrics.org/tests/characters/test-resources/pics/SUC/3.jpg"
"SUC2","Roman Roy","SUC","Succession",70.4,"https://openpsychometrics.org/tests/characters/stats/SUC/2","https://openpsychometrics.org/tests/characters/test-resources/pics/SUC/2.jpg"
"SUC4","Kendall Roy","SUC","Succession",66.4,"https://openpsychometrics.org/tests/characters/stats/SUC/4","https://openpsychometrics.org/tests/characters/test-resources/pics/SUC/4.jpg"
"SUC5","Marcia Roy","SUC","Succession",56.6,"https://openpsychometrics.org/tests/characters/stats/SUC/5","https://openpsychometrics.org/tests/characters/test-resources/pics/SUC/5.jpg"
"SUC6","Greg Hirsch","SUC","Succession",39.1,"https://openpsychometrics.org/tests/characters/stats/SUC/6","https://openpsychometrics.org/tests/characters/test-resources/pics/SUC/6.jpg"
"SUC8","Tom Wambsgans","SUC","Succession",39,"https://openpsychometrics.org/tests/characters/stats/SUC/8","https://openpsychometrics.org/tests/characters/test-resources/pics/SUC/8.jpg"
"SUC7","Frank Vernon","SUC","Succession",36.8,"https://openpsychometrics.org/tests/characters/stats/SUC/7","https://openpsychometrics.org/tests/characters/test-resources/pics/SUC/7.jpg"
"SUC10","Lawrence Yee","SUC","Succession",33.1,"https://openpsychometrics.org/tests/characters/stats/SUC/10","https://openpsychometrics.org/tests/characters/test-resources/pics/SUC/10.jpg"
"SUC9","Connor Roy","SUC","Succession",18.7,"https://openpsychometrics.org/tests/characters/stats/SUC/9","https://openpsychometrics.org/tests/characters/test-resources/pics/SUC/9.jpg"
"WSW1","Dolores Abernathy","WSW","Westworld",93.4,"https://openpsychometrics.org/tests/characters/stats/WSW/1","https://openpsychometrics.org/tests/characters/test-resources/pics/WSW/1.jpg"
"WSW9","Robert Ford","WSW","Westworld",89.1,"https://openpsychometrics.org/tests/characters/stats/WSW/9","https://openpsychometrics.org/tests/characters/test-resources/pics/WSW/9.jpg"
"WSW2","Maeve Millay","WSW","Westworld",87.1,"https://openpsychometrics.org/tests/characters/stats/WSW/2","https://openpsychometrics.org/tests/characters/test-resources/pics/WSW/2.jpg"
