"char_id","char_name","uni_id","uni_name","myers_briggs","avg_match_perc","number_users"
"F5","Chandler Bing","F","Friends","ENFJ",60.5,3842
"F5","Chandler Bing","F","Friends","INTP",58.7,11992
"F5","Chandler Bing","F","Friends","ENTP",58,5934
"F5","Chandler Bing","F","Friends","ISTP",57.7,1950
"F5","Chandler Bing","F","Friends","ESTP",57.6,765
"F5","Chandler Bing","F","Friends","ISTJ",55.6,1475
"F5","Chandler Bing","F","Friends","ESTJ",55.2,547
"F5","Chandler Bing","F","Friends","INTJ",54.8,8827
"F5","Chandler Bing","F","Friends","ENTJ",54.4,2286
"F4","Joey Tribbiani","F","Friends","ENFP",65.2,10817
"F4","Joey Tribbiani","F","Friends","ESFP",64.7,1202
"F4","Joey Tribbiani","F","Friends","ESTP",59.2,765
"F4","Joey Tribbiani","F","Friends","ENTP",58.3,5934
"F4","Joey Tribbiani","F","Friends","ENFJ",58,3842
"F4","Joey Tribbiani","F","Friends","INFP",56.4,23344
"F4","Joey Tribbiani","F","Friends","ESFJ",55.7,592
"F4","Joey Tribbiani","F","Friends","ISFP",55.5,1998
"F4","Joey Tribbiani","F","Friends","ENTJ",50.9,2286
"F4","Joey Tribbiani","F","Friends","INFJ",49.7,12519
"F4","Joey Tribbiani","F","Friends","ISTP",48.9,1950
"F4","Joey Tribbiani","F","Friends","INTP",48.5,11992
"F4","Joey Tribbiani","F","Friends","ESTJ",48,547
"F4","Joey Tribbiani","F","Friends","ISFJ",46.7,1602
"F4","Joey Tribbiani","F","Friends","INTJ",41.5,8827
"F4","Joey Tribbiani","F","Friends","ISTJ",39.1,1475
"F3","Phoebe Buffay","F","Friends","ENFP",72.9,10817
"F3","Phoebe Buffay","F","Friends","ESFP",69.4,1202
"F3","Phoebe Buffay","F","Friends","ENFJ",66.1,3842
"F3","Phoebe Buffay","F","Friends","INFP",65.3,23344
"F3","Phoebe Buffay","F","Friends","ENTP",65.2,5934
"F3","Phoebe Buffay","F","Friends","ESTP",63.4,765
"F3","Phoebe Buffay","F","Friends","ISFP",62,1998
"F3","Phoebe Buffay","F","Friends","ESFJ",61,592
"F3","Phoebe Buffay","F","Friends","INFJ",59.5,12519
"F3","Phoebe Buffay","F","Friends","ENTJ",58.1,2286
"F3","Phoebe Buffay","F","Friends","INTP",56.9,11992
"F3","Phoebe Buffay","F","Friends","ISTP",54.6,1950
"F3","Phoebe Buffay","F","Friends","ISFJ",53.2,1602
"F3","Phoebe Buffay","F","Friends","ESTJ",53.1,547
"F3","Phoebe Buffay","F","Friends","INTJ",50.3,8827
"F3","Phoebe Buffay","F","Friends","ISTJ",45.3,1475
"F6","Ross Geller","F","Friends","ISTJ",60,1475
"F6","Ross Geller","F","Friends","ISFJ",58.4,1602
"F6","Ross Geller","F","Friends","INTJ",55.3,8827
"F6","Ross Geller","F","Friends","ESTJ",54.2,547
"F6","Ross Geller","F","Friends","INFJ",53.3,12519
"F6","Ross Geller","F","Friends","ESFJ",52.2,592
"F6","Ross Geller","F","Friends","INTP",50,11992
"F6","Ross Geller","F","Friends","ENTJ",49.4,2286
"F6","Ross Geller","F","Friends","ISTP",49.1,1950
"F6","Ross Geller","F","Friends","ISFP",49,1998
"F6","Ross Geller","F","Friends","ENFJ",48.3,3842
"F6","Ross Geller","F","Friends","INFP",48.1,23344
"F6","Ross Geller","F","Friends","ESFP",43.3,1202
"F6","Ross Geller","F","Friends","ENTP",42.8,5934
"F6","Ross Geller","F","Friends","ESTP",42.7,765
"F6","Ross Geller","F","Friends","ENFP",42.3,10817
"EU1","Rue Bennett","EU","Euphoria","ENTP",62.9,5934
"EU1","Rue Bennett","EU","Euphoria","INFP",62.4,23344
"EU1","Rue Bennett","EU","Euphoria","INTP",62.3,11992
"EU1","Rue Bennett","EU","Euphoria","ENFP",61.2,10817
"EU1","Rue Bennett","EU","Euphoria","ISTP",60.4,1950
"EU1","Rue Bennett","EU","Euphoria","ISFP",60.2,1998
"EU1","Rue Bennett","EU","Euphoria","ESTP",59.4,765
"EU1","Rue Bennett","EU","Euphoria","ESFP",58.4,1202
"EU1","Rue Bennett","EU","Euphoria","INFJ",55.6,12519
"EU1","Rue Bennett","EU","Euphoria","INTJ",55.4,8827
"EU1","Rue Bennett","EU","Euphoria","ENTJ",54,2286
"EU1","Rue Bennett","EU","Euphoria","ENFJ",53.5,3842
"EU1","Rue Bennett","EU","Euphoria","ISTJ",49.8,1475
"EU1","Rue Bennett","EU","Euphoria","ISFJ",49.1,1602
"EU1","Rue Bennett","EU","Euphoria","ESFJ",49,592
"EU1","Rue Bennett","EU","Euphoria","ESTJ",48.5,547
"EU2","Jules Vaughn","EU","Euphoria","ENFP",72,10817
"EU2","Jules Vaughn","EU","Euphoria","ESFP",68.8,1202
"EU2","Jules Vaughn","EU","Euphoria","ENTP",68.5,5934
"EU2","Jules Vaughn","EU","Euphoria","ENFJ",65.7,3842
"EU2","Jules Vaughn","EU","Euphoria","ESTP",65.5,765
"EU2","Jules Vaughn","EU","Euphoria","INFP",65.5,23344
"EU2","Jules Vaughn","EU","Euphoria","ISFP",62.3,1998
"EU2","Jules Vaughn","EU","Euphoria","ENTJ",61.9,2286
"EU2","Jules Vaughn","EU","Euphoria","INTP",60.2,11992
"EU2","Jules Vaughn","EU","Euphoria","INFJ",60.1,12519
"EU2","Jules Vaughn","EU","Euphoria","ESFJ",60,592
"EU2","Jules Vaughn","EU","Euphoria","ISTP",57.6,1950
"EU2","Jules Vaughn","EU","Euphoria","ESTJ",55.5,547
"EU2","Jules Vaughn","EU","Euphoria","INTJ",54.8,8827
"EU2","Jules Vaughn","EU","Euphoria","ISFJ",52.6,1602
"EU2","Jules Vaughn","EU","Euphoria","ISTJ",48.2,1475
"EU6","Maddy Perez","EU","Euphoria","ENTP",62.4,5934
"EU6","Maddy Perez","EU","Euphoria","ESTP",62.1,765
"EU6","Maddy Perez","EU","Euphoria","ENTJ",59.1,2286
"EU6","Maddy Perez","EU","Euphoria","ESFP",57.8,1202
"EU6","Maddy Perez","EU","Euphoria","ENFP",56.7,10817
"EU6","Maddy Perez","EU","Euphoria","ESTJ",54.6,547
"EU6","Maddy Perez","EU","Euphoria","ENFJ",53.2,3842
"EU6","Maddy Perez","EU","Euphoria","ISTP",51.5,1950
"EU6","Maddy Perez","EU","Euphoria","INTP",50.8,11992
"EU6","Maddy Perez","EU","Euphoria","ESFJ",50.2,592
"EU6","Maddy Perez","EU","Euphoria","INTJ",49.5,8827
"EU6","Maddy Perez","EU","Euphoria","ISFP",48.5,1998
"EU6","Maddy Perez","EU","Euphoria","INFP",48,23344
"EU6","Maddy Perez","EU","Euphoria","INFJ",45.1,12519
"EU6","Maddy Perez","EU","Euphoria","ISTJ",45,1475
"EU6","Maddy Perez","EU","Euphoria","ISFJ",40.2,1602
"EU3","Cassie Howard","EU","Euphoria","ENFP",67.7,10817
"EU3","Cassie Howard","EU","Euphoria","ESFP",66.3,1202
"EU3","Cassie Howard","EU","Euphoria","ENFJ",63.8,3842
"EU3","Cassie Howard","EU","Euphoria","INFP",63.2,23344
"EU3","Cassie Howard","EU","Euphoria","ESFJ",62.4,592
"EU3","Cassie Howard","EU","Euphoria","ISFP",61.3,1998
"EU3","Cassie Howard","EU","Euphoria","INFJ",59.3,12519
"EU3","Cassie Howard","EU","Euphoria","ISFJ",57.8,1602
"EU3","Cassie Howard","EU","Euphoria","ESTP",57,765
"EU3","Cassie Howard","EU","Euphoria","ENTP",56.9,5934
"EU3","Cassie Howard","EU","Euphoria","ENTJ",53.3,2286
"EU3","Cassie Howard","EU","Euphoria","INTP",51.9,11992
"EU3","Cassie Howard","EU","Euphoria","ESTJ",51.6,547
"EU3","Cassie Howard","EU","Euphoria","ISTP",50.5,1950
"EU3","Cassie Howard","EU","Euphoria","INTJ",47.4,8827
"EU3","Cassie Howard","EU","Euphoria","ISTJ",46.3,1475
"EU4","Nate Jacobs","EU","Euphoria","ESTP",49.2,765
"EU4","Nate Jacobs","EU","Euphoria","ENTP",48.7,5934
"EU4","Nate Jacobs","EU","Euphoria","ENTJ",47.5,2286
"EU4","Nate Jacobs","EU","Euphoria","ISTP",46.4,1950
"EU4","Nate Jacobs","EU","Euphoria","ESTJ",45.6,547
"EU4","Nate Jacobs","EU","Euphoria","INTJ",44.9,8827
"EU4","Nate Jacobs","EU","Euphoria","INTP",44.2,11992
"EU4","Nate Jacobs","EU","Euphoria","ISTJ",43.3,1475
"EU4","Nate Jacobs","EU","Euphoria","ESFP",39.8,1202
"EU4","Nate Jacobs","EU","Euphoria","ENFP",36.9,10817
"EU4","Nate Jacobs","EU","Euphoria","ISFP",36.8,1998
"EU4","Nate Jacobs","EU","Euphoria","ENFJ",35.5,3842
"EU4","Nate Jacobs","EU","Euphoria","ESFJ",35.1,592
"EU4","Nate Jacobs","EU","Euphoria","INFP",34.6,23344
"EU4","Nate Jacobs","EU","Euphoria","INFJ",33.5,12519
"EU4","Nate Jacobs","EU","Euphoria","ISFJ",31.8,1602
"EU5","Lexi Howard","EU","Euphoria","ISFJ",72,1602
"EU5","Lexi Howard","EU","Euphoria","INFJ",67.2,12519
"EU5","Lexi Howard","EU","Euphoria","ISTJ",65.7,1475
"EU5","Lexi Howard","EU","Euphoria","ESFJ",64.4,592
"EU5","Lexi Howard","EU","Euphoria","ENFJ",61.5,3842
"EU5","Lexi Howard","EU","Euphoria","INTJ",61.1,8827
"EU5","Lexi Howard","EU","Euphoria","INFP",60.7,23344
"EU5","Lexi Howard","EU","Euphoria","ISFP",60.1,1998
"EU5","Lexi Howard","EU","Euphoria","ESTJ",59.4,547
"EU5","Lexi Howard","EU","Euphoria","INTP",55.7,11992
"EU5","Lexi Howard","EU","Euphoria","ENTJ",54.4,2286
"EU5","Lexi Howard","EU","Euphoria","ENFP",54.4,10817
"EU5","Lexi Howard","EU","Euphoria","ISTP",54.2,1950
"EU5","Lexi Howard","EU","Euphoria","ESFP",53.4,1202
"EU5","Lexi Howard","EU","Euphoria","ESTP",47.5,765
"EU5","Lexi Howard","EU","Euphoria","ENTP",46.7,5934
"HIMYM4","Barney Stinson","HIMYM","How I Met Your Mother","ENTP",63.6,5934
"HIMYM4","Barney Stinson","HIMYM","How I Met Your Mother","ESTP",63.1,765
"HIMYM4","Barney Stinson","HIMYM","How I Met Your Mother","ENTJ",60.3,2286
"HIMYM4","Barney Stinson","HIMYM","How I Met Your Mother","ESFP",57.9,1202
"HIMYM4","Barney Stinson","HIMYM","How I Met Your Mother","ENFP",56.9,10817
"HIMYM4","Barney Stinson","HIMYM","How I Met Your Mother","ESTJ",55.6,547
"HIMYM4","Barney Stinson","HIMYM","How I Met Your Mother","ENFJ",53.6,3842
"HIMYM4","Barney Stinson","HIMYM","How I Met Your Mother","ISTP",51.5,1950
"HIMYM4","Barney Stinson","HIMYM","How I Met Your Mother","INTP",51.1,11992
"HIMYM4","Barney Stinson","HIMYM","How I Met Your Mother","ESFJ",50.2,592
"HIMYM4","Barney Stinson","HIMYM","How I Met Your Mother","INTJ",49.8,8827
"HIMYM4","Barney Stinson","HIMYM","How I Met Your Mother","ISFP",47,1998
"HIMYM4","Barney Stinson","HIMYM","How I Met Your Mother","INFP",46.8,23344
"HIMYM4","Barney Stinson","HIMYM","How I Met Your Mother","ISTJ",44.8,1475
"HIMYM4","Barney Stinson","HIMYM","How I Met Your Mother","INFJ",44.2,12519
"HIMYM4","Barney Stinson","HIMYM","How I Met Your Mother","ISFJ",38.9,1602
"HIMYM3","Robin Scherbatsky","HIMYM","How I Met Your Mother","ENTJ",66.5,2286
"HIMYM3","Robin Scherbatsky","HIMYM","How I Met Your Mother","ESTJ",65.6,547
"HIMYM3","Robin Scherbatsky","HIMYM","How I Met Your Mother","ESTP",63.6,765
"HIMYM3","Robin Scherbatsky","HIMYM","How I Met Your Mother","ENTP",62.3,5934
"HIMYM3","Robin Scherbatsky","HIMYM","How I Met Your Mother","INTJ",60.7,8827
"HIMYM3","Robin Scherbatsky","HIMYM","How I Met Your Mother","ISTJ",58.7,1475
"HIMYM3","Robin Scherbatsky","HIMYM","How I Met Your Mother","ISTP",57,1950
"HIMYM3","Robin Scherbatsky","HIMYM","How I Met Your Mother","ENFJ",56.9,3842
"HIMYM3","Robin Scherbatsky","HIMYM","How I Met Your Mother","INTP",55.5,11992
"HIMYM3","Robin Scherbatsky","HIMYM","How I Met Your Mother","ESFJ",55.3,592
"HIMYM3","Robin Scherbatsky","HIMYM","How I Met Your Mother","ESFP",55.1,1202
"HIMYM3","Robin Scherbatsky","HIMYM","How I Met Your Mother","ENFP",53.3,10817
"HIMYM3","Robin Scherbatsky","HIMYM","How I Met Your Mother","INFJ",51.3,12519
"HIMYM3","Robin Scherbatsky","HIMYM","How I Met Your Mother","ISFP",48.8,1998
"HIMYM3","Robin Scherbatsky","HIMYM","How I Met Your Mother","ISFJ",48.7,1602
"HIMYM3","Robin Scherbatsky","HIMYM","How I Met Your Mother","INFP",47.3,23344
"HIMYM5","Lily Aldrin","HIMYM","How I Met Your Mother","ENFP",73.7,10817
"HIMYM5","Lily Aldrin","HIMYM","How I Met Your Mother","ENFJ",71.6,3842
"HIMYM5","Lily Aldrin","HIMYM","How I Met Your Mother","ESFP",71.4,1202
"HIMYM5","Lily Aldrin","HIMYM","How I Met Your Mother","ESFJ",68.3,592
"HIMYM5","Lily Aldrin","HIMYM","How I Met Your Mother","ENTP",65.2,5934
"HIMYM5","Lily Aldrin","HIMYM","How I Met Your Mother","INFP",65,23344
"HIMYM5","Lily Aldrin","HIMYM","How I Met Your Mother","ESTP",64.5,765
"HIMYM5","Lily Aldrin","HIMYM","How I Met Your Mother","ENTJ",63.5,2286
"HIMYM5","Lily Aldrin","HIMYM","How I Met Your Mother","INFJ",63.2,12519
"HIMYM5","Lily Aldrin","HIMYM","How I Met Your Mother","ISFP",62.5,1998
"HIMYM5","Lily Aldrin","HIMYM","How I Met Your Mother","ESTJ",60.8,547
"HIMYM5","Lily Aldrin","HIMYM","How I Met Your Mother","ISFJ",59.4,1602
"HIMYM5","Lily Aldrin","HIMYM","How I Met Your Mother","INTP",55.9,11992
"HIMYM5","Lily Aldrin","HIMYM","How I Met Your Mother","ISTP",54,1950
"HIMYM5","Lily Aldrin","HIMYM","How I Met Your Mother","INTJ",53.9,8827
"HIMYM5","Lily Aldrin","HIMYM","How I Met Your Mother","ISTJ",50.8,1475
"HIMYM2","Marshall Eriksen","HIMYM","How I Met Your Mother","ESFJ",66.9,592
"HIMYM2","Marshall Eriksen","HIMYM","How I Met Your Mother","ISFJ",66.7,1602
"HIMYM2","Marshall Eriksen","HIMYM","How I Met Your Mother","ENFP",66.3,10817
"HIMYM2","Marshall Eriksen","HIMYM","How I Met Your Mother","ENFJ",66.2,3842
"HIMYM2","Marshall Eriksen","HIMYM","How I Met Your Mother","INFP",65.3,23344
"HIMYM2","Marshall Eriksen","HIMYM","How I Met Your Mother","INFJ",64.8,12519
"HIMYM2","Marshall Eriksen","HIMYM","How I Met Your Mother","ESFP",63.9,1202
"HIMYM2","Marshall Eriksen","HIMYM","How I Met Your Mother","ISFP",63.1,1998
"HIMYM2","Marshall Eriksen","HIMYM","How I Met Your Mother","ESTJ",54.4,547
"HIMYM2","Marshall Eriksen","HIMYM","How I Met Your Mother","INTP",53.3,11992
"HIMYM2","Marshall Eriksen","HIMYM","How I Met Your Mother","ISTJ",53.2,1475
"HIMYM2","Marshall Eriksen","HIMYM","How I Met Your Mother","ESTP",52.9,765
"HIMYM2","Marshall Eriksen","HIMYM","How I Met Your Mother","ENTP",52.4,5934
"HIMYM2","Marshall Eriksen","HIMYM","How I Met Your Mother","ENTJ",52.3,2286
"HIMYM2","Marshall Eriksen","HIMYM","How I Met Your Mother","ISTP",51.3,1950
"HIMYM2","Marshall Eriksen","HIMYM","How I Met Your Mother","INTJ",51.1,8827
"HIMYM1","Ted Mosby","HIMYM","How I Met Your Mother","ISFJ",63,1602
"HIMYM1","Ted Mosby","HIMYM","How I Met Your Mother","INFJ",60.4,12519
"HIMYM1","Ted Mosby","HIMYM","How I Met Your Mother","INFP",60.1,23344
"HIMYM1","Ted Mosby","HIMYM","How I Met Your Mother","ESFJ",59.3,592
"HIMYM1","Ted Mosby","HIMYM","How I Met Your Mother","ISFP",58.4,1998
"HIMYM1","Ted Mosby","HIMYM","How I Met Your Mother","ENFJ",57.6,3842
"HIMYM1","Ted Mosby","HIMYM","How I Met Your Mother","ENFP",56.7,10817
"HIMYM1","Ted Mosby","HIMYM","How I Met Your Mother","ESFP",55,1202
"HIMYM1","Ted Mosby","HIMYM","How I Met Your Mother","ISTJ",54.6,1475
"HIMYM1","Ted Mosby","HIMYM","How I Met Your Mother","INTP",52.3,11992
"HIMYM1","Ted Mosby","HIMYM","How I Met Your Mother","INTJ",52,8827
"HIMYM1","Ted Mosby","HIMYM","How I Met Your Mother","ESTJ",51.3,547
"HIMYM1","Ted Mosby","HIMYM","How I Met Your Mother","ISTP",49.7,1950
"HIMYM1","Ted Mosby","HIMYM","How I Met Your Mother","ENTJ",49,2286
"HIMYM1","Ted Mosby","HIMYM","How I Met Your Mother","ENTP",48,5934
"HIMYM1","Ted Mosby","HIMYM","How I Met Your Mother","ESTP",46.5,765
"GOT2","Tyrion Lannister","GOT","Game of Thrones","ENTJ",69.8,2286
"GOT2","Tyrion Lannister","GOT","Game of Thrones","ENTP",68.2,5934
"GOT2","Tyrion Lannister","GOT","Game of Thrones","ENFJ",67.4,3842
"GOT2","Tyrion Lannister","GOT","Game of Thrones","ESTJ",66.9,547
"GOT2","Tyrion Lannister","GOT","Game of Thrones","ESTP",66.7,765
"GOT2","Tyrion Lannister","GOT","Game of Thrones","ENFP",65.7,10817
"GOT2","Tyrion Lannister","GOT","Game of Thrones","INTJ",64.4,8827
"GOT2","Tyrion Lannister","GOT","Game of Thrones","ESFP",64,1202
"GOT2","Tyrion Lannister","GOT","Game of Thrones","ESFJ",63.9,592
"GOT2","Tyrion Lannister","GOT","Game of Thrones","INFJ",62.1,12519
"GOT2","Tyrion Lannister","GOT","Game of Thrones","INTP",62,11992
"GOT2","Tyrion Lannister","GOT","Game of Thrones","ISTP",59.8,1950
"GOT2","Tyrion Lannister","GOT","Game of Thrones","INFP",59.8,23344
"GOT2","Tyrion Lannister","GOT","Game of Thrones","ISTJ",59.8,1475
"GOT2","Tyrion Lannister","GOT","Game of Thrones","ISFP",58,1998
"GOT2","Tyrion Lannister","GOT","Game of Thrones","ISFJ",57.2,1602
"GOT5","Arya Stark","GOT","Game of Thrones","ENTJ",64.2,2286
"GOT5","Arya Stark","GOT","Game of Thrones","ENTP",63.9,5934
"GOT5","Arya Stark","GOT","Game of Thrones","ESTP",63.3,765
"GOT5","Arya Stark","GOT","Game of Thrones","INTJ",60.6,8827
"GOT5","Arya Stark","GOT","Game of Thrones","ESTJ",60.4,547
"GOT5","Arya Stark","GOT","Game of Thrones","INTP",58.6,11992
"GOT5","Arya Stark","GOT","Game of Thrones","ISTP",58.5,1950
"GOT5","Arya Stark","GOT","Game of Thrones","ENFJ",57.1,3842
"GOT5","Arya Stark","GOT","Game of Thrones","ENFP",56.9,10817
"GOT5","Arya Stark","GOT","Game of Thrones","ESFP",55.9,1202
"GOT5","Arya Stark","GOT","Game of Thrones","ISTJ",55.5,1475
"GOT5","Arya Stark","GOT","Game of Thrones","INFJ",53.7,12519
"GOT5","Arya Stark","GOT","Game of Thrones","ESFJ",52.8,592
"GOT5","Arya Stark","GOT","Game of Thrones","INFP",52.5,23344
"GOT5","Arya Stark","GOT","Game of Thrones","ISFP",51.8,1998
"GOT5","Arya Stark","GOT","Game of Thrones","ISFJ",47.6,1602
"GOT3","Daenerys Targaryen","GOT","Game of Thrones","ENTJ",65.8,2286
"GOT3","Daenerys Targaryen","GOT","Game of Thrones","ENTP",63.3,5934
"GOT3","Daenerys Targaryen","GOT","Game of Thrones","ESTP",62.4,765
"GOT3","Daenerys Targaryen","GOT","Game of Thrones","ESTJ",61.9,547
"GOT3","Daenerys Targaryen","GOT","Game of Thrones","ENFJ",60.3,3842
"GOT3","Daenerys Targaryen","GOT","Game of Thrones","ENFP",58.8,10817
"GOT3","Daenerys Targaryen","GOT","Game of Thrones","ESFP",57.9,1202
"GOT3","Daenerys Targaryen","GOT","Game of Thrones","INTJ",57,8827
"GOT3","Daenerys Targaryen","GOT","Game of Thrones","ESFJ",56.1,592
"GOT3","Daenerys Targaryen","GOT","Game of Thrones","INTP",53.5,11992
"GOT3","Daenerys Targaryen","GOT","Game of Thrones","INFJ",52.7,12519
"GOT3","Daenerys Targaryen","GOT","Game of Thrones","ISTP",52.6,1950
"GOT3","Daenerys Targaryen","GOT","Game of Thrones","ISTJ",52.2,1475
"GOT3","Daenerys Targaryen","GOT","Game of Thrones","INFP",50.5,23344
"GOT3","Daenerys Targaryen","GOT","Game of Thrones","ISFP",49.3,1998
"GOT3","Daenerys Targaryen","GOT","Game of Thrones","ISFJ",47,1602
"GOT1","Jon Snow","GOT","Game of Thrones","ISFJ",63.2,1602
"GOT1","Jon Snow","GOT","Game of Thrones","INFJ",62.8,12519
"GOT1","Jon Snow","GOT","Game of Thrones","ENFJ",61.4,3842
"GOT1","Jon Snow","GOT","Game of Thrones","ESFJ",60.9,592
"GOT1","Jon Snow","GOT","Game of Thrones","ISTJ",59.7,1475
"GOT1","Jon Snow","GOT","Game of Thrones","INTJ",58.5,8827
"GOT1","Jon Snow","GOT","Game of Thrones","INFP",58.4,23344
"GOT1","Jon Snow","GOT","Game of Thrones","ESTJ",58.4,547
"GOT1","Jon Snow","GOT","Game of Thrones","ISFP",57.2,1998
"GOT1","Jon Snow","GOT","Game of Thrones","ENFP",56.9,10817
"GOT1","Jon Snow","GOT","Game of Thrones","ENTJ",56.5,2286
"GOT1","Jon Snow","GOT","Game of Thrones","ESFP",55.4,1202
"GOT1","Jon Snow","GOT","Game of Thrones","INTP",54.5,11992
"GOT1","Jon Snow","GOT","Game of Thrones","ISTP",54.1,1950
"GOT1","Jon Snow","GOT","Game of Thrones","ESTP",52.8,765
"GOT1","Jon Snow","GOT","Game of Thrones","ENTP",51.3,5934
"GOT27","Cersei Lannister","GOT","Game of Thrones","ENTJ",58.5,2286
"GOT27","Cersei Lannister","GOT","Game of Thrones","ENTP",56.7,5934
"GOT27","Cersei Lannister","GOT","Game of Thrones","ESTP",55.6,765
"GOT27","Cersei Lannister","GOT","Game of Thrones","ESTJ",55.3,547
"GOT27","Cersei Lannister","GOT","Game of Thrones","INTJ",54.3,8827
"GOT27","Cersei Lannister","GOT","Game of Thrones","ISTP",50.8,1950
"GOT27","Cersei Lannister","GOT","Game of Thrones","INTP",50.6,11992
"GOT27","Cersei Lannister","GOT","Game of Thrones","ISTJ",50.4,1475
"GOT27","Cersei Lannister","GOT","Game of Thrones","ENFJ",46.2,3842
"GOT27","Cersei Lannister","GOT","Game of Thrones","ESFP",46.2,1202
"GOT27","Cersei Lannister","GOT","Game of Thrones","ENFP",44.9,10817
"GOT27","Cersei Lannister","GOT","Game of Thrones","ESFJ",44,592
"GOT27","Cersei Lannister","GOT","Game of Thrones","INFJ",42.7,12519
"GOT27","Cersei Lannister","GOT","Game of Thrones","ISFP",41.6,1998
"GOT27","Cersei Lannister","GOT","Game of Thrones","INFP",40.9,23344
"GOT27","Cersei Lannister","GOT","Game of Thrones","ISFJ",38.9,1602
"GOT12","Eddard Stark","GOT","Game of Thrones","ISFJ",63.2,1602
"GOT12","Eddard Stark","GOT","Game of Thrones","ESFJ",61.1,592
"GOT12","Eddard Stark","GOT","Game of Thrones","ISTJ",60.7,1475
"GOT12","Eddard Stark","GOT","Game of Thrones","ESTJ",60,547
"GOT12","Eddard Stark","GOT","Game of Thrones","INFJ",59.9,12519
"GOT12","Eddard Stark","GOT","Game of Thrones","ENFJ",59.4,3842
"GOT12","Eddard Stark","GOT","Game of Thrones","INTJ",57,8827
"GOT12","Eddard Stark","GOT","Game of Thrones","ENTJ",55.5,2286
"GOT12","Eddard Stark","GOT","Game of Thrones","INFP",52.5,23344
"GOT12","Eddard Stark","GOT","Game of Thrones","ISFP",52.4,1998
"GOT12","Eddard Stark","GOT","Game of Thrones","ENFP",51.6,10817
"GOT12","Eddard Stark","GOT","Game of Thrones","ESFP",51.4,1202
"GOT12","Eddard Stark","GOT","Game of Thrones","ISTP",50.5,1950
"GOT12","Eddard Stark","GOT","Game of Thrones","INTP",50,11992
"GOT12","Eddard Stark","GOT","Game of Thrones","ESTP",49.5,765
"GOT12","Eddard Stark","GOT","Game of Thrones","ENTP",46.7,5934
"GOT14","Brienne of Tarth","GOT","Game of Thrones","ISTJ",62.8,1475
"GOT14","Brienne of Tarth","GOT","Game of Thrones","ESTJ",62,547
"GOT14","Brienne of Tarth","GOT","Game of Thrones","ISFJ",61.6,1602
"GOT14","Brienne of Tarth","GOT","Game of Thrones","INTJ",60.8,8827
"GOT14","Brienne of Tarth","GOT","Game of Thrones","INFJ",60.3,12519
"GOT14","Brienne of Tarth","GOT","Game of Thrones","ESFJ",59.9,592
"GOT14","Brienne of Tarth","GOT","Game of Thrones","ENFJ",59.4,3842
"GOT14","Brienne of Tarth","GOT","Game of Thrones","ENTJ",58.8,2286
"GOT14","Brienne of Tarth","GOT","Game of Thrones","ISTP",53.7,1950
"GOT14","Brienne of Tarth","GOT","Game of Thrones","INTP",53.4,11992
"GOT14","Brienne of Tarth","GOT","Game of Thrones","INFP",52.8,23344
