5,"t","Honey Bee Colonies: Released August 1, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
5,"t","Number of Colonies, Maximum, Lost, Percent Lost, Added, Renovated, and Percent Renovated with Five or More Colonies – States and United States: January 1, 2017 and January-March 2017"
5,"d","Montana",18500,46000,470,1,3100,6000,13
5,"d","Nebraska",7500,13000,750,6,120,-,-
5,"d","New Jersey",6000,6000,490,8,10,-,-
5,"d","New Mexico",5500,5500,2100,38,3600,-,-
5,"d","New York",32000,33000,6000,18,520,-,-
5,"d","North Carolina",16000,23000,2500,11,3700,1200,5
5,"d","North Dakota",50000,123000,640,1,1100,10,"(Z)"
5,"d","",,,,,,,
5,"d","Ohio",15500,17500,4400,25,1300,530,3
5,"d","Oklahoma",26000,26000,550,2,9500,1700,7
5,"d","Oregon",71000,90000,8000,9,7500,1400,2
5,"d","Pennsylvania",17000,18000,4000,22,810,390,2
5,"d","South Carolina",17000,17500,1600,9,4700,970,6
5,"d","South Dakota",21000,48000,2700,6,1500,440,1
5,"d","Tennessee",8500,8500,1600,19,1500,160,2
5,"d","Texas",275000,340000,49000,14,130000,68000,20
5,"d","Utah",16000,19000,2700,14,3900,60,"(Z)"
5,"d","Vermont",6500,6500,440,7,-,-,-
5,"d","",,,,,,,
5,"d","Virginia",8000,8000,1400,18,1900,280,4
5,"d","Washington",68000,104000,9000,9,8500,-,-
5,"d","West Virginia",5500,8000,800,10,450,100,1
5,"d","Wisconsin",17000,22000,4400,20,450,70,"(Z)"
5,"d","Wyoming",6500,17000,3600,21,1300,-,-
5,"d","",,,,,,,
5,"d","Other States 5/",6190,6490,1540,24,130,50,1
5,"d","",,,,,,,
5,"d","United States",2641090,"(X)",398650,15,478240,241210,9
5,"c",""
5,"f","-  Represents zero."
5,"f","(X)  Not applicable."
5,"f","(Z)  Less than half of the unit shown."
5,"f","1/ January 1 number of colonies plus all colonies moved into that state during the quarter."
5,"f","2/ Percent lost is the number of lost colonies divided by maximum colonies except for the United States, where percent lost is the number of lost colonies divided by the January 1 number of colonies."
5,"f","3/ Defined as any surviving colony that was requeened or received new honey bees through nuc or package."
5,"f","4/ Percent renovated is the number of renovated colonies divided by maximum colonies except for the United States, where percent renovated is the number of renovated colonies divided by the January 1 number of colonies."
5,"f","5/ Alaska, Delaware, Nevada, New Hampshire, and Rhode Island not published separately to avoid disclosing data for individual operations."
1,"t","Honey Bee Colonies: Released August 1, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
1,"t","Number of Colonies, Maximum, Lost, Percent Lost, Added, Renovated, and Percent Renovated with Five or More Colonies – States and United States: April 1, 2017 and April-June 2017"
1,"h","","","","","","","",""
1,"h","","April 1","April-June","April-June","April-June","April-June","April-June","April-June"
1,"h","State","","","","","","",""
1,"h","","number of","Maximum","Lost","Percent","Added","Renovated","Percent"
1,"h","","colonies","colonies 1/","colonies","lost 2/","colonies","colonies 3/","renovated 4/"
1,"h","","","","","","","",""
1,"u","","(number)","(number)","(number)","(percent)","(number)","(number)","(percent)"
1,"d","Alabama",6500,6500,440,7,1200,500,8
1,"d","Arizona",22000,22000,2600,12,12500,3000,14
1,"d","Arkansas",17000,24000,1900,8,6000,1300,5
1,"d","California",980000,990000,90000,9,160000,220000,22
1,"d","Colorado",16500,31000,4500,15,8000,7500,24
1,"d","Connecticut",3000,3000,140,5,2200,350,12
1,"d","Florida",245000,255000,35000,14,40000,50000,20
1,"d","Georgia",130000,137000,12500,9,21000,31000,23
1,"d","Hawaii",12000,12000,70,1,3000,920,8
1,"d","Idaho",61000,78000,10500,13,22000,31000,40
1,"d","",,,,,,,
1,"d","Illinois",11500,12000,1200,10,3600,1600,13
1,"d","Indiana",7500,11000,1200,11,3000,510,5
1,"d","Iowa",12000,23000,2400,10,23000,3900,17
1,"d","Kansas",3800,6000,390,7,2500,870,15
1,"d","Kentucky",7000,7500,900,12,3100,590,8
1,"d","Louisiana",56000,62000,2600,4,4100,8000,13
1,"d","Maine",2200,33000,910,3,1100,1400,4
1,"d","Maryland",8000,9500,190,2,3400,930,10
1,"d","Massachusetts",2500,8000,140,2,1400,490,6
1,"d","Michigan",55000,100000,7500,8,20000,13500,14
1,"d","",,,,,,,
1,"d","Minnesota",32000,128000,12000,9,19000,8500,7
1,"d","Mississippi",89000,89000,3800,4,5500,26000,29
1,"d","Missouri",6500,7000,270,4,1800,1000,14
1,"d","Montana",47000,135000,3700,3,18000,18000,13
1,"d","Nebraska",7500,43000,1500,3,7000,27000,63
1,"d","New Jersey",5500,21000,430,2,1900,660,3
1,"d","New Mexico",7000,7500,1800,24,3300,3900,52
1,"d","New York",25000,43000,1300,3,16500,7500,17
1,"d","North Carolina",24000,25000,3000,12,5000,2700,11
1,"d","North Dakota",115000,450000,16000,4,31000,41000,9
1,"d","",,,,,,,
1,"d","Ohio",13500,15000,1100,7,7000,2500,17
1,"d","Oklahoma",17000,17000,200,1,4700,1200,7
1,"d","Oregon",71000,92000,5000,5,15500,22000,24
1,"d","Pennsylvania",15500,17500,540,3,7500,2300,13
1,"d","South Carolina",20000,20000,870,4,3000,3700,19
1,"d","South Dakota",30000,168000,13000,8,10000,23000,14
1,"d","Tennessee",8500,9000,1300,14,2600,1500,17
1,"d","Texas",345000,350000,28000,8,43000,148000,42
1,"d","Utah",21000,31000,2700,9,12500,10000,32
1,"d","Vermont",6000,8000,170,2,390,190,2
1,"d","",,,,,,,
1,"d","Virginia",8500,9500,1000,11,3100,1100,12
1,"d","Washington",75000,111000,7000,6,30000,20000,18
1,"d","West Virginia",7500,7500,370,5,4100,2500,33
1,"d","Wisconsin",18000,65000,4000,6,13000,6500,10
1,"d","Wyoming",15000,30000,1300,4,6000,3500,12
1,"d","",,,,,,,
1,"d","Other States 5/",5650,7160,160,2,870,940,13
1,"d","",,,,,,,
1,"d","United States",2694150,"(X)",285590,11,613360,762550,28
1,"c",""
1,"f","(X)  Not applicable."
1,"f","1/ April 1 number of colonies plus all colonies moved into that state during the quarter."
1,"f","2/ Percent lost is the number of lost colonies divided by maximum colonies except for the United States, where percent lost is the number of lost colonies divided by the April 1 number of colonies."
1,"f","3/ Defined as any surviving colony that was requeened or received new honey bees through nuc or package."
1,"f","4/ Percent renovated is the number of renovated colonies divided by maximum colonies except for the United States, where percent renovated is the number of renovated colonies divided by the April 1 number of colonies."
1,"f","5/ Alaska, Delaware, Nevada, New Hampshire, and Rhode Island not published separately to avoid disclosing data for individual operations."
7,"t","Honey Bee Colonies: Released August 1, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
7,"t","Number of Colonies, Maximum, Lost, Percent Lost, Added, Renovated, and Percent Renovated with Five or More Colonies – States and United States: July 1, 2017 and July-September 2017"
7,"h","","","","","","","",""
7,"h","","July 1","July-September","July-September","July-September","July-September","July-September","July-September"
7,"h","State","","","","","","",""
7,"h","","number of","Maximum","Lost","Percent","Added","Renovated","Percent"
7,"h","","colonies","colonies 1/","colonies","lost 2/","colonies","colonies 3/","Renovated 4/"
7,"h","","","","","","","",""
7,"u","","(number)","(number)","(number)","(percent)","(number)","(number)","(percent)"
7,"d","Alabama",7000,9500,900,9,690,530,6
7,"d","Arizona",26000,26000,4100,16,5000,3200,12
7,"d","Arkansas",29000,29000,6000,21,4400,410,1
7,"d","California",590000,670000,67000,10,73000,74000,11
7,"d","Colorado",35000,42000,4300,10,2900,6410,15
7,"d","Connecticut",3500,3500,130,4,50,20,1
7,"d","Florida",176000,180000,39000,22,39000,42000,23
7,"d","Georgia",121000,122000,15500,13,19000,23000,19
7,"d","Hawaii",15000,15000,1100,7,430,20,"(Z)"
7,"d","Idaho",89000,116000,12000,10,9000,16500,14
7,"d","",,,,,,,
7,"d","Illinois",13000,13000,1100,8,710,1200,9
7,"d","Indiana",13000,13000,930,7,420,740,6
7,"d","Iowa",40000,43000,2200,5,2100,4000,9
7,"d","Kansas",7000,7000,1700,24,1400,1000,14
7,"d","Kentucky",9000,9000,1600,18,450,700,8
7,"d","Louisiana",64000,64000,13500,21,14500,34000,53
7,"d","Maine",5500,6000,400,7,210,290,5
7,"d","Maryland",8500,8500,1600,19,1300,600,7
7,"d","Massachusetts",9000,9000,760,8,790,460,5
7,"d","Michigan",103000,109000,17500,16,4300,11500,11
7,"d","",,,,,,,
7,"d","Minnesota",136000,136000,20000,15,1900,2200,2
7,"d","Mississippi",24000,24000,2900,12,250,230,1
7,"d","Missouri",9000,9000,580,6,320,310,3
7,"d","Montana",154000,161000,18500,11,3100,23000,14
7,"d","Nebraska",46000,47000,3700,8,880,13500,29
7,"d","New Jersey",16000,16000,420,3,280,110,1
7,"d","New Mexico",8500,8500,2500,29,1800,200,2
7,"d","New York",59000,59000,6500,11,3100,9000,15
7,"d","North Carolina",26000,27000,3300,12,4100,2900,11
7,"d","North Dakota",470000,490000,48000,10,24000,100000,20
7,"d","",,,,,,,
7,"d","Ohio",23000,23000,1800,8,1100,1800,8
7,"d","Oklahoma",4400,4400,510,12,80,270,6
7,"d","Oregon",94000,101000,13500,13,7500,28000,28
7,"d","Pennsylvania",18500,18500,1500,8,6000,1600,9
7,"d","South Carolina",14500,14500,1700,12,640,440,3
7,"d","South Dakota",152000,159000,16500,10,6000,7500,5
7,"d","Tennessee",10000,10000,1700,17,800,960,10
7,"d","Texas",104000,115000,15000,13,21000,7500,7
7,"d","Utah",35000,35000,6500,19,5500,3200,9
7,"d","Vermont",7500,7500,180,2,520,270,4
7,"d","",,,,,,,
7,"d","Virginia",11500,11500,1200,10,430,430,4
7,"d","Washington",82000,92000,17000,18,5500,10500,11
7,"d","West Virginia",9000,9000,930,10,440,1900,21
7,"d","Wisconsin",74000,75000,12500,17,6000,9000,12
7,"d","Wyoming",35000,36000,5500,15,3100,3500,10
7,"d","",,,,,,,
7,"d","Other States 5/",8100,10000,1070,11,380,650,7
7,"d","",,,,,,,
7,"d","United States",2994500,"(X)",394810,13,284370,449550,15
7,"c",""
7,"f","(X)  Not applicable."
7,"f","(Z)  Less than half of the unit shown."
7,"f","1/ July 1 number of colonies plus all colonies moved into that state during the quarter."
7,"f","2/ Percent lost is the number of lost colonies divided by maximum colonies except for the United States, where percent lost is the number of lost colonies divided by the July 1 number of colonies."
7,"f","3/ Defined as any surviving colony that was requeened or received new honey bees through nuc or package."
7,"f","4/ Percent renovated is the number of renovated colonies divided by maximum colonies except for the United States, where percent renovated is the number of renovated colonies divided by the July 1 number of colonies."
7,"f","5/ Alaska, Delaware, Nevada, New Hampshire, and Rhode Island not published separately to avoid disclosing data for individual operations."
8,"t","Honey Bee Colonies: Released August 1, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
8,"t","Number of Colonies, Maximum, Lost, Percent Lost, Added, Renovated, and Percent Renovated with Five or More Colonies – States and United States: October 1, 2017 and October-December 2017"
8,"h","","","","","","","",""
8,"h","","October 1","October-December","October-December","October-December","October-December","October-December","October-December"
8,"h","State","","","","","","",""
8,"h","","number of","Maximum","Lost","Percent","Added","Renovated","Percent"
8,"h","","colonies","colonies 1/","colonies","lost 2/","colonies","colonies 3/","renovated 4/"
8,"h","","","","","","","",""
8,"u","","(number)","(number)","(number)","(percent)","(number)","(number)","(percent)"
8,"d","Alabama",7500,7500,990,13,550,500,7
8,"d","Arizona",27000,30000,6500,22,1300,1100,4
8,"d","Arkansas",25000,25000,7500,30,2500,440,2
8,"d","California",680000,1200000,155000,13,90000,104000,9
8,"d","Colorado",34000,34000,7000,21,1500,4000,12
8,"d","Connecticut",4000,4000,330,8,190,110,3
8,"d","Florida",180000,240000,50000,21,55000,36000,15
8,"d","Georgia",125000,145000,21000,14,4300,2200,2
8,"d","Hawaii",15000,15000,130,1,970,290,2
8,"d","Idaho",113000,164000,9000,5,10000,5000,3
8,"d","",,,,,,,
8,"d","Illinois",13500,13500,1800,13,140,460,3
8,"d","Indiana",11500,11500,1700,15,320,100,1
8,"d","Iowa",45000,45000,6500,14,250,3400,8
8,"d","Kansas",6500,6500,830,13,140,40,1
8,"d","Kentucky",7500,7500,870,12,50,120,2
8,"d","Louisiana",58000,60000,2700,5,390,1900,3
8,"d","Maine",5500,6000,60,1,220,110,2
8,"d","Maryland",8000,10500,1300,12,20,410,4
8,"d","Massachusetts",6000,6000,1100,18,120,550,9
8,"d","Michigan",88000,88000,11500,13,990,1900,2
8,"d","",,,,,,,
8,"d","Minnesota",98000,98000,7000,7,1900,450,"(Z)"
8,"d","Mississippi",14000,22000,3400,15,280,830,4
8,"d","Missouri",9500,9500,820,9,100,230,2
8,"d","Montana",115000,121000,13000,11,5500,2900,2
8,"d","Nebraska",42000,42000,7500,18,80,50,"(Z)"
8,"d","New Jersey",15500,15500,1200,8,330,270,2
8,"d","New Mexico",8000,8000,1900,24,1700,-,-
8,"d","New York",51000,51000,3900,8,820,460,1
8,"d","North Carolina",23000,23000,5000,22,60,290,1
8,"d","North Dakota",410000,410000,26000,6,10000,2900,1
8,"d","",,,,,,,
8,"d","Ohio",18500,18500,2800,15,510,960,5
8,"d","Oklahoma",3700,46000,100,"(Z)",40,-,-
8,"d","Oregon",94000,94000,10000,11,70,18500,20
8,"d","Pennsylvania",24000,24000,5500,23,2500,1100,5
8,"d","South Carolina",12500,15000,2000,13,1300,750,5
8,"d","South Dakota",111000,111000,6500,6,-,-,-
8,"d","Tennessee",8500,10500,1300,12,230,320,3
8,"d","Texas",127000,285000,20000,7,3200,1900,1
8,"d","Utah",29000,29000,2000,7,480,70,"(Z)"
8,"d","Vermont",6500,6500,470,7,10,10,"(Z)"
8,"d","",,,,,,,
8,"d","Virginia",9500,9500,1100,12,300,210,2
8,"d","Washington",66000,72000,4000,6,2900,14000,19
8,"d","West Virginia",8500,8500,1200,14,70,1600,19
8,"d","Wisconsin",51000,55000,8500,15,530,3000,5
8,"d","Wyoming",28000,29000,3500,12,2500,320,1
8,"d","",,,,,,,
8,"d","Other States 5/",6070,6970,360,5,150,240,3
8,"d","",,,,,,,
8,"d","United States",2849770,"(X)",424860,15,204510,213990,8
8,"c",""
8,"f","-  Represents zero."
8,"f","(X)  Not applicable."
8,"f","(Z)  Less than half of the unit shown."
8,"f","1/ October 1 number of colonies plus all colonies moved into that state during the quarter."
8,"f","2/ Percent lost is the number of lost colonies divided by maximum colonies except for the United States, where percent lost is the number of lost colonies divided by the October 1 number of colonies."
8,"f","3/ Defined as any surviving colony that was requeened or received new honey bees through nuc or package."
8,"f","4/ Percent renovated is the number of renovated colonies divided by maximum colonies except for the United States, where percent renovated is the number of renovated colonies divided by the October 1 number of colonies."
8,"f","5/ Alaska, Delaware, Nevada, New Hampshire, and Rhode Island not published separately to avoid disclosing data for individual operations."
11,"t","Honey Bee Colonies: Released August 1, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
11,"t","Number of Colonies, Maximum, Lost, Percent Lost, Added, Renovated, and Percent Renovated with Five or More Colonies – States and United States: January 1, 2018 and January-March 2018"
11,"h","","","","","","","",""
11,"h","","January 1","January-March","January-March","January-March","January-March","January-March","January-March"
11,"h","State","","","","","","",""
11,"h","","number of","Maximum","Lost","Percent","Added","Renovated","Percent"
11,"h","","colonies","colonies 1/","colonies","lost 2/","colonies","colonies 3/","renovated 4/"
11,"h","","","","","","","",""
11,"u","","(number)","(number)","(number)","(percent)","(number)","(number)","(percent)"
11,"d","Alabama",7500,7500,820,11,1200,1500,20
11,"d","Arizona",25000,26000,6000,23,810,230,1
11,"d","Arkansas",22000,22000,7500,34,540,810,4
11,"d","California",1150000,1540000,220000,14,200000,132500,9
11,"d","Colorado",13000,21000,4900,23,1400,190,1
11,"d","Connecticut",2900,2900,140,5,220,330,11
11,"d","Florida",245000,255000,35000,14,57000,38000,15
11,"d","Georgia",134000,139000,25000,18,29000,39000,28
11,"d","Hawaii",15000,15000,1600,11,1200,5100,34
11,"d","Idaho",164000,168000,22000,13,2500,2600,2
11,"d","",,,,,,,
11,"d","Illinois",10500,10500,2400,23,1000,630,6
11,"d","Indiana",7000,8000,1000,13,300,30,"(Z)"
11,"d","Iowa",41000,45000,1300,3,420,110,"(Z)"
11,"d","Kansas",3700,3700,950,26,500,410,11
11,"d","Kentucky",5500,5500,1600,29,520,20,"(Z)"
11,"d","Louisiana",50000,52000,3600,7,4100,320,1
11,"d","Maine",1900,1900,240,13,40,30,2
11,"d","Maryland",8000,8000,1500,19,-,190,2
11,"d","Massachusetts",3800,3800,1000,26,240,290,8
11,"d","Michigan",16500,34000,8000,24,10500,3900,11
11,"d","",,,,,,,
11,"d","Minnesota",39000,62000,3900,6,13500,2900,5
11,"d","Mississippi",19000,32000,2000,6,28000,5500,17
11,"d","Missouri",8000,8000,1400,18,1400,50,1
11,"d","Montana",35000,60000,140,"(Z)",840,-,-
11,"d","Nebraska",6500,14000,430,3,-,-,-
11,"d","New Jersey",6500,6500,730,11,180,190,3
11,"d","New Mexico",7500,7500,3900,52,180,-,-
11,"d","New York",26000,26000,3700,14,400,170,1
11,"d","North Carolina",18500,18500,4200,23,2400,260,1
11,"d","North Dakota",64000,99000,3200,3,2600,10,"(Z)"
11,"d","",,,,,,,
11,"d","Ohio",12000,14000,4000,29,300,580,4
11,"d","Oklahoma",17000,18000,3700,21,890,240,1
11,"d","Oregon",81000,89000,4100,5,17000,3900,4
11,"d","Pennsylvania",14500,14500,1500,10,1600,670,5
11,"d","South Carolina",13500,14500,1800,12,1900,2800,19
11,"d","South Dakota",23000,29000,390,1,250,90,"(Z)"
11,"d","Tennessee",10000,10000,3000,30,600,470,5
11,"d","Texas",205000,290000,22000,8,118000,42000,14
11,"d","Utah",7500,17000,620,4,490,50,"(Z)"
11,"d","Vermont",5500,5500,570,10,20,-,-
11,"d","",,,,,,,
11,"d","Virginia",7000,7000,2100,30,540,160,2
11,"d","Washington",44000,89000,4600,5,7000,860,1
11,"d","West Virginia",4700,8500,2000,24,330,60,1
11,"d","Wisconsin",21000,29000,4600,16,2800,1560,5
11,"d","Wyoming",5500,8000,220,3,70,-,-
11,"d","",,,,,,,
11,"d","Other States 5/",3720,6520,1870,29,160,40,1
11,"d","",,,,,,,
11,"d","United States",2631220,"(X)",425220,16,512940,288750,11
11,"c",""
11,"f","-  Represents zero."
11,"f","(X)  Not applicable."
11,"f","(Z)  Less than half of the unit shown."
11,"f","1/ January 1 number of colonies plus all colonies moved into that state during the quarter."
11,"f","2/ Percent lost is the number of lost colonies divided by maximum colonies except for the United States, where percent lost is the number of lost colonies divided by the January 1 number of colonies."
11,"f","3/ Defined as any surviving colony that was requeened or received new honey bees through nuc or package."
11,"f","4/ Percent renovated is the number of renovated colonies divided by maximum colonies except for the United States, where percent renovated is the number of renovated colonies divided by the January 1 number of colonies."
11,"f","5/ Alaska, Delaware, Nevada, New Hampshire, and Rhode Island not published separately to avoid disclosing data for individual operations."
22,"t","Honey Bee Colonies: Released August 1, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
22,"t","Number of Colonies, Maximum, Lost, Percent Lost, Added, Renovated, and Percent Renovated with Five or More Colonies – States and United States: April 1, 2018 and April-June 2018"
22,"h","","","","","","","",""
22,"h","","April 1","April-June","April-June","April-June","April-June","April-June","April-June"
22,"h","State","","","","","","",""
22,"h","","number of","Maximum","Lost","Percent","Added","Renovated","Percent"
22,"h","","colonies","colonies 1/","colonies","lost 2/","colonies","colonies 3/","renovated 4/"
22,"h","","","","","","","",""
22,"u","","(number)","(number)","(number)","(percent)","(number)","(number)","(percent)"
22,"d","Alabama",7500,8500,810,10,1300,710,8
22,"d","Arizona",18500,19500,2600,13,12000,2100,11
22,"d","Arkansas",11500,11500,1500,13,14000,1900,17
22,"d","California",1140000,1190000,70000,6,176000,254000,21
22,"d","Colorado",16500,26000,2300,9,9500,4570,18
22,"d","Connecticut",3600,3600,120,3,340,170,5
22,"d","Florida",270000,280000,48000,17,54000,69000,25
22,"d","Georgia",134000,134000,16000,12,34000,16000,12
22,"d","Hawaii",14500,14500,280,2,300,3100,21
22,"d","Idaho",60000,95000,4800,5,17000,29000,31
22,"d","",,,,,,,
22,"d","Illinois",10000,10500,2100,20,4700,2800,27
22,"d","Indiana",8000,9000,1800,20,4000,730,8
22,"d","Iowa",45000,47000,4300,9,15500,4800,10
22,"d","Kansas",3900,3900,170,4,1800,2100,54
22,"d","Kentucky",4800,6000,450,8,1400,560,9
22,"d","Louisiana",48000,48000,970,2,7000,4000,8
22,"d","Maine",2200,17000,1100,6,430,880,5
22,"d","Maryland",7000,8000,370,5,2400,1200,15
22,"d","Massachusetts",3600,7500,260,3,910,350,5
22,"d","Michigan",36000,69000,6000,9,18000,8000,12
22,"d","",,,,,,,
22,"d","Minnesota",69000,108000,6500,6,46000,24000,22
22,"d","Mississippi",53000,54000,5000,9,3900,6500,12
22,"d","Missouri",7000,7000,390,6,1800,800,11
22,"d","Montana",50000,171000,4800,3,26000,20000,12
22,"d","Nebraska",10500,40000,2700,7,3100,700,2
22,"d","New Jersey",4400,15000,270,2,1200,170,1
22,"d","New Mexico",1900,4300,50,1,290,450,10
22,"d","New York",20000,36000,3300,9,8000,2300,6
22,"d","North Carolina",16000,17500,1200,7,3600,800,5
22,"d","North Dakota",72000,430000,11000,3,30000,46000,11
22,"d","",,,,,,,
22,"d","Ohio",11000,13000,1100,8,9000,1800,14
22,"d","Oklahoma",15500,15500,1600,10,9000,6500,42
22,"d","Oregon",41000,106000,3400,3,23000,24000,23
22,"d","Pennsylvania",15500,19500,1100,6,6000,1600,8
22,"d","South Carolina",14000,14000,1300,9,2400,4000,29
22,"d","South Dakota",10500,161000,12000,7,21000,65000,40
22,"d","Tennessee",8000,8000,1200,15,3200,1300,16
22,"d","Texas",305000,310000,31000,10,100000,69000,22
22,"d","Utah",14500,26000,1700,7,10000,4100,16
22,"d","Vermont",5500,6500,520,8,2600,140,2
22,"d","",,,,,,,
22,"d","Virginia",5000,5500,490,9,2400,700,13
22,"d","Washington",55000,122000,6500,5,19000,18900,15
22,"d","West Virginia",7000,7000,490,7,2100,550,8
22,"d","Wisconsin",24000,50000,6000,12,12500,6600,13
22,"d","Wyoming",8500,22000,2200,10,3100,2300,10
22,"d","",,,,,,,
22,"d","Other States 5/",4260,7660,260,3,1880,930,12
22,"d","",,,,,,,
22,"d","United States",2692660,"(X)",270000,10,725650,715110,27
22,"c",""
22,"f","(X)  Not applicable."
22,"f","1/ April 1 number of colonies plus all colonies moved into that state during the quarter."
22,"f","2/ Percent lost is the number of lost colonies divided by maximum colonies except for the United States, where percent lost is the number of lost colonies divided by the April 1 number of colonies."
22,"f","3/ Defined as any surviving colony that was requeened or received new honey bees through nuc or package."
22,"f","4/ Percent renovated is the number of renovated colonies divided by maximum colonies except for the United States, where percent renovated is the number of renovated colonies divided by the April 1 number of colonies."
22,"f","5/ Alaska, Delaware, Nevada, New Hampshire, and Rhode Island not published separately to avoid disclosing data for individual operations."
2,"t","Honey Bee Colonies: Released August 1, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
2,"t","Colony Health Stressors with Five or More Colonies – States and United States: January-March 2017"
2,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
2,"h","","","","","","",""
2,"h","","Varroa","Other pests","","","",""
2,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
2,"h","","","","","","",""
2,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
2,"d","Alabama",19.9,9.8,0.2,3.2,6.7,9.3
2,"d","Arizona",35.6,2.0,3.8,1.7,6.5,2.1
2,"d","Arkansas",31.5,14.6,0.1,0.5,3.0,1.0
2,"d","California",37.7,12.6,7.5,9.2,6.6,6.3
2,"d","Colorado",17.0,"(Z)","(Z)",0.9,2.6,0.4
2,"d","Connecticut",51.5,1.5,-,-,6.1,5.6
2,"d","Florida",37.6,14.8,1.5,14.2,6.2,17.9
2,"d","Georgia",35.3,7.0,0.2,2.6,4.4,1.8
2,"d","Hawaii",1.2,2.1,0.2,-,0.1,0.1
2,"d","Idaho",74.2,42.3,42.3,21.2,1.7,0.4
2,"d","",,,,,,
2,"d","Illinois",21.2,13.1,0.5,3.7,9.9,8.0
2,"d","Indiana",15.8,8.0,5.2,4.1,10.4,7.1
2,"d","Iowa",33.6,8.3,8.4,12.0,11.9,11.7
2,"d","Kansas",47.2,3.0,-,3.6,16.4,14.3
2,"d","Kentucky",31.9,11.5,0.4,3.8,16.0,7.5
2,"d","Louisiana",25.8,9.6,0.1,1.8,4.3,1.8
2,"d","Maine",23.9,20.9,30.5,8.1,26.3,-
2,"d","Maryland",11.3,3.3,1.0,1.0,11.9,4.3
2,"d","Massachusetts",32.5,5.6,3.0,4.5,10.5,5.6
2,"d","Michigan",7.9,0.3,-,1.9,1.1,3.9
2,"d","",,,,,,
2,"d","Minnesota",2.1,0.4,0.1,0.9,9.0,5.8
2,"d","Mississippi",41.7,35.3,"(Z)",0.1,0.5,1.4
2,"d","Missouri",16.6,15.4,0.5,2.7,5.4,5.2
2,"d","Montana",34.0,15.1,-,2.5,6.0,0.1
2,"d","Nebraska",14.8,0.3,0.4,-,2.1,1.2
2,"d","New Jersey",16.3,0.7,0.3,0.1,0.8,0.6
2,"d","New Mexico",93.9,-,87.4,-,2.0,-
2,"d","New York",20.4,9.4,9.8,4.4,13.2,10.8
2,"d","North Carolina",34.7,17.4,0.2,1.5,7.2,3.9
2,"d","North Dakota",0.8,-,-,-,0.2,0.2
2,"d","",,,,,,
