gutenberg_id,text
46,"Quite satisfied, he closed his door, and locked"
46,"himself in; double-locked himself in, which was not his"
46,"custom. Thus secured against surprise, he took off"
46,"his cravat; put on his dressing-gown and slippers, and"
46,his nightcap; and sat down before the fire to take
46,his gruel.
46,
46,It was a very low fire indeed; nothing on such a
46,"bitter night. He was obliged to sit close to it, and"
46,"brood over it, before he could extract the least"
46,sensation of warmth from such a handful of fuel.
46,"The fireplace was an old one, built by some Dutch"
46,"merchant long ago, and paved all round with quaint"
46,"Dutch tiles, designed to illustrate the Scriptures."
46,"There were Cains and Abels, Pharaoh's daughters;"
46,"Queens of Sheba, Angelic messengers descending"
46,"through the air on clouds like feather-beds, Abrahams,"
46,"Belshazzars, Apostles putting off to sea in butter-boats,"
46,hundreds of figures to attract his thoughts;
46,"and yet that face of Marley, seven years dead, came"
46,"like the ancient Prophet's rod, and swallowed up the"
46,"whole. If each smooth tile had been a blank at first,"
46,with power to shape some picture on its surface from
46,"the disjointed fragments of his thoughts, there would"
46,have been a copy of old Marley's head on every one.
46,
46,"""Humbug!"" said Scrooge; and walked across the"
46,room.
46,
46,"After several turns, he sat down again. As he"
46,"threw his head back in the chair, his glance happened"
46,"to rest upon a bell, a disused bell, that hung in the"
46,"room, and communicated for some purpose now forgotten"
46,with a chamber in the highest story of the
46,"building. It was with great astonishment, and with"
46,"a strange, inexplicable dread, that as he looked, he"
46,saw this bell begin to swing. It swung so softly in
46,the outset that it scarcely made a sound; but soon it
46,"rang out loudly, and so did every bell in the house."
46,
46,"This might have lasted half a minute, or a minute,"
46,but it seemed an hour. The bells ceased as they had
46,"begun, together. They were succeeded by a clanking"
46,"noise, deep down below; as if some person were"
46,dragging a heavy chain over the casks in the
46,wine-merchant's cellar. Scrooge then remembered to have
46,heard that ghosts in haunted houses were described as
46,dragging chains.
46,
46,"The cellar-door flew open with a booming sound,"
46,"and then he heard the noise much louder, on the floors"
46,below; then coming up the stairs; then coming straight
46,towards his door.
46,
46,"""It's humbug still!"" said Scrooge. ""I won't believe it."""
46,
46,"His colour changed though, when, without a pause,"
46,"it came on through the heavy door, and passed into"
46,"the room before his eyes. Upon its coming in, the"
46,"dying flame leaped up, as though it cried, ""I know"
46,"him; Marley's Ghost!"" and fell again."
46,
46,"The same face: the very same. Marley in his pigtail,"
46,"usual waistcoat, tights and boots; the tassels on"
46,"the latter bristling, like his pigtail, and his coat-skirts,"
46,and the hair upon his head. The chain he drew was
46,"clasped about his middle. It was long, and wound"
46,about him like a tail; and it was made (for Scrooge
46,"observed it closely) of cash-boxes, keys, padlocks,"
46,"ledgers, deeds, and heavy purses wrought in steel."
46,"His body was transparent; so that Scrooge, observing him,"
46,"and looking through his waistcoat, could see"
46,the two buttons on his coat behind.
46,
46,Scrooge had often heard it said that Marley had no
46,"bowels, but he had never believed it until now."
46,
46,"No, nor did he believe it even now. Though he"
46,"looked the phantom through and through, and saw"
46,it standing before him; though he felt the chilling
46,influence of its death-cold eyes; and marked the very
46,texture of the folded kerchief bound about its head
46,"and chin, which wrapper he had not observed before;"
46,"he was still incredulous, and fought against his senses."
46,
46,"""How now!"" said Scrooge, caustic and cold as ever."
46,"""What do you want with me?"""
46,
46,"""Much!""--Marley's voice, no doubt about it."
46,
46,"""Who are you?"""
46,
46,"""Ask me who I was."""
46,
46,"""Who were you then?"" said Scrooge, raising his"
46,"voice. ""You're particular, for a shade."" He was going"
46,"to say ""to a shade,"" but substituted this, as more"
46,appropriate.
46,
46,"""In life I was your partner, Jacob Marley."""
46,
46,"""Can you--can you sit down?"" asked Scrooge, looking"
46,doubtfully at him.
46,
46,"""I can."""
46,
46,"""Do it, then."""
46,
46,"Scrooge asked the question, because he didn't know"
46,whether a ghost so transparent might find himself in
46,a condition to take a chair; and felt that in the event
46,"of its being impossible, it might involve the necessity"
46,of an embarrassing explanation. But the ghost sat
46,"down on the opposite side of the fireplace, as if he"
46,were quite used to it.
46,
46,"""You don't believe in me,"" observed the Ghost."
46,
46,"""I don't,"" said Scrooge."
46,
46,"""What evidence would you have of my reality beyond that of"
46,"your senses?"""
46,
46,"""I don't know,"" said Scrooge."
46,
46,"""Why do you doubt your senses?"""
46,
46,"""Because,"" said Scrooge, ""a little thing affects them."
46,A slight disorder of the stomach makes them cheats. You may
46,"be an undigested bit of beef, a blot of mustard, a crumb of"
46,"cheese, a fragment of an underdone potato. There's more of"
46,"gravy than of grave about you, whatever you are!"""
46,
46,Scrooge was not much in the habit of cracking
46,"jokes, nor did he feel, in his heart, by any means"
46,"waggish then. The truth is, that he tried to be"
46,"smart, as a means of distracting his own attention,"
46,and keeping down his terror; for the spectre's voice
46,disturbed the very marrow in his bones.
46,
46,"To sit, staring at those fixed glazed eyes, in silence"
46,"for a moment, would play, Scrooge felt, the very"
46,"deuce with him. There was something very awful,"
46,"too, in the spectre's being provided with an infernal"
46,atmosphere of its own. Scrooge could not feel it
46,"himself, but this was clearly the case; for though the"
46,"Ghost sat perfectly motionless, its hair, and skirts,"
46,"and tassels, were still agitated as by the hot vapour"
46,from an oven.
46,
46,"""You see this toothpick?"" said Scrooge, returning"
46,"quickly to the charge, for the reason just assigned;"
46,"and wishing, though it were only for a second, to"
46,divert the vision's stony gaze from himself.
46,
46,"""I do,"" replied the Ghost."
46,
46,"""You are not looking at it,"" said Scrooge."
46,
46,"""But I see it,"" said the Ghost, ""notwithstanding."""
46,
46,"""Well!"" returned Scrooge, ""I have but to swallow"
46,"this, and be for the rest of my days persecuted by a"
46,"legion of goblins, all of my own creation. Humbug,"
46,"I tell you! humbug!"""
46,
46,"At this the spirit raised a frightful cry, and shook"
46,"its chain with such a dismal and appalling noise, that"
46,"Scrooge held on tight to his chair, to save himself"
46,from falling in a swoon. But how much greater was
46,"his horror, when the phantom taking off the bandage"
46,"round its head, as if it were too warm to wear indoors,"
46,its lower jaw dropped down upon its breast!
46,
46,"Scrooge fell upon his knees, and clasped his hands"
46,before his face.
46,
46,"""Mercy!"" he said. ""Dreadful apparition, why do"
46,"you trouble me?"""
46,
46,"""Man of the worldly mind!"" replied the Ghost, ""do"
46,"you believe in me or not?"""
46,
46,"""I do,"" said Scrooge. ""I must. But why do spirits"
46,"walk the earth, and why do they come to me?"""
46,
46,"""It is required of every man,"" the Ghost returned,"
46,"""that the spirit within him should walk abroad among"
46,"his fellowmen, and travel far and wide; and if that"
46,"spirit goes not forth in life, it is condemned to do so"
46,after death. It is doomed to wander through the
46,"world--oh, woe is me!--and witness what it cannot"
46,"share, but might have shared on earth, and turned to"
46,"happiness!"""
46,
46,"Again the spectre raised a cry, and shook its chain"
46,and wrung its shadowy hands.
46,
46,"""You are fettered,"" said Scrooge, trembling. ""Tell"
46,"me why?"""
46,
46,"""I wear the chain I forged in life,"" replied the Ghost."
46,"""I made it link by link, and yard by yard; I girded"
46,"it on of my own free will, and of my own free will I"
46,"wore it. Is its pattern strange to you?"""
46,
46,Scrooge trembled more and more.
46,
46,"""Or would you know,"" pursued the Ghost, ""the"
46,weight and length of the strong coil you bear yourself?
46,"It was full as heavy and as long as this, seven"
46,"Christmas Eves ago. You have laboured on it, since."
46,"It is a ponderous chain!"""
46,
46,"Scrooge glanced about him on the floor, in the"
46,expectation of finding himself surrounded by some fifty
46,or sixty fathoms of iron cable: but he could see
46,nothing.
46,
46,"""Jacob,"" he said, imploringly. ""Old Jacob Marley,"
46,"tell me more. Speak comfort to me, Jacob!"""
46,
46,"""I have none to give,"" the Ghost replied. ""It comes"
46,"from other regions, Ebenezer Scrooge, and is conveyed"
46,"by other ministers, to other kinds of men. Nor"
46,can I tell you what I would. A very little more is
46,"all permitted to me. I cannot rest, I cannot stay, I"
46,cannot linger anywhere. My spirit never walked
46,beyond our counting-house--mark me!--in life my
46,spirit never roved beyond the narrow limits of our
46,money-changing hole; and weary journeys lie before
46,"me!"""
46,
46,"It was a habit with Scrooge, whenever he became"
46,"thoughtful, to put his hands in his breeches pockets."
46,"Pondering on what the Ghost had said, he did so now,"
46,"but without lifting up his eyes, or getting off his"
