country_name,iso3_code,year,indicator_code,financing_scheme,value,unit
Afghanistan,AFG,2004,hf3_che,Household out-of-pocket payments (OOPS),84.5275910037226,% of current health expenditure
Afghanistan,AFG,2004,hf3_usd2023,Household out-of-pocket payments (OOPS),636497820.8870775,constant 2023 US$
Afghanistan,AFG,2004,hfnec_che,Unspecified financing schemes (n.e.c.),0.0,% of current health expenditure
Afghanistan,AFG,2004,hfnec_usd2023,Unspecified financing schemes (n.e.c.),0.0,constant 2023 US$
Afghanistan,AFG,2005,hf1_che,Government schemes and compulsory contributory health care financing schemes,8.381358826561042,% of current health expenditure
Afghanistan,AFG,2005,hf1_usd2023,Government schemes and compulsory contributory health care financing schemes,71583391.98633794,constant 2023 US$
Afghanistan,AFG,2005,hf2_che,Voluntary health care payment schemes,12.648554331869821,% of current health expenditure
Afghanistan,AFG,2005,hf2_usd2023,Voluntary health care payment schemes,108028595.54579364,constant 2023 US$
Afghanistan,AFG,2005,hf3_che,Household out-of-pocket payments (OOPS),78.97008684156913,% of current health expenditure
Afghanistan,AFG,2005,hf3_usd2023,Household out-of-pocket payments (OOPS),674466610.7911588,constant 2023 US$
Afghanistan,AFG,2005,hfnec_che,Unspecified financing schemes (n.e.c.),0.0,% of current health expenditure
Afghanistan,AFG,2005,hfnec_usd2023,Unspecified financing schemes (n.e.c.),0.0,constant 2023 US$
Afghanistan,AFG,2006,hf1_che,Government schemes and compulsory contributory health care financing schemes,10.394338837653232,% of current health expenditure
Afghanistan,AFG,2006,hf1_usd2023,Government schemes and compulsory contributory health care financing schemes,99876654.46875301,constant 2023 US$
Afghanistan,AFG,2006,hf2_che,Voluntary health care payment schemes,12.780685291436958,% of current health expenditure
Afghanistan,AFG,2006,hf2_usd2023,Voluntary health care payment schemes,122806472.70249285,constant 2023 US$
Afghanistan,AFG,2006,hf3_che,Household out-of-pocket payments (OOPS),76.82497587090982,% of current health expenditure
Afghanistan,AFG,2006,hf3_usd2023,Household out-of-pocket payments (OOPS),738192365.0433464,constant 2023 US$
Afghanistan,AFG,2006,hfnec_che,Unspecified financing schemes (n.e.c.),0.0,% of current health expenditure
Afghanistan,AFG,2006,hfnec_usd2023,Unspecified financing schemes (n.e.c.),0.0,constant 2023 US$
Afghanistan,AFG,2007,hf1_che,Government schemes and compulsory contributory health care financing schemes,10.708622145906581,% of current health expenditure
Afghanistan,AFG,2007,hf1_usd2023,Government schemes and compulsory contributory health care financing schemes,108739711.77961802,constant 2023 US$
Afghanistan,AFG,2007,hf2_che,Voluntary health care payment schemes,11.121391220986492,% of current health expenditure
Afghanistan,AFG,2007,hf2_usd2023,Voluntary health care payment schemes,112931137.12306303,constant 2023 US$
Afghanistan,AFG,2007,hf3_che,Household out-of-pocket payments (OOPS),78.16998663310693,% of current health expenditure
Afghanistan,AFG,2007,hf3_usd2023,Household out-of-pocket payments (OOPS),793769889.3923414,constant 2023 US$
Afghanistan,AFG,2007,hfnec_che,Unspecified financing schemes (n.e.c.),0.0,% of current health expenditure
Afghanistan,AFG,2007,hfnec_usd2023,Unspecified financing schemes (n.e.c.),0.0,constant 2023 US$
Afghanistan,AFG,2008,hf1_che,Government schemes and compulsory contributory health care financing schemes,15.990147182455438,% of current health expenditure
Afghanistan,AFG,2008,hf1_usd2023,Government schemes and compulsory contributory health care financing schemes,174633805.4716389,constant 2023 US$
Afghanistan,AFG,2008,hf2_che,Voluntary health care payment schemes,8.606464639647811,% of current health expenditure
Afghanistan,AFG,2008,hf2_usd2023,Voluntary health care payment schemes,93994111.15664276,constant 2023 US$
Afghanistan,AFG,2008,hf3_che,Household out-of-pocket payments (OOPS),75.40338817789676,% of current health expenditure
Afghanistan,AFG,2008,hf3_usd2023,Household out-of-pocket payments (OOPS),823505904.7742443,constant 2023 US$
Afghanistan,AFG,2008,hfnec_che,Unspecified financing schemes (n.e.c.),0.0,% of current health expenditure
Afghanistan,AFG,2008,hfnec_usd2023,Unspecified financing schemes (n.e.c.),0.0,constant 2023 US$
Afghanistan,AFG,2009,hf1_che,Government schemes and compulsory contributory health care financing schemes,10.089836232797113,% of current health expenditure
Afghanistan,AFG,2009,hf1_usd2023,Government schemes and compulsory contributory health care financing schemes,127202342.90992278,constant 2023 US$
Afghanistan,AFG,2009,hf2_che,Voluntary health care payment schemes,17.130920339325804,% of current health expenditure
Afghanistan,AFG,2009,hf2_usd2023,Voluntary health care payment schemes,215969134.9877739,constant 2023 US$
Afghanistan,AFG,2009,hf3_che,Household out-of-pocket payments (OOPS),72.77924342787705,% of current health expenditure
Afghanistan,AFG,2009,hf3_usd2023,Household out-of-pocket payments (OOPS),917526317.1413373,constant 2023 US$
Afghanistan,AFG,2009,hfnec_che,Unspecified financing schemes (n.e.c.),0.0,% of current health expenditure
Afghanistan,AFG,2009,hfnec_usd2023,Unspecified financing schemes (n.e.c.),0.0,constant 2023 US$
Afghanistan,AFG,2010,hf1_che,Government schemes and compulsory contributory health care financing schemes,10.674402430758425,% of current health expenditure
Afghanistan,AFG,2010,hf1_usd2023,Government schemes and compulsory contributory health care financing schemes,127368105.57150665,constant 2023 US$
Afghanistan,AFG,2010,hf2_che,Voluntary health care payment schemes,10.328946519889382,% of current health expenditure
Afghanistan,AFG,2010,hf2_usd2023,Voluntary health care payment schemes,123246088.8861433,constant 2023 US$
Afghanistan,AFG,2010,hf3_che,Household out-of-pocket payments (OOPS),78.99665104935218,% of current health expenditure
Afghanistan,AFG,2010,hf3_usd2023,Household out-of-pocket payments (OOPS),942596445.6480091,constant 2023 US$
Afghanistan,AFG,2010,hfnec_che,Unspecified financing schemes (n.e.c.),0.0,% of current health expenditure
Afghanistan,AFG,2010,hfnec_usd2023,Unspecified financing schemes (n.e.c.),0.0,constant 2023 US$
Afghanistan,AFG,2011,hf1_che,Government schemes and compulsory contributory health care financing schemes,11.842894857318983,% of current health expenditure
Afghanistan,AFG,2011,hf1_usd2023,Government schemes and compulsory contributory health care financing schemes,150329929.2934476,constant 2023 US$
Afghanistan,AFG,2011,hf2_che,Voluntary health care payment schemes,14.90193621990391,% of current health expenditure
Afghanistan,AFG,2011,hf2_usd2023,Voluntary health care payment schemes,189160424.479253,constant 2023 US$
Afghanistan,AFG,2011,hf3_che,Household out-of-pocket payments (OOPS),73.2551689227771,% of current health expenditure
Afghanistan,AFG,2011,hf3_usd2023,Household out-of-pocket payments (OOPS),929877745.0291121,constant 2023 US$
Afghanistan,AFG,2011,hfnec_che,Unspecified financing schemes (n.e.c.),0.0,% of current health expenditure
Afghanistan,AFG,2011,hfnec_usd2023,Unspecified financing schemes (n.e.c.),0.0,constant 2023 US$
Afghanistan,AFG,2012,hf1_che,Government schemes and compulsory contributory health care financing schemes,8.854532297813005,% of current health expenditure
Afghanistan,AFG,2012,hf1_usd2023,Government schemes and compulsory contributory health care financing schemes,118150893.7273474,constant 2023 US$
Afghanistan,AFG,2012,hf2_che,Voluntary health care payment schemes,16.659258342932393,% of current health expenditure
Afghanistan,AFG,2012,hf2_usd2023,Voluntary health care payment schemes,222293645.31635237,constant 2023 US$
Afghanistan,AFG,2012,hf3_che,Household out-of-pocket payments (OOPS),74.48620935925462,% of current health expenditure
Afghanistan,AFG,2012,hf3_usd2023,Household out-of-pocket payments (OOPS),993910452.8798115,constant 2023 US$
Afghanistan,AFG,2012,hfnec_che,Unspecified financing schemes (n.e.c.),0.0,% of current health expenditure
Afghanistan,AFG,2012,hfnec_usd2023,Unspecified financing schemes (n.e.c.),0.0,constant 2023 US$
Afghanistan,AFG,2013,hf1_che,Government schemes and compulsory contributory health care financing schemes,11.679472139996973,% of current health expenditure
Afghanistan,AFG,2013,hf1_usd2023,Government schemes and compulsory contributory health care financing schemes,183655019.319383,constant 2023 US$
Afghanistan,AFG,2013,hf2_che,Voluntary health care payment schemes,16.27266514697512,% of current health expenditure
Afghanistan,AFG,2013,hf2_usd2023,Voluntary health care payment schemes,255881138.81543455,constant 2023 US$
Afghanistan,AFG,2013,hf3_che,Household out-of-pocket payments (OOPS),72.04786271302791,% of current health expenditure
Afghanistan,AFG,2013,hf3_usd2023,Household out-of-pocket payments (OOPS),1132923770.8584342,constant 2023 US$
Afghanistan,AFG,2013,hfnec_che,Unspecified financing schemes (n.e.c.),0.0,% of current health expenditure
Afghanistan,AFG,2013,hfnec_usd2023,Unspecified financing schemes (n.e.c.),0.0,constant 2023 US$
Afghanistan,AFG,2014,hf1_che,Government schemes and compulsory contributory health care financing schemes,12.51156780378685,% of current health expenditure
Afghanistan,AFG,2014,hf1_usd2023,Government schemes and compulsory contributory health care financing schemes,218631864.63074413,constant 2023 US$
Afghanistan,AFG,2014,hf2_che,Voluntary health care payment schemes,14.432510898905061,% of current health expenditure
Afghanistan,AFG,2014,hf2_usd2023,Voluntary health care payment schemes,252199150.3076146,constant 2023 US$
Afghanistan,AFG,2014,hf3_che,Household out-of-pocket payments (OOPS),73.0559212973081,% of current health expenditure
Afghanistan,AFG,2014,hf3_usd2023,Household out-of-pocket payments (OOPS),1276606780.7036176,constant 2023 US$
Afghanistan,AFG,2014,hfnec_che,Unspecified financing schemes (n.e.c.),0.0,% of current health expenditure
Afghanistan,AFG,2014,hfnec_usd2023,Unspecified financing schemes (n.e.c.),0.0,constant 2023 US$
Afghanistan,AFG,2015,hf1_che,Government schemes and compulsory contributory health care financing schemes,13.163438325726398,% of current health expenditure
Afghanistan,AFG,2015,hf1_usd2023,Government schemes and compulsory contributory health care financing schemes,246349126.25474212,constant 2023 US$
Afghanistan,AFG,2015,hf2_che,Voluntary health care payment schemes,8.454265195109931,% of current health expenditure
Afghanistan,AFG,2015,hf2_usd2023,Voluntary health care payment schemes,158218604.6232931,constant 2023 US$
Afghanistan,AFG,2015,hf3_che,Household out-of-pocket payments (OOPS),78.38229647916366,% of current health expenditure
Afghanistan,AFG,2015,hf3_usd2023,Household out-of-pocket payments (OOPS),1466897156.6299767,constant 2023 US$
Afghanistan,AFG,2015,hfnec_che,Unspecified financing schemes (n.e.c.),0.0,% of current health expenditure
Afghanistan,AFG,2015,hfnec_usd2023,Unspecified financing schemes (n.e.c.),0.0,constant 2023 US$
Afghanistan,AFG,2016,hf1_che,Government schemes and compulsory contributory health care financing schemes,11.795284155125703,% of current health expenditure
Afghanistan,AFG,2016,hf1_usd2023,Government schemes and compulsory contributory health care financing schemes,263755585.1983642,constant 2023 US$
Afghanistan,AFG,2016,hf2_che,Voluntary health care payment schemes,12.230379788173604,% of current health expenditure
Afghanistan,AFG,2016,hf2_usd2023,Voluntary health care payment schemes,273484804.2491772,constant 2023 US$
Afghanistan,AFG,2016,hf3_che,Household out-of-pocket payments (OOPS),75.97433605670068,% of current health expenditure
Afghanistan,AFG,2016,hf3_usd2023,Household out-of-pocket payments (OOPS),1698870091.0596006,constant 2023 US$
Afghanistan,AFG,2016,hfnec_che,Unspecified financing schemes (n.e.c.),0.0,% of current health expenditure
Afghanistan,AFG,2016,hfnec_usd2023,Unspecified financing schemes (n.e.c.),0.0,constant 2023 US$
Afghanistan,AFG,2017,hf1_che,Government schemes and compulsory contributory health care financing schemes,10.959276973829052,% of current health expenditure
Afghanistan,AFG,2017,hf1_usd2023,Government schemes and compulsory contributory health care financing schemes,268622011.0828644,constant 2023 US$
Afghanistan,AFG,2017,hf2_che,Voluntary health care payment schemes,13.558144719373786,% of current health expenditure
Afghanistan,AFG,2017,hf2_usd2023,Voluntary health care payment schemes,332322662.3223323,constant 2023 US$
Afghanistan,AFG,2017,hf3_che,Household out-of-pocket payments (OOPS),75.48257830679717,% of current health expenditure
Afghanistan,AFG,2017,hf3_usd2023,Household out-of-pocket payments (OOPS),1850147782.0947285,constant 2023 US$
Afghanistan,AFG,2017,hfnec_che,Unspecified financing schemes (n.e.c.),0.0,% of current health expenditure
Afghanistan,AFG,2017,hfnec_usd2023,Unspecified financing schemes (n.e.c.),0.0,constant 2023 US$
Afghanistan,AFG,2018,hf1_che,Government schemes and compulsory contributory health care financing schemes,9.114532536101127,% of current health expenditure
Afghanistan,AFG,2018,hf1_usd2023,Government schemes and compulsory contributory health care financing schemes,254499682.70468056,constant 2023 US$
Afghanistan,AFG,2018,hf2_che,Voluntary health care payment schemes,14.662445817665603,% of current health expenditure
Afghanistan,AFG,2018,hf2_usd2023,Voluntary health care payment schemes,409410772.6852997,constant 2023 US$
Afghanistan,AFG,2018,hf3_che,Household out-of-pocket payments (OOPS),76.22302164623329,% of current health expenditure
Afghanistan,AFG,2018,hf3_usd2023,Household out-of-pocket payments (OOPS),2128330196.5211327,constant 2023 US$
Afghanistan,AFG,2018,hfnec_che,Unspecified financing schemes (n.e.c.),0.0,% of current health expenditure
Afghanistan,AFG,2018,hfnec_usd2023,Unspecified financing schemes (n.e.c.),0.0,constant 2023 US$
Afghanistan,AFG,2019,hf1_che,Government schemes and compulsory contributory health care financing schemes,8.098199692201021,% of current health expenditure
Afghanistan,AFG,2019,hf1_usd2023,Government schemes and compulsory contributory health care financing schemes,245268456.39221516,constant 2023 US$
Afghanistan,AFG,2019,hf2_che,Voluntary health care payment schemes,15.083431952336785,% of current health expenditure
Afghanistan,AFG,2019,hf2_usd2023,Voluntary health care payment schemes,456828704.2377403,constant 2023 US$
Afghanistan,AFG,2019,hf3_che,Household out-of-pocket payments (OOPS),76.81836835546218,% of current health expenditure
Afghanistan,AFG,2019,hf3_usd2023,Household out-of-pocket payments (OOPS),2326581628.6622024,constant 2023 US$
Afghanistan,AFG,2019,hfnec_che,Unspecified financing schemes (n.e.c.),0.0,% of current health expenditure
Afghanistan,AFG,2019,hfnec_usd2023,Unspecified financing schemes (n.e.c.),0.0,constant 2023 US$
Afghanistan,AFG,2020,hf1_che,Government schemes and compulsory contributory health care financing schemes,12.644937073281787,% of current health expenditure
Afghanistan,AFG,2020,hf1_usd2023,Government schemes and compulsory contributory health care financing schemes,391677872.9249027,constant 2023 US$
Afghanistan,AFG,2020,hf2_che,Voluntary health care payment schemes,12.541101860328332,% of current health expenditure
Afghanistan,AFG,2020,hf2_usd2023,Voluntary health care payment schemes,388461569.42662376,constant 2023 US$
Afghanistan,AFG,2020,hf3_che,Household out-of-pocket payments (OOPS),74.81396106638988,% of current health expenditure
Afghanistan,AFG,2020,hf3_usd2023,Household out-of-pocket payments (OOPS),2317368047.4445386,constant 2023 US$
Afghanistan,AFG,2020,hfnec_che,Unspecified financing schemes (n.e.c.),0.0,% of current health expenditure
Afghanistan,AFG,2020,hfnec_usd2023,Unspecified financing schemes (n.e.c.),0.0,constant 2023 US$
Afghanistan,AFG,2021,hf1_che,Government schemes and compulsory contributory health care financing schemes,5.041074986737026,% of current health expenditure
Afghanistan,AFG,2021,hf1_usd2023,Government schemes and compulsory contributory health care financing schemes,184766978.09896028,constant 2023 US$
Afghanistan,AFG,2021,hf2_che,Voluntary health care payment schemes,17.744871215629903,% of current health expenditure
Afghanistan,AFG,2021,hf2_usd2023,Voluntary health care payment schemes,650390291.7320751,constant 2023 US$
Afghanistan,AFG,2021,hf3_che,Household out-of-pocket payments (OOPS),77.21405379763306,% of current health expenditure
Afghanistan,AFG,2021,hf3_usd2023,Household out-of-pocket payments (OOPS),2830072439.805872,constant 2023 US$
Afghanistan,AFG,2021,hfnec_che,Unspecified financing schemes (n.e.c.),0.0,% of current health expenditure
Afghanistan,AFG,2021,hfnec_usd2023,Unspecified financing schemes (n.e.c.),0.0,constant 2023 US$
Afghanistan,AFG,2022,hf1_che,Government schemes and compulsory contributory health care financing schemes,0.8540998973941962,% of current health expenditure
Afghanistan,AFG,2022,hf1_usd2023,Government schemes and compulsory contributory health care financing schemes,31507014.842721947,constant 2023 US$
Afghanistan,AFG,2022,hf2_che,Voluntary health care payment schemes,13.19607293974751,% of current health expenditure
Afghanistan,AFG,2022,hf2_usd2023,Voluntary health care payment schemes,486791846.30129355,constant 2023 US$
Afghanistan,AFG,2022,hf3_che,Household out-of-pocket payments (OOPS),77.94615183742482,% of current health expenditure
Afghanistan,AFG,2022,hf3_usd2023,Household out-of-pocket payments (OOPS),2875366886.6691637,constant 2023 US$
Afghanistan,AFG,2022,hf4_che,Rest of the world financing schemes (non-resident),8.0036753254335,% of current health expenditure
Afghanistan,AFG,2022,hf4_usd2023,Rest of the world financing schemes (non-resident),295248738.5189027,constant 2023 US$
Afghanistan,AFG,2022,hfnec_che,Unspecified financing schemes (n.e.c.),0.0,% of current health expenditure
Afghanistan,AFG,2022,hfnec_usd2023,Unspecified financing schemes (n.e.c.),0.0,constant 2023 US$
Afghanistan,AFG,2023,hf1_che,Government schemes and compulsory contributory health care financing schemes,1.7964946592936861,% of current health expenditure
Afghanistan,AFG,2023,hf1_usd2023,Government schemes and compulsory contributory health care financing schemes,43989647.94353815,constant 2023 US$
Afghanistan,AFG,2023,hf2_che,Voluntary health care payment schemes,12.02134942446944,% of current health expenditure
Afghanistan,AFG,2023,hf2_usd2023,Voluntary health care payment schemes,294359310.3675441,constant 2023 US$
Afghanistan,AFG,2023,hf3_che,Household out-of-pocket payments (OOPS),77.1395855595555,% of current health expenditure
Afghanistan,AFG,2023,hf3_usd2023,Household out-of-pocket payments (OOPS),1888869078.3024206,constant 2023 US$
Afghanistan,AFG,2023,hf4_che,Rest of the world financing schemes (non-resident),9.042570356686296,% of current health expenditure
Afghanistan,AFG,2023,hf4_usd2023,Rest of the world financing schemes (non-resident),221419799.07232025,constant 2023 US$
Afghanistan,AFG,2023,hfnec_che,Unspecified financing schemes (n.e.c.),0.0,% of current health expenditure
Afghanistan,AFG,2023,hfnec_usd2023,Unspecified financing schemes (n.e.c.),0.0,constant 2023 US$
Albania,ALB,2000,hf1_che,Government schemes and compulsory contributory health care financing schemes,46.992270371316465,% of current health expenditure
Albania,ALB,2000,hf1_usd2023,Government schemes and compulsory contributory health care financing schemes,264494770.46601298,constant 2023 US$
Albania,ALB,2000,hf2_che,Voluntary health care payment schemes,1.1935321825331973,% of current health expenditure
Albania,ALB,2000,hf2_usd2023,Voluntary health care payment schemes,6717764.818947901,constant 2023 US$
Albania,ALB,2000,hf3_che,Household out-of-pocket payments (OOPS),51.814197488073965,% of current health expenditure
Albania,ALB,2000,hf3_usd2023,Household out-of-pocket payments (OOPS),291634861.7166177,constant 2023 US$
Albania,ALB,2001,hf1_che,Government schemes and compulsory contributory health care financing schemes,47.315029428144165,% of current health expenditure
Albania,ALB,2001,hf1_usd2023,Government schemes and compulsory contributory health care financing schemes,287506406.3120581,constant 2023 US$
Albania,ALB,2001,hf2_che,Voluntary health care payment schemes,3.5567758112386905,% of current health expenditure
Albania,ALB,2001,hf2_usd2023,Voluntary health care payment schemes,21612494.886003923,constant 2023 US$
Albania,ALB,2001,hf3_che,Household out-of-pocket payments (OOPS),49.12819477475349,% of current health expenditure
Albania,ALB,2001,hf3_usd2023,Household out-of-pocket payments (OOPS),298523976.398216,constant 2023 US$
Albania,ALB,2002,hf1_che,Government schemes and compulsory contributory health care financing schemes,46.284562476734486,% of current health expenditure
Albania,ALB,2002,hf1_usd2023,Government schemes and compulsory contributory health care financing schemes,281046094.1868816,constant 2023 US$
Albania,ALB,2002,hf2_che,Voluntary health care payment schemes,2.8601664916950544,% of current health expenditure
Albania,ALB,2002,hf2_usd2023,Voluntary health care payment schemes,17367315.97320706,constant 2023 US$
Albania,ALB,2002,hf3_che,Household out-of-pocket payments (OOPS),50.85527114116403,% of current health expenditure
Albania,ALB,2002,hf3_usd2023,Household out-of-pocket payments (OOPS),308800052.5061327,constant 2023 US$
Albania,ALB,2003,hf1_che,Government schemes and compulsory contributory health care financing schemes,45.30125317423782,% of current health expenditure
Albania,ALB,2003,hf1_usd2023,Government schemes and compulsory contributory health care financing schemes,302928501.383383,constant 2023 US$
Albania,ALB,2003,hf2_che,Voluntary health care payment schemes,4.782260225992657,% of current health expenditure
Albania,ALB,2003,hf2_usd2023,Voluntary health care payment schemes,31978870.82534749,constant 2023 US$
Albania,ALB,2003,hf3_che,Household out-of-pocket payments (OOPS),49.916486571115264,% of current health expenditure
Albania,ALB,2003,hf3_usd2023,Household out-of-pocket payments (OOPS),333790467.4105324,constant 2023 US$
Albania,ALB,2004,hf1_che,Government schemes and compulsory contributory health care financing schemes,48.101455090948335,% of current health expenditure
Albania,ALB,2004,hf1_usd2023,Government schemes and compulsory contributory health care financing schemes,338371947.27545315,constant 2023 US$
Albania,ALB,2004,hf2_che,Voluntary health care payment schemes,3.556504592992645,% of current health expenditure
Albania,ALB,2004,hf2_usd2023,Voluntary health care payment schemes,25018398.764645115,constant 2023 US$
Albania,ALB,2004,hf3_che,Household out-of-pocket payments (OOPS),48.34204028185532,% of current health expenditure
Albania,ALB,2004,hf3_usd2023,Household out-of-pocket payments (OOPS),340064355.1117423,constant 2023 US$
Albania,ALB,2005,hf1_che,Government schemes and compulsory contributory health care financing schemes,47.14132387906114,% of current health expenditure
Albania,ALB,2005,hf1_usd2023,Government schemes and compulsory contributory health care financing schemes,340198985.4872011,constant 2023 US$
Albania,ALB,2005,hf2_che,Voluntary health care payment schemes,3.5476654319321748,% of current health expenditure
Albania,ALB,2005,hf2_usd2023,Voluntary health care payment schemes,25602000.145087473,constant 2023 US$
Albania,ALB,2005,hf3_che,Household out-of-pocket payments (OOPS),49.3110106875959,% of current health expenditure
Albania,ALB,2005,hf3_usd2023,Household out-of-pocket payments (OOPS),355856697.0309438,constant 2023 US$
Albania,ALB,2006,hf1_che,Government schemes and compulsory contributory health care financing schemes,47.49259493317238,% of current health expenditure
Albania,ALB,2006,hf1_usd2023,Government schemes and compulsory contributory health care financing schemes,356770240.4262348,constant 2023 US$
Albania,ALB,2006,hf2_che,Voluntary health care payment schemes,3.458901098045999,% of current health expenditure
Albania,ALB,2006,hf2_usd2023,Voluntary health care payment schemes,25983692.365027998,constant 2023 US$
Albania,ALB,2006,hf3_che,Household out-of-pocket payments (OOPS),49.04850392613702,% of current health expenditure
Albania,ALB,2006,hf3_usd2023,Household out-of-pocket payments (OOPS),368458421.00012064,constant 2023 US$
Albania,ALB,2007,hf1_che,Government schemes and compulsory contributory health care financing schemes,47.780534076670406,% of current health expenditure
Albania,ALB,2007,hf1_usd2023,Government schemes and compulsory contributory health care financing schemes,400291974.45502573,constant 2023 US$
Albania,ALB,2007,hf2_che,Voluntary health care payment schemes,2.8178152053061387,% of current health expenditure
Albania,ALB,2007,hf2_usd2023,Voluntary health care payment schemes,23606869.07290403,constant 2023 US$
Albania,ALB,2007,hf3_che,Household out-of-pocket payments (OOPS),49.40165069435963,% of current health expenditure
Albania,ALB,2007,hf3_usd2023,Household out-of-pocket payments (OOPS),413873236.8719629,constant 2023 US$
Albania,ALB,2008,hf1_che,Government schemes and compulsory contributory health care financing schemes,42.60268398900729,% of current health expenditure
Albania,ALB,2008,hf1_usd2023,Government schemes and compulsory contributory health care financing schemes,356676574.09790677,constant 2023 US$
Albania,ALB,2008,hf2_che,Voluntary health care payment schemes,1.1662456764953408,% of current health expenditure
Albania,ALB,2008,hf2_usd2023,Voluntary health care payment schemes,9763997.793101175,constant 2023 US$
Albania,ALB,2008,hf3_che,Household out-of-pocket payments (OOPS),56.23107028694511,% of current health expenditure
Albania,ALB,2008,hf3_usd2023,Household out-of-pocket payments (OOPS),470775632.6568835,constant 2023 US$
Albania,ALB,2009,hf1_che,Government schemes and compulsory contributory health care financing schemes,41.93016752912018,% of current health expenditure
Albania,ALB,2009,hf1_usd2023,Government schemes and compulsory contributory health care financing schemes,383703842.1640411,constant 2023 US$
Albania,ALB,2009,hf2_che,Voluntary health care payment schemes,1.5360149061959603,% of current health expenditure
Albania,ALB,2009,hf2_usd2023,Voluntary health care payment schemes,14056104.610584078,constant 2023 US$
Albania,ALB,2009,hf3_che,Household out-of-pocket payments (OOPS),56.53381757944841,% of current health expenditure
Albania,ALB,2009,hf3_usd2023,Household out-of-pocket payments (OOPS),517342149.9537359,constant 2023 US$
Albania,ALB,2010,hf1_che,Government schemes and compulsory contributory health care financing schemes,39.110360786651135,% of current health expenditure
Albania,ALB,2010,hf1_usd2023,Government schemes and compulsory contributory health care financing schemes,397328480.4508448,constant 2023 US$
Albania,ALB,2010,hf2_che,Voluntary health care payment schemes,0.9228317134141809,% of current health expenditure
Albania,ALB,2010,hf2_usd2023,Voluntary health care payment schemes,9375196.623802412,constant 2023 US$
Albania,ALB,2010,hf3_che,Household out-of-pocket payments (OOPS),59.966807484853085,% of current health expenditure
Albania,ALB,2010,hf3_usd2023,Household out-of-pocket payments (OOPS),609212495.5179989,constant 2023 US$
Albania,ALB,2011,hf1_che,Government schemes and compulsory contributory health care financing schemes,39.63355520888758,% of current health expenditure
Albania,ALB,2011,hf1_usd2023,Government schemes and compulsory contributory health care financing schemes,409336360.72026515,constant 2023 US$
Albania,ALB,2011,hf2_che,Voluntary health care payment schemes,0.5254756337294617,% of current health expenditure
Albania,ALB,2011,hf2_usd2023,Voluntary health care payment schemes,5427125.636959231,constant 2023 US$
Albania,ALB,2011,hf3_che,Household out-of-pocket payments (OOPS),59.840969144512584,% of current health expenditure
Albania,ALB,2011,hf3_usd2023,Household out-of-pocket payments (OOPS),618039042.9899054,constant 2023 US$
Albania,ALB,2012,hf1_che,Government schemes and compulsory contributory health care financing schemes,41.23338511164575,% of current health expenditure
Albania,ALB,2012,hf1_usd2023,Government schemes and compulsory contributory health care financing schemes,430114344.775643,constant 2023 US$
Albania,ALB,2012,hf2_che,Voluntary health care payment schemes,0.5540360850528938,% of current health expenditure
Albania,ALB,2012,hf2_usd2023,Voluntary health care payment schemes,5779270.051667038,constant 2023 US$
