state,name,lat,lon,eclipse_1,eclipse_2,eclipse_3,eclipse_4,eclipse_5
AL,Cedar Bluff,34.221422,-85.588565,17:44:20,18:26:20,19:03:10,19:39:40,20:20:00
AL,Center Point,33.643903,-86.684567,17:41:30,18:23:40,19:00:40,19:37:20,20:18:00
AL,Centre,34.153059,-85.671683,17:44:10,18:26:00,19:03:00,19:39:30,20:19:50
AL,Centreville,32.958967,-87.132043,17:39:50,18:21:40,18:59:00,19:36:10,20:16:40
AL,Chatom,31.469145,-88.246019,17:35:40,18:17:10,18:55:10,19:33:00,20:13:30
AL,Chelsea,33.309007,-86.635139,17:41:10,18:23:00,19:00:20,19:37:20,20:17:40
AL,Cherokee,34.7577,-87.965589,17:40:50,18:24:20,18:59:50,19:35:20,20:17:30
AL,Chickasaw,30.77145,-88.079697,17:35:00,18:15:50,18:54:30,19:32:50,20:12:50
AL,Childersburg,33.292549,-86.340844,17:41:50,18:23:30,19:00:50,19:37:50,20:18:10
AL,Choccolocco,33.667728,-85.707191,17:43:20,18:25:00,19:02:20,19:39:10,20:19:20
AL,Chunchula,30.927194,-88.2082,17:35:00,18:16:00,18:54:20,19:32:40,20:12:50
AL,Citronelle,31.097269,-88.249843,17:35:00,18:16:20,18:54:30,19:32:40,20:13:00
AL,Clanton,32.845572,-86.619494,17:40:40,18:22:10,18:59:40,19:37:00,20:17:10
AL,Clay,33.696583,-86.608182,17:41:50,18:23:50,19:00:50,19:37:30,20:18:10
AL,Clayhatchee,31.236925,-85.721478,17:40:20,18:20:20,18:59:10,19:37:40,20:16:20
AL,Clayton,31.882277,-85.460454,17:41:40,18:22:00,19:00:30,19:38:40,20:17:30
AL,Cleveland,34.002179,-86.561352,17:42:20,18:24:30,19:01:20,19:37:50,20:18:30
AL,Clio,31.708516,-85.611039,17:41:00,18:21:20,19:00:00,19:38:20,20:17:10
AL,Coaling,33.169901,-87.349887,17:39:40,18:21:50,18:59:00,19:35:50,20:16:40
AL,Coats Bend,34.073273,-85.874602,17:43:40,18:25:40,19:02:30,19:39:00,20:19:30
AL,Coffee Springs,31.165836,-85.910898,17:39:50,18:20:00,18:58:50,19:37:20,20:16:10
AL,Coffeeville,31.766564,-88.086049,17:36:20,18:17:50,18:55:50,19:33:30,20:14:00
AL,Coker,33.243752,-87.681329,17:39:10,18:21:30,18:58:30,19:35:10,20:16:20
AL,Collinsville,34.267224,-85.86861,17:43:50,18:26:00,19:02:50,19:39:10,20:19:40
AL,Colony,33.941393,-86.902001,17:41:40,18:24:00,19:00:40,19:37:00,20:18:00
AL,Columbia,31.295351,-85.110202,17:41:40,18:21:30,19:00:20,19:39:00,20:17:10
AL,Columbiana,33.191452,-86.615618,17:41:10,18:22:50,19:00:20,19:37:20,20:17:40
AL,Concord,33.461988,-87.040429,17:40:40,18:22:50,18:59:50,19:36:40,20:17:20
AL,Coosada,32.495394,-86.326543,17:40:40,18:21:50,18:59:50,19:37:30,20:17:10
AL,Cordova,33.761788,-87.199416,17:40:50,18:23:10,19:00:00,19:36:20,20:17:30
AL,Cottondale,33.193047,-87.454861,17:39:30,18:21:40,18:58:50,19:35:40,20:16:30
AL,Cottonwood,31.054033,-85.29956,17:40:50,18:20:40,18:59:40,19:38:20,20:16:40
AL,County Line,33.818902,-86.714706,17:41:40,18:24:00,19:00:50,19:37:20,20:18:10
AL,Courtland,34.669946,-87.327892,17:41:50,18:24:50,19:00:50,19:36:30,20:18:10
AL,Cowarts,31.206248,-85.309769,17:41:10,18:21:00,18:59:50,19:38:30,20:16:50
AL,Creola,30.874249,-88.009536,17:35:20,18:16:10,18:54:40,19:33:00,20:13:00
AL,Crossville,34.282697,-85.999737,17:43:40,18:25:50,19:02:40,19:39:00,20:19:30
AL,Cuba,32.440733,-88.374798,17:36:50,18:19:00,18:56:10,19:33:20,20:14:30
AL,Cullman,34.17687,-86.840656,17:42:00,18:24:30,19:01:00,19:37:10,20:18:20
AL,Cullomburg,31.713061,-88.291774,17:35:50,18:17:30,18:55:20,19:33:00,20:13:40
AL,Cusseta,32.787637,-85.305769,17:43:00,18:24:00,19:01:50,19:39:30,20:18:50
AL,Dadeville,32.826114,-85.776201,17:42:10,18:23:20,19:01:10,19:38:40,20:18:20
AL,Daleville,31.291534,-85.711711,17:40:20,18:20:30,18:59:20,19:37:50,20:16:30
AL,Daphne,30.626072,-87.881783,17:35:10,18:15:50,18:54:40,19:33:10,20:12:50
AL,Dauphin Island,30.250913,-88.171268,17:34:00,18:14:40,18:53:30,19:32:10,20:12:00
AL,Daviston,33.056839,-85.634329,17:42:50,18:24:00,19:01:40,19:39:10,20:18:40
AL,Dayton,32.350958,-87.641573,17:38:00,18:19:50,18:57:20,19:34:50,20:15:20
AL,Deatsville,32.589044,-86.389059,17:40:40,18:22:00,18:59:50,19:37:20,20:17:10
AL,Decatur,34.572995,-86.989901,17:42:20,18:25:10,19:01:20,19:37:10,20:18:30
AL,Deer Park,31.218369,-88.328023,17:35:10,18:16:30,18:54:40,19:32:40,20:13:00
AL,Delta,33.440524,-85.675905,17:43:10,18:24:40,19:02:00,19:39:10,20:19:00
AL,Demopolis,32.499744,-87.826678,17:37:50,18:19:50,18:57:20,19:34:30,20:15:20
AL,Detroit,34.027379,-88.167831,17:39:30,18:22:30,18:58:40,19:34:40,20:16:30
AL,Dodge City,34.043275,-86.885524,17:41:40,18:24:10,19:00:50,19:37:10,20:18:10
AL,Dora,33.728116,-87.081292,17:41:00,18:23:20,19:00:10,19:36:40,20:17:40
AL,Dothan,31.233698,-85.406823,17:40:50,18:20:50,18:59:40,19:38:20,20:16:40
AL,Double Springs,34.149648,-87.389447,17:41:00,18:23:50,19:00:10,19:36:10,20:17:40
AL,Douglas,34.168258,-86.323386,17:43:00,18:25:10,19:01:50,19:38:20,20:19:00
AL,Dozier,31.505407,-86.369235,17:39:20,18:19:50,18:58:20,19:36:40,20:15:50
AL,Dunnavant,33.495171,-86.540245,17:41:40,18:23:30,19:00:40,19:37:30,20:18:00
AL,Dutton,34.606152,-85.91185,17:44:20,18:26:40,19:03:10,19:39:20,20:20:00
AL,Eagle Point,33.400912,-86.676753,17:41:20,18:23:10,19:00:20,19:37:20,20:17:50
AL,East Brewton,31.09144,-87.055345,17:37:30,18:18:00,18:56:40,19:35:10,20:14:30
AL,East Point,34.191206,-86.79225,17:42:10,18:24:40,19:01:10,19:37:20,20:18:30
AL,Eclectic,32.640222,-86.041062,17:41:30,18:22:30,19:00:30,19:38:10,20:17:40
AL,Edgewater,33.530099,-86.95279,17:40:50,18:23:00,19:00:00,19:36:50,20:17:30
AL,Edwardsville,33.88374,-85.414124,17:44:20,18:25:50,19:03:10,19:39:50,20:19:50
AL,Egypt,34.075938,-86.165054,17:43:10,18:25:10,19:02:00,19:38:30,20:19:10
AL,Elba,31.417218,-86.077115,17:39:50,18:20:10,18:58:50,19:37:10,20:16:10
AL,Elberta,30.373753,-87.595729,17:35:20,18:15:50,18:54:40,19:33:30,20:12:50
AL,Eldridge,33.923053,-87.622869,17:40:20,18:23:00,18:59:30,19:35:40,20:17:10
AL,Elkmont,34.932604,-86.976971,17:42:50,18:25:50,19:01:40,19:37:10,20:18:50
AL,Elmore,32.556606,-86.341025,17:40:50,18:22:00,18:59:50,19:37:30,20:17:10
AL,Emelle,32.728678,-88.316486,17:37:20,18:19:40,18:56:40,19:33:40,20:14:50
AL,Emerald Mountain,32.447694,-86.094381,17:41:00,18:22:10,19:00:10,19:37:50,20:17:20
AL,Enterprise,31.326898,-85.844021,17:40:10,18:20:20,18:59:10,19:37:30,20:16:20
AL,Epes,32.695049,-88.141963,17:37:30,18:19:40,18:57:00,19:34:00,20:15:10
AL,Equality,32.765659,-86.123185,17:41:30,18:22:40,19:00:30,19:38:00,20:17:50
AL,Ethelsville,33.414066,-88.216093,17:38:30,18:21:10,18:57:50,19:34:10,20:15:50
AL,Eufaula,31.909937,-85.152709,17:42:20,18:22:30,19:01:10,19:39:20,20:18:00
AL,Eunola,31.031391,-85.833966,17:39:50,18:19:50,18:58:40,19:37:20,20:16:00
AL,Eutaw,32.846247,-87.900332,17:38:10,18:20:20,18:57:30,19:34:30,20:15:30
AL,Eva,34.326504,-86.765318,17:42:20,18:25:00,19:01:20,19:37:30,20:18:40
AL,Evergreen,31.433216,-86.976081,17:38:00,18:18:50,18:57:20,19:35:30,20:15:00
AL,Excel,31.426386,-87.343663,17:37:20,18:18:20,18:56:40,19:34:50,20:14:40
AL,Fairfield,33.474802,-86.919407,17:41:00,18:23:00,19:00:00,19:36:50,20:17:30
AL,Fairford,31.178002,-88.072784,17:35:30,18:16:40,18:55:00,19:33:10,20:13:20
AL,Fairhope,30.52092,-87.879122,17:35:00,18:15:40,18:54:30,19:33:00,20:12:40
AL,Fairview,34.250195,-86.677724,17:42:20,18:24:50,19:01:20,19:37:40,20:18:40
AL,Falkville,34.377019,-86.909547,17:42:10,18:24:50,19:01:10,19:37:10,20:18:30
AL,Faunsdale,32.457614,-87.593789,17:38:10,18:20:00,18:57:30,19:35:00,20:15:30
AL,Fayette,33.694215,-87.831169,17:39:30,18:22:10,18:58:50,19:35:10,20:16:40
AL,Fayetteville,33.168097,-86.442774,17:41:20,18:23:00,19:00:30,19:37:30,20:17:50
AL,Fitzpatrick,32.210377,-85.873693,17:41:10,18:21:50,19:00:10,19:38:00,20:17:20
AL,Five Points,33.017311,-85.351592,17:43:10,18:24:20,19:02:10,19:39:30,20:19:00
AL,Flomaton,31.014816,-87.256016,17:37:00,18:17:30,18:56:10,19:34:40,20:14:10
AL,Florala,31.022391,-86.318152,17:38:50,18:19:00,18:57:50,19:36:20,20:15:20
AL,Florence,34.830323,-87.666139,17:41:30,18:24:50,19:00:30,19:36:00,20:18:00
AL,Foley,30.397009,-87.664211,17:35:20,18:15:50,18:54:40,19:33:20,20:12:50
AL,Forestdale,33.573701,-86.900047,17:41:00,18:23:10,19:00:10,19:36:50,20:17:40
AL,Forkland,32.647435,-87.867436,17:38:00,18:20:00,18:57:20,19:34:30,20:15:20
AL,Fort Deposit,31.986261,-86.566359,17:39:40,18:20:30,18:58:40,19:36:40,20:16:20
AL,Fort Payne,34.457329,-85.689447,17:44:30,18:26:40,19:03:20,19:39:40,20:20:10
AL,Fort Rucker,31.342576,-85.716072,17:40:30,18:20:30,18:59:20,19:37:50,20:16:30
AL,Franklin,32.452693,-85.78541,17:41:40,18:22:30,19:00:40,19:38:20,20:17:50
AL,Fredonia,32.983577,-85.292306,17:43:20,18:24:20,19:02:10,19:39:40,20:19:00
AL,Frisco City,31.439485,-87.404182,17:37:20,18:18:20,18:56:40,19:34:40,20:14:30
AL,Fruitdale,31.34979,-88.410937,17:35:10,18:16:40,18:54:40,19:32:40,20:13:10
AL,Fruithurst,33.729539,-85.431249,17:44:00,18:25:30,19:02:50,19:39:40,20:19:40
AL,Fulton,31.790989,-87.744212,17:37:00,18:18:30,18:56:30,19:34:20,20:14:30
AL,Fultondale,33.617363,-86.801436,17:41:20,18:23:20,19:00:20,19:37:10,20:17:50
AL,Fyffe,34.448957,-85.905167,17:44:00,18:26:20,19:02:50,19:39:10,20:19:50
AL,Gadsden,34.006597,-86.016078,17:43:10,18:25:10,19:02:10,19:38:50,20:19:10
AL,Gainesville,32.814934,-88.160791,17:37:40,18:20:00,18:57:00,19:34:00,20:15:10
AL,Gallant,34.001318,-86.230171,17:42:50,18:25:00,19:01:50,19:38:20,20:19:00
AL,Gantt,31.41074,-86.483524,17:39:00,18:19:30,18:58:10,19:36:30,20:15:40
AL,Garden City,34.014688,-86.749054,17:42:00,18:24:20,19:01:00,19:37:20,20:18:20
AL,Gardendale,33.676587,-86.809844,17:41:20,18:23:30,19:00:30,19:37:10,20:17:50
AL,Gaylesville,34.267444,-85.561248,17:44:30,18:26:20,19:03:20,19:39:50,20:20:00
AL,Geiger,32.868715,-88.318154,17:37:30,18:19:50,18:56:50,19:33:50,20:15:00
AL,Geneva,31.044886,-85.876818,17:39:40,18:19:40,18:58:40,19:37:20,20:15:50
AL,Georgiana,31.639134,-86.746762,17:38:50,18:19:30,18:58:00,19:36:10,20:15:40
AL,Geraldine,34.359087,-86.002579,17:43:40,18:26:00,19:02:40,19:39:00,20:19:30
AL,Gilbertown,31.866247,-88.307545,17:36:10,18:17:50,18:55:40,19:33:10,20:13:50
AL,Glen Allen,33.892108,-87.732682,17:40:00,18:22:50,18:59:10,19:35:20,20:17:00
AL,Glencoe,33.948339,-85.933606,17:43:20,18:25:20,19:02:20,19:39:00,20:19:20
AL,Glenwood,31.671266,-86.173687,17:40:00,18:20:30,18:59:00,19:37:10,20:16:20
AL,Goldville,33.084867,-85.777982,17:42:30,18:23:50,19:01:30,19:38:50,20:18:30
AL,Good Hope,34.110689,-86.867104,17:41:50,18:24:20,19:01:00,19:37:10,20:18:20
AL,Goodwater,33.060713,-86.052486,17:42:00,18:23:20,19:01:00,19:38:20,20:18:10
AL,Gordo,33.322286,-87.903681,17:38:50,18:21:20,18:58:10,19:34:50,20:16:10
AL,Gordon,31.143606,-85.092504,17:41:30,18:21:10,19:00:10,19:38:50,20:17:00
AL,Gordonville,32.159179,-86.704235,17:39:30,18:20:40,18:58:40,19:36:30,20:16:20
AL,Goshen,31.720015,-86.123245,17:40:10,18:20:40,18:59:10,19:37:20,20:16:30
AL,Graham,33.455191,-85.323085,17:43:50,18:25:10,19:02:40,19:39:50,20:19:30
AL,Grand Bay,30.472082,-88.344401,17:34:00,18:14:50,18:53:30,19:32:00,20:12:00
AL,Grant,34.518173,-86.26043,17:43:30,18:26:00,19:02:30,19:38:30,20:19:30
AL,Grayson Valley,33.646568,-86.641942,17:41:40,18:23:40,19:00:40,19:37:30,20:18:00
AL,Graysville,33.633756,-86.941398,17:41:10,18:23:20,19:00:10,19:36:50,20:17:40
AL,Greensboro,32.700968,-87.5937,17:38:40,18:20:30,18:58:00,19:35:10,20:15:50
AL,Greenville,31.843072,-86.636951,17:39:10,18:20:10,18:58:30,19:36:30,20:16:00
AL,Grimes,31.299869,-85.45029,17:41:00,18:20:50,18:59:50,19:38:20,20:16:50
AL,Grove Hill,31.69867,-87.772868,17:36:50,18:18:10,18:56:20,19:34:10,20:14:20
AL,Guin,33.98322,-87.902363,17:39:50,18:22:50,18:59:00,19:35:10,20:16:50
AL,Gulfcrest,30.991106,-88.242231,17:35:00,18:16:10,18:54:30,19:32:40,20:12:50
AL,Gulf Shores,30.275837,-87.701258,17:35:00,18:15:30,18:54:20,19:33:10,20:12:30
AL,Guntersville,34.367947,-86.252323,17:43:20,18:25:40,19:02:20,19:38:30,20:19:20
AL,Gurley,34.701364,-86.380271,17:43:30,18:26:10,19:02:30,19:38:20,20:19:30
AL,Gu-Win,33.94433,-87.870376,17:39:50,18:22:40,18:59:00,19:35:10,20:16:50
AL,Hackleburg,34.269355,-87.830402,17:40:20,18:23:30,18:59:30,19:35:20,20:17:10
AL,Hackneyville,33.054654,-85.934423,17:42:10,18:23:30,19:01:10,19:38:30,20:18:20
AL,Haleburg,31.409976,-85.138068,17:41:40,18:21:30,19:00:30,19:39:00,20:17:20
AL,Haleyville,34.233832,-87.617574,17:40:50,18:23:40,18:59:50,19:35:50,20:17:30
AL,Hamilton,34.138713,-87.970833,17:40:00,18:23:00,18:59:10,19:35:00,20:16:50
AL,Hammondville,34.566232,-85.640348,17:44:40,18:26:50,19:03:30,19:39:50,20:20:20
AL,Hanceville,34.06401,-86.764436,17:42:00,18:24:30,19:01:00,19:37:20,20:18:20
AL,Hanover,33.002922,-86.200931,17:41:40,18:23:00,19:00:40,19:38:00,20:17:50
AL,Harpersville,33.317725,-86.428431,17:41:40,18:23:20,19:00:40,19:37:40,20:18:00
AL,Hartford,31.105348,-85.691225,17:40:10,18:20:10,18:59:10,19:37:40,20:16:10
AL,Hartselle,34.440434,-86.940364,17:42:10,18:24:50,19:01:10,19:37:10,20:18:30
AL,Harvest,34.85507,-86.758643,17:43:10,18:26:00,19:02:00,19:37:40,20:19:10
AL,Hatton,34.560671,-87.413835,17:41:30,18:24:30,19:00:30,19:36:20,20:18:00
AL,Hayden,33.894514,-86.744224,17:41:50,18:24:10,19:00:50,19:37:20,20:18:10
AL,Hayneville,32.182595,-86.578588,17:39:50,18:20:50,18:59:00,19:36:40,20:16:30
AL,Hazel Green,34.923656,-86.567392,17:43:30,18:26:20,19:02:20,19:38:10,20:19:30
AL,Headland,31.354974,-85.357031,17:41:10,18:21:10,19:00:00,19:38:30,20:17:00
AL,Heath,31.344839,-86.46905,17:39:00,18:19:30,18:58:00,19:36:30,20:15:40
AL,Heflin,33.6474,-85.569339,17:43:40,18:25:10,19:02:30,19:39:30,20:19:20
AL,Helena,33.283424,-86.879177,17:40:50,18:22:40,19:00:00,19:36:50,20:17:30
AL,Henagar,34.630641,-85.730918,17:44:40,18:27:00,19:03:30,19:39:40,20:20:10
AL,Highland Lake,33.894586,-86.422553,17:42:20,18:24:30,19:01:20,19:38:00,20:18:40
AL,Highland Lakes,33.397611,-86.64792,17:41:20,18:23:10,19:00:20,19:37:20,20:17:50
AL,Hillsboro,34.642586,-87.178489,17:42:10,18:25:10,19:01:00,19:36:50,20:18:20
AL,Hissop,32.890568,-86.129601,17:41:40,18:23:00,19:00:40,19:38:00,20:18:00
AL,Hobson,31.488725,-88.150928,17:35:50,18:17:20,18:55:20,19:33:20,20:13:40
AL,Hobson City,33.618801,-85.846146,17:43:10,18:24:50,19:02:00,19:39:00,20:19:00
AL,Hodges,34.334246,-87.92316,17:40:20,18:23:30,18:59:30,19:35:10,20:17:10
AL,Hokes Bluff,33.989682,-85.862873,17:43:30,18:25:30,19:02:30,19:39:10,20:19:30
AL,Hollins,33.121757,-86.126967,17:42:00,18:23:20,19:01:00,19:38:10,20:18:10
AL,Hollis Crossroads,33.531333,-85.652862,17:43:20,18:24:50,19:02:10,19:39:20,20:19:10
AL,Holly Pond,34.167686,-86.612067,17:42:30,18:24:50,19:01:30,19:37:50,20:18:40
AL,Hollywood,34.717279,-85.965579,17:44:20,18:26:50,19:03:10,19:39:10,20:20:00
AL,Holt,33.229745,-87.482894,17:39:40,18:21:50,18:58:50,19:35:40,20:16:40
AL,Holtville,32.630299,-86.328004,17:40:50,18:22:10,19:00:00,19:37:30,20:17:20
AL,Homewood,33.45855,-86.80965,17:41:10,18:23:10,19:00:10,19:37:00,20:17:40
AL,Hoover,33.37903,-86.808905,17:41:00,18:23:00,19:00:10,19:37:00,20:17:30
AL,Horn Hill,31.238137,-86.325163,17:39:00,18:19:20,18:58:10,19:36:30,20:15:40
AL,Hueytown,33.408604,-87.016565,17:40:40,18:22:40,18:59:50,19:36:30,20:17:20
AL,Huguley,32.843062,-85.239635,17:43:20,18:24:10,19:02:10,19:39:40,20:19:00
AL,Huntsville,34.69772,-86.67667,17:43:00,18:25:50,19:02:00,19:37:50,20:19:00
AL,Hurtsboro,32.24009,-85.41467,17:42:10,18:22:40,19:01:00,19:39:00,20:18:00
AL,Hytop,34.896635,-86.089176,17:44:20,18:27:00,19:03:10,19:39:00,20:20:00
AL,Ider,34.702599,-85.668958,17:44:50,18:27:10,19:03:30,19:39:40,20:20:20
