state,name,lat,lon,eclipse_1,eclipse_2,eclipse_3,eclipse_4,eclipse_5
AL,Collinsville,34.267224,-85.86861,15:40:20,16:21:50,17:09:00,17:57:40,18:42:00
AL,Colony,33.941393,-86.902001,15:38:30,16:20:30,17:07:40,17:56:10,18:41:30
AL,Columbia,31.295351,-85.110202,15:43:00,16:26:30,17:14:30,18:03:50,18:50:20
AL,Columbiana,33.191452,-86.615618,15:39:20,16:21:50,17:09:10,17:57:50,18:43:40
AL,Concord,33.461988,-87.040429,15:38:20,16:20:50,17:08:00,17:56:30,18:42:30
AL,Coosada,32.495394,-86.326543,15:40:00,16:23:10,17:10:30,17:59:30,18:45:40
AL,Cordova,33.761788,-87.199416,15:38:00,16:20:20,17:07:20,17:55:50,18:41:30
AL,Cottondale,33.193047,-87.454861,15:37:40,16:20:40,17:07:30,17:56:00,18:42:30
AL,Cottonwood,31.054033,-85.29956,15:42:40,16:26:30,17:14:30,18:03:50,18:50:40
AL,County Line,33.818902,-86.714706,15:38:50,16:21:00,17:08:00,17:56:40,18:42:00
AL,Courtland,34.669946,-87.327892,15:37:30,16:19:10,17:06:00,17:54:10,18:39:10
AL,Cowarts,31.206248,-85.309769,15:42:30,16:26:20,17:14:20,18:03:40,18:50:10
AL,Creola,30.874249,-88.009536,15:37:40,16:23:00,17:09:50,17:58:20,18:47:20
AL,Crossville,34.282697,-85.999737,15:40:10,16:21:30,17:08:50,17:57:20,18:41:50
AL,Cuba,32.440733,-88.374798,15:36:20,16:20:20,17:07:00,17:55:20,18:43:00
AL,Cullman,34.17687,-86.840656,15:38:30,16:20:20,17:07:20,17:55:50,18:41:00
AL,Cullomburg,31.713061,-88.291774,15:36:50,16:21:20,17:08:10,17:56:30,18:44:50
AL,Cusseta,32.787637,-85.305769,15:41:50,16:24:10,17:12:00,18:01:00,18:46:20
AL,Dadeville,32.826114,-85.776201,15:41:00,16:23:30,17:11:10,18:00:10,18:45:40
AL,Daleville,31.291534,-85.711711,15:41:40,16:25:30,17:13:20,18:02:40,18:49:30
AL,Daphne,30.626072,-87.881783,15:38:10,16:23:30,17:10:30,17:59:00,18:48:10
AL,Dauphin Island,30.250913,-88.171268,15:37:50,16:23:40,17:10:30,17:58:50,18:48:30
AL,Daviston,33.056839,-85.634329,15:41:10,16:23:30,17:11:00,18:00:00,18:45:10
AL,Dayton,32.350958,-87.641573,15:37:40,16:21:20,17:08:20,17:57:00,18:44:20
AL,Deatsville,32.589044,-86.389059,15:39:50,16:22:50,17:10:20,17:59:10,18:45:30
AL,Decatur,34.572995,-86.989901,15:38:10,16:19:50,17:06:40,17:55:00,18:39:50
AL,Deer Park,31.218369,-88.328023,15:37:00,16:22:00,17:08:50,17:57:10,18:46:00
AL,Delta,33.440524,-85.675905,15:41:00,16:23:00,17:10:30,17:59:20,18:44:20
AL,Demopolis,32.499744,-87.826678,15:37:20,16:21:00,17:07:50,17:56:20,18:43:40
AL,Detroit,34.027379,-88.167831,15:36:10,16:18:40,17:05:20,17:53:30,18:39:40
AL,Dodge City,34.043275,-86.885524,15:38:30,16:20:30,17:07:30,17:56:00,18:41:20
AL,Dora,33.728116,-87.081292,15:38:10,16:20:30,17:07:30,17:56:10,18:41:50
AL,Dothan,31.233698,-85.406823,15:42:20,16:26:10,17:14:10,18:03:20,18:50:10
AL,Double Springs,34.149648,-87.389447,15:37:30,16:19:40,17:06:30,17:54:50,18:40:20
AL,Douglas,34.168258,-86.323386,15:39:30,16:21:10,17:08:20,17:56:50,18:41:40
AL,Dozier,31.505407,-86.369235,15:40:20,16:24:20,17:12:00,18:01:00,18:48:10
AL,Dunnavant,33.495171,-86.540245,15:39:10,16:21:30,17:08:50,17:57:30,18:43:00
AL,Dutton,34.606152,-85.91185,15:40:10,16:21:20,17:08:30,17:57:00,18:41:10
AL,Eagle Point,33.400912,-86.676753,15:39:00,16:21:30,17:08:40,17:57:20,18:43:00
AL,East Brewton,31.09144,-87.055345,15:39:20,16:24:00,17:11:20,18:00:10,18:48:10
AL,East Point,34.191206,-86.79225,15:38:30,16:20:20,17:07:20,17:55:50,18:41:00
AL,Eclectic,32.640222,-86.041062,15:40:30,16:23:20,17:11:00,17:59:50,18:45:50
AL,Edgewater,33.530099,-86.95279,15:38:30,16:21:00,17:08:10,17:56:40,18:42:30
AL,Edwardsville,33.88374,-85.414124,15:41:20,16:22:50,17:10:20,17:59:00,18:43:30
AL,Egypt,34.075938,-86.165054,15:39:50,16:21:30,17:08:40,17:57:20,18:42:10
AL,Elba,31.417218,-86.077115,15:41:00,16:24:50,17:12:40,18:01:40,18:48:50
AL,Elberta,30.373753,-87.595729,15:38:40,16:24:10,17:11:20,18:00:00,18:49:10
AL,Eldridge,33.923053,-87.622869,15:37:10,16:19:40,17:06:30,17:54:50,18:40:40
AL,Elkmont,34.932604,-86.976971,15:38:00,16:19:20,17:06:10,17:54:30,18:39:00
AL,Elmore,32.556606,-86.341025,15:40:00,16:23:00,17:10:30,17:59:20,18:45:40
AL,Emelle,32.728678,-88.316486,15:36:20,16:20:00,17:06:50,17:55:00,18:42:30
AL,Emerald Mountain,32.447694,-86.094381,15:40:30,16:23:30,17:11:00,18:00:00,18:46:10
AL,Enterprise,31.326898,-85.844021,15:41:30,16:25:20,17:13:10,18:02:20,18:49:20
AL,Epes,32.695049,-88.141963,15:36:40,16:20:20,17:07:10,17:55:30,18:42:50
AL,Equality,32.765659,-86.123185,15:40:20,16:23:10,17:10:40,17:59:30,18:45:20
AL,Ethelsville,33.414066,-88.216093,15:36:10,16:19:20,17:06:00,17:54:20,18:41:00
AL,Eufaula,31.909937,-85.152709,15:42:30,16:25:40,17:13:30,18:02:50,18:48:40
AL,Eunola,31.031391,-85.833966,15:41:40,16:25:40,17:13:30,18:02:50,18:50:00
AL,Eutaw,32.846247,-87.900332,15:37:00,16:20:20,17:07:20,17:55:40,18:42:50
AL,Eva,34.326504,-86.765318,15:38:40,16:20:20,17:07:20,17:55:50,18:40:40
AL,Evergreen,31.433216,-86.976081,15:39:20,16:23:30,17:10:50,17:59:40,18:47:20
AL,Excel,31.426386,-87.343663,15:38:40,16:23:00,17:10:20,17:59:00,18:46:50
AL,Fairfield,33.474802,-86.919407,15:38:40,16:21:10,17:08:10,17:56:50,18:42:40
AL,Fairford,31.178002,-88.072784,15:37:20,16:22:20,17:09:20,17:57:50,18:46:30
AL,Fairhope,30.52092,-87.879122,15:38:10,16:23:40,17:10:40,17:59:10,18:48:20
AL,Fairview,34.250195,-86.677724,15:38:50,16:20:30,17:07:30,17:56:00,18:41:00
AL,Falkville,34.377019,-86.909547,15:38:20,16:20:00,17:07:00,17:55:30,18:40:30
AL,Faunsdale,32.457614,-87.593789,15:37:40,16:21:20,17:08:20,17:56:50,18:44:10
AL,Fayette,33.694215,-87.831169,15:36:50,16:19:30,17:06:20,17:54:40,18:40:50
AL,Fayetteville,33.168097,-86.442774,15:39:30,16:22:10,17:09:20,17:58:10,18:44:00
AL,Fitzpatrick,32.210377,-85.873693,15:41:00,16:24:10,17:11:50,18:00:50,18:47:00
AL,Five Points,33.017311,-85.351592,15:41:40,16:23:50,17:11:30,18:00:30,18:45:40
AL,Flomaton,31.014816,-87.256016,15:39:00,16:23:50,17:11:00,17:59:50,18:48:10
AL,Florala,31.022391,-86.318152,15:40:40,16:25:00,17:12:40,18:01:50,18:49:20
AL,Florence,34.830323,-87.666139,15:36:50,16:18:30,17:05:10,17:53:20,18:38:30
AL,Foley,30.397009,-87.664211,15:38:40,16:24:10,17:11:20,17:59:50,18:49:00
AL,Forestdale,33.573701,-86.900047,15:38:30,16:21:00,17:08:10,17:56:40,18:42:30
AL,Forkland,32.647435,-87.867436,15:37:10,16:20:40,17:07:40,17:56:10,18:43:20
AL,Fort Deposit,31.986261,-86.566359,15:39:50,16:23:30,17:10:50,17:59:50,18:46:40
AL,Fort Payne,34.457329,-85.689447,15:40:40,16:21:50,17:09:00,17:57:40,18:41:40
AL,Fort Rucker,31.342576,-85.716072,15:41:40,16:25:30,17:13:20,18:02:30,18:49:20
AL,Franklin,32.452693,-85.78541,15:41:00,16:24:00,17:11:30,18:00:40,18:46:30
AL,Fredonia,32.983577,-85.292306,15:41:50,16:24:10,17:11:50,18:00:50,18:45:50
AL,Frisco City,31.439485,-87.404182,15:38:30,16:23:00,17:10:10,17:58:50,18:46:50
AL,Fruitdale,31.34979,-88.410937,15:36:50,16:21:40,17:08:30,17:56:50,18:45:40
AL,Fruithurst,33.729539,-85.431249,15:41:20,16:23:00,17:10:30,17:59:20,18:43:50
AL,Fulton,31.790989,-87.744212,15:37:40,16:22:00,17:09:00,17:57:40,18:45:30
AL,Fultondale,33.617363,-86.801436,15:38:40,16:21:00,17:08:10,17:56:50,18:42:30
AL,Fyffe,34.448957,-85.905167,15:40:20,16:21:30,17:08:40,17:57:20,18:41:30
AL,Gadsden,34.006597,-86.016078,15:40:10,16:21:50,17:09:00,17:57:40,18:42:30
AL,Gainesville,32.814934,-88.160791,15:36:30,16:20:10,17:06:50,17:55:10,18:42:30
AL,Gallant,34.001318,-86.230171,15:39:40,16:21:30,17:08:40,17:57:20,18:42:10
AL,Gantt,31.41074,-86.483524,15:40:20,16:24:20,17:11:50,18:00:50,18:48:10
AL,Garden City,34.014688,-86.749054,15:38:40,16:20:40,17:07:40,17:56:10,18:41:30
AL,Gardendale,33.676587,-86.809844,15:38:40,16:21:00,17:08:10,17:56:40,18:42:10
AL,Gaylesville,34.267444,-85.561248,15:41:00,16:22:20,17:09:40,17:58:20,18:42:30
AL,Geiger,32.868715,-88.318154,15:36:20,16:19:50,17:06:40,17:54:50,18:42:10
AL,Geneva,31.044886,-85.876818,15:41:30,16:25:40,17:13:30,18:02:40,18:49:50
AL,Georgiana,31.639134,-86.746762,15:39:40,16:23:40,17:11:10,18:00:00,18:47:20
AL,Geraldine,34.359087,-86.002579,15:40:00,16:21:30,17:08:40,17:57:10,18:41:40
AL,Gilbertown,31.866247,-88.307545,15:36:40,16:21:10,17:07:50,17:56:20,18:44:30
AL,Glen Allen,33.892108,-87.732682,15:37:00,16:19:20,17:06:10,17:54:30,18:40:30
AL,Glencoe,33.948339,-85.933606,15:40:20,16:22:00,17:09:20,17:58:00,18:42:40
AL,Glenwood,31.671266,-86.173687,15:40:40,16:24:30,17:12:00,18:01:10,18:48:00
AL,Goldville,33.084867,-85.777982,15:40:50,16:23:20,17:10:50,17:59:40,18:45:00
AL,Good Hope,34.110689,-86.867104,15:38:30,16:20:30,17:07:30,17:56:00,18:41:10
AL,Goodwater,33.060713,-86.052486,15:40:20,16:22:50,17:10:10,17:59:10,18:44:40
AL,Gordo,33.322286,-87.903681,15:36:50,16:19:50,17:06:40,17:55:00,18:41:40
AL,Gordon,31.143606,-85.092504,15:43:00,16:26:40,17:14:50,18:04:10,18:50:50
AL,Gordonville,32.159179,-86.704235,15:39:20,16:23:00,17:10:20,17:59:10,18:46:00
AL,Goshen,31.720015,-86.123245,15:40:50,16:24:30,17:12:10,18:01:10,18:48:00
AL,Graham,33.455191,-85.323085,15:41:40,16:23:30,17:11:00,18:00:00,18:44:40
AL,Grand Bay,30.472082,-88.344401,15:37:20,16:23:00,17:09:50,17:58:10,18:47:50
AL,Grant,34.518173,-86.26043,15:39:30,16:21:00,17:08:00,17:56:30,18:41:00
AL,Grayson Valley,33.646568,-86.641942,15:39:00,16:21:20,17:08:30,17:57:00,18:42:30
AL,Graysville,33.633756,-86.941398,15:38:30,16:20:50,17:08:00,17:56:30,18:42:10
AL,Greensboro,32.700968,-87.5937,15:37:30,16:21:00,17:08:00,17:56:30,18:43:30
AL,Greenville,31.843072,-86.636951,15:39:40,16:23:30,17:11:00,17:59:50,18:47:00
AL,Grimes,31.299869,-85.45029,15:42:10,16:26:00,17:13:50,18:03:10,18:49:50
AL,Grove Hill,31.69867,-87.772868,15:37:40,16:22:00,17:09:10,17:57:40,18:45:40
AL,Guin,33.98322,-87.902363,15:36:40,16:19:00,17:05:50,17:54:00,18:40:00
AL,Gulfcrest,30.991106,-88.242231,15:37:10,16:22:20,17:09:10,17:57:40,18:46:40
AL,Gulf Shores,30.275837,-87.701258,15:38:40,16:24:20,17:11:20,18:00:00,18:49:20
AL,Guntersville,34.367947,-86.252323,15:39:40,16:21:00,17:08:10,17:56:40,18:41:20
AL,Gurley,34.701364,-86.380271,15:39:20,16:20:30,17:07:30,17:56:00,18:40:20
AL,Gu-Win,33.94433,-87.870376,15:36:40,16:19:10,17:06:00,17:54:10,18:40:10
AL,Hackleburg,34.269355,-87.830402,15:36:40,16:18:50,17:05:40,17:53:50,18:39:30
AL,Hackneyville,33.054654,-85.934423,15:40:30,16:23:00,17:10:30,17:59:20,18:44:50
AL,Haleburg,31.409976,-85.138068,15:42:50,16:26:20,17:14:20,18:03:40,18:50:00
AL,Haleyville,34.233832,-87.617574,15:37:00,16:19:10,17:06:00,17:54:20,18:39:50
AL,Hamilton,34.138713,-87.970833,15:36:30,16:18:50,17:05:30,17:53:50,18:39:40
AL,Hammondville,34.566232,-85.640348,15:40:40,16:21:50,17:09:00,17:57:40,18:41:30
AL,Hanceville,34.06401,-86.764436,15:38:40,16:20:40,17:07:40,17:56:10,18:41:20
AL,Hanover,33.002922,-86.200931,15:40:00,16:22:40,17:10:10,17:59:00,18:44:40
AL,Harpersville,33.317725,-86.428431,15:39:30,16:22:00,17:09:20,17:58:00,18:43:30
AL,Hartford,31.105348,-85.691225,15:42:00,16:25:50,17:13:50,18:03:00,18:50:10
AL,Hartselle,34.440434,-86.940364,15:38:10,16:20:00,17:06:50,17:55:20,18:40:20
AL,Harvest,34.85507,-86.758643,15:38:30,16:19:50,17:06:40,17:55:00,18:39:30
AL,Hatton,34.560671,-87.413835,15:37:20,16:19:10,17:05:50,17:54:10,18:39:20
AL,Hayden,33.894514,-86.744224,15:38:50,16:20:50,17:08:00,17:56:30,18:41:50
AL,Hayneville,32.182595,-86.578588,15:39:40,16:23:10,17:10:30,17:59:20,18:46:10
AL,Hazel Green,34.923656,-86.567392,15:38:50,16:20:00,17:07:00,17:55:20,18:39:40
AL,Headland,31.354974,-85.357031,15:42:20,16:26:00,17:14:00,18:03:20,18:49:50
AL,Heath,31.344839,-86.46905,15:40:20,16:24:20,17:12:00,18:01:00,18:48:20
AL,Heflin,33.6474,-85.569339,15:41:00,16:22:50,17:10:20,17:59:10,18:43:50
AL,Helena,33.283424,-86.879177,15:38:40,16:21:20,17:08:30,17:57:10,18:43:10
AL,Henagar,34.630641,-85.730918,15:40:30,16:21:40,17:08:50,17:57:20,18:41:20
AL,Highland Lake,33.894586,-86.422553,15:39:20,16:21:20,17:08:30,17:57:10,18:42:10
AL,Highland Lakes,33.397611,-86.64792,15:39:10,16:21:40,17:08:50,17:57:30,18:43:10
AL,Hillsboro,34.642586,-87.178489,15:37:50,16:19:30,17:06:10,17:54:30,18:39:30
AL,Hissop,32.890568,-86.129601,15:40:20,16:23:00,17:10:20,17:59:20,18:45:00
AL,Hobson,31.488725,-88.150928,15:37:10,16:21:50,17:08:50,17:57:10,18:45:40
AL,Hobson City,33.618801,-85.846146,15:40:30,16:22:30,17:09:50,17:58:40,18:43:30
AL,Hodges,34.334246,-87.92316,15:36:30,16:18:40,17:05:20,17:53:30,18:39:10
AL,Hokes Bluff,33.989682,-85.862873,15:40:30,16:22:00,17:09:20,17:58:00,18:42:40
AL,Hollins,33.121757,-86.126967,15:40:10,16:22:40,17:10:10,17:59:00,18:44:30
AL,Hollis Crossroads,33.531333,-85.652862,15:40:50,16:22:50,17:10:20,17:59:10,18:44:00
AL,Holly Pond,34.167686,-86.612067,15:39:00,16:20:50,17:07:50,17:56:20,18:41:20
AL,Hollywood,34.717279,-85.965579,15:40:00,16:21:10,17:08:10,17:56:40,18:40:40
AL,Holt,33.229745,-87.482894,15:37:40,16:20:30,17:07:30,17:56:00,18:42:20
AL,Holtville,32.630299,-86.328004,15:40:00,16:23:00,17:10:20,17:59:10,18:45:20
AL,Homewood,33.45855,-86.80965,15:38:50,16:21:10,17:08:20,17:57:00,18:42:40
AL,Hoover,33.37903,-86.808905,15:38:50,16:21:20,17:08:30,17:57:10,18:43:00
AL,Horn Hill,31.238137,-86.325163,15:40:40,16:24:50,17:12:20,18:01:30,18:48:50
AL,Hueytown,33.408604,-87.016565,15:38:20,16:21:00,17:08:00,17:56:40,18:42:30
AL,Huguley,32.843062,-85.239635,15:42:00,16:24:20,17:12:00,18:01:10,18:46:20
AL,Huntsville,34.69772,-86.67667,15:38:40,16:20:00,17:07:00,17:55:20,18:40:00
AL,Hurtsboro,32.24009,-85.41467,15:41:50,16:24:50,17:12:40,18:01:40,18:47:40
AL,Hytop,34.896635,-86.089176,15:39:40,16:20:40,17:07:40,17:56:10,18:40:10
AL,Ider,34.702599,-85.668958,15:40:40,16:21:40,17:08:50,17:57:20,18:41:10
