state,name,lat,lon,eclipse_1,eclipse_2,eclipse_3,eclipse_4,eclipse_5,eclipse_6
AR,Black Oak,35.836485,-90.367568,17:38:30,18:23:40,18:57:20,18:57:30,19:30:50,20:15:10
AR,Black Rock,36.106237,-91.10748,17:37:50,18:22:50,18:54:28,18:58:30,19:30:10,20:14:20
AR,Black Springs,34.455977,-93.713115,17:31:10,18:16:10,18:48:00,18:52:15,19:24:10,20:09:10
AR,Blevins,33.871251,-93.578187,17:30:20,18:15:30,18:48:06,18:50:59,19:23:40,20:08:40
AR,Blue Mountain,35.131796,-93.716666,17:32:20,18:17:20,18:49:08,18:52:57,19:25:00,20:09:40
AR,Board Camp,34.532519,-94.079674,17:30:40,18:15:50,18:47:32,18:51:48,19:23:40,20:08:40
AR,Boles,34.788119,-94.049397,17:31:10,18:16:10,18:48:04,18:52:03,19:24:00,20:08:50
AR,Bonanza,35.231794,-94.416133,17:31:30,18:16:20,18:49:33,18:50:14,19:23:50,20:08:50
AR,Bono,35.911102,-90.800821,17:38:00,18:23:00,18:55:13,18:58:15,19:30:20,20:14:40
AR,Booneville,35.139329,-93.9175,17:32:00,18:17:00,18:48:59,18:52:30,19:24:40,20:09:20
AR,Bowman,35.816835,-90.496228,17:38:20,18:23:30,18:56:32,18:57:26,19:30:40,20:15:00
AR,Bradford,35.422004,-91.455232,17:36:10,18:21:20,18:53:37,18:56:31,19:28:50,20:13:20
AR,Branch,35.308303,-93.95537,17:32:10,18:17:10,18:49:28,18:52:24,19:24:40,20:09:30
AR,Briarcliff,36.271968,-92.28209,17:36:20,18:21:20,18:53:04,18:56:36,19:28:30,20:12:50
AR,Brookland,35.897051,-90.571657,17:38:20,18:23:20,18:55:54,18:58:13,19:30:40,20:14:50
AR,Bryant,34.615059,-92.491338,17:33:20,18:18:30,18:51:01,18:53:38,19:26:20,20:11:00
AR,Buffalo City,36.169075,-92.437942,17:36:00,18:20:50,18:52:41,18:56:13,19:28:10,20:12:30
AR,Bull Shoals,36.37357,-92.591504,17:36:00,18:21:00,18:53:15,18:55:44,19:28:10,20:12:30
AR,Cabot,34.975106,-92.028288,17:34:30,18:19:40,18:52:12,18:54:56,19:27:20,20:12:00
AR,Caddo Gap,34.402494,-93.617881,17:31:10,18:16:20,18:48:07,18:52:18,19:24:10,20:09:10
AR,Caddo Valley,34.180746,-93.084597,17:31:30,18:16:50,18:49:28,18:52:05,19:24:50,20:09:50
AR,Calico Rock,36.121965,-92.125913,17:36:20,18:21:10,18:52:54,18:56:53,19:28:30,20:12:50
AR,Cammack Village,34.7808,-92.344976,17:33:40,18:19:00,18:51:22,18:54:13,19:26:40,20:11:30
AR,Campbell Station,35.667799,-91.253754,17:36:50,18:22:00,18:54:06,18:57:21,19:29:20,20:13:50
AR,Casa,35.024966,-93.045507,17:33:10,18:18:10,18:49:52,18:54:08,19:26:00,20:10:40
AR,Cash,35.801157,-90.931648,17:37:40,18:22:40,18:54:55,18:57:52,19:30:00,20:14:20
AR,Caulksville,35.301849,-93.867806,17:32:20,18:17:20,18:49:28,18:52:38,19:24:50,20:09:40
AR,Cave City,35.948169,-91.54675,17:37:00,18:22:00,18:53:31,18:57:40,19:29:20,20:13:40
AR,Center Point,34.031828,-93.951166,17:30:00,18:15:10,18:47:07,18:51:10,19:23:20,20:08:20
AR,Center Ridge,35.380707,-92.575626,17:34:30,18:19:30,18:51:06,18:55:22,19:27:00,20:11:40
AR,Centerville,35.115702,-93.171461,17:33:00,18:18:10,18:49:47,18:54:05,19:25:50,20:10:30
AR,Central City,35.336381,-94.238042,17:31:50,18:16:50,18:49:49,18:51:02,19:24:20,20:09:10
AR,Charleston,35.294515,-94.04835,17:32:10,18:17:00,18:49:25,18:52:07,19:24:40,20:09:20
AR,Cherokee Village,36.291321,-91.569368,17:37:30,18:22:20,18:53:54,18:58:06,19:29:40,20:13:50
AR,Clarksville,35.453918,-93.481558,17:33:10,18:18:10,18:50:07,18:53:37,19:25:40,20:10:20
AR,Clinton,35.578981,-92.455735,17:35:00,18:20:00,18:51:33,18:55:50,19:27:30,20:12:00
AR,Coal Hill,35.436892,-93.665193,17:32:50,18:17:50,18:49:57,18:53:10,19:25:20,20:10:00
AR,College Station,34.700535,-92.228432,17:33:50,18:19:00,18:51:49,18:53:51,19:26:50,20:11:30
AR,Concord,35.66633,-91.860623,17:36:00,18:21:00,18:52:40,18:56:47,19:28:30,20:12:50
AR,Conway,35.074404,-92.467004,17:34:00,18:19:10,18:51:01,18:54:57,19:26:50,20:11:30
AR,Corinth,35.069508,-93.420089,17:32:40,18:17:40,18:49:21,18:53:33,19:25:20,20:10:10
AR,Corning,36.413682,-90.583609,17:39:10,18:24:10,18:55:43,18:59:39,19:31:10,20:15:20
AR,Cotter,36.281898,-92.520821,17:36:00,18:20:50,18:52:57,18:56:01,19:28:00,20:12:30
AR,Cove,34.438983,-94.422321,17:30:00,18:15:00,18:46:55,18:51:01,19:23:00,20:08:00
AR,Crystal Springs,34.524828,-93.333623,17:31:50,18:17:00,18:48:48,18:52:53,19:24:50,20:09:50
AR,Cushman,35.865844,-91.778081,17:36:30,18:21:30,18:53:01,18:57:13,19:28:50,20:13:10
AR,Daisy,34.235924,-93.739193,17:30:40,18:15:50,18:47:44,18:51:50,19:23:50,20:08:50
AR,Damascus,35.367092,-92.410712,17:34:40,18:19:40,18:51:22,18:55:33,19:27:20,20:11:50
AR,Danville,35.052457,-93.391199,17:32:40,18:17:40,18:49:22,18:53:36,19:25:20,20:10:10
AR,Dardanelle,35.226305,-93.165909,17:33:10,18:18:10,18:49:58,18:54:11,19:25:50,20:10:40
AR,Datto,36.392471,-90.728499,17:38:50,18:23:50,18:55:24,18:59:27,19:31:00,20:15:10
AR,Deer,35.828023,-93.219622,17:34:10,18:19:10,18:51:19,18:54:17,19:26:30,20:11:00
AR,Delaplaine,36.230393,-90.725646,17:38:40,18:23:40,18:55:21,18:59:09,19:30:50,20:15:00
AR,Delight,34.02953,-93.506555,17:30:40,18:16:00,18:48:16,18:51:30,19:24:00,20:09:00
AR,Dennard,35.747919,-92.549999,17:35:00,18:20:00,18:51:41,18:55:48,19:27:30,20:12:00
AR,Denning,35.425153,-93.756758,17:32:50,18:17:40,18:49:53,18:52:55,19:25:10,20:10:00
AR,De Queen,34.042245,-94.342133,17:29:30,18:14:30,18:46:23,18:50:41,19:22:40,20:07:50
AR,Desha,35.730455,-91.685579,17:36:20,18:21:20,18:53:03,18:57:07,19:28:50,20:13:10
AR,Diaz,35.648773,-91.258933,17:36:50,18:22:00,18:54:05,18:57:18,19:29:20,20:13:50
AR,Dierks,34.119961000000004,-94.017283,17:30:00,18:15:10,18:47:04,18:51:15,19:23:20,20:08:20
AR,Donaldson,34.234976,-92.919517,17:32:00,18:17:10,18:49:58,18:52:14,19:25:10,20:10:10
AR,Dover,35.390981,-93.114241,17:33:40,18:18:40,18:50:21,18:54:25,19:26:10,20:10:50
AR,Drasco,35.633775,-91.941776,17:35:40,18:20:50,18:52:29,18:56:38,19:28:20,20:12:40
AR,Dyer,35.494367,-94.138805,17:32:20,18:17:10,18:50:40,18:51:10,19:24:40,20:09:20
AR,East End,34.554505,-92.327475,17:33:30,18:18:40,18:51:54,18:52:54,19:26:30,20:11:20
AR,Edgemont,35.600686,-92.196371,17:35:20,18:20:30,18:52:00,18:56:14,19:28:00,20:12:30
AR,Egypt,35.867775,-90.945834,17:37:40,18:22:50,18:54:51,18:58:05,19:30:10,20:14:20
AR,El Paso,35.115298,-92.081189,17:34:40,18:19:50,18:52:00,18:55:22,19:27:30,20:12:10
AR,Emmet,33.722539,-93.466156,17:30:20,18:15:30,18:48:51,18:49:57,19:23:40,20:08:50
AR,Enola,35.195907,-92.206581,17:34:40,18:19:40,18:51:40,18:55:29,19:27:20,20:12:00
AR,Evening Shade,36.069933,-91.621881,17:37:00,18:22:00,18:53:31,18:57:46,19:29:20,20:13:40
AR,Everton,36.15414,-92.909538,17:35:10,18:20:00,18:52:29,18:54:57,19:27:20,20:11:50
AR,Fairfield Bay,35.601101,-92.266208,17:35:20,18:20:20,18:51:53,18:56:09,19:27:50,20:12:20
AR,Fifty-Six,35.96351,-92.233355,17:36:00,18:20:50,18:52:28,18:56:35,19:28:20,20:12:40
AR,Fisher,35.491424,-90.972494,17:37:00,18:22:10,18:55:23,18:56:13,19:29:40,20:14:00
AR,Flippin,36.27732,-92.59353,17:35:50,18:20:40,18:52:55,18:55:50,19:28:00,20:12:20
AR,Floral,35.588939,-91.758932,17:36:00,18:21:00,18:52:49,18:56:46,19:28:30,20:13:00
AR,Floyd,35.198879,-91.96453,17:35:00,18:20:10,18:52:18,18:55:39,19:27:50,20:12:20
AR,Foreman,33.719494,-94.397668,17:28:50,18:14:00,18:45:55,18:50:01,19:22:10,20:07:20
AR,Fountain Lake,34.609848,-92.919774,17:32:30,18:17:40,18:49:49,18:53:30,19:25:40,20:10:30
AR,Fourche,34.993128,-92.618944,17:33:40,18:18:50,18:50:38,18:54:37,19:26:30,20:11:10
AR,Fox,35.784398,-92.299626,17:35:30,18:20:30,18:52:05,18:56:20,19:28:00,20:12:20
AR,Franklin,36.1727,-91.769724,17:37:00,18:21:50,18:53:26,18:57:38,19:29:10,20:13:30
AR,Friendship,34.224344,-93.00366,17:31:50,18:17:00,18:49:41,18:52:14,19:25:00,20:10:00
AR,Fulton,33.612565,-93.813795,17:29:30,18:14:50,18:47:30,18:50:02,19:23:00,20:08:10
AR,Gamaliel,36.45189,-92.236928,17:36:40,18:21:40,18:53:34,18:56:43,19:28:40,20:13:00
AR,Garner,35.142496,-91.779184,17:35:10,18:20:20,18:52:50,18:55:32,19:28:00,20:12:30
AR,Gassville,36.284949,-92.48683,17:36:00,18:21:00,18:52:58,18:56:06,19:28:10,20:12:30
AR,Genoa,33.377487,-93.882415,17:29:00,18:14:20,18:47:49,18:48:34,19:22:30,20:07:50
AR,Georgetown,35.126678,-91.453923,17:35:40,18:20:50,18:54:23,18:54:37,19:28:30,20:13:00
AR,Gibson,34.902228,-92.240817,17:34:10,18:19:20,18:51:38,18:54:38,19:27:00,20:11:40
AR,Gilbert,35.990981,-92.716181,17:35:10,18:20:10,18:52:02,18:55:32,19:27:30,20:12:00
AR,Gillham,34.168628,-94.312977,17:29:40,18:14:50,18:46:36,18:50:56,19:22:50,20:07:50
AR,Glenwood,34.328314,-93.527255,17:31:10,18:16:20,18:48:15,18:52:16,19:24:20,20:09:20
AR,Grannis,34.240165,-94.321995,17:29:50,18:15:00,18:46:42,18:51:02,19:23:00,20:08:00
AR,Greenbrier,35.228843,-92.383568,17:34:30,18:19:30,18:51:17,18:55:21,19:27:10,20:11:50
AR,Greenway,36.340577,-90.222124,17:39:30,18:24:30,18:56:36,18:59:47,19:31:40,20:15:40
AR,Greenwood,35.226857,-94.276391,17:31:40,18:16:30,18:49:15,18:51:24,19:24:10,20:09:00
AR,Greers Ferry,35.574966,-92.165959,17:35:20,18:20:20,18:52:02,18:56:14,19:27:50,20:12:20
AR,Griffithville,35.123053,-91.64497,17:35:30,18:20:40,18:53:19,18:55:23,19:28:10,20:12:50
AR,Grubbs,35.653999,-91.075464,17:37:10,18:22:20,18:54:35,18:57:22,19:29:40,20:14:00
AR,Guion,35.926834,-91.938927,17:36:20,18:21:10,18:52:50,18:57:05,19:28:40,20:13:00
AR,Gum Springs,34.063937,-93.095709,17:31:20,18:16:40,18:49:33,18:51:33,19:24:40,20:09:40
AR,Gurdon,33.916032,-93.15391,17:31:00,18:16:20,18:49:53,18:50:25,19:24:20,20:09:30
AR,Guy,35.327322,-92.336661,17:34:40,18:19:40,18:51:27,18:55:35,19:27:20,20:11:50
AR,Hackett,35.188027,-94.410341,17:31:20,18:16:20,18:49:14,18:50:47,19:23:50,20:08:40
AR,Hagarville,35.515017,-93.332135,17:33:30,18:18:30,18:50:22,18:53:59,19:26:00,20:10:40
AR,Hardy,36.319645,-91.481503,17:37:40,18:22:30,18:54:04,18:58:17,19:29:50,20:14:00
AR,Harrison,36.242592,-93.11765,17:35:10,18:20:00,18:53:20,18:54:00,19:27:10,20:11:30
AR,Hartford,35.023433,-94.379406,17:31:10,18:16:00,18:48:27,18:51:18,19:23:40,20:08:40
AR,Hartman,35.43525,-93.628245,17:33:00,18:17:50,18:49:58,18:53:15,19:25:30,20:10:10
AR,Haskell,34.509238,-92.641861,17:32:50,18:18:00,18:50:37,18:53:15,19:25:50,20:10:40
AR,Hatfield,34.484507,-94.37991,17:30:10,18:15:10,18:47:04,18:51:08,19:23:10,20:08:10
AR,Hattieville,35.295226,-92.775351,17:34:00,18:19:00,18:50:40,18:54:57,19:26:40,20:11:20
AR,Havana,35.109809,-93.526022,17:32:30,18:17:30,18:49:18,18:53:22,19:25:10,20:10:00
AR,Heber Springs,35.499554,-92.029339,17:35:20,18:20:30,18:52:12,18:56:17,19:28:00,20:12:30
AR,Hector,35.462913,-92.97913,17:34:00,18:19:00,18:50:38,18:54:44,19:26:30,20:11:10
AR,Henderson,36.377214,-92.218918,17:36:40,18:21:30,18:53:23,18:56:46,19:28:40,20:13:00
AR,Higden,35.566406,-92.20518,17:35:20,18:20:20,18:51:57,18:56:10,19:27:50,20:12:20
AR,Higginson,35.196813,-91.715175,17:35:20,18:20:30,18:52:59,18:55:44,19:28:10,20:12:40
AR,Highland,36.26943,-91.519824,17:37:30,18:22:30,18:53:56,18:58:10,19:29:40,20:13:50
AR,Holland,35.166012,-92.277049,17:34:30,18:19:40,18:51:29,18:55:21,19:27:20,20:12:00
AR,Hope,33.668164,-93.588885,17:30:00,18:15:20,18:48:18,18:50:03,19:23:20,20:08:30
AR,Horatio,33.942739,-94.356201,17:29:10,18:14:20,18:46:14,18:50:29,19:22:30,20:07:40
AR,Horseshoe Bend,36.218726,-91.738324,17:37:10,18:22:00,18:53:33,18:57:43,19:29:20,20:13:30
AR,Hot Springs,34.489442,-93.050254,17:32:10,18:17:20,18:49:29,18:53:05,19:25:10,20:10:10
AR,Hot Springs Village,34.658069,-92.968643,17:32:30,18:17:40,18:49:42,18:53:33,19:25:40,20:10:20
AR,Houston,35.034879,-92.694525,17:33:40,18:18:40,18:50:30,18:54:37,19:26:30,20:11:10
AR,Hoxie,36.036041,-90.973588,17:38:00,18:23:00,18:54:44,18:58:30,19:30:10,20:14:30
AR,Huntington,35.08171,-94.266319,17:31:20,18:16:20,18:48:40,18:51:36,19:24:00,20:08:50
AR,Imboden,36.199696,-91.177386,17:37:50,18:22:50,18:54:25,18:58:33,19:30:10,20:14:20
AR,Jacksonport,35.642177,-91.307914,17:36:50,18:22:00,18:53:57,18:57:15,19:29:20,20:13:40
AR,Jacksonville,34.880512,-92.13059,17:34:10,18:19:30,18:51:57,18:54:35,19:27:10,20:11:50
AR,Jasper,36.012102,-93.1875,17:34:40,18:19:30,18:52:01,18:54:11,19:26:50,20:11:20
AR,Jerusalem,35.40757,-92.823013,17:34:00,18:19:00,18:50:45,18:55:00,19:26:40,20:11:20
AR,Jonesboro,35.819755,-90.679033,17:38:00,18:23:10,18:55:39,18:57:56,19:30:30,20:14:40
AR,Jones Mills,34.444947,-92.901539,17:32:20,18:17:30,18:49:53,18:52:59,19:25:20,20:10:20
AR,Judsonia,35.276431,-91.641614,17:35:40,18:20:50,18:53:10,18:56:00,19:28:20,20:12:50
AR,Kensett,35.2352,-91.671256,17:35:30,18:20:40,18:53:06,18:55:52,19:28:10,20:12:50
AR,Kirby,34.254291,-93.654873,17:30:50,18:16:00,18:47:55,18:51:58,19:24:00,20:09:00
AR,Knobel,36.319986,-90.602266,17:39:00,18:24:00,18:55:38,18:59:27,19:31:10,20:15:10
AR,Knoxville,35.377537,-93.361839,17:33:20,18:18:10,18:50:02,18:53:52,19:25:50,20:10:30
AR,Lafe,36.209178,-90.504292,17:38:50,18:24:00,18:55:54,18:59:17,19:31:10,20:15:20
AR,Lake City,35.81937,-90.453905,17:38:20,18:23:30,18:56:47,18:57:13,19:30:50,20:15:00
AR,Lake Hamilton,34.429621,-93.076352,17:32:00,18:17:10,18:49:24,18:52:53,19:25:10,20:10:00
AR,Lakeview,36.373907,-92.538735,17:36:10,18:21:00,18:53:15,18:55:55,19:28:10,20:12:30
AR,Lamar,35.444425,-93.394675,17:33:20,18:18:10,18:50:09,18:53:49,19:25:50,20:10:30
AR,Landmark,34.610352,-92.316045,17:33:30,18:18:50,18:51:42,18:53:27,19:26:30,20:11:20
AR,Lavaca,35.330199,-94.182885,17:31:50,18:16:50,18:49:39,18:51:32,19:24:20,20:09:10
AR,Leachville,35.911468,-90.254955,17:38:50,18:24:00,18:57:40,18:57:50,19:31:10,20:15:20
AR,Leslie,35.829508,-92.555961,17:35:10,18:20:10,18:51:51,18:55:50,19:27:30,20:12:00
AR,Letona,35.363502,-91.829547,17:35:30,18:20:40,18:52:38,18:56:13,19:28:10,20:12:40
AR,Little Rock,34.725393,-92.358556,17:33:40,18:18:50,18:51:21,18:54:02,19:26:40,20:11:20
AR,Lockesburg,33.972871,-94.179584,17:29:30,18:14:40,18:46:36,18:50:47,19:22:50,20:08:00
AR,London,35.327616,-93.243466,17:33:20,18:18:20,18:50:04,18:54:06,19:26:00,20:10:40
AR,Lonoke,34.790501,-91.907362,17:34:30,18:19:40,18:53:30,18:53:40,19:27:20,20:12:00
AR,Lonsdale,34.544967,-92.810563,17:32:40,18:17:50,18:50:07,18:53:20,19:25:40,20:10:40
AR,Lynn,36.004263,-91.252,17:37:30,18:22:30,18:54:07,18:58:08,19:29:50,20:14:00
AR,McAlmont,34.792492,-92.196013,17:34:00,18:19:10,18:51:50,18:54:15,19:27:00,20:11:40
AR,McCaskill,33.919539,-93.636831,17:30:20,18:15:30,18:47:55,18:51:07,19:23:40,20:08:40
AR,McDougal,36.436465,-90.390727,17:39:30,18:24:30,18:56:08,18:59:54,19:31:30,20:15:40
AR,McNab,33.660895,-93.832282,17:29:30,18:14:50,18:47:25,18:50:14,19:23:00,20:08:10
AR,McRae,35.113627,-91.826194,17:35:10,18:20:20,18:52:42,18:55:26,19:28:00,20:12:30
AR,Magazine,35.153901,-93.807851,17:32:10,18:17:10,18:49:06,18:52:46,19:24:50,20:09:40
AR,Magness,35.703055,-91.482237,17:36:40,18:21:40,18:53:29,18:57:17,19:29:10,20:13:30
AR,Magnet Cove,34.449161,-92.837719,17:32:20,18:17:40,18:50:04,18:53:01,19:25:30,20:10:20
AR,Malvern,34.373579,-92.82125,17:32:20,18:17:30,18:50:10,18:52:46,19:25:30,20:10:20
AR,Mammoth Spring,36.49241,-91.541067,17:37:50,18:22:40,18:54:17,18:58:17,19:29:50,20:14:00
AR,Mansfield,35.063915,-94.234269,17:31:20,18:16:20,18:48:37,18:51:41,19:24:00,20:08:50
AR,Marmaduke,36.190028,-90.385061,17:39:10,18:24:10,18:56:14,18:59:15,19:31:20,20:15:30
AR,Marshall,35.908461,-92.646498,17:35:10,18:20:10,18:51:54,18:55:40,19:27:30,20:12:00
AR,Maumelle,34.852344,-92.399995,17:33:50,18:19:00,18:51:11,18:54:26,19:26:40,20:11:30
AR,Mayflower,34.966196,-92.426728,17:33:50,18:19:00,18:51:06,18:54:46,19:26:50,20:11:30
AR,Maynard,36.421493,-90.901804,17:38:40,18:23:40,18:55:07,18:59:16,19:30:40,20:14:50
AR,Melbourne,36.063971,-91.88152,17:36:40,18:21:30,18:53:07,18:57:20,19:28:50,20:13:10
AR,Mena,34.580834,-94.237096,17:30:30,18:15:30,18:47:25,18:51:31,19:23:30,20:08:30
AR,Menifee,35.149702,-92.55042,17:34:00,18:19:10,18:50:53,18:55:00,19:26:50,20:11:30
AR,Midland,35.092403,-94.352955,17:31:20,18:16:10,18:48:42,18:51:18,19:23:50,20:08:40
AR,Midway,36.39224,-92.475532,17:36:20,18:21:10,18:53:20,18:56:06,19:28:20,20:12:40
AR,Midway,34.249893,-92.973433,17:31:50,18:17:10,18:49:46,18:52:19,19:25:10,20:10:00
AR,Mineral Springs,33.877723,-93.921386,17:29:40,18:15:00,18:47:08,18:50:52,19:23:00,20:08:10
AR,Minturn,35.976417,-91.027188,17:37:40,18:22:50,18:54:37,18:58:19,19:30:00,20:14:20
AR,Monette,35.893208,-90.344106,17:38:40,18:23:50,18:57:02,18:57:31,19:31:00,20:15:20
AR,Moorefield,35.767228,-91.570807,17:36:30,18:21:40,18:53:19,18:57:19,19:29:00,20:13:30
AR,Morrilton,35.155456,-92.738932,17:33:40,18:18:50,18:50:33,18:54:46,19:26:30,20:11:10
AR,Morrison Bluff,35.381952,-93.518854,17:33:00,18:18:00,18:49:54,18:53:31,19:25:30,20:10:10
AR,Mountain Home,36.335118,-92.384039,17:36:20,18:21:10,18:53:10,18:56:22,19:28:20,20:12:40
AR,Mountain Pine,34.569642,-93.171493,17:32:10,18:17:10,18:49:11,18:53:09,19:25:10,20:10:00
AR,Mountain View,35.861559,-92.109657,17:36:00,18:20:50,18:52:28,18:56:44,19:28:20,20:12:40
AR,Mount Ida,34.549153,-93.629939,17:31:30,18:16:30,18:48:16,18:52:32,19:24:30,20:09:20
AR,Mount Judea,35.926173,-93.056804,17:34:40,18:19:30,18:51:41,18:54:41,19:26:50,20:11:20
AR,Mount Olive,36.003119,-92.090465,17:36:10,18:21:10,18:52:43,18:56:53,19:28:30,20:12:50
AR,Mount Pleasant,35.981423,-91.777383,17:36:40,18:21:30,18:53:09,18:57:25,19:29:00,20:13:20
AR,Mount Vernon,35.223605,-92.12398,17:34:50,18:20:00,18:51:53,18:55:38,19:27:30,20:12:10
AR,Mulberry,35.5085,-94.074753,17:32:30,18:17:20,18:50:44,18:50:51,19:24:50,20:09:30
AR,Murfreesboro,34.070312,-93.694073,17:30:30,18:15:40,18:47:45,18:51:31,19:23:40,20:08:50
AR,Nashville,33.941924,-93.851658,17:30:00,18:15:10,18:47:20,18:51:05,19:23:20,20:08:30
AR,Natural Steps,34.874266,-92.497772,17:33:40,18:18:50,18:50:55,18:54:28,19:26:40,20:11:20
AR,Newark,35.70763,-91.4434,17:36:40,18:21:50,18:53:35,18:57:20,19:29:10,20:13:30
AR,New Blaine,35.29252,-93.419083,17:33:00,18:18:00,18:49:48,18:53:42,19:25:40,20:10:20
AR,Newhope,34.222258,-93.877396,17:30:30,18:15:30,18:47:26,18:51:37,19:23:40,20:08:40
AR,Newport,35.623772,-91.231682,17:36:50,18:22:00,18:54:10,18:57:13,19:29:20,20:13:40
AR,Nimmons,36.30625,-90.095055,17:39:40,18:24:50,18:56:57,18:59:43,19:31:50,20:15:50
AR,Norfork,36.209469,-92.277844,17:36:10,18:21:10,18:52:54,18:56:36,19:28:20,20:12:50
AR,Norman,34.458977,-93.676824,17:31:10,18:16:20,18:48:04,18:52:19,19:24:20,20:09:10
AR,North Little Rock,34.781752,-92.235057,17:34:00,18:19:10,18:51:42,18:54:14,19:26:50,20:11:40
AR,Oak Grove,35.364779,-92.964179,17:33:50,18:18:50,18:50:29,18:54:41,19:26:20,20:11:00
AR,Oak Grove Heights,36.126432,-90.503435,17:38:50,18:23:50,18:55:56,18:59:01,19:31:00,20:15:10
AR,Oakhaven,33.729396,-93.620783,17:30:00,18:15:20,18:48:04,18:50:26,19:23:20,20:08:30
AR,Oakland,36.460423,-92.571771,17:36:10,18:21:10,18:53:37,18:55:40,19:28:10,20:12:30
AR,Oark,35.694977,-93.575027,17:33:30,18:18:20,18:50:51,18:53:16,19:25:50,20:10:30
AR,Oden,34.623149,-93.783646,17:31:10,18:16:20,18:48:07,18:52:26,19:24:10,20:09:10
