gutenberg_id,language,total_languages
219,en,1
220,en,1
221,en,1
222,en,1
223,en,1
224,en,1
225,en,1
226,la,1
227,la,1
228,en,1
229,la,1
230,en,1
231,la,1
232,en,1
233,en,1
234,en,1
235,en,1
236,en,1
237,la,1
238,en,1
239,en,1
240,en,1
241,en,1
242,en,1
243,en,1
244,en,1
245,en,1
246,en,1
247,en,1
248,en,1
249,en,1
250,en,1
251,en,1
252,en,1
253,en,1
254,en,1
255,en,1
256,en,1
257,en,1
258,en,1
259,en,1
260,en,1
261,en,1
262,en,1
263,en,1
264,en,1
265,en,1
266,en,1
267,en,1
268,en,1
269,en,1
270,en,1
271,en,1
272,en,1
273,en,1
274,en,1
275,en,1
276,en,1
277,en,1
278,en,1
279,en,1
280,en,1
281,en,1
282,en,1
283,en,1
284,en,1
285,en,1
286,en,1
287,en,1
288,en,1
289,en,1
290,en,1
291,en,1
292,en,1
293,en,1
294,en,1
295,en,1
296,en,1
297,en,1
298,en,1
299,en,1
300,en,1
301,en,1
302,en,1
303,en,1
304,en,1
305,en,1
306,en,1
307,en,1
308,en,1
309,en,1
310,en,1
311,en,1
312,en,1
313,en,1
314,en,1
315,en,1
316,en,1
317,en,1
318,en,1
319,en,1
320,es,1
321,en,1
322,en,1
323,en,1
324,en,1
325,en,1
326,en,1
327,en,1
328,en,1
329,en,1
330,en,1
331,en,1
332,en,1
333,en,1
334,en,1
335,en,1
336,en,1
337,en,1
338,en,1
339,en,1
340,en,1
341,en,1
342,en,1
343,en,1
344,en,1
345,en,1
346,en,1
347,en,1
348,en,1
349,en,1
350,en,1
351,en,1
352,en,1
353,en,1
354,en,1
355,en,1
356,en,1
357,en,1
358,en,1
359,en,1
360,en,1
361,en,1
362,en,1
363,en,1
364,en,1
365,en,1
366,en,1
367,en,1
368,en,1
369,en,1
370,en,1
371,en,1
372,en,1
373,en,1
374,en,1
375,en,1
376,en,1
377,en,1
378,en,1
379,en,1
380,en,1
381,en,1
382,en,1
383,en,1
384,en,1
385,en,1
386,en,1
387,en,1
388,en,1
389,en,1
390,en,1
391,en,1
392,en,1
393,en,1
394,en,1
395,en,1
396,en,1
397,en,1
398,en,1
399,en,1
400,en,1
401,en,1
402,en,1
403,en,1
404,en,1
405,en,1
406,en,1
407,en,1
408,en,1
409,en,1
410,en,1
411,en,1
412,en,1
413,en,1
414,en,1
415,en,1
416,en,1
417,de,2
417,en,2
418,en,1
419,en,1
420,en,1
421,en,1
422,en,1
423,en,1
424,en,1
425,en,1
426,en,1
427,en,1
428,en,1
429,en,1
430,en,1
431,en,1
432,en,1
433,en,1
434,en,1
435,en,1
436,en,1
437,en,1
438,en,1
439,en,1
440,en,1
441,en,1
442,en,1
443,en,1
444,en,1
445,en,1
446,en,1
447,en,1
448,en,1
449,en,1
450,en,1
451,en,1
452,en,1
453,en,1
454,en,1
455,en,1
456,en,1
457,en,1
458,en,1
459,en,1
460,en,1
461,en,1
462,en,1
463,en,1
464,en,1
465,en,1
466,en,1
467,en,1
468,en,1
469,en,1
470,en,1
471,en,1
472,en,1
473,en,1
474,en,1
475,en,1
476,en,1
477,en,1
478,en,1
479,en,1
480,en,1
481,en,1
482,en,1
483,en,1
484,en,1
485,en,1
486,en,1
487,en,1
488,en,1
489,en,1
490,en,1
491,en,1
492,en,1
493,en,1
494,en,1
495,en,1
496,en,1
497,en,1
498,en,1
499,en,1
500,en,1
501,en,1
502,en,1
503,en,1
504,en,1
505,en,1
506,en,1
507,en,1
508,en,1
509,en,1
510,en,1
511,en,1
512,en,1
513,en,1
514,en,1
515,en,1
516,en,1
517,en,1
518,en,1
519,en,1
520,en,1
521,en,1
522,en,1
523,en,1
524,en,1
525,en,1
526,en,1
527,en,1
528,en,1
529,en,1
530,en,1
531,en,1
532,en,1
533,en,1
534,en,1
535,en,1
536,en,1
537,en,1
538,en,1
539,en,1
540,en,1
541,en,1
542,en,1
543,en,1
544,en,1
545,en,1
546,en,1
547,en,1
548,en,1
549,en,1
550,en,1
551,en,1
552,en,1
553,en,1
554,en,1
555,en,1
556,en,1
557,en,1
558,en,1
559,en,1
560,en,1
561,en,1
562,en,1
563,en,1
564,en,1
565,en,1
566,en,1
567,en,1
568,en,1
569,en,1
570,en,1
571,en,1
572,en,1
573,en,1
574,en,1
575,en,1
576,en,1
577,en,1
578,en,1
579,en,1
580,en,1
581,en,1
582,en,1
583,en,1
584,en,1
585,en,1
586,en,1
587,en,1
588,en,1
589,en,1
590,en,1
591,en,1
592,en,1
593,en,1
594,en,1
595,en,1
596,en,1
597,en,1
598,en,1
599,en,1
600,en,1
601,en,1
602,en,1
603,en,1
604,en,1
605,en,1
606,en,1
607,de,2
607,la,2
608,en,1
609,en,1
610,en,1
611,en,1
612,en,1
613,en,1
614,en,1
615,en,1
616,en,1
617,en,1
618,en,1
619,en,1
620,en,1
621,en,1
622,en,1
623,en,1
624,en,1
625,en,1
626,en,1
627,en,1
628,en,1
629,en,1
630,en,1
631,en,1
632,en,1
633,en,1
634,en,1
635,en,1
636,en,1
637,en,1
638,en,1
639,en,1
640,en,1
641,en,1
642,en,1
643,en,1
644,en,1
645,en,1
646,en,1
647,en,1
648,en,1
649,en,1
650,en,1
651,en,1
652,en,1
653,en,1
654,en,1
655,en,1
656,en,1
657,en,1
658,en,1
659,en,1
660,en,1
661,en,1
662,en,1
663,en,1
664,en,1
665,en,1
666,en,1
667,en,1
668,en,1
669,en,1
670,en,1
671,en,1
672,en,1
673,en,1
674,en,1
675,en,1
676,en,1
677,en,1
678,en,1
679,en,1
680,en,1
681,en,1
682,en,1
683,en,1
684,en,1
685,en,1
686,en,1
687,en,1
688,en,1
689,en,1
690,en,1
691,en,1
692,en,1
693,en,1
694,en,1
695,en,1
696,en,1
697,en,1
698,en,1
699,en,1
700,en,1
701,en,1
702,en,1
703,en,1
704,en,1
705,en,1
706,en,1
707,en,1
708,en,1
709,en,1
710,en,1
711,en,1
712,en,1
713,en,1
714,en,1
715,en,1
716,en,1
717,en,1
718,en,1
719,en,1
720,en,1
721,en,1
722,en,1
723,en,1
724,en,1
725,en,1
726,en,1
727,en,1
728,en,1
729,en,1
730,en,1
731,en,1
732,en,1
733,en,1
734,en,1
735,en,1
736,en,1
737,en,1
738,en,1
739,en,1
740,en,1
741,en,1
742,en,1
743,en,1
744,en,1
745,en,1
746,en,1
747,en,1
748,en,1
749,en,1
750,en,1
751,en,1
752,en,1
753,en,1
754,en,1
755,en,1
756,en,1
757,en,1
758,en,1
759,en,1
760,en,1
761,en,1
762,en,1
763,en,1
764,en,1
765,en,1
766,en,1
767,en,1
768,en,1
769,en,1
770,en,1
771,en,1
772,en,1
773,en,1
774,en,1
775,en,1
776,en,1
777,en,1
778,en,1
779,en,1
780,en,1
781,en,1
782,en,1
783,en,1
784,en,1
785,en,1
786,en,1
787,en,1
788,en,1
789,en,1
790,en,1
791,en,1
792,en,1
793,en,1
794,en,1
795,en,1
796,fr,1
797,fr,1
798,fr,1
799,fr,1
800,fr,1
801,fr,1
802,fr,1
803,fr,1
804,en,1
805,en,1
806,en,1
807,en,1
808,en,1
809,en,1
810,en,1
811,en,1
812,en,1
813,en,1
814,en,1
815,en,1
816,en,1
817,en,1
818,en,1
819,en,1
820,en,1
821,en,1
822,en,1
823,en,1
824,en,1
825,la,1
826,la,1
827,la,1
828,la,1
829,en,1
830,en,1
831,en,1
832,en,1
833,en,1
834,en,1
835,en,1
836,en,1
837,en,1
838,en,1
839,en,1
840,en,1
841,en,1
842,en,1
843,en,1
844,en,1
845,en,1
846,en,1
847,en,1
848,en,1
849,en,1
850,en,1
851,en,1
852,en,1
853,en,1
854,en,1
855,en,1
856,en,1
857,en,1
858,en,1
859,en,1
860,en,1
861,en,1
862,en,1
863,en,1
864,en,1
865,en,1
866,en,1
867,en,1
868,en,1
869,en,1
870,en,1
871,en,1
872,en,1
873,en,1
874,en,1
875,en,1
876,en,1
877,en,1
878,en,1
879,en,1
880,en,1
881,en,1
882,en,1
883,en,1
884,en,1
885,en,1
886,en,1
887,en,1
888,en,1
889,en,1
890,en,1
891,en,1
892,en,1
893,en,1
894,en,1
895,en,1
896,en,1
897,en,1
898,en,1
899,en,1
900,en,1
901,en,1
902,en,1
903,en,1
904,en,1
905,en,1
906,en,1
907,en,1
908,en,1
909,en,1
910,en,1
911,en,1
912,en,1
913,en,1
914,en,1
915,en,1
916,en,1
917,en,1
918,en,1
919,en,1
920,en,1
921,en,1
922,en,1
923,en,1
924,en,1
925,en,1
926,en,1
927,en,1
928,en,1
929,en,1
930,en,1
931,en,1
932,en,1
933,en,1
934,en,1
935,en,1
936,en,1
937,en,1
938,en,1
939,en,1
940,en,1
941,en,1
942,en,1
943,en,1
944,en,1
945,en,1
946,en,1
947,en,1
948,en,1
949,en,1
950,en,1
951,en,1
952,en,1
953,en,1
954,en,1
955,en,1
956,en,1
957,en,1
958,en,1
959,en,1
960,en,1
961,en,1
962,en,1
963,en,1
964,en,1
965,en,1
966,en,1
967,en,1
968,en,1
969,en,1
970,en,1
971,en,1
972,en,1
973,en,1
974,en,1
975,en,1
976,en,1
977,en,1
978,en,1
979,en,1
980,en,1
981,en,1
982,en,1
983,en,1
984,en,1
985,en,1
986,en,1
987,en,1
988,en,1
989,en,1
990,en,1
991,en,1
992,en,1
993,en,1
994,en,1
995,en,1
996,en,1
997,it,1
998,it,1
999,it,1
1000,it,1
1001,en,1
1002,en,1
1003,en,1
1004,en,1
1005,en,1
1006,en,1
1007,en,1
1008,en,1
1009,it,1
1010,it,1
1011,it,1
1012,it,1
1013,en,1
1014,en,1
1015,en,1
1016,en,1
1017,en,1
1018,en,1
1019,en,1
1020,en,1
1021,en,1
1022,en,1
1023,en,1
1024,en,1
1025,en,1
1026,en,1
1027,en,1
1028,en,1
1029,en,1
1030,en,1
1031,en,1
1032,en,1
1033,en,1
1034,en,1
1035,en,1
1036,en,1
1037,en,1
1038,en,1
1039,en,1
1040,en,1
1041,en,1
1042,en,1
1043,en,1
1044,en,1
1045,en,1
1046,en,1
1047,en,1
1048,en,1
1049,en,1
1050,en,1
1051,en,1
1052,en,1
1053,en,1
1054,en,1
1055,en,1
1056,en,1
1057,en,1
1058,en,1
1059,en,1
1060,en,1
1061,en,1
1062,en,1
1063,en,1
1064,en,1
1065,en,1
1066,en,1
1067,en,1
1068,en,1
1069,en,1
1073,en,1
1074,en,1
1075,en,1
1076,en,1
1077,en,1
1078,en,1
1079,en,1
1080,en,1
1081,en,1
1082,en,1
1083,en,1
1084,en,1
1085,en,1
1086,en,1
1087,en,1
1088,en,1
1089,en,1
1090,en,1
1091,en,1
1092,en,1
1093,en,1
1094,en,1
1095,en,1
1096,en,1
1097,en,1
1098,en,1
1099,en,1
1100,en,1
1101,en,1
1102,en,1
1103,en,1
1104,en,1
1105,en,1
1106,en,1
1107,en,1
1108,en,1
1109,en,1
1110,en,1
1111,en,1
1112,en,1
1113,en,1
1114,en,1
1115,en,1
1116,en,1
1117,en,1
1118,en,1
1119,en,1
1120,en,1
1121,en,1
1122,en,1
1123,en,1
1124,en,1
1125,en,1
1126,en,1
1127,en,1
1128,en,1
1129,en,1
1130,en,1
1131,en,1
1132,en,1
1133,en,1
1134,en,1
1135,en,1
1136,en,1
1137,en,1
1138,en,1
1139,en,1
1140,en,1
1141,en,1
1142,en,1
1143,en,1
1144,en,1
1145,en,1
1146,en,1
1147,en,1
1148,en,1
1149,en,1
1150,en,1
1151,en,1
1152,en,1
1153,en,1
1154,en,1
1155,en,1
1156,en,1
1157,en,1
1158,en,1
1159,en,1
1160,en,1
1161,en,1
1162,en,1
1163,en,1
1164,en,1
1165,en,1
1166,en,1
1167,en,1
1168,en,1
1169,en,1
1170,en,1
1171,en,1
1172,en,1
1173,en,1
1174,en,1
1175,en,1
1176,en,1
1177,en,1
1178,en,1
1179,en,1
1180,en,1
1181,en,1
1182,en,1
1183,en,1
1184,en,1
1185,en,1
1186,en,1
1187,en,1
1188,en,1
1189,en,1
1190,en,1
1191,en,1
1192,en,1
1193,en,1
1194,en,1
1195,en,1
1196,en,1
1197,en,1
1198,en,1
1199,en,1
1200,en,1
1201,en,1
1202,en,1
1203,en,1
1204,en,1
1205,en,1
1206,en,1
1207,en,1
1208,en,1
1209,en,1
1210,en,1
1211,en,1
1212,en,1
1213,en,1
1214,en,1
1215,en,1
1216,en,1
1217,en,1
1218,en,1
1219,en,1
1220,en,1
1221,en,1
1222,en,1
1223,en,1
1224,en,1
1225,en,1
1226,en,1
1227,en,1
1228,en,1
1229,en,1
1230,en,1
1231,en,1
1232,en,1
1233,en,1
1234,en,1
1235,en,1
1236,en,1
1237,en,1
1238,en,1
1239,en,1
1240,en,1
1241,en,1
1242,en,1
1243,en,1
1244,en,1
1245,en,1
1246,en,1
1247,en,1
1248,en,1
1249,en,1
1250,en,1
1251,en,1
1252,en,1
1253,en,1
1254,en,1
1255,en,1
1256,fr,1
1257,en,1
1258,en,1
1259,en,1
1260,en,1
1261,en,1
1262,en,1
1263,en,1
1264,en,1
1265,en,1
1266,en,1
1267,en,1
1268,en,1
1269,en,1
1270,en,1
1271,en,1
1272,en,1
1273,en,1
1274,en,1
1275,en,1
1276,en,1
1277,en,1
1278,en,1
1279,en,1
1280,en,1
1281,en,1
1282,en,1
1283,en,1
1284,en,1
1285,en,1
1286,en,1
1287,en,1
1288,en,1
1289,en,1
1290,en,1
1291,en,1
1292,en,1
1293,en,1
1294,en,1
1295,en,1
1296,en,1
1297,en,1
1298,en,1
1299,en,1
1300,en,1
1301,en,1
1302,en,1
1303,en,1
1304,en,1
1305,en,1
1306,en,1
1307,en,1
1308,en,1
1309,en,1
1310,en,1
1311,en,1
1312,en,1
1313,en,1
1314,en,1
1315,en,1
1316,en,1
1317,en,1
1318,en,1
1319,en,1
1320,en,1
1321,en,1
1322,en,1
1323,en,1
1324,en,1
1325,en,1
1326,en,1
1327,en,1
1328,en,1
1329,en,1
1330,en,1
1331,en,1
1332,en,1
1333,en,1
1334,en,1
1335,en,1
1336,en,1
1337,en,1
1338,en,1
1339,fr,1
1340,en,1
1341,en,1
1342,en,1
1343,en,1
1344,en,1
1345,en,1
1346,en,1
1347,en,1
1348,en,1
1349,en,1
1350,en,1
1351,en,1
1352,en,1
1353,en,1
1354,en,1
1355,en,1
1356,en,1
1357,en,1
1358,en,1
1359,en,1
1360,en,1
1361,en,1
1362,en,1
1363,en,1
1364,en,1
1365,en,1
1366,en,1
1367,en,1
1368,en,1
1369,en,1
1370,en,1
1371,en,1
1372,en,1
1373,en,1
1374,en,1
1375,en,1
1376,en,1
1377,en,1
1378,en,1
1379,en,1
1380,en,1
1381,en,1
1382,en,1
1383,en,1
1384,en,1
1385,en,1
1386,en,1
1387,en,1
1388,en,1
1389,en,1
1390,en,1
1391,en,1
1392,en,1
1393,en,1
1394,en,1
1395,en,1
1396,en,1
1397,en,1
1398,en,1
1399,en,1
1400,en,1
1401,en,1
1402,en,1
1403,en,1
1404,en,1
1405,en,1
1406,en,1
1407,en,1
1408,en,1
1409,en,1
1410,en,1
1411,en,1
1412,en,1
1413,en,1
1414,en,1
1415,en,1
1416,en,1
1417,en,1
1418,en,1
1419,en,1
1420,en,1
1421,en,1
1422,en,1
1423,en,1
1424,en,1
1425,en,1
1426,en,1
1427,en,1
1428,en,1
1429,en,1
1430,en,1
1431,en,1
1432,en,1
1433,en,1
1434,en,1
1435,en,1
1436,en,1
1437,en,1
1438,en,1
1439,en,1
1440,en,1
1441,en,1
1442,en,1
1443,en,1
1444,en,1
1445,en,1
1446,en,1
1447,en,1
1448,en,1
1449,en,1
1450,en,1
1451,en,1
1452,en,1
1453,en,1
1454,en,1
1455,en,1
1456,en,1
1457,en,1
1458,en,1
1459,en,1
1460,en,1
1461,en,1
1462,en,1
1463,en,1
1464,en,1
1465,en,1
1466,en,1
1467,en,1
1468,en,1
1469,en,1
1470,en,1
1471,en,1
1472,en,1
1473,en,1
1474,en,1
1475,en,1
1476,en,1
1477,en,1
1478,en,1
1479,en,1
1480,en,1
1481,en,1
1482,en,1
1483,en,1
1484,en,1
1485,en,1
1486,en,1
1487,en,1
1488,en,1
1489,en,1
1490,en,1
1491,en,1
1492,en,1
1493,en,1
1494,en,1
1495,en,1
1496,en,1
1497,en,1
1498,en,1
1499,en,1
1500,en,1
1501,en,1
1502,en,1
1503,en,1
1504,en,1
1505,en,1
1506,en,1
1507,en,1
1508,en,1
1509,en,1
1510,en,1
1511,en,1
1512,en,1
1513,en,1
1514,en,1
1515,en,1
1516,en,1
1517,en,1
1518,en,1
1519,en,1
1520,en,1
1521,en,1
1522,en,1
1523,en,1
1524,en,1
1525,en,1
1526,en,1
1527,en,1
1528,en,1
1529,en,1
1530,en,1
1531,en,1
1532,en,1
1533,en,1
1534,en,1
1535,en,1
1536,en,1
1537,en,1
1538,en,1
1539,en,1
1540,en,1
1541,en,1
1542,en,1
1543,en,1
1544,en,1
1545,en,1
1546,en,1
1547,en,1
1548,en,1
1549,en,1
1550,en,1
1551,en,1
1552,en,1
1553,en,1
1554,en,1
1555,en,1
1556,en,1
1557,en,1
1558,en,1
1559,en,1
1560,en,1
1561,en,1
1562,en,1
1563,en,1
1564,en,1
1565,en,1
1566,en,1
1567,en,1
1568,en,1
1569,en,1
1570,en,1
1571,en,1
1572,en,1
1573,en,1
1574,en,1
1575,en,1
1576,en,1
1577,en,1
1578,en,1
1579,en,1
1580,en,1
1581,en,1
1582,en,1
1583,en,1
1584,en,1
1585,en,1
1586,en,1
1587,en,1
1588,en,1
1589,en,1
1590,en,1
1591,en,1
1592,en,1
1593,en,1
1594,en,1
1595,en,1
1596,en,1
1597,en,1
1598,en,1
1599,en,1
1600,en,1
1601,en,1
1602,en,1
1603,en,1
1604,en,1
1605,en,1
1606,en,1
1607,en,1
1608,en,1
1609,en,1
1610,en,1
1611,en,1
1612,en,1
1613,en,1
1614,en,1
1615,en,1
1616,en,1
1617,en,1
1618,en,1
1619,es,1
1620,en,1
1621,en,1
1622,en,1
1623,en,1
1624,en,1
1625,en,1
1626,en,1
1627,en,1
1628,en,1
1629,en,1
1630,en,1
1631,en,1
1632,en,1
1633,en,1
1634,en,1
1635,en,1
1636,en,1
1637,en,1
1638,en,1
1639,en,1
1640,en,1
1641,en,1
1642,en,1
1643,en,1
1644,en,1
1645,en,1
1646,en,1
1647,en,1
1649,en,1
1650,en,1
1651,en,1
1652,en,1
1653,en,1
1654,en,1
1655,en,1
1656,en,1
1657,en,1
1658,en,1
1659,en,1
1660,en,1
1661,en,1
1662,en,1
1663,en,1
1664,en,1
1665,en,1
1666,en,1
1667,en,1
1668,en,1
1669,en,1
1670,en,1
1671,en,1
1672,en,1
1673,en,1
1674,en,1
1675,en,1
1676,en,1
1677,en,1
1678,en,1
1679,en,1
1680,en,1
1681,en,1
1682,en,1
1683,en,1
1684,en,1
1685,en,1
1686,en,1
1687,en,1
1688,en,1
1689,en,1
1690,en,1
1692,en,1
1693,en,1
1694,en,1
1695,en,1
1696,en,1
1697,en,1
1698,en,1
1699,en,1
1700,en,1
1701,en,1
1702,en,1
1703,en,1
1704,en,1
1705,en,1
1706,en,1
1707,en,1
1708,en,1
1709,en,1
1710,en,1
1711,en,1
1712,en,1
1713,en,1
1714,en,1
1715,en,1
1716,en,1
1717,en,1
1718,en,1
1719,en,1
1720,en,1
1721,en,1
1722,en,1
1723,en,1
1724,en,1
1725,en,1
1726,en,1
1727,en,1
1728,en,1
1729,en,1
1730,en,1
1731,en,1
1732,en,1
1733,en,1
1734,en,1
1735,en,1
1736,en,1
1737,en,1
1738,en,1
1739,en,1
1740,en,1
1741,en,1
1742,en,1
1743,en,1
1744,en,1
1745,en,1
1746,en,1
1747,en,1
1748,en,1
1749,en,1
1750,en,1
1751,en,1
1752,en,1
1753,en,1
1754,en,1
1755,en,1
1756,en,1
1757,en,1
1758,en,1
1759,en,1
1760,en,1
1761,en,1
1762,en,1
1763,en,1
1764,en,1
1765,en,1
1768,en,1
1769,en,1
1770,en,1
1771,en,1
1772,en,1
1773,en,1
1774,en,1
1775,en,1
1776,en,1
1777,en,1
1778,en,1
1779,en,1
1780,en,1
1781,en,1
1782,en,1
1783,en,1
1784,en,1
1785,en,1
1786,en,1
1787,en,1
1788,en,1
1790,en,1
1791,en,1
1792,en,1
1793,en,1
1794,en,1
1795,en,1
1796,en,1
1797,en,1
1798,en,1
1799,en,1
1800,en,1
1801,en,1
1802,en,1
1803,en,1
1804,en,1
1805,en,1
1806,en,1
1807,en,1
1808,en,1
1809,en,1
1810,en,1
1811,en,1
1812,en,1
1813,en,1
1814,en,1
1815,en,1
1816,en,1
1817,en,1
1818,en,1
1819,en,1
1820,en,1
1821,en,1
1822,en,1
1823,en,1
1824,en,1
1825,en,1
1826,en,1
1827,en,1
1828,en,1
1829,en,1
1830,en,1
1831,en,1
1832,en,1
1833,en,1
1834,en,1
1835,en,1
1836,en,1
1837,en,1
1838,en,1
1839,en,1
1840,en,1
1841,en,1
1842,en,1
1843,en,1
1844,en,1
1845,en,1
1846,en,1
1847,en,1
1848,en,1
1849,en,1
1850,en,1
1851,en,1
1852,en,1
1853,en,1
1854,en,1
1855,en,1
1856,en,1
1857,en,1
1858,en,1
1859,en,1
1860,en,1
1861,en,1
1862,en,1
1863,en,1
1864,en,1
1865,en,1
1866,en,1
1867,en,1
1868,en,1
1869,en,1
1870,en,1
1871,en,1
1872,en,1
1873,en,1
1874,en,1
1875,en,1
1876,en,1
1877,en,1
1878,en,1
1879,en,1
1880,en,1
1881,en,1
1882,en,1
1883,en,1
1884,en,1
1885,en,1
1886,en,1
1887,en,1
1888,en,1
1889,en,1
1890,en,1
1891,en,1
1892,en,1
1893,en,1
1894,en,1
1895,en,1
1896,en,1
1897,en,1
1898,en,1
1899,en,1
1900,en,1
1901,en,1
1902,en,1
1903,en,1
1904,en,1
1905,en,1
1906,en,1
1907,en,1
1908,en,1
1909,en,1
1910,fr,1
1911,en,1
1912,en,1
1913,en,1
1915,en,1
1916,en,1
1917,en,1
1918,en,1
1919,en,1
1920,en,1
1921,en,1
1922,en,1
1923,en,1
1924,en,1
1925,en,1
1926,en,1
1927,en,1
1928,en,1
1929,en,1
1930,en,1
1931,en,1
1932,en,1
1933,en,1
1934,en,1
1935,en,1
1936,en,1
1937,en,1
1938,en,1
1939,en,1
1940,en,1
1941,en,1
1942,en,1
1943,en,1
1944,en,1
1945,en,1
1946,en,1
1947,en,1
1948,en,1
1949,en,1
1950,en,1
1951,en,1
1952,en,1
1953,en,1
1954,en,1
1955,en,1
1956,en,1
1957,en,1
1958,en,1
1959,en,1
1960,en,1
1961,en,1
1962,en,1
1963,en,1
1965,en,1
1966,en,1
1967,en,1
1968,en,1
1969,en,1
1970,en,1
1971,en,1
1972,en,1
1973,en,1
1974,en,1
1975,en,1
1976,en,1
1977,en,1
1978,en,1
1979,en,1
1980,en,1
1981,en,2
1981,fr,2
1982,ja,1
1983,en,1
1985,en,1
1986,en,1
1987,en,1
1988,en,1
1989,en,1
1990,en,1
1991,en,1
1992,en,1
1993,en,1
1994,en,1
1995,en,1
1996,en,1
1997,en,1
1998,en,1
1999,en,1
2000,es,1
2002,en,1
2003,en,1
2004,en,1
2005,en,1
2006,en,1
2007,en,1
2008,en,1
2009,en,1
2010,en,1
2011,en,1
2012,en,1
2013,en,1
2014,en,1
2015,en,1
2016,en,1
2017,en,1
2018,en,1
2019,en,1
2020,en,1
2021,en,1
2022,en,1
2023,en,1
2024,en,1
2025,en,1
2026,en,1
2027,en,1
2028,en,1
2029,en,1
2030,en,1
2031,en,1
2032,en,1
2033,en,1
2034,en,1
2035,en,1
2036,en,1
2037,en,1
2038,en,1
2039,en,1
2040,en,1
2041,en,1
2042,en,1
2043,en,1
2044,en,1
2045,en,1
2046,en,1
2047,en,1
2048,en,1
2049,en,1
2050,en,1
2051,en,1
2052,en,1
2053,en,1
2054,de,1
2055,en,1
2056,en,1
2057,en,1
2058,en,1
2059,en,1
2060,en,1
2061,en,1
2062,en,1
2063,en,1
2064,en,1
2065,en,1
2066,en,1
2067,en,1
2068,en,1
2069,en,1
2070,en,1
2071,en,1
2072,en,1
2073,en,1
2074,en,1
2075,en,1
2076,en,1
2077,en,1
2078,en,1
2079,en,1
2080,en,1
2081,en,1
2082,en,1
2083,en,1
2084,en,1
2085,en,1
2086,en,1
2087,en,1
2088,en,1
2089,en,1
2090,en,2
2090,zh,2
2092,en,1
2093,en,1
2094,en,1
2095,en,1
2096,en,1
2097,en,1
2098,en,1
2099,en,1
2100,sv,1
2101,en,1
2102,en,1
2103,en,1
2104,en,1
2105,en,1
2106,en,1
2107,en,1
2108,en,1
2109,en,1
2110,en,1
2111,en,1
2112,en,1
2113,en,1
2114,en,1
2115,en,1
2116,en,1
2117,en,1
2118,en,1
2119,en,1
2120,en,1
2121,en,1
2122,en,1
2123,en,1
2124,en,1
2125,en,1
2126,en,1
2127,en,1
2128,en,1
2129,en,1
2130,en,1
2131,en,1
2132,en,1
2133,en,1
2134,en,1
2135,en,1
2136,en,1
2137,en,1
2138,en,1
2139,en,1
2140,en,1
2141,en,1
2142,en,1
2143,da,1
2144,da,1
2145,en,1
2146,de,1
2147,en,1
2148,en,1
2149,en,1
2150,en,1
2151,en,1
2152,en,1
2153,en,1
2154,en,1
2155,en,1
2156,en,1
2157,en,1
2158,en,1
2159,en,1
2160,en,1
2161,en,1
