type,language,band,percent,year
Academic,Farsi,7.5,0.13664417970432036,2024-2025
Academic,Farsi,8,0.07219750251184152,2024-2025
Academic,Farsi,8.5,0.012296062389359359,2024-2025
Academic,Farsi,9,4.784460073680685e-5,2024-2025
Academic,Filipino,<4,6.524221171097701e-4,2024-2025
Academic,Filipino,4,0.002691241233077802,2024-2025
Academic,Filipino,4.5,0.00774751264067852,2024-2025
Academic,Filipino,5,0.024955145979448704,2024-2025
Academic,Filipino,5.5,0.06369270918284131,2024-2025
Academic,Filipino,6,0.1472842929375306,2024-2025
Academic,Filipino,6.5,0.2109770021203719,2024-2025
Academic,Filipino,7,0.22353612787473498,2024-2025
Academic,Filipino,7.5,0.18479856467134237,2024-2025
Academic,Filipino,8,0.10870983526341543,2024-2025
Academic,Filipino,8.5,0.024465829391616376,2024-2025
Academic,Filipino,9,4.893165878323276e-4,2024-2025
Academic,French,<4,0.0019280894062198737,2024-2025
Academic,French,4,0.006034205734280715,2024-2025
Academic,French,4.5,0.016388759952868925,2024-2025
Academic,French,5,0.043774770593066024,2024-2025
Academic,French,5.5,0.08987038954547077,2024-2025
Academic,French,6,0.1416074552790374,2024-2025
Academic,French,6.5,0.16813653729424785,2024-2025
Academic,French,7,0.18388260077837684,2024-2025
Academic,French,7.5,0.19034527082515088,2024-2025
Academic,French,8,0.1283964723104938,2024-2025
Academic,French,8.5,0.029099867890170317,2024-2025
Academic,French,9,5.355803906166315e-4,2024-2025
Academic,German,<4,0,2024-2025
Academic,German,4,2.2732439190725165e-4,2024-2025
Academic,German,4.5,6.81973175721755e-4,2024-2025
Academic,German,5,0.003978176858376904,2024-2025
Academic,German,5.5,0.012048192771084338,2024-2025
Academic,German,6,0.0312571038872471,2024-2025
Academic,German,6.5,0.07206183223459878,2024-2025
Academic,German,7,0.13412139122527847,2024-2025
Academic,German,7.5,0.24460104569220278,2024-2025
Academic,German,8,0.3561036599227097,2024-2025
Academic,German,8.5,0.14196408274607866,2024-2025
Academic,German,9,0.0029552170947942714,2024-2025
Academic,Greek,<4,1.4190435646374344e-4,2024-2025
Academic,Greek,4,7.095217823187173e-4,2024-2025
Academic,Greek,4.5,0.0011352348517099475,2024-2025
Academic,Greek,5,0.005534269902085994,2024-2025
Academic,Greek,5.5,0.031077054065559814,2024-2025
Academic,Greek,6,0.07549311763871151,2024-2025
Academic,Greek,6.5,0.14162054775081595,2024-2025
Academic,Greek,7,0.20107847310912447,2024-2025
Academic,Greek,7.5,0.2473392933163048,2024-2025
Academic,Greek,8,0.23641265786859658,2024-2025
Academic,Greek,8.5,0.05874840357598979,2024-2025
Academic,Greek,9,7.095217823187173e-4,2024-2025
Academic,Gujarati,<4,0.0012861959884589982,2024-2025
Academic,Gujarati,4,0.004970973685125318,2024-2025
Academic,Gujarati,4.5,0.01974484652553273,2024-2025
Academic,Gujarati,5,0.07018458650537074,2024-2025
Academic,Gujarati,5.5,0.18079744151284458,2024-2025
Academic,Gujarati,6,0.24406437932353042,2024-2025
Academic,Gujarati,6.5,0.1992213299961762,2024-2025
Academic,Gujarati,7,0.13950012166718812,2024-2025
Academic,Gujarati,7.5,0.09083324642819898,2024-2025
Academic,Gujarati,8,0.042062085027983455,2024-2025
Academic,Gujarati,8.5,0.007195745124621963,2024-2025
Academic,Gujarati,9,1.3904821496854035e-4,2024-2025
Academic,Hindi,<4,6.681550771637631e-4,2024-2025
Academic,Hindi,4,0.0018089076479311636,2024-2025
Academic,Hindi,4.5,0.006485993188077506,2024-2025
Academic,Hindi,5,0.026351384384726954,2024-2025
Academic,Hindi,5.5,0.08863647474862703,2024-2025
Academic,Hindi,6,0.17378550592376513,2024-2025
Academic,Hindi,6.5,0.19844205791763767,2024-2025
Academic,Hindi,7,0.1924938480843505,2024-2025
Academic,Hindi,7.5,0.1693854602936623,2024-2025
Academic,Hindi,8,0.1140426641461467,2024-2025
Academic,Hindi,8.5,0.027541026351384383,2024-2025
Academic,Hindi,9,3.585222365268973e-4,2024-2025
Academic,Indonesian,<4,0.001675427757649375,2024-2025
Academic,Indonesian,4,0.003560283985004922,2024-2025
Academic,Indonesian,4.5,0.010618023414102916,2024-2025
Academic,Indonesian,5,0.035309639992460576,2024-2025
Academic,Indonesian,5.5,0.09200192674192131,2024-2025
Academic,Indonesian,6,0.17124965967873673,2024-2025
Academic,Indonesian,6.5,0.2088839556849358,2024-2025
Academic,Indonesian,7,0.2011769879997487,2024-2025
Academic,Indonesian,7.5,0.16896688935893947,2024-2025
Academic,Indonesian,8,0.09080818446459613,2024-2025
Academic,Indonesian,8.5,0.01549770675825672,2024-2025
Academic,Indonesian,9,2.513141636474062e-4,2024-2025
Academic,Italian,<4,5.576830129754248e-4,2024-2025
Academic,Italian,4,0.0016358701713945795,2024-2025
Academic,Italian,4.5,0.005948618805071197,2024-2025
Academic,Italian,5,0.02126631222812953,2024-2025
Academic,Italian,5.5,0.053872179053426034,2024-2025
Academic,Italian,6,0.1074469271665985,2024-2025
Academic,Italian,6.5,0.15737814626166488,2024-2025
Academic,Italian,7,0.2085734468528089,2024-2025
Academic,Italian,7.5,0.24512027363646502,2024-2025
Academic,Italian,8,0.1676395137004127,2024-2025
Academic,Italian,8.5,0.030375134773394805,2024-2025
Academic,Italian,9,1.8589433765847492e-4,2024-2025
Academic,Japanese,<4,0.007940770293079637,2024-2025
Academic,Japanese,4,0.02424428417983735,2024-2025
Academic,Japanese,4.5,0.06442765075955194,2024-2025
Academic,Japanese,5,0.15135415068282954,2024-2025
Academic,Japanese,5.5,0.2425195642166641,2024-2025
Academic,Japanese,6,0.2200207150529385,2024-2025
Academic,Japanese,6.5,0.14742212674543503,2024-2025
Academic,Japanese,7,0.08571812183520025,2024-2025
Academic,Japanese,7.5,0.039569587233389596,2024-2025
Academic,Japanese,8,0.013982660733466318,2024-2025
Academic,Japanese,8.5,0.0027428264538898266,2024-2025
Academic,Japanese,9,5.754181371796839e-5,2024-2025
Academic,Kannada,<4,0,2024-2025
Academic,Kannada,4,2.8776978417266187e-4,2024-2025
Academic,Kannada,4.5,0.0033093525179856116,2024-2025
Academic,Kannada,5,0.022589928057553957,2024-2025
Academic,Kannada,5.5,0.09568345323741008,2024-2025
Academic,Kannada,6,0.19971223021582735,2024-2025
Academic,Kannada,6.5,0.21784172661870504,2024-2025
Academic,Kannada,7,0.19122302158273383,2024-2025
Academic,Kannada,7.5,0.15697841726618705,2024-2025
Academic,Kannada,8,0.09093525179856116,2024-2025
Academic,Kannada,8.5,0.021151079136690648,2024-2025
Academic,Kannada,9,2.8776978417266187e-4,2024-2025
Academic,Kazakh,<4,0.005166454429688922,2024-2025
Academic,Kazakh,4,0.011933782062943423,2024-2025
Academic,Kazakh,4.5,0.039476077860651264,2024-2025
Academic,Kazakh,5,0.09226851009641622,2024-2025
Academic,Kazakh,5.5,0.1690376569037657,2024-2025
Academic,Kazakh,6,0.2082226669092232,2024-2025
Academic,Kazakh,6.5,0.18555575768601057,2024-2025
Academic,Kazakh,7,0.14538839366927414,2024-2025
Academic,Kazakh,7.5,0.09830816809168637,2024-2025
Academic,Kazakh,8,0.04009459705293796,2024-2025
Academic,Kazakh,8.5,0.004438784791704566,2024-2025
Academic,Kazakh,9,1.0915044569765326e-4,2024-2025
Academic,Khmer,<4,0.0037403962798220787,2024-2025
Academic,Khmer,4,0.01142337242215932,2024-2025
Academic,Khmer,4.5,0.04902951880307319,2024-2025
Academic,Khmer,5,0.13768701981399112,2024-2025
Academic,Khmer,5.5,0.20551961180752124,2024-2025
Academic,Khmer,6,0.213303679741205,2024-2025
Academic,Khmer,6.5,0.16265669227658716,2024-2025
Academic,Khmer,7,0.10735948241002831,2024-2025
Academic,Khmer,7.5,0.0736959158916296,2024-2025
Academic,Khmer,8,0.031237363526081682,2024-2025
Academic,Khmer,8.5,0.004346947027901334,2024-2025
Academic,Khmer,9,0,2024-2025
Academic,Korean,<4,0.0022256061848424506,2024-2025
Academic,Korean,4,0.005739721213541057,2024-2025
Academic,Korean,4.5,0.021436101675061495,2024-2025
Academic,Korean,5,0.07063371207684198,2024-2025
Academic,Korean,5.5,0.1677794697590879,2024-2025
Academic,Korean,6,0.23482097536214908,2024-2025
Academic,Korean,6.5,0.21049549021904648,2024-2025
Academic,Korean,7,0.1534106438639647,2024-2025
Academic,Korean,7.5,0.08761860138221858,2024-2025
Academic,Korean,8,0.03697629924641755,2024-2025
Academic,Korean,8.5,0.008629104681582133,2024-2025
Academic,Korean,9,2.3427433524657375e-4,2024-2025
Academic,Malayalam,<4,3.181673560292714e-4,2024-2025
Academic,Malayalam,4,0.0010991235935556647,2024-2025
Academic,Malayalam,4.5,0.0067972116969889805,2024-2025
Academic,Malayalam,5,0.029705261331096522,2024-2025
Academic,Malayalam,5.5,0.10129291643768258,2024-2025
Academic,Malayalam,6,0.19769762531455182,2024-2025
Academic,Malayalam,6.5,0.22370057559367137,2024-2025
Academic,Malayalam,7,0.18893356087120008,2024-2025
Academic,Malayalam,7.5,0.1475718045873948,2024-2025
Academic,Malayalam,8,0.08338877158476268,2024-2025
Academic,Malayalam,8.5,0.019292511497411277,2024-2025
Academic,Malayalam,9,2.024701356549909e-4,2024-2025
Academic,Marathi,<4,3.496259002866932e-4,2024-2025
Academic,Marathi,4,0.0010488777008600798,2024-2025
Academic,Marathi,4.5,0.003915810083210965,2024-2025
Academic,Marathi,5,0.021047479197258932,2024-2025
Academic,Marathi,5.5,0.08488916858960911,2024-2025
Academic,Marathi,6,0.17781973288581215,2024-2025
Academic,Marathi,6.5,0.22390042654359835,2024-2025
Academic,Marathi,7,0.19893713726312842,2024-2025
Academic,Marathi,7.5,0.16670162925669532,2024-2025
Academic,Marathi,8,0.10383889238514789,2024-2025
Academic,Marathi,8.5,0.017341444654219985,2024-2025
Academic,Marathi,9,2.0977554017201594e-4,2024-2025
Academic,Mongolian,<4,0.004480183802412407,2024-2025
Academic,Mongolian,4,0.010913268236645606,2024-2025
Academic,Mongolian,4.5,0.03262492820218265,2024-2025
Academic,Mongolian,5,0.07800114876507754,2024-2025
Academic,Mongolian,5.5,0.14865020103388857,2024-2025
Academic,Mongolian,6,0.18184951177484204,2024-2025
Academic,Mongolian,6.5,0.19058012636415853,2024-2025
Academic,Mongolian,7,0.16932797242963815,2024-2025
Academic,Mongolian,7.5,0.12280298678920161,2024-2025
Academic,Mongolian,8,0.05307294658242389,2024-2025
Academic,Mongolian,8.5,0.007581849511774842,2024-2025
Academic,Mongolian,9,1.1487650775416428e-4,2024-2025
Academic,Nepali,<4,0.0013713437555458756,2024-2025
Academic,Nepali,4,0.00451736766532759,2024-2025
Academic,Nepali,4.5,0.01819853830889115,2024-2025
Academic,Nepali,5,0.07405256279947728,2024-2025
Academic,Nepali,5.5,0.18879370149879804,2024-2025
Academic,Nepali,6,0.2571188874368779,2024-2025
Academic,Nepali,6.5,0.21288095122856265,2024-2025
Academic,Nepali,7,0.13782811416033428,2024-2025
Academic,Nepali,7.5,0.07352015875320653,2024-2025
Academic,Nepali,8,0.028733685042672992,2024-2025
Academic,Nepali,8.5,0.002920155526515335,2024-2025
Academic,Nepali,9,6.453382379039414e-5,2024-2025
Academic,Other,<4,0.00657583338968152,2024-2025
Academic,Other,4,0.013827845019947257,2024-2025
Academic,Other,4.5,0.03500912840624789,2024-2025
Academic,Other,5,0.07121847318953275,2024-2025
Academic,Other,5.5,0.13488065454053688,2024-2025
Academic,Other,6,0.1910879707891,2024-2025
Academic,Other,6.5,0.18403881263100952,2024-2025
Academic,Other,7,0.15949354249780243,2024-2025
Academic,Other,7.5,0.12069781594428292,2024-2025
Academic,Other,8,0.06599499628101968,2024-2025
Academic,Other,8.5,0.016735411454459396,2024-2025
Academic,Other,9,4.395158563797418e-4,2024-2025
Academic,Portuguese,<4,0.0031799476243920695,2024-2025
Academic,Portuguese,4,0.005331088664421998,2024-2025
Academic,Portuguese,4.5,0.013655069210624768,2024-2025
Academic,Portuguese,5,0.033857089412644974,2024-2025
Academic,Portuguese,5.5,0.06705948372615039,2024-2025
Academic,Portuguese,6,0.11700336700336701,2024-2025
Academic,Portuguese,6.5,0.15778151889263003,2024-2025
Academic,Portuguese,7,0.17648709315375985,2024-2025
Academic,Portuguese,7.5,0.21202768424990648,2024-2025
Academic,Portuguese,8,0.16853722409277969,2024-2025
Academic,Portuguese,8.5,0.04414515525626637,2024-2025
Academic,Portuguese,9,9.352787130564909e-4,2024-2025
Academic,Punjabi,<4,0.002219795563989187,2024-2025
Academic,Punjabi,4,0.005137752636007232,2024-2025
Academic,Punjabi,4.5,0.01475089955425073,2024-2025
Academic,Punjabi,5,0.06104437800970265,2024-2025
Academic,Punjabi,5.5,0.20132113639211613,2024-2025
Academic,Punjabi,6,0.2946778611195646,2024-2025
Academic,Punjabi,6.5,0.21788009523639032,2024-2025
Academic,Punjabi,7,0.11979735414690033,2024-2025
Academic,Punjabi,7.5,0.06127709851237894,2024-2025
Academic,Punjabi,8,0.019691734841839566,2024-2025
Academic,Punjabi,8.5,0.002183992409731297,2024-2025
Academic,Punjabi,9,1.790157712894506e-5,2024-2025
Academic,Russian,<4,0.0024834684779031146,2024-2025
Academic,Russian,4,0.00607402531342569,2024-2025
Academic,Russian,4.5,0.019777983902336854,2024-2025
Academic,Russian,5,0.05505520481134615,2024-2025
Academic,Russian,5.5,0.1169923102241106,2024-2025
Academic,Russian,6,0.1680979025163819,2024-2025
Academic,Russian,6.5,0.18246012985847224,2024-2025
Academic,Russian,7,0.17399239998803145,2024-2025
Academic,Russian,7.5,0.15591993058256784,2024-2025
Academic,Russian,8,0.09799228030280363,2024-2025
Academic,Russian,8.5,0.02061578049729212,2024-2025
Academic,Russian,9,5.385835253283863e-4,2024-2025
Academic,Sinhalese,<4,8.626097867001256e-4,2024-2025
Academic,Sinhalese,4,0.0039993726474278546,2024-2025
Academic,Sinhalese,4.5,0.016468005018820578,2024-2025
Academic,Sinhalese,5,0.05301129234629862,2024-2025
Academic,Sinhalese,5.5,0.1378607277289837,2024-2025
Academic,Sinhalese,6,0.2132214554579674,2024-2025
Academic,Sinhalese,6.5,0.2072616060225847,2024-2025
Academic,Sinhalese,7,0.1586417816813049,2024-2025
Academic,Sinhalese,7.5,0.12147114178168131,2024-2025
Academic,Sinhalese,8,0.07136135508155583,2024-2025
Academic,Sinhalese,8.5,0.015683814303638646,2024-2025
Academic,Sinhalese,9,1.5683814303638646e-4,2024-2025
Academic,Spanish,<4,0.005857621994425811,2024-2025
Academic,Spanish,4,0.007416505267135907,2024-2025
Academic,Spanish,4.5,0.01563607161415277,2024-2025
Academic,Spanish,5,0.04164107893618026,2024-2025
Academic,Spanish,5.5,0.09405262412017573,2024-2025
Academic,Spanish,6,0.14967641362369505,2024-2025
Academic,Spanish,6.5,0.1814681846095706,2024-2025
Academic,Spanish,7,0.1819169540365629,2024-2025
Academic,Spanish,7.5,0.17653172091265532,2024-2025
Academic,Spanish,8,0.11873494260475224,2024-2025
Academic,Spanish,8.5,0.02671359062780481,2024-2025
Academic,Spanish,9,3.5429165288865797e-4,2024-2025
Academic,Swahili,<4,2.54474510136568e-4,2024-2025
Academic,Swahili,4,0.0011027228772584614,2024-2025
Academic,Swahili,4.5,0.0044957163457460345,2024-2025
Academic,Swahili,5,0.024768852319959286,2024-2025
Academic,Swahili,5.5,0.08703028246670624,2024-2025
Academic,Swahili,6,0.1927220290100942,2024-2025
Academic,Swahili,6.5,0.2593095258291628,2024-2025
Academic,Swahili,7,0.23055390618373062,2024-2025
Academic,Swahili,7.5,0.1360590380863517,2024-2025
Academic,Swahili,8,0.05623886674018153,2024-2025
Academic,Swahili,8.5,0.007294935957248283,2024-2025
Academic,Swahili,9,1.6964967342437867e-4,2024-2025
Academic,Tagalog,<4,0.0014131778837661192,2024-2025
Academic,Tagalog,4,0.003532944709415298,2024-2025
Academic,Tagalog,4.5,0.007772478360713655,2024-2025
Academic,Tagalog,5,0.02384737678855326,2024-2025
Academic,Tagalog,5.5,0.07790143084260731,2024-2025
Academic,Tagalog,6,0.169051404345522,2024-2025
Academic,Tagalog,6.5,0.22575516693163752,2024-2025
Academic,Tagalog,7,0.24165341812400637,2024-2025
Academic,Tagalog,7.5,0.15332980038862393,2024-2025
Academic,Tagalog,8,0.08143437555202261,2024-2025
Academic,Tagalog,8.5,0.014131778837661192,2024-2025
Academic,Tagalog,9,1.766472354707649e-4,2024-2025
Academic,Tamil,<4,0.001001351824963701,2024-2025
Academic,Tamil,4,0.0029039202923947325,2024-2025
Academic,Tamil,4.5,0.011465478395834377,2024-2025
Academic,Tamil,5,0.04325839883843188,2024-2025
Academic,Tamil,5.5,0.11215140439593452,2024-2025
Academic,Tamil,6,0.19371151053922794,2024-2025
Academic,Tamil,6.5,0.20437590747509138,2024-2025
Academic,Tamil,7,0.17168177039002652,2024-2025
Academic,Tamil,7.5,0.14038952585991088,2024-2025
Academic,Tamil,8,0.09482801782406249,2024-2025
Academic,Tamil,8.5,0.0237821058428879,2024-2025
Academic,Tamil,9,4.506083212336654e-4,2024-2025
Academic,Telugu,<4,4.052028040034037e-4,2024-2025
Academic,Telugu,4,0.0017828923376149762,2024-2025
Academic,Telugu,4.5,0.009643826735281007,2024-2025
Academic,Telugu,5,0.04708456582519551,2024-2025
Academic,Telugu,5.5,0.1545848697272985,2024-2025
Academic,Telugu,6,0.23902913408160786,2024-2025
Academic,Telugu,6.5,0.22391506949228088,2024-2025
Academic,Telugu,7,0.16054135094614852,2024-2025
Academic,Telugu,7.5,0.10186798492645568,2024-2025
Academic,Telugu,8,0.05206856031443738,2024-2025
Academic,Telugu,8.5,0.008995502248875561,2024-2025
Academic,Telugu,9,8.104056080068074e-5,2024-2025
Academic,Thai,<4,0.007613187905907212,2024-2025
Academic,Thai,4,0.013392995867126565,2024-2025
Academic,Thai,4.5,0.03651222771200398,2024-2025
Academic,Thai,5,0.09371989683353531,2024-2025
Academic,Thai,5.5,0.17581802927193063,2024-2025
Academic,Thai,6,0.20857027438550696,2024-2025
Academic,Thai,6.5,0.17612877163543705,2024-2025
Academic,Thai,7,0.13178583636307137,2024-2025
Academic,Thai,7.5,0.09763525061371617,2024-2025
Academic,Thai,8,0.04804076939809204,2024-2025
Academic,Thai,8.5,0.010658463068270096,2024-2025
Academic,Thai,9,1.2429694540256673e-4,2024-2025
Academic,Turkish,<4,0.0040366884823006734,2024-2025
Academic,Turkish,4,0.009840921033774423,2024-2025
Academic,Turkish,4.5,0.028949505565375244,2024-2025
Academic,Turkish,5,0.06690393159126737,2024-2025
Academic,Turkish,5.5,0.13433334925715376,2024-2025
Academic,Turkish,6,0.1818898390101753,2024-2025
Academic,Turkish,6.5,0.1835857258873549,2024-2025
Academic,Turkish,7,0.16087039602541442,2024-2025
Academic,Turkish,7.5,0.13808340897148041,2024-2025
Academic,Turkish,8,0.07748531027564133,2024-2025
Academic,Turkish,8.5,0.0139970381693976,2024-2025
Academic,Turkish,9,2.3885730664501026e-5,2024-2025
Academic,Ukrainian,<4,0.0014921946740128558,2024-2025
Academic,Ukrainian,4,0.0039026629935720843,2024-2025
Academic,Ukrainian,4.5,0.01618457300275482,2024-2025
Academic,Ukrainian,5,0.051423324150596875,2024-2025
Academic,Ukrainian,5.5,0.11179981634527088,2024-2025
Academic,Ukrainian,6,0.1819329660238751,2024-2025
Academic,Ukrainian,6.5,0.18468778696051424,2024-2025
Academic,Ukrainian,7,0.18709825528007343,2024-2025
Academic,Ukrainian,7.5,0.15404040404040403,2024-2025
Academic,Ukrainian,8,0.09171258034894399,2024-2025
Academic,Ukrainian,8.5,0.015725436179981633,2024-2025
Academic,Ukrainian,9,0,2024-2025
Academic,Urdu,<4,0.0035724645425260684,2024-2025
Academic,Urdu,4,0.008839559701378605,2024-2025
Academic,Urdu,4.5,0.02193859635730752,2024-2025
Academic,Urdu,5,0.05718996656539595,2024-2025
Academic,Urdu,5.5,0.1401657989954352,2024-2025
Academic,Urdu,6,0.21630204119021085,2024-2025
Academic,Urdu,6.5,0.19770690523808798,2024-2025
Academic,Urdu,7,0.15576861421963023,2024-2025
Academic,Urdu,7.5,0.11244103143463459,2024-2025
Academic,Urdu,8,0.06925085113204378,2024-2025
Academic,Urdu,8.5,0.01665623425596556,2024-2025
Academic,Urdu,9,1.6793636738370407e-4,2024-2025
Academic,Uzbek,<4,0.006950255067613161,2024-2025
Academic,Uzbek,4,0.016032821398688224,2024-2025
Academic,Uzbek,4.5,0.04638451780075036,2024-2025
Academic,Uzbek,5,0.11403816567248778,2024-2025
Academic,Uzbek,5.5,0.20167885772895355,2024-2025
Academic,Uzbek,6,0.21625414990957922,2024-2025
Academic,Uzbek,6.5,0.17899268536262788,2024-2025
Academic,Uzbek,7,0.12494264352614107,2024-2025
Academic,Uzbek,7.5,0.06596669275823909,2024-2025
Academic,Uzbek,8,0.023563389025344814,2024-2025
Academic,Uzbek,8.5,0.004993387135955087,2024-2025
Academic,Uzbek,9,2.024346136198008e-4,2024-2025
Academic,Vietnamese,<4,0.005687104300156968,2024-2025
Academic,Vietnamese,4,0.012877092706479576,2024-2025
Academic,Vietnamese,4.5,0.03479057429257098,2024-2025
Academic,Vietnamese,5,0.09069309198127834,2024-2025
Academic,Vietnamese,5.5,0.17463990419710204,2024-2025
Academic,Vietnamese,6,0.2149410535456137,2024-2025
Academic,Vietnamese,6.5,0.18505035854520815,2024-2025
Academic,Vietnamese,7,0.13960600581115187,2024-2025
Academic,Vietnamese,7.5,0.09358912579855627,2024-2025
Academic,Vietnamese,8,0.04079256859592456,2024-2025
Academic,Vietnamese,8.5,0.007147048860432163,2024-2025
Academic,Vietnamese,9,1.8607136552526994e-4,2024-2025
General_Training,Afrikaans,<4,0.006302521008403362,2024-2025
General_Training,Afrikaans,4,0.0075630252100840345,2024-2025
General_Training,Afrikaans,4.5,0.015126050420168069,2024-2025
General_Training,Afrikaans,5,0.034453781512605045,2024-2025
General_Training,Afrikaans,5.5,0.08655462184873951,2024-2025
General_Training,Afrikaans,6,0.14747899159663866,2024-2025
General_Training,Afrikaans,6.5,0.17899159663865546,2024-2025
General_Training,Afrikaans,7,0.1689075630252101,2024-2025
General_Training,Afrikaans,7.5,0.1512605042016807,2024-2025
General_Training,Afrikaans,8,0.13067226890756303,2024-2025
General_Training,Afrikaans,8.5,0.06722689075630253,2024-2025
General_Training,Afrikaans,9,0.00546218487394958,2024-2025
General_Training,Akan,<4,0.007412398921832883,2024-2025
General_Training,Akan,4,0.023584905660377357,2024-2025
General_Training,Akan,4.5,0.05154986522911051,2024-2025
General_Training,Akan,5,0.11287061994609164,2024-2025
General_Training,Akan,5.5,0.1923854447439353,2024-2025
General_Training,Akan,6,0.20855795148247977,2024-2025
General_Training,Akan,6.5,0.18059299191374664,2024-2025
General_Training,Akan,7,0.12297843665768193,2024-2025
General_Training,Akan,7.5,0.06334231805929919,2024-2025
General_Training,Akan,8,0.030660377358490566,2024-2025
General_Training,Akan,8.5,0.006064690026954177,2024-2025
General_Training,Akan,9,0,2024-2025
General_Training,Arabic,<4,0.064810126582278485,2024-2025
General_Training,Arabic,4,0.05726582278481013,2024-2025
General_Training,Arabic,4.5,0.08283544303797469,2024-2025
General_Training,Arabic,5,0.11458227848101267,2024-2025
General_Training,Arabic,5.5,0.14329113924050632,2024-2025
General_Training,Arabic,6,0.1448607594936709,2024-2025
General_Training,Arabic,6.5,0.12860759493670887,2024-2025
General_Training,Arabic,7,0.1029873417721519,2024-2025
General_Training,Arabic,7.5,0.08293670886075949,2024-2025
