name,char,line,direction,type,pri_type,domain,sub_domain,nv_resp,interaction,char_type,is_fed,error,value_id
111,Picard,Turbolift Control  do you read? This is the captain. Engineering  this is the bridge. Security -- this is the Captain. Computer? (waits) Computer on! Captain's log... Damn... I can't even make a log entry.,The SOUND is wrong  indicating that:,Command,Command,Communications,NA,FALSE,Computer? (waits) Computer on!,Person,TRUE,FALSE,85
113,Computer Voice,Planet and city?,,Response,Clarification,Entertainment,Holodeck,FALSE,Planet and city?,Computer,TRUE,FALSE,14
113,Computer Voice,Planet and city?,,Clarification,Clarification,Entertainment,Holodeck,FALSE,Planet and city?,Computer,TRUE,FALSE,14
113,Picard,Earth... United States... San Francisco  California.,,Statement,Statement,Entertainment,Holodeck,FALSE,Earth... United States... San Francisco  California.,Person,TRUE,FALSE,15
113,Computer Voice,Time period?,,Response,Clarification,Entertainment,Holodeck,FALSE,Time period?,Computer,TRUE,FALSE,16
113,Computer Voice,Time period?,,Clarification,Clarification,Entertainment,Holodeck,FALSE,Time period?,Computer,TRUE,FALSE,16
113,Picard,(pondering it) 1941  A.D.,,Statement,Statement,Entertainment,Holodeck,FALSE,1941  A.D.,Person,TRUE,FALSE,17
113,Computer Voice,File or access code.,,Response,Clarification,Entertainment,Holodeck,FALSE,File or access code.,Computer,TRUE,FALSE,18
113,Computer Voice,File or access code.,,Clarification,Clarification,Entertainment,Holodeck,FALSE,File or access code.,Computer,TRUE,FALSE,18
113,Picard,File Dixon Hill  private detective.,,Statement,Statement,Entertainment,Holodeck,FALSE,File Dixon Hill  private detective.,Person,TRUE,FALSE,19
113,Computer Voice,(a beat) Enter when ready.,Picard steps through doors. ... and comes out in a darkly lit hallway  circa 1941. At the end of the hall is a wooden door with a glass window. The letters on the pane read 'DIXON HILL  PRIVATE INVESTIGATOR.' Picard is pleased. He opens the door... Hill's SECRETARY  a plain blond with a bubbly personality  is just on her way to lunch. She looks Picard up and down with bemusement...,Response,Response,Entertainment,Holodeck,FALSE,Enter when ready.,Computer,TRUE,FALSE,20
113,Picard,Memory: save current setting.,,Command,Command,Entertainment,Holodeck,FALSE,Memory: save current setting.,Person,TRUE,FALSE,44
113,Computer Voice,(after slight pause) Current setting saved.,,Response,Response,Entertainment,Holodeck,FALSE,Current setting saved.,Computer,TRUE,FALSE,45
113,Picard,Holodeck OFF.,heading toward the rendezvous... The officers are gathered around the table...,Statement,Statement,Entertainment,Holodeck,TRUE,Holodeck OFF.,Person,TRUE,FALSE,46
113,Data,Computer: request all biographical information on fictional character Dixon Hill.,The computer briefly HUMS and CLICKS  searching its files.,Wake Word,Command,InfoSeek,NA,FALSE,Computer: request all biographical information on fictional character Dixon Hill.,Person,TRUE,FALSE,78
113,Data,Computer: request all biographical information on fictional character Dixon Hill.,The computer briefly HUMS and CLICKS  searching its files.,Command,Command,InfoSeek,NA,FALSE,Computer: request all biographical information on fictional character Dixon Hill.,Person,TRUE,FALSE,78
113,Computer Voice,Working...... Character first appeared in pulp magazine  'Amazing Detective Stories ' copyright 1934  A.D. (pause) Second appearance in novel 'The Long Dark Tunnel ' circa 1936.,,Progress,Response,InfoSeek,NA,FALSE,Working...... Character first appeared in pulp magazine  'Amazing Detective Stories ' copyright 1934  A.D. (pause) Second appearance in novel 'The Long Dark Tunnel ' circa 1936.,Computer,TRUE,FALSE,79
113,Computer Voice,Working...... Character first appeared in pulp magazine  'Amazing Detective Stories ' copyright 1934  A.D. (pause) Second appearance in novel 'The Long Dark Tunnel ' circa 1936.,,Response,Response,InfoSeek,NA,FALSE,Working...... Character first appeared in pulp magazine  'Amazing Detective Stories ' copyright 1934  A.D. (pause) Second appearance in novel 'The Long Dark Tunnel ' circa 1936.,Computer,TRUE,FALSE,79
113,Data,Request complete text of all stories involving said character.,as the computer springs to life.,Command,Command,InfoSeek,NA,TRUE,Request complete text of all stories involving said character.,Person,TRUE,FALSE,80
113,Data,Increase speed.,The REFLECTED COMPUTER LETTERS DANCE ACROSS HIS FACE like a horde of green ants. Data's eyes race back and forth  reading the text at an incredible rate. The great ship cruises on toward the Jaradan rendezvous.,Command,Command,InfoSeek,NA,TRUE,Increase speed.,Person,TRUE,FALSE,81
113,Picard,(to computer) Exit! Computer! Exit! We'll try the other exit.,Data dashes to the other exit. At the non-existent exit.,Statement,Statement,Entertainment,Holodeck,FALSE,Exit! Computer! Exit!,Person,TRUE,FALSE,218
113,Picard,(to computer) Exit! Computer! Exit! We'll try the other exit.,Data dashes to the other exit. At the non-existent exit.,Wake Word,Statement,Entertainment,Holodeck,FALSE,Exit! Computer! Exit!,Person,TRUE,FALSE,218
113,Picard,(to computer) Exit! Computer! Exit! We'll try the other exit.,Data dashes to the other exit. At the non-existent exit.,Statement,Statement,Entertainment,Holodeck,FALSE,Exit! Computer! Exit!,Person,TRUE,FALSE,218
113,Data,Computer! Identify exit!,Nothing happens. Data turns and sprints back to the others. Data REJOINS the group.,Wake Word,Command,Entertainment,Holodeck,FALSE,Computer! Identify exit!,Person,TRUE,FALSE,219
113,Data,Computer! Identify exit!,Nothing happens. Data turns and sprints back to the others. Data REJOINS the group.,Command,Command,Entertainment,Holodeck,FALSE,Computer! Identify exit!,Person,TRUE,FALSE,219
113,Picard,Computer  this is the captain! Identify exit!,He walks along the wall  pounding it angrily  hunting for the exit.,Wake Word,Command,Entertainment,Access,FALSE,Computer  this is the captain! Identify exit!,Person,TRUE,FALSE,222
113,Picard,Computer  this is the captain! Identify exit!,He walks along the wall  pounding it angrily  hunting for the exit.,Wake Word,Command,Entertainment,Holodeck,FALSE,Computer  this is the captain! Identify exit!,Person,TRUE,FALSE,222
113,Picard,Computer  this is the captain! Identify exit!,He walks along the wall  pounding it angrily  hunting for the exit.,Password,Command,Entertainment,Access,FALSE,Computer  this is the captain! Identify exit!,Person,TRUE,FALSE,222
113,Picard,Computer  this is the captain! Identify exit!,He walks along the wall  pounding it angrily  hunting for the exit.,Password,Command,Entertainment,Holodeck,FALSE,Computer  this is the captain! Identify exit!,Person,TRUE,FALSE,222
113,Picard,Computer  this is the captain! Identify exit!,He walks along the wall  pounding it angrily  hunting for the exit.,Command,Command,Entertainment,Access,FALSE,Computer  this is the captain! Identify exit!,Person,TRUE,FALSE,222
113,Picard,Computer  this is the captain! Identify exit!,He walks along the wall  pounding it angrily  hunting for the exit.,Command,Command,Entertainment,Holodeck,FALSE,Computer  this is the captain! Identify exit!,Person,TRUE,FALSE,222
114,Data,My quarters.,At which  the turbolift HUMS into life and powers downward.,Statement,Statement,IoT,Turbolift,TRUE,My quarters.,Person,TRUE,FALSE,168
116,Picard,Bridge. (then:) And you  Number One? You've earned a good rest. What are you going to do with it?,Riker smiles. The turbolift doors OPEN.,Statement,Statement,IoT,Turbolift,TRUE,Bridge.,Person,TRUE,FALSE,37
116,Riker,Computer -- There's a power reduction in section L-Ninety Four. Explain.,,Wake Word,Command,InfoSeek,NA,FALSE,Computer -- There's a power reduction in section L-Ninety Four. Explain.,Person,TRUE,FALSE,69
116,Riker,Computer -- There's a power reduction in section L-Ninety Four. Explain.,,Statement,Command,InfoSeek,NA,FALSE,Computer -- There's a power reduction in section L-Ninety Four. Explain.,Person,TRUE,FALSE,69
116,Riker,Computer -- There's a power reduction in section L-Ninety Four. Explain.,,Command,Command,InfoSeek,NA,FALSE,Computer -- There's a power reduction in section L-Ninety Four. Explain.,Person,TRUE,FALSE,69
116,Computer,Unoccupied sections are being closed down in order to clear space in the main computer banks. It's necessary to facilitate the system upgrade. Full power can be restored if needed.,Riker is satisfied. He MOVES OFF. Its design and form is to be determined  the artist is Lieutenant Commander Data.,Response,Response,InfoSeek,NA,FALSE,Unoccupied sections are being closed down in order to clear space in the main computer banks. It's necessary to facilitate the system upgrade. Full power can be restored if needed.,Computer,TRUE,FALSE,70
116,Riker,Computer - I need a place to play some music - a little atmosphere.,,Wake Word,Statement,Entertainment,Holodeck,FALSE,Computer - I need a place to play some music - a little atmosphere.,Person,TRUE,FALSE,99
116,Riker,Computer - I need a place to play some music - a little atmosphere.,,Wake Word,Statement,Entertainment,Music,FALSE,Computer - I need a place to play some music - a little atmosphere.,Person,TRUE,FALSE,99
116,Riker,Computer - I need a place to play some music - a little atmosphere.,,Statement,Statement,Entertainment,Holodeck,FALSE,Computer - I need a place to play some music - a little atmosphere.,Person,TRUE,FALSE,99
116,Riker,Computer - I need a place to play some music - a little atmosphere.,,Statement,Statement,Entertainment,Music,FALSE,Computer - I need a place to play some music - a little atmosphere.,Person,TRUE,FALSE,99
116,Riker,Computer - I need a place to play some music - a little atmosphere.,,Conversation,Statement,Entertainment,Holodeck,FALSE,Computer - I need a place to play some music - a little atmosphere.,Person,TRUE,FALSE,99
116,Riker,Computer - I need a place to play some music - a little atmosphere.,,Conversation,Statement,Entertainment,Music,FALSE,Computer - I need a place to play some music - a little atmosphere.,Person,TRUE,FALSE,99
116,Computer,Specify.,,Response,Clarification,Entertainment,Holodeck,FALSE,Specify.,Computer,TRUE,FALSE,100
116,Computer,Specify.,,Response,Clarification,Entertainment,Music,FALSE,Specify.,Computer,TRUE,FALSE,100
116,Computer,Specify.,,Clarification,Clarification,Entertainment,Holodeck,FALSE,Specify.,Computer,TRUE,FALSE,100
116,Computer,Specify.,,Clarification,Clarification,Entertainment,Music,FALSE,Specify.,Computer,TRUE,FALSE,100
116,Riker,Jazz.,,Statement,Statement,Entertainment,Holodeck,FALSE,Jazz.,Person,TRUE,FALSE,101
116,Riker,Jazz.,,Statement,Statement,Entertainment,Music,FALSE,Jazz.,Person,TRUE,FALSE,101
116,Computer,Era?,,Response,Clarification,Entertainment,Holodeck,FALSE,Era?,Computer,TRUE,FALSE,102
116,Computer,Era?,,Response,Clarification,Entertainment,Music,FALSE,Era?,Computer,TRUE,FALSE,102
116,Computer,Era?,,Clarification,Clarification,Entertainment,Holodeck,FALSE,Era?,Computer,TRUE,FALSE,102
116,Computer,Era?,,Clarification,Clarification,Entertainment,Music,FALSE,Era?,Computer,TRUE,FALSE,102
116,Riker,(pauses) Circa 1958.,,Statement,Statement,Entertainment,Holodeck,FALSE,Circa 1958.,Person,TRUE,FALSE,103
116,Riker,(pauses) Circa 1958.,,Statement,Statement,Entertainment,Music,FALSE,Circa 1958.,Person,TRUE,FALSE,103
116,Computer,Location.,,Response,Clarification,Entertainment,Holodeck,FALSE,Location.,Computer,TRUE,FALSE,104
116,Computer,Location.,,Response,Clarification,Entertainment,Music,FALSE,Location.,Computer,TRUE,FALSE,104
116,Computer,Location.,,Clarification,Clarification,Entertainment,Holodeck,FALSE,Location.,Computer,TRUE,FALSE,104
116,Computer,Location.,,Clarification,Clarification,Entertainment,Music,FALSE,Location.,Computer,TRUE,FALSE,104
116,Riker,Kansas City. No  wait. New Orleans. Yeah. New Orleans -- the Low Note. 'Round midnight.,Pause.,Statement,Statement,Entertainment,Holodeck,FALSE,Kansas City. No  wait. New Orleans. Yeah. New Orleans -- the Low Note. 'Round midnight.,Person,TRUE,FALSE,105
116,Riker,Kansas City. No  wait. New Orleans. Yeah. New Orleans -- the Low Note. 'Round midnight.,Pause.,Statement,Statement,Entertainment,Music,FALSE,Kansas City. No  wait. New Orleans. Yeah. New Orleans -- the Low Note. 'Round midnight.,Person,TRUE,FALSE,105
116,Riker,Kansas City. No  wait. New Orleans. Yeah. New Orleans -- the Low Note. 'Round midnight.,Pause.,Conversation,Statement,Entertainment,Holodeck,FALSE,Kansas City. No  wait. New Orleans. Yeah. New Orleans -- the Low Note. 'Round midnight.,Person,TRUE,FALSE,105
116,Riker,Kansas City. No  wait. New Orleans. Yeah. New Orleans -- the Low Note. 'Round midnight.,Pause.,Conversation,Statement,Entertainment,Music,FALSE,Kansas City. No  wait. New Orleans. Yeah. New Orleans -- the Low Note. 'Round midnight.,Person,TRUE,FALSE,105
116,Computer,Program complete. Enter when ready.,Riker steps to the entrance. The doors OPEN. Before him is a -- -- JAZZ CLUB -- blue light -- dusty -- low ceiling -- small tables crowded together -- a worn little bandstand lit by pencil spots. Riker's impressed.,Response,Response,Entertainment,Holodeck,FALSE,Program complete. Enter when ready.,Computer,TRUE,FALSE,106
116,Computer,Program complete. Enter when ready.,Riker steps to the entrance. The doors OPEN. Before him is a -- -- JAZZ CLUB -- blue light -- dusty -- low ceiling -- small tables crowded together -- a worn little bandstand lit by pencil spots. Riker's impressed.,Response,Response,Entertainment,Music,FALSE,Program complete. Enter when ready.,Computer,TRUE,FALSE,106
116,Riker,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,The girl CHANGES to a redhead -- not the same girl with red hair  but a different girl  with beautiful green eyes and a low cut shimmering dress. Absolutely stunning.,Wake Word,Statement,Entertainment,Holodeck,TRUE,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,Person,TRUE,FALSE,107
116,Riker,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,The girl CHANGES to a redhead -- not the same girl with red hair  but a different girl  with beautiful green eyes and a low cut shimmering dress. Absolutely stunning.,Wake Word,Statement,Entertainment,Music,TRUE,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,Person,TRUE,FALSE,107
116,Riker,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,The girl CHANGES to a redhead -- not the same girl with red hair  but a different girl  with beautiful green eyes and a low cut shimmering dress. Absolutely stunning.,Statement,Statement,Entertainment,Holodeck,TRUE,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,Person,TRUE,FALSE,107
116,Riker,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,The girl CHANGES to a redhead -- not the same girl with red hair  but a different girl  with beautiful green eyes and a low cut shimmering dress. Absolutely stunning.,Statement,Statement,Entertainment,Music,TRUE,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,Person,TRUE,FALSE,107
116,Riker,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,The girl CHANGES to a redhead -- not the same girl with red hair  but a different girl  with beautiful green eyes and a low cut shimmering dress. Absolutely stunning.,Conversation,Statement,Entertainment,Holodeck,TRUE,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,Person,TRUE,FALSE,107
116,Riker,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,The girl CHANGES to a redhead -- not the same girl with red hair  but a different girl  with beautiful green eyes and a low cut shimmering dress. Absolutely stunning.,Conversation,Statement,Entertainment,Music,TRUE,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,Person,TRUE,FALSE,107
116,Riker,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,The girl CHANGES to a redhead -- not the same girl with red hair  but a different girl  with beautiful green eyes and a low cut shimmering dress. Absolutely stunning.,Wake Word,Statement,Entertainment,Holodeck,TRUE,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,Person,TRUE,FALSE,107
116,Riker,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,The girl CHANGES to a redhead -- not the same girl with red hair  but a different girl  with beautiful green eyes and a low cut shimmering dress. Absolutely stunning.,Wake Word,Statement,Entertainment,Music,TRUE,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,Person,TRUE,FALSE,107
116,Riker,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,The girl CHANGES to a redhead -- not the same girl with red hair  but a different girl  with beautiful green eyes and a low cut shimmering dress. Absolutely stunning.,Comment,Statement,Entertainment,Holodeck,TRUE,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,Person,TRUE,FALSE,107
116,Riker,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,The girl CHANGES to a redhead -- not the same girl with red hair  but a different girl  with beautiful green eyes and a low cut shimmering dress. Absolutely stunning.,Comment,Statement,Entertainment,Music,TRUE,Very good. Very good indeed. Now  computer -- someone to play with. A combo. Say  drums upright bass...piano. And a 'bone for me. Now -- an audience... Whoa... too many. I was thinking of something a little more personal...intimate. Great job  boys. But  computer... blondes and jazz seldom go together.,Person,TRUE,FALSE,107
