5,"t","Honey Bee Colonies: Released August 1, 2019, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
5,"t","Colonies, Maximum, Lost, Percent Lost, Added, Renovated, and Percent Renovated with Five or More Colonies – States and United States: January 1, 2018 and January-March 2018"
11,"h","","","colonies 1/","colonies","lost 2/","colonies","colonies 3/","renovated 4/"
11,"h","","","","","","","",""
11,"u","","(number)","(number)","(number)","(percent)","(number)","(number)","(percent)"
11,"d","Alabama",5500,5500,650,12,800,200,4
11,"d","Arizona",22000,22000,2500,11,430,90,"(Z)"
11,"d","Arkansas",28000,28000,6500,23,20,20,"(Z)"
11,"d","California",1140000,1580000,235000,15,83000,86000,5
11,"d","Colorado",5000,7500,320,4,-,-,-
11,"d","Connecticut",3100,3100,270,9,170,10,"(Z)"
11,"d","Florida",300000,315000,46000,15,41000,16500,5
11,"d","Georgia",120000,129000,14500,11,19500,8000,6
11,"d","Hawaii",16500,16500,390,2,660,3700,22
11,"d","Idaho",132000,145000,12500,9,4600,1100,1
11,"d","",,,,,,,
11,"d","Illinois",9000,9000,2300,26,210,80,1
11,"d","Indiana",6000,6000,710,12,440,280,5
11,"d","Iowa",7500,11500,1600,14,170,140,1
11,"d","Kansas",4500,4500,1500,33,370,110,2
11,"d","Kentucky",3700,4400,890,20,60,30,1
11,"d","Louisiana",49000,51000,3500,7,9000,16000,31
11,"d","Maine",7000,7000,470,7,10,30,"(Z)"
11,"d","Maryland",8000,8000,2300,29,30,10,"(Z)"
11,"d","Massachusetts",3800,3800,680,18,60,20,1
11,"d","Michigan",24000,33000,6500,20,-,-,-
11,"d","",,,,,,,
11,"d","Minnesota",17000,43000,2200,5,80,470,1
11,"d","Mississippi",26000,29000,2400,8,3800,1700,6
11,"d","Missouri",8500,8500,1100,13,80,60,1
11,"d","Montana",37000,68000,3500,5,1700,1900,3
11,"d","Nebraska",13500,16500,2500,15,-,-,-
11,"d","New Jersey",6000,6000,310,5,130,60,1
11,"d","New Mexico",4800,4800,170,4,-,-,-
11,"d","New York",24000,24000,3400,14,110,80,"(Z)"
11,"d","North Carolina",10500,14500,1700,12,750,890,6
11,"d","North Dakota",92000,102000,1100,1,-,1300,1
11,"d","",,,,,,,
11,"d","Ohio",10500,12500,3500,28,1700,440,4
11,"d","Oklahoma",21000,55000,50,"(Z)",20,-,-
11,"d","Oregon",89000,95000,7500,8,8000,1800,2
11,"d","Pennsylvania",15000,15000,2900,19,370,320,2
11,"d","South Carolina",12000,13000,690,5,2000,340,3
11,"d","South Dakota",18500,18500,1100,6,-,-,-
11,"d","Tennessee",6000,7000,1500,21,240,320,5
11,"d","Texas",260000,330000,17000,5,61000,35000,11
11,"d","Utah",8500,11000,1800,16,900,-,-
11,"d","Vermont",6500,6500,260,4,50,-,-
11,"d","",,,,,,,
11,"d","Virginia",5500,5500,1100,20,80,110,2
11,"d","Washington",51000,75000,7000,9,5500,2200,3
11,"d","West Virginia",5000,7000,1300,19,20,60,1
11,"d","Wisconsin",16500,17000,3700,22,580,100,1
11,"d","Wyoming",6500,9500,250,3,-,-,-
11,"d","",,,,,,,
11,"d","Other States 5/",6070,6070,590,10,70,30,"(Z)"
11,"d","",,,,,,,
11,"d","United States",2671470,"(X)",407700,15,247710,179500,7
11,"c",""
11,"f","-  Represents zero."
11,"f","(X)  Not applicable."
11,"f","(Z)  Less than half of the unit shown."
11,"f","1/ January 1 colonies plus all colonies moved into that state during the quarter."
11,"f","2/ Percent lost is the number of lost colonies divided by maximum colonies except for the United States, where percent lost is the number of lost colonies divided by the January 1 colonies."
11,"f","3/ Defined as any surviving colony that was requeened or received new honey bees through nuc or package."
11,"f","4/ Percent renovated is the number of renovated colonies divided by maximum colonies except for the United States, where percent renovated is the number of renovated colonies divided by the January 1 colonies."
11,"f","5/ Includes data for States not published in this table."
2,"t","Honey Bee Colonies: Released August 1, 2019, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
2,"t","Colony Health Stressors with Five or More Colonies – States and United States: January-March 2018"
2,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
2,"h","","","","","","",""
2,"h","","Varroa","Other pests","","","",""
2,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
2,"h","","","","","","",""
2,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
2,"d","Alabama",29.2,30.2,1.9,14.9,8.6,4.5
2,"d","Arizona",36.3,4.3,4.6,15.3,7.9,4.2
2,"d","Arkansas",21.1,9.6,1.0,23.0,4.6,13.9
2,"d","California",41.3,11.3,4.8,11.5,8.0,4.9
2,"d","Colorado",31.7,0.8,3.8,0.5,13.7,2.4
2,"d","Connecticut",14.5,0.7,-,0.8,7.7,3.5
2,"d","Florida",31.7,15.3,4.5,9.2,5.5,16.0
2,"d","Georgia",39.6,18.7,0.9,14.8,27.1,2.1
2,"d","Hawaii",83.0,84.5,0.1,-,0.1,"(Z)"
2,"d","Idaho",28.3,5.7,0.8,3.4,3.4,0.4
2,"d","",,,,,,
2,"d","Illinois",25.7,11.2,3.6,3.5,10.4,10.9
2,"d","Indiana",33.4,8.3,3.0,0.5,9.9,3.7
2,"d","Iowa",5.3,1.1,0.3,0.6,0.6,1.4
2,"d","Kansas",63.0,20.3,1.0,4.3,27.9,9.1
2,"d","Kentucky",43.0,29.6,0.9,11.0,8.0,5.9
2,"d","Louisiana",4.9,0.7,0.2,0.7,4.5,1.6
2,"d","Maine",23.6,0.6,0.2,-,5.2,7.4
2,"d","Maryland",18.2,5.6,4.4,1.5,14.3,3.1
2,"d","Massachusetts",19.6,1.1,0.8,0.8,9.6,7.4
2,"d","Michigan",21.4,3.5,0.7,7.4,12.0,5.9
2,"d","",,,,,,
2,"d","Minnesota",2.0,0.7,1.9,0.6,1.1,1.6
2,"d","Mississippi",7.0,4.8,"(Z)",0.6,2.4,34.4
2,"d","Missouri",86.0,77.8,0.3,3.5,26.5,23.9
2,"d","Montana",28.9,"(Z)","(Z)",26.1,0.1,0.1
2,"d","Nebraska",4.5,1.6,-,2.8,1.7,0.9
2,"d","New Jersey",14.9,1.9,-,0.4,3.8,0.8
2,"d","New Mexico",42.8,0.5,-,1.3,9.4,0.5
2,"d","New York",25.3,11.9,1.4,1.9,8.0,6.0
2,"d","North Carolina",29.7,10.2,0.3,0.3,13.4,8.0
2,"d","North Dakota",1.4,0.1,1.1,-,0.8,-
2,"d","",,,,,,
2,"d","Ohio",39.6,10.0,6.5,3.2,15.8,11.6
2,"d","Oklahoma",24.1,8.5,3.2,0.1,3.1,2.0
2,"d","Oregon",36.0,0.7,1.2,6.7,3.7,1.0
2,"d","Pennsylvania",34.4,5.6,3.3,9.3,5.9,9.9
2,"d","South Carolina",29.3,15.5,0.7,2.6,13.5,3.0
2,"d","South Dakota",4.4,0.1,"(Z)","(Z)",0.5,0.1
2,"d","Tennessee",29.2,20.4,2.3,3.0,13.2,19.7
2,"d","Texas",21.5,10.1,4.8,0.2,1.7,10.3
2,"d","Utah",18.7,-,0.1,-,0.1,0.5
2,"d","Vermont",17.0,1.2,0.3,0.6,2.0,0.8
2,"d","",,,,,,
2,"d","Virginia",26.0,11.3,0.3,3.9,7.7,16.3
2,"d","Washington",8.5,0.9,1.0,1.9,0.4,0.4
2,"d","West Virginia",15.0,8.0,2.0,3.4,20.8,4.9
2,"d","Wisconsin",14.1,3.7,1.2,1.5,3.6,3.7
2,"d","Wyoming",0.8,0.3,0.1,-,1.9,0.9
2,"d","",,,,,,
2,"d","Other States 4/",20.7,0.4,0.1,-,1.9,1.1
2,"d","",,,,,,
2,"d","United States",40.7,12.7,4.3,10.3,8.7,7.1
2,"c",""
2,"f","-  Represents zero."
2,"f","(Z)  Less than half of the unit shown."
2,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
2,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
2,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
2,"f","4/ Includes data for States not published in this table."
13,"t","Honey Bee Colonies: Released August 1, 2019, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
13,"t","Colony Health Stressors with Five or More Colonies – States and United States: April-June 2018"
13,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
13,"h","","","","","","",""
13,"h","","Varroa","Other pests","","","",""
13,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
13,"h","","","","","","",""
13,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
13,"d","Alabama",25.2,27.3,1.3,14.4,9.4,2.1
13,"d","Arizona",73.8,7.2,32.8,0.8,14.3,4.1
13,"d","Arkansas",30.9,12.8,0.7,2.2,17.0,13.2
13,"d","California",41.5,10.2,11.1,13.7,9.0,5.0
13,"d","Colorado",41.7,"(Z)",12.7,3.6,4.2,0.5
13,"d","Connecticut",11.1,0.9,0.4,0.8,0.8,0.4
13,"d","Florida",45.3,27.5,9.6,15.5,10.1,21.1
13,"d","Georgia",53.0,25.9,13.8,14.8,31.4,10.1
13,"d","Hawaii",88.3,91.9,0.4,-,0.8,0.2
13,"d","Idaho",51.6,3.7,3.0,18.5,4.1,4.4
13,"d","",,,,,,
13,"d","Illinois",13.7,7.8,6.7,6.6,9.9,2.4
13,"d","Indiana",78.0,3.5,0.4,4.5,1.3,1.1
13,"d","Iowa",12.7,9.3,0.9,7.9,8.4,0.3
13,"d","Kansas",42.8,31.6,1.3,24.9,2.1,1.6
13,"d","Kentucky",40.9,20.2,0.6,1.0,4.1,5.9
13,"d","Louisiana",8.1,5.9,0.2,0.8,1.2,1.3
13,"d","Maine",1.4,0.8,0.2,1.3,0.5,"(Z)"
13,"d","Maryland",11.8,3.4,0.8,0.3,4.4,0.4
13,"d","Massachusetts",6.3,1.1,1.0,1.4,2.0,2.1
13,"d","Michigan",75.4,18.6,10.8,11.7,12.7,9.8
13,"d","",,,,,,
13,"d","Minnesota",12.9,9.3,7.2,6.0,8.0,20.7
13,"d","Mississippi",44.6,26.2,-,0.2,3.5,2.2
13,"d","Missouri",11.8,13.2,0.8,1.5,8.3,2.6
13,"d","Montana",42.9,4.7,3.3,1.7,0.9,1.2
13,"d","Nebraska",5.0,1.4,1.4,4.2,9.0,5.5
13,"d","New Jersey",16.5,3.3,"(Z)",0.1,3.4,0.1
13,"d","New Mexico",0.3,0.1,0.3,-,0.2,1.0
13,"d","New York",39.6,20.0,15.0,6.6,16.7,3.7
13,"d","North Carolina",9.7,2.6,0.5,2.4,14.6,0.8
13,"d","North Dakota",34.8,7.9,4.9,4.7,4.9,4.3
13,"d","",,,,,,
13,"d","Ohio",38.8,30.7,1.7,2.7,21.6,1.5
13,"d","Oklahoma",60.2,10.9,9.6,26.7,12.4,0.1
