year,species,species_latin,how_many_counted,total_hours,how_many_counted_by_hour
1921,Northern Goshawk,Accipiter gentilis,0,8,0
1921,Northern Harrier,Circus cyaneus,0,8,0
1921,Northern Hawk Owl,Surnia ulula,0,8,0
1921,Northern Mockingbird,Mimus polyglottos,0,8,0
1921,Northern Pintail,Anas acuta,0,8,0
1921,Northern Saw-whet Owl,Aegolius acadicus,0,8,0
1921,Northern Shoveler,Anas clypeata,0,8,0
1921,Northern Shrike,Lanius excubitor,0,8,0
1921,Orange-crowned Warbler,Oreothlypis celata,0,8,0
1921,Ovenbird,Seiurus aurocapilla,0,8,0
1921,Pacific Loon,Gavia pacifica,0,8,0
1921,Palm Warbler,Setophaga palmarum,0,8,0
1921,Peregrine Falcon,Falco peregrinus,0,8,0
1921,Pied-billed Grebe,Podilymbus podiceps,0,8,0
1921,Pileated Woodpecker,Dryocopus pileatus,0,8,0
1921,Pine Grosbeak,Pinicola enucleator,0,8,0
1921,Pine Siskin,Spinus pinus,0,8,0
1921,Pine Warbler,Setophaga pinus,0,8,0
1921,Pomarine Jaeger,Stercorarius pomarinus,0,8,0
1921,Purple Finch,Haemorhous purpureus,0,8,0
1921,Purple Sandpiper,Calidris maritima,0,8,0
1921,Red-bellied Woodpecker,Melanerpes carolinus,0,8,0
1921,Red-breasted Merganser,Mergus serrator,0,8,0
1921,Red-breasted Nuthatch,Sitta canadensis,0,8,0
1921,Red-headed Woodpecker,Melanerpes erythrocephalus,0,8,0
1921,Red-necked Grebe,Podiceps grisegena,0,8,0
1921,Red-shouldered Hawk,Buteo lineatus,0,8,0
1921,Red-tailed Hawk,Buteo jamaicensis,0,8,0
1921,Red-throated Loon,Gavia stellata,0,8,0
1921,Red-winged Blackbird,Agelaius phoeniceus,0,8,0
1921,Red Crossbill,Loxia curvirostra,0,8,0
1921,Redhead,Aythya americana,0,8,0
1921,Ring-billed Gull,Larus delawarensis,0,8,0
1921,Ring-necked Duck,Aythya collaris,0,8,0
1921,Ring-necked Pheasant,Phasianus colchicus,0,8,0
1921,Rock Pigeon,Columba livia,0,8,0
1921,Rose-breasted Grosbeak,Pheucticus ludovicianus,0,8,0
1921,Rough-legged Hawk,Buteo lagopus,0,8,0
1921,Ruby-crowned Kinglet,Regulus calendula,0,8,0
1921,Ruddy Duck,Oxyura jamaicensis,0,8,0
1921,Ruddy Turnstone,Arenaria interpres,0,8,0
1921,Ruffed Grouse,Bonasa umbellus,1,8,0.125
1921,Rusty Blackbird,Euphagus carolinus,0,8,0
1921,Sandhill Crane,Grus canadensis,0,8,0
1921,Savannah Sparrow,Passerculus sandwichensis,0,8,0
1921,Sharp-shinned Hawk,Accipiter striatus,0,8,0
1921,Short-eared Owl,Asio flammeus,0,8,0
1921,Snow Bunting,Plectrophenax nivalis,0,8,0
1921,Snow Goose,Chen caerulescens,0,8,0
1921,Snowy Owl,Bubo scandiacus,0,8,0
1921,Song Sparrow,Melospiza melodia,0,8,0
1921,Spotted Sandpiper,Actitis macularius,0,8,0
1921,Surf Scoter,Melanitta perspicillata,0,8,0
1921,Swainson's Thrush,Catharus ustulatus,0,8,0
1921,Swamp Sparrow,Melospiza georgiana,0,8,0
1921,Thayer's Gull,Larus thayeri,0,8,0
1921,Thick-billed Murre,Uria lomvia,0,8,0
1921,Trumpeter Swan,Cygnus buccinator,0,8,0
1921,Tufted Duck,Aythya fuligula,0,8,0
1921,Tufted Titmouse,Baeolophus bicolor,0,8,0
1921,Tundra Swan,Cygnus columbianus,0,8,0
1921,Turkey Vulture,Cathartes aura,0,8,0
1921,Varied Thrush,Ixoreus naevius,0,8,0
1921,Vesper Sparrow,Pooecetes gramineus,0,8,0
1921,White-breasted Nuthatch,Sitta carolinensis,2,8,0.25
1921,White-crowned Sparrow,Zonotrichia leucophrys,0,8,0
1921,White-throated Sparrow,Zonotrichia albicollis,0,8,0
1921,White-winged Crossbill,Loxia leucoptera,0,8,0
1921,White-winged Scoter,Melanitta fusca,0,8,0
1921,Whooper Swan,Cygnus cygnus,0,8,0
1921,Wild Turkey,Meleagris gallopavo,0,8,0
1921,Wilson's Warbler,Cardellina pusilla,0,8,0
1921,Winter Wren,Troglodytes hiemalis,0,8,0
1921,Wood Duck,Aix sponsa,0,8,0
1921,Yellow-bellied Sapsucker,Sphyrapicus varius,0,8,0
1921,Yellow-breasted Chat,Icteria virens,0,8,0
1921,Yellow-rumped Warbler,Setophaga coronata,0,8,0
1922,American Bittern,Botaurus lentiginosus,0,NA,NA
1922,American Black Duck,Anas rubripes,0,NA,NA
1922,American Coot,Fulica americana,0,NA,NA
1922,American Crow,Corvus brachyrhynchos,0,NA,NA
1922,American Goldfinch,Spinus tristis,0,NA,NA
1922,American Kestrel,Falco sparverius,0,NA,NA
1922,American Pipit,Anthus rubescens,0,NA,NA
1922,American Robin,Turdus migratorius,2,NA,NA
1922,American Three-toed Woodpecker,Picoides dorsalis,0,NA,NA
1922,American Tree Sparrow,Spizelloides arborea,119,NA,NA
1922,American Wigeon,Anas americana,0,NA,NA
1922,American Woodcock,Scolopax minor,0,NA,NA
1922,Bald Eagle,Haliaeetus leucocephalus,0,NA,NA
1922,Baltimore Oriole,Icterus galbula,0,NA,NA
1922,Barn Owl,Tyto alba,0,NA,NA
1922,Barn Swallow,Hirundo rustica,0,NA,NA
1922,Barred Owl,Strix varia,0,NA,NA
1922,Barrow's Goldeneye,Bucephala islandica,0,NA,NA
1922,Belted Kingfisher,Megaceryle alcyon,0,NA,NA
1922,Black-and-white Warbler,Mniotilta varia,0,NA,NA
1922,Black-backed Woodpecker,Picoides arcticus,0,NA,NA
1922,Black-capped Chickadee,Poecile atricapillus,26,NA,NA
1922,Black-crowned Night-Heron,Nycticorax nycticorax,0,NA,NA
1922,Black-headed Grosbeak,Pheucticus melanocephalus,0,NA,NA
1922,Black-legged Kittiwake,Rissa tridactyla,0,NA,NA
1922,Black-throated Gray Warbler,Setophaga nigrescens,0,NA,NA
1922,Black Scoter,Melanitta americana,0,NA,NA
1922,Black Vulture,Coragyps atratus,0,NA,NA
1922,Blue-gray Gnatcatcher,Polioptila caerulea,0,NA,NA
1922,Blue-winged Teal,Anas discors,0,NA,NA
1922,Blue Jay,Cyanocitta cristata,13,NA,NA
1922,Bohemian Waxwing,Bombycilla garrulus,0,NA,NA
1922,Bonaparte's Gull,Chroicocephalus philadelphia,0,NA,NA
1922,Boreal Chickadee,Poecile hudsonicus,0,NA,NA
1922,Boreal Owl,Aegolius funereus,0,NA,NA
1922,Brant,Branta bernicla,0,NA,NA
1922,Brown-headed Cowbird,Molothrus ater,0,NA,NA
1922,Brown Creeper,Certhia americana,9,NA,NA
1922,Brown Thrasher,Toxostoma rufum,0,NA,NA
1922,Bufflehead,Bucephala albeola,0,NA,NA
1922,Cackling Goose,Branta hutchinsii,0,NA,NA
1922,Canada Goose,Branta canadensis,0,NA,NA
1922,Canvasback,Aythya valisineria,0,NA,NA
1922,Carolina Wren,Thryothorus ludovicianus,0,NA,NA
1922,Caspian Tern,Hydroprogne caspia,0,NA,NA
1922,Cedar Waxwing,Bombycilla cedrorum,12,NA,NA
1922,Chipping Sparrow,Spizella passerina,0,NA,NA
1922,Common Eider,Somateria mollissima,0,NA,NA
1922,Common Gallinule,Gallinula galeata,0,NA,NA
1922,Common Goldeneye,Bucephala clangula,0,NA,NA
1922,Common Grackle,Quiscalus quiscula,0,NA,NA
1922,Common Loon,Gavia immer,0,NA,NA
1922,Common Merganser,Mergus merganser,0,NA,NA
1922,Common Raven,Corvus corax,0,NA,NA
1922,Common Redpoll,Acanthis flammea,0,NA,NA
1922,Common Snipe,Gallinago gallinago,0,NA,NA
1922,Common Yellowthroat,Geothlypis trichas,0,NA,NA
1922,Cooper's Hawk,Accipiter cooperii,0,NA,NA
1922,Dark-eyed Junco,Junco hyemalis,0,NA,NA
1922,Double-crested Cormorant,Phalacrocorax auritus,0,NA,NA
1922,Downy Woodpecker,Picoides pubescens,23,NA,NA
1922,Dunlin,Calidris alpina,0,NA,NA
1922,Eared Grebe,Podiceps nigricollis,0,NA,NA
1922,Eastern Bluebird,Sialia sialis,0,NA,NA
1922,Eastern Meadowlark,Sturnella magna,0,NA,NA
1922,Eastern Phoebe,Sayornis phoebe,0,NA,NA
1922,Eastern Screech-Owl,Megascops asio,0,NA,NA
1922,Eastern Towhee,Pipilo erythrophthalmus,0,NA,NA
1922,European Starling,Sturnus vulgaris,0,NA,NA
1922,Evening Grosbeak,Coccothraustes vespertinus,0,NA,NA
1922,Field Sparrow,Spizella pusilla,0,NA,NA
1922,Fox Sparrow,Passerella iliaca,0,NA,NA
1922,Franklin's Gull,Leucophaeus pipixcan,0,NA,NA
1922,Gadwall,Anas strepera,0,NA,NA
1922,Glaucous Gull,Larus hyperboreus,0,NA,NA
1922,Golden-crowned Kinglet,Regulus satrapa,28,NA,NA
1922,Golden Eagle,Aquila chrysaetos,0,NA,NA
1922,Gray Catbird,Dumetella carolinensis,0,NA,NA
1922,Gray Jay,Perisoreus canadensis,0,NA,NA
1922,Gray Partridge,Perdix perdix,0,NA,NA
1922,Great Black-backed Gull,Larus marinus,0,NA,NA
1922,Great Blue Heron,Ardea herodias,0,NA,NA
1922,Great Gray Owl,Strix nebulosa,0,NA,NA
1922,Great Horned Owl,Bubo virginianus,0,NA,NA
1922,Greater Scaup,Aythya marila,0,NA,NA
1922,Greater Yellowlegs,Tringa melanoleuca,0,NA,NA
1922,Green-winged Teal,Anas crecca,0,NA,NA
1922,Gyrfalcon,Falco rusticolus,0,NA,NA
1922,Hairy Woodpecker,Picoides villosus,6,NA,NA
1922,Harlequin Duck,Histrionicus histrionicus,0,NA,NA
1922,Harris's Sparrow,Zonotrichia querula,0,NA,NA
1922,Hermit Thrush,Catharus guttatus,0,NA,NA
1922,Herring Gull,Larus argentatus,268,NA,NA
1922,Hoary Redpoll,Acanthis hornemanni,0,NA,NA
1922,Hooded Merganser,Lophodytes cucullatus,0,NA,NA
1922,Horned Grebe,Podiceps auritus,0,NA,NA
1922,Horned Lark,Eremophila alpestris,0,NA,NA
1922,House Finch,Haemorhous mexicanus,0,NA,NA
1922,House Sparrow,Passer domesticus,0,NA,NA
1922,House Wren,Troglodytes aedon,0,NA,NA
1922,Iceland Gull,Larus glaucoides,0,NA,NA
1922,Killdeer,Charadrius vociferus,0,NA,NA
1922,King Eider,Somateria spectabilis,0,NA,NA
1922,Lapland Longspur,Calcarius lapponicus,0,NA,NA
1922,Least Sandpiper,Calidris minutilla,0,NA,NA
1922,Lesser Black-backed Gull,Larus fuscus,0,NA,NA
1922,Lesser Scaup,Aythya affinis,0,NA,NA
1922,Lesser Yellowlegs,Tringa flavipes,0,NA,NA
1922,Lincoln's Sparrow,Melospiza lincolnii,0,NA,NA
1922,Little Gull,Hydrocoloeus minutus,0,NA,NA
1922,Long-eared Owl,Asio otus,0,NA,NA
1922,Long-tailed Duck,Clangula hyemalis,0,NA,NA
1922,Mallard,Anas platyrhynchos,0,NA,NA
1922,Marsh Wren,Cistothorus palustris,0,NA,NA
1922,Merlin,Falco columbarius,0,NA,NA
1922,Mourning Dove,Zenaida macroura,0,NA,NA
1922,Mute Swan,Cygnus olor,0,NA,NA
1922,Nashville Warbler,Oreothlypis ruficapilla,0,NA,NA
1922,Northern Bobwhite,Colinus virginianus,0,NA,NA
1922,Northern Cardinal,Cardinalis cardinalis,0,NA,NA
1922,Northern Flicker,Colaptes auratus,1,NA,NA
1922,Northern Gannet,Morus bassanus,0,NA,NA
1922,Northern Goshawk,Accipiter gentilis,0,NA,NA
1922,Northern Harrier,Circus cyaneus,0,NA,NA
1922,Northern Hawk Owl,Surnia ulula,0,NA,NA
1922,Northern Mockingbird,Mimus polyglottos,0,NA,NA
1922,Northern Pintail,Anas acuta,0,NA,NA
1922,Northern Saw-whet Owl,Aegolius acadicus,0,NA,NA
1922,Northern Shoveler,Anas clypeata,0,NA,NA
1922,Northern Shrike,Lanius excubitor,0,NA,NA
1922,Orange-crowned Warbler,Oreothlypis celata,0,NA,NA
1922,Ovenbird,Seiurus aurocapilla,0,NA,NA
1922,Pacific Loon,Gavia pacifica,0,NA,NA
1922,Palm Warbler,Setophaga palmarum,0,NA,NA
1922,Peregrine Falcon,Falco peregrinus,0,NA,NA
1922,Pied-billed Grebe,Podilymbus podiceps,0,NA,NA
1922,Pileated Woodpecker,Dryocopus pileatus,0,NA,NA
1922,Pine Grosbeak,Pinicola enucleator,0,NA,NA
1922,Pine Siskin,Spinus pinus,87,NA,NA
1922,Pine Warbler,Setophaga pinus,0,NA,NA
1922,Pomarine Jaeger,Stercorarius pomarinus,0,NA,NA
1922,Purple Finch,Haemorhous purpureus,20,NA,NA
1922,Purple Sandpiper,Calidris maritima,0,NA,NA
1922,Red-bellied Woodpecker,Melanerpes carolinus,0,NA,NA
1922,Red-breasted Merganser,Mergus serrator,0,NA,NA
1922,Red-breasted Nuthatch,Sitta canadensis,0,NA,NA
1922,Red-headed Woodpecker,Melanerpes erythrocephalus,0,NA,NA
1922,Red-necked Grebe,Podiceps grisegena,0,NA,NA
1922,Red-shouldered Hawk,Buteo lineatus,0,NA,NA
1922,Red-tailed Hawk,Buteo jamaicensis,0,NA,NA
1922,Red-throated Loon,Gavia stellata,0,NA,NA
1922,Red-winged Blackbird,Agelaius phoeniceus,0,NA,NA
1922,Red Crossbill,Loxia curvirostra,7,NA,NA
1922,Redhead,Aythya americana,0,NA,NA
1922,Ring-billed Gull,Larus delawarensis,0,NA,NA
1922,Ring-necked Duck,Aythya collaris,0,NA,NA
1922,Ring-necked Pheasant,Phasianus colchicus,0,NA,NA
1922,Rock Pigeon,Columba livia,0,NA,NA
1922,Rose-breasted Grosbeak,Pheucticus ludovicianus,0,NA,NA
1922,Rough-legged Hawk,Buteo lagopus,0,NA,NA
1922,Ruby-crowned Kinglet,Regulus calendula,3,NA,NA
1922,Ruddy Duck,Oxyura jamaicensis,0,NA,NA
1922,Ruddy Turnstone,Arenaria interpres,0,NA,NA
1922,Ruffed Grouse,Bonasa umbellus,0,NA,NA
1922,Rusty Blackbird,Euphagus carolinus,0,NA,NA
1922,Sandhill Crane,Grus canadensis,0,NA,NA
1922,Savannah Sparrow,Passerculus sandwichensis,0,NA,NA
1922,Sharp-shinned Hawk,Accipiter striatus,0,NA,NA
1922,Short-eared Owl,Asio flammeus,0,NA,NA
1922,Snow Bunting,Plectrophenax nivalis,2,NA,NA
1922,Snow Goose,Chen caerulescens,0,NA,NA
1922,Snowy Owl,Bubo scandiacus,0,NA,NA
1922,Song Sparrow,Melospiza melodia,0,NA,NA
1922,Spotted Sandpiper,Actitis macularius,0,NA,NA
1922,Surf Scoter,Melanitta perspicillata,0,NA,NA
1922,Swainson's Thrush,Catharus ustulatus,0,NA,NA
1922,Swamp Sparrow,Melospiza georgiana,0,NA,NA
1922,Thayer's Gull,Larus thayeri,0,NA,NA
1922,Thick-billed Murre,Uria lomvia,0,NA,NA
1922,Trumpeter Swan,Cygnus buccinator,0,NA,NA
1922,Tufted Duck,Aythya fuligula,0,NA,NA
1922,Tufted Titmouse,Baeolophus bicolor,0,NA,NA
1922,Tundra Swan,Cygnus columbianus,0,NA,NA
1922,Turkey Vulture,Cathartes aura,0,NA,NA
1922,Varied Thrush,Ixoreus naevius,0,NA,NA
1922,Vesper Sparrow,Pooecetes gramineus,0,NA,NA
1922,White-breasted Nuthatch,Sitta carolinensis,13,NA,NA
1922,White-crowned Sparrow,Zonotrichia leucophrys,0,NA,NA
1922,White-throated Sparrow,Zonotrichia albicollis,0,NA,NA
1922,White-winged Crossbill,Loxia leucoptera,0,NA,NA
1922,White-winged Scoter,Melanitta fusca,0,NA,NA
1922,Whooper Swan,Cygnus cygnus,0,NA,NA
1922,Wild Turkey,Meleagris gallopavo,0,NA,NA
1922,Wilson's Warbler,Cardellina pusilla,0,NA,NA
1922,Winter Wren,Troglodytes hiemalis,0,NA,NA
1922,Wood Duck,Aix sponsa,0,NA,NA
1922,Yellow-bellied Sapsucker,Sphyrapicus varius,0,NA,NA
1922,Yellow-breasted Chat,Icteria virens,0,NA,NA
1922,Yellow-rumped Warbler,Setophaga coronata,0,NA,NA
1924,American Bittern,Botaurus lentiginosus,0,NA,NA
1924,American Black Duck,Anas rubripes,0,NA,NA
1924,American Coot,Fulica americana,0,NA,NA
1924,American Crow,Corvus brachyrhynchos,0,NA,NA
1924,American Goldfinch,Spinus tristis,0,NA,NA
1924,American Kestrel,Falco sparverius,0,NA,NA
1924,American Pipit,Anthus rubescens,0,NA,NA
1924,American Robin,Turdus migratorius,0,NA,NA
1924,American Three-toed Woodpecker,Picoides dorsalis,0,NA,NA
1924,American Tree Sparrow,Spizelloides arborea,44,NA,NA
1924,American Wigeon,Anas americana,0,NA,NA
1924,American Woodcock,Scolopax minor,0,NA,NA
1924,Bald Eagle,Haliaeetus leucocephalus,0,NA,NA
1924,Baltimore Oriole,Icterus galbula,0,NA,NA
1924,Barn Owl,Tyto alba,0,NA,NA
1924,Barn Swallow,Hirundo rustica,0,NA,NA
1924,Barred Owl,Strix varia,0,NA,NA
1924,Barrow's Goldeneye,Bucephala islandica,0,NA,NA
1924,Belted Kingfisher,Megaceryle alcyon,0,NA,NA
1924,Black-and-white Warbler,Mniotilta varia,0,NA,NA
1924,Black-backed Woodpecker,Picoides arcticus,0,NA,NA
1924,Black-capped Chickadee,Poecile atricapillus,0,NA,NA
1924,Black-crowned Night-Heron,Nycticorax nycticorax,0,NA,NA
1924,Black-headed Grosbeak,Pheucticus melanocephalus,0,NA,NA
1924,Black-legged Kittiwake,Rissa tridactyla,0,NA,NA
1924,Black-throated Gray Warbler,Setophaga nigrescens,0,NA,NA
1924,Black Scoter,Melanitta americana,0,NA,NA
1924,Black Vulture,Coragyps atratus,0,NA,NA
1924,Blue-gray Gnatcatcher,Polioptila caerulea,0,NA,NA
1924,Blue-winged Teal,Anas discors,0,NA,NA
1924,Blue Jay,Cyanocitta cristata,2,NA,NA
1924,Bohemian Waxwing,Bombycilla garrulus,0,NA,NA
1924,Bonaparte's Gull,Chroicocephalus philadelphia,0,NA,NA
1924,Boreal Chickadee,Poecile hudsonicus,0,NA,NA
1924,Boreal Owl,Aegolius funereus,0,NA,NA
1924,Brant,Branta bernicla,0,NA,NA
1924,Brown-headed Cowbird,Molothrus ater,0,NA,NA
1924,Brown Creeper,Certhia americana,0,NA,NA
1924,Brown Thrasher,Toxostoma rufum,0,NA,NA
1924,Bufflehead,Bucephala albeola,0,NA,NA
1924,Cackling Goose,Branta hutchinsii,0,NA,NA
1924,Canada Goose,Branta canadensis,0,NA,NA
1924,Canvasback,Aythya valisineria,0,NA,NA
1924,Carolina Wren,Thryothorus ludovicianus,0,NA,NA
1924,Caspian Tern,Hydroprogne caspia,0,NA,NA
1924,Cedar Waxwing,Bombycilla cedrorum,15,NA,NA
1924,Chipping Sparrow,Spizella passerina,0,NA,NA
1924,Common Eider,Somateria mollissima,0,NA,NA
1924,Common Gallinule,Gallinula galeata,0,NA,NA
1924,Common Goldeneye,Bucephala clangula,0,NA,NA
1924,Common Grackle,Quiscalus quiscula,0,NA,NA
1924,Common Loon,Gavia immer,0,NA,NA
1924,Common Merganser,Mergus merganser,0,NA,NA
1924,Common Raven,Corvus corax,0,NA,NA
1924,Common Redpoll,Acanthis flammea,0,NA,NA
1924,Common Snipe,Gallinago gallinago,0,NA,NA
1924,Common Yellowthroat,Geothlypis trichas,0,NA,NA
1924,Cooper's Hawk,Accipiter cooperii,0,NA,NA
1924,Dark-eyed Junco,Junco hyemalis,5,NA,NA
1924,Double-crested Cormorant,Phalacrocorax auritus,0,NA,NA
1924,Downy Woodpecker,Picoides pubescens,8,NA,NA
1924,Dunlin,Calidris alpina,0,NA,NA
1924,Eared Grebe,Podiceps nigricollis,0,NA,NA
1924,Eastern Bluebird,Sialia sialis,0,NA,NA
1924,Eastern Meadowlark,Sturnella magna,0,NA,NA
1924,Eastern Phoebe,Sayornis phoebe,0,NA,NA
1924,Eastern Screech-Owl,Megascops asio,0,NA,NA
1924,Eastern Towhee,Pipilo erythrophthalmus,0,NA,NA
1924,European Starling,Sturnus vulgaris,1,NA,NA
1924,Evening Grosbeak,Coccothraustes vespertinus,0,NA,NA
1924,Field Sparrow,Spizella pusilla,0,NA,NA
1924,Fox Sparrow,Passerella iliaca,0,NA,NA
1924,Franklin's Gull,Leucophaeus pipixcan,0,NA,NA
1924,Gadwall,Anas strepera,0,NA,NA
1924,Glaucous Gull,Larus hyperboreus,0,NA,NA
1924,Golden-crowned Kinglet,Regulus satrapa,8,NA,NA
1924,Golden Eagle,Aquila chrysaetos,0,NA,NA
1924,Gray Catbird,Dumetella carolinensis,0,NA,NA
1924,Gray Jay,Perisoreus canadensis,0,NA,NA
1924,Gray Partridge,Perdix perdix,0,NA,NA
1924,Great Black-backed Gull,Larus marinus,0,NA,NA
1924,Great Blue Heron,Ardea herodias,0,NA,NA
1924,Great Gray Owl,Strix nebulosa,0,NA,NA
1924,Great Horned Owl,Bubo virginianus,0,NA,NA
1924,Greater Scaup,Aythya marila,0,NA,NA
