driverStandingsId,raceId,driverId,points,position,positionText,wins
181,27,3,8,12,"12",0
182,27,4,13,9,"9",0
183,27,5,28,6,"6",0
184,27,6,8,13,"13",0
185,27,7,2,18,"18",0
186,27,8,51,3,"3",2
187,27,9,48,4,"4",1
188,27,15,20,7,"7",0
189,27,17,18,8,"8",0
190,27,14,6,14,"14",0
191,27,18,3,17,"17",0
192,27,12,10,11,"11",0
193,27,21,0,19,"19",0
194,27,22,11,10,"10",0
195,27,19,0,22,"22",0
196,27,11,0,20,"20",0
197,27,13,54,2,"2",3
198,27,10,5,16,"16",0
199,27,16,0,21,"21",0
200,27,20,6,15,"15",0
201,28,1,62,1,"1",4
202,28,2,41,5,"5",0
203,28,3,8,13,"13",0
204,28,4,18,8,"8",0
205,28,5,38,6,"6",1
206,28,6,8,14,"14",0
207,28,7,2,18,"18",0
208,28,8,57,2,"2",2
209,28,9,49,4,"4",1
210,28,15,22,7,"7",0
211,28,17,18,9,"9",0
212,28,14,6,15,"15",0
213,28,18,3,17,"17",0
214,28,12,13,11,"11",0
215,28,21,0,19,"19",0
216,28,22,11,12,"12",0
217,28,19,0,22,"22",0
218,28,11,0,20,"20",0
219,28,13,54,3,"3",3
220,28,10,13,10,"10",0
221,28,16,0,21,"21",0
222,28,20,6,16,"16",0
223,29,1,70,1,"1",4
224,29,2,41,6,"6",0
225,29,3,9,13,"13",0
226,29,4,18,8,"8",0
227,29,5,43,5,"5",1
228,29,6,8,15,"15",0
229,29,7,2,18,"18",0
230,29,8,57,3,"3",2
231,29,9,55,4,"4",1
232,29,15,26,7,"7",0
233,29,17,18,9,"9",0
234,29,14,6,16,"16",0
235,29,18,3,17,"17",0
236,29,12,13,11,"11",0
237,29,21,0,19,"19",0
238,29,22,11,12,"12",0
239,29,19,0,22,"22",0
240,29,11,0,20,"20",0
241,29,13,64,2,"2",4
242,29,10,15,10,"10",0
243,29,16,0,21,"21",0
244,29,20,9,14,"14",0
245,30,1,76,1,"1",4
246,30,2,49,5,"5",0
247,30,3,9,14,"14",0
248,30,4,23,8,"8",0
249,30,5,43,6,"6",1
250,30,6,8,15,"15",0
251,30,7,4,17,"17",0
252,30,8,57,4,"4",2
253,30,9,58,3,"3",1
254,30,15,26,7,"7",0
255,30,17,19,9,"9",0
256,30,14,6,16,"16",0
257,30,18,3,18,"18",0
258,30,12,13,11,"11",0
259,30,21,0,19,"19",0
260,30,22,11,13,"13",0
261,30,19,0,22,"22",0
262,30,11,0,21,"21",0
263,30,13,74,2,"2",5
264,30,10,15,10,"10",0
265,30,16,0,20,"20",0
266,30,20,13,12,"12",0
267,31,1,78,1,"1",4
268,31,2,53,5,"5",0
269,31,3,9,14,"14",0
270,31,4,28,7,"7",0
271,31,5,51,6,"6",1
272,31,6,8,15,"15",0
273,31,7,4,17,"17",0
274,31,8,57,4,"4",2
275,31,9,64,3,"3",1
276,31,15,26,8,"8",0
277,31,17,20,10,"10",0
278,31,14,6,16,"16",0
279,31,18,3,18,"18",0
280,31,12,13,12,"12",0
281,31,21,0,19,"19",0
282,31,22,11,13,"13",0
283,31,19,0,22,"22",0
284,31,11,0,21,"21",0
285,31,13,77,2,"2",5
286,31,10,15,11,"11",0
287,31,16,0,20,"20",0
288,31,20,23,9,"9",1
289,32,1,84,1,"1",4
290,32,2,56,5,"5",0
291,32,3,17,12,"12",0
292,32,4,38,7,"7",1
293,32,5,51,6,"6",1
294,32,6,9,15,"15",0
295,32,7,4,17,"17",0
296,32,8,57,4,"4",2
297,32,9,64,3,"3",1
298,32,15,26,9,"9",0
299,32,17,20,11,"11",0
300,32,14,8,16,"16",0
301,32,18,3,18,"18",0
302,32,12,13,13,"13",0
303,32,21,0,19,"19",0
304,32,22,11,14,"14",0
305,32,19,0,22,"22",0
306,32,11,0,21,"21",0
307,32,13,77,2,"2",5
308,32,10,20,10,"10",0
309,32,16,0,20,"20",0
310,32,20,27,8,"8",1
311,33,1,84,1,"1",4
312,33,2,56,5,"5",0
313,33,3,17,13,"13",0
314,33,4,48,7,"7",2
315,33,5,51,6,"6",1
316,33,6,9,15,"15",0
317,33,7,4,17,"17",0
318,33,8,63,4,"4",2
319,33,9,72,3,"3",1
320,33,15,30,9,"9",0
321,33,17,21,10,"10",0
322,33,14,8,16,"16",0
323,33,18,3,18,"18",0
324,33,12,18,12,"12",0
325,33,21,0,19,"19",0
326,33,22,11,14,"14",0
327,33,19,0,22,"22",0
328,33,11,0,21,"21",0
329,33,13,79,2,"2",5
330,33,10,20,11,"11",0
331,33,16,0,20,"20",0
332,33,20,30,8,"8",1
3459,34,20,30,8,"8",1
3458,34,16,0,20,"20",0
3457,34,10,22,10,"10",0
3456,34,13,87,2,"2",5
3455,34,11,0,21,"21",0
3454,34,19,0,22,"22",0
3453,34,22,11,14,"14",0
3452,34,21,0,19,"19",0
3451,34,12,19,12,"12",0
3450,34,18,3,18,"18",0
3449,34,14,8,16,"16",0
3448,34,17,21,11,"11",0
3447,34,15,30,9,"9",0
3446,34,9,75,3,"3",1
3445,34,8,69,4,"4",2
3444,34,7,4,17,"17",0
3443,34,6,9,15,"15",0
3442,34,5,51,7,"7",1
3441,34,4,53,6,"6",2
3440,34,3,17,13,"13",0
3439,34,2,60,5,"5",0
3438,34,1,94,1,"1",5
355,35,1,98,1,"1",5
356,35,2,60,6,"6",0
357,35,3,17,13,"13",0
358,35,4,61,5,"5",2
359,35,5,53,7,"7",1
360,35,6,9,15,"15",0
361,35,7,4,17,"17",0
362,35,8,75,3,"3",2
363,35,9,75,4,"4",1
364,35,15,31,9,"9",0
365,35,17,21,11,"11",0
366,35,14,8,16,"16",0
367,35,18,3,18,"18",0
368,35,12,19,12,"12",0
369,35,21,0,19,"19",0
370,35,22,11,14,"14",0
371,35,19,0,22,"22",0
372,35,11,0,21,"21",0
373,35,13,97,2,"2",6
374,35,10,25,10,"10",0
375,35,16,0,20,"20",0
376,35,20,35,8,"8",1
13629,36,16,0,17,"17",0
13628,36,19,0,16,"16",0
13627,36,18,0,15,"15",0
13626,36,24,0,14,"14",0
13625,36,17,0,13,"13",0
13624,36,11,0,12,"12",0
13623,36,22,0,11,"11",0
13622,36,5,0,10,"10",0
13621,36,15,0,9,"9",0
13620,36,23,1,8,"8",0
13619,36,3,2,7,"7",0
13618,36,13,3,6,"6",0
13617,36,21,4,5,"5",0
13649,37,9,0,20,"20",0
13648,37,26,0,17,"17",0
13647,37,25,0,11,"11",0
13646,37,16,0,19,"19",0
13645,37,19,0,18,"18",0
13644,37,18,0,15,"15",0
13643,37,24,0,16,"16",0
13642,37,17,0,12,"12",0
13641,37,11,0,14,"14",0
13640,37,22,0,13,"13",0
13639,37,5,1,9,"9",0
13638,37,15,2,7,"7",0
13637,37,23,1,10,"10",0
13635,37,13,7,6,"6",0
13670,38,27,0,18,"18",0
13669,38,9,3,8,"8",0
13668,38,26,0,19,"19",0
13667,38,25,0,12,"12",0
13666,38,16,0,20,"20",0
13665,38,19,0,21,"21",0
13664,38,18,0,16,"16",0
13663,38,24,0,17,"17",0
13662,38,17,0,13,"13",0
13661,38,11,0,15,"15",0
13660,38,22,0,14,"14",0
13659,38,5,1,10,"10",0
13658,38,15,4,7,"7",0
13657,38,23,1,11,"11",0
13656,38,3,2,9,"9",0
13655,38,13,17,4,"4",1
13654,38,21,8,6,"6",0
13653,38,2,15,5,"5",0
13652,38,1,22,3,"3",0
13651,38,4,22,1,"1",1
13650,38,8,22,2,"2",1
13692,39,14,4,9,"9",0
13691,39,27,0,20,"20",0
13690,39,9,8,6,"6",0
13689,39,26,0,22,"22",0
13688,39,25,0,14,"14",0
13687,39,16,0,19,"19",0
13686,39,19,0,17,"17",0
13685,39,18,0,18,"18",0
13684,39,24,0,21,"21",0
13683,39,17,0,16,"16",0
13682,39,11,1,12,"12",0
13681,39,22,0,15,"15",0
13680,39,5,3,11,"11",0
13679,39,15,4,10,"10",0
13678,39,23,1,13,"13",0
13677,39,3,5,8,"8",0
13675,39,21,8,7,"7",0
13714,40,14,4,9,"9",0
13713,40,27,0,21,"21",0
13712,40,9,12,7,"7",0
13711,40,26,0,15,"15",0
13710,40,25,2,12,"12",0
13709,40,16,0,20,"20",0
13708,40,19,0,19,"19",0
13707,40,18,0,18,"18",0
13706,40,24,0,22,"22",0
13705,40,17,0,17,"17",0
13704,40,11,1,13,"13",0
13703,40,22,0,16,"16",0
13702,40,5,3,11,"11",0
13701,40,15,4,10,"10",0
13700,40,23,1,14,"14",0
13699,40,3,5,8,"8",0
13697,40,21,13,6,"6",0
13736,41,14,4,11,"11",0
13735,41,27,0,21,"21",0
13734,41,9,12,7,"7",0
13733,41,26,0,16,"16",0
13732,41,25,8,8,"8",0
13731,41,16,0,20,"20",0
13730,41,19,0,18,"18",0
13729,41,18,0,19,"19",0
13728,41,24,0,22,"22",0
13726,41,11,4,12,"12",0
13724,41,5,8,9,"9",0
13722,41,23,2,14,"14",0
13721,41,3,5,10,"10",0
13720,41,13,33,3,"3",2
13718,41,2,26,5,"5",0
13716,41,4,40,2,"2",2
13759,42,20,1,16,"16",0
13758,42,14,4,12,"12",0
13757,42,27,0,22,"22",0
13756,42,9,12,7,"7",0
13755,42,26,0,17,"17",0
13754,42,25,8,9,"9",0
13753,42,16,0,21,"21",0
13752,42,19,0,19,"19",0
13751,42,18,0,20,"20",0
13750,42,24,0,23,"23",0
13748,42,11,4,13,"13",0
13746,42,5,12,8,"8",0
13744,42,23,2,15,"15",0
13743,42,3,5,11,"11",0
13742,42,13,39,3,"3",2
13740,42,2,26,5,"5",0
13738,42,4,48,2,"2",2
13782,43,20,1,17,"17",0
13781,43,14,4,12,"12",0
13780,43,27,0,22,"22",0
13779,43,9,17,6,"6",0
13778,43,26,0,18,"18",0
13777,43,25,8,9,"9",0
13776,43,16,0,21,"21",0
13775,43,19,0,20,"20",0
13774,43,18,1,16,"16",0
13773,43,24,0,23,"23",0
13772,43,17,2,14,"14",0
13771,43,11,4,13,"13",0
13769,43,5,12,8,"8",0
13767,43,23,2,15,"15",0
13766,43,3,5,11,"11",0
13765,43,13,47,3,"3",2
13763,43,2,30,5,"5",0
13761,43,4,50,2,"2",2
13805,44,20,1,17,"17",0
13804,44,14,4,12,"12",0
13803,44,27,0,22,"22",0
13802,44,9,22,6,"6",0
13801,44,26,0,19,"19",0
13800,44,25,8,9,"9",0
13799,44,16,0,21,"21",0
13798,44,19,0,20,"20",0
13797,44,18,1,16,"16",0
13796,44,24,0,23,"23",0
13795,44,17,2,14,"14",0
13794,44,11,4,13,"13",0
13792,44,5,14,8,"8",0
13790,44,23,2,15,"15",0
13789,44,3,5,11,"11",0
13787,44,21,17,7,"7",0
13784,44,4,58,2,"2",2
13828,45,20,1,17,"17",0
13827,45,14,8,11,"11",0
13826,45,27,0,22,"22",0
13825,45,9,24,6,"6",0
13824,45,26,0,19,"19",0
13823,45,25,13,9,"9",0
13822,45,16,0,21,"21",0
13821,45,19,0,20,"20",0
13820,45,18,1,16,"16",0
13819,45,24,0,23,"23",0
13818,45,17,8,10,"10",0
13817,45,11,4,14,"14",0
13816,45,22,0,18,"18",0
13815,45,5,15,8,"8",0
13814,45,15,7,12,"12",0
13813,45,23,2,15,"15",0
13811,45,13,59,3,"3",2
13809,45,2,36,5,"5",0
13832,46,2,42,5,"5",0
13851,46,20,1,17,"17",0
13850,46,14,8,11,"11",0
13849,46,27,0,22,"22",0
13848,46,9,28,6,"6",0
13847,46,26,0,19,"19",0
13846,46,25,13,9,"9",0
13845,46,16,0,21,"21",0
13844,46,19,0,20,"20",0
13843,46,18,1,16,"16",0
13842,46,24,0,23,"23",0
13841,46,17,8,10,"10",0
13840,46,11,4,15,"15",0
13838,46,5,16,8,"8",0
13837,46,15,7,13,"13",0
13836,46,23,5,14,"14",0
13835,46,3,7,12,"12",0
13833,46,21,17,7,"7",0
13830,46,4,73,2,"2",3
13856,47,21,17,8,"8",0
13875,47,29,0,24,"24",0
13874,47,20,1,17,"17",0
13873,47,14,8,12,"12",0
13872,47,27,0,22,"22",0
13871,47,9,29,6,"6",0
13870,47,26,0,19,"19",0
13869,47,25,13,9,"9",0
13868,47,16,0,21,"21",0
13867,47,19,0,20,"20",0
13866,47,18,1,16,"16",0
13865,47,24,0,23,"23",0
13864,47,17,8,11,"11",0
13863,47,11,4,15,"15",0
13862,47,22,0,18,"18",0
13861,47,5,19,7,"7",0
13858,47,3,9,10,"10",0
13857,47,13,69,3,"3",3
13855,47,2,47,5,"5",0
13853,47,4,79,2,"2",3
13879,48,2,52,5,"5",0
13899,48,29,0,24,"24",0
13898,48,20,1,17,"17",0
13897,48,14,8,12,"12",0
13896,48,27,0,22,"22",0
13895,48,9,33,6,"6",0
13894,48,26,0,19,"19",0
13893,48,25,13,9,"9",0
13892,48,16,0,21,"21",0
13891,48,19,0,20,"20",0
13890,48,18,2,16,"16",0
13889,48,24,0,23,"23",0
13888,48,17,8,11,"11",0
13887,48,11,4,15,"15",0
13886,48,22,0,18,"18",0
13885,48,5,21,7,"7",0
13884,48,15,7,13,"13",0
13881,48,13,69,4,"4",3
13880,48,21,17,8,"8",0
13877,48,4,89,2,"2",4
13903,49,2,56,5,"5",0
13923,49,29,0,24,"24",0
13922,49,20,1,17,"17",0
13921,49,14,8,12,"12",0
13920,49,27,0,23,"23",0
13919,49,9,33,6,"6",0
13918,49,26,0,19,"19",0
13917,49,25,13,10,"10",0
13916,49,16,0,22,"22",0
13915,49,19,0,20,"20",0
13914,49,18,2,16,"16",0
13913,49,24,0,21,"21",0
13912,49,17,10,11,"11",0
13911,49,11,4,15,"15",0
13910,49,22,0,18,"18",0
13909,49,5,22,7,"7",0
13908,49,15,7,13,"13",0
13905,49,13,77,4,"4",3
13904,49,21,17,8,"8",0
13901,49,4,95,2,"2",4
13927,50,2,56,5,"5",0
13947,50,29,0,23,"23",0
13946,50,20,1,18,"18",0
13945,50,14,13,11,"11",0
13944,50,27,0,24,"24",0
13943,50,9,35,6,"6",0
13942,50,26,0,21,"21",0
13941,50,25,13,10,"10",0
13940,50,16,1,17,"17",0
13939,50,19,0,22,"22",0
13938,50,18,2,16,"16",0
13937,50,24,0,20,"20",0
13936,50,17,10,12,"12",0
13935,50,11,4,15,"15",0
13934,50,22,0,19,"19",0
13933,50,5,30,7,"7",0
13932,50,15,7,13,"13",0
13929,50,13,80,4,"4",3
13928,50,21,21,8,"8",0
13925,50,4,95,2,"2",4
13951,51,2,58,5,"5",0
13971,51,29,0,23,"23",0
13970,51,20,6,14,"14",0
13969,51,14,14,10,"10",0
13968,51,27,0,24,"24",0
13967,51,9,35,6,"6",0
13966,51,26,0,21,"21",0
13965,51,25,13,11,"11",0
13964,51,16,1,19,"19",0
13963,51,19,0,22,"22",0
13962,51,18,6,15,"15",0
13961,51,24,3,18,"18",0
13960,51,17,10,12,"12",0
13959,51,11,4,17,"17",0
13958,51,22,0,20,"20",0
13957,51,5,30,7,"7",0
13956,51,15,7,13,"13",0
13955,51,23,5,16,"16",0
13953,51,13,86,4,"4",3
13952,51,21,21,8,"8",0
13949,51,4,103,2,"2",4
13972,52,8,110,1,"1",6
13996,52,6,0,22,"22",0
13995,52,29,0,24,"24",0
13994,52,20,6,14,"14",0
13993,52,14,14,10,"10",0
13992,52,27,0,25,"25",0
13991,52,9,39,6,"6",0
13990,52,26,0,21,"21",0
13989,52,25,13,11,"11",0
13988,52,16,1,19,"19",0
13987,52,19,0,23,"23",0
13986,52,18,6,15,"15",0
13985,52,24,3,18,"18",0
13984,52,17,10,12,"12",0
13983,52,11,4,17,"17",0
13982,52,22,0,20,"20",0
13981,52,5,30,7,"7",0
13980,52,15,8,13,"13",0
13979,52,23,5,16,"16",0
13978,52,3,20,9,"9",0
13977,52,13,94,4,"4",3
13975,52,2,61,5,"5",0
13973,52,4,109,3,"3",4
12824,53,11,0,18,"18",0
12823,53,33,0,17,"17",0
12822,53,15,0,16,"16",0
12821,53,22,0,15,"15",0
12820,53,23,0,14,"14",0
12819,53,26,0,13,"13",0
12818,53,2,0,12,"12",0
12817,53,24,0,11,"11",0
12816,53,14,0,10,"10",0
12815,53,13,0,9,"9",0
12814,53,32,1,8,"8",0
12813,53,3,2,7,"7",0
12812,53,17,3,6,"6",0
12811,53,31,4,5,"5",0
12810,53,18,5,4,"4",0
12809,53,8,6,3,"3",0
12808,53,30,8,2,"2",0
12807,53,4,10,1,"1",1
12845,54,27,0,17,"17",0
12844,54,35,2,10,"10",0
12843,54,21,10,4,"4",1
12842,54,11,0,21,"21",0
12841,54,33,0,19,"19",0
12840,54,15,0,13,"13",0
12839,54,22,0,14,"14",0
12838,54,23,1,11,"11",0
12837,54,26,0,20,"20",0
12836,54,2,0,18,"18",0
12835,54,24,0,16,"16",0
12834,54,14,0,15,"15",0
12833,54,13,4,7,"7",0
12832,54,32,1,12,"12",0
12831,54,3,2,9,"9",0
12830,54,17,3,8,"8",0
12829,54,31,9,5,"5",0
12828,54,18,11,3,"3",0
12827,54,8,6,6,"6",0
12826,54,30,11,2,"2",0
12825,54,4,18,1,"1",1
12867,55,34,0,22,"22",0
12866,55,27,0,19,"19",0
12865,55,35,5,9,"9",0
12864,55,21,14,2,"2",1
12863,55,11,0,20,"20",0
12862,55,33,0,21,"21",0
12861,55,15,0,17,"17",0
12860,55,22,2,12,"12",0
12859,55,23,7,7,"7",0
12858,55,26,0,16,"16",0
12857,55,2,5,8,"8",0
12856,55,24,0,18,"18",0
12855,55,14,1,14,"14",0
12854,55,13,4,10,"10",0
12853,55,32,1,15,"15",0
12852,55,3,2,13,"13",0
12851,55,17,3,11,"11",0
12850,55,31,9,6,"6",0
12849,55,18,11,5,"5",0
12848,55,8,14,3,"3",0
12847,55,30,11,4,"4",0
12846,55,4,28,1,"1",2
12889,56,34,0,22,"22",0
12888,56,27,0,19,"19",0
12887,56,35,5,11,"11",0
12886,56,21,15,4,"4",1
12885,56,11,0,20,"20",0
12884,56,33,0,21,"21",0
12883,56,15,0,17,"17",0
12882,56,22,2,12,"12",0
12881,56,23,7,8,"8",0
12880,56,26,0,16,"16",0
12879,56,2,5,10,"10",0
12878,56,24,0,18,"18",0
12877,56,14,1,14,"14",0
12876,56,13,9,7,"7",0
12875,56,32,1,15,"15",0
12874,56,3,2,13,"13",0
12873,56,17,6,9,"9",0
12872,56,31,15,5,"5",0
12871,56,18,13,6,"6",0
12870,56,8,18,3,"3",0
12869,56,30,21,2,"2",1
12868,56,4,36,1,"1",2
12911,57,34,0,22,"22",0
12910,57,27,0,19,"19",0
12909,57,35,6,11,"11",0
12908,57,21,18,4,"4",1
12907,57,11,0,21,"21",0
12906,57,33,0,20,"20",0
12905,57,15,0,16,"16",0
12904,57,22,6,9,"9",0
12903,57,23,7,8,"8",0
12902,57,26,0,17,"17",0
12901,57,2,5,12,"12",0
12900,57,24,0,18,"18",0
12899,57,14,1,14,"14",0
12898,57,13,15,5,"5",0
12897,57,32,1,15,"15",0
12896,57,3,4,13,"13",0
12895,57,17,6,10,"10",0
12894,57,31,15,6,"6",0
12893,57,18,13,7,"7",0
12892,57,8,23,3,"3",0
12891,57,30,31,2,"2",2
12890,57,4,44,1,"1",2
12933,58,34,0,22,"22",0
12932,58,27,0,19,"19",0
12931,58,35,6,12,"12",0
12930,58,21,24,4,"4",1
12929,58,11,0,21,"21",0
12928,58,33,0,20,"20",0
12927,58,15,0,16,"16",0
12926,58,22,8,8,"8",0
12925,58,23,7,9,"9",0
12924,58,26,0,17,"17",0
12923,58,2,6,10,"10",0
12922,58,24,0,18,"18",0
12921,58,14,1,14,"14",0
12920,58,13,20,5,"5",0
12919,58,32,1,15,"15",0
12918,58,3,4,13,"13",0
12917,58,17,6,11,"11",0
12916,58,31,15,7,"7",0
12915,58,18,16,6,"6",0
12914,58,8,27,3,"3",0
12913,58,30,39,2,"2",2
12912,58,4,54,1,"1",3
12956,59,36,0,23,"23",0
12955,59,34,0,22,"22",0
12954,59,27,0,19,"19",0
12953,59,35,6,13,"13",0
12952,59,21,27,3,"3",1
12951,59,11,0,21,"21",0
12950,59,33,0,20,"20",0
12949,59,15,0,16,"16",0
12948,59,22,13,8,"8",0
12947,59,23,8,9,"9",0
12946,59,26,0,17,"17",0
12945,59,2,8,10,"10",0
12944,59,24,0,18,"18",0
12943,59,14,7,11,"11",0
12942,59,13,20,6,"6",0
12941,59,32,1,15,"15",0
12940,59,3,4,14,"14",0
12939,59,17,6,12,"12",0
12938,59,31,23,5,"5",0
12937,59,18,16,7,"7",0
12936,59,8,27,4,"4",0
12935,59,30,43,2,"2",2
12934,59,4,64,1,"1",4
12979,60,36,0,23,"23",0
12978,60,34,0,22,"22",0
12977,60,27,0,19,"19",0
12976,60,35,7,12,"12",0
12975,60,21,32,4,"4",1
12974,60,11,0,21,"21",0
12973,60,33,0,20,"20",0
12972,60,15,0,16,"16",0
12971,60,22,13,8,"8",0
12970,60,23,8,10,"10",0
12969,60,26,0,17,"17",0
12968,60,2,10,9,"9",0
12967,60,24,0,18,"18",0
12966,60,14,7,11,"11",0
12965,60,13,24,6,"6",0
12964,60,32,1,15,"15",0
12963,60,3,4,14,"14",0
12962,60,17,6,13,"13",0
12961,60,31,26,5,"5",0
12960,60,18,16,7,"7",0
12959,60,8,33,3,"3",0
12958,60,30,51,2,"2",2
12957,60,4,74,1,"1",5
13002,61,36,0,23,"23",0
13001,61,34,0,22,"22",0
13000,61,27,0,19,"19",0
12999,61,35,7,12,"12",0
12998,61,21,37,4,"4",1
12997,61,11,0,21,"21",0
12996,61,33,0,20,"20",0
12995,61,15,3,15,"15",0
12994,61,22,13,8,"8",0
12993,61,23,8,10,"10",0
12992,61,26,0,17,"17",0
12991,61,2,12,9,"9",0
12990,61,24,0,18,"18",0
12989,61,14,8,11,"11",0
12988,61,13,28,5,"5",0
12987,61,32,1,16,"16",0
12986,61,3,4,14,"14",0
12985,61,17,6,13,"13",0
12984,61,31,26,6,"6",0
12983,61,18,16,7,"7",0
12982,61,8,39,3,"3",0
12981,61,30,59,2,"2",2
12980,61,4,84,1,"1",6
13025,62,36,0,23,"23",0
13024,62,34,0,22,"22",0
13023,62,27,0,19,"19",0
13022,62,35,7,13,"13",0
13021,62,21,43,3,"3",1
13020,62,11,0,21,"21",0
13019,62,33,0,20,"20",0
13018,62,15,8,12,"12",0
13017,62,22,16,8,"8",0
13016,62,23,8,11,"11",0
