constructorResultsId,raceId,constructorId,points,status
232,40,2,7,\N
233,40,3,2,\N
234,40,5,0,\N
235,40,11,0,\N
236,40,9,0,\N
237,40,7,0,\N
238,40,8,0,\N
239,40,12,0,\N
240,41,1,12,"D"
241,41,2,8,\N
242,41,3,6,\N
243,41,4,5,\N
244,41,6,4,\N
245,41,8,3,\N
246,41,7,1,\N
247,41,9,0,\N
248,41,11,0,\N
249,41,5,0,\N
250,41,12,0,\N
251,42,1,18,"D"
252,42,6,11,\N
253,42,4,4,\N
254,42,7,3,\N
255,42,9,2,\N
256,42,2,1,\N
257,42,3,0,\N
258,42,8,0,\N
259,42,11,0,\N
260,42,5,0,\N
261,42,12,0,\N
262,43,6,18,\N
263,43,1,8,"D"
264,43,2,9,\N
265,43,4,3,\N
266,43,11,1,\N
267,43,3,0,\N
268,43,7,0,\N
269,43,9,0,\N
270,43,8,0,\N
271,43,12,0,\N
272,43,5,0,\N
273,44,6,14,\N
274,44,1,14,"D"
275,44,2,8,\N
276,44,4,3,\N
277,44,11,0,\N
278,44,9,0,\N
279,44,3,0,\N
280,44,8,0,\N
281,44,12,0,\N
282,44,5,0,\N
283,44,7,0,\N
284,45,1,10,"D"
285,45,6,8,\N
286,45,9,10,\N
287,45,3,5,\N
288,45,2,5,\N
289,45,4,1,\N
290,45,11,0,\N
291,45,8,0,\N
292,45,7,0,\N
293,45,12,0,\N
294,45,5,0,\N
295,46,1,15,"D"
296,46,6,8,\N
297,46,2,10,\N
298,46,7,3,\N
299,46,3,2,\N
300,46,4,1,\N
301,46,9,0,\N
302,46,8,0,\N
303,46,5,0,\N
304,46,12,0,\N
305,46,11,0,\N
306,47,6,18,\N
307,47,1,10,"D"
308,47,2,6,\N
309,47,4,3,\N
310,47,3,2,\N
311,47,9,0,\N
312,47,7,0,\N
313,47,11,0,\N
314,47,8,0,\N
315,47,5,0,\N
316,47,12,0,\N
317,48,1,18,"D"
318,48,6,6,\N
319,48,2,9,\N
320,48,3,3,\N
321,48,4,2,\N
322,48,11,1,\N
323,48,9,0,\N
324,48,7,0,\N
325,48,8,0,\N
326,48,5,0,\N
327,48,12,0,\N
328,49,6,18,\N
329,49,1,11,"D"
330,49,2,4,\N
331,49,3,3,\N
332,49,9,2,\N
333,49,4,1,\N
334,49,7,0,\N
335,49,5,0,\N
336,49,11,0,\N
337,49,12,0,\N
338,49,8,0,\N
339,50,1,10,"D"
340,50,4,12,\N
341,50,6,9,\N
342,50,9,5,\N
343,50,2,2,\N
344,50,12,1,\N
345,50,5,0,\N
346,50,11,0,\N
347,50,7,0,\N
348,50,8,0,\N
349,50,3,0,\N
350,51,6,16,\N
351,51,1,8,"D"
352,51,5,8,\N
353,51,11,4,\N
354,51,2,2,\N
355,51,9,1,\N
356,51,4,0,\N
357,51,3,0,\N
358,51,7,0,\N
359,51,8,0,\N
360,51,12,0,\N
361,52,6,18,\N
362,52,1,8,"D"
363,52,3,5,\N
364,52,2,7,\N
365,52,7,1,\N
366,52,9,0,\N
367,52,8,0,\N
368,52,5,0,\N
369,52,12,0,\N
370,52,11,0,\N
371,52,4,0,\N
372,53,4,10,\N
373,53,6,8,\N
374,53,1,10,\N
375,53,11,5,\N
376,53,3,5,\N
377,53,9,1,\N
378,53,5,0,\N
379,53,2,0,\N
380,53,7,0,\N
381,53,13,0,\N
382,53,8,0,\N
383,54,4,18,\N
384,54,11,6,\N
385,54,1,5,\N
386,54,6,7,\N
387,54,2,2,\N
388,54,7,1,\N
389,54,5,0,\N
390,54,13,0,\N
391,54,8,0,\N
392,54,9,0,\N
393,54,3,0,\N
394,55,4,14,\N
395,55,1,8,\N
396,55,7,6,\N
397,55,2,8,\N
398,55,11,2,\N
399,55,9,1,\N
400,55,5,0,\N
401,55,13,0,\N
402,55,8,0,\N
403,55,6,0,\N
404,55,3,0,\N
405,56,6,15,\N
406,56,4,9,\N
407,56,1,10,\N
408,56,3,3,\N
409,56,11,2,\N
410,56,7,0,\N
411,56,2,0,\N
412,56,5,0,\N
413,56,13,0,\N
414,56,9,0,\N
415,56,8,0,\N
416,57,6,16,\N
417,57,4,11,\N
418,57,1,5,\N
419,57,11,4,\N
420,57,3,2,\N
421,57,2,1,\N
422,57,7,0,\N
423,57,5,0,\N
424,57,13,0,\N
425,57,8,0,\N
426,57,9,0,\N
427,58,4,16,\N
428,58,6,13,\N
429,58,1,4,\N
430,58,11,5,\N
431,58,2,1,\N
432,58,3,0,\N
433,58,7,0,\N
434,58,9,0,\N
435,58,5,0,\N
436,58,13,0,\N
437,58,8,0,\N
438,59,4,13,\N
439,59,1,8,\N
440,59,9,6,\N
441,59,11,5,\N
442,59,6,4,\N
443,59,2,2,\N
444,59,7,1,\N
445,59,5,0,\N
446,59,13,0,\N
447,59,8,0,\N
448,59,3,0,\N
449,60,4,15,\N
450,60,6,12,\N
451,60,1,9,\N
452,60,2,3,\N
453,60,3,0,\N
454,60,11,0,\N
455,60,7,0,\N
456,60,9,0,\N
457,60,5,0,\N
458,60,13,0,\N
459,60,8,0,\N
460,61,4,15,\N
461,61,6,12,\N
462,61,1,6,\N
463,61,7,3,\N
464,61,2,2,\N
465,61,9,1,\N
466,61,11,0,\N
467,61,5,0,\N
468,61,3,0,\N
469,61,13,0,\N
470,61,8,0,\N
471,62,6,18,\N
472,62,4,10,\N
473,62,7,5,\N
474,62,11,3,\N
475,62,9,2,\N
476,62,5,1,\N
477,62,3,0,\N
478,62,13,0,\N
479,62,2,0,\N
480,62,8,0,\N
481,62,1,0,\N
482,63,6,16,\N
483,63,4,11,\N
484,63,7,5,\N
485,63,1,6,\N
486,63,2,1,\N
487,63,9,0,\N
488,63,5,0,\N
489,63,3,0,\N
490,63,13,0,\N
491,63,8,0,\N
492,63,11,0,\N
493,64,6,18,\N
494,64,1,6,\N
495,64,11,5,\N
496,64,4,7,\N
497,64,7,2,\N
498,64,9,1,\N
499,64,5,0,\N
500,64,3,0,\N
501,64,8,0,\N
502,64,2,0,\N
503,64,13,0,\N
504,65,11,15,\N
505,65,1,8,\N
506,65,2,6,\N
507,65,9,4,\N
508,65,7,3,\N
509,65,6,3,\N
510,65,13,0,\N
511,65,5,0,\N
512,65,8,0,\N
513,65,4,0,\N
514,65,3,0,\N
515,66,6,16,\N
516,66,4,11,\N
517,66,11,6,\N
518,66,1,4,\N
519,66,7,2,\N
520,66,3,0,\N
521,66,9,0,\N
522,66,2,0,\N
523,66,5,0,\N
524,66,13,0,\N
525,66,8,0,\N
526,67,6,10,\N
527,67,1,8,\N
528,67,2,7,\N
529,67,4,5,\N
530,67,11,7,\N
531,67,7,2,\N
532,67,3,0,\N
533,67,9,0,\N
534,67,5,0,\N
535,67,8,0,\N
536,67,14,0,\N
537,68,6,10,\N
538,68,4,14,\N
539,68,11,8,\N
540,68,1,4,\N
541,68,2,2,\N
542,68,3,1,\N
543,68,9,0,\N
544,68,5,0,\N
545,68,14,0,\N
546,68,8,0,\N
547,68,7,0,\N
548,69,4,16,\N
549,69,6,8,\N
550,69,11,5,\N
551,69,1,4,\N
552,69,7,5,\N
553,69,2,1,\N
554,69,3,0,\N
555,69,9,0,\N
556,69,5,0,\N
557,69,8,0,\N
558,69,14,0,\N
559,70,6,15,\N
560,70,4,11,\N
561,70,11,8,\N
562,70,1,5,\N
563,70,2,0,\N
564,70,8,0,\N
565,70,5,0,\N
566,70,9,0,\N
567,70,14,0,\N
568,70,7,0,\N
569,70,3,0,\N
570,71,4,16,\N
571,71,6,8,\N
572,71,9,7,\N
573,71,3,4,\N
574,71,1,4,\N
575,71,7,0,\N
576,71,15,0,\N
577,71,16,0,\N
578,71,17,0,\N
579,71,18,0,\N
580,72,4,10,\N
581,72,7,12,\N
582,72,3,6,\N
583,72,1,5,\N
584,72,9,4,\N
585,72,6,2,\N
586,72,15,0,\N
587,72,17,0,\N
588,72,18,0,\N
589,72,16,0,\N
590,73,4,10,\N
591,73,7,13,\N
592,73,1,10,\N
593,73,3,3,\N
594,73,15,2,\N
595,73,9,1,\N
596,73,6,0,\N
597,73,17,0,\N
598,73,18,0,\N
599,73,16,0,\N
600,74,4,10,\N
601,74,6,8,\N
602,74,1,6,\N
603,74,15,5,\N
604,74,7,4,\N
605,74,3,5,\N
606,74,9,1,\N
607,74,17,0,\N
608,74,18,0,\N
609,74,16,0,\N
610,75,1,12,\N
611,75,4,12,\N
612,75,7,11,\N
613,75,3,3,\N
614,75,9,1,\N
615,75,6,0,\N
616,75,15,0,\N
617,75,17,0,\N
618,75,18,0,\N
619,76,1,14,\N
620,76,3,14,\N
621,76,4,5,\N
622,76,7,3,\N
623,76,6,3,\N
624,76,15,0,\N
625,76,17,0,\N
626,76,18,0,\N
627,76,9,0,\N
628,77,4,13,\N
629,77,3,8,\N
630,77,6,10,\N
631,77,9,5,\N
632,77,1,2,\N
633,77,7,1,\N
634,77,16,0,\N
635,77,15,0,\N
636,77,17,0,\N
637,77,18,0,\N
638,78,1,10,\N
639,78,6,14,\N
640,78,15,5,\N
641,78,3,4,\N
642,78,7,3,\N
643,78,9,3,\N
644,78,17,0,\N
645,78,18,0,\N
646,78,16,0,\N
647,78,4,0,\N
648,79,6,18,\N
649,79,17,11,\N
650,79,18,7,\N
651,79,7,0,\N
652,79,1,0,\N
653,79,16,0,\N
654,79,4,0,\N
655,79,3,0,\N
656,79,15,0,\N
657,79,9,0,\N
658,80,4,13,\N
659,80,1,8,\N
660,80,6,6,\N
661,80,16,5,\N
662,80,7,6,\N
663,80,15,1,\N
664,80,9,0,\N
665,80,3,0,\N
666,80,17,0,\N
667,80,18,0,\N
668,81,1,16,\N
669,81,4,13,\N
670,81,16,4,\N
671,81,6,5,\N
672,81,7,1,\N
673,81,15,0,\N
674,81,3,0,\N
675,81,9,0,\N
676,81,17,0,\N
677,81,18,0,\N
678,82,4,15,\N
679,82,1,8,\N
680,82,16,6,\N
681,82,6,4,\N
682,82,7,3,\N
683,82,9,2,\N
684,82,15,1,\N
685,82,3,0,\N
686,82,18,0,\N
687,82,17,0,\N
688,83,1,10,\N
689,83,6,8,\N
690,83,7,11,\N
691,83,16,5,\N
692,83,3,5,\N
693,83,4,0,\N
694,83,17,0,\N
695,83,15,0,\N
696,83,18,0,\N
697,83,9,0,\N
698,84,1,16,\N
699,84,4,13,\N
700,84,16,4,\N
701,84,7,3,\N
702,84,9,3,\N
703,84,6,0,\N
704,84,15,0,\N
705,84,18,0,\N
706,84,17,0,\N
707,84,3,0,\N
708,85,1,15,\N
709,85,4,14,\N
710,85,7,7,\N
711,85,3,2,\N
712,85,16,1,\N
713,85,15,0,\N
714,85,6,0,\N
715,85,9,0,\N
716,85,17,0,\N
717,85,18,0,\N
718,86,1,10,\N
719,86,4,8,\N
720,86,16,6,\N
721,86,3,5,\N
722,86,6,4,\N
723,86,15,3,\N
724,86,7,2,\N
725,86,17,1,\N
726,86,9,0,\N
727,86,18,0,\N
728,87,1,18,\N
729,87,4,10,\N
730,87,6,8,\N
731,87,16,2,\N
732,87,7,1,\N
733,87,9,0,\N
734,87,15,0,\N
735,87,18,0,\N
736,87,17,0,\N
737,87,3,0,\N
738,88,1,10,\N
739,88,4,14,\N
740,88,3,5,\N
741,88,16,4,\N
742,88,9,3,\N
743,88,6,2,\N
744,88,7,1,\N
745,88,15,0,\N
746,88,17,0,\N
747,88,18,0,\N
748,89,4,15,\N
749,89,1,8,\N
750,89,7,6,\N
751,89,9,4,\N
752,89,15,3,\N
753,89,3,2,\N
754,89,16,1,\N
755,89,17,0,\N
756,89,6,0,\N
757,89,18,0,\N
758,90,6,18,\N
759,90,4,8,\N
760,90,3,9,\N
761,90,16,3,\N
762,90,1,1,\N
763,90,15,0,\N
764,90,19,0,\N
765,90,7,0,\N
766,90,17,0,\N
767,90,18,0,\N
768,91,6,15,\N
769,91,3,8,\N
770,91,16,6,\N
771,91,4,6,\N
772,91,1,3,\N
773,91,15,1,\N
774,91,7,0,\N
775,91,19,0,\N
776,91,17,0,\N
777,91,18,0,\N
778,92,6,18,\N
779,92,16,10,\N
780,92,4,8,\N
781,92,3,2,\N
782,92,19,1,\N
783,92,7,0,\N
784,92,15,0,\N
785,92,17,0,\N
786,92,18,0,\N
787,92,1,0,\N
788,93,6,13,\N
789,93,16,8,\N
790,93,3,8,\N
791,93,4,9,\N
792,93,1,1,\N
793,93,15,0,\N
794,93,7,0,\N
795,93,19,0,\N
796,93,18,0,\N
797,93,17,0,\N
798,94,6,18,\N
799,94,4,11,\N
800,94,16,5,\N
801,94,3,3,\N
802,94,15,2,\N
803,94,1,0,\N
804,94,19,0,\N
805,94,7,0,\N
806,94,17,0,\N
807,94,18,0,\N
808,95,4,10,\N
809,95,16,8,\N
810,95,6,6,\N
811,95,3,5,\N
812,95,15,4,\N
813,95,7,4,\N
814,95,17,2,\N
815,95,18,0,\N
816,95,1,0,\N
817,95,19,0,\N
818,96,6,18,\N
819,96,16,6,\N
820,96,4,9,\N
821,96,15,3,\N
822,96,19,2,\N
823,96,3,1,\N
824,96,17,0,\N
825,96,7,0,\N
826,96,18,0,\N
827,96,1,0,\N
828,97,6,18,\N
829,97,16,6,\N
830,97,15,5,\N
831,97,1,7,\N
832,97,17,3,\N
833,97,19,0,\N
834,97,18,0,\N
835,97,4,0,\N
836,97,3,0,\N
837,97,7,0,\N
838,98,6,18,\N
839,98,16,6,\N
840,98,4,5,\N
841,98,7,4,\N
842,98,1,5,\N
843,98,18,1,\N
844,98,15,0,\N
845,98,19,0,\N
846,98,3,0,\N
847,98,17,0,\N
848,99,6,16,\N
849,99,4,13,\N
850,99,16,4,\N
851,99,1,5,\N
852,99,3,1,\N
853,99,19,0,\N
854,99,15,0,\N
855,99,7,0,\N
856,99,17,0,\N
857,99,18,0,\N
858,100,6,16,\N
859,100,1,10,\N
860,100,16,5,\N
861,100,3,4,\N
862,100,15,3,\N
863,100,19,1,\N
864,100,4,0,\N
865,100,7,0,\N
866,100,17,0,\N
867,100,18,0,\N
868,101,6,10,\N
869,101,16,9,\N
870,101,4,6,\N
871,101,1,5,\N
872,101,3,6,\N
873,101,19,3,\N
874,101,15,0,\N
875,101,7,0,\N
876,101,17,0,\N
877,101,18,0,\N
878,102,6,18,\N
879,102,4,6,\N
880,102,3,7,\N
881,102,16,7,\N
882,102,15,1,\N
883,102,1,0,\N
884,102,19,0,\N
885,102,7,0,\N
886,102,17,0,\N
887,102,18,0,\N
888,103,1,12,\N
889,103,6,14,\N
890,103,15,9,\N
891,103,19,3,\N
892,103,7,1,\N
893,103,4,0,\N
894,103,17,0,\N
895,103,3,0,\N
896,103,16,0,\N
897,103,18,0,\N
898,104,6,18,\N
899,104,16,11,\N
900,104,3,6,\N
901,104,1,3,\N
902,104,15,1,\N
903,104,19,0,\N
904,104,4,0,\N
905,104,7,0,\N
906,104,17,0,\N
907,104,18,0,\N
908,105,6,10,\N
909,105,16,11,\N
910,105,1,6,\N
911,105,4,5,\N
912,105,3,4,\N
913,105,15,3,\N
914,105,19,0,\N
915,105,17,0,\N
916,105,7,0,\N
917,105,18,0,\N
918,106,6,10,\N
919,106,3,10,\N
920,106,16,11,\N
921,106,4,4,\N
922,106,1,3,\N
923,106,15,1,\N
924,106,7,0,\N
925,106,19,0,\N
926,106,17,0,\N
927,106,18,0,\N
928,107,3,14,\N
929,107,1,8,\N
930,107,6,8,\N
931,107,4,5,\N
932,107,16,3,\N
933,107,15,1,\N
934,107,7,0,\N
935,107,19,0,\N
936,107,17,0,\N
937,107,18,0,\N
938,108,1,16,\N
939,108,3,9,\N
940,108,6,5,\N
941,108,4,6,\N
942,108,15,3,\N
943,108,16,0,\N
944,108,18,0,\N
945,108,17,0,\N
946,108,19,0,\N
947,108,7,0,\N
948,109,1,10,\N
949,109,6,11,\N
950,109,4,10,\N
951,109,3,5,\N
952,109,16,2,\N
953,109,15,1,\N
954,109,17,0,\N
955,109,7,0,\N
956,109,18,0,\N
957,109,19,0,\N
958,110,17,10,\N
959,110,1,13,\N
960,110,4,7,\N
961,110,15,4,\N
962,110,16,3,\N
963,110,3,2,\N
964,110,19,0,\N
965,110,7,0,\N
966,110,6,0,\N
967,110,18,0,\N
968,111,6,16,\N
969,111,1,12,\N
970,111,3,7,\N
971,111,4,3,\N
972,111,16,1,\N
973,111,7,0,\N
974,111,15,0,\N
975,111,19,0,\N
976,111,17,0,\N
977,111,18,0,\N
978,112,6,16,\N
979,112,4,8,\N
980,112,3,9,\N
981,112,7,3,\N
982,112,19,2,\N
983,112,17,1,\N
984,112,16,0,\N
985,112,15,0,\N
986,112,18,0,\N
987,112,1,0,\N
988,113,6,16,\N
989,113,1,12,\N
990,113,16,5,\N
991,113,3,3,\N
992,113,19,2,\N
993,113,4,1,\N
994,113,7,0,\N
995,113,17,0,\N
996,113,18,0,\N
997,113,15,0,\N
998,114,3,15,\N
999,114,1,10,\N
1000,114,6,7,\N
1001,114,4,7,\N
1002,114,7,0,\N
1003,114,17,0,\N
1004,114,15,0,\N
1005,114,16,0,\N
1006,114,18,0,\N
1007,114,19,0,\N
1008,115,6,14,\N
1009,115,3,14,\N
1010,115,4,5,\N
1011,115,1,3,\N
1012,115,19,2,\N
1013,115,7,1,\N
1014,115,18,0,\N
1015,115,16,0,\N
1016,115,15,0,\N
1017,115,17,0,\N
1018,116,3,18,\N
1019,116,6,10,\N
1020,116,4,5,\N
1021,116,19,3,\N
1022,116,16,2,\N
1023,116,15,1,\N
1024,116,17,0,\N
1025,116,18,0,\N
1026,116,1,0,\N
1027,116,7,0,\N
1028,117,3,18,\N
1029,117,6,8,\N
1030,117,1,9,\N
1031,117,19,3,\N
1032,117,7,1,\N
1033,117,16,0,\N
1034,117,15,0,\N
1035,117,18,0,\N
1036,117,17,0,\N
1037,117,4,0,\N
1038,118,6,15,\N
1039,118,3,8,\N
1040,118,1,10,\N
1041,118,4,3,\N
1042,118,7,2,\N
1043,118,16,1,\N
1044,118,15,0,\N
1045,118,17,0,\N
1046,118,19,0,\N
1047,118,18,0,\N
1048,119,3,10,\N
1049,119,1,8,\N
1050,119,4,11,\N
1051,119,7,7,\N
1052,119,6,2,\N
1053,119,16,1,\N
1054,119,15,0,\N
1055,119,19,0,\N
1056,119,18,0,\N
1057,119,17,0,\N
1058,120,4,12,\N
1059,120,1,12,\N
1060,120,3,11,\N
1061,120,19,3,\N
1062,120,6,1,\N
1063,120,15,0,\N
1064,120,16,0,\N
1065,120,7,0,\N
1066,120,18,0,\N
1067,120,17,0,\N
1068,121,6,16,\N
1069,121,3,12,\N
1070,121,1,5,\N
1071,121,16,3,\N
1072,121,19,2,\N
1073,121,4,1,\N
1074,121,15,0,\N
1075,121,17,0,\N
1076,121,18,0,\N
1077,121,7,0,\N
1078,122,6,10,\N
1079,122,1,8,\N
1080,122,15,10,\N
1081,122,4,5,\N
1082,122,3,3,\N
1083,122,17,2,\N
1084,122,19,1,\N
1085,122,7,0,\N
1086,122,18,0,\N
1087,122,16,0,\N
1088,123,6,11,\N
1089,123,1,14,\N
1090,123,16,8,\N
1091,123,4,4,\N
1092,123,7,2,\N
1093,123,15,0,\N
1094,123,19,0,\N
1095,123,3,0,\N
1096,123,17,0,\N
1097,123,18,0,\N
1098,124,6,10,\N
1099,124,3,6,\N
1100,124,1,4,\N
1101,124,19,3,\N
1102,124,18,2,\N
1103,124,7,1,\N
1104,124,16,0,\N
1105,124,21,0,\N
1106,124,17,0,\N
1107,124,4,0,\N
1108,124,15,0,\N
1109,125,3,16,\N
1110,125,6,4,\N
1111,125,4,3,\N
1112,125,15,3,\N
1113,125,7,0,\N
1114,125,16,0,\N
1115,125,17,0,\N
1116,125,19,0,\N
1117,125,21,0,\N
1118,125,18,0,\N
1119,125,1,0,\N
1120,126,6,10,\N
1121,126,3,8,\N
1122,126,1,4,\N
1123,126,4,3,\N
1124,126,7,1,\N
1125,126,19,0,\N
1126,126,17,0,\N
1127,126,16,0,\N
1128,126,18,0,\N
1129,126,15,0,\N
1130,126,21,0,\N
1131,127,6,16,\N
1132,127,3,7,\N
1133,127,4,2,\N
1134,127,1,1,\N
1135,127,16,0,\N
1136,127,15,0,\N
1137,127,18,0,\N
1138,127,21,0,\N
1139,127,19,0,\N
1140,127,7,0,\N
1141,127,17,0,\N
1142,128,6,10,\N
1143,128,3,6,\N
1144,128,1,4,\N
1145,128,15,5,\N
1146,128,21,1,\N
1147,128,16,0,\N
1148,128,7,0,\N
1149,128,4,0,\N
1150,128,19,0,\N
1151,128,17,0,\N
1152,128,18,0,\N
1153,129,6,16,\N
1154,129,3,7,\N
1155,129,17,2,\N
1156,129,1,1,\N
1157,129,4,0,\N
1158,129,7,0,\N
1159,129,16,0,\N
1160,129,21,0,\N
1161,129,18,0,\N
1162,129,19,0,\N
1163,129,15,0,\N
1164,130,1,10,\N
1165,130,6,6,\N
1166,130,3,4,\N
1167,130,4,3,\N
1168,130,17,2,\N
1169,130,21,1,\N
1170,130,15,0,\N
1171,130,19,0,\N
1172,130,18,0,\N
1173,130,7,0,\N
1174,130,16,0,\N
1175,131,6,14,\N
1176,131,1,9,\N
1177,131,17,2,\N
1178,131,4,1,\N
1179,131,3,0,\N
1180,131,16,0,\N
1181,131,15,0,\N
1182,131,18,0,\N
1183,131,21,0,\N
1184,131,7,0,\N
1185,131,19,0,\N
1186,132,6,16,\N
1187,132,1,4,\N
1188,132,3,3,\N
1189,132,4,2,\N
1190,132,15,1,\N
1191,132,16,0,\N
1192,132,19,0,\N
1193,132,21,0,\N
1194,132,7,0,\N
1195,132,18,0,\N
1196,132,17,0,\N
1197,133,6,16,\N
1198,133,3,4,\N
1199,133,16,5,\N
1200,133,15,1,\N
1201,133,17,0,\N
1202,133,1,0,\N
1203,133,19,0,\N
1204,133,4,0,\N
1205,133,21,0,\N
1206,133,7,0,\N
1207,133,18,0,\N
1208,134,6,10,\N
1209,134,1,10,\N
1210,134,3,5,\N
1211,134,4,1,\N
1212,134,15,0,\N
1213,134,18,0,\N
1214,134,19,0,\N
1215,134,7,0,\N
1216,134,16,0,\N
1217,134,17,0,\N
1218,134,21,0,\N
1219,135,6,13,\N
1220,135,3,10,\N
1221,135,1,2,\N
1222,135,15,1,\N
1223,135,17,0,\N
1224,135,7,0,\N
1225,135,19,0,\N
1226,135,21,0,\N
1227,135,16,0,\N
1228,135,4,0,\N
1229,135,18,0,\N
1230,136,6,16,\N
1231,136,3,4,\N
1232,136,1,5,\N
1233,136,17,1,\N
1234,136,15,0,\N
1235,136,4,0,\N
1236,136,16,0,\N
1237,136,19,0,\N
1238,136,7,0,\N
1239,136,18,0,\N
1240,137,6,16,\N
1241,137,3,6,\N
1242,137,1,3,\N
1243,137,19,1,\N
1244,137,7,0,\N
1245,137,16,0,\N
