Week,Date,year,data_files,data_type,delim,path,nrows,ncols,github
25,2018-09-18,2018,us-airports.csv,csv,",",data/2018/2018-09-18/us-airports.csv,9716,11,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2018/2018-09-18/us-airports.csv
26,2018-09-25,2018,africa_species.csv,csv,",",data/2018/2018-09-25/africa_species.csv,10225,6,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2018/2018-09-25/africa_species.csv
26,2018-09-25,2018,table_1.csv,csv,",",data/2018/2018-09-25/table_1.csv,124,3,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2018/2018-09-25/table_1.csv
26,2018-09-25,2018,table_2.csv,csv,",",data/2018/2018-09-25/table_2.csv,124,3,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2018/2018-09-25/table_2.csv
26,2018-09-25,2018,table_3.csv,csv,",",data/2018/2018-09-25/table_3.csv,124,5,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2018/2018-09-25/table_3.csv
26,2018-09-25,2018,table_3.csv,csv,",",data/2019/2019-11-05/table_3.csv,43,5,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2018/2018-09-25/table_3.csv
26,2018-09-25,2018,table_4.csv,csv,",",data/2018/2018-09-25/table_4.csv,124,3,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2018/2018-09-25/table_4.csv
26,2018-09-25,2018,table_6.csv,csv,",",data/2018/2018-09-25/table_6.csv,140,3,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2018/2018-09-25/table_6.csv
27,2018-10-02,2018,us_births_2000-2014.csv,csv,",",data/2018/2018-10-02/us_births_2000-2014.csv,5479,5,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2018/2018-10-02/us_births_2000-2014.csv
28,2018-10-09,2018,voter_turnout.csv,csv,",",data/2018/2018-10-09/voter_turnout.csv,936,7,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2018/2018-10-09/voter_turnout.csv
29,2018-10-16,2018,recent-grads.csv,csv,",",data/2018/2018-10-16/recent-grads.csv,173,21,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2018/2018-10-16/recent-grads.csv
30,2018-10-23,2018,movie_profit.csv,csv,",",data/2018/2018-10-23/movie_profit.csv,3401,9,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2018/2018-10-23/movie_profit.csv
31,2018-10-30,2018,r_downloads_year.csv,csv,",",data/2018/2018-10-30/r_downloads_year.csv,938115,8,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2018/2018-10-30/r_downloads_year.csv
31,2018-10-30,2018,r-downloads.csv,csv,",",data/2018/2018-10-30/r-downloads.csv,5703,7,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2018/2018-10-30/r-downloads.csv
32,2018-11-06,2018,us_wind.csv,csv,",",data/2018/2018-11-06/us_wind.csv,58185,24,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2018/2018-11-06/us_wind.csv
33,2018-11-13,2018,malaria_deaths_age.csv,csv,",",data/2018/2018-11-13/malaria_deaths_age.csv,30780,6,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2018/2018-11-13/malaria_deaths_age.csv
33,2018-11-13,2018,malaria_deaths.csv,csv,",",data/2018/2018-11-13/malaria_deaths.csv,6156,4,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2018/2018-11-13/malaria_deaths.csv
33,2018-11-13,2018,malaria_inc.csv,csv,",",data/2018/2018-11-13/malaria_inc.csv,508,4,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2018/2018-11-13/malaria_inc.csv
34,2018-11-20,2018,thanksgiving_meals.csv,csv,",",data/2018/2018-11-20/thanksgiving_meals.csv,1058,65,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2018/2018-11-20/thanksgiving_meals.csv
35,2018-11-27,2018,baltimore_bridges.csv,csv,NA,data/2018/2018-11-27/baltimore_bridges.csv,2079,13,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2018/2018-11-27/baltimore_bridges.csv
36,2018-12-04,2018,medium_datasci.csv,csv,",",data/2018/2018-12-04/medium_datasci.csv,78388,21,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2018/2018-12-04/medium_datasci.csv
37,2018-12-11,2018,nyc_restaurants.csv,csv,",",data/2018/2018-12-11/nyc_restaurants.csv,300000,13,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2018/2018-12-11/nyc_restaurants.csv
38,2018-12-18,2018,allCetaceanData.csv,csv,",",data/2018/2018-12-18/allCetaceanData.csv,2194,22,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2018/2018-12-18/allCetaceanData.csv
2,2019-01-08,2019,IMDb_Economist_tv_ratings.csv,csv,",",data/2019/2019-01-08/IMDb_Economist_tv_ratings.csv,2266,7,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-01-08/IMDb_Economist_tv_ratings.csv
3,2019-01-15,2019,agencies.csv,csv,",",data/2019/2019-01-15/agencies.csv,74,19,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-01-15/agencies.csv
3,2019-01-15,2019,launches.csv,csv,",",data/2019/2019-01-15/launches.csv,5726,11,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-01-15/launches.csv
4,2019-01-22,2019,incarceration_trends.csv,csv,",",data/2019/2019-01-22/incarceration_trends.csv,147533,79,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-01-22/incarceration_trends.csv
4,2019-01-22,2019,pretrial_population.csv,csv,",",data/2019/2019-01-22/pretrial_population.csv,1327797,9,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-01-22/pretrial_population.csv
4,2019-01-22,2019,pretrial_summary.csv,csv,",",data/2019/2019-01-22/pretrial_summary.csv,552,4,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-01-22/pretrial_summary.csv
4,2019-01-22,2019,prison_population.csv,csv,",",data/2019/2019-01-22/prison_population.csv,1327797,9,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-01-22/prison_population.csv
4,2019-01-22,2019,prison_summary.csv,csv,",",data/2019/2019-01-22/prison_summary.csv,1000,4,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-01-22/prison_summary.csv
5,2019-01-29,2019,clean_cheese.csv,csv,",",data/2019/2019-01-29/clean_cheese.csv,48,17,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-01-29/clean_cheese.csv
5,2019-01-29,2019,fluid_milk_sales.csv,csv,",",data/2019/2019-01-29/fluid_milk_sales.csv,387,3,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-01-29/fluid_milk_sales.csv
5,2019-01-29,2019,milk_products_facts.csv,csv,",",data/2019/2019-01-29/milk_products_facts.csv,43,18,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-01-29/milk_products_facts.csv
5,2019-01-29,2019,milkcow_facts.csv,csv,",",data/2019/2019-01-29/milkcow_facts.csv,35,11,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-01-29/milkcow_facts.csv
5,2019-01-29,2019,state_milk_production.csv,csv,",",data/2019/2019-01-29/state_milk_production.csv,2400,4,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-01-29/state_milk_production.csv
6,2019-02-05,2019,mortgage.csv,csv,",",data/2019/2019-02-05/mortgage.csv,2492,9,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-02-05/mortgage.csv
6,2019-02-05,2019,recessions.csv,csv,",",data/2019/2019-02-05/recessions.csv,14,7,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-02-05/recessions.csv
6,2019-02-05,2019,state_hpi.csv,csv,",",data/2019/2019-02-05/state_hpi.csv,26877,5,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-02-05/state_hpi.csv
7,2019-02-12,2019,climate_spending.csv,csv,",",data/2019/2019-02-12/climate_spending.csv,126,3,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-02-12/climate_spending.csv
7,2019-02-12,2019,energy_spending.csv,csv,",",data/2019/2019-02-12/energy_spending.csv,242,3,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-02-12/energy_spending.csv
7,2019-02-12,2019,fed_r_d_spending.csv,csv,",",data/2019/2019-02-12/fed_r_d_spending.csv,588,6,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-02-12/fed_r_d_spending.csv
8,2019-02-19,2019,phd_by_field.csv,csv,",",data/2019/2019-02-19/phd_by_field.csv,3370,5,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-02-19/phd_by_field.csv
9,2019-02-26,2019,full_trains.csv,csv,",",data/2019/2019-02-26/full_trains.csv,5462,27,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-02-26/full_trains.csv
9,2019-02-26,2019,regularite-mensuelle-tgv-aqst.csv,csv,;,data/2019/2019-02-26/regularite-mensuelle-tgv-aqst.csv,10075,10,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-02-26/regularite-mensuelle-tgv-aqst.csv
9,2019-02-26,2019,small_trains.csv,csv,",",data/2019/2019-02-26/small_trains.csv,32772,13,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-02-26/small_trains.csv
10,2019-03-05,2019,earnings_female.csv,csv,",",data/2019/2019-03-05/earnings_female.csv,264,3,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-03-05/earnings_female.csv
10,2019-03-05,2019,employed_gender.csv,csv,",",data/2019/2019-03-05/employed_gender.csv,49,7,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-03-05/employed_gender.csv
10,2019-03-05,2019,jobs_gender.csv,csv,",",data/2019/2019-03-05/jobs_gender.csv,2088,12,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-03-05/jobs_gender.csv
11,2019-03-12,2019,board_games.csv,csv,",",data/2019/2019-03-12/board_games.csv,10532,22,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-03-12/board_games.csv
13,2019-03-26,2019,seattle_pets.csv,csv,",",data/2019/2019-03-26/seattle_pets.csv,52519,7,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-03-26/seattle_pets.csv
14,2019-04-02,2019,bike_traffic.csv,csv,",",data/2019/2019-04-02/bike_traffic.csv,515688,5,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-04-02/bike_traffic.csv
15,2019-04-09,2019,grand_slam_timeline.csv,csv,",",data/2019/2019-04-09/grand_slam_timeline.csv,12605,5,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-04-09/grand_slam_timeline.csv
15,2019-04-09,2019,grand_slams.csv,csv,",",data/2019/2019-04-09/grand_slams.csv,416,6,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-04-09/grand_slams.csv
15,2019-04-09,2019,player_dob.csv,csv,",",data/2019/2019-04-09/player_dob.csv,105,5,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-04-09/player_dob.csv
16,2019-04-16,2019,brexit.csv,csv,",",data/2019/2019-04-16/brexit.csv,85,3,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-04-16/brexit.csv
16,2019-04-16,2019,corbyn.csv,csv,NA,data/2019/2019-04-16/corbyn.csv,6,2,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-04-16/corbyn.csv
16,2019-04-16,2019,dogs.csv,csv,",",data/2019/2019-04-16/dogs.csv,10,3,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-04-16/dogs.csv
16,2019-04-16,2019,eu_balance.csv,csv,",",data/2019/2019-04-16/eu_balance.csv,266,4,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-04-16/eu_balance.csv
16,2019-04-16,2019,pensions.csv,csv,",",data/2019/2019-04-16/pensions.csv,35,3,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-04-16/pensions.csv
16,2019-04-16,2019,trade.csv,csv,",",data/2019/2019-04-16/trade.csv,22,3,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-04-16/trade.csv
16,2019-04-16,2019,women_research.csv,csv,",",data/2019/2019-04-16/women_research.csv,60,3,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-04-16/women_research.csv
17,2019-04-23,2019,raw_anime.csv,csv,",",data/2019/2019-04-23/raw_anime.csv,15278,27,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-04-23/raw_anime.csv
17,2019-04-23,2019,tidy_anime.csv,csv,",",data/2019/2019-04-23/tidy_anime.csv,77911,28,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-04-23/tidy_anime.csv
18,2019-04-30,2019,bird_call.csv,csv,NA,data/2019/2019-04-30/bird_call.csv,91,1,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-04-30/bird_call.csv
18,2019-04-30,2019,bird_call.csv,csv,NA,data/2019/2019-04-30/raw/bird_call.csv,91,1,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-04-30/bird_call.csv
18,2019-04-30,2019,bird_collisions.csv,csv,",",data/2019/2019-04-30/bird_collisions.csv,69695,8,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-04-30/bird_collisions.csv
18,2019-04-30,2019,mp_light.csv,csv,",",data/2019/2019-04-30/mp_light.csv,3067,2,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-04-30/mp_light.csv
19,2019-05-07,2019,EDULIT_DS_06052019101747206.csv,csv,",",data/2019/2019-05-07/EDULIT_DS_06052019101747206.csv,5189,9,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-05-07/EDULIT_DS_06052019101747206.csv
19,2019-05-07,2019,student_teacher_ratio.csv,csv,",",data/2019/2019-05-07/student_teacher_ratio.csv,5189,8,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-05-07/student_teacher_ratio.csv
20,2019-05-14,2019,nobel_winner_all_pubs.csv,csv,",",data/2019/2019-05-14/nobel_winner_all_pubs.csv,93394,11,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-05-14/nobel_winner_all_pubs.csv
20,2019-05-14,2019,nobel_winners.csv,csv,",",data/2019/2019-05-14/nobel_winners.csv,969,18,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-05-14/nobel_winners.csv
21,2019-05-21,2019,coastal-population-vs-mismanaged-plastic.csv,csv,",",data/2019/2019-05-21/coastal-population-vs-mismanaged-plastic.csv,20093,6,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-05-21/coastal-population-vs-mismanaged-plastic.csv
21,2019-05-21,2019,per-capita-mismanaged-plastic-waste-vs-gdp-per-capita.csv,csv,",",data/2019/2019-05-21/per-capita-mismanaged-plastic-waste-vs-gdp-per-capita.csv,22204,6,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-05-21/per-capita-mismanaged-plastic-waste-vs-gdp-per-capita.csv
21,2019-05-21,2019,per-capita-plastic-waste-vs-gdp-per-capita.csv,csv,",",data/2019/2019-05-21/per-capita-plastic-waste-vs-gdp-per-capita.csv,22204,6,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-05-21/per-capita-plastic-waste-vs-gdp-per-capita.csv
22,2019-05-28,2019,winemag-data-130k-v2.csv,csv,",",data/2019/2019-05-28/winemag-data-130k-v2.csv,129971,14,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-05-28/winemag-data-130k-v2.csv
23,2019-06-04,2019,ramen_ratings.csv,csv,",",data/2019/2019-06-04/ramen_ratings.csv,3180,6,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-06-04/ramen_ratings.csv
24,2019-06-11,2019,meteorites.csv,csv,",",data/2019/2019-06-11/meteorites.csv,45716,10,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-06-11/meteorites.csv
25,2019-06-18,2019,bird_counts.csv,csv,",",data/2019/2019-06-18/bird_counts.csv,18706,6,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-06-18/bird_counts.csv
26,2019-06-25,2019,ufo_sightings.csv,csv,NA,data/2019/2019-06-25/ufo_sightings.csv,80332,11,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-06-25/ufo_sightings.csv
27,2019-07-02,2019,media_franchises.csv,csv,",",data/2019/2019-07-02/media_franchises.csv,321,7,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-07-02/media_franchises.csv
28,2019-07-09,2019,codes.csv,csv,",",data/2019/2019-07-09/codes.csv,212,2,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-07-09/codes.csv
28,2019-07-09,2019,squads.csv,csv,",",data/2019/2019-07-09/squads.csv,552,9,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-07-09/squads.csv
28,2019-07-09,2019,wwc_outcomes.csv,csv,",",data/2019/2019-07-09/wwc_outcomes.csv,568,7,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-07-09/wwc_outcomes.csv
29,2019-07-16,2019,r4ds_members.csv,csv,",",data/2019/2019-07-16/r4ds_members.csv,678,21,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-07-16/r4ds_members.csv
30,2019-07-23,2019,wildlife_impacts.csv,csv,",",data/2019/2019-07-23/wildlife_impacts.csv,56978,21,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-07-23/wildlife_impacts.csv
31,2019-07-30,2019,video_games.csv,csv,",",data/2019/2019-07-30/video_games.csv,26688,10,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-07-30/video_games.csv
32,2019-08-06,2019,bob-ross.csv,csv,",",data/2019/2019-08-06/bob-ross.csv,403,69,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-08-06/bob-ross.csv
33,2019-08-13,2019,emperors.csv,csv,",",data/2019/2019-08-13/emperors.csv,68,16,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-08-13/emperors.csv
34,2019-08-20,2019,nuclear_explosions.csv,csv,",",data/2019/2019-08-20/nuclear_explosions.csv,2051,16,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-08-20/nuclear_explosions.csv
35,2019-08-27,2019,simpsons-guests.csv,csv,NA,data/2019/2019-08-27/simpsons-guests.csv,1386,1,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-08-27/simpsons-guests.csv
36,2019-09-03,2019,cpu.csv,csv,",",data/2019/2019-09-03/cpu.csv,176,6,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-09-03/cpu.csv
36,2019-09-03,2019,gpu.csv,csv,",",data/2019/2019-09-03/gpu.csv,112,8,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-09-03/gpu.csv
36,2019-09-03,2019,ram.csv,csv,",",data/2019/2019-09-03/ram.csv,47,10,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-09-03/ram.csv
37,2019-09-10,2019,saferparks.csv,csv,",",data/2019/2019-09-10/saferparks.csv,8351,23,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-09-10/saferparks.csv
37,2019-09-10,2019,tx_injuries.csv,csv,",",data/2019/2019-09-10/tx_injuries.csv,542,13,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-09-10/tx_injuries.csv
38,2019-09-17,2019,gas_price.csv,csv,",",data/2019/2019-09-17/gas_price.csv,87,3,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-09-17/gas_price.csv
38,2019-09-17,2019,national_parks.csv,csv,",",data/2019/2019-09-17/national_parks.csv,21560,12,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-09-17/national_parks.csv
38,2019-09-17,2019,state_pop.csv,csv,",",data/2019/2019-09-17/state_pop.csv,5916,3,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-09-17/state_pop.csv
39,2019-09-24,2019,school_diversity.csv,csv,",",data/2019/2019-09-24/school_diversity.csv,27944,15,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-09-24/school_diversity.csv
40,2019-10-08,2019,ipf_lifts.csv,csv,",",data/2019/2019-10-08/ipf_lifts.csv,41152,16,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-10-08/ipf_lifts.csv
40,2019-10-01,2019,pizza_barstool.csv,csv,",",data/2019/2019-10-01/pizza_barstool.csv,463,22,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-10-01/pizza_barstool.csv
40,2019-10-01,2019,pizza_datafiniti.csv,csv,",",data/2019/2019-10-01/pizza_datafiniti.csv,10000,10,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-10-01/pizza_datafiniti.csv
40,2019-10-01,2019,pizza_jared.csv,csv,",",data/2019/2019-10-01/pizza_jared.csv,375,9,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-10-01/pizza_jared.csv
42,2019-10-15,2019,big_epa_cars.csv,csv,",",data/2019/2019-10-15/big_epa_cars.csv,41804,83,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-10-15/big_epa_cars.csv
43,2019-10-22,2019,horror_movies.csv,csv,",",data/2019/2019-10-22/horror_movies.csv,3328,12,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-10-22/horror_movies.csv
44,2019-10-29,2019,nyc_squirrels.csv,csv,",",data/2019/2019-10-29/nyc_squirrels.csv,3023,36,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-10-29/nyc_squirrels.csv
45,2019-11-05,2019,commute.csv,csv,",",data/2019/2019-11-05/commute.csv,3496,9,https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-11-05/commute.csv
