manuscript_id,short_name,composition,composition_type,language,script_type,material,period,site,site_parent,cave,num_images,keywords,biblical_book,canon_status,bible_section,testament,content_category
1Q24,1Q EnGiants,"Enoch, Book of Giants",Parabiblical Texts,Aramaic,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,7,NA,1 Enoch,Non-canonical,Pseudepigrapha,Non-biblical,Parabiblical
1Q25,1Q Apocr. Prophecy,Apocryphal Prophecy,Parabiblical Texts,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 1",Qumran,1,3,NA,NA,Non-canonical,Other,Non-biblical,Other Non-biblical
1Q26,1Q Instruction,Instruction,Sapiential Texts,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 1",Qumran,1,1,NA,Instruction (Musar),Non-canonical,Wisdom,Non-biblical,Wisdom Literature
1Q27,1Q Myst,Mysteries,Sapiential Texts,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,14,NA,Book of Mysteries,Non-canonical,Sectarian,Non-biblical,Sectarian
1Q28,1Q Sb,Rule of Blessings,Sectarian Texts,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 1",Qumran,1,25,NA,NA,Non-canonical,Other,Non-biblical,Other Non-biblical
1Q29,,Multiple Compositions,Other,,,Parchment,,"Qumran, Cave 1",Qumran,1,55,NA,NA,Non-canonical,Other,Non-biblical,Other Non-biblical
1Q30,1Q Liturgical Text(?) A,Liturgical Text?,Poetical/Liturgical Texts?,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,6,NA,NA,Non-canonical,Other,Non-biblical,Other Non-biblical
1Q31,1Q Liturgical Text(?) B,Liturgical Text?,Poetical/Liturgical Texts?,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,2,NA,NA,Non-canonical,Other,Non-biblical,Other Non-biblical
1Q32,1Q NJ(?),New Jerusalem?,Parabiblical Texts,Aramaic,Square,Parchment,Herodian,"Qumran, Cave 1",Qumran,1,12,NA,New Jerusalem,Non-canonical,Pseudepigrapha,Non-biblical,Parabiblical
1Q33,1Q M,War Scroll,Sectarian Texts,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 1",Qumran,1,1,NA,War Scroll,Non-canonical,Sectarian,Non-biblical,Sectarian
1Q34,1Q PrFetes,Festival Prayers,Poetical/Liturgical Texts,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 1",Qumran,1,1,NA,Liturgical Prayer,Non-canonical,Liturgical,Non-biblical,Liturgical
1Q35,1Q H,Hodayot,Poetical/Liturgical Texts,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 1",Qumran,1,3,NA,Thanksgiving Hymns,Non-canonical,Sectarian,Non-biblical,Sectarian
1Q36,1Q Hymns,Hymns,Poetical/Liturgical Texts,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,8,NA,Hymns,Non-canonical,Liturgical,Non-biblical,Liturgical
1Q37,1Q Hymnic Composition(?),Hymnic Composition?,Poetical/Liturgical Texts?,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 1",Qumran,1,3,NA,Hymns,Non-canonical,Liturgical,Non-biblical,Liturgical
1Q38,1Q Hymnic Composition(?),Hymnic Composition?,Poetical/Liturgical Texts?,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,5,NA,Hymns,Non-canonical,Liturgical,Non-biblical,Liturgical
1Q39,1Q Hymnic Composition(?),Hymnic Composition?,Poetical/Liturgical Texts?,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 1",Qumran,1,2,NA,Hymns,Non-canonical,Liturgical,Non-biblical,Liturgical
1Q40,1Q Hymnic Composition(?),Hymnic Composition?,Poetical/Liturgical Texts?,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,3,"Belial
בליעל",Hymns,Non-canonical,Liturgical,Non-biblical,Liturgical
1Q41,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,6,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
1Q42,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,5,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
1Q43,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,3,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
1Q44,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,3,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
1Q45,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,3,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
1Q46,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,1,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
1Q47,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,2,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
1Q48,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,3,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
1Q49,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,2,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
1Q50,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,1,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
1Q51,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,2,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
1Q52,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,1,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
1Q53,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,2,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
1Q54,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,2,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
1Q55,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,2,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
1Q56,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,1,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
1Q57,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,1,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
1Q58,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,1,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
1Q59,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,2,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
1Q60,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,2,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
1Q61,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,1,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
1Q62,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,4,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
1Q63,,Unidentified,Unidentified Text,Aramaic,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,3,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
1Q64,,Unidentified,Unidentified Text,Aramaic,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,1,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
1Q65,,Unidentified,Unidentified Text,Aramaic,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,2,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
1Q66,,Unidentified,Unidentified Text,Aramaic,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,2,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
1Q67,,Unidentified,Unidentified Text,Aramaic,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,4,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
1Q68,,Unidentified,Unidentified Text,Aramaic,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,4,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
1Q69,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,22,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
1Q70,,Unidentified,Unidentified Text,Hebrew,Square,Papyrus,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,4,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
1Q71,1Q Dan,Daniel,Scripture,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,0,NA,Daniel,Protocanonical,Ketuvim,OT,Biblical
1Q72,1Q Dan,Daniel,Scripture,Aramaic,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 1",Qumran,1,0,NA,Daniel,Protocanonical,Ketuvim,OT,Biblical
2Q1,2Q Gen,Genesis,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 2",Qumran,2,8,"Abraham
אברהם",Genesis,Protocanonical,Torah,OT,Biblical
2Q2,2Q Exod,Exodus,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 2",Qumran,2,33,"Ten Plagues
עשר המכות",Exodus,Protocanonical,Torah,OT,Biblical
2Q3,2Q Exod,Exodus,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 2",Qumran,2,4,NA,Exodus,Protocanonical,Torah,OT,Biblical
2Q4,2Q Exod,Exodus,Scripture,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 2",Qumran,2,11,NA,Exodus,Protocanonical,Torah,OT,Biblical
2Q5,2Q paleoLev,paleoLeviticus,Scripture,Hebrew,Paleo-Hebrew,Parchment,Hasmonean,"Qumran, Cave 2",Qumran,2,5,NA,Leviticus,Protocanonical,Torah,OT,Biblical
2Q6,2Q Num,Numbers,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 2",Qumran,2,9,NA,Numbers,Protocanonical,Torah,OT,Biblical
2Q7,2Q Num,Numbers,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 2",Qumran,2,5,NA,Numbers,Protocanonical,Torah,OT,Biblical
2Q8,2Q Num,Numbers,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 2",Qumran,2,6,NA,Numbers,Protocanonical,Torah,OT,Biblical
2Q9,2Q Num(?),Numbers?,Scripture,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 2",Qumran,2,5,NA,Leviticus,Protocanonical,Torah,OT,Biblical
2Q10,2Q Deut,Deuteronomy,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 2",Qumran,2,5,NA,Deuteronomy,Protocanonical,Torah,OT,Biblical
2Q11,2Q Deut,Deuteronomy,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 2",Qumran,2,5,NA,Deuteronomy,Protocanonical,Torah,OT,Biblical
2Q12,2Q Deut,Deuteronomy,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 2",Qumran,2,5,NA,Deuteronomy,Protocanonical,Torah,OT,Biblical
2Q13,2Q Jer,Jeremiah,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 2",Qumran,2,56,NA,Jeremiah,Protocanonical,Nevi'im,OT,Biblical
2Q14,2Q Ps,Psalms,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 2",Qumran,2,8,NA,Psalms,Protocanonical,Ketuvim,OT,Biblical
2Q15,2Q Job,Job,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 2",Qumran,2,5,NA,Job,Protocanonical,Ketuvim,OT,Biblical
2Q16,2Q Ruth,Ruth,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 2",Qumran,2,38,NA,Ruth,Protocanonical,Ketuvim,OT,Biblical
2Q17,2Q Ruth,Ruth,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 2",Qumran,2,8,NA,Ruth,Protocanonical,Ketuvim,OT,Biblical
2Q18,2Q Sir,Ben Sira,Poetical/Liturgical Texts?,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 2",Qumran,2,9,NA,Sirach,Deuterocanonical,Deuterocanonical,OT,Biblical (Deuterocanonical)
2Q19,2Q Jub,Jubilees,Parabiblical Texts,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 2",Qumran,2,7,NA,Jubilees,Non-canonical,Pseudepigrapha,Non-biblical,Parabiblical
2Q20,2Q Jub,Jubilees,Parabiblical Texts,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 2",Qumran,2,12,NA,Jubilees,Non-canonical,Pseudepigrapha,Non-biblical,Parabiblical
2Q21,2Q apocrMoses(?),Apocryphon of Moses?,Parabiblical Texts,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 2",Qumran,2,9,NA,NA,Non-canonical,Other,Non-biblical,Other Non-biblical
2Q22,2Q apocrDavid,Narrative and Poetic Composition,Parabiblical Texts,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 2",Qumran,2,5,NA,NA,Non-canonical,Other,Non-biblical,Other Non-biblical
2Q23,2Q Apocr. Prophecy,Apocr. Prophecy,Parabiblical Texts,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 2",Qumran,2,19,NA,NA,Non-canonical,Other,Non-biblical,Other Non-biblical
2Q24,2Q NJ,New Jerusalem,Parabiblical Texts,Aramaic,Square,Parchment,Herodian,"Qumran, Cave 2",Qumran,2,29,NA,New Jerusalem,Non-canonical,Pseudepigrapha,Non-biblical,Parabiblical
2Q25,2Q Juridical Text,Juridical Text,Legal Texts,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 2",Qumran,2,4,NA,NA,Non-canonical,Other,Non-biblical,Other Non-biblical
2Q26,2Q EnGiants,"Enoch, Book of Giants",Parabiblical Texts,Aramaic,Square,Parchment,Herodian,"Qumran, Cave 2",Qumran,2,2,NA,1 Enoch,Non-canonical,Pseudepigrapha,Non-biblical,Parabiblical
2Q27,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 2",Qumran,2,3,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
2Q28,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 2",Qumran,2,4,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
2Q29,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 2",Qumran,2,3,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
2Q30,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 2",Qumran,2,2,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
2Q31,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 2",Qumran,2,3,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
2Q32,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 2",Qumran,2,4,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
2Q33,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 2",Qumran,2,4,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
3Q1,3Q Ezek,Ezekiel,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 3",Qumran,3,6,NA,Ezekiel,Protocanonical,Nevi'im,OT,Biblical
3Q2,3Q Ps,Psalms,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 3",Qumran,3,5,NA,Psalms,Protocanonical,Ketuvim,OT,Biblical
3Q3,3Q Lam,Lamentations,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 3",Qumran,3,7,NA,Lamentations,Protocanonical,Ketuvim,OT,Biblical
3Q4,3Q pIsa,Pesher Isaiah,Pesher,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 3",Qumran,3,5,NA,Pesher (Commentary),Non-canonical,Sectarian,Non-biblical,Sectarian
3Q5,3Q Jub,Jubilees,Parabiblical Texts,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 3",Qumran,3,19,NA,Jubilees,Non-canonical,Pseudepigrapha,Non-biblical,Parabiblical
3Q6,3Q Hymn,Hymn,Poetical/Liturgical Texts,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 3",Qumran,3,8,NA,Hymns,Non-canonical,Liturgical,Non-biblical,Liturgical
3Q7,3Q TJud(?),Testament of Judah?,Parabiblical Texts,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 3",Qumran,3,18,NA,NA,Non-canonical,Other,Non-biblical,Other Non-biblical
3Q8,3Q Text Mentioning Angel of Peace,Text Mentioning Angel of Peace,Other,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 3",Qumran,3,11,NA,NA,Non-canonical,Other,Non-biblical,Other Non-biblical
3Q9,3Q Sectarian Text,Sectarian Text,Sectarian Texts,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 3",Qumran,3,18,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
3Q10,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 3",Qumran,3,11,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
3Q11,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 3",Qumran,3,8,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
3Q12,,Unidentified,Unidentified Text,Aramaic,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 3",Qumran,3,8,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
3Q13,,Unidentified,Unidentified Text,Aramaic,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 3",Qumran,3,12,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
3Q14,,Unidentified,Unidentified Text,Hebrew,Square,Parchment,Hellenistic-Roman,"Qumran, Cave 3",Qumran,3,55,NA,NA,Unidentified,Unidentified,Unknown,Unidentified
3Q15,,Copper Scroll,Other,Hebrew,Square,Copper,Roman,"Qumran, Cave 3",Qumran,3,0,NA,Copper Scroll,Non-canonical,Documentary,Non-biblical,Documentary
4Q1,4Q Gen-Exod,Genesis-Exodus,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,133,"Abraham, Binding of Isaac, milk and honey
אברהם, עקדת יצחק, דבש, חלב ודבש",Genesis,Protocanonical,Torah,OT,Biblical
4Q2,4Q Gen,Genesis,Scripture,Hebrew,Square,Parchment,Roman,"Qumran, Cave 4",Qumran,4,10,"Am I my brother's keeper? Garden of Eden
השומר אחי אנוכי, השומר אחי אנכי, קול דמי אחיך צועקים אלי
מו האדמה, קול דמי אחיך צעקים אלי מו האדמה, גן עדן",Genesis,Protocanonical,Torah,OT,Biblical
4Q3,4Q Gen,Genesis,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,13,NA,Genesis,Protocanonical,Torah,OT,Biblical
4Q4,4Q Gen,Genesis,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,4,NA,Genesis,Protocanonical,Torah,OT,Biblical
4Q5,4Q Gen,Genesis,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,28,NA,Genesis,Protocanonical,Torah,OT,Biblical
4Q6,4Q Gen,Genesis,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,14,NA,Genesis,Protocanonical,Torah,OT,Biblical
4Q7,4Q Gen,Genesis,Scripture,Hebrew,Square,Parchment,Hasmonean,"Qumran, Cave 4",Qumran,4,18,"In the beginning when God created the heavens and the earth, the
earth was a formless void and darkness covered the face of the deep,
while a wind from God swept over the face of the waters. Then God
said, ""Let there be light""; and there was light. And God saw that
the
light was good; and God separated the light from the darkness. God
called the light Day, and the darkness he called Night. And there
was
evening and there was morning, the first day.

creation

בריאת העולם
בראשית ברא אלהים את השמים ואת הארץ והארץ היתה תהו ובהו וחשך על פני
תהום ורוח אלהים מרחפת על פני המים ויאמר אלהים יהי אור ויהי אור ד
וירא
אלהים את האור כי טוב ויבדל אלהים בין האור ובין החשךויקרא אלהים לאור
יום ולחשך קרא לילה ויהי ערב ויהי בקר יום אחד -|- In the beginning when God created the heavens and the earth the
earth
was a formless void and darkness covered the face of the deep while
a
wind from God swept over the face of the water Then God said Let
there be light and there was light And God saw that the light was
good and God separated the light from the darkness God called the
light Day and the darkness he called Night And there was evening and
there was morning the first day

creation

בריאת העולם

בראשית ברא אלהים את השמים ואת הארץ והארץ היתה תהו ובהו וחשך על פני
תהום ורוח אלהים מרחפת על פני המים ויאמר אלהים יהי אור ויהי אור  ד
וירא אלהים את האור כי טוב ויבדל אלהים בין האור ובין החשך  ה ויקרא
אלהים לאור יום ולחשך קרא לילה ויהי ערב ויהי-בקר יום אחד",Genesis,Protocanonical,Torah,OT,Biblical
4Q8,,Multiple Compositions,Other,,,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,11,"Abraham
אברהם",Genesis,Protocanonical,Torah,OT,Biblical
4Q9,4Q Gen,Genesis,Scripture,Hebrew,Square,Parchment,Herodian,"Qumran, Cave 4",Qumran,4,36,NA,Genesis,Protocanonical,Torah,OT,Biblical
