year,month,state,price_index,us_avg
1982,2,AK,73.504458935,44.938061879
1982,3,AK,74.028748827,45.023571219
1982,4,AK,74.437569124,45.05491188
1982,5,AK,74.76302688,45.021743584
1982,6,AK,74.938438226,44.882353509
1982,7,AK,75.090454093,44.784504902
1982,8,AK,75.426226441,44.794620047
1982,9,AK,76.022505217,44.859592545
1982,10,AK,76.900609434,44.996470946
1982,11,AK,77.966841688,45.233548399
1982,12,AK,78.99453421,45.528176051
1983,1,AK,79.91119015,45.800563188
1983,2,AK,80.657964146,46.020681897
1983,3,AK,81.222933997,46.190243336
1983,4,AK,81.764150812,46.343355003
1983,5,AK,82.293565734,46.519772993
1983,6,AK,82.69407783,46.671901572
1983,7,AK,83.027917815,46.85533858
1983,8,AK,83.488508212,47.037606111
1983,9,AK,84.122234045,47.186838442
1983,10,AK,84.857810988,47.368450609
1983,11,AK,85.503853428,47.584524916
1983,12,AK,85.81887634,47.795676621
1984,1,AK,85.801363569,47.978681719
1984,2,AK,85.472937331,48.144353627
1984,3,AK,84.956323131,48.312375658
1984,4,AK,84.623152572,48.504989437
1984,5,AK,84.563336562,48.72117312
1984,6,AK,84.540475484,48.878154577
1984,7,AK,84.544212444,49.057016834
1984,8,AK,84.780298327,49.242489147
1984,9,AK,85.206733049,49.383599215
1984,10,AK,85.527227904,49.560194707
1984,11,AK,85.458655044,49.814150953
1984,12,AK,84.90325321,50.120602916
1985,1,AK,84.156039393,50.393450907
1985,2,AK,83.488626277,50.59264682
1985,3,AK,82.997881572,50.719705479
1985,4,AK,82.807871071,50.807233588
1985,5,AK,82.745891114,50.955784038
1985,6,AK,82.389711836,51.155185804
1985,7,AK,81.603521537,51.463724169
1985,8,AK,80.698388774,51.848458521
1985,9,AK,80.041043661,52.15459638
1985,10,AK,79.835321063,52.401196753
1985,11,AK,80.005306883,52.654161616
1985,12,AK,80.205856436,52.936695369
1986,1,AK,80.33910347,53.216089366
1986,2,AK,80.378903198,53.500580213
1986,3,AK,80.265769223,53.785209519
1986,4,AK,80.133195514,54.092630138
1986,5,AK,79.928072321,54.492228943
1986,6,AK,79.358425001,54.882486914
1986,7,AK,78.410404534,55.265705671
1986,8,AK,77.492487746,55.538080557
1986,9,AK,76.857361366,55.705522074
1986,10,AK,76.549181746,56.024688043
1986,11,AK,76.439681794,56.478250055
1986,12,AK,76.085178279,56.87751755
1987,1,AK,75.275059703,57.232036254
1987,2,AK,74.006336041,57.565362246
1987,3,AK,72.322483962,57.900240729
1987,4,AK,70.415064113,58.201900018
1987,5,AK,68.39805123,58.462750304
1987,6,AK,66.391320191,58.747700743
1987,7,AK,64.652732254,59.062058919
1987,8,AK,63.330558788,59.355365814
1987,9,AK,62.369706031,59.632109334
1987,10,AK,61.759274812,59.909450725
1987,11,AK,61.577150597,60.204422139
1987,12,AK,61.920145545,60.504335321
1988,1,AK,62.878355183,60.811624664
1988,2,AK,64.217361716,61.131040751
1988,3,AK,65.319777884,61.465292721
1988,4,AK,65.791534764,61.815696851
1988,5,AK,66.000877899,62.205044201
1988,6,AK,66.483277453,62.539885688
1988,7,AK,67.392958125,62.866832254
1988,8,AK,68.741544467,63.205620068
1988,9,AK,70.552225701,63.545014715
1988,10,AK,72.605253516,63.944862013
1988,11,AK,74.170371368,64.402227469
1988,12,AK,74.413907453,64.858847827
1989,1,AK,72.931906148,65.260507284
1989,2,AK,69.795483779,65.639168491
1989,3,AK,65.726286012,66.036250293
1989,4,AK,62.021343966,66.43304783
1989,5,AK,59.530399023,66.833552991
1989,6,AK,58.094512634,67.174971537
1989,7,AK,57.234340495,67.606698319
1989,8,AK,56.743106782,68.080261682
1989,9,AK,56.503742953,68.445527291
1989,10,AK,56.387358005,68.801677001
1989,11,AK,56.288742052,69.189260064
1989,12,AK,56.192130497,69.584562458
1990,1,AK,56.368805314,69.829043828
1990,2,AK,56.991503059,69.961344625
1990,3,AK,58.199215244,70.112715077
1990,4,AK,60.230651253,70.265548445
1990,5,AK,62.846684436,70.42262024
1990,6,AK,65.286704861,70.519804881
1990,7,AK,67.06063425,70.624147462
1990,8,AK,68.026327312,70.686214931
1990,9,AK,68.5023497,70.613732933
1990,10,AK,68.806874757,70.47432369
1990,11,AK,69.083102014,70.370390887
1990,12,AK,69.244588272,70.371139958
1991,1,AK,69.404962431,70.417763408
1991,2,AK,69.710932367,70.417688061
1991,3,AK,69.975736816,70.453620789
1991,4,AK,70.357648363,70.475369519
1991,5,AK,70.821327284,70.528860031
1991,6,AK,71.203337879,70.519547223
1991,7,AK,71.554805459,70.500211501
1991,8,AK,71.873047887,70.462700338
1991,9,AK,72.168198431,70.49184561
1991,10,AK,72.471968692,70.688882085
1991,11,AK,72.867728496,70.953588789
1991,12,AK,73.286537703,71.164531489
1992,1,AK,73.700175978,71.402158644
1992,2,AK,74.125982264,71.626567348
1992,3,AK,74.453541068,71.697108984
1992,4,AK,74.634871146,71.582618041999993
1992,5,AK,74.597346034,71.451274947
1992,6,AK,74.398806859,71.324989273
1992,7,AK,74.244184769,71.405264247
1992,8,AK,74.24278182,71.64004279
1992,9,AK,74.381985163,71.809695733
1992,10,AK,74.690221517,71.954976281
1992,11,AK,75.073675099,72.120750786
1992,12,AK,75.348832887,72.024548725
1993,1,AK,75.462466622,71.790680802
1993,2,AK,75.434179819,71.700109019
1993,3,AK,75.33486341,71.782827969
1993,4,AK,75.361363595,71.91751121
1993,5,AK,75.586948289,72.082815763
1993,6,AK,75.975807793,72.165261908
1993,7,AK,76.465991419,72.200688152
1993,8,AK,77.089947775,72.294553251
1993,9,AK,77.685219552,72.354812369
1993,10,AK,78.215976454,72.379288491
1993,11,AK,78.626934587,72.473928949
1993,12,AK,78.907736774,72.592697967
1994,1,AK,79.152629742,72.693834724
1994,2,AK,79.571626269,72.826733664
1994,3,AK,80.058153656,73.031082263
1994,4,AK,80.506912486,73.280091354
1994,5,AK,80.841411182,73.537810243
1994,6,AK,81.126358024,73.730443591
1994,7,AK,81.333520206,73.884504807
1994,8,AK,81.386877387,73.987456959
1994,9,AK,81.300593818,74.041069798
1994,10,AK,81.407742975,74.174096249
1994,11,AK,81.775519349,74.328542043
1994,12,AK,82.289466782,74.469674341
1995,1,AK,82.75364789,74.620450645
1995,2,AK,83.123816697,74.733239531
1995,3,AK,83.27859703,74.714021875
1995,4,AK,83.439111621,74.637055706
1995,5,AK,83.602361799,74.600115555
1995,6,AK,83.763849092,74.618663314
1995,7,AK,83.956462589,74.740647423
1995,8,AK,84.212680577,74.963317085
1995,9,AK,84.431602243,75.051758024
1995,10,AK,84.627739172,75.139466271
1995,11,AK,84.851522349,75.269099137
1995,12,AK,85.120404453,75.429920613
1996,1,AK,85.381442108,75.617485959
1996,2,AK,85.665265708,75.803939644
1996,3,AK,85.922340133,76.005862814
1996,4,AK,86.233611088,76.245462655
1996,5,AK,86.562220551,76.434046041
1996,6,AK,86.886528237,76.650557307
1996,7,AK,87.130694822,76.820141188
1996,8,AK,87.305656922,76.933299308
1996,9,AK,87.468938523,77.049723252
1996,10,AK,87.686597232,77.202599687
1996,11,AK,87.995454017,77.344832478
1996,12,AK,88.32503376,77.512376162
1997,1,AK,88.664166006,77.705829195
1997,2,AK,88.999485441,77.918419992
1997,3,AK,89.235176691,78.161364489
1997,4,AK,89.350379857,78.429799926
1997,5,AK,89.39119827,78.594307697
1997,6,AK,89.40958989,78.740197801
1997,7,AK,89.45898857,78.922108306
1997,8,AK,89.726104556,79.157435950000007
1997,9,AK,90.311542487,79.438217032
1997,10,AK,90.877802689,79.773802981
1997,11,AK,91.299964865,80.12955251
1997,12,AK,91.533864889,80.456226851
1998,1,AK,91.651035694,80.764690771
1998,2,AK,91.747015083,81.176836946
1998,3,AK,91.91871373,81.622102655
1998,4,AK,92.179972734,82.077309045
1998,5,AK,92.548973723,82.519379925
1998,6,AK,92.905395943,82.949499719
1998,7,AK,93.099793304,83.373549639
1998,8,AK,93.119859995,83.788121322
1998,9,AK,93.147309188,84.19463687
1998,10,AK,93.191773606,84.620568097
1998,11,AK,93.324817664,85.0772416
1998,12,AK,93.440100737,85.555308005
1999,1,AK,93.580228729,86.07292294
1999,2,AK,93.814697543,86.54962319
1999,3,AK,94.224404444,86.988490989
1999,4,AK,94.702680844,87.460706543
1999,5,AK,95.065765671,87.987472306
1999,6,AK,95.305192928,88.582869867
1999,7,AK,95.585339997,89.179179721
1999,8,AK,95.872777393,89.781459839
1999,9,AK,96.091925578,90.334439059
1999,10,AK,96.10078536,90.807211726
1999,11,AK,96.122697367,91.363129619
1999,12,AK,96.261296427,92.306725992
2000,1,AK,96.453502661,93.081755354
2000,2,AK,96.609134981,93.537817996
2000,3,AK,96.777811458,94.225812449
2000,4,AK,96.923245275,94.919737987
2000,5,AK,97.12031643,95.618130237
2000,6,AK,97.361139169,96.23782265
2000,7,AK,97.59368582,96.793371847
2000,8,AK,97.858056786,97.337456097
2000,9,AK,98.317593459,97.922182479
2000,10,AK,98.881795926,98.632908149
2000,11,AK,99.474090413,99.339477905
2000,12,AK,100,100
2001,1,AK,100.4709033,100.67398734
2001,2,AK,100.88685871,101.37545392
2001,3,AK,101.28068886,102.06366733
2001,4,AK,101.66872514,102.63795271
2001,5,AK,102.11643974,103.16815074
2001,6,AK,102.67648615,103.70056005000001
2001,7,AK,103.40297673,104.28273454
2001,8,AK,104.18774791,104.84606625
2001,9,AK,104.96439762,105.43173967
2001,10,AK,105.47537537,106.01597629
2001,11,AK,105.82161231,106.57255267
2001,12,AK,106.22087111,107.23029154
2002,1,AK,106.73873103,108.04760164
2002,2,AK,107.3522405,108.90857108
2002,3,AK,108.03421951,109.74784781
2002,4,AK,108.73120245,110.5870108
2002,5,AK,109.28628469,111.46572432
2002,6,AK,109.64740721,112.33067969
2002,7,AK,109.95896332,113.28000674
2002,8,AK,110.23349999,114.19394515
2002,9,AK,110.61852508,115.11012016
2002,10,AK,111.21526042,116.09841983
2002,11,AK,111.97141392,117.0478037
2002,12,AK,112.79960566,117.95739053
2003,1,AK,113.59839316,118.78478517
2003,2,AK,114.37884964,119.50740399
2003,3,AK,115.06710219,120.21196066
2003,4,AK,115.61976843,120.90946816
2003,5,AK,116.2510623,121.56064168
2003,6,AK,116.98874343,122.27447076
2003,7,AK,117.86171245,123.3400188
2003,8,AK,118.75753071,124.48883823
2003,9,AK,119.55289443,125.63751106
2003,10,AK,120.20422168,126.74729336
2003,11,AK,120.90068205,127.91879022
2003,12,AK,121.74627335,129.14733957
2004,1,AK,122.65745247,130.33290118
2004,2,AK,123.51218649,131.55298126
2004,3,AK,124.31990738,132.75247248
2004,4,AK,125.27437206,134.21074126
2004,5,AK,126.41392389,136.03624978
2004,6,AK,127.49567775,137.65640324
2004,7,AK,128.52281365,139.06297423
2004,8,AK,129.38068802,140.2512444
2004,9,AK,130.24781386,141.45949946
2004,10,AK,131.30961696,142.78952232
2004,11,AK,132.58234432,144.17319657
2004,12,AK,133.9048989,145.54057464
2005,1,AK,135.12530171,147.03670803
2005,2,AK,136.25906939,148.53223948
2005,3,AK,137.41317815,150.01956622
2005,4,AK,138.5175777,151.57639014
2005,5,AK,139.53001053,153.17443167
2005,6,AK,140.6130604,154.59609864
2005,7,AK,142.17169861,156.11998325
2005,8,AK,143.83854127,157.71003593
2005,9,AK,145.55160614,159.19563832
2005,10,AK,147.04533191,160.45969613
2005,11,AK,148.18027878,161.60296295
2005,12,AK,149.09715474,162.54680654
2006,1,AK,150.06624014,163.37526903
2006,2,AK,151.08785401,164.0373354
2006,3,AK,152.08510401,164.55148402
2006,4,AK,152.95536935,164.84381058
2006,5,AK,153.59852754,165.11418449
2006,6,AK,153.99171792,164.98869766
2006,7,AK,154.41181724,164.73004398
2006,8,AK,154.49971708,164.39298526
2006,9,AK,154.604296,164.09777859
2006,10,AK,154.81204828,164.0680407
2006,11,AK,155.35081969,164.11151407
2006,12,AK,155.96850475,164.19962529
2007,1,AK,156.51987098,164.61468862
2007,2,AK,157.1070775,165.07326213
2007,3,AK,157.59996384,165.38016799
2007,4,AK,157.84385353,164.98116364
2007,5,AK,158.00806463,164.30644118
2007,6,AK,158.03388887,163.37703641
2007,7,AK,158.09161953,162.25377715
2007,8,AK,158.00262467,161.1125277
2007,9,AK,158.03344764,159.85989146
2007,10,AK,157.6268491,158.42530883
2007,11,AK,156.90537239,156.92609386
2007,12,AK,156.01905768,155.44811561
2008,1,AK,155.29900252,153.86457009
2008,2,AK,154.97972486,151.95690891
2008,3,AK,154.97030493,150.13156341
2008,4,AK,155.03938001,148.3308852
2008,5,AK,155.28428124,146.8044928
2008,6,AK,155.56601097,145.50630877
2008,7,AK,155.81516453,144.19854747
2008,8,AK,155.57841401,142.79495281
2008,9,AK,155.32852381,141.31214543
2008,10,AK,154.97840738,139.74308556
2008,11,AK,154.61224625,137.89331362
2008,12,AK,154.29323695,136.01592259
2009,1,AK,154.15941,134.55354697
2009,2,AK,154.0510034,133.32372126
2009,3,AK,153.90161714,132.20376486
2009,4,AK,153.66116296,131.14794978
2009,5,AK,153.42980824,130.80416439
2009,6,AK,153.25512525,131.01697633
2009,7,AK,153.20828387,131.17493539
2009,8,AK,153.09898071,131.32489306
2009,9,AK,153.27668357,131.50549509
2009,10,AK,153.47234103,131.79970893
2009,11,AK,153.57380303,132.00756169
2009,12,AK,153.51189041,131.90824116
2010,1,AK,153.45069859,131.79309294
2010,2,AK,153.40066368,131.69976828
2010,3,AK,153.44892494,131.58587612
2010,4,AK,153.48776855,131.1254202
2010,5,AK,153.45206287,130.53247729
2010,6,AK,153.39940194,129.59687213
2010,7,AK,153.41779556,128.52414895
2010,8,AK,153.39633611,127.59361169
2010,9,AK,153.61051693,126.77332408
2010,10,AK,154.16425661,126.226734
2010,11,AK,154.85610687,125.8617173
2010,12,AK,155.58762833,125.46500136
2011,1,AK,156.22330171,125.10754322
2011,2,AK,156.2863115,124.51979017
2011,3,AK,156.0348499,123.95001975
2011,4,AK,155.60860117,123.31860418
2011,5,AK,155.10821309,122.83319797
2011,6,AK,154.69529413,122.48517883
2011,7,AK,154.24389479,122.22082169
2011,8,AK,154.02140551,121.98818844
2011,9,AK,153.95365175,121.79331882
2011,10,AK,153.79597783,121.63770454
2011,11,AK,153.54016094,121.63264859
2011,12,AK,153.37249066,121.57199047
2012,1,AK,153.37941749,121.58334293
2012,2,AK,153.42311053,121.64242834
2012,3,AK,153.69363788,122.18957459
2012,4,AK,154.27913292,122.88577429
2012,5,AK,155.03948248,123.66455584
2012,6,AK,155.9463354,124.27147546
2012,7,AK,156.4761667,124.87467848
2012,8,AK,156.81478508,125.63142097
2012,9,AK,157.17983769,126.52048626
2012,10,AK,157.73208462,127.51975291
2012,11,AK,158.29295049,128.4789989
2012,12,AK,158.76678647,129.33529329
2013,1,AK,159.21151703,130.53339695
2013,2,AK,159.63888569,131.74613386
2013,3,AK,160.11262131,133.04862354
2013,4,AK,160.75768609,134.32632479
2013,5,AK,161.42943314,135.6874464
2013,6,AK,162.04661276,137.00063978
2013,7,AK,162.223846,138.37689913
2013,8,AK,162.47217507,139.50052852
2013,9,AK,162.69190493,140.30677027
2013,10,AK,162.92239002,140.98798418
2013,11,AK,163.25339883,141.62404652
2013,12,AK,163.65716786,142.24140087
2014,1,AK,164.08705054,143.0957354
2014,2,AK,164.69373828,143.77686575
2014,3,AK,165.28906791,144.3526807
2014,4,AK,165.6004582,144.79293842
2014,5,AK,165.71687552,145.19483632
2014,6,AK,166.04674617,145.5970142
2014,7,AK,166.46350177,146.13755591
2014,8,AK,167.02346954,146.66661559
2014,9,AK,167.41284048,147.18518209
2014,10,AK,167.57742636,147.84605959
2014,11,AK,167.56363329,148.58834088
2014,12,AK,167.62825101,149.25919856
2015,1,AK,167.86030789,149.99032207
2015,2,AK,168.1953072,150.6489592
2015,3,AK,168.58979598,151.33897538
2015,4,AK,169.14562361,152.03304156
2015,5,AK,169.89229481,152.79185821
2015,6,AK,170.80607206,153.58025288
2015,7,AK,171.61430162,154.35702305
2015,8,AK,172.42114689,155.13570199
2015,9,AK,173.11708603,155.94105945
2015,10,AK,173.70995762,156.81219645
2015,11,AK,174.2982647,157.67407956
2015,12,AK,174.74952661,158.45010473
2016,1,AK,174.90280092,159.15977795
2016,2,AK,174.8443871,159.9648588
2016,3,AK,174.68631322,160.77494944
2016,4,AK,174.56581563,161.51694131
2016,5,AK,174.46372655,162.31467679
2016,6,AK,174.22403137,163.17247519
2016,7,AK,173.83467241,164.04673576
2016,8,AK,173.53372804,164.95813784
2016,9,AK,173.41787277,165.87183936
2016,10,AK,173.7112828,166.77103665
2016,11,AK,174.23254238,167.62496935
2016,12,AK,174.69333581,168.60328422
2017,1,AK,175.12158374,169.53690543
2017,2,AK,175.53369739,170.4921968
2017,3,AK,175.86150103,171.4111756
2017,4,AK,176.08534584,172.4272667
2017,5,AK,176.24838121,173.45781428
2017,6,AK,176.46328493,174.39382917
2017,7,AK,176.80593185,175.3658086
2017,8,AK,177.32123882,176.41096704
2017,9,AK,177.77553289,177.46972004
2017,10,AK,178.05470634,178.50162917
2017,11,AK,178.01589785,179.50476243
2017,12,AK,177.82296549,180.78643356
2018,1,AK,177.89130602,182.0660356
2018,2,AK,178.05469923,183.43755887
2018,3,AK,178.23686809,184.40523474
2018,4,AK,178.3920685,185.00008829
2018,5,AK,178.54070415,185.57655462
2018,6,AK,178.75310844,186.18779662
2018,7,AK,178.94809787,186.7667274
2018,8,AK,179.14579735,187.3575776
2018,9,AK,179.04743424,188.03870869
2018,10,AK,178.57816604,188.80642081
2018,11,AK,178.295025,189.535038
1975,1,AL,35.768108578,23.461492062
1975,2,AL,35.968512326,23.610787997
1975,3,AL,36.143924155,23.824585401
1975,4,AL,36.359772631,24.089202907
1975,5,AL,36.540003175,24.234247665
1975,6,AL,36.59149766,24.217180949
1975,7,AL,36.469942782,24.252426446
1975,8,AL,36.216081932,24.363000315
1975,9,AL,35.977422635,24.469021911
1975,10,AL,35.878387074,24.591065046
1975,11,AL,36.015518962,24.765052206
1975,12,AL,36.434631528,24.96965562
1976,1,AL,37.047577605,25.153328174
1976,2,AL,37.652449138,25.311604877
1976,3,AL,38.096271695,25.497601189
1976,4,AL,38.335159969,25.722246396
1976,5,AL,38.404059733,25.875089276
1976,6,AL,38.422757068,25.952305832
1976,7,AL,38.488494863,26.101005457
1976,8,AL,38.56914714,26.283725002
1976,9,AL,38.65301138,26.439316683
1976,10,AL,38.763663491,26.620073754
1976,11,AL,38.978453527,26.882084517
1976,12,AL,39.258356637,27.160694662
1977,1,AL,39.443877033,27.401109749
1977,2,AL,39.484267023,27.648642444
1977,3,AL,39.460205185,27.983465877
1977,4,AL,39.537525818,28.435965301
1977,5,AL,39.76737318,28.824296297
1977,6,AL,40.138949755,29.068080724
1977,7,AL,40.624622171,29.37479701
1977,8,AL,41.111351309,29.755479477
1977,9,AL,41.559582234,30.093641881
1977,10,AL,41.967076451,30.43573616
1977,11,AL,42.305416412,30.832990014
1977,12,AL,42.540131014,31.203589722
1978,1,AL,42.668144424,31.515508388
1978,2,AL,42.72968965,31.789925959
1978,3,AL,42.87968696,32.074914218
1978,4,AL,43.257076717,32.446144405
1978,5,AL,43.74764467,32.838298302
1978,6,AL,44.273645851,33.15920748
1978,7,AL,44.892659745,33.530404004
1978,8,AL,45.562209693,33.935325797
1978,9,AL,46.153911862,34.302011247
1978,10,AL,46.535668812,34.684906396
1978,11,AL,46.813000132,35.080739406
1978,12,AL,47.123870541,35.440695683
1979,1,AL,47.414157951,35.780421978
1979,2,AL,47.640071549,36.128051643
1979,3,AL,47.886093339,36.513787383
1979,4,AL,48.233474911,36.972924883
1979,5,AL,48.652103637,37.400619445
1979,6,AL,49.101638144,37.712749904
1979,7,AL,49.513908125,38.071214229
1979,8,AL,49.861036837,38.506876189
1979,9,AL,50.148998246,38.914217601
1979,10,AL,50.315899405,39.265989356
1979,11,AL,50.427040398,39.617870224
1979,12,AL,50.558631427,39.94660032
1980,1,AL,50.673918134,40.231566683
1980,2,AL,50.729817933,40.51003352
1980,3,AL,50.741158116,40.805865596
1980,4,AL,50.725026505,41.1030703
1980,5,AL,50.738361228,41.30931076
1980,6,AL,50.993877202,41.427418301
1980,7,AL,51.555304017,41.681424478
1980,8,AL,52.232463556,42.056812133
1980,9,AL,52.79329394,42.383639106
1980,10,AL,52.992995142,42.604463241
1980,11,AL,52.803466664,42.759908557
1980,12,AL,52.388194897,42.953636056
1981,1,AL,51.880915369,43.171315478
1981,2,AL,51.433899232,43.361517693
1981,3,AL,51.256381575,43.541734291
1981,4,AL,51.419622418,43.721147186
1981,5,AL,51.80982472,43.905817873
1981,6,AL,52.300878753,44.037806794
1981,7,AL,52.792741865000004,44.159372706
1981,8,AL,53.167067601,44.265790535
1981,9,AL,53.319577688,44.353356553
1981,10,AL,53.178028659,44.44935749
1981,11,AL,52.853798885,44.555503039
1981,12,AL,52.581652295,44.678032708
1982,1,AL,52.491313326,44.811808705
1982,2,AL,52.568584105,44.938061879
1982,3,AL,52.725229775,45.023571219
1982,4,AL,52.880273369,45.05491188
1982,5,AL,53.008636698,45.021743584
1982,6,AL,53.170544051,44.882353509
1982,7,AL,53.343077946,44.784504902
1982,8,AL,53.417976968,44.794620047
1982,9,AL,53.461792484,44.859592545
1982,10,AL,53.567199101,44.996470946
1982,11,AL,53.763385219,45.233548399
1982,12,AL,53.999990146,45.528176051
1983,1,AL,54.15848721,45.800563188
1983,2,AL,54.181681639,46.020681897
1983,3,AL,54.139128712,46.190243336
1983,4,AL,54.170678564,46.343355003
1983,5,AL,54.346202416,46.519772993
1983,6,AL,54.688839599,46.671901572
1983,7,AL,55.150620001,46.85533858
1983,8,AL,55.591855897,47.037606111
1983,9,AL,55.943577488,47.186838442
1983,10,AL,56.22668618,47.368450609
1983,11,AL,56.600058737,47.584524916
1983,12,AL,57.161330061,47.795676621
1984,1,AL,57.737397145,47.978681719
1984,2,AL,58.096356769,48.144353627
1984,3,AL,58.284327914,48.312375658
1984,4,AL,58.494544851,48.504989437
1984,5,AL,58.709633082,48.72117312
1984,6,AL,58.894786485,48.878154577
1984,7,AL,58.997881572,49.057016834
1984,8,AL,58.857820637,49.242489147
1984,9,AL,58.462937905,49.383599215
1984,10,AL,57.881499718,49.560194707
1984,11,AL,57.354101857,49.814150953
1984,12,AL,57.189806125,50.120602916
1985,1,AL,57.683774486,50.393450907
1985,2,AL,58.578680052,50.59264682
1985,3,AL,59.175348726,50.719705479
1985,4,AL,59.373556412,50.807233588
1985,5,AL,59.537247047,50.955784038
1985,6,AL,59.911095454,51.155185804
1985,7,AL,60.353104892,51.463724169
1985,8,AL,60.585480793,51.848458521
1985,9,AL,60.599645836,52.15459638
1985,10,AL,60.695350188,52.401196753
1985,11,AL,61.00164717,52.654161616
1985,12,AL,61.353239679,52.936695369
1986,1,AL,61.618367842,53.216089366
1986,2,AL,61.88139928,53.500580213
1986,3,AL,62.294271472,53.785209519
1986,4,AL,62.655071403,54.092630138
1986,5,AL,62.731460548,54.492228943
1986,6,AL,62.641812246,54.882486914
1986,7,AL,62.915716981,55.265705671
1986,8,AL,63.452544405,55.538080557
1986,9,AL,63.706709427,55.705522074
1986,10,AL,63.829288089,56.024688043
1986,11,AL,64.118212899,56.478250055
1986,12,AL,64.56337803,56.87751755
1987,1,AL,64.948269503,57.232036254
1987,2,AL,65.190336009,57.565362246
1987,3,AL,65.383648355,57.900240729
1987,4,AL,65.496507694,58.201900018
1987,5,AL,65.479983511,58.462750304
1987,6,AL,65.452135371,58.747700743
1987,7,AL,65.458813855,59.062058919
1987,8,AL,65.43044923,59.355365814
1987,9,AL,65.338212898,59.632109334
1987,10,AL,65.25264604,59.909450725
1987,11,AL,65.341481618,60.204422139
1987,12,AL,65.646634152,60.504335321
1988,1,AL,66.049558227,60.811624664
1988,2,AL,66.387961043,61.131040751
1988,3,AL,66.653939096,61.465292721
1988,4,AL,66.872517173,61.815696851
1988,5,AL,67.097826222,62.205044201
1988,6,AL,67.357184183,62.539885688
1988,7,AL,67.42954323,62.866832254
1988,8,AL,67.142166687,63.205620068
1988,9,AL,66.666341171,63.545014715
1988,10,AL,66.31821819,63.944862013
1988,11,AL,66.276611618,64.402227469
1988,12,AL,66.562263235,64.858847827
1989,1,AL,67.010224649,65.260507284
1989,2,AL,67.405599815,65.639168491
1989,3,AL,67.727391017,66.036250293
