file,language,blank,comment,code,pkg_name,version
1,HTML,30,1,208,AbSim,0.2.6
3,R,77,53,787,abstractr,0.1.0
1,HTML,56,3,272,abstractr,0.1.0
18,R,720,713,2183,abtest,0.1.3
2,C++,45,18,208,abtest,0.1.3
6,R,10,5,287,abundant,1.1
1,C,4,0,35,abundant,1.1
9,R,21,152,225,Ac3net,1.2.2
3,R,0,97,651,ACA,1.1
12,C++,146,405,1141,accelerometry,3.1.2
12,R,196,1157,922,accelerometry,3.1.2
1,HTML,28,2,305,accelerometry,3.1.2
1,R,63,172,441,accelmissing,1.4
4,R,199,434,710,AcceptanceSampling,1.0-6
4,R,79,107,343,accept,0.7.0
2,Markdown,36,0,66,accept,0.7.0
1,R,10,71,146,ACCLMA,1.0
12,R,56,5,438,accrual,1.3
13,R,295,274,748,accrued,1.4.1
22,R,523,1881,1567,accSDA,1.0.0
2,Markdown,25,0,69,accSDA,1.0.0
20,R,387,300,1595,acc,1.3.3
6,C++,33,22,206,acc,1.3.3
21,R,602,114,2490,ACDm,1.0.4
10,C,354,127,2181,ACDm,1.0.4
1,C/C++ Header,4,0,11,ACDm,1.0.4
1,R,219,40,2508,ACD,1.5.3
1,HTML,31,1,333,ace2fastq,0.6.0
7,R,66,51,170,ace2fastq,0.6.0
2,Markdown,37,0,69,ace2fastq,0.6.0
1,R,332,471,2078,acebayes,1.7
1,C++,489,36,1313,acebayes,1.7
1,C,4,4,74,acebayes,1.7
3,Fortran 77,34,246,1395,acepack,1.4.1
4,R,7,4,236,acepack,1.4.1
5,C++,318,264,3023,ACEt,1.8.0
14,R,438,160,2510,ACEt,1.8.0
1,C,7,5,33,ACEt,1.8.0
1,C/C++ Header,4,8,19,ACEt,1.8.0
10,R,8,152,441,acfMPeriod,1.0.0
40,R,41,5,856,acid,1.1
10,R,229,583,1378,acm4r,1.0
5,R,135,143,622,ACMEeqtl,1.6
1,HTML,50,3,539,ACMEeqtl,1.6
1,C,82,53,260,ACMEeqtl,1.6
16,R,109,555,1364,acmeR,1.1.0
1,HTML,22,1,206,acmeR,1.1.0
26,R,298,855,938,ACNE,0.8.1
35,R,250,367,977,acnr,1.0.0
2,HTML,53,2,412,acnr,1.0.0
2,Markdown,48,0,80,acnr,1.0.0
1,R,55,120,1287,acopula,0.9.3
5,R,50,204,212,AcousticNDLCodeR,1.0.2
1,Markdown,4,0,8,AcousticNDLCodeR,1.0.2
1,R,35,33,513,acp,2.1
6,R,23,4,73,aCRM,0.1.1
5,R,20,112,188,AcrossTic,1.0-3
5,R,100,131,394,acrt,1.0.1
5,C++,36,113,191,acrt,1.0.1
1,C/C++ Header,6,16,14,acrt,1.0.1
5,R,111,254,807,ACSNMineR,0.16.8.25
2,HTML,52,2,665,ACSNMineR,0.16.8.25
1,Markdown,4,0,8,acss.data,1.0
8,R,45,215,240,acss,0.2-5
32,R,0,2,360,ACSWR,1.0
1,R,153,264,1664,acs,2.1.4
1,Markdown,61,0,178,acs,2.1.4
2,Bourne Again Shell,13,0,17,acs,2.1.4
10,R,92,80,405,ACTCD,1.2-0
1,Fortran 90,7,2,57,ACTCD,1.2-0
1,C,4,4,13,ACTCD,1.2-0
1,HTML,31,1,338,ActFrag,0.1.0
6,R,91,172,252,ActFrag,0.1.0
1,Markdown,7,0,13,ActFrag,0.1.0
10,R,121,80,387,Actigraphy,1.3.2
15,R,263,536,788,ActiveDriverWGS,1.0.1
1,HTML,34,1,337,ActiveDriverWGS,1.0.1
1,Markdown,8,0,14,ActiveDriverWGS,1.0.1
1,R,42,135,294,ActiveDriver,1.0.0
1,RobotFramework,0,0,2415,ActivePathways,1.0.1
2,HTML,68,2,728,ActivePathways,1.0.1
16,R,174,395,637,ActivePathways,1.0.1
1,Markdown,14,0,33,ActivePathways,1.0.1
1,HTML,33,2,401,activityCounts,0.1.2
8,R,29,186,149,activityCounts,0.1.2
2,Markdown,33,0,108,activityCounts,0.1.2
1,HTML,27,1,412,ActivityIndex,0.3.6
10,R,23,193,246,ActivityIndex,0.3.6
2,Markdown,28,0,69,ActivityIndex,0.3.6
1,R,53,363,419,activity,1.2
19,R,299,109,835,activpalProcessing,1.0.2
12,R,195,290,1074,activPAL,0.1.3
5,R,57,64,131,actogrammr,0.2.3
1,Markdown,10,0,19,actogrammr,0.2.3
49,C,1251,1471,5959,actuar,2.3-2
84,R,978,2213,4146,actuar,2.3-2
6,Lisp,6,0,418,actuar,2.3-2
1,TeX,31,207,310,actuar,2.3-2
2,PO File,125,43,303,actuar,2.3-2
3,C/C++ Header,65,34,284,actuar,2.3-2
1,Markdown,25,0,86,actuar,2.3-2
1,Windows Module Definition,0,0,3,actuar,2.3-2
1,R,46,114,188,AcuityView,0.1
20,R,297,118,730,adabag,4.2
18,R,221,187,1168,adagio,0.7.1
6,Fortran 77,47,254,1012,adagio,0.7.1
54,R,546,3887,2553,adamethods,1.2
9,R,25,3,591,AdapEnetClass,1.2
100,R,2256,2608,3324,adapr,2.0.0
1,HTML,28,1,149,adapr,2.0.0
1,CSS,0,0,6,adapr,2.0.0
4,R,10,145,395,AdapSamp,1.1.1
4,R,22,87,83,adaptalint,0.2.3
2,Markdown,20,0,35,adaptalint,0.2.3
30,R,745,416,2910,AdaptFitOS,0.67
4,C,108,214,470,AdaptFitOS,0.67
3,C/C++ Header,58,81,156,AdaptFitOS,0.67
10,R,119,75,1004,AdaptFit,0.2-2
24,R,392,1575,1871,AdaptGauss,1.5
6,R,52,405,424,adaptiveGPCA,0.1.2
1,HTML,63,4,305,adaptiveGPCA,0.1.2
2,R,51,40,239,AdaptiveSparsity,1.6
1,C++,26,10,202,AdaptiveSparsity,1.6
1,C,4,4,14,AdaptiveSparsity,1.6
1,C/C++ Header,3,0,6,AdaptiveSparsity,1.6
1,C++,102,171,1106,adaptivetau,2.2-3
1,C/C++ Header,18,35,225,adaptivetau,2.2-3
2,R,36,52,121,adaptivetau,2.2-3
1,R,56,52,181,adaptMCMC,1.3
21,R,275,808,1582,adaptMT,1.0.0
1,HTML,27,1,783,adaptMT,1.0.0
2,Markdown,13,0,41,adaptMT,1.0.0
8,R,354,560,1377,adaptsmoFMRI,1.1
2,HTML,89,2,985,ADAPTS,0.9.21
3,R,187,578,859,ADAPTS,0.9.21
1,Markdown,7,0,8,ADAPTS,0.9.21
86,R,86,0,475,adaptTest,1.0
6,R,50,269,262,AdaSampling,1.3
1,HTML,33,1,185,AdaSampling,1.3
1,Markdown,10,0,34,AdaSampling,1.3
13,R,32,12,764,ada,2.0-5
2,R,11,157,89,ADCT,0.1.0
10,R,300,751,592,addhazard,1.1.0
1,Markdown,2,0,10,addhazard,1.1.0
3,R,166,15,1031,addhaz,0.5
2,R,39,38,291,addinslist,0.2
2,CSS,12,0,64,addinslist,0.2
2,Markdown,11,0,61,addinslist,0.2
2,JavaScript,4,4,53,addinslist,0.2
3,R,17,0,577,additiveDEA,1.1
1,HTML,85,7,295,additivityTests,1.1-4
10,R,71,259,194,additivityTests,1.1-4
1,Markdown,20,0,55,additivityTests,1.1-4
32,R,185,1,2063,addreg,3.0
2,Markdown,28,0,76,addreg,3.0
1,R,633,336,1492,ADDT,2.0
30,R,708,3208,6752,ade4TkGUI,0.2-9
188,R,1631,1422,20199,ade4,1.7-13
9,C,1245,811,4865,ade4,1.7-13
2,C/C++ Header,3,0,73,ade4,1.7-13
7,R,49,288,397,adeba,1.1.2
2,C++,8,28,66,adeba,1.1.2
1,C,4,1,17,adeba,1.1.2
86,R,4553,8543,10092,adegenet,2.1.1
6,C,461,605,1344,adegenet,2.1.1
3,C/C++ Header,38,30,83,adegenet,2.1.1
1,Markdown,8,0,18,adegenet,2.1.1
90,R,2566,1755,11159,adegraphics,1.0-15
1,HTML,32,1,1584,adegraphics,1.0-15
21,R,853,1301,3670,adehabitatHR,0.4.16
2,C,708,509,2632,adehabitatHR,0.4.16
37,R,460,378,3072,adehabitatHS,0.3.14
2,C,686,495,2097,adehabitatHS,0.3.14
61,R,810,1027,4158,adehabitatLT,0.3.24
2,C,975,627,3770,adehabitatLT,0.3.24
2,C,440,379,1569,adehabitatMA,0.3.13
25,R,405,507,1419,adehabitatMA,0.3.13
6,C,427,621,1487,adephylo,1.1-11
15,R,655,2521,1399,adephylo,1.1-11
2,C/C++ Header,3,0,59,adephylo,1.1-11
20,R,87,273,1106,adepro,2.0.0
1,HTML,26,1,74,adepro,2.0.0
2,Markdown,12,0,41,adeptdata,1.0.1
4,R,0,122,6,adeptdata,1.0.1
2,HTML,62,2,1897,adept,1.1.2
14,R,554,1019,1790,adept,1.1.2
2,Markdown,48,0,237,adept,1.1.2
4,R,70,14,371,AdequacyModel,2.0.0
53,R,663,5252,4275,adespatial,0.3-7
8,C,551,298,2216,adespatial,0.3-7
1,HTML,32,1,815,adespatial,0.3-7
2,C/C++ Header,6,17,26,adespatial,0.3-7
1,CSS,0,10,1,adespatial,0.3-7
7,R,161,1341,1288,adfExplorer,0.1.4
1,HTML,33,1,226,adfExplorer,0.1.4
3,R,16,33,43,ADGofTest,0.3
6,R,1359,5439,11551,AdhereR,0.5
2,HTML,91,18,4550,AdhereR,0.5
1,Python,329,680,2097,AdhereR,0.5
1,CSS,15,0,56,AdhereR,0.5
2,SVG,3,2,38,AdhereR,0.5
2,R,9,9,171,adhoc,1.1
20,R,276,619,5002,adimpro,0.9.0
9,Fortran 77,7,580,3092,adimpro,0.9.0
2,C,6,0,242,adimpro,0.9.0
79,R,449,56,6111,adiv,1.2
1,R,32,153,106,AdjBQR,1.0
29,R,259,578,1430,adjclust,0.5.7
3,HTML,129,9,783,adjclust,0.5.7
2,C,47,39,371,adjclust,0.5.7
2,Markdown,68,0,179,adjclust,0.5.7
1,R,22,34,87,adjustedcranlogs,0.1.0
10,R,68,198,227,adklakedata,0.6.1
1,XML,0,0,36,adklakedata,0.6.1
50,R,558,93,2268,adlift,1.4-1
2,C,645,197,2055,adlift,1.4-1
18,R,424,134,1437,admisc,0.3
19,R,127,343,895,AdMit,2.1.3
3,C,14,12,134,AdMit,2.1.3
1,Markdown,6,0,25,AdMit,2.1.3
26,R,599,2431,13769,admixturegraph,1.0.2
1,HTML,39,1,480,admixturegraph,1.0.2
2,Markdown,125,0,475,admixturegraph,1.0.2
2,C++,194,67,1732,ADMMnet,0.1
6,R,187,96,846,ADMMnet,0.1
2,C/C++ Header,26,4,313,ADMMnet,0.1
3,HTML,376,6,1040,ADMMsigma,2.1
11,R,267,713,517,ADMMsigma,2.1
5,C++,191,286,449,ADMMsigma,2.1
2,C/C++ Header,9,0,15,ADMMsigma,2.1
1,Markdown,11,0,7,ADMMsigma,2.1
10,C++,161,185,860,ADMM,0.3.1
11,R,73,684,507,ADMM,0.3.1
13,R,90,948,1322,adnuts,1.0.1
1,HTML,30,1,279,adnuts,1.0.1
2,Markdown,20,0,50,adnuts,1.0.1
1,Lisp,1,0,14,adnuts,1.0.1
3,R,405,188,2839,adoption,0.6.2
5,C++,258,329,1292,adoption,0.6.2
6,C/C++ Header,130,113,276,adoption,0.6.2
1,C,17,27,30,adoption,0.6.2
36,R,1074,1382,2481,adoptr,0.2.2
5,HTML,155,5,1719,adoptr,0.2.2
2,Markdown,38,0,48,adoptr,0.2.2
1,SVG,0,0,1,adoptr,0.2.2
37,R,88,386,757,ADPclust,0.7
1,HTML,26,1,171,ADPclust,0.7
1,Markdown,6,0,38,ADPclust,0.7
2,R,85,86,250,ADPF,0.0.1
2,C++,325,1219,2101,adpss,0.1.1
5,R,98,269,513,adpss,0.1.1
1,HTML,27,1,407,adpss,0.1.1
2,Markdown,18,0,42,adpss,0.1.1
1,C,4,4,18,adpss,0.1.1
4,C,1207,819,9317,ads,1.5-3
12,R,134,188,3312,ads,1.5-3
3,C/C++ Header,49,14,216,ads,1.5-3
1,Fortran 77,1,1,45,ads,1.5-3
11,R,85,7,787,AdvBinomApps,1.0
1,HTML,26,1,1430,advclust,0.4
29,R,112,480,925,advclust,0.4
2,R,1,79,194,AdvDif4,0.7.18
3,R,63,53,187,adwave,1.3
6,R,83,306,770,adwordsR,0.3.1
1,Markdown,25,0,41,adwordsR,0.3.1
1,R,37,22,136,AEDForecasting,0.20.0
3,R,17,80,115,aemo,0.2.0
1,Markdown,7,0,10,aemo,0.2.0
1,HTML,35,1,3871,AeRobiology,2.0.1
23,R,764,838,2469,AeRobiology,2.0.1
1,Markdown,40,0,41,AeRobiology,2.0.1
20,R,1748,2905,2414,AER,1.2-7
2,C++,134,51,1530,afCEC,1.0.2
2,R,12,6,145,afCEC,1.0.2
1,Markdown,9,0,27,afCEC,1.0.2
1,C,2,1,7,afCEC,1.0.2
16,R,186,1359,414,afc,1.4.0
48,R,599,2333,4707,afex,0.24-1
4,HTML,131,6,2209,afex,0.24-1
8,R,36,4,162,affluenceIndex,1.0
6,R,162,87,660,AFheritability,0.1.0
23,R,99,704,1325,afmToolkit,0.0.1
1,Markdown,0,0,2,afmToolkit,0.0.1
17,R,1914,3659,7241,AFM,1.2.6
1,HTML,1,0,14,AFM,1.2.6
27,R,243,141,1139,afpt,1.0.0
3,HTML,114,3,812,afpt,1.0.0
4,R,96,477,2154,aftgee,1.1.3
2,C,67,70,885,aftgee,1.1.3
14,R,95,1025,974,AF,0.1.5
5,R,163,760,1193,AGD,0.39
4,R,31,52,302,aGE,0.0.9
1,HTML,26,1,127,aGE,0.0.9
1,R,10,27,56,AggregateR,0.0.2
3,R,6,22,77,aggregation,1.0.1
1,Markdown,1,0,5,aggregation,1.0.1
15,R,243,777,969,AGHmatrix,1.0.2
22,C++,472,1140,1256,agop,0.2-2
29,R,261,2379,482,agop,0.2-2
1,C/C++ Header,61,19,195,agop,0.2-2
45,R,537,1314,2305,AGread,0.2.2
2,Markdown,30,0,92,AGread,0.2.2
12,R,89,229,389,AgreementInterval,0.1.1
7,R,104,22,435,agRee,0.5-2
87,R,392,800,6930,agricolae,1.3-1
3,HTML,97,3,1104,agridat,1.16
4,R,70,95,328,agridat,1.16
11,R,1,1065,11,agriTutorial,0.1.5
9,R,1706,508,2357,agriwater,1.0.0
1,HTML,43,3,705,agriwater,1.0.0
1,Markdown,0,0,2,agriwater,1.0.0
27,R,40,187,384,agrmt,1.40.4
16,R,249,887,1061,AGSDest,2.3.2
1,C,256,225,768,AGSDest,2.3.2
5,R,20,74,596,agsemisc,1.3-1
1,Markdown,16,0,37,agsemisc,1.3-1
22,R,188,353,1056,ahaz,1.14
1,C,106,210,550,ahaz,1.14
31,R,412,1180,1765,AHMbook,0.1.4
10,R,116,545,419,AHM,1.0.1
1,HTML,55,3,390,AHM,1.0.1
1,Markdown,6,0,9,AHM,1.0.1
5,R,126,331,297,ahnr,0.3.1
1,HTML,36,1,225,ahnr,0.3.1
1,Markdown,10,0,16,ahnr,0.3.1
2,C++,103,286,451,AhoCorasickTrie,0.1.0
3,R,14,164,96,AhoCorasickTrie,0.1.0
1,HTML,33,1,1423,ahpsurvey,0.4.0
3,Markdown,303,0,928,ahpsurvey,0.4.0
15,R,251,529,884,ahpsurvey,0.4.0
3,HTML,81,85,2280,ahp,0.2.12
18,R,370,344,969,ahp,0.2.12
2,Markdown,26,0,45,ahp,0.2.12
13,R,311,503,904,AHR,1.5.0
1,C++,33,19,213,AHR,1.5.0
1,C/C++ Header,13,0,34,AHR,1.5.0
2,Markdown,11,0,28,AHR,1.5.0
1,C,3,1,14,AHR,1.5.0
36,R,13843,11507,34099,AICcmodavg,2.2-2
13,R,209,164,396,aidar,1.0.5
1,XML,0,0,103,aidar,1.0.5
5,R,287,7,522,AID,2.4
8,R,309,571,1260,AIG,0.1.9
1,Markdown,15,0,29,AIG,0.1.9
3,R,20,49,74,aimPlot,1.0.0
1,Markdown,0,0,2,aimPlot,1.0.0
14,R,447,46,1560,AIM,1.01
24,R,192,939,1686,aire.zmvm,0.8.2
1,Markdown,28,0,54,aire.zmvm,0.8.2
6,SVG,9,20,3314,airGRteaching,0.2.6.29
16,R,410,401,1813,airGRteaching,0.2.6.29
3,Markdown,133,0,282,airGRteaching,0.2.6.29
2,HTML,31,1,226,airGRteaching,0.2.6.29
5,CSS,21,50,225,airGRteaching,0.2.6.29
44,R,838,697,5698,airGR,1.3.2.23
5,HTML,175,13,1330,airGR,1.3.2.23
9,Fortran 77,353,467,1014,airGR,1.3.2.23
1,C,4,4,25,airGR,1.3.2.23
1,HTML,27,1,379,airportr,0.1.2
5,R,20,164,235,airportr,0.1.2
1,Markdown,24,0,93,airportr,0.1.2
1,YAML,12,18,907,airr,1.2.0
6,R,66,242,202,airr,1.2.0
2,RobotFramework,0,0,22,airr,1.2.0
2,Markdown,4,0,14,airr,1.2.0
2,C,212,469,1291,aiRthermo,1.2.1
42,R,66,30,781,aiRthermo,1.2.1
1,C/C++ Header,51,241,114,aiRthermo,1.2.1
1,Markdown,7,0,8,aiRthermo,1.2.1
5,R,40,203,191,ajv,1.0.0
1,HTML,26,1,86,ajv,1.0.0
1,Markdown,14,0,45,ajv,1.0.0
2,JavaScript,0,3,6,ajv,1.0.0
30,R,95,49,463,Ake,1.0
16,Fortran 77,59,6157,5928,akima,0.6-2
2,Bourne Shell,404,395,3303,akima,0.6-2
11,R,45,47,676,akima,0.6-2
2,m4,22,11,146,akima,0.6-2
1,C,16,22,136,akima,0.6-2
1,C/C++ Header,8,6,27,akima,0.6-2
4,R,13,31,99,akmeans,1.1
1,HTML,58,1,796,akmedoids,0.1.2
11,R,261,407,749,akmedoids,0.1.2
2,Markdown,12,0,25,akmedoids,0.1.2
52,R,284,1446,2772,ALA4R,1.7.0
1,HTML,64,1,398,ALA4R,1.7.0
2,Markdown,43,0,86,ALA4R,1.7.0
3,R,164,34,914,alabama,2015.3-1
17,R,803,4256,2834,alakazam,0.3.0
2,Markdown,112,0,256,alakazam,0.3.0
2,C++,52,92,239,alakazam,0.3.0
2,R,13,161,161,albopictus,0.5
1,Markdown,20,0,26,albopictus,0.5
2,R,82,34,191,ALDqr,1.0
1,R,31,17,131,ald,1.2
3,R,49,29,508,ALEPlot,1.1
11,R,318,76,1110,aLFQ,1.3.5
1,HTML,28,1,348,alfred,0.1.7
4,R,30,59,154,alfred,0.1.7
1,Markdown,0,0,8,alfred,0.1.7
21,R,174,195,555,alfr,1.2.1
1,HTML,31,1,322,alfr,1.2.1
4,JSON,0,0,88,alfr,1.2.1
2,Markdown,31,0,68,alfr,1.2.1
3,R,2,62,215,algaeClassify,0.1.0
2,Markdown,8,0,31,algaeClassify,0.1.0
3,C,904,521,4457,AlgDesign,1.1-7.3
4,R,213,74,1118,AlgDesign,1.1-7.3
1,C/C++ Header,9,3,21,AlgDesign,1.1-7.3
2,R,0,83,241,AlgebraicHaploPackage,1.2
7,R,58,108,575,algorithmia,0.2.0
1,HTML,32,2,115,algorithmia,0.2.0
1,Markdown,8,0,19,algorithmia,0.2.0
1,Bourne Again Shell,4,4,7,algorithmia,0.2.0
1,HTML,27,1,341,alignfigR,0.1.1
2,R,73,91,141,alignfigR,0.1.1
2,Markdown,3,0,7,alignfigR,0.1.1
4,C++,112,152,631,alineR,1.1.4
17,R,63,41,502,alineR,1.1.4
4,C/C++ Header,28,47,90,alineR,1.1.4
1,C,2,1,7,alineR,1.1.4
5,R,32,184,128,allanvar,1.1
5,R,52,111,234,allan,1.01
6,R,90,311,1651,alleHap,0.9.9
4,TeX,39,39,357,alleHap,0.9.9
1,R,388,327,1935,allelematch,2.5.1
1,R,76,198,1088,AlleleRetain,2.0.2
1,C,35,16,90,allelic,0.1
3,R,12,4,58,allelic,0.1
2,R,5,0,180,AllPossibleSpellings,1.1
6,R,58,183,333,alluvial,0.1-2
1,HTML,33,1,296,alluvial,0.1-2
2,Markdown,44,0,69,alluvial,0.1-2
12,R,205,1024,966,alpaca,0.3.1
2,HTML,62,2,910,alpaca,0.3.1
4,C++,49,59,332,alpaca,0.3.1
15,R,244,896,1277,alphabetr,0.2.2
1,HTML,45,5,489,alphabetr,0.2.2
6,C++,29,101,230,alphabetr,0.2.2
2,Fortran 77,11,3837,2061,alphahull,2.2
23,R,55,82,1474,alphahull,2.2
1,C,4,4,13,alphahull,2.2
17,R,33,97,456,alphaOutlier,1.2.0
36,R,519,1242,1572,AlphaPart,0.7.0
1,HTML,30,1,288,AlphaPart,0.7.0
2,C++,35,23,70,AlphaPart,0.7.0
1,C,4,4,16,AlphaPart,0.7.0
2,C/C++ Header,8,22,10,AlphaPart,0.7.0
1,Markdown,2,0,4,AlphaPart,0.7.0
9,R,0,365,769,alphashape3d,1.3
4,C,100,74,494,alphashape3d,1.3
1,Markdown,7,0,11,alphashape3d,1.3
16,C++,385,764,6286,AlphaSimR,0.10.0
25,R,325,3595,5650,AlphaSimR,0.10.0
2,Bourne Shell,388,437,3129,AlphaSimR,0.10.0
6,C/C++ Header,171,245,578,AlphaSimR,0.10.0
1,HTML,27,1,346,AlphaSimR,0.10.0
1,C,4,4,98,AlphaSimR,0.10.0
1,m4,15,0,95,AlphaSimR,0.10.0
1,Markdown,4,0,5,AlphaSimR,0.10.0
1,R,1,0,883,alphastable,0.1.0
2,JSON,0,0,714,AlphaVantageClient,0.0.1
13,R,48,25,310,AlphaVantageClient,0.0.1
1,HTML,39,0,130,AlphaVantageClient,0.0.1
1,Markdown,18,0,30,AlphaVantageClient,0.0.1
8,R,77,90,165,alphavantager,0.1.1
2,Markdown,38,0,65,alphavantager,0.1.1
5,R,52,75,392,alr3,2.0.8
3,R,4,9,34,alr4,1.0.6
1,R,1,12,80,ALSCPC,1.0
19,R,268,94,801,ALSM,0.2.0
10,R,75,58,522,ALS,0.0.6
15,R,107,440,278,altair,3.1.1
2,Markdown,110,0,220,altair,3.1.1
1,SVG,0,0,3,altair,3.1.1
14,R,231,607,829,alterryx,0.5.0
1,HTML,31,1,406,alterryx,0.5.0
2,Markdown,106,0,290,alterryx,0.5.0
6,R,38,7,241,altmeta,2.2
1,R,83,607,682,ALTopt,0.1.1
5,R,66,16,563,AMAP.Seq,1.0
2,Bourne Shell,352,341,2567,amap,0.8-17
7,C++,286,752,1014,amap,0.8-17
11,R,161,115,597,amap,0.8-17
9,C/C++ Header,169,446,311,amap,0.8-17
1,Fortran 77,3,368,307,amap,0.8-17
1,PHP,54,35,132,amap,0.8-17
3,C,36,43,78,amap,0.8-17
1,PO File,19,5,45,amap,0.8-17
1,m4,17,3,13,amap,0.8-17
5,R,42,120,111,ambhasGW,0.0.2
8,C++,406,66,2595,ambient,0.1.0
9,R,23,174,200,ambient,0.1.0
1,C/C++ Header,75,86,150,ambient,0.1.0
1,Markdown,22,0,43,ambient,0.1.0
2,R,222,5020,137,AMCP,0.0.4
4,R,135,256,484,AMCTestmakeR,1.0.0
1,HTML,27,1,407,AMCTestmakeR,1.0.0
2,Markdown,66,0,362,AMCTestmakeR,1.0.0
3,TeX,27,19,58,AMCTestmakeR,1.0.0
1,HTML,27,1,118,ameco,0.2.9
2,R,4,25,17,ameco,0.2.9
19,R,1070,947,5195,Amelia,1.7.5
1,C++,94,39,410,Amelia,1.7.5
1,Windows Module Definition,1,0,188,Amelia,1.7.5
1,Lisp,1,0,108,Amelia,1.7.5
1,Markdown,6,0,16,Amelia,1.7.5
1,C,3,1,16,Amelia,1.7.5
1,make,4,0,12,Amelia,1.7.5
1,C/C++ Header,6,11,9,Amelia,1.7.5
11,R,161,195,567,amelie,0.2.1
1,HTML,32,1,165,amelie,0.2.1
1,Markdown,5,0,11,amelie,0.2.1
43,R,488,1412,1752,amen,1.3
2,R,155,34,258,AmericanCallOpt,0.95
1,Markdown,26,0,70,amerika,0.1.0
2,R,9,37,35,amerika,0.1.0
3,R,14,180,532,AmesHousing,0.0.3
1,Markdown,7,0,8,AmesHousing,0.0.3
1,R,149,82,1203,AMGET,1.0
1,Fortran 90,244,104,2116,AMIAS,1.1.0
15,R,83,58,585,AMIAS,1.1.0
1,C,3,1,497,AMIAS,1.1.0
12,R,244,3288,3425,AmigaFFH,0.3.1
6,R,120,72,222,aml,0.1-1
17,R,236,1593,783,ammistability,0.1.1
1,SVG,1,1,191,ammistability,0.1.1
2,Markdown,41,0,101,ammistability,0.1.1
20,R,308,1373,2268,AMModels,0.1.4
1,CSS,20,7,59,AMModels,0.1.4
1,JavaScript,21,3,43,AMModels,0.1.4
1,R,19,8,20,AmmoniaConcentration,0.1
10,R,163,350,1346,aMNLFA,0.1
1,R,0,0,185,AMOEBA,1.1
6,C,122,207,998,AMORE,0.2-15
5,R,85,88,508,AMORE,0.2-15
1,C/C++ Header,16,16,161,AMORE,0.2-15
7,R,13,88,182,AmostraBrasil,1.2
1,R,27,71,95,ampd,0.2
5,R,213,1119,1063,AMPLE,0.0.1
8,R,51,11,438,AmpliconDuo,1.1
85,R,1242,5475,8340,AMR,0.7.1
8,HTML,247,8,4785,AMR,0.7.1
1,SVG,0,1,3546,AMR,0.7.1
2,Markdown,80,0,644,AMR,0.7.1
53,R,659,1818,2087,amt,0.0.6
2,HTML,70,19,788,amt,0.0.6
5,C++,92,128,429,amt,0.0.6
2,Markdown,13,0,37,amt,0.0.6
1,CSS,19,17,7602,AmyloGram,1.1
10,R,45,116,206,AmyloGram,1.1
3,Markdown,20,0,46,AmyloGram,1.1
1,JavaScript,1,0,6,AmyloGram,1.1
22,C++,3840,2989,13102,AnaCoDa,0.1.3.0
2,Bourne Shell,510,603,4203,AnaCoDa,0.1.3.0
22,R,527,2090,2598,AnaCoDa,0.1.3.0
1,reStructuredText,0,0,2521,AnaCoDa,0.1.3.0
20,C/C++ Header,675,272,1479,AnaCoDa,0.1.3.0
1,HTML,165,3,490,AnaCoDa,0.1.3.0
1,m4,12,7,61,AnaCoDa,0.1.3.0
1,C,2,2,7,AnaCoDa,0.1.3.0
19,R,160,111,758,anacor,1.1-3
62,R,416,2072,2597,analogsea,0.7.2
