survey_year,urban_rural,bioregions,bird_type,bird_count
2014,Urban,South Eastern Queensland,Australian Raven,0
2014,Urban,South Eastern Queensland,Spectacled Monarch,0
2014,Urban,South Eastern Queensland,Black-faced Cuckoo-shrike,0
2014,Urban,South Eastern Queensland,House Sparrow,0
2014,Urban,South Eastern Queensland,Brown Thornbill,0
2014,Urban,South Eastern Queensland,Australian White Ibis,0
2014,Urban,South Eastern Queensland,Collared Sparrowhawk,0
2014,Urban,South Eastern Queensland,Yellow Thornbill,0
2014,Urban,South Eastern Queensland,Black Currawong,0
2014,Urban,South Eastern Queensland,Brush Bronzewing,0
2014,Urban,South Eastern Queensland,Little Corella,0
2014,Urban,South Eastern Queensland,Dusky Woodswallow,0
2014,Urban,South Eastern Queensland,Yellow-throated Scrubwren,0
2014,Urban,South Eastern Queensland,Song Thrush,0
2014,Urban,South Eastern Queensland,Black-faced Monarch,0
2014,Urban,South Eastern Queensland,Yellow-tailed Black-cockatoo,0
2014,Urban,South Eastern Queensland,White-throated Treecreeper,0
2014,Urban,South Eastern Queensland,Topknot Pigeon,0
2014,Urban,South Eastern Queensland,Red-rumped Parrot,0
2014,Urban,South Eastern Queensland,Black-chinned Honeyeater,0
2014,Urban,South Eastern Queensland,White-browed Scrubwren,0
2014,Urban,South Eastern Queensland,White-throated Gerygone,0
2014,Urban,South Eastern Queensland,Sacred Kingfisher,0
2014,Urban,South Eastern Queensland,Weebill,0
2014,Urban,South Eastern Queensland,Yellow-faced Honeyeater,0
2014,Urban,South Eastern Queensland,Spotted Pardalote,0
2014,Urban,South Eastern Queensland,Dusky Honeyeater,0
2014,Urban,South Eastern Queensland,Singing Honeyeater,0
2014,Urban,South Eastern Queensland,Apostlebird,0
2014,Urban,South Eastern Queensland,Striated Thornbill,0
2014,Urban,South Eastern Queensland,Galah,0
2014,Urban,South Eastern Queensland,Common Starling,0
2014,Urban,South Eastern Queensland,Maned Duck,0
2014,Urban,South Eastern Queensland,Red-whiskered Bulbul,0
2014,Urban,South Eastern Queensland,White-faced Heron,0
2014,Urban,South Eastern Queensland,Australian Magpie,0
2014,Urban,South Eastern Queensland,Common Blackbird,0
2014,Urban,South Eastern Queensland,Wood Teal,0
2014,Urban,South Eastern Queensland,Pied Currawong,0
2014,Urban,South Eastern Queensland,Splendid Fairy-wren,0
2014,Urban,South Eastern Queensland,Olive Whistler,0
2014,Urban,South Eastern Queensland,White-cheeked Honeyeater,0
2014,Urban,South Eastern Queensland,Major Mitchell's Cockatoo,0
2014,Urban,South Eastern Queensland,Pale-headed Rosella,0
2014,Urban,South Eastern Queensland,Magpie-lark,0
2014,Urban,South Eastern Queensland,Crested Pigeon,0
2014,Urban,South Eastern Queensland,Lewin's Honeyeater,0
2014,Urban,South Eastern Queensland,Spangled Drongo,0
2014,Urban,South Eastern Queensland,Bar-shouldered Dove,0
2014,Urban,South Eastern Queensland,Australasian Figbird,0
2014,Urban,South Eastern Queensland,Striated Pardalote,0
2014,Urban,South Eastern Queensland,Australian King-parrot,0
2014,Urban,South Eastern Queensland,Peaceful Dove,0
2014,Urban,South Eastern Queensland,Superb Fairy-wren,0
2014,Urban,South Eastern Queensland,Mangrove Honeyeater,0
2014,Urban,South Eastern Queensland,White-eared Honeyeater,0
2014,Urban,South Eastern Queensland,Crested Shrike-tit,0
2014,Urban,South Eastern Queensland,Rainbow Lorikeet,1
2014,Urban,South Eastern Queensland,White-headed Pigeon,0
2014,Urban,South Eastern Queensland,White-throated Honeyeater,0
2014,Urban,South Eastern Queensland,Large-billed Scrubwren,0
2014,Urban,South Eastern Queensland,European Greenfinch,0
2014,Urban,South Eastern Queensland,Western Gerygone,0
2014,Urban,South Eastern Queensland,Olive-backed Oriole,0
2014,Urban,South Eastern Queensland,Cattle Egret,0
2014,Urban,South Eastern Queensland,Brown-headed Honeyeater,0
2014,Urban,South Eastern Queensland,Diamond Dove,0
2014,Urban,South Eastern Queensland,Brush Wattlebird,0
2014,Urban,South Eastern Queensland,Blue-winged Kookaburra,0
2014,Urban,South Eastern Queensland,Australian Ringneck,0
2014,Urban,South Eastern Queensland,Welcome Swallow,0
2014,Urban,South Eastern Queensland,Fuscous Honeyeater,0
2014,Urban,South Eastern Queensland,Mistletoebird,0
2014,Urban,South Eastern Queensland,Varied Triller,0
2014,Urban,South Eastern Queensland,Rock Dove,0
2014,Urban,South Eastern Queensland,Beautiful Firetail,0
2014,Urban,South Eastern Queensland,Leaden Flycatcher,0
2014,Urban,South Eastern Queensland,Grey-crowned Babbler,0
2014,Urban,South Eastern Queensland,Common Myna,0
2014,Urban,South Eastern Queensland,Little Friarbird,0
2014,Urban,South Eastern Queensland,Little Raven,0
2014,Urban,South Eastern Queensland,Jacky Winter,0
2014,Urban,South Eastern Queensland,Crescent Honeyeater,0
2014,Urban,South Eastern Queensland,Eastern Yellow Robin,0
2014,Urban,South Eastern Queensland,Tawny-crowned Honeyeater,0
2014,Urban,South Eastern Queensland,Red-browed Finch,0
2014,Urban,South Eastern Queensland,Diamond Firetail,0
2014,Urban,South Eastern Queensland,Purple-crowned Lorikeet,0
2014,Urban,South Eastern Queensland,Yellow Rosella,0
2014,Urban,South Eastern Queensland,Mangrove Gerygone,0
2014,Urban,South Eastern Queensland,Australian Brush-turkey,0
2014,Urban,South Eastern Queensland,Black Butcherbird,0
2014,Urban,South Eastern Queensland,Rose Robin,0
2014,Urban,South Eastern Queensland,Pale-yellow Robin,0
2014,Urban,South Eastern Queensland,Scarlet Honeyeater,0
2014,Urban,South Eastern Queensland,Eastern Rosella,0
2014,Urban,South Eastern Queensland,Yellow-tufted Honeyeater,0
2014,Urban,South Eastern Queensland,Torresian Crow,0
2014,Urban,South Eastern Queensland,Grey Shrike-thrush,0
2014,Urban,South Eastern Queensland,Forest Raven,0
2014,Urban,South Eastern Queensland,Silvereye,0
2014,Urban,South Eastern Queensland,Little Shrike-thrush,0
2014,Urban,South Eastern Queensland,Brown Treecreeper,0
2014,Urban,South Eastern Queensland,Noisy Miner,1
2014,Urban,South Eastern Queensland,Superb Lyrebird,0
2014,Urban,South Eastern Queensland,Brown Cuckoo-dove,0
2014,Urban,South Eastern Queensland,Common Bronzewing,0
2014,Urban,South Eastern Queensland,White-naped Honeyeater,0
2014,Urban,South Eastern Queensland,Brown Honeyeater,0
2014,Urban,South Eastern Queensland,Spotted Dove,0
2014,Urban,South Eastern Queensland,Rockwarbler,0
2014,Urban,South Eastern Queensland,Masked Lapwing,0
2014,Urban,South Eastern Queensland,Yellow-rumped Thornbill,0
2014,Urban,South Eastern Queensland,Hooded Robin,0
2014,Urban,South Eastern Queensland,Wonga Pigeon,0
2014,Urban,South Eastern Queensland,White-winged Chough,0
2014,Urban,South Eastern Queensland,Eastern Whipbird,0
2014,Urban,South Eastern Queensland,Golden Whistler,0
2014,Urban,South Eastern Queensland,Satin Flycatcher,0
2014,Urban,South Eastern Queensland,Grey Fantail,0
2014,Rural,South Eastern Queensland,Bassian Thrush,0
2014,Rural,South Eastern Queensland,Chestnut-breasted Mannikin,1
2014,Rural,South Eastern Queensland,Wild Duck,0
2014,Rural,South Eastern Queensland,Willie Wagtail,1
2014,Rural,South Eastern Queensland,Regent Bowerbird,0
2014,Rural,South Eastern Queensland,Rufous Fantail,0
2014,Rural,South Eastern Queensland,Spiny-cheeked Honeyeater,0
2014,Rural,South Eastern Queensland,Flame Robin,0
2014,Rural,South Eastern Queensland,European Goldfinch,0
2014,Rural,South Eastern Queensland,Noisy Friarbird,1
2014,Rural,South Eastern Queensland,Sulphur-crested Cockatoo,0
2014,Rural,South Eastern Queensland,Scaly-breasted Lorikeet,0
2014,Rural,South Eastern Queensland,Tete,0
2014,Rural,South Eastern Queensland,Double-barred Finch,1
2014,Rural,South Eastern Queensland,Buff-rumped Thornbill,0
2014,Rural,South Eastern Queensland,Purple Swamphen,0
2014,Rural,South Eastern Queensland,Green Catbird,0
2014,Rural,South Eastern Queensland,Rufous Whistler,0
2014,Rural,South Eastern Queensland,Southern Whiteface,0
2014,Rural,South Eastern Queensland,Musk Lorikeet,0
2014,Rural,South Eastern Queensland,Red-capped Robin,0
2014,Rural,South Eastern Queensland,Gang-gang Cockatoo,0
2014,Rural,South Eastern Queensland,Satin Bowerbird,0
2014,Rural,South Eastern Queensland,Grey Currawong,0
2014,Rural,South Eastern Queensland,Eastern Spinebill,1
2014,Rural,South Eastern Queensland,Laughing Kookaburra,1
2014,Rural,South Eastern Queensland,Little Wattlebird,0
2014,Rural,South Eastern Queensland,Restless Flycatcher,0
2014,Rural,South Eastern Queensland,Buff-banded Rail,0
2014,Rural,South Eastern Queensland,Red-backed Fairy-wren,0
2014,Rural,South Eastern Queensland,Fan-tailed Cuckoo,0
2014,Rural,South Eastern Queensland,Brown Goshawk,0
2014,Rural,South Eastern Queensland,Brown Gerygone,0
2014,Rural,South Eastern Queensland,Variegated Fairy-wren,0
2014,Rural,South Eastern Queensland,Blue-faced Honeyeater,0
2014,Rural,South Eastern Queensland,Red Wattlebird,0
2014,Rural,South Eastern Queensland,Emerald Dove,0
2014,Rural,South Eastern Queensland,Red-tailed Black Cockatoo,0
2014,Rural,South Eastern Queensland,Eastern Koel,0
2014,Rural,South Eastern Queensland,White-plumed Honeyeater,0
2014,Rural,South Eastern Queensland,Long-billed Corella,0
2014,Rural,South Eastern Queensland,Dollarbird,0
2014,Rural,South Eastern Queensland,Pied Butcherbird,1
2014,Rural,South Eastern Queensland,Striped Honeyeater,0
2014,Rural,South Eastern Queensland,Crimson Rosella,0
2014,Rural,South Eastern Queensland,New Holland Honeyeater,0
2014,Rural,South Eastern Queensland,Grey Butcherbird,0
2014,Rural,South Eastern Queensland,Scarlet Robin,0
2014,Rural,South Eastern Queensland,Bell Miner,0
2014,Rural,South Eastern Queensland,Australian Raven,0
2014,Rural,South Eastern Queensland,Spectacled Monarch,0
2014,Rural,South Eastern Queensland,Black-faced Cuckoo-shrike,0
2014,Rural,South Eastern Queensland,House Sparrow,1
2014,Rural,South Eastern Queensland,Brown Thornbill,0
2014,Rural,South Eastern Queensland,Australian White Ibis,0
2014,Rural,South Eastern Queensland,Collared Sparrowhawk,0
2014,Rural,South Eastern Queensland,Yellow Thornbill,0
2014,Rural,South Eastern Queensland,Black Currawong,0
2014,Rural,South Eastern Queensland,Brush Bronzewing,0
2014,Rural,South Eastern Queensland,Little Corella,0
2014,Rural,South Eastern Queensland,Dusky Woodswallow,0
2014,Rural,South Eastern Queensland,Yellow-throated Scrubwren,0
2014,Rural,South Eastern Queensland,Song Thrush,0
2014,Rural,South Eastern Queensland,Black-faced Monarch,0
2014,Rural,South Eastern Queensland,Yellow-tailed Black-cockatoo,0
2014,Rural,South Eastern Queensland,White-throated Treecreeper,0
2014,Rural,South Eastern Queensland,Topknot Pigeon,0
2014,Rural,South Eastern Queensland,Red-rumped Parrot,0
2014,Rural,South Eastern Queensland,Black-chinned Honeyeater,0
2014,Rural,South Eastern Queensland,White-browed Scrubwren,1
2014,Rural,South Eastern Queensland,White-throated Gerygone,0
2014,Rural,South Eastern Queensland,Sacred Kingfisher,0
2014,Rural,South Eastern Queensland,Weebill,0
2014,Rural,South Eastern Queensland,Yellow-faced Honeyeater,1
2014,Rural,South Eastern Queensland,Spotted Pardalote,0
2014,Rural,South Eastern Queensland,Dusky Honeyeater,0
2014,Rural,South Eastern Queensland,Singing Honeyeater,0
2014,Rural,South Eastern Queensland,Apostlebird,0
2014,Rural,South Eastern Queensland,Striated Thornbill,0
2014,Rural,South Eastern Queensland,Galah,0
2014,Rural,South Eastern Queensland,Common Starling,0
2014,Rural,South Eastern Queensland,Maned Duck,0
2014,Rural,South Eastern Queensland,Red-whiskered Bulbul,0
2014,Rural,South Eastern Queensland,White-faced Heron,0
2014,Rural,South Eastern Queensland,Australian Magpie,0
2014,Rural,South Eastern Queensland,Common Blackbird,0
2014,Rural,South Eastern Queensland,Wood Teal,0
2014,Rural,South Eastern Queensland,Pied Currawong,0
2014,Rural,South Eastern Queensland,Splendid Fairy-wren,0
2014,Rural,South Eastern Queensland,Olive Whistler,0
2014,Rural,South Eastern Queensland,White-cheeked Honeyeater,1
2014,Rural,South Eastern Queensland,Major Mitchell's Cockatoo,0
2014,Rural,South Eastern Queensland,Pale-headed Rosella,0
2014,Rural,South Eastern Queensland,Magpie-lark,0
2014,Rural,South Eastern Queensland,Crested Pigeon,0
2014,Rural,South Eastern Queensland,Lewin's Honeyeater,1
2014,Rural,South Eastern Queensland,Spangled Drongo,0
2014,Rural,South Eastern Queensland,Bar-shouldered Dove,0
2014,Rural,South Eastern Queensland,Australasian Figbird,0
2014,Rural,South Eastern Queensland,Striated Pardalote,0
2014,Rural,South Eastern Queensland,Australian King-parrot,0
2014,Rural,South Eastern Queensland,Peaceful Dove,0
2014,Rural,South Eastern Queensland,Superb Fairy-wren,1
2014,Rural,South Eastern Queensland,Mangrove Honeyeater,0
2014,Rural,South Eastern Queensland,White-eared Honeyeater,0
2014,Rural,South Eastern Queensland,Crested Shrike-tit,0
2014,Rural,South Eastern Queensland,Rainbow Lorikeet,0
2014,Rural,South Eastern Queensland,White-headed Pigeon,0
2014,Rural,South Eastern Queensland,White-throated Honeyeater,0
2014,Rural,South Eastern Queensland,Large-billed Scrubwren,0
2014,Rural,South Eastern Queensland,European Greenfinch,0
2014,Rural,South Eastern Queensland,Western Gerygone,0
2014,Rural,South Eastern Queensland,Olive-backed Oriole,0
2014,Rural,South Eastern Queensland,Cattle Egret,0
2014,Rural,South Eastern Queensland,Brown-headed Honeyeater,0
2014,Rural,South Eastern Queensland,Diamond Dove,0
2014,Rural,South Eastern Queensland,Brush Wattlebird,0
2014,Rural,South Eastern Queensland,Blue-winged Kookaburra,0
2014,Rural,South Eastern Queensland,Australian Ringneck,0
2014,Rural,South Eastern Queensland,Welcome Swallow,0
2014,Rural,South Eastern Queensland,Fuscous Honeyeater,0
2014,Rural,South Eastern Queensland,Mistletoebird,0
2014,Rural,South Eastern Queensland,Varied Triller,0
2014,Rural,South Eastern Queensland,Rock Dove,0
2014,Rural,South Eastern Queensland,Beautiful Firetail,0
2014,Rural,South Eastern Queensland,Leaden Flycatcher,0
2014,Rural,South Eastern Queensland,Grey-crowned Babbler,0
2014,Rural,South Eastern Queensland,Common Myna,0
2014,Rural,South Eastern Queensland,Little Friarbird,0
2014,Rural,South Eastern Queensland,Little Raven,0
2014,Rural,South Eastern Queensland,Jacky Winter,0
2014,Rural,South Eastern Queensland,Crescent Honeyeater,0
2014,Rural,South Eastern Queensland,Eastern Yellow Robin,0
2014,Rural,South Eastern Queensland,Tawny-crowned Honeyeater,0
2014,Rural,South Eastern Queensland,Red-browed Finch,0
2014,Rural,South Eastern Queensland,Diamond Firetail,0
2014,Rural,South Eastern Queensland,Purple-crowned Lorikeet,0
2014,Rural,South Eastern Queensland,Yellow Rosella,0
2014,Rural,South Eastern Queensland,Mangrove Gerygone,0
2014,Rural,South Eastern Queensland,Australian Brush-turkey,0
2014,Rural,South Eastern Queensland,Black Butcherbird,0
2014,Rural,South Eastern Queensland,Rose Robin,0
2014,Rural,South Eastern Queensland,Pale-yellow Robin,0
2014,Rural,South Eastern Queensland,Scarlet Honeyeater,0
2014,Rural,South Eastern Queensland,Eastern Rosella,0
2014,Rural,South Eastern Queensland,Yellow-tufted Honeyeater,0
2014,Rural,South Eastern Queensland,Torresian Crow,0
2014,Rural,South Eastern Queensland,Grey Shrike-thrush,0
2014,Rural,South Eastern Queensland,Forest Raven,0
2014,Rural,South Eastern Queensland,Silvereye,0
2014,Rural,South Eastern Queensland,Little Shrike-thrush,0
2014,Rural,South Eastern Queensland,Brown Treecreeper,0
2014,Rural,South Eastern Queensland,Noisy Miner,0
2014,Rural,South Eastern Queensland,Superb Lyrebird,0
2014,Rural,South Eastern Queensland,Brown Cuckoo-dove,0
2014,Rural,South Eastern Queensland,Common Bronzewing,0
2014,Rural,South Eastern Queensland,White-naped Honeyeater,0
2014,Rural,South Eastern Queensland,Brown Honeyeater,1
2014,Rural,South Eastern Queensland,Spotted Dove,0
2014,Rural,South Eastern Queensland,Rockwarbler,0
2014,Rural,South Eastern Queensland,Masked Lapwing,0
2014,Rural,South Eastern Queensland,Yellow-rumped Thornbill,0
2014,Rural,South Eastern Queensland,Hooded Robin,0
2014,Rural,South Eastern Queensland,Wonga Pigeon,0
2014,Rural,South Eastern Queensland,White-winged Chough,0
2014,Rural,South Eastern Queensland,Eastern Whipbird,0
2014,Rural,South Eastern Queensland,Golden Whistler,0
2014,Rural,South Eastern Queensland,Satin Flycatcher,0
2014,Rural,South Eastern Queensland,Grey Fantail,0
2014,Urban,South Eastern Queensland,Bassian Thrush,0
2014,Urban,South Eastern Queensland,Chestnut-breasted Mannikin,0
2014,Urban,South Eastern Queensland,Wild Duck,0
2014,Urban,South Eastern Queensland,Willie Wagtail,0
2014,Urban,South Eastern Queensland,Regent Bowerbird,0
2014,Urban,South Eastern Queensland,Rufous Fantail,1
2014,Urban,South Eastern Queensland,Spiny-cheeked Honeyeater,0
2014,Urban,South Eastern Queensland,Flame Robin,0
2014,Urban,South Eastern Queensland,European Goldfinch,0
2014,Urban,South Eastern Queensland,Noisy Friarbird,1
2014,Urban,South Eastern Queensland,Sulphur-crested Cockatoo,0
2014,Urban,South Eastern Queensland,Scaly-breasted Lorikeet,0
2014,Urban,South Eastern Queensland,Tete,0
2014,Urban,South Eastern Queensland,Double-barred Finch,0
2014,Urban,South Eastern Queensland,Buff-rumped Thornbill,0
2014,Urban,South Eastern Queensland,Purple Swamphen,0
2014,Urban,South Eastern Queensland,Green Catbird,0
2014,Urban,South Eastern Queensland,Rufous Whistler,0
2014,Urban,South Eastern Queensland,Southern Whiteface,0
2014,Urban,South Eastern Queensland,Musk Lorikeet,0
2014,Urban,South Eastern Queensland,Red-capped Robin,0
2014,Urban,South Eastern Queensland,Gang-gang Cockatoo,0
2014,Urban,South Eastern Queensland,Satin Bowerbird,0
2014,Urban,South Eastern Queensland,Grey Currawong,0
2014,Urban,South Eastern Queensland,Eastern Spinebill,1
2014,Urban,South Eastern Queensland,Laughing Kookaburra,0
2014,Urban,South Eastern Queensland,Little Wattlebird,0
2014,Urban,South Eastern Queensland,Restless Flycatcher,0
2014,Urban,South Eastern Queensland,Buff-banded Rail,0
2014,Urban,South Eastern Queensland,Red-backed Fairy-wren,0
2014,Urban,South Eastern Queensland,Fan-tailed Cuckoo,0
2014,Urban,South Eastern Queensland,Brown Goshawk,0
2014,Urban,South Eastern Queensland,Brown Gerygone,0
2014,Urban,South Eastern Queensland,Variegated Fairy-wren,0
2014,Urban,South Eastern Queensland,Blue-faced Honeyeater,1
2014,Urban,South Eastern Queensland,Red Wattlebird,0
2014,Urban,South Eastern Queensland,Emerald Dove,0
2014,Urban,South Eastern Queensland,Red-tailed Black Cockatoo,0
2014,Urban,South Eastern Queensland,Eastern Koel,0
2014,Urban,South Eastern Queensland,White-plumed Honeyeater,0
2014,Urban,South Eastern Queensland,Long-billed Corella,0
2014,Urban,South Eastern Queensland,Dollarbird,0
2014,Urban,South Eastern Queensland,Pied Butcherbird,1
2014,Urban,South Eastern Queensland,Striped Honeyeater,1
2014,Urban,South Eastern Queensland,Crimson Rosella,0
2014,Urban,South Eastern Queensland,New Holland Honeyeater,0
2014,Urban,South Eastern Queensland,Grey Butcherbird,1
2014,Urban,South Eastern Queensland,Scarlet Robin,0
2014,Urban,South Eastern Queensland,Bell Miner,0
2014,Urban,South Eastern Queensland,Australian Raven,0
2014,Urban,South Eastern Queensland,Spectacled Monarch,0
2014,Urban,South Eastern Queensland,Black-faced Cuckoo-shrike,0
2014,Urban,South Eastern Queensland,House Sparrow,0
2014,Urban,South Eastern Queensland,Brown Thornbill,0
2014,Urban,South Eastern Queensland,Australian White Ibis,0
2014,Urban,South Eastern Queensland,Collared Sparrowhawk,0
2014,Urban,South Eastern Queensland,Yellow Thornbill,0
2014,Urban,South Eastern Queensland,Black Currawong,0
2014,Urban,South Eastern Queensland,Brush Bronzewing,0
2014,Urban,South Eastern Queensland,Little Corella,0
2014,Urban,South Eastern Queensland,Dusky Woodswallow,0
2014,Urban,South Eastern Queensland,Yellow-throated Scrubwren,0
2014,Urban,South Eastern Queensland,Song Thrush,0
2014,Urban,South Eastern Queensland,Black-faced Monarch,0
2014,Urban,South Eastern Queensland,Yellow-tailed Black-cockatoo,0
2014,Urban,South Eastern Queensland,White-throated Treecreeper,0
2014,Urban,South Eastern Queensland,Topknot Pigeon,0
2014,Urban,South Eastern Queensland,Red-rumped Parrot,0
2014,Urban,South Eastern Queensland,Black-chinned Honeyeater,0
2014,Urban,South Eastern Queensland,White-browed Scrubwren,0
2014,Urban,South Eastern Queensland,White-throated Gerygone,0
2014,Urban,South Eastern Queensland,Sacred Kingfisher,0
2014,Urban,South Eastern Queensland,Weebill,0
2014,Urban,South Eastern Queensland,Yellow-faced Honeyeater,1
2014,Urban,South Eastern Queensland,Spotted Pardalote,0
2014,Urban,South Eastern Queensland,Dusky Honeyeater,0
2014,Urban,South Eastern Queensland,Singing Honeyeater,0
2014,Urban,South Eastern Queensland,Apostlebird,0
2014,Urban,South Eastern Queensland,Striated Thornbill,0
2014,Urban,South Eastern Queensland,Galah,0
2014,Urban,South Eastern Queensland,Common Starling,0
2014,Urban,South Eastern Queensland,Maned Duck,0
2014,Urban,South Eastern Queensland,Red-whiskered Bulbul,0
2014,Urban,South Eastern Queensland,White-faced Heron,0
2014,Urban,South Eastern Queensland,Australian Magpie,0
2014,Urban,South Eastern Queensland,Common Blackbird,0
2014,Urban,South Eastern Queensland,Wood Teal,0
2014,Urban,South Eastern Queensland,Pied Currawong,1
2014,Urban,South Eastern Queensland,Splendid Fairy-wren,0
2014,Urban,South Eastern Queensland,Olive Whistler,0
2014,Urban,South Eastern Queensland,White-cheeked Honeyeater,0
2014,Urban,South Eastern Queensland,Major Mitchell's Cockatoo,0
2014,Urban,South Eastern Queensland,Pale-headed Rosella,1
2014,Urban,South Eastern Queensland,Magpie-lark,1
2014,Urban,South Eastern Queensland,Crested Pigeon,1
2014,Urban,South Eastern Queensland,Lewin's Honeyeater,0
2014,Urban,South Eastern Queensland,Spangled Drongo,1
2014,Urban,South Eastern Queensland,Bar-shouldered Dove,1
2014,Urban,South Eastern Queensland,Australasian Figbird,1
2014,Urban,South Eastern Queensland,Striated Pardalote,0
2014,Urban,South Eastern Queensland,Australian King-parrot,0
2014,Urban,South Eastern Queensland,Peaceful Dove,0
2014,Urban,South Eastern Queensland,Superb Fairy-wren,0
2014,Urban,South Eastern Queensland,Mangrove Honeyeater,0
2014,Urban,South Eastern Queensland,White-eared Honeyeater,0
2014,Urban,South Eastern Queensland,Crested Shrike-tit,0
2014,Urban,South Eastern Queensland,Rainbow Lorikeet,1
2014,Urban,South Eastern Queensland,White-headed Pigeon,0
2014,Urban,South Eastern Queensland,White-throated Honeyeater,0
2014,Urban,South Eastern Queensland,Large-billed Scrubwren,0
2014,Urban,South Eastern Queensland,European Greenfinch,0
2014,Urban,South Eastern Queensland,Western Gerygone,0
2014,Urban,South Eastern Queensland,Olive-backed Oriole,1
2014,Urban,South Eastern Queensland,Cattle Egret,0
2014,Urban,South Eastern Queensland,Brown-headed Honeyeater,0
2014,Urban,South Eastern Queensland,Diamond Dove,0
2014,Urban,South Eastern Queensland,Brush Wattlebird,0
2014,Urban,South Eastern Queensland,Blue-winged Kookaburra,0
2014,Urban,South Eastern Queensland,Australian Ringneck,0
2014,Urban,South Eastern Queensland,Welcome Swallow,0
2014,Urban,South Eastern Queensland,Fuscous Honeyeater,0
2014,Urban,South Eastern Queensland,Mistletoebird,0
2014,Urban,South Eastern Queensland,Varied Triller,0
2014,Urban,South Eastern Queensland,Rock Dove,0
2014,Urban,South Eastern Queensland,Beautiful Firetail,0
2014,Urban,South Eastern Queensland,Leaden Flycatcher,0
2014,Urban,South Eastern Queensland,Grey-crowned Babbler,0
2014,Urban,South Eastern Queensland,Common Myna,0
2014,Urban,South Eastern Queensland,Little Friarbird,0
2014,Urban,South Eastern Queensland,Little Raven,0
2014,Urban,South Eastern Queensland,Jacky Winter,0
2014,Urban,South Eastern Queensland,Crescent Honeyeater,0
2014,Urban,South Eastern Queensland,Eastern Yellow Robin,0
2014,Urban,South Eastern Queensland,Tawny-crowned Honeyeater,0
2014,Urban,South Eastern Queensland,Red-browed Finch,0
2014,Urban,South Eastern Queensland,Diamond Firetail,0
2014,Urban,South Eastern Queensland,Purple-crowned Lorikeet,0
2014,Urban,South Eastern Queensland,Yellow Rosella,0
2014,Urban,South Eastern Queensland,Mangrove Gerygone,0
2014,Urban,South Eastern Queensland,Australian Brush-turkey,0
2014,Urban,South Eastern Queensland,Black Butcherbird,0
2014,Urban,South Eastern Queensland,Rose Robin,0
2014,Urban,South Eastern Queensland,Pale-yellow Robin,0
2014,Urban,South Eastern Queensland,Scarlet Honeyeater,0
